input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,cdn,tls_expired,tls_subject_org_,tls_mismatched,final_url,csp_domains_,location,tls_self_signed
pr-idmlb-as-a-002.555.comcast.com,,404,19,pr-idmlb-as-a-002.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-idmlb-as-a-002.555.comcast.com,443,https://pr-idmlb-as-a-002.555.comcast.com:443,https,,text/plain,GET,96.118.58.69,/,-138391155,2001:558:fc11:a:f816:3eff:feb2:eacc,,2,False,True,,,,Comcast Corporation,,,,,
pr-idmlb-as-a-003.555.comcast.com,,404,19,pr-idmlb-as-a-003.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-idmlb-as-a-003.555.comcast.com,443,https://pr-idmlb-as-a-003.555.comcast.com:443,https,,text/plain,GET,96.118.58.44,/,-138391155,2001:558:fc11:a:f816:3eff:fec0:b471,,2,False,True,,,,Comcast Corporation,,,,,
pr-idmlb-ch2-f-001.555.comcast.com,,404,19,pr-idmlb-ch2-f-001.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-idmlb-ch2-f-001.555.comcast.com,443,https://pr-idmlb-ch2-f-001.555.comcast.com:443,https,,text/plain,GET,96.117.82.254,/,-138391155,2001:558:fc0a:b:f816:3eff:fe5c:b318,,2,False,True,,,,Comcast Corporation,,,,,
pr-iris-idm.gslb2.comcast.com,,404,19,pr-iris-idm.gslb2.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-iris-idm.gslb2.comcast.com,443,https://pr-iris-idm.gslb2.comcast.com:443,https,,text/plain,GET,96.117.82.251,/,-138391155,2001:558:fc0a:b:f816:3eff:feef:8686,,2,False,True,,,,Comcast Corporation,True,,,,
pr-iris-ntm.gslb2.comcast.com,,404,19,pr-iris-ntm.gslb2.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-iris-ntm.gslb2.comcast.com,443,https://pr-iris-ntm.gslb2.comcast.com:443,https,,text/plain,GET,96.117.82.245,/,-138391155,2001:558:fc0a:b:f816:3eff:fe3a:cb91,,2,False,True,,,,Comcast Corporation,True,,,,
pr-ntmlb-as-a-001.555.comcast.com,,404,19,pr-ntmlb-as-a-001.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-ntmlb-as-a-001.555.comcast.com,443,https://pr-ntmlb-as-a-001.555.comcast.com:443,https,,text/plain,GET,96.118.57.161,/,-138391155,2001:558:fc11:a:f816:3eff:fec6:44ed,,2,False,True,,,,Comcast Corporation,,,,,
pr-ntmlb-as-a-002.555.comcast.com,,404,19,pr-ntmlb-as-a-002.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-ntmlb-as-a-002.555.comcast.com,443,https://pr-ntmlb-as-a-002.555.comcast.com:443,https,,text/plain,GET,96.118.57.178,/,-138391155,2001:558:fc11:a:f816:3eff:fec5:34bf,,2,False,True,,,,Comcast Corporation,,,,,
pr-ntmlb-as-a-003.555.comcast.com,,404,19,pr-ntmlb-as-a-003.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-ntmlb-as-a-003.555.comcast.com,443,https://pr-ntmlb-as-a-003.555.comcast.com:443,https,,text/plain,GET,96.118.57.171,/,-138391155,2001:558:fc11:a:f816:3eff:fe26:c318,,2,False,True,,,,Comcast Corporation,,,,,
pr-ntmlb-ch2-f-001.555.comcast.com,,404,19,pr-ntmlb-ch2-f-001.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-ntmlb-ch2-f-001.555.comcast.com,443,https://pr-ntmlb-ch2-f-001.555.comcast.com:443,https,,text/plain,GET,96.117.83.59,/,-138391155,2001:558:fc0a:b:f816:3eff:fed3:2501,,2,False,True,,,,Comcast Corporation,,,,,
pr-tnpslb-as-a-001.555.comcast.com,,404,19,pr-tnpslb-as-a-001.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-tnpslb-as-a-001.555.comcast.com,443,https://pr-tnpslb-as-a-001.555.comcast.com:443,https,,text/plain,GET,96.118.58.80,/,-138391155,2001:558:fc11:a:f816:3eff:fe4b:f763,,2,False,True,,,,Comcast Corporation,,,,,
pr-tnpslb-as-a-002.555.comcast.com,,404,19,pr-tnpslb-as-a-002.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-tnpslb-as-a-002.555.comcast.com,443,https://pr-tnpslb-as-a-002.555.comcast.com:443,https,,text/plain,GET,96.118.58.126,/,-138391155,2001:558:fc11:a:f816:3eff:fe83:ea17,,2,False,True,,,,Comcast Corporation,,,,,
pr-tnpslb-ch2-f-002.555.comcast.com,,404,19,pr-tnpslb-ch2-f-002.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-tnpslb-ch2-f-002.555.comcast.com,443,https://pr-tnpslb-ch2-f-002.555.comcast.com:443,https,,text/plain,GET,96.117.82.244,/,-138391155,2001:558:fc0a:b:f816:3eff:fe61:4a59,,2,False,True,,,,Comcast Corporation,,,,,
pr-tnpslb-ho-c-001.555.comcast.com,,404,19,pr-tnpslb-ho-c-001.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-11T00:00:00Z,2023-04-11T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,27443f3a859d36344ed05adc37e3102b,03b56917f19126fdbad103799949c1a102c1d117c2d429bc72adc7bb42b02999,ctls,pr-tnpslb-ho-c-001.555.comcast.com,443,https://pr-tnpslb-ho-c-001.555.comcast.com:443,https,,text/plain,GET,96.118.249.39,/,-138391155,2001:558:fc18:2:f816:3eff:fea8:5f99,,2,False,True,,,True,Comcast Corporation,,,,,
pr-tnpslb-ho-c-002.555.comcast.com,,404,19,pr-tnpslb-ho-c-002.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-11T00:00:00Z,2023-04-11T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,27443f3a859d36344ed05adc37e3102b,03b56917f19126fdbad103799949c1a102c1d117c2d429bc72adc7bb42b02999,ctls,pr-tnpslb-ho-c-002.555.comcast.com,443,https://pr-tnpslb-ho-c-002.555.comcast.com:443,https,,text/plain,GET,96.118.247.143,/,-138391155,2001:558:fc18:2:f816:3eff:fec6:6990,,2,False,True,,,True,Comcast Corporation,,,,,
pr-tnpsqalb-as-a-001.555.comcast.com,,404,19,pr-tnpsqalb-as-a-001.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-tnpsqalb-as-a-001.555.comcast.com,443,https://pr-tnpsqalb-as-a-001.555.comcast.com:443,https,,text/plain,GET,96.118.54.88,/,-138391155,2001:558:fc11:a:f816:3eff:fea4:ea62,,2,False,True,,,,Comcast Corporation,,,,,
pr-tnpsqalb-ch2-f-001.555.comcast.com,,404,19,pr-tnpsqalb-ch2-f-001.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,pr-tnpsqalb-ch2-f-001.555.comcast.com,443,https://pr-tnpsqalb-ch2-f-001.555.comcast.com:443,https,,text/plain,GET,96.117.82.255,/,-138391155,2001:558:fc0a:b:f816:3eff:fe6a:4f94,,2,False,True,,,,Comcast Corporation,,,,,
preprod-cloudsolutions2.comcast.com,Access Denied,403,289,preprod-cloudsolutions2.comcast.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=t.xfinity.com, O=Comcast Corporation, ST=Pennsylvania, C=US",t.xfinity.com,xtv.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4c2c1b72e5faa38ade3bfba850bdd60c,6bf9960fdca2efd19bc7a96ff3eb7a409eeead7fd4c372e756872d522f8787b6,ctls,preprod-cloudsolutions2.comcast.com,443,https://preprod-cloudsolutions2.comcast.com:443,https,,text/html,GET,23.208.149.24,/,109798578,2a02:26f0:480:993::20b,HSTS,10,False,,,,,Comcast Corporation,,,,,
presales-np.martech.comcast.com,,404,11,presales-np.martech.comcast.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=t.xfinity.com, O=Comcast Corporation, ST=Pennsylvania, C=US",t.xfinity.com,xtv.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4c2c1b72e5faa38ade3bfba850bdd60c,6bf9960fdca2efd19bc7a96ff3eb7a409eeead7fd4c372e756872d522f8787b6,ctls,presales-np.martech.comcast.com,443,https://presales-np.martech.comcast.com:443,https,,,GET,2.16.33.97,/,1864250944,2a02:26f0:480:993::20b,HSTS,2,False,,,,,Comcast Corporation,,,,,
presales.martech.comcast.com,,404,11,presales.martech.comcast.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=t.xfinity.com, O=Comcast Corporation, ST=Pennsylvania, C=US",t.xfinity.com,xtv.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4c2c1b72e5faa38ade3bfba850bdd60c,6bf9960fdca2efd19bc7a96ff3eb7a409eeead7fd4c372e756872d522f8787b6,ctls,presales.martech.comcast.com,443,https://presales.martech.comcast.com:443,https,,,GET,2.16.33.97,/,1864250944,2a02:26f0:1700:38e::20b,HSTS,2,False,,,,,Comcast Corporation,,,,,
preview.business.comcast.com,Access Denied,403,282,preview.business.comcast.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=business.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",business.comcast.com,www.business.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,44264a9d8c220d292f0d7be42add82ca,c17dffd40b9773ef11d099cbba03df2c7a2fbffd94a5786edd54c292a7434510,ctls,preview.business.comcast.com,443,https://preview.business.comcast.com:443,https,AkamaiGHost,text/html,GET,2.16.241.138,/,1907504620,2a02:26f0:480:22::1726:62e0,Akamai Bot Manager,10,False,,,,,Comcast Corporation,,,,,
primary-reg-content-int.np.digital.business.comcast.com,,200,14,primary-reg-content-int.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=primary-reg-content-int.np.digital.business.comcast.com,primary-reg-content-int.np.digital.business.comcast.com,*.primary-reg-content-int.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7fba4efe2a1d1463e0cd3747ab9ba899,6ecd892e142ff5f29724456f727d3c94d3ccbb48e42d39297506d7ec78178e8c,ctls,primary-reg-content-int.np.digital.business.comcast.com,443,https://primary-reg-content-int.np.digital.business.comcast.com:443,https,AmazonS3,text/html,GET,13.32.99.115,/,-1341942583,13.32.99.55,Amazon Web Services,1,False,True,cloudfront,True,,,,,,,
primary-reg-content-pqa.np.digital.business.comcast.com,,200,14,primary-reg-content-pqa.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=primary-reg-content-pqa.np.digital.business.comcast.com,primary-reg-content-pqa.np.digital.business.comcast.com,*.primary-reg-content-pqa.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7d23c70a4c9e37bbaeedff918f4a99e3,0e662a6ee254b56f764656afe11b10ffadabcbe5b526ff2495f0cafb5974940a,ctls,primary-reg-content-pqa.np.digital.business.comcast.com,443,https://primary-reg-content-pqa.np.digital.business.comcast.com:443,https,AmazonS3,text/html,GET,13.32.121.43,/,-1341942583,13.32.121.108,Amazon Web Services,1,False,True,cloudfront,True,,,,,,,
primary-reg-content-prod-va.digital.business.comcast.com,,200,14,primary-reg-content-prod-va.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=primary-reg-content-prod-va.digital.business.comcast.com,primary-reg-content-prod-va.digital.business.comcast.com,*.or.primary-reg-content-prod-va.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cdccc605fd58516b7974924da1259cae,208e61fe323a5ca66ff76026eedebd81e7ed5a9581f73662d2bbe2c4dd754f65,ctls,primary-reg-content-prod-va.digital.business.comcast.com,443,https://primary-reg-content-prod-va.digital.business.comcast.com:443,https,AmazonS3,text/html,GET,108.138.7.21,/,-1341942583,108.138.7.28,Amazon Web Services,1,False,True,cloudfront,True,,,,,,,
primary-reg-content-stg-va.np.digital.business.comcast.com,,200,14,primary-reg-content-stg-va.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=primary-reg-content-stg-va.np.digital.business.comcast.com,primary-reg-content-stg-va.np.digital.business.comcast.com,*.primary-reg-content-stg-va.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d38f132b809e5d9a3a8bb2878805cc7,d5ad2ca6a4b631c772beca1ca0f9cac103dd7dca0808635d807c4ad7a4a8ea91,ctls,primary-reg-content-stg-va.np.digital.business.comcast.com,80,http://primary-reg-content-stg-va.np.digital.business.comcast.com:80,http,AmazonS3,text/html,GET,18.66.97.83,/,-1341942583,18.66.97.3,Amazon Web Services,1,False,True,cloudfront,True,,,,https://primary-reg-content-stg-va.np.digital.business.comcast.com/,,,
prod-hop.cybersource.comcast.com,,404,18,prod-hop.cybersource.comcast.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-05-19T00:00:00Z,2024-05-17T23:59:59Z,"CN=prod-hop.cybersource.comcast.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",prod-hop.cybersource.comcast.com,prod-hop.cybersource.comcast.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e41f516315b51ff33e4ab906b42f17e4,561d617b15d1cad1972aeba4d5a31ae5e4d1c1d8f53a00ee28341bdd52a5500c,ctls,prod-hop.cybersource.comcast.com,443,https://prod-hop.cybersource.comcast.com:443,https,cloudflare,text/html,GET,104.18.24.249,/,-1908208414,104.18.25.249,Cloudflare,1,False,,cloudflare,True,,"Cloudflare, Inc.",,,,,
prod-ue1.fxbuyflow.business.comcast.com,BSD - Existing Customer,200,4173,prod-ue1.fxbuyflow.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-07-11T23:59:59Z,CN=quickquote-ue1.fxbuyflow.business.comcast.com,quickquote-ue1.fxbuyflow.business.comcast.com,quickquote-uw2.fxbuyflow.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,553bf2fcfd89ee27d5baba50c8c1d62b,6fda155ab39b0d53207ab801fea131625e958ddc3bcccedb9423ad79cdf68c1a,ctls,prod-ue1.fxbuyflow.business.comcast.com,443,https://prod-ue1.fxbuyflow.business.comcast.com:443,https,AmazonS3,text/html,GET,13.32.121.111,/,854286782,13.32.121.35,Amazon Web Services,1,False,,cloudfront,True,,,,,,,
prod-uw2.fxbuyflow.business.comcast.com,BSD - Existing Customer,200,4173,prod-uw2.fxbuyflow.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-07-11T23:59:59Z,CN=quickquote-ue1.fxbuyflow.business.comcast.com,quickquote-ue1.fxbuyflow.business.comcast.com,quickquote-uw2.fxbuyflow.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,553bf2fcfd89ee27d5baba50c8c1d62b,6fda155ab39b0d53207ab801fea131625e958ddc3bcccedb9423ad79cdf68c1a,ctls,prod-uw2.fxbuyflow.business.comcast.com,443,https://prod-uw2.fxbuyflow.business.comcast.com:443,https,AmazonS3,text/html,GET,18.66.122.103,/,1075257858,18.66.122.121,Amazon Web Services,1,False,,cloudfront,True,,,,,,,
prod.atx-observer.comcast.com,Humana Accesorios 2023,200,169659,www.humanastore.cl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-02T16:59:25Z,2023-08-31T16:59:24Z,CN=humanastore.cl,humanastore.cl,*.humanastore.cl,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,da9b7a0fab91f6b156e78a6e257f1992,39f935f96917706a88460443fad9fa4ec22667dab430ca791c93f189c2df813f,ctls,www.humanastore.cl,443,https://prod.atx-observer.comcast.com:443,https,cloudflare,text/html,GET,18.216.161.247,/,1374868985,18.216.161.247,PHP,1229,False,True,,,,,,https://www.humanastore.cl/,https://www.google-analytics.com,,
prod.bestie.comcast.com,,404,,prod.bestie.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-27T14:26:20Z,2023-09-25T14:26:19Z,CN=prod.bestie.comcast.com,prod.bestie.comcast.com,prod.bestie.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b53c7a5e97666a3b0faf5d98024e77cb,887cb3372c1ced1136f69cf73aa81330497a88311017a27b94f0d52c0b146107,ctls,prod.bestie.comcast.com,443,https://prod.bestie.comcast.com:443,https,istio-envoy,,GET,107.21.69.57,/,-1840324437,2600:1f18:62d1:fb05:7bbd:7152:ce9a:9c99,,1,False,,,,,,,,,,
prod.core-gateway.api-business.comcast.com,,403,23,prod.core-gateway.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-12T23:59:59Z,CN=core.api-business.comcast.com,core.api-business.comcast.com,*.core.api-business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a46df3e0717e8e950281417bb965fb62,742d2f7e442d93a84779ca77dfb0dc7c7a73dee3ed244efc22dab705ca9e4b91,ctls,prod.core-gateway.api-business.comcast.com,443,https://prod.core-gateway.api-business.comcast.com:443,https,,application/json,GET,3.223.72.203,/,968070783,18.213.185.98,,1,False,True,,,,,,,,,
prod.ibis.comcast.com,X1 App Platform Tools,200,4287,prod.ibis.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T11:43:23Z,2023-08-20T11:43:22Z,CN=ibis.comcast.com,ibis.comcast.com,prod.ibis.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fa8f1e0dfa4395a97a7017bffe3dd52a,b8d26590a14f3b5775569cb025a57f9d63e2baae4e5c70f127e2a25a5621d29c,ctls,prod.ibis.comcast.com,443,https://prod.ibis.comcast.com:443,https,istio-envoy,text/html,GET,34.234.183.61,/,-85386425,2600:1f18:62d1:fb03:b2b1:5f4b:db39:b728,Envoy,14,False,,,,,,,,,,
