input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,csp_domains_,final_url
licensing-eu.citrixworkspacesapi.net,Swagger UI,200,6709,licensing-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,licensing-westeurope-release-b.citrixworkspacesapi.net,443,https://licensing-eu.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://licensing-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
licensing.citrixworkspacesapi.net,Swagger UI,200,6705,licensing-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,licensing-eastus-release-b.citrixworkspacesapi.net,443,https://licensing.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://licensing-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
login.cloud.com,,400,,login.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=accounts.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",accounts.cloud.com,"Citrix Systems, Inc.",ctxathp-sharefileweb-tm-westeu.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ece6abda86c8a50c0082711778e0453e,9b91235d67bb57d3e3fc8de70f7086e96d1b0e165beea6c73e02d1b9256a68db,,ctls,login.cloud.com,443,https://login.cloud.com:443,https,,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,1,False,,,,,
mail.cloud.com,404 Not Found,404,162,mail.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,mail.cloud.com,443,https://mail.cloud.com:443,https,text/html,GET,167.89.115.56,/,190856733,167.89.123.124,Nginx,8,False,,nginx,,,
messaging-eastus-release-a.citrixworkspacesapi.net,Swagger UI,200,6705,messaging-eastus-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,messaging-eastus-release-a.citrixworkspacesapi.net,443,https://messaging-eastus-release-a.citrixworkspacesapi.net:443,https,text/html,GET,52.150.55.255,/,-1840324437,52.150.55.255,Microsoft HTTPAPI:2.0,156,False,azure,Microsoft-HTTPAPI/2.0,True,,https://messaging-eastus-release-a.citrixworkspacesapi.net/swagger/ui/index
messaging-eastus-release-b.citrixworkspacesapi.net,Swagger UI,200,6705,messaging-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,messaging-eastus-release-b.citrixworkspacesapi.net,443,https://messaging-eastus-release-b.citrixworkspacesapi.net:443,https,text/html,GET,52.142.27.0,/,-1840324437,52.142.27.0,Microsoft HTTPAPI:2.0,156,False,azure,Microsoft-HTTPAPI/2.0,True,,https://messaging-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
messaging-eu.citrixworkspacesapi.net,Swagger UI,200,6709,messaging-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,messaging-westeurope-release-b.citrixworkspacesapi.net,443,https://messaging-eu.citrixworkspacesapi.net:443,https,text/html,GET,20.103.12.34,/,-1840324437,20.103.12.34,Microsoft HTTPAPI:2.0,156,False,,Microsoft-HTTPAPI/2.0,,,https://messaging-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
messaging-us.citrixworkspacesapi.net,Swagger UI,200,6705,messaging-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,messaging-eastus-release-b.citrixworkspacesapi.net,443,https://messaging-us.citrixworkspacesapi.net:443,https,text/html,GET,52.224.84.80,/,-1840324437,52.224.84.80,Microsoft HTTPAPI:2.0,156,False,azure,Microsoft-HTTPAPI/2.0,True,,https://messaging-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
messaging.citrixworkspacesapi.net,Swagger UI,200,6709,messaging-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,messaging-westeurope-release-b.citrixworkspacesapi.net,443,https://messaging.citrixworkspacesapi.net:443,https,text/html,GET,20.103.12.34,/,-1840324437,20.103.12.34,Microsoft HTTPAPI:2.0,156,False,,Microsoft-HTTPAPI/2.0,,,https://messaging-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
meteringcalculation.citrixworkspacesapi.net,Swagger UI,200,6725,meteringcalculation-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,meteringcalculation-eastus-release-b.citrixworkspacesapi.net,443,https://meteringcalculation.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://meteringcalculation-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
mockresourceprovider.citrixworkspacesapi.net,,410,111,mockresourceprovider.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,mockresourceprovider.citrixworkspacesapi.net,443,https://mockresourceprovider.citrixworkspacesapi.net:443,https,application/json,GET,40.74.35.115,/,1643683304,40.74.35.115,HSTS,4,False,azure,,True,,
notifications-australiaeast-release-b.citrixworkspacesapi.net,Swagger UI,200,4735,notifications-australiaeast-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,notifications-australiaeast-release-b.citrixworkspacesapi.net,443,https://notifications-australiaeast-release-b.citrixworkspacesapi.net:443,https,text/html,GET,40.82.220.203,/,-463302660,40.82.220.203,,118,False,azure,,True,,https://notifications-australiaeast-release-b.citrixworkspacesapi.net/index.html
notifications-westeurope-release-a.citrixworkspacesapi.net,Swagger UI,200,4735,notifications-westeurope-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,notifications-westeurope-release-a.citrixworkspacesapi.net,443,https://notifications-westeurope-release-a.citrixworkspacesapi.net:443,https,text/html,GET,40.114.185.195,/,-463302660,40.114.185.195,HSTS,118,False,azure,,True,,https://notifications-westeurope-release-a.citrixworkspacesapi.net/index.html
notifications-westeurope-release-b.citrixworkspacesapi.net,Swagger UI,200,4735,notifications-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,notifications-westeurope-release-b.citrixworkspacesapi.net,443,https://notifications-westeurope-release-b.citrixworkspacesapi.net:443,https,text/html,GET,40.74.5.18,/,-463302660,40.74.5.18,,118,False,azure,,True,,https://notifications-westeurope-release-b.citrixworkspacesapi.net/index.html
notifications.citrixworkspacesapi.net,Swagger UI,200,4735,notifications.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,notifications.citrixworkspacesapi.net,443,https://notifications.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-463302660,2620:1ec:46::45,HSTS,118,False,,,,,https://notifications.citrixworkspacesapi.net/index.html
onboarding-ap-s.cloud.com,Citrix Cloud,200,2063,onboarding-ap-s.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.cloud.com,"Citrix Systems, Inc.",cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1119d439c5b2b1efab9ce50bb9b76d33,0fe464733faf3562d995c15eeb8411e2e75eae62b7bae8d473182b90a74b6f97,True,ctls,onboarding-ap-s.cloud.com,443,https://onboarding-ap-s.cloud.com:443,https,text/html,GET,13.107.246.45,/,685857617,2620:1ec:46::45,HSTS,43,False,,,,,
onboarding-eastus-release-a.citrixworkspacesapi.net,Citrix Cloud,200,2056,onboarding-eastus-release-a.citrixworkspacesapi.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,onboarding-eastus-release-a.citrixworkspacesapi.net,443,https://onboarding-eastus-release-a.citrixworkspacesapi.net:443,https,text/html,GET,20.185.13.62,/,1039981203,20.185.13.62,HSTS,43,False,azure,,True,,
onboarding-eastus-release-b.citrixworkspacesapi.net,Citrix Cloud,200,2063,onboarding-eastus-release-b.citrixworkspacesapi.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,onboarding-eastus-release-b.citrixworkspacesapi.net,443,https://onboarding-eastus-release-b.citrixworkspacesapi.net:443,https,text/html,GET,52.224.136.58,/,685857617,52.224.136.58,HSTS,43,False,azure,,True,,
onboarding-eu.cloud.com,Citrix Cloud,200,2063,onboarding-eu.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.cloud.com,"Citrix Systems, Inc.",cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1119d439c5b2b1efab9ce50bb9b76d33,0fe464733faf3562d995c15eeb8411e2e75eae62b7bae8d473182b90a74b6f97,True,ctls,onboarding-eu.cloud.com,443,https://onboarding-eu.cloud.com:443,https,text/html,GET,13.107.246.45,/,685857617,2620:1ec:46::45,HSTS,43,False,,,,,
onboarding-us.cloud.com,Citrix Cloud,200,2063,onboarding-us.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.cloud.com,"Citrix Systems, Inc.",cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1119d439c5b2b1efab9ce50bb9b76d33,0fe464733faf3562d995c15eeb8411e2e75eae62b7bae8d473182b90a74b6f97,True,ctls,onboarding-us.cloud.com,443,https://onboarding-us.cloud.com:443,https,text/html,GET,13.107.246.45,/,685857617,2620:1ec:46::45,HSTS,43,False,,,,,
onboarding.cloud.com,Citrix Cloud,200,2063,onboarding.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.cloud.com,"Citrix Systems, Inc.",cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1119d439c5b2b1efab9ce50bb9b76d33,0fe464733faf3562d995c15eeb8411e2e75eae62b7bae8d473182b90a74b6f97,True,ctls,onboarding.cloud.com,443,https://onboarding.cloud.com:443,https,text/html,GET,13.107.246.45,/,685857617,2620:1ec:46::45,HSTS,43,False,,,,,
onboardingapi-westeurope-release-a.citrixworkspacesapi.net,Swagger UI,200,6713,onboardingapi-eastus-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,onboardingapi-eastus-release-a.citrixworkspacesapi.net,443,https://onboardingapi-westeurope-release-a.citrixworkspacesapi.net:443,https,text/html,GET,52.150.55.122,/,-1840324437,52.150.55.122,HSTS,156,False,azure,,True,,https://onboardingapi-eastus-release-a.citrixworkspacesapi.net/swagger/ui/index
onboardingapi-westeurope-release-b.citrixworkspacesapi.net,Swagger UI,200,6713,onboardingapi-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,onboardingapi-eastus-release-b.citrixworkspacesapi.net,443,https://onboardingapi-westeurope-release-b.citrixworkspacesapi.net:443,https,text/html,GET,52.224.136.194,/,-1840324437,52.224.136.194,HSTS,156,False,azure,,True,,https://onboardingapi-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
partner-us.citrixworkspacesapi.net,Swagger UI,200,4735,partner-us.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,partner-us.citrixworkspacesapi.net,443,https://partner-us.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-463302660,2620:1ec:46::45,HSTS,118,False,,,,,https://partner-us.citrixworkspacesapi.net/index.html
partner.citrixworkspacesapi.net,Swagger UI,200,4735,partner.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,partner.citrixworkspacesapi.net,443,https://partner.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-463302660,2620:1ec:46::45,HSTS,118,False,,,,,https://partner.citrixworkspacesapi.net/index.html
partner.cloud.com,,200,47799,partner.cloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=*.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.cloud.com,"Citrix Systems, Inc.",cloud.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6f5bfc8b28ec7e937551004b32653c17,1204854d1bfac327170fd8717c6d8c93d9b6ed270075929d684ac91dd0f4fc0b,True,ctls,partner.cloud.com,443,https://partner.cloud.com:443,https,text/html,GET,20.98.190.199,/,1631801191,20.98.190.199,HSTS,187,False,,,,https://js-agent.newrelic.com,https://partner.cloud.com/Citrix/StoreWeb/
ratecard.citrixworkspacesapi.net,Swagger UI,200,6703,ratecard-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,ratecard-eastus-release-b.citrixworkspacesapi.net,443,https://ratecard.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://ratecard-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
