input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,webserver,final_url,tls_mismatched,cdn_name,cdn,tls_expired,tls_self_signed,location
home-stage.att.com,"Currently.com - AT&T Yahoo Email, News, Sports & More",200,670838,currently.att.yahoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2023-10-25T23:59:59Z,"CN=yahoo.com, O=Oath Holdings Inc., L=Sunnyvale, ST=California, C=US",yahoo.com,Oath Holdings Inc.,*.amp.yimg.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,64c470b7ad00ba1956abe88fe7606547,79a0cdb5ca101c8154bf4e90c55f25028bfa6b0979ba69151cdc8cd7cb5f8b7f,True,ctls,currently.att.yahoo.com,443,https://home-stage.att.com:443,https,text/html,GET,104.111.217.97,/,-2130128521,104.111.217.97,HSTS,1905,False,http://test-www.att.net,ATS,https://currently.att.yahoo.com/,True,,,,,
home.att.com,"Currently.com - AT&T Yahoo Email, News, Sports & More",200,669701,currently.att.yahoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2023-10-25T23:59:59Z,"CN=yahoo.com, O=Oath Holdings Inc., L=Sunnyvale, ST=California, C=US",yahoo.com,Oath Holdings Inc.,*.amp.yimg.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,64c470b7ad00ba1956abe88fe7606547,79a0cdb5ca101c8154bf4e90c55f25028bfa6b0979ba69151cdc8cd7cb5f8b7f,True,ctls,currently.att.yahoo.com,443,https://home.att.com:443,https,text/html,GET,2.23.197.91,/,-1989898812,2.23.197.91,HSTS,1905,False,,ATS,https://currently.att.yahoo.com/,True,,,,,
home.widgets.um.att.com,,404,,home.widgets.um.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=home.widgets.um.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",home.widgets.um.att.com,"AT&T Services, Inc.",home.widgets.um.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8c9b67d636b05bd037cbe6b3910519c3,39a213597ee4066acb5c14879fe3a8904bbce4847636ed4c3059d30a8e4c11bb,,ctls,home.widgets.um.att.com,443,https://home.widgets.um.att.com:443,https,,GET,199.108.23.34,/,-1840324437,199.108.23.34,Nginx,1,False,,nginx,,,,,,,
horizon7.research.att.com,VMware Horizon,404,1487,horizon7.research.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-03-28T00:00:00Z,2024-03-27T23:59:59Z,"CN=horizon7.research.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",horizon7.research.att.com,"AT&T Services, Inc.",horizon7.research.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0cb3d5f4e3a8963fa1ac5fb61026e00b,4ec9d78fe856e366b0ae841c73e4e2e7710720c6f1eebdf630cd3406b97c9912,,ctls,horizon7.research.att.com,443,https://horizon7.research.att.com:443,https,text/html,GET,135.207.255.89,/,1182206475,135.207.255.89,Java,47,False,,,,,,,,,
hosting.bus.att.com,AT&T BusinessDirect®,200,31547,www.businessdirect.att.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-02-28T00:00:00Z,2024-03-11T23:59:59Z,"CN=www.businessdirect.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",www.businessdirect.att.com,"AT&T Services, Inc.",tchosted.businessdirect.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,025119929b9f22093a492362b9e3a0f5,d62bd20423e28dde84ce590597c6e5fab4631f8085a82e5983b6bdd3d7ecfa95,,ctls,www.businessdirect.att.com,443,https://hosting.bus.att.com:443,https,text/html,GET,144.160.149.161,/,-1719366928,2001:1890:1c00:3221::4:1033,UNIX,744,False,,Apache/2.4.57 (Unix) OpenSSL/1.1.1t,https://www.businessdirect.att.com/portal/index.jsp,,,,,,
hpaconfsm.test.att.com,IIS Windows Server,200,701,hpaconfsm.test.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-19T00:00:00Z,2023-07-20T23:59:59Z,"CN=hpaconfsm.test.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",hpaconfsm.test.att.com,"AT&T Services, Inc.",hpaconfsm.test.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e1ba5b5fd8bf81620517a38802123c0c,826e8c017f080211195dccacbe84004768d86d89279299cb3c2b8225bf8cb401,,ctls,hpaconfsm.test.att.com,443,https://hpaconfsm.test.att.com:443,https,text/html,GET,144.160.233.134,/,391197427,144.160.233.134,,32,False,,unknown,,,,,,,
hr-access-dev.att.com,AT&T HR Access,200,5014,hr-access-dev.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,hr-access-dev.att.com,443,https://hr-access-dev.att.com:443,https,text/html,GET,23.192.153.80,/,-1255347784,2a02:26f0:480:991::2db1,HSTS,23,False,,,,,,,,,
hr-access.att.com,AT&T HR Access,200,5013,hr-access.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,hr-access.att.com,443,https://hr-access.att.com:443,https,text/html,GET,72.246.169.113,/,-1255347784,2a02:26f0:1700:394::2db1,HSTS,23,False,,,,,,,,,
hraccess.att.com,AT&T HR Access,200,5014,hraccess.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,hraccess.att.com,443,https://hraccess.att.com:443,https,text/html,GET,104.111.217.97,/,-1255347784,2a02:26f0:1700:38e::2db1,HSTS,23,False,,,,,,,,,
hrlink.att.com,Error,503,176,hrlink.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,hrlink.att.com,443,https://hrlink.att.com:443,https,text/html,GET,2.23.197.91,/,840635252,2a02:26f0:480:986::2db1,,5,False,,,,,,,,,
hrtd.att.com,GlassFish Server - Server Running,200,4626,hrtd.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-12-06T00:00:00Z,2023-12-05T23:59:59Z,"CN=hrtd.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",hrtd.att.com,"AT&T Services, Inc.",hrtd.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d3b0582e2753a70cc362ea7fac552d97,e7b40e3665997e86a5ff1823031e271c6ed167869a8e5ce5e83daeb6e058d979,,ctls,hrtd.att.com,443,https://hrtd.att.com:443,https,text/html,GET,12.183.31.23,/,1164683918,12.183.31.23,JavaServer Pages:2.3,64,False,,GlassFish Server Open Source Edition  4.1.1,,,,,,,
hub.att.com,AT&T | Hub - Virtual Tour,200,120311,hub.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,hub.att.com,443,https://hub.att.com:443,https,text/html,GET,104.111.217.97,/,-1840324437,2a02:26f0:1700:394::2db1,WordPress,1978,False,,nginx,,,,,,,
hvd-intl.att.com,VMware Horizon,200,6813,hvd-intl.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-12T00:00:00Z,2023-08-12T23:59:59Z,"CN=hvd-intl03.att.com, O=AT and T Services\, Inc., L=Southfield, ST=Michigan, C=US",hvd-intl03.att.com,"AT and T Services, Inc.",catorhvd108.intl.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2b95d0695b8537f07bc9fd178d518023,34bae0c3b0d090b621265e5bd0c98287e8711cd872d393f57049676a9826480b,,ctls,hvd-intl.att.com,443,https://hvd-intl.att.com:443,https,text/html,GET,32.60.74.57,/,1274734426,32.60.74.57,Java,107,False,,,,,,,,,
hvd-intl01.att.com,VMware Horizon,200,6867,hvd-intl01.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-11T23:59:59Z,"CN=hvd-intl01.att.com, O=AT and T Services\, Inc., L=Southfield, ST=Michigan, C=US",hvd-intl01.att.com,"AT and T Services, Inc.",defrahvd108.intl.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b1d2c247e7ca9c7433512f1ef91a732d,aca17b98847323cc9dda17da1ceda96584798b90e59f0118d0b40c5d3cbb8aec,,ctls,hvd-intl01.att.com,443,https://hvd-intl01.att.com:443,https,text/html,GET,195.75.95.25,/,1274734426,195.75.95.25,Java,109,False,,,,,,,,,
hvd-intl03.att.com,VMware Horizon,200,6813,hvd-intl03.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-12T00:00:00Z,2023-08-12T23:59:59Z,"CN=hvd-intl03.att.com, O=AT and T Services\, Inc., L=Southfield, ST=Michigan, C=US",hvd-intl03.att.com,"AT and T Services, Inc.",catorhvd108.intl.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2b95d0695b8537f07bc9fd178d518023,34bae0c3b0d090b621265e5bd0c98287e8711cd872d393f57049676a9826480b,,ctls,hvd-intl03.att.com,443,https://hvd-intl03.att.com:443,https,text/html,GET,32.60.74.57,/,1274734426,32.60.74.57,Java,107,False,,,,,,,,,
hvd-intl06.att.com,VMware Horizon,200,6867,hvd-intl06.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-07T23:59:59Z,"CN=hvd-intl06.att.com, O=AT and T Services\, Inc., L=Dallas, ST=Texas, C=US",hvd-intl06.att.com,"AT and T Services, Inc.",catorhvd808.intl.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,fc676cb93f13f56d5cead7da83f1ded2,531403c7a7a77ee45672107efb511813a643d4e3f86b02e2f68f68058590218a,,ctls,hvd-intl06.att.com,443,https://hvd-intl06.att.com:443,https,text/html,GET,32.60.74.56,/,1274734426,32.60.74.56,Java,109,False,,,,,,,,,
hvd-intl07.att.com,VMware Horizon,200,6813,hvd-intl07.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-20T23:59:59Z,"CN=hvd-intl07.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",hvd-intl07.att.com,"AT&T Services, Inc.",catorhvd308.intl.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,84f0ff5350eab47a03fb14b0bad3a34a,697ff827017e23412d9d75ea904cb786e4ab70a7d8009a6ca45a0def70989a05,,ctls,hvd-intl07.att.com,443,https://hvd-intl07.att.com:443,https,text/html,GET,32.60.74.58,/,1274734426,32.60.74.58,Java,107,False,,,,,,,,,
hvd-intl08.att.com,VMware Horizon,200,6813,hvd-intl08.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-12T00:00:00Z,2024-07-12T23:59:59Z,"CN=hvd-intl08.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",hvd-intl08.att.com,"AT&T Services, Inc.",defrahvd608.intl.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,5d992fc3d844afc00b9b781bb6d8adc0,aa1ef74e0976ca664d9550b5090a98543dbbba64b17eb4d30cc115476a446445,,ctls,hvd-intl08.att.com,443,https://hvd-intl08.att.com:443,https,text/html,GET,195.75.95.26,/,1274734426,195.75.95.26,Java,107,False,,,,,,,,,
hvd-intl09.att.com,VMware Horizon,200,6813,hvd-intl09.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-12T00:00:00Z,2024-07-12T23:59:59Z,"CN=hvd-intl09.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",hvd-intl09.att.com,"AT&T Services, Inc.",inhydhvd608.intl.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d17b3e2bd31dc69cd68415a2a28a06cd,0aeb547bf67a6daf31b0f6fe0bf7dc14c5da7d9259dadf7802c176223d4ba9d1,,ctls,hvd-intl09.att.com,443,https://hvd-intl09.att.com:443,https,text/html,GET,202.135.170.57,/,1274734426,202.135.170.57,Java,107,False,,,,,,,,,
hvd-intl10.att.com,VMware Horizon,200,6813,hvd-intl10.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-12T00:00:00Z,2024-07-12T23:59:59Z,"CN=hvd-intl10.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",hvd-intl10.att.com,"AT&T Services, Inc.",catorhvd608.intl.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,95341e6e05b52f563bfa6016bedf67c7,56b74e79cb0083d5aa35bd213d6bb533493c9128ac2d7fea2be1fc2adae5a1bc,,ctls,hvd-intl10.att.com,443,https://hvd-intl10.att.com:443,https,text/html,GET,32.60.74.59,/,1274734426,32.60.74.59,Java,107,False,,,,,,,,,
hvd-intl13.att.com,VMware Horizon,200,6813,hvd-intl13.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-21T00:00:00Z,2023-10-22T23:59:59Z,"CN=hvd-intl13.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",hvd-intl13.att.com,"AT&T Services, Inc.",bebrxhvd608.intl.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d20e1aa15f9e66bd2ec8587b0257aa83,db1ca3a62850516215f1d881c6f50bb42b117efc27c800a09667df96b472b7a0,,ctls,hvd-intl13.att.com,443,https://hvd-intl13.att.com:443,https,text/html,GET,62.200.148.18,/,1274734426,62.200.148.18,Java,107,False,,,,,,,,,
hvd-intl14.att.com,VMware Horizon,200,6867,hvd-intl14.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-08T00:00:00Z,2023-11-17T23:59:59Z,"CN=hvd-intl14.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",hvd-intl14.att.com,"AT&T Services, Inc.",defrahvd808.intl.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d27e489f9f36e1ee73dd86c48d190170,ad4c9bb3c8be4327e88ef4d134249e6f3131ecba368a835172f3bf61f764470f,,ctls,hvd-intl14.att.com,443,https://hvd-intl14.att.com:443,https,text/html,GET,195.75.95.19,/,1274734426,195.75.95.19,Java,109,False,,,,,,,,,
hvd.att.com,Error,503,176,hvd.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,hvd.att.com,443,https://hvd.att.com:443,https,text/html,GET,104.76.201.120,/,-929515086,2a02:26f0:3400:29e::2db1,,5,False,,,,,,,,,
iap-services.att.com,,403,13,iap-services.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-19T00:00:00Z,2023-08-19T23:59:59Z,"CN=iap-services.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",iap-services.att.com,"AT&T Services, Inc.",iap-services.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4e47e4389d13bc709f8127f2f76d770c,63323a9c71baa96a225c4aa62fd8bb4769022a0cf8d3f3420257c364b3130787,,ctls,iap-services.att.com,443,https://iap-services.att.com:443,https,text/html,GET,70.135.199.235,/,-729950194,12.233.184.54,HSTS,1,False,,Apache,,,,,,,
ibmmeeting.att.com,,503,26,ibmmeeting.att.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2021-01-22T00:00:00Z,2022-02-01T23:59:59Z,"CN=ibmmeeting.att.com, OU=CHCS, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",ibmmeeting.att.com,"AT&T Services, Inc.",ibmmeeting.att.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,47d9ea211b9124700bcb49cb04800b16,d2b62b2b24d5a9f852718a18dcc39dca58caf62b6df758fe0682298bbe1c13c2,,ctls,ibmmeeting.att.com,443,https://ibmmeeting.att.com:443,https,text/html,GET,12.130.54.89,/,-189709173,12.130.54.89,Ubuntu,1,False,,Apache/2.4.56 (Ubuntu),,,,,True,,
ibs.eia.att.com,HTTP Status 503 – Service Unavailable,503,451,ibs.eia.att.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-03-27T23:59:59Z,"CN=www.intbillsys.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",www.intbillsys.att.com,"AT&T Services, Inc.",www.intbillsys.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,86ef9838e13882c178637288d9ee17a2,352dc871084bd21e47682140bb09a2100bff19f35274f431e39e6eae36a406e0,,ctls,ibs.eia.att.com,443,https://ibs.eia.att.com:443,https,text/html,GET,144.160.149.173,/,-1994823419,2001:1890:1c00:3221::4:103f,mod_jk:1.2.48,1,False,,Apache/2.4.57 (Unix) OpenSSL/1.1.1t mod_jk/1.2.48,,True,,,,,
icam.att.com,,200,1674,icam.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d44b5b40bb953d40b2213d9eeff18f19,5f598d91b9097dc5667ebbaafbcb04e3f30cf130064d1135ccbb8dc3109480e4,True,ctls,icam.att.com,443,https://icam.att.com:443,https,text/html,GET,144.161.168.28,/,951249064,2001:1890:1c00:5247::4:1003,HSTS,56,False,*.firstnet.att.com,,,,,,,,
icapcredit-decisioning.att.com,,404,48,icapcredit-decisioning.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T00:00:00Z,2024-05-24T23:59:59Z,"CN=icapcredit-decisioning.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",icapcredit-decisioning.att.com,"AT&T Services, Inc.",icapcredit-decisioning.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b1deb982bd9b27bccee81a67c51af378,e849055ca05c8b0c6a0e0d24263cac65295701c410c682e39ae3aa85e53e3d20,,ctls,icapcredit-decisioning.att.com,443,https://icapcredit-decisioning.att.com:443,https,application/json,GET,144.161.121.213,/,834205737,144.161.121.213,,1,False,,,,,,,,,
icapcredit-decisioning.test.att.com,,401,77,icapcredit-decisioning.test.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=icapcredit-decisioning.test.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",icapcredit-decisioning.test.att.com,"AT&T Services, Inc.",icapcredit-decisioning.test.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e4f29225b81b5be5f89c78ccc81a0544,47270186f24575173d98b715cc60e6de4fec18bc61b3ebfeabb25ce758fe67c3,,ctls,icapcredit-decisioning.test.att.com,443,https://icapcredit-decisioning.test.att.com:443,https,application/json,GET,144.161.115.6,/,154371222,144.161.115.6,,1,False,,,,,,,,,
ice-projectone.att.com,,200,,ice-projectone.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-23T00:00:00Z,2023-11-17T23:59:59Z,"CN=ice-projectone.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",ice-projectone.att.com,"AT&T Services, Inc.",ice-projectone.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6f368a23597e3e1f7b363625e9d8ab26,85de47a1a3618af92cde7542ca549c3c3d7127f1bf902e1413f2aa946e68e93f,,ctls,ice-projectone.att.com,443,https://ice-projectone.att.com:443,https,text/html,GET,199.108.99.18,/,1631801191,199.108.99.18,Windows Server,1,False,,Microsoft-IIS/10.0,,,,,,,
icecap.stage.att.com,ATT Login Redirect,200,2033,icecap.stage.att.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=*.stage.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.stage.att.com,"AT&T Services, Inc.",*.stage.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3b344285f5b7f88ee69e1925932d6e02,f8b4d4a067e4eb3a4c4cfe7cf7829b4afa13698706b1bf3a9b02c74623ba45b5,True,ctls,icecap.stage.att.com,443,https://icecap.stage.att.com:443,https,text/html,GET,144.160.125.143,/,-500878765,2001:1890:1286:221::4:1047,HSTS,67,False,,WebSEAL/10.0.3.0,,,,,,,
ics-nprd.cloud.att.com,LEVO-ICS,200,2504,ics-nprd.cloud.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-02-04T23:59:59Z,"CN=ics-nprd.cloud.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",ics-nprd.cloud.att.com,"AT&T Services, Inc.",ics-nprd.cloud.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1552cabd6b221877b75f674826663997,3e544dc859ffd3ea90c7e28c93174a89b7c09123ec5ec5a1be7702d7716f225b,,ctls,ics-nprd.cloud.att.com,443,https://ics-nprd.cloud.att.com:443,https,text/html,GET,52.177.248.112,/,-1255347784,52.177.248.112,Node.js,63,False,,,,,azure,True,,,
