new,host,a,soa,status_code,caa,cname,txt,has_internal_ips,internal_ips,aaaa,ns,cdn,cdn-name,mx
,c7-cf.roblox.com,"18.66.92.144, 18.66.92.101, 18.66.92.63, 18.66.92.180","ns-1838.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,d2q288g13su0l2.cloudfront.net,,,,,"ns-103.awsdns-12.com, ns-1470.awsdns-55.org, ns-1838.awsdns-37.co.uk, ns-760.awsdns-31.net",True,cloudfront,
,c7.roblox.com,"52.217.125.120, 52.217.129.32, 52.216.93.21, 54.231.162.248, 52.216.20.133, 52.216.250.102, 52.217.73.158, 54.231.134.80","ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,s3.amazonaws.com,7703efd3bf07ae13a5fb88055d75ed49,,,,"ns-1300.awsdns-34.org, ns-1579.awsdns-05.co.uk, ns-63.awsdns-07.com, ns-771.awsdns-32.net",,,
,cachet-stage.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,camunda.ros-dev.rbx.com,"54.175.157.172, 34.199.175.229","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"api.ros-dev.rbx.com, a0653043a126e4bd1b6c855d682a2110-1318229580.us-east-1.elb.amazonaws.com",,,,,,,,
,camunda.ros-stg.rbx.com,"34.236.200.224, 52.3.13.204","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"api.ros-stg.rbx.com, afda96ebb8a2f4e6d983351a7b6eac5d-1558571828.us-east-1.elb.amazonaws.com",,,,,,,,
,camunda.ros.rbx.com,"54.221.156.81, 34.236.207.169","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"api.ros.rbx.com, a3e3ad27d8825488e87d889c21b63bb4-1128712488.us-east-1.elb.amazonaws.com",,,,,,,,
,career.roblox.com,"108.157.4.5, 108.157.4.81, 108.157.4.35, 108.157.4.76","ns-1122.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,"jobs.roblox.com, roblox.eightfold.ai, d2opaj3jvgzq1a.cloudfront.net",,,,"2600:9000:2315:c000:19:c052:a380:93a1, 2600:9000:2315:8800:19:c052:a380:93a1, 2600:9000:2315:6c00:19:c052:a380:93a1, 2600:9000:2315:1800:19:c052:a380:93a1, 2600:9000:2315:de00:19:c052:a380:93a1, 2600:9000:2315:9600:19:c052:a380:93a1, 2600:9000:2315:d800:19:c052:a380:93a1, 2600:9000:2315:4600:19:c052:a380:93a1","ns-8.awsdns-01.com, ns-958.awsdns-55.net, ns-1122.awsdns-12.org, ns-2043.awsdns-63.co.uk",True,cloudfront,
,careers.roblox.com,104.77.220.153,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"careers.roblox.com.edgekey.net, e6850.dscb.akamaiedge.net",,,,"2600:1408:7400:182::1ac2, 2600:1408:7400:188::1ac2",,,,
,cargo-registry-stage.rbx.com,"10.102.95.245, 10.102.95.198","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-cargo-registry-stage-581548273.us-west-1.elb.amazonaws.com,,True,"10.102.95.245, 10.102.95.198",,,,,
,cargo-registry.rbx.com,"10.102.95.199, 10.102.95.252","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-cargo-registry-production-473691805.us-west-1.elb.amazonaws.com,,True,"10.102.95.199, 10.102.95.252",,,,,
,cdctl-dev-poll.rbx.com,"10.102.231.254, 10.102.227.88","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-cdctldevpoller3-lb-678064145.us-west-1.elb.amazonaws.com,,True,"10.102.231.254, 10.102.227.88",,,,,
,cdctl-dev-tmp.rbx.com,10.102.226.84,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-cdctl-lb-dev-43781227.us-west-1.elb.amazonaws.com,,True,10.102.226.84,,,,,
,cdctl-dev.rbx.com,"10.102.224.195, 10.102.230.57","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-cdctldev2-lb-969556879.us-west-1.elb.amazonaws.com,,True,"10.102.224.195, 10.102.230.57",,,,,
,cdctl-devpoller.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"amazonaws.com, awstrust.com, mailto:caa-violations@roblox.com, pki.goog, sectigo.com, amazon.com, amazontrust.com, godaddy.com",,,,,,,,,
,cdctl-stg.rbx.com,"10.102.228.232, 10.102.225.199","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-cdctlstg2-lb-1013533678.us-west-1.elb.amazonaws.com,,True,"10.102.228.232, 10.102.225.199",,,,,
,cdctl.rbx.com,"10.102.227.167, 10.102.229.130","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-cdctl-lb-458352623.us-west-1.elb.amazonaws.com,,True,"10.102.227.167, 10.102.229.130",,,,,
,cdctldev-internal-lb.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,cdctlstg-internal-lb.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,cdg1-128-116-122-3.roblox.com,128.116.122.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,cdn.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,cdnproviders.roblox.com,128.116.121.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,certs.rbx.com,"10.102.96.180, 10.102.103.103","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-infosec-appviewx-861500791.us-west-1.elb.amazonaws.com,,True,"10.102.96.180, 10.102.103.103",,,,,
,chat-cl.artifactory-edge01.rbx.com,"13.56.67.11, 54.183.163.125","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,artifactory-lb-edge01-985143120.us-west-1.elb.amazonaws.com,,,,,,,,
,chat.roblox.com,128.116.121.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,chatmoderation.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"titanium.roblox.com, us-central-bd2.roblox.com",,,,,,,,
,chatsite.roblox.com,128.116.112.236,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,chi1-128-116-112-44.roblox.com,128.116.112.44,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,chi1-origin.roblox.com,209.206.41.229,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,client-telemetry.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,clientsettings.api.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,clientsettings.roblox.com,128.116.121.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,clientsettingscdn.roblox.com,23.54.52.141,"n0f.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"clientsettingscdn.roblox.com.edgekey.net, e6850.f.akamaiedge.net",,,,,,,,
,cn.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,code.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,codecov-dev.rbx.com,"10.102.107.133, 10.102.106.24","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-codecov-dev-770485696.us-west-1.elb.amazonaws.com,,True,"10.102.107.133, 10.102.106.24",,,,,
,codecov-stage.rbx.com,"10.102.107.122, 10.102.106.85","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-codecov-stage-1625350971.us-west-1.elb.amazonaws.com,,True,"10.102.107.122, 10.102.106.85",,"ns-1036.awsdns-01.org, ns-1850.awsdns-39.co.uk, ns-467.awsdns-58.com, ns-699.awsdns-23.net",,,
,codecov.rbx.com,"10.110.43.174, 10.110.43.246","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-codecov-prod-lb-977507128.us-west-1.elb.amazonaws.com,,True,"10.110.43.174, 10.110.43.246",,,,,
,community.roblox.com,"18.188.15.15, 3.21.14.171, 3.132.167.50","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,http-redirector-758142263.us-east-2.elb.amazonaws.com,,,,,,,,
,conf-prep.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,conf-uw1.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazonaws.com, amazontrust.com, awstrust.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,confluence-legacy.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,confluence-prod.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"awstrust.com, godaddy.com, amazontrust.com, sectigo.com, amazonaws.com, amazon.com, pki.goog, mailto:caa-violations@roblox.com",,,,,,,,,
,confluence-redirect-test.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"amazontrust.com, sectigo.com, godaddy.com, amazon.com, mailto:caa-violations@roblox.com, amazonaws.com, awstrust.com, pki.goog",,,,,,,,,
,confluence-stage-legacy.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"awstrust.com, mailto:caa-violations@roblox.com, pki.goog, sectigo.com, amazon.com, amazonaws.com, godaddy.com, amazontrust.com",,,,,,,,,
,confluence-stage-red.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"sectigo.com, mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog",,,,,,,,,
,confluence.rbx.com,"54.67.37.107, 52.8.57.199","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,alb-conf-redirect-prod-external-858359176.us-west-1.elb.amazonaws.com,,,,,,,,
,confluence.roblox.com,"3.132.167.50, 3.21.14.171, 18.188.15.15","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,http-redirector-758142263.us-east-2.elb.amazonaws.com,,,,,,,,
,console-prod.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"amazonaws.com, godaddy.com, pki.goog, sectigo.com, mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com",,,,,,,,,
,console-stage.backtrace.rbx.com,"13.56.71.82, 52.8.112.219","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,backtrace-console-lb-stage-1198855599.us-west-1.elb.amazonaws.com,,,,,,,,
,console.backtrace.rbx.com,"50.18.87.16, 52.9.114.198","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,backtrace-console-lb-prod-2065039203.us-west-1.elb.amazonaws.com,,,,,,,,
,console.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, pki.goog, amazontrust.com, awstrust.com, amazon.com, godaddy.com, sectigo.com, amazonaws.com",,,,,,,,,
,consul-demo.rbx.com,10.102.230.218,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-consul-demo-1062678829.us-west-1.elb.amazonaws.com,,True,10.102.230.218,,,,,
,consul-dev2.rbx.com,10.102.211.197,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-consul-dev2-1857574050.us-west-1.elb.amazonaws.com,,True,10.102.211.197,,,,,
,consultants.roblox.com,208.185.173.12,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,ra-fw11.roblox.com,,,,,,,,
,contacts.roblox.com,128.116.121.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,content.roblox.com,128.116.124.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,contentstore.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"titanium.roblox.com, us-central-bd2.roblox.com",,,,,,,,
,core.airflow2.di.rbx.com,"10.102.48.91, 10.102.52.234, 10.102.56.75","ns-1186.awsdns-20.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,"10.102.48.91, 10.102.52.234, 10.102.56.75",,,,,
,corp-assets.rbx.com,"18.244.102.13, 18.244.102.83, 18.244.102.42, 18.244.102.119","ns-632.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,ddmxdn2znp4n4.cloudfront.net,,,,,"ns-1758.awsdns-27.co.uk, ns-1476.awsdns-56.org, ns-205.awsdns-25.com, ns-632.awsdns-15.net",True,cloudfront,
,corp.roblox.com,2.18.232.153,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"corp.roblox.com.edgekey.net, e6850.g.akamaiedge.net",,,,,,,,
,corporate.roblox.com,184.30.20.179,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"corporate.roblox.com.edgekey.net, e6850.dscb.akamaiedge.net",,,,"2a02:26f0:1700:18f::1ac2, 2a02:26f0:1700:1b4::1ac2",,,,
,cortex-stage.rbx.com,"10.102.210.121, 10.102.210.93","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-cortex-stage-1374989952.us-west-1.elb.amazonaws.com,,True,"10.102.210.121, 10.102.210.93",,,,,
,cortex.rbx.com,"10.102.210.122, 10.102.210.94","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-cortex-prod-1289965071.us-west-1.elb.amazonaws.com,,True,"10.102.210.122, 10.102.210.94",,,,,
,coveralls-stage.rbx.com,"10.102.95.212, 10.102.95.247","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-coveralls-stage-668333178.us-west-1.elb.amazonaws.com,,True,"10.102.95.212, 10.102.95.247",,,,,
,crash-reports.artifactory-edge1.rbx.com,"13.56.67.11, 54.183.163.125","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,artifactory-lb-edge01-985143120.us-west-1.elb.amazonaws.com,,,,,,,,
,crashes-prod.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,crashes.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,create.roblox.com,"99.84.208.47, 99.84.208.117, 99.84.208.49, 99.84.208.48, 205.251.193.161, 205.251.194.217, 205.251.197.112, 205.251.199.193","ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,d2gbj0c64xar4a.cloudfront.net,,,,"2600:9000:2199:8a00:12:8056:3280:93a1, 2600:9000:2199:ca00:12:8056:3280:93a1, 2600:9000:2199:4e00:12:8056:3280:93a1, 2600:9000:2199:ee00:12:8056:3280:93a1, 2600:9000:2199:7800:12:8056:3280:93a1, 2600:9000:2199:8400:12:8056:3280:93a1, 2600:9000:2199:d800:12:8056:3280:93a1, 2600:9000:2199:5800:12:8056:3280:93a1","ns-729.awsdns-27.net, ns-1985.awsdns-56.co.uk, ns-417.awsdns-52.com, ns-1392.awsdns-46.org",True,cloudfront,
,creator.roblox.com,"13.227.219.45, 13.227.219.75, 13.227.219.50, 13.227.219.122","ns-1308.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,d1tesks77ajd01.cloudfront.net,,,,"2600:9000:21c7:9c00:7:3d3f:a440:93a1, 2600:9000:21c7:7c00:7:3d3f:a440:93a1, 2600:9000:21c7:3600:7:3d3f:a440:93a1, 2600:9000:21c7:1e00:7:3d3f:a440:93a1, 2600:9000:21c7:ec00:7:3d3f:a440:93a1, 2600:9000:21c7:bc00:7:3d3f:a440:93a1, 2600:9000:21c7:e000:7:3d3f:a440:93a1, 2600:9000:21c7:e00:7:3d3f:a440:93a1","ns-224.awsdns-28.com, ns-764.awsdns-31.net, ns-1308.awsdns-35.org, ns-1741.awsdns-25.co.uk",True,cloudfront,
,cs.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,cs.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"amazon.com, amazonaws.com, godaddy.com, sectigo.com, mailto:caa-violations@roblox.com, awstrust.com, amazontrust.com, pki.goog",,,,,,,,,
,curators.lgtm.artifactory-edge1.rbx.com,"54.183.163.125, 13.56.67.11","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,artifactory-lb-edge01-985143120.us-west-1.elb.amazonaws.com,,,,,,,,
,data-platform.airflow2.di.rbx.com,"10.102.48.91, 10.102.56.75, 10.102.52.234","ns-1186.awsdns-20.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,"10.102.48.91, 10.102.56.75, 10.102.52.234",,,,,
,data.roblox.com,128.116.124.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,datagrail.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,db109.ra.roblox.com,208.185.173.33,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,de.roblox.com,"18.188.15.15, 3.21.14.171, 3.132.167.50","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,http-redirector-758142263.us-east-2.elb.amazonaws.com,,,,,,,,
,deploy.roblox.com,"18.66.107.152, 18.66.107.118, 18.66.107.231, 18.66.107.92","ns-80.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,,d27qknr4rwc572.cloudfront.net,,,,,"ns-1218.awsdns-24.org, ns-845.awsdns-41.net, ns-80.awsdns-10.com, ns-2033.awsdns-62.co.uk",True,cloudfront,
,deployments.astro-dev.di.rbx.com,"10.102.53.227, 10.102.49.44, 10.102.56.173","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,abdbc7e5691e1433384e0f1f26e97935-4e2025cd68f2f67a.elb.us-east-1.amazonaws.com,,True,"10.102.53.227, 10.102.49.44, 10.102.56.173",,,,,
,dev-altdevforum.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,dev-confluence-dns-name.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"sectigo.com, mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog",,,,,,,,,
,dev.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,develop.roblox.com,128.116.99.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,developers.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,devforum.roblox.com,95.101.148.200,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"devforum.roblox.com.edgekey.net, e6850.b.akamaiedge.net",,,,,,,,
,dfw1-128-116-125-3.roblox.com,128.116.125.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,dfw2-128-116-95-3.roblox.com,128.116.95.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,di.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,discourse.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,docsite.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,dosarrest.rp-web4.corp.roblox.com,69.172.200.196,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,dosarrest.rp-web6.blog.roblox.com,69.172.200.194,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,dosarrest.rp-web8.corp.roblox.com,69.172.200.190,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,dr-test.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,us-central-bd1.roblox.com,,,,,,,,
,drone-dev2.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"sectigo.com, mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog",,,,,,,,,
,drone-ghc.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"sectigo.com, amazonaws.com, mailto:caa-violations@roblox.com, amazontrust.com, godaddy.com, amazon.com, pki.goog, awstrust.com",,,,,,,,,
,drone-stage.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,drone.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,drop.github.rbx.com,"10.102.105.177, 10.102.105.218","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.177, 10.102.105.218",,,,,
,echo.rbx.com,"10.102.110.105, 10.102.110.74","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-echo-stage-alb-internal-1819614449.us-west-1.elb.amazonaws.com,,True,"10.102.110.105, 10.102.110.74",,,,,
,economystats.roblox.com,128.116.99.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,ecsv2.roblox.com,128.116.123.4,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"titanium.roblox.com, us-central-bd2.roblox.com",,,,,,,,
,edge-prod-use2.rbx.com,"10.102.254.13, 10.102.254.36","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,internal-edge-prod-use2-lb-1036830237.us-east-2.elb.amazonaws.com,,True,"10.102.254.13, 10.102.254.36",,,,,
,edge-prod-usw1.rbx.com,"10.102.252.253, 10.102.252.207","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-edge-prod-usw1-lb-1574658585.us-west-1.elb.amazonaws.com,,True,"10.102.252.253, 10.102.252.207",,,,,
,edge-st1-use2.rbx.com,"10.102.254.21, 10.102.254.37","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,internal-edge-st1-use2-lb-1820259518.us-east-2.elb.amazonaws.com,,True,"10.102.254.21, 10.102.254.37",,,,,
,edge-st1-usw1.rbx.com,"10.102.252.241, 10.102.252.199","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-edge-st1-usw1-lb-1119093817.us-west-1.elb.amazonaws.com,,True,"10.102.252.241, 10.102.252.199",,,,,
,edge-st2-use2.rbx.com,"10.102.254.19, 10.102.254.49","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,internal-edge-st2-use2-lb-788735323.us-east-2.elb.amazonaws.com,,True,"10.102.254.19, 10.102.254.49",,,,,
,edge-st2-usw1.rbx.com,"10.102.252.201, 10.102.252.252","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-edge-st2-usw1-lb-2114038790.us-west-1.elb.amazonaws.com,,True,"10.102.252.201, 10.102.252.252",,,,,
,edge-st3-use2.rbx.com,"10.102.254.45, 10.102.254.16","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,internal-edge-st3-use2-lb-255952489.us-east-2.elb.amazonaws.com,,True,"10.102.254.45, 10.102.254.16",,,,,
,edge-st3-usw1.rbx.com,"10.102.252.234, 10.102.252.205","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-edge-st3-usw1-lb-1276702276.us-west-1.elb.amazonaws.com,,True,"10.102.252.234, 10.102.252.205",,,,,
,edge-stage-usw1.rbx.com,"10.102.253.27, 10.102.253.39","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-edge-stage-usw1-lb-1354143515.us-west-1.elb.amazonaws.com,,True,"10.102.253.27, 10.102.253.39",,"ns-1036.awsdns-01.org, ns-1850.awsdns-39.co.uk, ns-467.awsdns-58.com, ns-699.awsdns-23.net",,,
,edge.roblox.com,128.116.10.6,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,education.roblox.com,173.223.112.199,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"education.roblox.com.edgekey.net, e6850.dscb.akamaiedge.net",,,,"2a02:26f0:c900:29b::1ac2, 2a02:26f0:c900:298::1ac2",,,,
,eeri-collectd.rbx.com,"10.102.105.215, 10.102.105.160","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,collectd-prod-nlb-72b47db828ebc39f.elb.us-west-1.amazonaws.com,,True,"10.102.105.215, 10.102.105.160",,,,,
