input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_expired,final_url,csp_domains_,tls_self_signed
labbeta.stage.twilio.com,ERROR: The request could not be satisfied,403,919,labbeta.stage.twilio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T00:00:00Z,2024-06-10T23:59:59Z,CN=*.stage.twilio.com,*.stage.twilio.com,stage.twilio.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8fd682dfc1719bab2c00428161c730f7,146bba01e6f08311eb6af4d1760c23e0ed95fd297f9b15b1b3a767a98d146144,True,ctls,labbeta.stage.twilio.com,cloudfront,443,https://labbeta.stage.twilio.com:443,https,CloudFront,text/html,GET,13.32.99.92,/,1012441982,13.32.99.99,Amazon Web Services,20,False,True,,,,,,
labbeta.test.odoo.com,Typo | Odoo,200,41378,www.test.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T08:28:21Z,2023-07-14T08:28:20Z,CN=*.test.odoo.com,*.test.odoo.com,test.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab8c63bf38925536fa9fd463320dc507,5d26a638d3072aff068347736d6523215f5288f923724af97320fe5307f2d49b,True,ctls,www.test.odoo.com,google,443,https://labbeta.test.odoo.com:443,https,nginx,text/html,GET,35.187.65.6,/,-231175985,35.187.65.6,Python,591,False,True,,,,https://www.test.odoo.com/typo?domain=labbeta.test.odoo.com&autodbname=labbeta&hosting=tt1.test.odoo.com,,
labbeta.tianma-prd-in.vivo.com,403 Forbidden,403,146,labbeta.tianma-prd-in.vivo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-01T00:00:00Z,2023-12-02T23:59:59Z,"CN=*.tianma-prd-in.vivo.com, O=vivo Mobile Communication Co.\, Ltd., L=Dongguan, ST=Guangdong Province, C=CN",*.tianma-prd-in.vivo.com,*.tianma-prd-in.vivo.com,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,e9e8432b3ca8671e3edaf95c1361f3c5,9771e622205c39200c8fec707d64b52d11979b54e1e5b711492f9845ecabbddd,True,ctls,labbeta.tianma-prd-in.vivo.com,,443,https://labbeta.tianma-prd-in.vivo.com:443,https,nginx,text/html,GET,129.227.254.190,/,-1444283737,129.227.254.190,Nginx,8,False,,,"vivo Mobile Communication Co., Ltd.",,,,
labbeta.unified.seek.com,,403,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://labbeta.unified.seek.com:80,http,cloudflare,text/plain,GET,104.18.22.53,/,1253481126,104.18.23.53,Cloudflare Bot Management,1,False,True,,,,,,
lapcabby-1873344.hs-sites.com,Server error,404,10194,lapcabby-1873344.hs-sites.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=hs-sites.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",hs-sites.com,*.hs-sites.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",57a40862d343418ef3e56c0f6a2c524e,0b22f4507782cfc1569a8fbed0ba2f4493985149b0bd5209bb96da2f80a801e9,True,ctls,lapcabby-1873344.hs-sites.com,cloudflare,443,https://lapcabby-1873344.hs-sites.com:443,https,cloudflare,text/html,GET,104.16.131.186,/,1434605667,2606:4700::6810:87ba,HTTP/3,129,False,True,,"Cloudflare, Inc.",,,,
leanoffice.pl.abb.com,Sign in to your account,200,200060,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://leanoffice.pl.abb.com:443,https,,text/html,GET,20.52.134.77,/,-1925380219,20.52.134.77,HSTS,174,False,True,,Microsoft Corporation,,https://login.microsoftonline.com/372ee9e0-9ce0-4033-a64a-c07073a91ecd/oauth2/authorize?response_type=code&client_id=a583204a-8840-42ad-a305-4a9a932a9aa0&scope=openid&nonce=0f059d69-e26f-41b7-8276-7776f9c0c7a5&redirect_uri=https%3a%2f%2fleanoffice.pl.abb.com%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fleanoffice.pl.abb.com%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22661cb481-1911-4515-8114-677fb02a2670%22%7d%23EndOfStateParam%23&client-request-id=661cb481-1911-4515-8114-677fb02a2670,,
learn.genix.abb.com,ABB Ability™ Genix Industrial Analytics and AI Suite,200,4927,learn.genix.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-22T00:00:00Z,2023-12-22T23:59:59Z,"CN=learn.genix.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",learn.genix.abb.com,learn.genix.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d736f3a7fe5d9e132a8f3141623e879e,f919725b067e312618e79b9b8d426404b6d6a03e09746bc94f0f1a21441773cb,,ctls,learn.genix.abb.com,,443,https://learn.genix.abb.com:443,https,,text/html,GET,20.76.133.106,/,-1851491385,20.76.133.106,HSTS,16,False,,,ABB Asea Brown Boveri Ltd,,,,
level-selector.abb.com,Sign in to your account,200,199936,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://level-selector.abb.com:443,https,,text/html,GET,52.177.223.201,/,1790490433,52.177.223.201,HSTS,173,False,True,,Microsoft Corporation,,https://login.microsoftonline.com/372ee9e0-9ce0-4033-a64a-c07073a91ecd/saml2?SAMLRequest=fVLLTsMwEPwVa%2B9JnEcpsZpWBYRAKqIiKQdujrO0RoldvE7F55Om5XXhYmnXMzveGc8WH13LDuhIW1NAHHJgaJRttNkWsKlug0tYzGckuzbZi2Xvd%2BYJ33skzwaiIXG6KaB3RlhJmoSRHZLwSpTLh5VIQi72znqrbAtsSYTOD1LX1lDfoSvRHbTCzdOqgJ33exJR1OIB24CwReWtC2Vdh8p20VEpKstHYDeDvDbSj0%2F%2BZtmtNmGnlbNkX701rTY4EtNpgpgjD3I1HBlP00BeZDJQfMqnqcxjVM04PQF2a53Ccc0CXmVLCOz%2BpgCZZXF2mb9ljZK5SngiJ7iT9TbfNo1%2BqwcQrSWRPuAPjajHe0NeGl%2FAQEkDPgniiyrmIp2ISRJOY%2F4CbH0250qbk%2Bn%2FOVmfQCTuqmodrB%2FLCtjzV3gDAM5RiVHd%2Fc7o%2F8HyKxiYH2E9Da6Lv0EcY2zE6tgrz61Z9Fttfi7%2F%2FpP5Jw%3D%3D,,
level-selector.de.abb.com,Redirecting,200,156923,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://level-selector.de.abb.com:443,https,,text/html,GET,52.177.223.201,/,-615645286,52.177.223.201,HSTS,86,False,True,,Microsoft Corporation,,https://login.microsoftonline.com/372ee9e0-9ce0-4033-a64a-c07073a91ecd/saml2?SAMLRequest=fVLBbqMwEP0Va%2B6AMYQsVkiV3apqpVSNCt3D3owzSVyBnXpM1M9fQtLd9tKLpRm%2FN8%2Fznhc3733HTujJOFtBGnNgaLXbGruv4KW5i37AzXJBqu%2FEUa6GcLDP%2BDYgBTYSLcnLTQWDt9IpMiSt6pFk0LJePa6liLk8ehecdh2wFRH6MEr9cpaGHn2N%2FmQ0vjyvKziEcCSZJB2esIsIO9TB%2BVi1baxdn5yVkrp%2BAnY7yhurwvTkfyy3NzbujfaO3C442xmLEzGbC8QSeVTq8ch5lkWqyFWk%2BZzPM1WmqLfTdAHsznmN05oV7FRHCOzhtgJVpHuhitfXVrVb3KV7o0uu5jzP20NejBjaKCJzwv8sogEfLAVlQwWCiyzisygtmpTLbCZnIs5F%2BQfY5urNT2Mvnn9nZHsBkbxvmk20eaobYL8%2FshsBcE1KTur%2Bc0TfD1YfucDyDBtoNF1%2BzeGc4lauz7362lokn9WW1%2FLrN1n%2BBQ%3D%3D,,
level-selector.us.abb.com,Sign in to your account,200,197267,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://level-selector.us.abb.com:443,https,,text/html,GET,52.177.223.201,/,-1844919527,52.177.223.201,HSTS,174,False,True,,Microsoft Corporation,,https://login.microsoftonline.com/372ee9e0-9ce0-4033-a64a-c07073a91ecd/saml2?SAMLRequest=fVLBbuIwEP0Va%2B5JHBsIWISK3araSqyKmnQPezNmAq4Sm%2FU4aD9%2FQ6Dd9tKLpRm%2FN8%2Fznpd3f7uWnTGQ9a6EPOXA0Bm%2Ft%2B5Qwkv9kMzhbrUk3bXipNZ9PLpn%2FNMjRTYQHanrTQl9cMprsqSc7pBUNKpa%2F9wokXJ1Cj5641tgayIMcZD67h31HYYKw9kafHnelHCM8UQqy1o8Y5sQtmiiD6ne7VLju%2ByilFXVE7D7Qd46Hccnv7P8wbq0syZ48k30rrUOR6IsBOICebIwwzHhUiZ6NtGJ4QUvpF7kaPbjdAHswQeD45olNLolBPZ4X4KWXM8bzgtsDq%2FcFpN8LoU8mlxPm%2Fw1H0C01UT2jP9pRD0%2BOoraxRIEFzLh0ySf1TlXcqqmIi3E7Dew7c2cb9ZdTf%2FKyd0VROpHXW%2BT7VNVA%2Fv1Ft4AgFtUalQPHzP6erB%2BCwZWF1hPg%2BvqcxCXGPdqc%2BlVt9Yy%2B6i2upWf%2F8nqHw%3D%3D,,
library.e.abb.com,,403,146,library.e.abb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-30T00:00:00Z,2023-08-30T23:59:59Z,"CN=library.e.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",library.e.abb.com,library.e.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,79dc4cabbf2ee2624ce1fd0dacbb77a0,0e9aea71dd193631b72be4f77922c11e4e09f6820ad4aed3e0d6055436c9f717,,ctls,library.e.abb.com,cloudfront,443,https://library.e.abb.com:443,https,CloudFront,text/xml,GET,13.32.121.106,/,-13968365,13.32.121.125,Amazon Web Services,1,False,True,,ABB Asea Brown Boveri Ltd,,,,
library.stage.abb.com,ABB Library,200,1459,library.stage.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-04-02T23:59:59Z,"CN=library.stage.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",library.stage.abb.com,www.library.stage.abb.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6c3750c4952f9ac7a37dde27cca9d6cd,a344ab394737d3d28e19bc81f34bb437e4d2ca46cf5a1fc7fefe4aaf74edc934,,ctls,library.stage.abb.com,azure,443,https://library.stage.abb.com:443,https,,text/html,GET,13.69.228.13,/,1551964178,13.69.228.13,Node.js,13,False,True,,ABB Asea Brown Boveri Ltd,,,,
library.stage.e.abb.com,,403,146,library.stage.e.abb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=library.stage.e.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",library.stage.e.abb.com,library.stage.e.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7e23eef8db1ef36f01823db4b33fb60,bc91fc1055ac9710802e98fdad5b92024cb5aa31405cd285a0f38ba01cc80e10,,ctls,library.stage.e.abb.com,cloudfront,443,https://library.stage.e.abb.com:443,https,CloudFront,text/xml,GET,18.66.147.113,/,-13968365,18.66.147.122,Amazon Web Services,1,False,True,,ABB Asea Brown Boveri Ltd,,,,
library.test.abb.com,ABB Library,200,1453,library.test.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-04-02T23:59:59Z,"CN=library.test.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",library.test.abb.com,www.library.test.abb.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d6e55378d175d728a3ce52177f653258,ac87ade3000edddb304705f0a7042ffaaf4838b32571fba5dd88481891ddaa2f,,ctls,library.test.abb.com,azure,443,https://library.test.abb.com:443,https,,text/html,GET,13.69.228.13,/,1551964178,13.69.228.13,Node.js,13,False,True,,ABB Asea Brown Boveri Ltd,,,,
library.test.e.abb.com,,403,146,library.test.e.abb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=library.test.e.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",library.test.e.abb.com,library.test.e.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,97dafdd8f2e08d95d3e7756bf13181e0,1eea31e66fb7cb78d9450eeb74496b417c4de6bc20db4f15ba1c33461a73b8aa,,ctls,library.test.e.abb.com,cloudfront,443,https://library.test.e.abb.com:443,https,CloudFront,text/xml,GET,18.66.112.25,/,-13968365,18.66.112.37,Amazon Web Services,1,False,True,,ABB Asea Brown Boveri Ltd,,,,
license-service.drives.abb.com,Sign in to your account,200,206050,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://license-service.drives.abb.com:443,https,,text/html,GET,13.69.68.1,/,1772087922,13.69.68.1,HSTS,174,False,True,,Microsoft Corporation,,https://login.microsoftonline.com/372ee9e0-9ce0-4033-a64a-c07073a91ecd/oauth2/v2.0/authorize?client_id=d94a3a29-8b66-4d34-8ce6-3db54c311ba5&redirect_uri=https%3A%2F%2Flicense-service.drives.abb.com%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638198301536825245.NGUyM2Y5ODItMTUzYy00ZTg2LWFjZWQtZTM2YTRlNWFhZTNlYzhhZGM1ZmItMDE0Ny00NGFjLWJjMzgtOWUzOTc5YTI1YWJm&state=CfDJ8A9Kv26VKDlIvTKxjXjOuCEi0cBvE_op-j-m3meQzCAa2tbdG4ebKxO2usN3V2n4idMJ8__Eypb1mybwtd2UHWDfb1z1oBftrcsV1JZMsiDs20jLDyZOF1SeSHJbFyVlbRoUwmr6Xr-6K9hsTvhzdwf_li_9z4pVkgBpmVR5yRXYEvgemxRXhWw59xCfKfPAkqFSmYCiIbYAxLF28s0TOqz1IepekZ0EZXg5YY7hkuExllQNGrVzP0kU1YfFWlqFbAxiUvGk77pE06jZvTbbh9fzS9-5KwS9q2c1GigshtHMMlZQHsywCwH5f1rbUBNK7ClRT8Ecny8kFlAgdZ0ubOqpwjdD5EIESqqDrzlLcheT&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=5.3.0.0,,
licensing.industrial-automation-service.abb.com,ABB ServicePort Licensing,200,938,licensing.industrial-automation-service.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-21T23:59:59Z,"CN=licensing.industrial-automation-service.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",licensing.industrial-automation-service.abb.com,licensing.industrial-automation-service.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e540717685c7101ee2afd2bd0f4cee06,8350ebc26bbc7a5295d5a63cfc06ea5e666cddbfaa11e93cef6dd08a6804f7b3,,ctls,licensing.industrial-automation-service.abb.com,azure,443,https://licensing.industrial-automation-service.abb.com:443,https,nginx/1.19.0,text/html,GET,138.91.126.253,/,-1669793162,138.91.126.253,Nginx:1.19.0,19,False,True,,ABB Asea Brown Boveri Ltd,,https://licensing.industrial-automation-service.abb.com/licensing,,
lightning.icare.abb.com.cn,lightning-main,200,29189,lightning.icare.abb.com.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-10T00:00:00Z,2024-02-09T23:59:59Z,"CN=lightning.icare.abb.com.cn, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",lightning.icare.abb.com.cn,lightning.icare.abb.com.cn,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48291ed218b2fcc9cdd226c1228092aa,d165bdc0cbef000ee89e248acd21673b486efa17e24d26f476930720a5f2eaac,,ctls,lightning.icare.abb.com.cn,,443,https://lightning.icare.abb.com.cn:443,https,nginx/1.22.0,text/html,GET,143.64.16.5,/,-664839080,143.64.16.5,Nginx:1.22.0,5,False,,,ABB Asea Brown Boveri Ltd,,,,
location-security.in.abb.com,Not Found,404,315,location-security.in.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-12T00:00:00Z,2024-04-11T23:59:59Z,"CN=insp001.apps.in.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",insp001.apps.in.abb.com,app-access-manager.in.abb.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,55dc87f5893523424fbd038dca338d30,5db075bf7e49f882cb9e3dffd9e89ff50a139094ac794d08042db00087478df8,,ctls,location-security.in.abb.com,azure,443,https://location-security.in.abb.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,13.76.169.213,/,225052475,13.76.169.213,Microsoft HTTPAPI:2.0,7,False,True,,ABB Asea Brown Boveri Ltd,,,,
login.account.buildingplus.abb.com.cn,,401,,login.account.buildingplus.abb.com.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-07T00:00:00Z,2023-11-07T23:59:59Z,"CN=login.account.buildingplus.abb.com.cn, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH, serialNumber=CHE-106.239.600, businessCategory=Private Organization, jurisdictionStateOrProvince=Zürich, jurisdictionCountry=CH, businessCategory=Private Organization, jurisdictionStateOrProvince=Zürich, jurisdictionCountry=CH",login.account.buildingplus.abb.com.cn,login.account.buildingplus.abb.com.cn,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1fb681a2ed07b5a98f450cf7cc260fe1,ecc271445e650776ee48a11680248f32f034474901762f695c5b0f8dac15c8f8,,ctls,login.account.buildingplus.abb.com.cn,,443,https://login.account.buildingplus.abb.com.cn:443,https,,,GET,139.217.226.156,/,1570418150,139.217.226.156,HSTS,1,False,,,ABB Asea Brown Boveri Ltd,,,,
loreka.abb.com,Web App - Unavailable,403,2342,loreka.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-04-28T23:59:59Z,"CN=waf-abb-cert07.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, ST=Zürich, C=CH",waf-abb-cert07.abb.com,abbtestmaintenance.fi.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7368ed2b18103ae39c726ef12c572280,422172de45a492a64d05869b66e21b812fed05da4ebbc7c667e2ce4bbb210c36,,ctls,loreka.abb.com,,443,https://loreka.abb.com:443,https,,text/html,GET,2.17.100.248,/,-1111039167,2.17.100.185,,75,False,,,ABB Asea Brown Boveri Ltd,,,,
lp-global-plm.abb.com,,200,45,lp-global-plm.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-03T00:00:00Z,2023-06-06T23:59:59Z,"CN=lp-global-plm.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",lp-global-plm.abb.com,lp-global-plm.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0c210318e2f73802d9b08b790587d639,fb7e448335c90a631a5ae50c63014d05f812b3a45e5379721754b75429f83391,,ctls,lp-global-plm.abb.com,,443,https://lp-global-plm.abb.com:443,https,Apache/2.4.54 (Unix) OpenSSL/1.1.1q mod_jk/1.2.48,text/html,GET,3.121.194.140,/,1540899878,3.125.236.36,mod_jk:1.2.48,2,False,,,ABB Asea Brown Boveri Ltd,,,,
lu.abb.com,ABB Benelux - Leader des technologies numériques pour l'industrie,200,115590,new.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-04-28T23:59:59Z,"CN=waf-abb-cert07.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, ST=Zürich, C=CH",waf-abb-cert07.abb.com,abbtestmaintenance.fi.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7368ed2b18103ae39c726ef12c572280,422172de45a492a64d05869b66e21b812fed05da4ebbc7c667e2ce4bbb210c36,,ctls,new.abb.com,,80,http://lu.abb.com:80,http,nginx/1.22.0,text/html,GET,52.30.171.72,/,-1922256308,52.30.171.72,ZURB Foundation,1882,False,,,ABB Asea Brown Boveri Ltd,,https://new.abb.com/benelux/fr,https://buildings.ability.abb,
lyncdiscover.abb.com,,404,34,lyncdiscover.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.abb.com,,443,https://lyncdiscover.abb.com:443,https,,application/json,GET,52.112.196.45,/,561381128,2603:1027:0:2::e,Azure,1,False,,True,Microsoft Corporation,,,,
lyncdiscover.cylon.com,,200,355,lyncdiscover.cylon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.cylon.com,,443,https://lyncdiscover.cylon.com:443,https,,application/json,GET,52.112.192.142,/,-1914288221,2603:1027:0:2::e,Azure,1,False,,True,Microsoft Corporation,,,,
lyncdiscover.de.abb.com,,404,34,lyncdiscover.de.abb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.de.abb.com,,443,https://lyncdiscover.de.abb.com:443,https,,application/json,GET,52.112.196.45,/,561381128,2603:1027:0:48::21,Azure,1,False,,True,Microsoft Corporation,,,,
