new,host,a,cname,soa,status_code,aaaa,txt,cdn,cdn-name,ns,mx,caa,has_internal_ips,internal_ips
,oauth-src.rabobank.nl,145.72.108.48,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,oauth.rabobank.nl,"23.53.43.57, 23.53.43.27","oauth.rabobank.nl.edgekey.net, e115949.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::5c7a:d769, 2a02:26f0:ab00::214:8e53",,,,,,,,
,obbobiwan-services3-ag.dev.rabobank.nl,20.107.81.7,pipobbdevagwe09.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
,oc1.vc.rabobank.com,203.41.132.136,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,oc2.vc.rabobank.com,203.41.138.8,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ocportal-syd.rabobank.com,203.41.132.137,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ocportal-syp.rabobank.com,203.41.138.10,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ocportal11.rabobank.com,203.41.132.137,ocportal-syd.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ocpxpteamsconn01.vc.rabobank.com,52.189.224.171,raboweboc-ppjaumwbeag.australiasoutheast.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,ocremote-dev.rabobank.com,203.41.138.26,ocremote-dev.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,ocremote-syd.rabobank.com,203.41.132.133,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ocremote.rabobank.com,203.41.138.14,ocremote.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,ocremote11.rabobank.com,203.41.132.133,ocremote-syd.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ocremote21.rabobank.com,203.41.138.14,ocremote-syp.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,omnikassa-outbound-uat.rabobank.nl,20.73.195.50,"omnikassa-outbound-uat.azure-api.net, apimgmttm5wsclktasytp2rrqz3yvrjg7qoohqfeu5rf785ify.trafficmanager.net, omnikassa-outbound-uat-westeurope-01.regional.azure-api.net, api224c5dc35b04451f92ec64521cfe7c07zvyjkqvusdi9qwgyrnn7w.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
,omnikassa-outbound.rabobank.nl,20.76.198.80,"omnikassa-outbound.azure-api.net, apimgmttmevmk6sahl8qezwpxladnbuk6yte2lksinxcyfdskn.trafficmanager.net, omnikassa-outbound-westeurope-01.regional.azure-api.net, apie1a04316dbc44392811b2c0b82421052skabcnoazud5rzy2ys7kk.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
,onefinance.rabobank.com,51.145.162.56,06c9f955-581b-4036-b4b5-700260e74bbc.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,oosterschelde.rabobank.nl,"2.16.187.43, 2.16.187.56",,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,"2a02:26f0:6c00::210:bb38, 2a02:26f0:6c00::210:bb2b",,,,,,,,
,open.info.rabobank.nl,"52.222.139.2, 52.222.139.77, 52.222.139.61, 52.222.139.63","open.mkt61.net, d2qtz5spcfgyt0.cloudfront.net","ns-1293.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"ns-114.awsdns-14.com, ns-1293.awsdns-33.org, ns-2042.awsdns-63.co.uk, ns-712.awsdns-25.net",,,,
,opendata.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,opendata.cloudbrsit.rabobank.com,191.233.245.124,appgtw-sit-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,opendata.cloudbruat.rabobank.com,191.233.23.30,appgtw-uat-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,orha56ww.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,payments-api.rabobank.nl,20.157.115.59,"apim-projectx-prd-we.azure-api.net, apimgmttmiiot64pbnvod5xspgc9u2uhmxpltbdfsrk0smv75f.trafficmanager.net, apim-projectx-prd-we-westeurope-01.regional.azure-api.net, payments1-prd-projectx.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
,pcypdrsbc01.rabobank.com,74.118.216.84,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,pda-dev.rabobank.com,"13.107.237.45, 13.107.238.45","afd-syvkrt65ttqju-f8abatfyargkhgbn.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:bdf::45, 2620:1ec:46::45",,,,,,,,
,pda-test.rabobank.com,"13.107.237.44, 13.107.238.44","afd-itkncd37wppim-ebheb0ecg5h9gfbv.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44",,,,,,,,
,pegastub-iris.rabobank.nl,20.50.184.245,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,True,azure,,,,,
,pegatestguild.rabobank.nl,40.118.48.13,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,True,azure,,,,,
,phxlsae01.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,phxlswc01.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,phxpdrsbc01.rabobank.com,74.118.218.84,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,pie-accp.rabobank.com,"3.126.216.110, 3.125.189.196, 3.127.11.115","pie-accp.rabobank.com.cname.mendix.net, elb.bbl-prod-2.eu-central-1.mendixcloud.net","ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"2a05:d014:145:aa02:39cc:ca87:679c:1a44, 2a05:d014:145:aa01:e7ed:1bdf:317c:168e, 2a05:d014:145:aa00:63e4:ad8e:c1c7:8675",,,,,,,,
,pie.rabobank.com,51.124.61.203,pieprd-ag-westeurope.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,piedev.rabobank.com,20.50.39.190,piedev-ag-westeurope.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,pieuat.rabobank.com,52.157.250.8,"pieuat.trafficmanager.net, pieuat-ag-westeurope.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,planet-uat.rabobank.com,"3.126.216.110, 3.125.189.196, 3.127.11.115","planet-uat.rabobank.com.cname.mendix.net, elb.bbl-prod-2.eu-central-1.mendixcloud.net","ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"2a05:d014:145:aa01:e7ed:1bdf:317c:168e, 2a05:d014:145:aa02:39cc:ca87:679c:1a44, 2a05:d014:145:aa00:63e4:ad8e:c1c7:8675",,,,,,,,
,planet.rabobank.com,"3.127.11.115, 3.126.216.110, 3.125.189.196","planet.rabobank.com.cname.mendix.net, elb.bbl-prod-2.eu-central-1.mendixcloud.net","ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"2a05:d014:145:aa01:e7ed:1bdf:317c:168e, 2a05:d014:145:aa02:39cc:ca87:679c:1a44, 2a05:d014:145:aa00:63e4:ad8e:c1c7:8675",,,,,,,,
,portal.oi.rabobank.nl,"13.107.238.45, 13.107.237.45","fd-prd-oi-frontdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"2620:1ec:4f:1::45, 2620:1ec:4e:1::45",,,,,,,,
,portalacc.oi.rabobank.nl,"13.107.238.67, 13.107.237.67","fd-acc-oi-frontdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::67, 2620:1ec:4f:1::67",,,,,,,,
,portaldev.oi.rabobank.nl,"13.107.238.44, 13.107.237.44","fd-dev-oi-frontdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4f:1::44, 2620:1ec:4e:1::44",,,,,,,,
,powerplatform.rabobank.nl,20.13.160.37,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,prd.mwintegration.rabobank.nl,188.200.99.130,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,preventiemonitor.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,"/bKX+1Zs6flzl806CMzjgyW591ot17Z9FfH0V/N2ANX4/XfOGmIfkRkzSsLQY42Z7M3KlSqorQy6YuuQkxdMow==, v=spf1 include:rabobank.nl ip4:172.16.105.2 -all",,,"a1-191.akam.net, a12-64.akam.net, a7-64.akam.net, a18-65.akam.net, a3-67.akam.net, a20-66.akam.net",preventiemonitor-rabobank-nl.mail.protection.outlook.com,,,
,prod.ecolytiq.carboninsights.rabobank.nl,20.67.228.192,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,prod.rf.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl -all,,,,,,,
,prodcopy.gcoblegacy1.rabobank.com,"13.107.237.44, 13.107.238.44","fd-legacy1-prodcopy.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44",,,,,,,,
,prodcopy.gcoblegacy2.rabobank.com,"13.107.213.45, 13.107.246.45","fd-legacy2-prodcopy.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,,,,
,prodcopy.ranz.pst.rabobank.com,"13.107.238.44, 13.107.237.44","fd-pst-au-prodcopy.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44",,,,,,,,
,proxy-agent-apm.rabobank.nl,31.149.253.170,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,proxy-pa-agent-apm.rabobank.nl,31.149.253.170,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,psd2connect-test-src.rabobank.nl,,connect.saltedge.com,"x.ns.joker.com, hostmaster.joker.com",NOERROR,,,,,,,,,
,psd2connect-test.rabobank.nl,,"psd2connect-test.rabobank.nl.edgekey.net, e28087.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:7100::210:109, 2a02:26f0:7100::210:16a",,,,,,,,
,psd2connect.rabobank.nl,"2.16.241.152, 2.16.241.153","psd2connect.rabobank.nl.edgekey.net, e79452.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f198, 2a02:26f0:480:c::210:f199",,,,,,,,
,psftp.mwintegration.rabobank.nl,188.200.99.132,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,pub.mail.rabobank.nl,185.211.248.233,td40.tripolis.com,"ns1.tripolis.com, hostmaster.tripolis.com",NOERROR,,v=spf1 include:mail.tripolis.com ~all,,,,"mx1.td40.tripolis.com, mx2.td40.tripolis.com",,,
,pub.rabobank.nl,"13.249.39.29, 13.249.39.37, 13.249.39.52, 13.249.39.59, 205.251.193.133, 205.251.195.205, 205.251.196.207, 205.251.199.248","rabobank.pub.papirfly.cloud, d2z79dxi3v4wxx.cloudfront.net","ns-389.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2191:8400:14:3112:b140:93a1, 2600:9000:2191:3e00:14:3112:b140:93a1, 2600:9000:2191:6000:14:3112:b140:93a1, 2600:9000:2191:8a00:14:3112:b140:93a1, 2600:9000:2191:e800:14:3112:b140:93a1, 2600:9000:2191:d400:14:3112:b140:93a1, 2600:9000:2191:ac00:14:3112:b140:93a1, 2600:9000:2191:fc00:14:3112:b140:93a1",,True,cloudfront,"ns-2040.awsdns-63.co.uk, ns-973.awsdns-57.net, ns-389.awsdns-48.com, ns-1231.awsdns-25.org",,,,
,pub.raboresearch.rabobank.com,185.211.248.233,td40.tripolis.com,"ns1.tripolis.com, hostmaster.tripolis.com",NOERROR,,v=spf1 include:mail.tripolis.com ~all,,,,"mx2.td40.tripolis.com, mx1.td40.tripolis.com",,,
,public.globalfarmers.rabobank.com,185.211.248.233,td40.tripolis.com,"ns1.tripolis.com, hostmaster.tripolis.com",NOERROR,,v=spf1 include:mail.tripolis.com ~all,,,,"mx2.td40.tripolis.com, mx1.td40.tripolis.com",,,
,public.rabobank.com,,"redirector.rabobank.com, redirector.rabobank.com.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,r.bedrijven.rabobank.nl,"1.179.112.195, 1.179.112.197, 1.179.112.196","r.mailin.fr, r1.mailin.fr","jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,r703.rabobank.nl,"13.225.78.20, 13.225.78.3, 13.225.78.82, 13.225.78.77",,"ns-333.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:21f3:1800:3:5a7f:9d00:93a1, 2600:9000:21f3:3200:3:5a7f:9d00:93a1, 2600:9000:21f3:c000:3:5a7f:9d00:93a1, 2600:9000:21f3:8600:3:5a7f:9d00:93a1, 2600:9000:21f3:7600:3:5a7f:9d00:93a1, 2600:9000:21f3:5e00:3:5a7f:9d00:93a1, 2600:9000:21f3:3600:3:5a7f:9d00:93a1, 2600:9000:21f3:da00:3:5a7f:9d00:93a1",,True,cloudfront,"ns-1724.awsdns-23.co.uk, ns-333.awsdns-41.com, ns-611.awsdns-12.net, ns-1335.awsdns-38.org",,amazon.com,,
,rabo-cm-stg3-pega.rabobank.com,"3.130.167.12, 3.133.72.74","24585.72077030912425984.h.p.zpa-app.net, exporter.gslb.prod.zpath.net, cle2.exporter.gslb.prod.zpath.net, zpath-prod-exporter-nlb-1a233af93f968150.elb.us-east-2.amazonaws.com","ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabo-pega-uiservice.rabobank.nl,51.124.10.159,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,True,azure,,,,,
,rabobank.com,"2.20.143.74, 2.20.143.51",,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,"faxination=fen16531144, c049aca2b348165db8ad5ff55909aa130474f555e1eafd280529a351c69fac77, 0zVc97n1m5M2rBYJb9W_, docusign=29e03e97-f53e-4a7a-8e7c-473400ccdbff, QuoVadis=08f25b7a-d013-4fdf-b6c5-ac8d91b96dee, +AYwfMG0QYQeCp5R9iHACmuneuRzToJ9oaeyl6XkdHowuzbpst6TVIEUGQtR270PNwBmQXlztOTfT1AYTS3sLg==, QTDNaFJspl7yGDrrZaB-xAkcbICDHSD_yX1biqbqrOk, mczbqsmmdc2q6v0v0hsbgqlyrnt7mfz7, amazonses:hpm4pTCL0KdGML9M/cLUZwjjwLcew5u7vhldCDAI630=, bfjdfk1kg6kvdvzqn20c8cpf0ysdbnwq, v=spf1 include:spf-a.rabobank.com include:_spf.rabobank.com include:spf.v6send.net -all, 62hkd1ltjl8h57dhgxjpn7mj6z9w35qz, @, 3600, IN, TXT, adobe-idp-site-verification=6a275a72887b6222a109ef573471a9ace9c91d7e352350d5f8bda2abc7bed988, 13fdf527-22bf-46e9-a44a-89357d781e46, MS=ms90278985, QuoVadis=2cfab127-3dbf-4984-9a7d-c243fbc95e10, docusign=8238a32d-1273-454a-899b-ac72ec8cf805, miro-verification=c7f20e48a02c3c60a45ffe0eef4b6f5e91f1024f, docusign=a7b1cadd-a16f-41a4-aeb9-3e1e067dc66b, cb204c9b-5d69-424b-a196-c61219284b5b-18092018, bwdsddv6w0b8ywxynztlqmpsst99jbv6, apple-domain-verification=ruzeUcBRHw3Vew90, dwy6ypnfygrss7tj303k8pksc9p8ry4t, google-site-verification=9YYzFSa5K9Ral3Qj4x5YYLEwDWkoOwG_WzWr1uwGIV4, QuoVadis=b5cc1159-9800-479d-8324-2d58210d4c50",,,"a18-65.akam.net, a3-67.akam.net, a1-191.akam.net, a20-66.akam.net, a7-64.akam.net, a12-64.akam.net",rabobank-com.mail.protection.outlook.com,"quovadisglobal.com, mailto:Certificate.Operations@rabobank.com, sectigo.com, digicert.com",,
,rabobank.nl,"95.101.111.138, 95.101.111.180",,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,"2a02:26f0:480:23::1726:62af, 2a02:26f0:480:23::1726:62b1","@, 3600, IN, TXT, adobe-idp-site-verification=6a275a72887b6222a109ef573471a9ace9c91d7e352350d5f8bda2abc7bed988, MS=ms50636614, MS=ms96864586, ffXbOL8IDutMPP7a4kg8, faxination=fen16531144, dr3ryg5fj27s61hr89wg9mhp7gqvqvgs, hkcp6mr9dx3tyv2g3b9b8wq55s8wkhpz, nw3w46kkqk7mgf69xnn782dvgj2f58ss, s520mc9df8j0f9lj2cx716f1nwrc0skp, vtrznxkgzn5w59yljkv51ng4pw83gysv, msfpkey=3faflbm34f3sbjtbgt0jewvqu, 13fdf527-22bf-46e9-a44a-89357d781e46, apple-domain-verification=NayU3VOV2AbDOvOy, QuoVadis=42901f30-ab7a-4fe0-b715-9c5a5ad5e131, QuoVadis=538b63ff-b374-4d11-b6f5-24a9d20fe4f6, QuoVadis=a35c4917-75f7-479a-8509-8fa5f958307a, QuoVadis=cb4d1d44-7961-4a02-b0f8-5eee7b123901, docusign=1fa8adea-7dd6-4e92-8d94-ba517d9dcea0, amazonses:g+NSRuZXKTcxxXrp5oeRvm2ro0W/iUBWMe/ZzImXmkY=, miro-verification=c7f20e48a02c3c60a45ffe0eef4b6f5e91f1024f, facebook-domain-verification=g8cir59ceb2cbnuv8xcmtyhzpyprov, c049aca2b348165db8ad5ff55909aa130474f555e1eafd280529a351c69fac77, /Sx5Z4h6Q9iBPR/fUGKVv2jbzrzJu2UIu8DXjnAYCr2BL9isB4BapvqgtZnhJzRctBy0/ACzZF4o3nH6QcxbTQ==, v=spf1 include:spf-a.rabobank.nl include:spf-b.rabobank.nl include:spf-c.rabobank.nl include:spf.protection.outlook.com ip4:145.72.121.0/24 ip4:74.118.216.0/21 ip4:85.119.16.0/21 -all",,,"a3-67.akam.net, a7-64.akam.net, a1-191.akam.net, a12-64.akam.net, a18-65.akam.net, a20-66.akam.net",rabobank-nl.mail.protection.outlook.com,"mailto:Certificate.Operations@rabobank.com, digicert.com, quovadisglobal.com, sectigo.com, sidn.nl, visa.com",,
,raboenco.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ranz.pst.rabobank.com,"13.107.237.44, 13.107.238.44","fd-pst-au-prod.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4f:1::44, 2620:1ec:4e:1::44",,,,,,,,
,rba-dev.rabobank.nl,20.224.5.50,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rba-prod.rabobank.nl,20.238.131.12,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rbkw.rabobank.nl,193.78.80.93,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rbs.rabobank.nl,193.78.80.72,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcmsecuredemo.rabobank.com,85.119.16.130,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcmsecuretest2.rabobank.com,85.119.16.137,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcmsecuretest3.rabobank.com,85.119.17.77,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcmsecuretest4.rabobank.com,85.119.17.79,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcmsecuretest5.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcplab-rac.rabobank.nl,20.23.213.34,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcsap.rabobank.com,203.127.42.94,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcseu1.rabobank.com,85.119.16.178,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,rcsoc.rabobank.com,203.41.138.3,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,recruitment.rabobank.nl,160.34.64.28,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl -all,,,"a18-65.akam.net, a3-67.akam.net, a20-66.akam.net, a7-64.akam.net, a12-64.akam.net, a1-191.akam.net",ldxrelay11.taleo.net,,,
,redirector-src.rabobank.nl,145.72.108.31,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,redirector.rabobank.com,"23.213.161.206, 23.213.161.226","redirector.rabobank.com.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::5c7a:d723, 2a02:26f0:ab00::214:8e6a",,,,,,,,
,redirector.rabobank.nl,"95.101.111.147, 95.101.111.145","redirector.rabobank.nl.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:23::1726:629d, 2a02:26f0:480:23::1726:628a",,,,,,,,
,reply.alerts.rabobank.nl,108.168.255.75,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl -all,,,,reply.alerts.rabobank.nl,,,
,reputatietool.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl -all,,,"a20-66.akam.net, a7-64.akam.net, a3-67.akam.net, a1-191.akam.net, a18-65.akam.net, a12-64.akam.net",,,,
,research-src.rabobank.com,145.72.108.10,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,research-verification-src.rabobank.com,145.72.108.12,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,research-verification.rabobank.com,"95.101.74.150, 95.101.74.160","research-verification.rabobank.com.edgekey.net, e114034.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:9::5f65:4a96, 2a02:26f0:c900:9::5f65:4aa0",,,,,,,,
,ria.rabobank.nl,81.18.5.50,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,risstream.rabobank.com,188.95.97.58,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
