input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_self_signed,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,final_url,csp_domains_
partnerstoday.vlerick.com,404 - Not Found ... yet,200,992,partnerstoday.vlerick.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T04:43:32Z,2024-07-11T04:43:32Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,efc0b6f681e05e600134eaaeb48a034d,3adee34b701ced35622b42b3c71da2f82e8da09f734c909d2c2a4fa742f058b9,ctls,partnerstoday.vlerick.com,google,443,https://partnerstoday.vlerick.com:443,https,,text/html,GET,34.91.151.1,/,-1314325192,34.91.151.1,HSTS,29,False,True,True,True,Acme Co,,,
partnerstoday2.vlerick.com,Welcome - The Innovation Challenge,200,90888,partnerstoday2.vlerick.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-03T06:35:18Z,2023-09-01T06:35:17Z,CN=partnerstoday2.vlerick.com,partnerstoday2.vlerick.com,partnerstoday2.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bb79c33fd829a910bec08a793b73394,9eca42f0093ba57758dbd37a9deba4344003047a1d84a602d764dfad0c363755,ctls,partnerstoday2.vlerick.com,google,443,https://partnerstoday2.vlerick.com:443,https,,text/html,GET,34.91.151.1,/,-1840324437,2600:1900:4060:ded9::,Node.js,60,False,True,,,,,https://partnerstoday2.vlerick.com/innovation-challenge/welcome/,
portal.mylogin.vlerick.com,GlobalProtect Portal,200,11444,portal.mylogin.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,portal.mylogin.vlerick.com,,443,https://portal.mylogin.vlerick.com:443,https,,text/html,GET,193.190.150.62,/,-492339404,193.190.150.62,HSTS,317,False,,,True,Vlerick Business School,True,https://portal.mylogin.vlerick.com/global-protect/login.esp,
portal.vlerick.com,Sign in to your account,200,42105,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,443,https://portal.vlerick.com:443,https,,text/html,GET,193.190.150.59,/,248787396,193.190.150.59,HSTS,95,False,,,,Microsoft Corporation,,https://login.microsoftonline.com:443/13a6dfb6-25d0-4bd3-ab0e-9be89f60823e/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=A6F085C1DC91BEA64F0B74CE8739D60B6F3EA3D276EB7C4A%2DB3AC4C90C636C836BC9DC947F857B32C2091CC3FA936674F865AC66D3646D1CC&redirect%5Furi=https%3A%2F%2Fvlerick4%2Esharepoint%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=6f8cc7a0%2Dd0b0%2D6000%2Dfa29%2D785f23e9dcd1&popupui=1,
printers.vlerick.com,Citrix Access Gateway,200,5702,printers.vlerick.com,443,True,tls10,TLS_RSA_WITH_AES_256_CBC_SHA,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,printers.vlerick.com,,443,https://printers.vlerick.com:443,https,Apache,text/html,GET,193.190.150.53,/,12023395,193.190.150.53,Apache,162,False,,,,Vlerick Business School,True,https://printers.vlerick.com/vpn/tmindex.html,
prodweb.vlerick.com,,503,62,prodweb.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,prodweb.vlerick.com,,443,https://prodweb.vlerick.com:443,https,,,GET,193.190.150.57,/,107704025,193.190.150.57,,1,False,,,,Vlerick Business School,True,,
profilechecker.vlerick.com,Page not found | Vlerick Business School,404,31959,www.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T05:30:08Z,2023-08-18T05:30:07Z,CN=www.vlerick.com,www.vlerick.com,www.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4698826c6494ef820e1a58b39bf3772b,1ef704a26b99008e1ef4f82add1691337b2bccdce9b35a10e9487403de624285,ctls,www.vlerick.com,,443,https://profilechecker.vlerick.com:443,https,Netlify,text/html,GET,193.190.150.59,/,-1311906943,193.190.150.59,webpack,22,False,,,,,,https://www.vlerick.com/en/programmes/mba-programmes/fairs/Personal-appointment,
salesclub.vlerick.com,403 - Forbidden: Access is denied.,403,1233,salesclub.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,salesclub.vlerick.com,,443,https://salesclub.vlerick.com:443,https,Microsoft-IIS/7.5,text/html,GET,193.190.150.59,/,1631801191,193.190.150.59,Windows Server,30,False,,,,Vlerick Business School,True,,
sec.vlerick.com,Vlerick Business School | Vlerick Business School,200,53895,www.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T05:30:08Z,2023-08-18T05:30:07Z,CN=www.vlerick.com,www.vlerick.com,www.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4698826c6494ef820e1a58b39bf3772b,1ef704a26b99008e1ef4f82add1691337b2bccdce9b35a10e9487403de624285,ctls,www.vlerick.com,,443,https://sec.vlerick.com:443,https,Netlify,text/html,GET,193.190.150.59,/,-230313805,193.190.150.59,webpack,40,False,,,,,,https://www.vlerick.com/en/,
service.vlerick.com,403 - Forbidden: Access is denied.,403,1233,service.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,service.vlerick.com,,443,https://service.vlerick.com:443,https,Microsoft-IIS/7.5,text/html,GET,193.190.150.59,/,1631801191,193.190.150.59,Windows Server,30,False,,,,Vlerick Business School,True,,
simulations.vlerick.com,Login page,200,4709,simulations.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,simulations.vlerick.com,,443,https://simulations.vlerick.com:443,https,Microsoft-IIS/7.5,text/html,GET,193.190.150.59,/,-385729611,193.190.150.59,Windows Server,128,False,,,,Vlerick Business School,True,,
sip.vlerick.com,,404,75,sip.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.vlerick.com,,443,https://sip.vlerick.com:443,https,RTC/7.0,text/plain,GET,52.112.193.13,/,1535952745,2603:1027:0:48::20,HSTS,4,False,,,True,Microsoft Corporation,True,,
social.vlerick.com,Janrain Dashboard | Sign In,200,29422,dashboard.janrain.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T00:00:00Z,2024-07-04T23:59:59Z,CN=*.janrain.com,*.janrain.com,*.rpxstaging.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cfbc1afa7cb3c90552eb17b3af862cde,302fa599eb241fa4d974d50a1bcdd86b52fd7648a8a98a014c1cba368be98984,ctls,dashboard.janrain.com,,443,https://social.vlerick.com:443,https,,text/html,GET,3.223.234.252,/,718445444,50.17.0.225,Ruby on Rails,626,False,,,,,True,https://dashboard.janrain.com/signin,https://*
spice.vlerick.com,Sign in to your account,200,42020,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,443,https://spice.vlerick.com:443,https,,text/html,GET,193.190.150.59,/,466644078,193.190.150.59,HSTS,95,False,,,,Microsoft Corporation,,https://login.microsoftonline.com:443/13a6dfb6-25d0-4bd3-ab0e-9be89f60823e/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=F612F9D346ED119ED81386B296A30B1C28799A893D532DE9%2D614BE947880D8FFB3BA2F8466DE312561F2C4402E4DE4A23486AABEC3431FD59&redirect%5Furi=https%3A%2F%2Fvlerick4%2Esharepoint%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=6f8cc7a0%2Da0c6%2D6000%2Dda92%2D83307ede6124&popupui=1,
ssgtm.vlerick.com,,400,,ssgtm.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-23T23:44:03Z,2023-08-22T00:27:09Z,CN=ssgtm.vlerick.com,ssgtm.vlerick.com,ssgtm.vlerick.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,f2504b9f9b91cef55653bf094a19831f,89715de4c98e046690840f10a98c849a73dd4227287d3f0572b21a1e4e9175b7,ctls,ssgtm.vlerick.com,,443,https://ssgtm.vlerick.com:443,https,,,GET,216.239.32.21,/,-1840324437,2001:4860:4802:38::15,Google Cloud CDN,1,False,,,,,,,
static.vlerick.com,Page Not Found,404,3082,static.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-14T07:20:07Z,2023-10-12T07:20:06Z,CN=static.vlerick.com,static.vlerick.com,static.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9ee6930deff74ac8033e240bcde41f6b,dff2a7f1ea95465557e486d47436be25e0388cfc0247e0003b9cb017ec54a3df,ctls,static.vlerick.com,google,443,https://static.vlerick.com:443,https,Netlify,text/html,GET,34.141.28.239,/,-1160966609,2a05:d014:275:cb00::c8,Netlify,105,False,True,,,,,,
tbconnect.uat.vlerick.com,403 Forbidden,403,150,tbconnect.uat.vlerick.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-26T00:00:00Z,2023-10-26T23:59:59Z,"CN=tbconnect.uat.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",tbconnect.uat.vlerick.com,www.tbconnect.uat.vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,530474980497a2a9135646ac6abc1fd0,75a974f981346280151bf2f72fe933224c82fe6612ba2d1ae904ee807e57b639,ctls,tbconnect.uat.vlerick.com,,443,https://tbconnect.uat.vlerick.com:443,https,Unknown,text/html,GET,193.190.150.41,/,-1179026472,193.190.150.41,,8,False,,,,Vlerick Business School,,,
uatweb.vlerick.com,,503,62,uatweb.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.vlerick.com, O=Vlerick Business School, ST=Oost-Vlaanderen, C=BE",*.vlerick.com,vlerick.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,58b459a54f24b2b13acb05b19810e232,06d3eb3ecd841c9adacd77d8015112e99e4970154c7c501e06fdf014a1b0ce7c,ctls,uatweb.vlerick.com,,443,https://uatweb.vlerick.com:443,https,,,GET,193.190.150.57,/,107704025,193.190.150.57,,1,False,,,,Vlerick Business School,True,,
view.email.vlerick.com,Error,200,932,view.email.vlerick.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-02-04T23:59:59Z,"CN=view.email.vlerick.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",view.email.vlerick.com,view.email.vlerick.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,568fc473988dcc1746983a50a669766e,c8f07649a20c0ca6e76d35420a2a2ff0a2c2cbb5055abcd8449fe1e434283ba5,ctls,view.email.vlerick.com,,443,https://view.email.vlerick.com:443,https,,text/html,GET,161.71.84.185,/,1631801191,161.71.84.185,HSTS,28,False,,,,"SALESFORCE.COM, INC.",,https://view.email.vlerick.com/Error.aspx,
viper.vlerick.com,Vlerick Business School - Sign In,200,19165,vlerick.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,vlerick.okta.com,,443,https://viper.vlerick.com:443,https,nginx,text/html,GET,193.190.150.55,/,-1321130087,193.190.150.55,Nginx,476,False,,,,"Okta, Inc.",True,https://vlerick.okta.com/login/login.htm?fromURI=%2Fapp%2Fvlerickbusinessschool_adfsvlerick_1%2Fexke1l0ccq2pWdExk0x7%2Fsso%2Fsaml%3FSAMLRequest%3D7b0HYBxJliUmL23Ke39K9UrX4HShCIBgEyTYkEAQ7MGIzeaS7B1pRyMpqyqBymVWZV1mFkDM7Z28995777333nvvvfe6O51OJ%252fff%252fz9cZmQBbPbOStrJniGAqsgfP358Hz8iHjfZolw9Ol638%252bWr%252fBet86ZNz55%252b9lEx255M7t2bPdi9tz2Z3c%252b39x%252fufLo9yab3t%252b8%252fOMh2du%252fvPZjMdj9KfzKvm6JafvbR3njno%252fSsadb52bJps2VLH%252b3s3dveebC9e%252fBmZ%252ffR3v1He9RoZ%252benPkqfUj%252fFMmv5zXnbrppHd%252b9elnldTN%252bOq7dtNp5Wi7vZamU%252bnKybYpk3TTOdV1X5%252b2ez80a%252f%252bf137%252bbv3ua75c50%252bov2Vt%252bdnb57u%252fPuwd2mqe5icB%252blJ9WyyYHPul4%252bqrKmaB4ts0XePGqnj14ff%252fH8EWH1aCqNHq2XzSqfFudFPvsofbcol80jJtHmt1d11VbTqvzo6DGToJZXN7%252bUNU1egwQfHYEERAEMa2zIwBSgD%252b5Sq8timjd323rdtI%252fvSg9HOnUvCO7Z05dVWUyv02dVvcg2jHR3vMuf0PSec9NwvMdlWV2d1HnW5p99RL3lH6V3TT%252fKHfmMeYVo2ubvWvOl%252f9lJSQN7lZ%252ffnnoeIdDsPJ%252flNfPGo4zg0qwUU%252fnzqljOqqvm8d3hXo%252fMlwP4%252bq9qk6P%252fBw%253d%253d%26RelayState%3D16be0e0f-7a3d-481d-a251-b9d99d91275a,pendo-static-5391521872216064.storage.googleapis.com
www.vlerick.com,Vlerick Business School | Vlerick Business School,200,53895,www.vlerick.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T05:30:08Z,2023-08-18T05:30:07Z,CN=www.vlerick.com,www.vlerick.com,www.vlerick.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4698826c6494ef820e1a58b39bf3772b,1ef704a26b99008e1ef4f82add1691337b2bccdce9b35a10e9487403de624285,ctls,www.vlerick.com,google,443,https://www.vlerick.com:443,https,Netlify,text/html,GET,35.246.229.114,/,-1311906943,2a05:d014:275:cb01::c8,webpack,40,False,True,,,,,https://www.vlerick.com/en/,
