input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,csp_domains_,final_url
https://www.google.com.hk,Google,200,251288,www.google.com.hk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:22:47Z,2023-10-02T08:22:46Z,CN=*.google.com.hk,*.google.com.hk,google.com.hk,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7149201c857329c9b1cec7c91c939489,86e6fa3ff402621d83152363ac1ec9a1c0eba12a24cb12eb3e11ad9827f5c47f,True,ctls,www.google.com.hk,,443,https://www.google.com.hk:443,https,gws,text/html,GET,142.250.74.195,/,708578229,2a00:1450:4001:811::2003,HTTP/3,149,False,,,,https://csp.withgoogle.com/csp/gws/other-hp,
https://www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:12Z,2023-10-02T08:21:11Z,CN=www.googleadservices.com,www.googleadservices.com,www.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,faf0bd6149193e8326919d5cc1609537,16a08ab7065ad895c71d0952f68b2b20da3460b307890712706e87a373da107b,,ctls,www.googleadservices.com,,443,https://www.googleadservices.com:443,https,sffe,text/html,GET,142.250.185.226,/,302920777,142.250.185.226,HTTP/3,12,False,,,,,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:15Z,2023-10-02T08:16:14Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,1c8fefbb8cb4afbb1c43de7e97d3502d,e0d7d78975428ef29c5f7c6749977f18abc39068f48ce83606ecd5f446a248b7,True,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,172.217.16.200,/,302920777,2a00:1450:4001:828::2008,HTTP/3,12,False,,,True,,
https://www.growingio.com,GrowingIO官网|全域全场景智能易用的分析云,200,97857,www.growingio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-09-23T23:59:59Z,CN=*.growingio.com,*.growingio.com,growingio.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,418832b9f067713021ab2eb29ac3b813,c436d5e7602c188bb3e1a082ca2296f398111801a68d2fd17998849510d6f217,True,ctls,www.growingio.com,,443,https://www.growingio.com:443,https,openresty,text/html,GET,117.50.14.167,/,-40130606,117.50.21.51,PHP,1743,False,,,,,
https://www.gstatic.cn,Error 404 (Not Found)!!1,404,1561,www.gstatic.cn,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:18Z,2023-10-02T08:16:17Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dae25a43a6936128ed1b8afa4c2d653b,d9400a529522e19c31ee576709e351b1773254f9bfac91a668c893a61999d5fa,True,ctls,www.gstatic.cn,,443,https://www.gstatic.cn:443,https,sffe,text/html,GET,142.250.185.131,/,302920777,2a00:1450:4001:830::2003,HTTP/3,12,False,,,True,,
https://www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:12Z,2023-10-02T08:21:11Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,094b775d6381284fd7043fc871efdc5c,659210c1a54cc8ad5769aafb5777054e2a82cd6e9c0f3559c21166a97ede41b3,True,ctls,www.gstatic.com,,443,https://www.gstatic.com:443,https,sffe,text/html,GET,142.250.186.131,/,302920777,2a00:1450:4001:82f::2003,HTTP/3,12,False,,,,,
https://www.recaptcha.net,Not Found,404,141,www.recaptcha.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:17:22Z,2023-10-02T08:17:21Z,CN=misc.google.com,misc.google.com,*.apigee.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,667ace6e617403084e1c9a97a32df52e,5356a1c240b41885e49c9bd8f53e46740ccceb27820f6dc9ef3fb043e8b3a19c,True,ctls,www.recaptcha.net,,443,https://www.recaptcha.net:443,https,GSE,text/html,GET,142.250.186.67,/,463625402,2a00:1450:4001:828::2003,OpenGSE,10,False,,,True,,
https://www.tradingview.com,TradingView — Track All Markets,200,1463858,www.tradingview.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-04-08T23:59:59Z,CN=tradingview.com,tradingview.com,*.tradingview.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4c56094d828d903f143a45f527e75304,16a68f03af51096174b2d26f62287e26eba13655eac4e9d0575206147c7c56e6,True,ctls,www.tradingview.com,cloudfront,443,https://www.tradingview.com:443,https,tv,text/html,GET,143.204.98.100,/,-1283755873,143.204.98.28,PayPal,1372,False,True,,,https:,
https://www.youtube.com,YouTube,200,282586,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:18Z,2023-10-02T08:16:17Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dae25a43a6936128ed1b8afa4c2d653b,d9400a529522e19c31ee576709e351b1773254f9bfac91a668c893a61999d5fa,True,ctls,m.youtube.com,,443,https://www.youtube.com:443,https,ESF,text/html,GET,142.250.186.110,/,1179099333,2a00:1450:4001:803::200e,HTTP/3,13,False,,,True,,https://m.youtube.com/
https://www.zendesk.com,Zendesk | CRM-Software für den Kundenservice und den Vertrieb,200,360627,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,True,ctls,www.zendesk.de,cloudflare,443,https://www.zendesk.com:443,https,cloudflare,text/html,GET,104.18.6.116,/,-1813529437,2606:4700::6812:774,webpack,985,False,True,"Cloudflare, Inc.",,*.zendesk.com.br,https://www.zendesk.de/#georedirect
https://www.zopim.com,Top 13 Live-Chat-Softwares und -Apps 2023,200,142250,www.zendesk.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,zendesk.de,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9c0eb1f9c7c6542502cbb96d86f703f1,08d434a45d0a39fe633270134024a4450e29bd9fad5a6a7053c1c7844d965e62,True,ctls,www.zendesk.de,cloudflare,443,https://www.zopim.com:443,https,cloudflare,text/html,GET,104.16.21.164,/,1292260160,104.16.17.164,Cloudflare Bot Management,1695,False,True,"Cloudflare, Inc.",,*.zendesk.fr,https://www.zendesk.de/service/messaging/live-chat/?from=zp
kitchen-v2.kucoin.com,,404,62,kitchen-v2.kucoin.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=kucoin.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",kucoin.com,kucoin.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1245a5311d0a2d95e01cca118f771936,29c6b0c0de733cca0b577eafc88f19d45e155124766c896dd553fcb59cfb75b9,True,ctls,kitchen-v2.kucoin.com,cloudflare,443,https://kitchen-v2.kucoin.com:443,https,cloudflare,application/json,GET,104.18.9.15,/,187818857,2606:4700::6812:80f,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",,,
openapi-v2.kucoin.com,,404,62,openapi-v2.kucoin.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=kucoin.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",kucoin.com,kucoin.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1245a5311d0a2d95e01cca118f771936,29c6b0c0de733cca0b577eafc88f19d45e155124766c896dd553fcb59cfb75b9,True,ctls,openapi-v2.kucoin.com,cloudflare,443,https://openapi-v2.kucoin.com:443,https,cloudflare,application/json,GET,104.18.9.15,/,187818857,2606:4700::6812:80f,Cloudflare Bot Management,1,False,True,"Cloudflare, Inc.",,,
push-private.kucoin.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://push-private.kucoin.com:80,http,CloudFront,text/html,GET,13.224.189.76,/,367190533,2600:9000:20eb:8c00:2:bc38:d480:93a1,Amazon Web Services,20,False,True,,,,
push-socketio.kucoin.com,ERROR: The request could not be satisfied,502,960,push-socketio.kucoin.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T00:00:00Z,2024-04-22T23:59:59Z,CN=*.kucoin.com,*.kucoin.com,*.staticimg.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4d85f3b8fc36fae3e285a81bd0e197b3,86e86dbd4e25df4c570d8f4573eda9010e011f82ac61c4e4b96fd5105642d64d,True,ctls,push-socketio.kucoin.com,cloudfront,443,https://push-socketio.kucoin.com:443,https,CloudFront,text/html,GET,18.66.122.74,/,930906433,2600:9000:2250:7800:4:9b20:9700:93a1,Amazon Web Services,20,False,True,,,,
staking-zil.kucoin.com,,405,18,staking-zil.kucoin.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-27T00:00:00Z,2024-07-26T23:59:59Z,CN=staking-zil.kucoin.com,staking-zil.kucoin.com,staking-zil.kucoin.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bba638142eada66570c6b59371e1cf49,524a3aa9a36965cd507f62c61261a4b606d885dd47e584f2927ebf850cc78abe,,ctls,staking-zil.kucoin.com,,443,https://staking-zil.kucoin.com:443,https,nginx/1.20.1,text/plain,GET,3.208.6.164,/,-661875309,54.163.73.1,Nginx:1.20.1,1,False,,,,,
store.kucoin.com,Something went wrong.,402,48194,store.kucoin.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=kucoin.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",kucoin.com,kucoin.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1245a5311d0a2d95e01cca118f771936,29c6b0c0de733cca0b577eafc88f19d45e155124766c896dd553fcb59cfb75b9,True,ctls,store.kucoin.com,,443,https://store.kucoin.com:443,https,cloudflare,text/html,GET,23.227.38.65,/,-1840324437,23.227.38.65,Shopify,176,False,,"Cloudflare, Inc.",,,
url237.kucoin.com,404 Not Found,404,162,url237.kucoin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,url237.kucoin.com,,443,https://url237.kucoin.com:443,https,nginx,text/html,GET,167.89.115.120,/,190856733,167.89.123.54,Nginx,8,False,,,True,,
ws-api.kucoin.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://ws-api.kucoin.com:80,http,CloudFront,text/html,GET,13.224.189.121,/,733919564,2600:9000:20eb:1800:2:bc38:d480:93a1,Amazon Web Services,20,False,True,,,,
ws-web-spot.kucoin.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://ws-web-spot.kucoin.com:80,http,CloudFront,text/html,GET,13.224.189.5,/,214878203,2600:9000:20eb:c000:4:62f9:6c00:93a1,Amazon Web Services,20,False,True,,,,
zendesk4.kucoin.com,Origin DNS error | zendesk4.kucoin.com | Cloudflare,530,8334,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk4.kucoin.com:80,http,cloudflare,text/html,GET,162.159.128.7,/,536330887,162.159.138.6,Cloudflare,92,False,True,,,,
