input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tls_wildcard_certificate,webserver,tech_,cdn_name,cdn,final_url,location,csp_domains_
eurwbn-134-232-36-4.tickets.vtm.be,Tickoweb,200,239,eurwbn-134-232-36-4.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,eurwbn-134-232-36-4.tickets.vtm.be,443,https://eurwbn-134-232-36-4.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
evengoeievrienden-guest.tickets.vtm.be,Tickoweb,200,239,evengoeievrienden-guest.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-26T18:45:10Z,2023-06-24T18:45:09Z,CN=evengoeievrienden-guest.tickets.vtm.be,evengoeievrienden-guest.tickets.vtm.be,evengoeievrienden-guest.tickets.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,13e2f109b2b9b3dbe256bf2000c49175,92b21544ab348244241fd1dfec722724120b0065838223ff8903c6b61528a620,ctls,evengoeievrienden-guest.tickets.vtm.be,443,https://evengoeievrienden-guest.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
evengoeievrienden.tickets.vtm.be,Tickoweb,200,239,evengoeievrienden.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-26T18:30:13Z,2023-06-24T18:30:12Z,CN=evengoeievrienden.tickets.vtm.be,evengoeievrienden.tickets.vtm.be,evengoeievrienden.tickets.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3214786a8b4d711a67f5bcbfbc5a7e79,175cc0c8b69ed78924df3be81b73103e3cd6068f3a18f34defefd245163b0201,ctls,evengoeievrienden.tickets.vtm.be,443,https://evengoeievrienden.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
evpn-gp.tickets.vtm.be,Tickoweb,200,239,evpn-gp.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,evpn-gp.tickets.vtm.be,443,https://evpn-gp.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
externalgamma.tickets.vtm.be,Tickoweb,200,239,externalgamma.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,externalgamma.tickets.vtm.be,443,https://externalgamma.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
final.tickets.vtm.be,Tickoweb,200,239,final.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,final.tickets.vtm.be,443,https://final.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
financehub.tickets.vtm.be,Tickoweb,200,239,financehub.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,financehub.tickets.vtm.be,443,https://financehub.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
flvpd.vtm.be,,403,255,flvpd.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-05T05:42:58Z,2023-08-03T05:42:57Z,CN=flvpd.vtm.be,flvpd.vtm.be,flvpd.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dfcf44958d231a05dee9b9610ad6a427,1473ddf7f5bac534c8c901a7fdcc6c29fbe6a40a4cddfceb1f5578dc60f266a9,ctls,flvpd.vtm.be,443,https://flvpd.vtm.be:443,https,application/xml,GET,2.16.186.211,/,-2124280206,2a02:26f0:3400::1703:58c9,2,False,,,AmazonS3,Amazon Web Services,,,,,
ga4.tickets.vtm.be,Tickoweb,200,239,ga4.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,ga4.tickets.vtm.be,443,https://ga4.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
genodigden.themaskedsinger.tickets.vtm.be,DPG Media - The Masked Singer - Genodigden,200,2617,genodigden.themaskedsinger.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-17T12:45:19Z,2023-07-16T12:45:18Z,CN=genodigden.themaskedsinger.tickets.vtm.be,genodigden.themaskedsinger.tickets.vtm.be,genodigden.themaskedsinger.tickets.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0dfd03a28ed545b34face8d949411110,17be325f2affdde833a2e81087428cbc72add15e7e3f919f492fe7d9171263a5,ctls,genodigden.themaskedsinger.tickets.vtm.be,443,https://genodigden.themaskedsinger.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,-51303940,2a00:6ec0:101:1:0:98:0:1,70,False,,,,,,,https://genodigden.themaskedsinger.tickets.vtm.be/login,,
grannyprix.vtm.be,Geen website beschikbaar (grannyprix.vtm.be),200,1638,,,,,,,,,,,,,,,,,,,80,http://grannyprix.vtm.be:80,http,text/html,GET,62.182.63.60,/,-427221516,62.182.63.60,57,False,,,Apache/2.2.16 (Debian),PHP:5.3.21,,,,,
groepen.cvcunlocked.be.tickets.vtm.be,Tickoweb,200,239,groepen.cvcunlocked.be.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,groepen.cvcunlocked.be.tickets.vtm.be,443,https://groepen.cvcunlocked.be.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
groepmathias.cvcunlocked.tickets.vtm.be,Tickets Code van Coppens Unlocked,200,14337,groepmathias.cvcunlocked.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-17T10:45:21Z,2023-07-16T10:45:20Z,CN=groepmathias.cvcunlocked.tickets.vtm.be,groepmathias.cvcunlocked.tickets.vtm.be,groepmathias.cvcunlocked.tickets.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01ba6355ca0f1764b9dc73c24e22163a,267203e3a03fe9d62c5a0c899ab582bacfef5b00539e2be4057edb4cc9c32ef3,ctls,groepmathias.cvcunlocked.tickets.vtm.be,443,https://groepmathias.cvcunlocked.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,-51303940,2a00:6ec0:101:1:0:98:0:1,354,False,,,,Google Tag Manager,,,https://groepmathias.cvcunlocked.tickets.vtm.be/closed,,
groepstaf.cvcunlocked.tickets.vtm.be,Tickets Code van Coppens Unlocked,200,14271,groepstaf.cvcunlocked.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-17T10:45:28Z,2023-07-16T10:45:27Z,CN=groepstaf.cvcunlocked.tickets.vtm.be,groepstaf.cvcunlocked.tickets.vtm.be,groepstaf.cvcunlocked.tickets.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5921034e5e75aa897db7a4ee10540471,8d6dba401da353a1d9683d93ef1413212db34988a3c1d8b622a927e2994100cb,ctls,groepstaf.cvcunlocked.tickets.vtm.be,443,https://groepstaf.cvcunlocked.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,-51303940,2a00:6ec0:101:1:0:98:0:1,354,False,,,,Google Tag Manager,,,https://groepstaf.cvcunlocked.tickets.vtm.be/closed,,
gsp39-tk09.tickets.vtm.be,Tickoweb,200,239,gsp39-tk09.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,gsp39-tk09.tickets.vtm.be,443,https://gsp39-tk09.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
h-135-197-230-88.tickets.vtm.be,Tickoweb,200,239,h-135-197-230-88.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,h-135-197-230-88.tickets.vtm.be,443,https://h-135-197-230-88.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
h-135-197-231-90.tickets.vtm.be,Tickoweb,200,239,h-135-197-231-90.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,h-135-197-231-90.tickets.vtm.be,443,https://h-135-197-231-90.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
h-135-207-105-71.tickets.vtm.be,Tickoweb,200,239,h-135-207-105-71.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,h-135-207-105-71.tickets.vtm.be,443,https://h-135-207-105-71.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
h-135-207-2-24.tickets.vtm.be,Tickoweb,200,239,h-135-207-2-24.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,h-135-207-2-24.tickets.vtm.be,443,https://h-135-207-2-24.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
h-135-207-253-22.tickets.vtm.be,Tickoweb,200,239,h-135-207-253-22.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,h-135-207-253-22.tickets.vtm.be,443,https://h-135-207-253-22.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
h-135-207-36-68.tickets.vtm.be,Tickoweb,200,239,h-135-207-36-68.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,h-135-207-36-68.tickets.vtm.be,443,https://h-135-207-36-68.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
highvoltage.willy.tickets.vtm.be,Tickoweb,200,239,highvoltage.willy.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,highvoltage.willy.tickets.vtm.be,443,https://highvoltage.willy.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
host-141-116-79-6.tickets.vtm.be,Tickoweb,200,239,host-141-116-79-6.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,host-141-116-79-6.tickets.vtm.be,443,https://host-141-116-79-6.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
hp.tickets.vtm.be,Tickoweb,200,239,hp.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,hp.tickets.vtm.be,443,https://hp.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
https://csp.prezly.net/report,,405,23,csp.prezly.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.prezly.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2dbc7c3b56f35fcbfc24fd2422920b88,1c8af1456a8354ae7023f4abc3de1cfbb75bb97e4a3bcf9435eab464d3fcb3b4,ctls,csp.prezly.net,443,https://csp.prezly.net:443/report,https,text/plain,GET,188.114.97.3,/report,-138391155,2a06:98c1:3120::3,2,False,"Cloudflare, Inc.",True,cloudflare,HTTP/3,cloudflare,True,,,
https://rock.prezly.com,Prezly,200,20133,rock.prezly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-01-09T23:59:59Z,CN=*.prezly.com,*.prezly.com,*.prezly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,83c42bfeb285dff5390cdb2e008ff406,764ab6f1edb2bd46a85dcd3d909bd382f7d47c1b61b97602f09ef9824b11349e,ctls,rock.prezly.com,443,https://rock.prezly.com:443,https,text/html,GET,52.222.214.16,/,-1054971037,2600:9000:223d:2800:9:9c74:ef80:93a1,421,False,,True,CloudFront,HTTP/3,cloudfront,True,https://rock.prezly.com/auth?return=%2F,,https://csp.prezly.net/report
hubble-hadoop-if-nk11.tickets.vtm.be,Tickoweb,200,239,hubble-hadoop-if-nk11.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,hubble-hadoop-if-nk11.tickets.vtm.be,443,https://hubble-hadoop-if-nk11.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
huisgemaakt-staging.vtm.be,Huis Gemaakt - VTM,200,3388,huisgemaakt-staging.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,ctls,huisgemaakt-staging.vtm.be,443,https://huisgemaakt-staging.vtm.be:443,https,text/html,GET,95.101.111.136,/,-474482399,2a02:26f0:480:23::1726:6299,1,False,DPG Media Services N.V.,True,AmazonS3,Amazon Web Services,,,,,
huisgemaakt.vtm.be,Huis Gemaakt - VTM,200,3391,huisgemaakt.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,ctls,huisgemaakt.vtm.be,443,https://huisgemaakt.vtm.be:443,https,text/html,GET,2.16.187.50,/,-474482399,2a02:26f0:ab00::5c7a:d712,1,False,DPG Media Services N.V.,True,AmazonS3,Amazon Web Services,,,,,
icsyv-staging.vtm.be,,401,12,icsyv-staging.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,ctls,icsyv-staging.vtm.be,443,https://icsyv-staging.vtm.be:443,https,,GET,2.16.187.50,/,-474482399,2a02:26f0:ab00::214:8e48,1,False,DPG Media Services N.V.,True,CloudFront,Basic,,,,,
icsyv.vtm.be,I can see your voice - VTM,200,2773,icsyv.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,ctls,icsyv.vtm.be,443,https://icsyv.vtm.be:443,https,text/html,GET,2.16.187.106,/,-474482399,2a02:26f0:ab00::5c7a:d712,1,False,DPG Media Services N.V.,True,AmazonS3,Amazon Web Services,,,,,
ie-dmz-sw1.tickets.vtm.be,Tickoweb,200,239,ie-dmz-sw1.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,ie-dmz-sw1.tickets.vtm.be,443,https://ie-dmz-sw1.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
image.vtm.be,OneLogin,200,2608,persgroep.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,ctls,persgroep.onelogin.com,443,https://image.vtm.be:443,https,text/html,GET,95.101.111.136,/,-1301046665,2a02:26f0:480:23::1726:6297,52,False,"OneLogin, Inc.",True,AmazonS3,HSTS,,,https://persgroep.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3BlcnNncm9lcC5vbmVsb2dpbi5jb20vbG9naW4iLCJpc3MiOiJNT05PUkFJTCIsImJyYW5kX2lkIjoibWFzdGVyIiwiYXVkIjoiQUNDRVNTIiwiZXhwIjoxNjg0NjQ1NDE5LCJwYXJhbXMiOnt9LCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJtZXRob2QiOiJnZXQifQ.WLyITyTek5qHMAb9iunpToTq_ozp1qhGUxAmSF4NIPY#app=,,
ims.vtm.be,,200,117,ims.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-02T07:56:01Z,2023-07-31T07:56:00Z,CN=ims.medialaan.be,ims.medialaan.be,www.uitjekrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e11030354ffe7b0648ee026b59282920,19a7bff059ac155a53efca7eb57d851ee49b1f69ec1af110054f2ede74ea2e7d,ctls,ims.vtm.be,443,https://ims.vtm.be:443,https,text/html,GET,95.101.111.141,/,1631801191,2a02:26f0:480:23::1726:62a8,1,False,,,Microsoft-IIS/10.0,Windows Server,,,,,
ims.vtmgo.be,,200,117,ims.vtmgo.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-02T07:56:01Z,2023-07-31T07:56:00Z,CN=ims.medialaan.be,ims.medialaan.be,www.uitjekrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e11030354ffe7b0648ee026b59282920,19a7bff059ac155a53efca7eb57d851ee49b1f69ec1af110054f2ede74ea2e7d,ctls,ims.vtmgo.be,443,https://ims.vtmgo.be:443,https,text/html,GET,2.16.187.99,/,1631801191,2a02:26f0:ab00::214:8e68,1,False,,,Microsoft-IIS/10.0,Windows Server,,,,,
