new,host,soa,status_code,cdn,cdn-name,a,aaaa,txt,cname,mx,ns,caa
[x],o13.su3.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,168.245.109.227,,168.245.109.227,,,,
[x],o15.em9.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,168.245.111.255,,168.245.111.255,,,,
[x],o16.em10.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,149.72.230.228,,149.72.230.228,,,,
[x],o2.em2.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,192.254.113.148,,192.254.113.148,,,,
[x],o3.em3.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,192.254.113.55,,192.254.113.55,,,,
[x],o4.em4.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,192.254.114.11,,192.254.114.11,,,,
[x],o5.em5.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,50.31.36.18,,50.31.36.18,,,,
[x],o6.tr1.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],o7.tr2.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,167.89.39.37,,,,,,
[x],o8.em6.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,167.89.4.165,,167.89.4.165,,,,
[x],oa-app.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],occ-0-1380-1009.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],occ-0-1723-3679.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],occ-0-2218-1239.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],occ-0-2474-132.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],occ-0-6270-1167.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],ocp-663001v4rq-4ogd.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],office.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],old.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],onlinecum.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],onlythehottest.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],or1fsu1016.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],origin-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.2,,,,,,
[x],origin-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.2,,,,,,
[x],origin.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],origin1.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],origin10.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.45.196, 104.16.44.196, 104.16.43.196, 104.16.41.196, 104.16.42.196","2606:4700::6810:2bc4, 2606:4700::6810:2dc4, 2606:4700::6810:29c4, 2606:4700::6810:2ac4, 2606:4700::6810:2cc4",,,,,
[x],origin10.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.11,,,,,,
[x],origin11.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.42.196, 104.16.43.196, 104.16.44.196, 104.16.45.196","2606:4700::6810:2dc4, 2606:4700::6810:2cc4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:29c4",,,,,
[x],origin11.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.12,,,,,,
[x],origin12.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.45.196, 104.16.43.196, 104.16.42.196, 104.16.44.196","2606:4700::6810:2ac4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4, 2606:4700::6810:29c4, 2606:4700::6810:2bc4",,,,,
[x],origin12.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.13,,,,,,
[x],origin13.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.43.196, 104.16.44.196, 104.16.41.196, 104.16.45.196, 104.16.42.196","2606:4700::6810:2bc4, 2606:4700::6810:2ac4, 2606:4700::6810:29c4, 2606:4700::6810:2dc4, 2606:4700::6810:2cc4",,,,,
[x],origin13.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.14,,,,,,
[x],origin14.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.42.196, 104.16.44.196, 104.16.41.196, 104.16.45.196, 104.16.43.196","2606:4700::6810:2bc4, 2606:4700::6810:29c4, 2606:4700::6810:2ac4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4",,,,,
[x],origin14.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,198.24.186.250,,,,,,
[x],origin15.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.43.196, 104.16.45.196, 104.16.44.196, 104.16.42.196","2606:4700::6810:2cc4, 2606:4700::6810:2dc4, 2606:4700::6810:2ac4, 2606:4700::6810:29c4, 2606:4700::6810:2bc4",,,,,
[x],origin15.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,198.24.186.251,,,,,,
[x],origin2.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.3,,,,,,
[x],origin203.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.81.163,,,,,,
[x],origin5-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.42.196, 104.16.44.196, 104.16.45.196, 104.16.43.196, 104.16.41.196","2606:4700::6810:2ac4, 2606:4700::6810:2dc4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:29c4",,,,,
[x],origin5-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.6,,,,,,
[x],origin5-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.6,,,,,,
[x],origin6-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.45.196, 104.16.42.196, 104.16.43.196, 104.16.41.196, 104.16.44.196","2606:4700::6810:2dc4, 2606:4700::6810:29c4, 2606:4700::6810:2ac4, 2606:4700::6810:2cc4, 2606:4700::6810:2bc4",,,,,
[x],origin7-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.42.196, 104.16.41.196, 104.16.44.196, 104.16.43.196, 104.16.45.196","2606:4700::6810:2cc4, 2606:4700::6810:2bc4, 2606:4700::6810:2ac4, 2606:4700::6810:2dc4, 2606:4700::6810:29c4",,,,,
[x],origin7-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.8,,,,,,
[x],origin7-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6810:2ac4, 2606:4700::6810:29c4, 2606:4700::6810:2cc4, 2606:4700::6810:2bc4, 2606:4700::6810:2dc4",,,,,
[x],origin7-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.8,,,,,,
[x],origin7.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],origin8-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.9,,,,,,
[x],origin8-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.9,,,,,,
[x],origin8.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],origin8.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],origin9.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.44.196, 104.16.45.196, 104.16.41.196, 104.16.42.196, 104.16.43.196","2606:4700::6810:2ac4, 2606:4700::6810:2dc4, 2606:4700::6810:29c4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4",,,,,
[x],origin9.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.10,,,,,,
[x],originxp-cosc-services1-wwdc.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],owa.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],oxy-oxygen-7c6c7d47.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],oxy-oxygen-7c6c7df2.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],p116-archivews.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],p141-ckdatabasews.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],p72-buy.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],p97-fmipalservice-china.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],payment.acorum.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],payment.adce6e21c3e5773371a3103eb4b62057b.profile.fra2.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],pensexru.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],phub.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],phx.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,199.204.91.54,2607:ffd0:4:100a:0:cb:b00b:44,,,,,
[x],picn2k.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],polling.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],pop.a.lb.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],pop3.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],portal.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],postmaster.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],pps00.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],pre.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],preferencestemp-login.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],preggocam.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],preview.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],privatejetscharterru.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],pt.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],pu.mmcdn.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-1131.awsdns-13.org, ns-162.awsdns-20.com, ns-1964.awsdns-53.co.uk, ns-716.awsdns-25.net","amazon.com, letsencrypt.org"
[x],publishing-preview.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],pv-rss.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],q10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],r2-25.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],r230.i50.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.42.196, 104.16.43.196, 104.16.45.196, 104.16.44.196, 104.16.41.196","2606:4700::6810:2cc4, 2606:4700::6810:2bc4, 2606:4700::6810:2ac4, 2606:4700::6810:29c4, 2606:4700::6810:2dc4",,,,,
[x],r88.email.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.42.196, 104.16.41.196, 104.16.44.196, 104.16.43.196, 104.16.45.196","2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4, 2606:4700::6810:29c4, 2606:4700::6810:2ac4",,,,,
[x],randy-maugans-criminal-enterprise.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],ratecocks.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],realcouplesuncovered20.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],realtime.pa.highwebmedia.com,"ns-727.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"18.67.76.45, 18.67.76.89, 18.67.76.92, 18.67.76.41, 205.251.193.227, 205.251.194.215, 205.251.197.230, 205.251.198.121",,,"highwebmedia-cname-realtime.ably.io, d1so8hjbqkavpg.cloudfront.net",,"ns-727.awsdns-26.net, ns-1657.awsdns-15.co.uk, ns-483.awsdns-60.com, ns-1510.awsdns-60.org",
[x],regends.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],relay.mail.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,google,"104.197.169.183, 104.197.233.158, 104.197.67.147",,,,,,
[x],remote.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],report-uri.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.93.42, 104.16.94.42","2606:4700::6810:5d2a, 2606:4700::6810:5e2a",,,,,
[x],report-uri.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.202.4, 104.16.92.18","2606:4700::6810:5c12, 2606:4700::6812:ca04",,,,,
[x],rooming.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],roomlister.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.242.83, 104.19.241.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],root.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],rps.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],rthomas.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],rtmp-relay-au-east-4.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,google,35.189.34.89,,,,,,
[x],ru.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],rx.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],s10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],s100.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],s140.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],s20.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],s200.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],s210.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],s220.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],s230.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],s3-betaapps-docs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],s30.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],s3pv.highwebmedia.com,"ns-1665.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,52.222.240.2,"2600:9000:223e:a00:b:2a6e:54d2:1241, 2600:9000:223e:5800:b:2a6e:54d2:1241, 2600:9000:223e:4e00:b:2a6e:54d2:1241, 2600:9000:223e:3e00:b:2a6e:54d2:1241, 2600:9000:223e:6400:b:2a6e:54d2:1241, 2600:9000:223e:3000:b:2a6e:54d2:1241, 2600:9000:223e:fa00:b:2a6e:54d2:1241, 2600:9000:223e:2600:b:2a6e:54d2:1241",,d37gsmzxtsj9zn.cloudfront.net,,"ns-773.awsdns-32.net, ns-1665.awsdns-16.co.uk, ns-354.awsdns-44.com, ns-1125.awsdns-12.org",
[x],s3v.highwebmedia.com,"ns-975.awsdns-57.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,108.138.5.56,"2600:9000:2490:f200:b:507:9852:1241, 2600:9000:2490:ec00:b:507:9852:1241, 2600:9000:2490:c200:b:507:9852:1241, 2600:9000:2490:4600:b:507:9852:1241, 2600:9000:2490:6c00:b:507:9852:1241, 2600:9000:2490:9e00:b:507:9852:1241, 2600:9000:2490:800:b:507:9852:1241, 2600:9000:2490:7000:b:507:9852:1241",,dzsqu4mdzk8dd.cloudfront.net,,"ns-1832.awsdns-37.co.uk, ns-285.awsdns-35.com, ns-975.awsdns-57.net, ns-1125.awsdns-12.org",
[x],s40.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],s50.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],sa.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.202.4, 104.16.92.18","2606:4700::6810:5c12, 2606:4700::6812:ca04",,,,,
[x],scarlettbabes.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],sea.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,131.153.84.86,2607:6003:2309::cb:b00b:72,,,,,
[x],searchportal-dev.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],secure.chaturbate.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,secure.securegatewayaccess.com,,,
[x],secure.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.121.143, 104.16.119.143, 104.16.120.143, 104.16.123.143, 104.16.122.143",,,,,,
[x],secure10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],secure2.chaturbate.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.121.143, 104.16.123.143, 104.16.122.143, 104.16.120.143, 104.16.119.143",,,secure.securegatewayaccess.com,,,
[x],securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.123.143, 104.16.120.143, 104.16.121.143, 104.16.119.143, 104.16.122.143",,"d13mp54uml6q4c.cloudfront.net, v=spf1 ip4:64.78.0.0/18 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all",,"mx1.smtp.exch082.serverdata.net, mx2.smtp.exch082.serverdata.net","ns1.securegatewayaccess.com, ns2.securegatewayaccess.com",
[x],server1.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],server10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],server30.chaturbate.com,,NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40",,,,,,
[x],server40.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40",,,,,,
[x],servers.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],sexcamly.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
