input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,tls_emails_,tls_mismatched,csp_domains_,tls_expired,final_url,tls_wildcard_certificate
mijn.ing.nl,,200,9910,mijn.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T07:29:00Z,2023-08-17T07:29:00Z,"CN=mijn.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",mijn.ing.nl,ING Groep N.V.,mijning.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",80dae6fff02cd339284440d7f72d7468,b6f721d39ba68a37bd6d6dc9f37e865e4f99644b573f4e48415527133b2468ec,ctls,mijn.ing.nl,443,https://mijn.ing.nl:443,https,,text/html,GET,145.221.181.241,/,-2138490696,145.221.213.241,HSTS,1,False,,,,,https://storage.googleapis.com,,https://mijn.ing.nl/login/,
mijn.intermediairs.ing.nl,Wij zijn verhuisd! - ING Intermediairs,200,11986,intermediairs.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-18T08:31:10Z,2023-11-18T08:31:10Z,"CN=intermediairs.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",intermediairs.ing.nl,ING Groep N.V.,www.intermediairs.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b38f97c7d5d6bc3207584fc2a8b04a4a,365875f81740a744233f7655b6fca57ecfe24e35e99d6cacd3f8731a832ab534,ctls,intermediairs.ing.nl,443,https://mijn.intermediairs.ing.nl:443,https,,text/html,GET,145.221.213.219,/,1747679827,145.221.181.219,HSTS,539,False,,,,,,,https://intermediairs.ing.nl/content/ingex-live-public/nl_NL/home/ING-intermediair-portal-is-verhuisd.html,
mijnzakelijk.ing.nl,,200,9910,mijnzakelijk.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T08:03:46Z,2023-08-17T08:03:46Z,"CN=mijnzakelijk.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",mijnzakelijk.ing.nl,ING Groep N.V.,mijnzakelijking.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",5ae7f2e309751feae5b744faf735a183,af62cc418f5ee3d88edb0c1481af336d09758764aa3d21128b56ef68526c0de7,ctls,mijnzakelijk.ing.nl,443,https://mijnzakelijk.ing.nl:443,https,,text/html,GET,145.221.181.243,/,-2138490696,145.221.213.243,HSTS,1,False,,,,,wss://*.twilio.com,,https://mijnzakelijk.ing.nl/login/,
mobile.ing.nl,Foutmelding,404,478,mobile.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-31T13:42:13Z,2023-09-27T13:42:13Z,"CN=mobile.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",mobile.ing.nl,ING Groep N.V.,www.mobile.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",622afd242602fe7e82744a712821f371,831c36346d7712db09307cc0572ecc856c685618ba4e78bc5c046ad63fab4a74,ctls,mobile.ing.nl,443,https://mobile.ing.nl:443,https,,text/html,GET,145.221.215.249,/,940995466,145.221.183.249,HSTS,13,False,,,,,https://cdn.ing.com,,,
mobile.mybank.ing.com,Foutmelding,404,478,mobile.mybank.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-05-01T11:04:14Z,2021-05-01T11:34:14Z,"CN=mobile.mybank.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",mobile.mybank.ing.com,ING Groep N.V.,www.mobile.mybank.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",f99000da2c38143ff8a5e0aaeea72344,6e7fec2f14a37d5a2254f79c8ad9a5ba5686b917d1846d3ff7965a171714dc18,ctls,mobile.mybank.ing.com,443,https://mobile.mybank.ing.com:443,https,,text/html,GET,145.221.213.211,/,940995466,145.221.181.211,HSTS,13,False,,,,,,True,,
myaccount.ing.com,ING MyAccount,200,4096,myaccount.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-21T10:10:58Z,2024-03-30T10:10:58Z,"CN=myaccount.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",myaccount.ing.com,ING Groep N.V.,dcr.myaccount.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",0d6d1ed48f5fba63a81978f22c5fa846,b321a6ff71a7f7dc2a380d209aefb0a86b46d57b1dd6253e513dd2df009177ed,ctls,myaccount.ing.com,443,https://myaccount.ing.com:443,https,,text/html,GET,145.221.213.252,/,940995466,145.221.181.252,HSTS,1,False,,,,,*.luxtrust.com,,,
myaccount.sandbox.ing.com,MyAccount Sandbox ing.com,200,5800,myaccount.sandbox.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T11:16:43Z,2024-05-07T11:16:43Z,"CN=myaccount.sandbox.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",myaccount.sandbox.ing.com,ING Groep N.V.,www.myaccount.sandbox.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3385dec8bb24ca99242c30eeb3cce3bc,77dceec283bfa21fddcd9addef36a3256f285e589d42611385444b47aa61adbb,ctls,myaccount.sandbox.ing.com,443,https://myaccount.sandbox.ing.com:443,https,,text/html,GET,145.221.181.236,/,940995466,145.221.213.236,HSTS,1,False,,,,,*.luxtrust.com,,,
mybank.ing.com,,200,1503,mybank.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-05-01T11:06:55Z,2021-05-01T11:36:55Z,"CN=mybank.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",mybank.ing.com,ING Groep N.V.,www.mybank.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",8d31d9bfc08c6a39423aabae6aca4fc3,071ca8e28257c4cf0cfb2f4cbb16a1cecfd19bb51ecf60951b4f1f8c13d81731,ctls,mybank.ing.com,443,https://mybank.ing.com:443,https,,text/html,GET,145.221.181.212,/,940995466,145.221.213.212,HSTS,22,False,,,,,https:,True,https://mybank.ing.com/rubik/,
nn.ing.nl,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,80,http://nn.ing.nl:80,http,AkamaiGHost,text/html,GET,23.213.161.213,/,191145649,23.213.161.218,,8,False,,,,,,,,
pki.ing.com,Welcome,200,5307,pki.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-23T06:58:59Z,2024-06-23T06:58:58Z,"CN=pki.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",pki.ing.com,ING Groep N.V.,www.pki.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b28029b9ca408cf3c287c5011a63bde2,78e9ec0878995df852da63056d7c8516e41df6584555ce4481258d244971eede,ctls,pki.ing.com,443,https://pki.ing.com:443,https,Apache,text/html,GET,145.221.179.1,/,-2042777967,145.221.179.1,HSTS,145,False,,,,,,,,
psrv-ws.ing.com,403 Forbidden,403,154,psrv-ws.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-07T11:05:25Z,2023-09-19T11:05:25Z,"CN=psrv-ws.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",psrv-ws.ing.com,ING Groep N.V.,www.psrv-ws.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a7d2e9d75b0e5c37d7a31c2dcd6fe3ca,a72ba09e55d5bb9b780bf5577a2a8b6d4f33a24e746aff33c30165d531c42677,ctls,psrv-ws.ing.com,443,https://psrv-ws.ing.com:443,https,,text/html,GET,145.221.215.244,/,940995466,145.221.183.244,HSTS,8,False,,,,,https:,,,
sandbox.ideal-acquiring.ing.nl,Foutmelding,404,478,sandbox.ideal-acquiring.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T13:44:18Z,2024-06-11T13:44:18Z,"CN=sandbox.ideal-acquiring.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",sandbox.ideal-acquiring.ing.nl,ING Groep N.V.,www.sandbox.ideal-acquiring.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",0def2d2ac449a2678581cb8efeb1c8c8,37d09a4801a6f4d1f0e9ca75d8e824b8456f145f9645d8e2f05fe0badfd8bed2,ctls,sandbox.ideal-acquiring.ing.nl,443,https://sandbox.ideal-acquiring.ing.nl:443,https,,text/html,GET,145.221.182.209,/,940995466,145.221.214.209,HSTS,13,False,,,,,https:,,,
services.ing.nl,403 Forbidden,403,154,services.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-22T12:29:31Z,2023-08-22T12:29:31Z,"CN=services.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",services.ing.nl,ING Groep N.V.,www.services.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",561f54857250e27a63955b41b642175d,73a431dd3d7731cf64d635a0d47749574d744809c4ebde73090e65aa46f79a02,ctls,services.ing.nl,443,https://services.ing.nl:443,https,,text/html,GET,145.221.183.241,/,940995466,145.221.215.241,HSTS,8,False,,,,,https:,,,
staging-www.ing.nl,Access Denied,403,271,staging-www.ing.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T12:41:18Z,2024-04-05T12:41:18Z,"CN=staging-www.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",staging-www.ing.nl,ING Groep N.V.,www.staging-www.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",606124e5703557abbabf5946cccb3589,3beae275ae9ec74acfe6e8db49c8805a3b60e7f2e5d2ef39e22d8bd036e4657b,ctls,staging-www.ing.nl,443,https://staging-www.ing.nl:443,https,AkamaiGHost,text/html,GET,95.101.111.145,/,1653770200,95.101.111.176,HSTS,10,False,,,,,,,,
statusinformatie.intermediairs.ing.nl,ING Error message,403,540,statusinformatie.intermediairs.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-20T12:07:45Z,2024-03-25T12:07:45Z,"CN=statusinformatie.intermediairs.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",statusinformatie.intermediairs.ing.nl,ING Groep N.V.,www.statusinformatie.intermediairs.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",c71de316b2471a43579dfe7cb503c5ce,93b627deed903297c4753a3e0096dc1487536630e61a531f21978074c77ac6a6,ctls,statusinformatie.intermediairs.ing.nl,443,https://statusinformatie.intermediairs.ing.nl:443,https,,text/html,GET,145.221.181.221,/,93145051,145.221.213.221,,12,False,,,,,,,,
surveys.ing.com,Microsoft Azure Web App - Error 404,404,2667,surveys.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-21T05:09:05Z,2024-05-15T05:09:05Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,be4f197bf7af8dcd1550e05f30ee268d,5f51bfbc6474cd76458811a7c58629c51da65f2fad722c9a8ea0e3aa18d4f208,ctls,surveys.ing.com,443,https://surveys.ing.com:443,https,,text/html,GET,13.69.68.43,/,387302845,13.69.68.43,,87,False,azure,True,,True,,,,True
t.ibicontactlab.bulkmail.ing.com,,200,71,t.ibicontactlab.bulkmail.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-11-05T23:59:59Z,"CN=*.contactlab.it, O=ContactLab Spa, L=Milano, ST=Milano, C=IT",*.contactlab.it,ContactLab Spa,contactlab.it,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,865a988e06ac720c66a41a6d239e502b,2ab6dbb08c00902a600e3d955b2b4dc0efd083df8c3dbb38747e5bb59c435aff,ctls,t.ibicontactlab.bulkmail.ing.com,443,https://t.ibicontactlab.bulkmail.ing.com:443,https,Apache,text/html,GET,185.34.84.144,/,1958149792,185.34.84.144,Apache,3,False,,,,True,url=http://www.contactlab.it,,,True
think.ing.com,ING THINK economic and financial analysis | ING Think,200,103227,think.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T14:41:06Z,2024-05-26T14:41:06Z,"CN=think.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",think.ing.com,ING Groep N.V.,www.think.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",722ddd90642c5920636f94a5ee9f4762,603b569b66aed9f0068bcd590cfbfa93da4c17a97ab36f3f229bd01b6e6d9c28,ctls,think.ing.com,443,https://think.ing.com:443,https,nginx,text/html,GET,185.122.116.35,/,-930764395,185.122.116.35,Nginx,2960,False,,,,,https://targetemsecure.blob.core.windows.net/31303968-25a7-43ef-8264-d058eab56bf9/,,,
tradefinance.ing.nl,ING - Bank Guarantees,200,3958,tradefinance.ing.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T09:33:37Z,2024-05-06T09:33:37Z,"CN=tradefinance.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",tradefinance.ing.nl,ING Groep N.V.,www.tradefinance.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",be91404bc20ed94c8ec04b67ded3d632,00a010526e1fd829da51e6ecf684e0a740f807bb537b53fbb59f96a3079f72ad,ctls,tradefinance.ing.nl,443,https://tradefinance.ing.nl:443,https,,text/html,GET,145.221.41.208,/,940995466,145.221.37.208,HSTS,100,False,,,,,api.tradefinance.ing.nl,,https://tradefinance.ing.nl/bank-guarantees/,
transactiesonline.ing.nl,ING Transactions Online 23.1 (build 2023-02-06T16:58:12Z),200,5985,transactiesonline.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-02T14:03:41Z,2024-06-08T14:03:41Z,"CN=transactiesonline.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",transactiesonline.ing.nl,ING Groep N.V.,www.transactiesonline.ing.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e47a117975ce003ded8451d7b2ba441b,654ce6b441c93311982487c96454d61c8b8c9af0d270eb24f0bb7584846eece0,ctls,transactiesonline.ing.nl,443,https://transactiesonline.ing.nl:443,https,,text/html,GET,82.195.43.11,/,,82.195.43.11,Java,70,False,,,,,,,https://transactiesonline.ing.nl/MerchantLogin/,
transactional.ing.com,ING - Error message,502,547,transactional.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T14:02:04Z,2023-12-10T12:39:11Z,"CN=transactional.ing.com, O=ING",transactional.ing.com,ING,transactional.ing.com,"CN=ING Corporate Internal CA - G3, OU=Certificate Authorities, OU=Services, O=ING",ING Corporate Internal CA - G3,ING,852e047f17fa10982e1dd1fe1ebbbc23,ee7df3572ae69e04d1e47c459d737ff17a0dde7a96756014b1dd17f2ff464ba6,ctls,transactional.ing.com,443,https://transactional.ing.com:443,https,,text/html,GET,145.221.213.186,/,49968535,145.221.181.186,HSTS,12,False,,,mb-es-sre-nginx@ing.com,,,,,
up.transactional.ing.com,ING - Error message,502,547,up.transactional.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T14:03:42Z,2023-12-10T12:42:42Z,"CN=up.transactional.ing.com, O=ING",up.transactional.ing.com,ING,up.transactional.ing.com,"CN=ING Corporate Internal CA - G3, OU=Certificate Authorities, OU=Services, O=ING",ING Corporate Internal CA - G3,ING,7b90294bb13c27a8176a7ae31ad2ac44,59912f98517cae99a97a62601eec420b1519db96f28fc3595aff98b2757d67a2,ctls,up.transactional.ing.com,443,https://up.transactional.ing.com:443,https,,text/html,GET,145.221.181.188,/,49968535,145.221.213.188,HSTS,12,False,,,mb-es-sre-nginx@ing.com,,,,,
url8359.ing.com,404 Not Found,404,162,url8359.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,url8359.ing.com,443,https://url8359.ing.com:443,https,nginx,text/html,GET,167.89.123.124,/,190856733,167.89.123.54,Nginx,8,False,,,,True,,,,True
us-dist.ing.com,Selligent Marketing Cloud - Ownership contact information,200,119747,us-dist.ing.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T20:51:34Z,2023-08-20T20:51:33Z,CN=us-dist.ing.com,us-dist.ing.com,,us-dist.ing.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,4192f5d14dd3dcc26af253bdb33d3e60,3d557b9c111560de26e611d103e8ac5c5ae22753bddb8eac35a82e1ac7c8b65c,ctls,us-dist.ing.com,443,https://us-dist.ing.com:443,https,cloudflare,text/html,GET,104.17.121.18,/,1631801191,2606:4700::6811:7a12,HSTS,7,False,cloudflare,True,,,,,,
webcast.ing.com,,403,22,webcast.ing.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-12-16T10:00:51Z,2022-01-29T10:30:51Z,"CN=webcast.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",webcast.ing.com,ING Groep N.V.,www.webcast.ing.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",bb42d10d672b58ad0c0b6cca8e2e47cd,9c9ebaaa6c416ca560c8226d195994e5eaf488a1b3dc6b2e4f93165e7f7c82c2,ctls,webcast.ing.com,443,https://webcast.ing.com:443,https,Apache,text/html,GET,185.111.121.100,/,690641076,2a06:5dc0:3::100,Apache,1,False,,,,,,True,,
www.ing.com,redirect,200,151,www.ing.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-04T07:56:23Z,2023-08-04T07:56:23Z,"CN=www.ing.com, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",www.ing.com,ING Groep N.V.,about.ing.be,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",9d8cb0953bd7a95e7ec788af1189e8e7,597a5622b9f39ad5b6a91ea41bde317567727ccb2bf1e4728bddd6d8678e3a74,ctls,www.ing.com,443,https://www.ing.com:443,https,Apache,text/html,GET,23.201.248.163,/,-1912302377,23.201.248.163,HSTS,8,False,,,,,https://www.youtube-nocookie.com,,,
www.live-events.ing.nl,Not Found,404,6603,www.live-events.ing.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T14:12:20Z,2024-01-06T14:12:18Z,"CN=themobileopen.ingbank.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",themobileopen.ingbank.nl,ING Groep N.V.,admin-event.ingservices.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6e288d69567fb0392c77f1715acffc0e,a06721ca49fd8edb3be0e7aa84ef124e5cb185078017d11d7aef0c3f02d99a26,ctls,www.live-events.ing.nl,443,https://www.live-events.ing.nl:443,https,,text/html,GET,95.101.111.138,/,-1840324437,95.101.111.168,PHP:8.1.17,33,False,,,,,,,,
www.mijn.ing.nl,,200,9910,mijn.ing.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T07:29:00Z,2023-08-17T07:29:00Z,"CN=mijn.ing.nl, serialNumber=33231073, businessCategory=Private Organization, O=ING Groep N.V., jurisdictionCountry=NL, L=Amsterdam, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL",mijn.ing.nl,ING Groep N.V.,mijning.nl,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",80dae6fff02cd339284440d7f72d7468,b6f721d39ba68a37bd6d6dc9f37e865e4f99644b573f4e48415527133b2468ec,ctls,mijn.ing.nl,443,https://www.mijn.ing.nl:443,https,,text/html,GET,145.221.213.241,/,-2138490696,145.221.181.241,HSTS,1,False,,,,,https://aweucn1-3.advanced-web-analytics.com,,https://mijn.ing.nl/login/,
