input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,cdn_name,cdn,final_url,tls_expired,csp_domains_
mnc.constantcontact.com,Just a moment...,403,6483,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://mnc.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,1103050630,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=mnc,,
msaa.constantcontact.com,Just a moment...,403,6511,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://msaa.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,528197123,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=msaa,,
my2.api-sandbox.singleplatform.com,SinglePlatform,200,38148,my2.api-sandbox.singleplatform.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=api-sandbox.singleplatform.com,api-sandbox.singleplatform.com,*.api-sandbox.singleplatform.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,129c5e592f9a9f3961b2ac4c8b89e798,038c1915d33fbd6bbff99edbfbfe9b9dcea5d8738dc0f56c999e058d47704f93,True,ctls,my2.api-sandbox.singleplatform.com,443,https://my2.api-sandbox.singleplatform.com:443,https,nginx,text/html,GET,44.215.3.82,/,515004299,174.129.113.82,Python,334,False,,,,https://my2.api-sandbox.singleplatform.com/accounts/login,,
my2.integration.singleplatform.com,SinglePlatform,200,38146,my2.integration.singleplatform.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2024-01-19T23:59:59Z,CN=integration.singleplatform.com,integration.singleplatform.com,integration.singleplatform.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b40d6798b135f5af85e6e38c26b3acbd,afe851eb2a55b1d5dbbaa46eaf64d19c9690009aaa54c06f5537f11646d36b54,True,ctls,my2.integration.singleplatform.com,443,https://my2.integration.singleplatform.com:443,https,nginx,text/html,GET,107.22.24.238,/,515004299,34.238.230.86,Python,334,False,,,,https://my2.integration.singleplatform.com/accounts/login,,
my2.qa1.singleplatform.com,SinglePlatform,200,32118,login.qa1.singleplatform.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2023-09-26T23:59:59Z,CN=paywall.qa1.singleplatform.com,paywall.qa1.singleplatform.com,login.qa1.singleplatform.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,655669d47ebf4388399b9d6be108fa3c,ebb792a235ff89877ff449d3732b6dcbc56b55362fb020f6dde2f75d63e8d41b,True,ctls,login.qa1.singleplatform.com,443,https://my2.qa1.singleplatform.com:443,https,nginx,text/html,GET,107.22.113.52,/,515004299,54.88.50.86,Python,126,False,,,,https://login.qa1.singleplatform.com,,
my2.singleplatform.com,SinglePlatform,200,62179,my2.singleplatform.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2024-01-24T23:59:59Z,CN=singleplatform.com,singleplatform.com,*.singleplatform.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,64e05307e951b16106e8e03de813db92,2860011d6db6998326bf976245449645066b3b3461be1c9b5bc458dfa862584d,True,ctls,my2.singleplatform.com,443,https://my2.singleplatform.com:443,https,nginx,text/html,GET,54.227.146.90,/,515004299,23.22.83.161,Python,336,False,,,,https://my2.singleplatform.com/accounts/login,,
myaccountsvc.constantcontact.com,403 Forbidden,403,202,myaccountsvc.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T19:39:02Z,2023-12-05T15:11:07Z,"CN=*.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",*.constantcontact.com,constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0aded2bfabff5997c82c81bcb4a24e85,07ccca20235f9a8535d38286bd01e911127d690fb6f1faa361d78917a23c1b91,True,ctls,myaccountsvc.constantcontact.com,443,https://myaccountsvc.constantcontact.com:443,https,Apache,text/html,GET,208.75.122.24,/,-366337701,208.75.122.24,Apache,9,False,"Constant Contact, Inc.",,,,,https://*.retentionsandbox.com
myemail.constantcontact.com,Just a moment...,403,6429,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://myemail.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.131,/,-270533194,208.75.122.131,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/,,
myemail.l1.constantcontact.com,,403,16,myemail.l1.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2022-09-01T00:00:00Z,2023-09-01T23:59:59Z,"CN=myemail.l1.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",myemail.l1.constantcontact.com,*.myemail.l1.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8368106ee5d0d0e0a7de61a4594233b7,0c4ceecfc4281ffb8a841501cf215bbab6858d5aa5a0ee547258b213e45f2723,True,ctls,myemail.l1.constantcontact.com,443,https://myemail.l1.constantcontact.com:443,https,cloudflare,text/plain,GET,104.18.18.62,/,1268003052,104.18.19.62,Cloudflare,1,False,"Cloudflare, Inc.",cloudflare,True,,,
mysite.constantcontact.com,Just a moment...,403,6496,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://mysite.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1499326057,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=mysite,,
naa.constantcontact.com,Just a moment...,403,6462,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://naa.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-861753464,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=naa,,
nase.constantcontact.com,Just a moment...,403,6490,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://nase.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-474264153,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=nase,,
ncta.constantcontact.com,Just a moment...,403,6490,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://ncta.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1175417807,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=ncta,,
nctc.constantcontact.com,Just a moment...,403,6468,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://nctc.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1983724631,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=nctc,,
neon.constantcontact.com,Just a moment...,403,6490,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://neon.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-861256361,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=neon,,
neopost.constantcontact.com,Just a moment...,403,6503,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://neopost.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,867675474,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=neopost,,
news.constantcontact.com,Constant Contact Newsroom - Newsroom,200,91015,news.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-06-24T00:00:00Z,2024-06-23T23:59:59Z,"CN=news.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",news.constantcontact.com,news.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",52e1bb91c22e14b9e74c40bc2e018b5a,1883bc3be94b10732b0077807cd63eb33e113a9578080ced694808b51a7e9b68,,ctls,news.constantcontact.com,443,https://news.constantcontact.com:443,https,cloudflare,text/html,GET,104.17.28.170,/,-1958956590,2606:4700::6811:1baa,React,1077,False,"Cloudflare, Inc.",cloudflare,True,,,
oauth.constantcontact.com,403 Forbidden,403,202,oauth.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T19:39:02Z,2023-12-05T15:11:07Z,"CN=*.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",*.constantcontact.com,constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0aded2bfabff5997c82c81bcb4a24e85,07ccca20235f9a8535d38286bd01e911127d690fb6f1faa361d78917a23c1b91,True,ctls,oauth.constantcontact.com,443,https://oauth.constantcontact.com:443,https,Apache,text/html,GET,208.75.122.88,/,-1011162436,208.75.122.88,Apache,9,False,"Constant Contact, Inc.",,,,,
oauth2.constantcontact.com,403 Forbidden,403,202,oauth2.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T19:39:02Z,2023-12-05T15:11:07Z,"CN=*.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",*.constantcontact.com,constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0aded2bfabff5997c82c81bcb4a24e85,07ccca20235f9a8535d38286bd01e911127d690fb6f1faa361d78917a23c1b91,True,ctls,oauth2.constantcontact.com,443,https://oauth2.constantcontact.com:443,https,Apache,text/html,GET,208.75.122.233,/,-1011162436,208.75.122.233,Apache,9,False,"Constant Contact, Inc.",,,,,
ocs.constantcontact.com,Just a moment...,403,6483,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://ocs.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-1558499309,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=ocs,,
ola.constantcontact.com,Just a moment...,403,6483,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://ola.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,378974411,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=ola,,
olm.constantcontact.com,Just a moment...,403,6483,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://olm.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,1407893317,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=olm,,
onward.constantcontact.com,Just a moment...,403,6496,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://onward.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,-361334061,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=onward,,
opentable.api-sandbox.singleplatform.com,SinglePlatform,200,38148,opentable.api-sandbox.singleplatform.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=api-sandbox.singleplatform.com,api-sandbox.singleplatform.com,*.api-sandbox.singleplatform.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,129c5e592f9a9f3961b2ac4c8b89e798,038c1915d33fbd6bbff99edbfbfe9b9dcea5d8738dc0f56c999e058d47704f93,True,ctls,opentable.api-sandbox.singleplatform.com,443,https://opentable.api-sandbox.singleplatform.com:443,https,nginx,text/html,GET,44.215.3.82,/,515004299,174.129.113.82,Python,334,False,,,,https://opentable.api-sandbox.singleplatform.com/accounts/login,,
opentable.qa1.singleplatform.com,SinglePlatform,200,32118,login.qa1.singleplatform.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2023-09-26T23:59:59Z,CN=paywall.qa1.singleplatform.com,paywall.qa1.singleplatform.com,login.qa1.singleplatform.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,655669d47ebf4388399b9d6be108fa3c,ebb792a235ff89877ff449d3732b6dcbc56b55362fb020f6dde2f75d63e8d41b,True,ctls,login.qa1.singleplatform.com,443,https://opentable.qa1.singleplatform.com:443,https,nginx,text/html,GET,54.88.50.86,/,515004299,107.22.113.52,Python,126,False,,,,https://login.qa1.singleplatform.com,,
opentable.qa2.singleplatform.com,SinglePlatform,200,32118,login.qa2.singleplatform.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-22T00:00:00Z,2023-09-26T23:59:59Z,CN=paywall.qa2.singleplatform.com,paywall.qa2.singleplatform.com,login.qa2.singleplatform.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,002c2c1f72e8186bc82c043dbb2437a6,fb93cf285c0560e1b7e66cb6936509529ce21635b3ee1e2bb17d74b72b1a6328,True,ctls,login.qa2.singleplatform.com,443,https://opentable.qa2.singleplatform.com:443,https,nginx,text/html,GET,3.230.62.197,/,515004299,34.228.133.165,Python,126,False,,,,https://login.qa2.singleplatform.com,,
opentable.singleplatform.com,SinglePlatform,200,62179,opentable.singleplatform.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2024-01-24T23:59:59Z,CN=singleplatform.com,singleplatform.com,*.singleplatform.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,64e05307e951b16106e8e03de813db92,2860011d6db6998326bf976245449645066b3b3461be1c9b5bc458dfa862584d,True,ctls,opentable.singleplatform.com,443,https://opentable.singleplatform.com:443,https,nginx,text/html,GET,54.227.146.90,/,515004299,23.22.83.161,Python,336,False,,,,https://opentable.singleplatform.com/accounts/login,,
oppa.constantcontact.com,Just a moment...,403,6511,www.constantcontact.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=www.constantcontact.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.constantcontact.com,*.www.constantcontact.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fbc3598987f982fff2cf2a0691fac68e,cd7295ae5ed26710e75be7b793af858fcc2a3595270dafb9056097cae870210a,True,ctls,www.constantcontact.com,443,https://oppa.constantcontact.com:443,https,cloudflare,text/html,GET,208.75.122.14,/,513041247,208.75.122.14,Cloudflare Bot Management,82,False,"Cloudflare, Inc.",,,https://www.constantcontact.com/?pn=oppa,,
origin.archive.constantcontact.com,403 Forbidden,403,202,,,,,,,,,,,,,,,,,,,,80,http://origin.archive.constantcontact.com:80,http,Apache,text/html,GET,208.75.122.33,/,-366337701,208.75.122.33,Apache,9,False,,,,,,
origin.archive.l1.constantcontact.com,403 Forbidden,403,202,,,,,,,,,,,,,,,,,,,,80,http://origin.archive.l1.constantcontact.com:80,http,Apache,text/html,GET,205.207.107.198,/,-366337701,205.207.107.198,Apache,9,False,,,,,,
origin.archive.s1.constantcontact.com,403 Forbidden,403,202,,,,,,,,,,,,,,,,,,,,80,http://origin.archive.s1.constantcontact.com:80,http,Apache,text/html,GET,205.207.105.102,/,-366337701,205.207.105.102,Apache,9,False,,,,,,
origin.ih.constantcontact.com,403 Forbidden,403,202,origin.ih.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-16T10:41:03Z,2024-04-16T10:41:02Z,"CN=origin.ih.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",origin.ih.constantcontact.com,origin.static.constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,773d942b9ffd90c8a74e45672cef8757,4c41fbe02a6e88db3c4f4e4b087617d22d522616f2305012d538246e74488ea6,,ctls,origin.ih.constantcontact.com,443,https://origin.ih.constantcontact.com:443,https,Apache,text/html,GET,208.75.122.30,/,-366337701,208.75.122.30,Apache,9,False,"Constant Contact, Inc.",,,,,
origin.ih.s1.constantcontact.com,403 Forbidden,403,202,origin.ih.s1.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-29T02:41:03Z,2024-04-29T02:41:02Z,"CN=origin.ih.s1.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",origin.ih.s1.constantcontact.com,origin.ih.s1.constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6c5205c29d5a79c505b322dbf300b9e4,ffb7b5f6667e83e1bec1a8eaf0c148cdee7cf2074473051ab157681818b7dd6f,,ctls,origin.ih.s1.constantcontact.com,443,https://origin.ih.s1.constantcontact.com:443,https,Apache,text/html,GET,205.207.105.124,/,-366337701,205.207.105.124,Apache,9,False,"Constant Contact, Inc.",,,,,
origin.imgssl.constantcontact.com,403 Forbidden,403,202,origin.imgssl.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-29T02:11:02Z,2024-04-29T02:11:01Z,"CN=origin.imgssl.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",origin.imgssl.constantcontact.com,origin.imgssl.constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e8ef79a6afbc9d96ccdde3fea04fc3ed,c1d2e064e17e28a4352bdf76b02e54b10c32e362864abee3bb97bf2686407b40,,ctls,origin.imgssl.constantcontact.com,443,https://origin.imgssl.constantcontact.com:443,https,Apache,text/html,GET,208.75.122.43,/,-366337701,208.75.122.43,Apache,9,False,"Constant Contact, Inc.",,,,,
origin.imgssl.l1.constantcontact.com,403 Forbidden,403,202,origin.imgssl.l1.constantcontact.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-16T16:11:02Z,2023-09-17T16:11:01Z,"CN=origin.imgssl.l1.constantcontact.com, O=Constant Contact\, Inc., L=Waltham, ST=Massachusetts, C=US",origin.imgssl.l1.constantcontact.com,origin.static-qa.constantcontact.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e2c7349afeec6e233f47d8f60904f234,ff4dcb09ef4b8416b115454f9bcd7176fea34309b2d18d786489924c82de8de2,,ctls,origin.imgssl.l1.constantcontact.com,443,https://origin.imgssl.l1.constantcontact.com:443,https,Apache,text/html,GET,205.207.107.214,/,-366337701,205.207.107.214,Apache,9,False,"Constant Contact, Inc.",,,,,
