input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,webserver,tls_wildcard_certificate,csp_domains_,tls_self_signed,final_url
odata.cbs.nl,,503,62,odata.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T08:45:56Z,2024-01-05T08:40:00Z,"CN=odata4.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",odata4.cbs.nl,Centraal Bureau voor de Statistiek,dataportaal.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,ae932423c9402003283aac2ca822db73,f6100dfa226734ddc963a9613e4b1f8e657aeee50ef58d75bd92bad6f89a0469,ctls,odata.cbs.nl,443,https://odata.cbs.nl:443,https,,GET,87.213.43.244,/,107704025,2001:67c:14b0:1816::244,,1,False,,,,,,,
odata4.cbs.nl,,200,244,odata4.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T08:45:56Z,2024-01-05T08:40:00Z,"CN=odata4.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",odata4.cbs.nl,Centraal Bureau voor de Statistiek,dataportaal.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,ae932423c9402003283aac2ca822db73,f6100dfa226734ddc963a9613e4b1f8e657aeee50ef58d75bd92bad6f89a0469,ctls,odata4.cbs.nl,443,https://odata4.cbs.nl:443,https,application/json,GET,87.213.43.244,/,1288818469,2001:67c:14b0:1816::244,Microsoft ASP.NET,1,False,,,Kestrel,,,,
oefenvragenlijst.cbs.nl,Centraal Bureau voor de Statistiek,200,6134,oefenvragenlijst.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:30:20Z,2024-01-05T10:25:00Z,"CN=oefenvragenlijst.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",oefenvragenlijst.cbs.nl,Centraal Bureau voor de Statistiek,oefenvragenlijst.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,565daed8e93d34da9e32ea307731437d,5454029d6f6e2c80ee69ffa66c9f08ebac7da7c7f9c35b1bd8fa130553b71479,ctls,oefenvragenlijst.cbs.nl,443,https://oefenvragenlijst.cbs.nl:443,https,text/html,GET,87.213.43.244,/,1631801191,2001:67c:14b0:1816::244,Windows Server,119,False,,,Microsoft-IIS/10.0,,,,https://oefenvragenlijst.cbs.nl/CBS.DVZ.BEO.Login.UI/
onderhoud.cbs.nl,Onderhoudswerkzaamheden,200,3957,onderhoud.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T08:45:39Z,2024-01-05T08:40:00Z,"CN=onderhoud.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",onderhoud.cbs.nl,Centraal Bureau voor de Statistiek,storing.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,69a4a372d759328634b66f01556d158f,73e6faf661cfd5a55d555f8c2e12d69d5463fd47bd2ff4a0b8babf7cb35ba570,ctls,onderhoud.cbs.nl,443,https://onderhoud.cbs.nl:443,https,text/html,GET,87.213.43.244,/,1631801191,2001:67c:14b0:1816::244,Windows Server,95,False,,,Microsoft-IIS/10.0,,,,
onderzoek.cbs.nl,,503,62,onderzoek.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:30:10Z,2024-01-05T10:25:00Z,"CN=onderzoek.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",onderzoek.cbs.nl,Centraal Bureau voor de Statistiek,onderzoek.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,282b2d3097de0b372fa3d3baaf21eb46,d0b4abae0b0cee1090a1c0d8930dd7b5ce4e09d783e019006f4ca54edfc60619,ctls,onderzoek.cbs.nl,443,https://onderzoek.cbs.nl:443,https,,GET,87.213.43.244,/,107704025,2001:67c:14b0:1816::244,,1,False,,,,,,,
politieopendata.cbs.nl,CBS Statline,200,7916,politieopendata.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:29:00Z,2024-01-05T10:23:00Z,"CN=politieopendata.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",politieopendata.cbs.nl,Centraal Bureau voor de Statistiek,politieopendata.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,f41e914cb509ff270257e14f458eed56,92f3b298423be8c28856038c6df737fba9dd73c0db4b6df56866d4b800478daf,ctls,politieopendata.cbs.nl,443,https://politieopendata.cbs.nl:443,https,text/html,GET,87.213.43.244,/,1772087922,2001:67c:14b0:1816::244,NVD3,101,False,,,Webserver,,*.cbs.nl,,
portal.cbs.nl,,200,1377,centraal-bureau-voor-de-statis7472689.vmwareidentity.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=*.vmwareidentity.de, O=VMware\, Inc., L=Palo Alto, ST=California, C=US",*.vmwareidentity.de,"VMware, Inc.",vmwareidentity.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a1961334ba55234d977a3b51563d71ec,6fdb059f5706c4cea59c337cde2094eb7f2eb799189f196f3eb91ffc00be01b4,ctls,centraal-bureau-voor-de-statis7472689.vmwareidentity.de,443,https://portal.cbs.nl:443,https,text/html,GET,87.213.43.244,/,-2096217048,2001:67c:14b0:1816::244,HSTS,28,False,,,http,True,https:,,https://centraal-bureau-voor-de-statis7472689.vmwareidentity.de/federation/auth/login
projecten.cbs.nl,Home - Projecten,200,30104,projecten.cbs.nl,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-05-06T06:08:50Z,2023-08-04T06:08:49Z,CN=projecten.cbs.nl,projecten.cbs.nl,,projecten.cbs.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,37b2c59a94acc3ad7a2d336abc34bb33,14385f432f952581c62e39eceb9fad38a4c4d4cf0b1ad0f5169e2266aa5efaa8,ctls,projecten.cbs.nl,443,https://projecten.cbs.nl:443,https,text/html,GET,185.46.183.23,/,728402468,185.46.183.23,HSTS,36,False,,,,,,,
redactie-test.cbs.nl,,403,9,redactie-test.cbs.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-25T05:22:19Z,2023-07-24T05:22:18Z,CN=redactie-test.cbs.nl,redactie-test.cbs.nl,,redactie-test.teamfrontend.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85fac2831d733a949ce603d5e102df2b,958df79f2080ac6a5dd8fb4bdb9c2b48702f5cdf8a53c79ea52a6869ad245b66,ctls,redactie-test.cbs.nl,443,https://redactie-test.cbs.nl:443,https,text/plain,GET,104.214.231.32,/,-942874359,104.214.231.32,HSTS,1,False,azure,True,,,,,
redactie.cbs.nl,,403,9,redactie.cbs.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-05T10:27:43Z,2024-01-05T10:22:00Z,"CN=redactie.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",redactie.cbs.nl,Centraal Bureau voor de Statistiek,redactie.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,96bede68181e935ae607ca1f034ae116,c97ed288c61301533c9eae4a0aafb051546021ab12bb8b2e70f4d9a6f51a9834,ctls,redactie.cbs.nl,443,https://redactie.cbs.nl:443,https,text/plain,GET,40.118.80.223,/,-942874359,40.118.80.223,HSTS,1,False,azure,True,,,,,
research.cbs.nl,Projects,200,1831,research.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:26:59Z,2024-01-05T10:21:00Z,"CN=research.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",research.cbs.nl,Centraal Bureau voor de Statistiek,research.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,9141031620e7dbcac52ed19944ded495,4beece2c8e0813ae6f5996b231fffa6079e88fa16d57f311dc1c23f4c22ee623,ctls,research.cbs.nl,443,https://research.cbs.nl:443,https,text/html,GET,87.213.43.244,/,-1089532742,2001:67c:14b0:1816::244,Ubuntu,55,False,,,nginx/1.14.0 (Ubuntu),,,,
rgs.cbs.nl,,404,,rgs.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-21T08:54:34Z,2024-02-21T08:49:00Z,"CN=rgs.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",rgs.cbs.nl,Centraal Bureau voor de Statistiek,rgs.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,44df6f72d6c8b0d35b2095bbaea3ba28,2461180d39245a985425468b520e67aefacf0e71d64b5fbc5ce05d4b12219491,ctls,rgs.cbs.nl,443,https://rgs.cbs.nl:443,https,,GET,87.213.43.244,/,-1840324437,2001:67c:14b0:1816::244,Microsoft ASP.NET,1,False,,,Kestrel,,,,
rgs.test.cbs.nl,,404,,rgs.test.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T08:41:57Z,2024-01-05T08:36:00Z,"CN=*.test.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.test.cbs.nl,Centraal Bureau voor de Statistiek,test.cbs.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,3d1e7bbd2ca5de800d7c1f5141efc675,dcbf7ea0d60bc870f2cd9c8473a211234cd5b60f71ade298e8446d0926299fe2,ctls,rgs.test.cbs.nl,443,https://rgs.test.cbs.nl:443,https,,GET,87.213.43.244,/,-1840324437,2001:67c:14b0:1816::244,Microsoft ASP.NET,1,False,,,Kestrel,True,,,
rivmopendata.cbs.nl,CBS Statline,200,7843,rivmopendata.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:24:03Z,2024-01-05T10:19:00Z,"CN=rivmopendata.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",rivmopendata.cbs.nl,Centraal Bureau voor de Statistiek,rivmopendata.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,e8bb29e08b470c6942e234c1996a8376,5776ab2ee85fad8df44e281cd1449a4aceb271f3888271ee62d010d24277d9cc,ctls,rivmopendata.cbs.nl,443,https://rivmopendata.cbs.nl:443,https,text/html,GET,87.213.43.244,/,1772087922,2001:67c:14b0:1816::244,NVD3,100,False,,,Webserver,,*.politie.nl,,
sbi.cbs.nl,,200,174,sbi.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:23:51Z,2024-01-05T10:18:00Z,"CN=sbi.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",sbi.cbs.nl,Centraal Bureau voor de Statistiek,sbi.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,9688e3ea7ebe0382aff601face6cba87,e4482df4e1e28c7c88f52c027fd4f9a1efa41d863bb0961dad1d4641c44fca75,ctls,sbi.cbs.nl,443,https://sbi.cbs.nl:443,https,text/html,GET,87.213.43.244,/,1631801191,2001:67c:14b0:1816::244,HSTS,6,False,,,,,url=http://sbi.cbs.nl/CBS.TypeerModule.TypeerServiceWebAPI/content/angular/app/#/,,
scheduler.cbs.nl,,503,62,scheduler.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T08:42:17Z,2024-01-05T08:37:00Z,"CN=*.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.cbs.nl,Centraal Bureau voor de Statistiek,cbs.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,465a197366fbc312787b0b844e8a100f,17a54fb4403f3b1c90c9e3d6c4fd90fbfbb0ae3b22faea635ceebd03bfbadb2c,ctls,scheduler.cbs.nl,443,https://scheduler.cbs.nl:443,https,,GET,87.213.43.243,/,107704025,2001:67c:14b0:1816::243,,1,False,,,,True,,,
sdmx.cbs.nl,IIS Windows Server,200,703,sdmx.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:23:34Z,2024-01-05T10:18:00Z,"CN=sdmx.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",sdmx.cbs.nl,Centraal Bureau voor de Statistiek,sdmx.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,5fa16f37775915875c662266c67e94f5,dbb0d71f45e166494620f4e35ce7e560d301e860d63d0935fdbfbf2960f81796,ctls,sdmx.cbs.nl,443,https://sdmx.cbs.nl:443,https,text/html,GET,87.213.43.244,/,1631801191,2001:67c:14b0:1816::244,Windows Server,32,False,,,Microsoft-IIS/10.0,,,,
sg-idm.api.io.mi.com,,404,104,sg-idm.api.io.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-05T00:00:00Z,2023-12-04T23:59:59Z,CN=*.api.io.mi.com,*.api.io.mi.com,,*.api.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",34dfe2f0a03d8847631b78528e9dd097,ad84bb6b0a405495aacbe22daa972b7e5d75afc5e29b2b35c6099881c5af203e,ctls,sg-idm.api.io.mi.com,443,https://sg-idm.api.io.mi.com:443,https,text/html,GET,20.47.97.231,/,-433863661,20.47.97.231,,1,False,azure,True,MonKing/3.14,True,,,
storage.databestanden.cbs.nl,,403,226,storage.databestanden.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:22:30Z,2024-01-05T10:17:00Z,"CN=storage.databestanden.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",storage.databestanden.cbs.nl,Centraal Bureau voor de Statistiek,storage.databestanden.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,246ebb7d97075781172dc4f03b23a669,6270091b285cb39be789b46554fb0dcfe8301246a4c70eea98a49ea437a58705,ctls,storage.databestanden.cbs.nl,443,https://storage.databestanden.cbs.nl:443,https,application/xml,GET,87.213.43.244,/,-1240596283,2001:67c:14b0:1816::244,HSTS,2,False,,,MinIO,,,,
storing.cbs.nl,Fout opgetreden!,200,4057,storing.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T08:45:39Z,2024-01-05T08:40:00Z,"CN=onderhoud.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",onderhoud.cbs.nl,Centraal Bureau voor de Statistiek,storing.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,69a4a372d759328634b66f01556d158f,73e6faf661cfd5a55d555f8c2e12d69d5463fd47bd2ff4a0b8babf7cb35ba570,ctls,storing.cbs.nl,443,https://storing.cbs.nl:443,https,text/html,GET,87.213.43.244,/,1631801191,2001:67c:14b0:1816::244,Windows Server,92,False,,,Microsoft-IIS/10.0,,,,
sts.cbs.nl,Not Found,404,315,sts.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T08:45:12Z,2024-01-05T08:40:00Z,"CN=sts.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",sts.cbs.nl,Centraal Bureau voor de Statistiek,enterpriseregistration.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,66ee22c6d6d7e547e3c26793189934ba,3be5321776c6c511f32d344677e315cc6767341d87778da45d5cb8599b51f24a,ctls,sts.cbs.nl,443,https://sts.cbs.nl:443,https,text/html,GET,87.213.43.200,/,225052475,87.213.43.200,Microsoft HTTPAPI:2.0,7,False,,,Microsoft-HTTPAPI/2.0,,,,
surveys.cbs.nl,IIS Windows Server,200,703,surveys.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:22:20Z,2024-01-05T10:17:00Z,"CN=surveys.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",surveys.cbs.nl,Centraal Bureau voor de Statistiek,surveys.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,e17e8d35c5190dd010d54e4aea991b32,d8d5d5793c88e282f6477d1f79216f11563d22d80e1fc0d4551f2295830dcf0a,ctls,surveys.cbs.nl,443,https://surveys.cbs.nl:443,https,text/html,GET,87.213.43.244,/,1631801191,2001:67c:14b0:1816::244,Windows Server,32,False,,,Microsoft-IIS/10.0,,,,
test.cerberus.cbs.nl,CerBeruS,200,2363,test.cerberus.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:21:56Z,2024-01-05T10:16:00Z,"CN=test.cerberus.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",test.cerberus.cbs.nl,Centraal Bureau voor de Statistiek,test.cerberus.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,53dd76752f970373a62dc9dc87713e22,9dd968d1fa4cdaa5de75e8b775bf605aac109240e25448c82694e94a5d907d9d,ctls,test.cerberus.cbs.nl,443,https://test.cerberus.cbs.nl:443,https,text/html,GET,20.101.49.242,/,231531802,20.101.49.242,,45,False,,,,,,,
tunnel1.cbs.nl,,404,,tunnel1.cbs.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-13T19:47:43Z,2025-07-16T19:47:43Z,"OU=self-signed, CN=localhost",localhost,,,"OU=self-signed, CN=localhost",localhost,,42a9136428373143271d7042b19fc4f7,f56b77c6950abedc4f3bf8b3b92436824edffc3eacd8bd6c6b14cdf31332bb99,ctls,tunnel1.cbs.nl,443,https://tunnel1.cbs.nl:443,https,,GET,87.213.43.215,/,1274734426,87.213.43.215,HSTS,1,False,,,,,,True,
upload.cbs.nl,CBS,200,535,upload.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:19:26Z,2024-01-05T10:14:00Z,"CN=upload.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",upload.cbs.nl,Centraal Bureau voor de Statistiek,upload.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,e1b6c8dfc3695182eda1c7ba1419f9f6,aa1ede98bca039bee192c33c2422b3eff0de21eafb7cc7a3c9efc68a05e93c2b,ctls,upload.cbs.nl,443,https://upload.cbs.nl:443,https,text/html,GET,87.213.43.244,/,1631801191,2001:67c:14b0:1816::244,Windows Server,14,False,,,Microsoft-IIS/10.0,,url=https://antwoord.cbs.nl/,,
veiligleveren.cbs.nl,FileCloud,200,2913,veiligleveren.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T10:17:25Z,2024-01-05T10:12:00Z,"CN=veiligleveren.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",veiligleveren.cbs.nl,Centraal Bureau voor de Statistiek,veiligleveren.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,03e49f58363fb095a3d39109fa447a24,6992d89b54e834da4fb8f53d9990fb111fcbc987b293cc50ee96f6f814cdc608,ctls,veiligleveren.cbs.nl,443,https://veiligleveren.cbs.nl:443,https,text/html,GET,87.213.43.244,/,-691765983,2001:67c:14b0:1816::244,HSTS,62,False,,,Apache,,,,https://veiligleveren.cbs.nl/ui/core/index.html
videos.cbs.nl,,200,,videos.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-05T10:17:14Z,2024-01-05T10:12:00Z,"CN=videos.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",videos.cbs.nl,Centraal Bureau voor de Statistiek,videos.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,058e1f67176286fd495b2cfb69932828,bf5dc8a1ef3852486674e2bcde71fd76d3be012902512d741f69821de4266429,ctls,videos.cbs.nl,443,https://videos.cbs.nl:443,https,text/html,GET,99.81.241.9,/,-90195886,52.30.75.54,Apache,1,False,,,Apache,,,,
vocabs.cbs.nl,CBS classificaties en begrippen,200,10172,vocabs.cbs.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-05T10:16:57Z,2024-01-05T10:11:00Z,"CN=vocabs.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",vocabs.cbs.nl,Centraal Bureau voor de Statistiek,vocabs.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,e73a617a528991babd2309b98a861b6d,6996d493d7c44e89cbc2a190af2f58c14fc26a3d46b465d104775cc740e7a7bb,ctls,vocabs.cbs.nl,443,https://vocabs.cbs.nl:443,https,text/html,GET,185.34.136.30,/,-496406714,185.34.136.30,Bootstrap,177,False,,,Apache,,,,https://vocabs.cbs.nl/nl/
vpn1.cbs.nl,Gaia,200,790,vpn1.cbs.nl,443,True,tls12,TLS_RSA_WITH_AES_128_CBC_SHA,True,2020-02-11T13:13:17Z,2025-02-10T13:13:17Z,"CN=S0IVPN0002D VPN Certificate, O=S0IVPN0002B.cbsp.nl.zmw55f",S0IVPN0002D VPN Certificate,S0IVPN0002B.cbsp.nl.zmw55f,,O=S0IVPN0002B.cbsp.nl.zmw55f,,S0IVPN0002B.cbsp.nl.zmw55f,df83bb0ec6cbda2453d0e421181aaafd,15f94aa98cad17f7f7e66c6061e132894125a7a5215479dcc2b94edd5ee93416,ctls,vpn1.cbs.nl,443,https://vpn1.cbs.nl:443,https,text/html,GET,87.213.43.225,/,-993165615,87.213.43.225,,9,False,,,CPWS,,,True,
webext.cbs.nl,,503,62,webext.cbs.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T08:42:17Z,2024-01-05T08:37:00Z,"CN=*.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.cbs.nl,Centraal Bureau voor de Statistiek,cbs.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,465a197366fbc312787b0b844e8a100f,17a54fb4403f3b1c90c9e3d6c4fd90fbfbb0ae3b22faea635ceebd03bfbadb2c,ctls,webext.cbs.nl,443,https://webext.cbs.nl:443,https,,GET,87.213.43.243,/,107704025,2001:67c:14b0:1816::243,,1,False,,,,True,,,
werkplek.cbs.nl,VMware Horizon,200,6891,werkplek.cbs.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-05T10:16:43Z,2024-01-05T10:11:00Z,"CN=werkplek.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",werkplek.cbs.nl,Centraal Bureau voor de Statistiek,werkplek.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,b17702d6d1aee223eaef54e9eed41357,4c751545342e35689ff4cfab77533153636b5201134a4f86b3a7a52ea2468c36,ctls,werkplek.cbs.nl,443,https://werkplek.cbs.nl:443,https,text/html,GET,87.213.43.241,/,1274734426,2001:67c:14b0:1816::241,Java,109,False,,,,,,,
werkpleksso.cbs.nl,VMware Horizon,200,6829,werkpleksso.cbs.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-05T10:16:33Z,2024-01-05T10:11:00Z,"CN=werkpleksso.cbs.nl, O=Centraal Bureau voor de Statistiek, L='s-Gravenhage, ST=Zuid-Holland, C=NL",werkpleksso.cbs.nl,Centraal Bureau voor de Statistiek,werkpleksso.cbs.nl,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,2cc7162e0e82f7f337875f712b508277,414974e66ea227085ba767fc26a74b825be2a5945d0bfd2bd8b5000530af608c,ctls,werkpleksso.cbs.nl,443,https://werkpleksso.cbs.nl:443,https,text/html,GET,87.213.43.201,/,1274734426,87.213.43.201,Java,109,False,,,,,,,
