input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,csp_domains_,tls_expired
customer-login.trellix.com,My Apps Dashboard | Trellix,200,10669,customer-login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-24T01:18:28Z,2023-10-22T01:18:27Z,CN=customer-login.trellix.com,customer-login.trellix.com,,customer-login.trellix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b356cf81782cdb1074f24ea3e382529e,902c9f98e4487161b1b8ce4147fd06d7e32f981e090c7e1c5929c2c4e689b829,ctls,customer-login.trellix.com,,443,https://customer-login.trellix.com:443,https,nginx,text/html,GET,99.83.239.254,/,-599803935,75.2.114.79,Nginx,185,False,,,,https://customer-login.trellix.com/app/UserHome?iss=https%3A%2F%2Fcustomer-login.trellix.com&session_hint=AUTHENTICATED,http://localhost:65111,
customer-qa-login.trellix.com,My Apps Dashboard | Trellix QA,200,10735,customer-qa-login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-14T05:20:05Z,2023-10-12T05:20:04Z,CN=customer-qa-login.trellix.com,customer-qa-login.trellix.com,,customer-qa-login.trellix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d93d764460e52fe1cacc09fa999b14b4,1a70eae9bf446af7119fd98ff332cb8f9ebdbcd0420490631c0e6c1889b6bfd4,ctls,customer-qa-login.trellix.com,,443,https://customer-qa-login.trellix.com:443,https,nginx,text/html,GET,75.2.114.79,/,-599803935,99.83.239.254,Nginx,185,False,,,,https://customer-qa-login.trellix.com/app/UserHome?iss=https%3A%2F%2Fcustomer-qa-login.trellix.com&session_hint=AUTHENTICATED,http://localhost:8769,
customer-stg-login.trellix.com,My Apps Dashboard | Trellix STG,200,10673,customer-stg-login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T03:16:08Z,2023-10-01T03:16:07Z,CN=customer-stg-login.trellix.com,customer-stg-login.trellix.com,,customer-stg-login.trellix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8d121b5d6a962aa8202bbc9324a10b00,04760cd9c07bab49d0592df658b92f8284157e6873574677c7fc3f656284ac7c,ctls,customer-stg-login.trellix.com,,443,https://customer-stg-login.trellix.com:443,https,nginx,text/html,GET,99.83.239.254,/,-599803935,75.2.114.79,Nginx,185,False,,,,https://customer-stg-login.trellix.com/app/UserHome?iss=https%3A%2F%2Fcustomer-stg-login.trellix.com&session_hint=AUTHENTICATED,https://oinmanager.okta.com,
cxp.skyhighsecurity.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,80,http://cxp.skyhighsecurity.com:80,http,AkamaiGHost,text/html,GET,2.17.100.226,/,-1432747147,2.17.100.170,,8,False,,,,,,
daas.trellix.com,Detection as a Service,200,46466,daas.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-29T23:59:59Z,CN=daas.trellix.com,daas.trellix.com,,daas.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d668757262e499a6e9a24580cdced93e,7f49df4ee2822cb92455130c87a7175f8a9932ae0edc0751d2c4339f21c6b61a,ctls,daas.trellix.com,cloudfront,443,https://daas.trellix.com:443,https,,text/html,GET,52.222.214.85,/,-909858089,52.222.214.67,HSTS,921,False,True,,,https://daas.trellix.com/login/,,
dashboard-failover.csupp.gtiservice.trellix.com,ERROR: The request could not be satisfied,403,919,dashboard-failover.csupp.gtiservice.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T00:00:00Z,2024-07-06T23:59:59Z,"CN=csupp.gtiservice.trellix.com, O=Musarubra US LLC, ST=California, C=US",csupp.gtiservice.trellix.com,Musarubra US LLC,measurements.csupp.gtiservice.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,84828c6e96c568f8e0e43bf94a24d49f,f0f784fb93544878b86c94b3d3a0f802eecce6a3d8874c20cfc0ecbca5291756,ctls,dashboard-failover.csupp.gtiservice.trellix.com,cloudfront,443,https://dashboard-failover.csupp.gtiservice.trellix.com:443,https,CloudFront,text/html,GET,13.32.27.4,/,-1259745185,13.32.27.95,Amazon Web Services,20,False,True,,,,,
dashboard.cloudsupport-dev.gtiservice.trellix.com,ERROR: The request could not be satisfied,403,919,dashboard.cloudsupport-dev.gtiservice.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T00:00:00Z,2024-07-06T23:59:59Z,"CN=dashboard.cloudsupport-dev.gtiservice.trellix.com, O=Musarubra US LLC, ST=California, C=US",dashboard.cloudsupport-dev.gtiservice.trellix.com,Musarubra US LLC,smart-filter-tst.cloudsupport-dev.gtiservice.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ae79bff7403d66ed7a3fdf871f366da4,958b3d44d3259495e155066cf34c9fa22131bd3e53c3794f5ad8d02c08b14135,ctls,dashboard.cloudsupport-dev.gtiservice.trellix.com,cloudfront,443,https://dashboard.cloudsupport-dev.gtiservice.trellix.com:443,https,CloudFront,text/html,GET,13.224.189.119,/,-639014598,13.224.189.42,Amazon Web Services,20,False,True,,,,,
dashboard.csupp.gtiservice.trellix.com,ERROR: The request could not be satisfied,403,919,dashboard.csupp.gtiservice.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T00:00:00Z,2024-07-06T23:59:59Z,"CN=csupp.gtiservice.trellix.com, O=Musarubra US LLC, ST=California, C=US",csupp.gtiservice.trellix.com,Musarubra US LLC,measurements.csupp.gtiservice.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,84828c6e96c568f8e0e43bf94a24d49f,f0f784fb93544878b86c94b3d3a0f802eecce6a3d8874c20cfc0ecbca5291756,ctls,dashboard.csupp.gtiservice.trellix.com,cloudfront,443,https://dashboard.csupp.gtiservice.trellix.com:443,https,CloudFront,text/html,GET,65.9.66.100,/,-1288295272,65.9.66.59,Amazon Web Services,20,False,True,,,,,
data.myaccounts-pendo.trellix.com,pendo.io,200,2443,data.myaccounts-pendo.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-22T12:15:50Z,2023-10-20T13:02:19Z,CN=data.myaccounts-pendo.trellix.com,data.myaccounts-pendo.trellix.com,,data.myaccounts-pendo.trellix.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,79e14c4656cf617d76cd62cdcfb4d7ff,0ea2e71611894e39b84ae872e3ec875b78c1440ad25f71140a407025ce253f87,ctls,data.myaccounts-pendo.trellix.com,,443,https://data.myaccounts-pendo.trellix.com:443,https,,text/html,GET,142.250.186.115,/,1625035449,2a00:1450:4001:829::2013,Google Cloud CDN,1,False,,,,,,
datbit.rest.gti.trellix.com,404 Not Found,403,142,datbit.rest.gti.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=*.rest.gti.trellix.com, O=Musarubra US LLC, ST=California, C=US",*.rest.gti.trellix.com,Musarubra US LLC,rest.gti.trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,f2bdc3889b800bacf2e392e124a67541,1dbf74f1849ca865fc6a63cb491ec72667284d1ae47137bc1b3eb99e6c740644,ctls,datbit.rest.gti.trellix.com,,443,https://datbit.rest.gti.trellix.com:443,https,webserver,text/html,GET,3.66.136.60,/,-2065493192,3.65.151.110,HSTS,7,False,,True,,,,
demo.xconsole.trellix.com,XConsole,200,1673,demo.xconsole.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-31T23:59:59Z,CN=demo.xconsole.trellix.com,demo.xconsole.trellix.com,,*.demo.xconsole.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f4aee8d78a7b98069b5b16c2ad6fe736,2ade77223e3c468c3273c33c3ccc6adca36e107f40a26d9ffe4a47ebc106735d,ctls,demo.xconsole.trellix.com,cloudfront,443,https://demo.xconsole.trellix.com:443,https,AmazonS3,text/html,GET,18.66.97.43,/,2116877167,18.66.97.39,Amazon Web Services,1,False,True,True,,,,
design.trellix.com,TRELLIX - Sign In,200,23686,trellix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,trellix.okta.com,cloudfront,443,https://design.trellix.com:443,https,nginx,text/html,GET,13.32.99.52,/,-1514190320,13.32.99.94,Nginx,504,False,True,True,,https://trellix.okta.com/oauth2/v1/authorize?client_id=0oa4cinv2wK9U6uAv697&response_type=code&scope=openid%20email&redirect_uri=https%3A%2F%2Fdesign.trellix.com%2F_callback&nonce=aae8e7f731c8ed747d9b6612c95afcd055fac6d651c9e66f6d009365098a780b&state=%2F,*.mtls.okta.com,
dev-login.trellix.com,My Apps Dashboard | Trellix DEV,200,10673,dev-login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,2023-09-20T23:59:59Z,"CN=dev-login.trellix.com, O=Musarubra US LLC, ST=California, C=US",dev-login.trellix.com,Musarubra US LLC,www.dev-login.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e3fbdc98c85ca521a55326d189695c2,96147d73cc0516650518606a00241621b24079bd20761a16997ff14e20ac7836,ctls,dev-login.trellix.com,,443,https://dev-login.trellix.com:443,https,nginx,text/html,GET,3.33.152.248,/,-599803935,15.197.151.86,Nginx,185,False,,,,https://dev-login.trellix.com/app/UserHome?iss=https%3A%2F%2Fdev-login.trellix.com&session_hint=AUTHENTICATED,http://localhost:65131,
dev.design.trellix.com,TRELLIX - Sign In,200,23775,trellix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,trellix.okta.com,cloudfront,443,https://dev.design.trellix.com:443,https,nginx,text/html,GET,143.204.215.2,/,-1478827642,143.204.215.93,Nginx,504,False,True,True,,https://trellix.okta.com/oauth2/v1/authorize?client_id=0oa4ci9b7w775tn1A697&response_type=code&scope=openid%20email&redirect_uri=https%3A%2F%2Fdev.design.trellix.com%2F_callback&nonce=18a74336417926b4009594870ab1c796f653d9d101ea8292db2d11b5ce444eb8&state=%2F,*.authenticatorlocalprod.com:65111,
dev.insights.trellix.com,ERROR: The request could not be satisfied,403,919,dev.insights.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=dev.insights.trellix.com, O=Musarubra US LLC, ST=California, C=US",dev.insights.trellix.com,Musarubra US LLC,www.dev.insights.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7d656a7b8a90d6d27247b49db248d827,7a284ed7a2d79e82844fe83808a6a479ff9ccdbb5acec68b4ef46492b3fadfb6,ctls,dev.insights.trellix.com,cloudfront,443,https://dev.insights.trellix.com:443,https,CloudFront,text/html,GET,13.225.78.35,/,1234044300,2600:9000:21f3:e200:4:bc0a:e980:93a1,Amazon Web Services,20,False,True,,,,,
dev01.etp.trellix.com,Trellix - Email Security Cloud,200,2979,dev01.etp.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T09:44:50Z,2023-09-23T09:44:49Z,CN=dev01.etp.trellix.com,dev01.etp.trellix.com,,dev01.etp.trellix.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,7b0384daa638ac7e47edb7b1a6d4416b,5bfa2daea0796236f00d4c2c5d1dd9faa30651dbfc2dec360f2a54fe1872af2f,ctls,dev01.etp.trellix.com,cloudflare,443,https://dev01.etp.trellix.com:443,https,cloudflare,text/html,GET,104.18.15.213,/,-1263832034,2606:4700::6812:ed5,HSTS,80,False,True,,,,,
developer-api.manage.trellix.com,,403,42,developer-api.manage.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",manage.trellix.com,Musarubra US LLC,*.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9d6b61759230c23843bd3c623e7027f2,b42d23a92f253d7d63d9607064c7dd1a1b0583b82d2183fdfd14337b8fa474ce,ctls,developer-api.manage.trellix.com,,443,https://developer-api.manage.trellix.com:443,https,,application/json,GET,35.166.174.192,/,968070783,52.10.161.160,,1,False,,True,,,,
developer.manage.trellix.com,Trellix Developer Portal,200,1539,developer.manage.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-12-09T23:59:59Z,CN=*.manage.trellix.com,*.manage.trellix.com,,*.mvision.mcafee.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7b3b4ce4b51a39a1fc8dce48a25ea37e,099b8e565874f7148ec71fa7635cfcdf2ff9412f09b15925aec0d940f305bb4a,ctls,developer.manage.trellix.com,cloudfront,443,https://developer.manage.trellix.com:443,https,AmazonS3,text/html,GET,18.66.97.6,/,1283798503,18.66.97.35,Amazon Web Services,25,False,True,True,,,,
email.skyhighsecurity.com,,200,101,email.skyhighsecurity.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-12T23:59:59Z,"CN=email.skyhighsecurity.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",email.skyhighsecurity.com,"Cloudflare, Inc.",email.skyhighsecurity.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1ea507d7d6fd5ede7916e5473fee1f4e,4fe190c8b77df3dfc96a59f40b992004b8733dca641773df0675fa93ce850c01,ctls,email.skyhighsecurity.com,cloudflare,443,https://email.skyhighsecurity.com:443,https,cloudflare,text/html,GET,104.17.74.206,/,-1840324437,104.17.72.206,Cloudflare Bot Management,7,False,True,,,,,
emeavpn.trellix.com,,200,315,emeavpn.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-04T00:00:00Z,2024-03-03T23:59:59Z,"CN=vpn.trellix.com, O=Musarubra US LLC, ST=California, C=US",vpn.trellix.com,Musarubra US LLC,pavvpn1.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0d47b25df02120995236d76e1308a7ce,8b2b78c2ccd91423d7f15092a92f464befd6122194d9a8eb90113560d5537dcb,ctls,emeavpn.trellix.com,,443,https://emeavpn.trellix.com:443,https,,text/html,GET,161.69.153.188,/,-1840324437,161.69.153.188,HSTS,9,False,,,True,,,
epo.trellix.com,403 - Forbidden: Access is denied.,403,1233,epo.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-16T00:00:00Z,2023-09-16T23:59:59Z,"CN=lc.trellix.com, O=Musarubra US LLC, ST=California, C=US",lc.trellix.com,Musarubra US LLC,epo.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5c2c40692be8242db675b557071f92ba,4c400c13139bfcd13aff2777d183233f6efc445a225473c4c6792eb154a27970,ctls,epo.trellix.com,,443,https://epo.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,136.179.57.116,/,1631801191,136.179.57.116,Windows Server,30,False,,,,,,
etp-ap-restapi.etp.trellix.com,,404,9,etp-ap-restapi.etp.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T14:56:32Z,2023-09-26T14:56:31Z,CN=etp-ap-restapi.etp.trellix.com,etp-ap-restapi.etp.trellix.com,,etp-ap-restapi.etp.trellix.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffed1432ce142d02e2859e6bc146fb9f,0a7c43faa9806505dffa9a815fd585e2489d40cfac479ce79b871f40169ea66e,ctls,etp-ap-restapi.etp.trellix.com,cloudflare,443,https://etp-ap-restapi.etp.trellix.com:443,https,cloudflare,text/plain,GET,104.18.15.213,/,-738705486,2606:4700::6812:ed5,Cloudflare,1,False,True,,,,,
etp-ca-restapi.etp.trellix.com,,404,9,etp-ca-restapi.etp.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T09:58:56Z,2023-09-26T09:58:55Z,CN=etp-ca-restapi.etp.trellix.com,etp-ca-restapi.etp.trellix.com,,etp-ca-restapi.etp.trellix.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,7ee8acc9808dfa5a6ed27c8b2051f210,312d88db9c8ab4ea5ad6bde4c705630c3a431aa08698508fb240691ceb102954,ctls,etp-ca-restapi.etp.trellix.com,cloudflare,443,https://etp-ca-restapi.etp.trellix.com:443,https,cloudflare,text/plain,GET,104.18.15.213,/,-738705486,2606:4700::6812:ed5,Cloudflare,1,False,True,,,,,
etp-eu-restapi.etp.trellix.com,,404,9,etp-eu-restapi.etp.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T17:58:01Z,2023-09-26T17:58:00Z,CN=etp-eu-restapi.etp.trellix.com,etp-eu-restapi.etp.trellix.com,,etp-eu-restapi.etp.trellix.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,93e0d5e4a6032e146af33771062d687b,c6f0d05447ac4f347a0626fc2a4ccf1b2d312b1c6a70240884d254dfc6628792,ctls,etp-eu-restapi.etp.trellix.com,cloudflare,443,https://etp-eu-restapi.etp.trellix.com:443,https,cloudflare,text/plain,GET,104.18.14.213,/,-738705486,2606:4700::6812:ed5,Cloudflare,1,False,True,,,,,
eu.etp.trellix.com,Trellix - Email Security Cloud,200,2963,eu.etp.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=us.etp.trellix.com, O=Musarubra US LLC, ST=California, C=US",us.etp.trellix.com,Musarubra US LLC,stage-us.etp.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9c32be903170935c4d9091e4d6c2cf09,0ae1fa4a9d66450dcff23f87e6419f8abca4db188316b1a04199db55f2a75e20,ctls,eu.etp.trellix.com,cloudflare,443,https://eu.etp.trellix.com:443,https,cloudflare,text/html,GET,104.18.15.213,/,588645672,2606:4700::6812:fd5,HSTS,80,False,True,,,,,
events.trellix.com,trellix.com,403,582,events.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-13T02:08:34Z,2023-10-11T02:08:33Z,CN=events.trellix.com,events.trellix.com,,events.trellix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7d1351bca8f964843004aca5d6cf5eb6,6d719e8556e2875c7f7bc9b4d55eb0e7156d895e0e4248e45f9dbd9aaa6e763f,ctls,events.trellix.com,fastly,443,https://events.trellix.com:443,https,DataDome,text/html,GET,151.101.2.133,/,-1110427655,151.101.194.133,Varnish,2,False,True,,,,,
experience.trellix.com,Trellix | Revolutionary Threat Detection and Response,200,153274,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,Musarubra US LLC,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,ctls,www.trellix.com,,443,https://experience.trellix.com:443,https,,text/html,GET,2.19.198.179,/,-1840324437,2a02:26f0:3500:12::1730:1798,HSTS,1364,False,,,,https://www.trellix.com/en-us/index.html,,
files-east.trellix.com,,200,1896,files-east.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-08T00:00:00Z,2023-09-08T23:59:59Z,"CN=files.trellix.com, O=Musarubra US LLC, ST=California, C=US",files.trellix.com,Musarubra US LLC,files-west.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b31d4a46db49d01bff025798ebe97c58,f48db000364e7a4a6419ce961f4f038a17c4816972314d7bd8483db1f46e263b,ctls,files-east.trellix.com,,443,https://files-east.trellix.com:443,https,,text/html,GET,44.208.114.83,/,-1215318992,44.208.114.83,HSTS,1,False,,,,,,
files.trellix.com,,200,1896,files.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-08T00:00:00Z,2023-09-08T23:59:59Z,"CN=files.trellix.com, O=Musarubra US LLC, ST=California, C=US",files.trellix.com,Musarubra US LLC,files-west.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b31d4a46db49d01bff025798ebe97c58,f48db000364e7a4a6419ce961f4f038a17c4816972314d7bd8483db1f46e263b,ctls,files.trellix.com,,443,https://files.trellix.com:443,https,,text/html,GET,52.13.171.118,/,-1215318992,52.13.171.118,HSTS,1,False,,,,,,
fileshare-uat-dnv.trellix.com,CrushFTP WebInterface,200,13954,fileshare-uat-dnv.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=supportm-uat.trellix.com, O=Musarubra US LLC, ST=California, C=US",supportm-uat.trellix.com,Musarubra US LLC,uat.communitym.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e2a3984af9223848f9cb933ef6559e70,0f6c2d2f5347d7688648e8b091d26d867929555c2ded68ef5b636566906681a7,ctls,fileshare-uat-dnv.trellix.com,,443,https://fileshare-uat-dnv.trellix.com:443,https,CrushFTP HTTP Server,text/html,GET,38.109.230.53,/,-1022206565,38.109.230.53,,235,False,,,,https://fileshare-uat-dnv.trellix.com/WebInterface/login.html,,
fileshare.trellix.com,CrushFTP WebInterface,200,13954,fileshare.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-06-05T00:00:00Z,2024-06-04T23:59:59Z,"CN=supportm.trellix.com, O=Musarubra US LLC, ST=California, C=US",supportm.trellix.com,Musarubra US LLC,sftp.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5371309b73924c91e419571823169b00,54ba70a62e5cd4ba6353c424920d25f42a783c7a463766a29d7dff13da513d38,ctls,fileshare.trellix.com,,443,https://fileshare.trellix.com:443,https,CrushFTP HTTP Server,text/html,GET,38.109.230.123,/,-1022206565,38.109.230.123,,235,False,,,,https://fileshare.trellix.com/WebInterface/login.html,,
fireside.trellix.com,TRELLIX - Sign In,200,24331,trellix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,trellix.okta.com,,443,https://fireside.trellix.com:443,https,nginx,text/html,GET,199.16.198.110,/,105083909,199.16.198.110,Nginx,504,False,,True,,https://trellix.okta.com/app/trellix_firesideapplication_2/exk3i0y4z9wXebK4z697/sso/saml?SAMLRequest=fZJRb9owFIX%2FSuT3xCYhyWIBEi2ahtptWWHT1hfkJDfFI7EzXwcov34mjK57WJ8sHd9zju6nO0HRNh2f93arHuBXD2i9Y9so5MPHlPRGcS1QIleiBeS25Kv5x3seBox3Rltd6oa8srztEIhgrNSKeMvFlGyKNGFQZCGkdZykVV1UxXiUQFGWcRInWfQOmEjrOqwy4n0Dg845JS7I2RF7WCq0QlknsTDyWeqH2ZqFPBrxmD0Sb%2BG2kUrYwbW1tkNOqTXQNPIY6J0VQalbKrruKm5qaQBlBU5rZDk4NyGF4y6S7Hl8yg7fobgbn5IspYianhcm3vy61K1W2LdgVmD2soSvD%2Fd%2Fa6%2FJwbX%2FXJ0v2CGvTl%2F2tNVV30DQbbshlOLlDX1R4qBGZv8z3t39cOTyP9hvpKqkenqbeHEZQv5hvc79%2FPNqTWaTczQfCJrZS%2FCEvpYnl8P45AKXi1w7Gs%2Fee21aYf%2FfNwpGgyIrvx5Gea%2Bwg1LWEirHqWn04daAsDAl1vRA6OxS%2Bu8Bzn4D&RelayState=https%3A%2F%2Ffireside.trellix.com,login.okta.com,
