input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,webserver,tls_wildcard_certificate,tls_expired,tls_self_signed,csp_domains_,final_url
reach.creditkarma.com,Sign in - Google Accounts,200,607089,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:48Z,2023-10-02T08:21:47Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f3326ff4593e37a7af6a82ce4c770ba,3234e511b50209b2aff25a93e3fdd14f127b548394740cda2a61fc42cdaa5bfb,ctls,accounts.google.com,google,443,https://reach.creditkarma.com:443,https,text/html,GET,34.95.102.132,/,180512520,34.95.102.132,HTTP/3,76,False,True,,,ESF,True,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S402915342%3A1690423786159548&client_id=149112121038-a62qc60fo674uv448dh79002r5rt6sv7.apps.googleusercontent.com&code_challenge=Cjplm4YCY2AdrG2ytMgiXvtsGw2M8KvyX0HCpdZqdT4&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F149112121038-a62qc60fo674uv448dh79002r5rt6sv7.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEdqdn2TJbR27qHhbjSn9q1K8Jim298kbzRzayYp25Q6CwogFMyP4KDa01hWacxzbJnH_YdxhCtaDfLm4-J1E_l2oVjUwOkk_CDXU-R8_dxGU-mGRO4rNTlb_lBreJTdcwoXH3WedOxL4bTl-7SmOQbTyj2v43rwZh7snAahqAEXQdid79SxNR19BDFXO2pm7gAAq6iUnjlj5samv6ftzUwzEhksVyFxZpGeAoO9g_ZCRMdEFOxM3YTorgFKZW6itBw-WrFBNQN-dmE_MnGq0bqeX9BzdIwAjmWpo9SM1WcEVNOc7C1NDtLasV0BKvsNqSEldEPzKM73AX_XWwjgfkbGzIc5KUnTLwf38EwAceSh-lFmkh-TbzwN2NcJ9700GPJleWzV9Hpj_VBQcn12RwwKgK0qoNjZSg2tX_Bd3v37zY5H_abayzuV6TIj91fsMPt11j-BwjsVH6QXITrb1BPPvkv3hy7Ql9FvFo0gn8xmici6_QN81wsaxqeekm6InEDnJzGblVN7n7ay4NOdmyJrguH6FGFXdedgoVkzKPM1A2t4ODSS9OyWIhm0QNjbU3sQUrUjF3b9qxsY3-AVlc_oby80wTWRwCaGsOWobeEOxb9P72UGVoNsGzqzpgXd8W9zqh7CRUN3W7ATzsVd0CBjT9NSiMXEvsfb_zaTYk6O7nQ2IyBJkshQun7HLn_uZ_cZ0KrDH4Y3iu1em5vmkSK_URmH8Sz5ugQtKXez3TNFf0F4vCuJptfqKWvtae26W-NO3XS6XbQpQnWiOYGNTmtcK-H7k4RUoFZcYHb1fXPBrQvds389lrqQ23ZEGCPwgJmF_83bNe3tmzlP4eWzJ1Z_qpbj8aG6i_2xk4Cm5O3a1YC3xYGNJ8R9OjanKVTzf-hBeGHUQ9W2gLAVBROqDiH0uSWOudzTlF4OvPzx6DVznXmiDRIqfezdJdCpJRhyu51m8erQepywj3U7Niup-hWX3Xr2fP5n6DZz30bfJRG5cskGquaT1wx-HMKAq351Hhw19XdktwoPIHdMPnPH4f&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAMUHDdcZzaXLz_p6cOlIhVUaFRBLg31Zr0b_bVxTj62w--GG7DrWvuegWG_XI0KK-Aij_4MM1QisHVeRF5ONi6AWj0XBL0BPYHO1RC0xR_-lFZ6shJOz0cWLltV7gHxsOwhnwi-KaZHom6eIlbFV9bPMN0arsg0kBtCR-JBBLDp3pF7uDz4vH5tChFGlGj7PwaeMWO8GHAliZiyWJh7EMoZVWRsH3SpCV6wPmwXeMkDfLvxU3l1VZYDZHqMppu364nNe-GL2uASAC4SmduSRVa7m1aRy8qQ6CpeLVeNP3ltpd87kepkpm5XPCs_QOXSmRRv971UKaRDmNDSKv6m6nVzyY42EkI_zgtpDOJqOoX8NH_jMEke6Zu-U90z9PFHKISHYNShgWtShopTy0LCCS293nX55sG9ZCOKNZqUmqfNy1CPShNem14hbyisufXY76zLDiNO3SQK51lYMxS93RmLlT_Keg%26as%3DS402915342%253A1690423786159548%26client_id%3D149112121038-a62qc60fo674uv448dh79002r5rt6sv7.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcc5hFGAMgrZhyvUrnw6uXwskN7DW3X82NtjJEnh9j9LV1Ce573TZ15X6kCjFPe5FW67zkbJ2PwwCxdiIR7fLPE0FEgy2Q
sf.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,sf.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,sf.apply.creditkarma.com,,443,https://sf.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://ckgoprod-a.akamaihd.net,
si.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,si.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,si.apply.creditkarma.com,,443,https://si.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://googleads.g.doubleclick.net,
smith.corp.creditkarma.com,Sign in - Google Accounts,200,607197,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:48Z,2023-10-02T08:21:47Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f3326ff4593e37a7af6a82ce4c770ba,3234e511b50209b2aff25a93e3fdd14f127b548394740cda2a61fc42cdaa5bfb,ctls,accounts.google.com,google,443,https://smith.corp.creditkarma.com:443,https,text/html,GET,35.190.21.113,/,-817040079,35.190.21.113,HTTP/3,76,False,True,,,ESF,True,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S1242220056%3A1690423788878642&client_id=149112121038-qel92m1ao0dd4sl9et4j78smfi6ddsvf.apps.googleusercontent.com&code_challenge=78LZPXQ1fgU8oo7fYKMTpipHLS759FhFWgjkBWV5Nb0&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F149112121038-qel92m1ao0dd4sl9et4j78smfi6ddsvf.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEZGQy2uKuuczDB7m-TPFmc9jNf-NpSkcvJcvVcm302bm0GDOapV755l6EoKiMSFBCXwwyfLqU9ZPjTBG06xrzhpOpwR8M-7oQl6u7lQRqQbUcZ4SDGiSJPWC0L-1om0pPpMcf77EqaVZxg-tPUsB0lm_zXZmZzO2UuE4zm6RdgHl1H835szdZ7v60BVGv-q8hGjO3D4EnMEw5ZWqsOdEiE6LnnluYMSTbQ9OrRFhOXxFJHKZ552h8S6YjCUpHxQeg0rYJ3jN8imnbrprCkE763YBnDyjYb2mqPXKfAX18eoKZ7dv3P0SR0nAVcLt6DcEgdWhiyxDlsf0WCVIrkPg7HkjPlomsHw4FLN1a-OafM6qG7_OXUF8hFaaUMEZ9sO-PhgjvTNVlnejjiGK3uSYM0qSQCRGTRFMdfHhtdgTyokOUWnZFcpWX3MyqFMFuiDNBO9kA56sxs71KBBZ3y23GhlK8XHZr5yodcUSJUhKU7Mm2bhA9PzNCaXRaQggbogAydM69szEGYGC-bvDjDdFGUWYJBkRzG-gHuA8bo5HohOxbwuBlmgO8bZt9U1I-S2xwLd-p2LWjyhbHxSMhXHWriwKYprXnmQEb1HroCecENJ1NDB8x6p0GCg25judWxeK_yWRJpu30QH4IW3oLkPoE4oTk1JrjSFnNnK6kfmUO-6rW4O3vhiAzbJnVZN4on8ddhHiri37TundRZDrZkMZ5DRLop-QNTDGqhfg519RiGnxb0S73lP2PTz2dy7u0hMYgbWPJPH2CsJVECAO7dPGnu7Dm9J16Zm0bGU78YktJJfU0uYJmAUSbkTxxDBdo8xvHHT75BvMW55-1gxShQrPWW5kz0fyE6xtDaJ_7bn0t5UgTY_r0dnpCQtX6M7zmRnuLhIXdY3LKBTCfF6ELxQbrlqPHCDv-Ouk6SKrw8PkyEdDc-RJv6mgtsW02u7Iw5XeNT6j-l018NMwuC-jIJ4QUHuHgO4g6xYipieEdjX-dqippijrukFx4_jjNP6iH6SIEJcy-lC97wUG0PworTmpUHgwVVp9lkeUOfUrAHA&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAMphPUQOrinUSG4hjTH7A5WQT87FVZYMsqU8VOCnT3JwOAYqLn-oHXyjP1c5JTK-wyJRD6c2yZWqy3wG9TyXP2DrnufX3nFoUKlFVljn_KXpNzRjkPf7evaGlO_RfOtlCUUQL7M70ok-jXpW9yu0Fe_pNIIl6TUHCV-zOfSgZ2da5U3EzEhVZPUhwygzmKDGzHDuwe-QcQ_7IR-xYiid-F6MUNFRNgHD2FUMGA6obNZcSk_og59e47B1uiGPspYnre-5PudBDNuuY05tfxhTdk9o2stcY6qpa2nlvWpB8hm92-HB4IPc_GvO6KwBr3cAflf9RiQG39WvtSJ11pNiphD1SpZbdqYTAZfO9sNo211E9xQB07OC6bO2d6VrGFDxjPknLGgMbmR9JKwKJN3bx3OAA1oU-ksmFmtu2vQyGP0Am0FAyWqosnQAU6DbG3fNnU8itXQS8EfVwJ2LAa4qe7Rr1qp_A%26as%3DS1242220056%253A1690423788878642%26client_id%3D149112121038-qel92m1ao0dd4sl9et4j78smfi6ddsvf.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxceQFKuI0Hy3VhIYK9f8arSQ4k1Sa6Y2KWD6gf_pSJbl_ix5dJ_410tglQXIvF6StfGnuuJHlnQkLcwxAW1R3COdzwwpVQ
so.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,so.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,so.apply.creditkarma.com,,443,https://so.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://player.vimeo.com,
splunk.corp.creditkarma.com,403,403,134,splunk.corp.creditkarma.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-11T00:00:00Z,2024-07-30T23:59:59Z,"CN=splunk.ckint.io, O=Credit Karma LLC, L=Oakland, ST=California, C=US",splunk.ckint.io,splunk.corp.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b2914cf92b1755309ad9829c1f5414d4,35fb01bf8ce9867e7bb46fe6fcd9751b6ac5d0b9d15f55786c79a5bbdbc038b4,ctls,splunk.corp.creditkarma.com,google,443,https://splunk.corp.creditkarma.com:443,https,text/html,GET,34.120.165.167,/,1723221432,34.120.165.167,HTTP/3,1,False,True,,Credit Karma LLC,,,,,,
sponge.creditkarma.com,,500,,sponge.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.creditkarma.com,creditkarma.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,1283eddf4681da89db0843c414d66c9f,68c475f0052277c488fda143d042d78be3c5c45faa83c9ae4c4f542e084497a7,ctls,sponge.creditkarma.com,,443,https://sponge.creditkarma.com:443,https,,GET,95.101.148.50,/,-1840324437,95.101.148.50,HSTS,1,False,,,"Credit Karma, LLC",CK-FG-server,True,,,,
stage.newton.creditkarma.com,Sign in - Google Accounts,200,606890,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:48Z,2023-10-02T08:21:47Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f3326ff4593e37a7af6a82ce4c770ba,3234e511b50209b2aff25a93e3fdd14f127b548394740cda2a61fc42cdaa5bfb,ctls,accounts.google.com,google,443,https://stage.newton.creditkarma.com:443,https,text/html,GET,35.227.240.187,/,798090325,35.227.240.187,HTTP/3,76,False,True,,,ESF,True,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S1007662483%3A1690423788882893&client_id=217344431987-k0765ts3g1sv0ljg797h1tafcuvnj136.apps.googleusercontent.com&code_challenge=sLhvluXdh2eXPAH4PZCzZwdav775Ss77tXNAe8GiQBs&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F217344431987-k0765ts3g1sv0ljg797h1tafcuvnj136.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAE52zgT_CkxEhtohPC1BZB5N8yWkxudt9yUnExIgHludDeHI5x4dBaz1KdSWAUv435H4rymLY5nh-FYoSLA3921VSWzXo2RIEw26meP7bwUDlbb11XjRVqiBH7vWQvAl5wT_eu0Vvb3NHCymr2gdvonJlKtNCeTG9f_eM5Bh-cpm0rayoEHmC6efpBBGKhI6HynW94P4TFL-UfzTxZuTyu_7hWqKJlTqoEBKLss4blmP0gNY3D7KGnX0Go1NjOnTIYqfr0FkDFd66jzzeDGS4d_l1JoWQfg8YxK0F4NyRkuqmPa7Em8rLXb8wqluENJd6I7u2XkWsEhnypK8Z0rlsBfcR_ZjzWsHLFYs467wludmHv5Jm6GJZtbzRvkBU_IG4wZxC_d2Z3A-XlB56k6Jgc7600ZKf2VTF1TvJnxu9tuFHUAP6sUnccQXgwiVU67sodGso7DW2Yi3WJoB2rUAIVtLZAuEdTSaYiU-HqrQUY5vVXhtXpygVYyPcwGACmN_hBhR4H9CCmo8pGydV4qjl7PBh9eeySb9mEBhEdsmcvvZ5MpW5mgtOJrjt7ARtEfsUW1ScxSxTevadHY-a5XN3W5_n9ufVy6jJfYagr9XT1yx8-M5817H--yGdzvmklGKBb5fjCCMnSkx4u23shVlNVYQo4S0gn7n0WbdREbDnDw0bKImJGryluZ8B-ABBwP9c3rYpuFveAG_OP4ZPxegvCrQFGvryVS-871twG_CaJ4UdJnWcfsgVQdx1r_PI0ZupBxREwF_zbOXt_HS82b7CBbCbeqf7gPp6XdK9UtiBYV-3HU1cb3v1nlpRTKlvxuX5Q2baKY_AMpoATvO0MOhl6X3IPDsNo4Qzdag0ETuGew_fuNOY57YZQ0WoToiQ396W13uGcjUjhjcNquWEamA9oSWKoiNi1Y1J5P3bPxpII5wFpFlrWp97KbNuezlUZjrC6i8I8LaMrd7SM4SZLDzLLooqAXALFxZSuOZFN-41SxXbfaH1Q5cpiNx2bnkJnItqzn3TYz3cbozl4WtjW4KoOjyGuz8A8Cr9xwcMc2I0jQT_jSw&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANywHrv9hlVkJwIyXKeX_bUElX4v1r_ioKV4CW_WBbEbicpEfIJAFpPyd5vBABC7YQmE26_I_KGh5EYQhbSSs4epeTYZ_IJmVT7npXmbpLBFA0Ue_MbVHA2QgnhfeSxRVbU1cG0hBPgSKLRSFJ1wwJz6_ZNWpnO5eDlIirJWIVJPeEQ5tfwBkdLPY7Lggeay7jWJOOREs_TQvdaOAwgHA0qCuzFWnjijXr_WmUTdUFk57i2E78yROIYKSq0jLo3CwpiJD4pAknFcdzU0SXnFTuq4gksFZY8JaHs58YTYLvW603kedEvpzAmo4FUCix6UEKq4vMuKwin_ZnKhHwJ5Sf0UCzdwQDXMk57-4KSkW93gXKSqjkVuARjZTQoyQUbQjKuLKCZcGgIVc_4c4OXF7UaDYwdHcFlRBW5mfUA3Rfit3BXjo3ODi6541uPd1yJsY51AWLPA_uk2Accj0KytTji0aZMMQ%26as%3DS1007662483%253A1690423788882893%26client_id%3D217344431987-k0765ts3g1sv0ljg797h1tafcuvnj136.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxce7J-MJmSTrZ88zjRLQVKdLfPqq5X3fUNZjseFIK_FBqs8Z5X7UzBGlby1mCQPgYy-Wx8riLM46xDaUDyMLX9txESXl2Q
staging.us-central1.creditkarma.com,403,403,134,staging.us-central1.creditkarma.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.creditkarma.com,creditkarma.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,6997db1b3055e2c87b82492f36a1f974,a5ea2dcbbaf441c28a8120cda60bced8dc12b8742bafc4c5ce2976644779681f,ctls,staging.us-central1.creditkarma.com,google,443,https://staging.us-central1.creditkarma.com:443,https,text/html,GET,35.186.245.77,/,1723221432,35.186.245.77,HTTP/3,1,False,True,True,"Credit Karma, LLC",,True,,,,
support.creditkarma.ca,Credit Karma Customer Community,200,123398,support.creditkarma.ca,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-22T00:00:00Z,2024-06-21T23:59:59Z,"CN=support.creditkarma.ca, O=Credit Karma LLC, L=Oakland, ST=California, C=US",support.creditkarma.ca,support.creditkarma.ca,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d66ba4b254036338a7f98db7412046d6,fb30ce690170969401d2194a0fe79c8b5f44b7bce44877b4255b591d55f864a2,ctls,support.creditkarma.ca,,443,https://support.creditkarma.ca:443,https,text/html,GET,85.222.140.6,/,1433417005,85.222.140.11,HSTS,758,False,,,Credit Karma LLC,sfdcedge,,,,https://players.brightcove.net,https://support.creditkarma.ca/s/?language=en_CA
support.creditkarma.com,Ck_Member Community,200,126172,support.creditkarma.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-22T00:00:00Z,2024-06-21T23:59:59Z,"CN=support.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",support.creditkarma.com,support.creditkarma.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,484ecd2265d42badf0b0528011b7e339,5d62e34b249978834dc86360fa311cd9943c0bdbd0b48eb170f2f1a6cdf030e6,ctls,support.creditkarma.com,,443,https://support.creditkarma.com:443,https,text/html,GET,85.222.140.6,/,1433417005,85.222.140.11,HSTS,854,False,,,Credit Karma LLC,sfdcedge,,,,https://player.vimeo.com,https://support.creditkarma.com/s/
tags.creditkarma.ca,,200,3501,tags.creditkarma.ca,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.creditkarma.ca, O=Credit Karma LLC, L=Oakland, ST=California, C=US",*.creditkarma.ca,creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ea34f113511c3c24ebe246c117a8497,165b52ca54b4108436d12bdf9f1dfcc71eed38ddb4ca9a2488eb7b17077a8d5e,ctls,tags.creditkarma.ca,,443,https://tags.creditkarma.ca:443,https,text/html,GET,23.36.237.242,/,-2108869490,23.36.237.242,Linkedin Ads,69,False,,,Credit Karma LLC,CK-FG-server,True,,,https://www.google.com.af,
tags.creditkarma.com,,200,3501,tags.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.creditkarma.com,creditkarma.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,1283eddf4681da89db0843c414d66c9f,68c475f0052277c488fda143d042d78be3c5c45faa83c9ae4c4f542e084497a7,ctls,tags.creditkarma.com,,443,https://tags.creditkarma.com:443,https,text/html,GET,23.52.120.75,/,1592455775,23.52.120.75,Linkedin Ads,69,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://trkn.us,
tax.creditkarma.com,Log in - Free Credit Score & Free Credit Reports With Monitoring | Credit Karma | Credit Karma,200,161646,www.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-12T00:00:00Z,2024-06-04T23:59:59Z,"CN=www.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US, serialNumber=7841076, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.creditkarma.com,creditkarma.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,84d9052aadc804f3f9f440965120c0b4,e43227820c866f0b5cd38cce04c3404debbf10818faf0b7b2ff04033f0c81d5d,ctls,www.creditkarma.com,,80,http://tax.creditkarma.com:80,http,text/html,GET,23.210.120.84,/,-351731874,23.210.120.84,React,275,False,,,Credit Karma LLC,CK-FG-server,,,,https://www.googleadservices.com,https://www.creditkarma.com/auth/logon?redirectUrl=https%3A%2F%2Fwww.creditkarma.com%2Ffinances
taxhelp.creditkarma.com,Security check,403,6647,taxhelp.creditkarma.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-06T00:00:00Z,2023-12-01T23:59:59Z,"CN=help.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US, serialNumber=7841076, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",help.creditkarma.com,help.creditkarma.ca,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,8af4fc0438940aa8ba2c44059d757aaa,9570c95c7cf9b1176827cca8d25182071d928185f383289490f08f32a55022b5,ctls,taxhelp.creditkarma.com,cloudflare,443,https://taxhelp.creditkarma.com:443,https,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,32,False,True,,"Credit Karma, LLC",cloudflare,,,,,https://taxhelp.creditkarma.com/hc/en-us
taxsupport.creditkarma.com,Log in - Free Credit Score & Free Credit Reports With Monitoring | Credit Karma | Credit Karma,200,161837,www.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-12T00:00:00Z,2024-06-04T23:59:59Z,"CN=www.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US, serialNumber=7841076, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.creditkarma.com,creditkarma.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,84d9052aadc804f3f9f440965120c0b4,e43227820c866f0b5cd38cce04c3404debbf10818faf0b7b2ff04033f0c81d5d,ctls,www.creditkarma.com,,80,http://taxsupport.creditkarma.com:80,http,text/html,GET,95.101.148.50,/,151712002,95.101.148.50,React,277,False,,,Credit Karma LLC,CK-FG-server,,,,https://js-agent.newrelic.com,https://www.creditkarma.com/auth/logon?redirectUrl=https%3A%2F%2Fwww.creditkarma.com%2Ffinances
track.creditkarma.ca,,404,19,track.creditkarma.ca,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.creditkarma.ca,,443,https://track.creditkarma.ca:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.creditkarma.com,,404,19,track.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.creditkarma.com,,443,https://track.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
