new,host,ttl,a,cname,soa,status_code,cdn,cdn-name,ns,caa,txt,mx,aaaa,has_internal_ips,internal_ips
,mon01.int.creditkarma.com,3050,10.179.98.42,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,True,10.179.98.42
,money.creditkarma.com,300,,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email include:mailgun.org ~all,,,,
,ncfcu.creditkarma.com,300,72.32.27.148,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
,newton.creditkarma.com,60,,,"{'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
,nexus.creditkarma.com,3600,206.169.134.44,nexus.sjc1.creditkarma.com,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,nexus.iad1.creditkarma.com,60,,,"{'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,nexus.sjc1.creditkarma.com,134,,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,notifications.creditkarma.com,300,,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,notifications4.creditkarma.com,196,,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,v=spf1 include:notifications4.creditkarma.com._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,"mxb.mailgun.org, mxa.mailgun.org",,,
,notifications6.creditkarma.com,300,,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,v=spf1 include:notifications6.creditkarma.com._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,"mxa.mailgun.org, mxb.mailgun.org",,,
,notifications7.creditkarma.com,300,,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,v=spf1 include:notifications7.creditkarma.com._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,"mxb.mailgun.org, mxa.mailgun.org",,,
,o3983.email.em.creditkarma.com,300,,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,o3984.email.em.creditkarma.com,3024,223.165.113.182,,"{'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,o3985.email.em.creditkarma.com,3600,223.165.113.183,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,o3986.email.em.creditkarma.com,3600,223.165.113.184,,"{'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,o3987.email.em.creditkarma.com,3600,223.165.113.185,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
,o4694.e.email.money.creditkarma.com,3600,223.165.119.214,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,o4695.e.alert.money.creditkarma.com,3600,223.165.119.215,,"{'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
,o5112.e.testing.money.creditkarma.com,300,223.165.121.187,,"{'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'dns1.p03.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1652127587, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 60}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'creditkarma.com', 'ns': 'a1-204.akam.net', 'mailbox': 'hostmaster.creditkarma.com', 'serial': 2022121230, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,
,om.apply.creditkarma.com,3600,84.53.167.204,"apply.creditkarma.com.edgekey.net, e10670.b.akamaiedge.net","{'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073232, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073232, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073232, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073234, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073234, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,,
,oo.apply.creditkarma.com,3600,23.67.132.87,"apply.creditkarma.com.edgekey.net, e10670.b.akamaiedge.net","{'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073213, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073232, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073232, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073232, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073229, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719073232, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,,
