new,host,a,soa,status_code,cdn,cdn-name,cname,txt,aaaa,ns,mx,caa,has_internal_ips,internal_ips,ptr
[x],j2ci-048.rvsresolver.centcom.mil,,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-049.rvsresolver.centcom.mil,214.27.127.49,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-050.rvsresolver.centcom.mil,214.27.127.50,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-052.rvsresolver.centcom.mil,214.27.127.52,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-058.rvsresolver.centcom.mil,214.27.127.58,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-061.rvsresolver.centcom.mil,,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-063.rvsresolver.centcom.mil,214.27.127.63,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-066.rvsresolver.centcom.mil,214.27.127.66,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-069.rvsresolver.centcom.mil,214.27.127.69,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-070.rvsresolver.centcom.mil,214.27.127.70,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-075.rvsresolver.centcom.mil,214.27.127.75,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-076.rvsresolver.centcom.mil,214.27.127.76,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-078.rvsresolver.centcom.mil,,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-079.rvsresolver.centcom.mil,214.27.127.79,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-080.rvsresolver.centcom.mil,214.27.127.80,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-081.rvsresolver.centcom.mil,,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-082.rvsresolver.centcom.mil,214.27.127.82,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-083.rvsresolver.centcom.mil,214.27.127.83,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-090.rvsresolver.centcom.mil,214.27.127.90,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-091.rvsresolver.centcom.mil,214.27.127.91,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-095.rvsresolver.centcom.mil,214.27.127.95,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-096.rvsresolver.centcom.mil,214.27.127.96,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-102.rvsresolver.centcom.mil,214.27.127.102,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-104.rvsresolver.centcom.mil,214.27.127.104,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-110.rvsresolver.centcom.mil,214.27.127.110,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-111.rvsresolver.centcom.mil,214.27.127.111,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-112.rvsresolver.centcom.mil,214.27.127.112,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-119.rvsresolver.centcom.mil,214.27.127.119,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-120.rvsresolver.centcom.mil,,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-121.rvsresolver.centcom.mil,214.27.127.121,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-124.rvsresolver.centcom.mil,214.27.127.124,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-130.rvsresolver.centcom.mil,214.27.127.130,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-131.rvsresolver.centcom.mil,214.27.127.131,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-132.rvsresolver.centcom.mil,214.27.127.132,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-136.rvsresolver.centcom.mil,,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-137.rvsresolver.centcom.mil,,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-138.rvsresolver.centcom.mil,214.27.127.138,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-140.rvsresolver.centcom.mil,214.27.127.140,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-141.rvsresolver.centcom.mil,214.27.127.141,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-149.rvsresolver.centcom.mil,214.27.127.149,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-150.rvsresolver.centcom.mil,214.27.127.150,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-154.rvsresolver.centcom.mil,214.27.127.154,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-161.rvsresolver.centcom.mil,214.27.127.161,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-162.rvsresolver.centcom.mil,214.27.127.162,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-164.rvsresolver.centcom.mil,214.27.127.164,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-170.rvsresolver.centcom.mil,214.27.127.170,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-171.rvsresolver.centcom.mil,214.27.127.171,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-172.rvsresolver.centcom.mil,214.27.127.172,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-180.rvsresolver.centcom.mil,214.27.127.180,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-181.rvsresolver.centcom.mil,214.27.127.181,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-182.rvsresolver.centcom.mil,214.27.127.182,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-183.rvsresolver.centcom.mil,,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-185.rvsresolver.centcom.mil,214.27.127.185,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-187.rvsresolver.centcom.mil,214.27.127.187,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-190.rvsresolver.centcom.mil,214.27.127.190,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-192.rvsresolver.centcom.mil,214.27.127.192,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-193.rvsresolver.centcom.mil,214.27.127.193,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-194.rvsresolver.centcom.mil,214.27.127.194,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-201.rvsresolver.centcom.mil,214.27.127.201,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-204.rvsresolver.centcom.mil,,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-205.rvsresolver.centcom.mil,214.27.127.205,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-208.rvsresolver.centcom.mil,214.27.127.208,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-215.rvsresolver.centcom.mil,214.27.127.215,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-221.rvsresolver.centcom.mil,214.27.127.221,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-224.rvsresolver.centcom.mil,214.27.127.224,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-229.rvsresolver.centcom.mil,214.27.127.229,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-230.rvsresolver.centcom.mil,214.27.127.230,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-234.rvsresolver.centcom.mil,214.27.127.234,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-236.rvsresolver.centcom.mil,214.27.127.236,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-238.rvsresolver.centcom.mil,214.27.127.238,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-240.rvsresolver.centcom.mil,214.27.127.240,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-241.rvsresolver.centcom.mil,214.27.127.241,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-251.rvsresolver.centcom.mil,214.27.127.251,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],j2ci-252.rvsresolver.centcom.mil,214.27.127.252,,NOERROR,,,,,,,,,,,
[x],j643-c311.yokota.af.mil,,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],ja.navsisa.navy.mil,163.249.32.164,"ns1.csd.disa.mil, disa\.tinker\.ie\.list\.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],jaawin-fw.afwa.af.mil,131.7.252.42,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jac.eucom.mil,,"nediacdn1v002u.dodiis.mil, please_set_email.absolutely.nowhere",NOERROR,,,,"v=spf1, a:nediacapp0068n.dodiis.mil, a:nediacapp0069n.dodiis.mil, mx=jac.eucom.mil, ~all, v=spf1 mx ip4:214.3.138.55/32 ip4:214.3.138.58/32 include:_spf.eemsg.mail.mil -all",,"nediacd003u.dodiis.mil, nediacd004u.dodiis.mil","pri-jeemsg.eemsg.mail.mil, sec-jeemsg.eemsg.mail.mil, nediacapp0068n.dodiis.mil, nediacapp0069n.dodiis.mil",,,,
[x],jacks.jpeocbd.osd.mil,,"ns01.army.mil, usarmy\.huachuca\.netcom\.mesg\.epdns-global.army.mil",NOERROR,,,"jacks.jpeocbd.army.mil, jacks.jpeocbrnd.army.mil",,,,,,,,
[x],jackson.armylive.dodlive.mil,,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"www.dodlive.mil.edgekey.net, e17101.dscb.akamaiedge.net",,,,,,,,
[x],jackson.nrl.navy.mil,132.250.134.183,"ns1.nrl.navy.mil, hostmaster.nrl.navy.mil",NOERROR,,,,,2001:480:20:134:cad3:ffff:fe6a:113f,,,,,,
[x],jacksonville.tricare.mil,23.215.16.146,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"tricare2.mil.edgekey.net, e3146.dsca.akamaiedge.net",,"2a02:26f0:480:5a2::c4a, 2a02:26f0:480:5aa::c4a",,,,,,
[x],jag.navylive.dodlive.mil,104.98.136.74,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"www.dodlive.mil.edgekey.net, e17101.dscb.akamaiedge.net",,"2a02:26f0:c900:29f::42cd, 2a02:26f0:c900:29d::42cd",,,,,,
[x],jagreporter.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],jagu.army.mil.apps.gcds.disa.mil,,"ns01.army.mil, usarmy\.huachuca\.netcom\.mesg\.epdns-global.army.mil",NOERROR,,,origin-jagu.army.mil,,,,,,,,
[x],jagusaf.jag.af.mil.apps.gcds.disa.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jagusaf.jag.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1124.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jagusaf.jag.af.mil.edgekey.dmz.akamai.csd.disa.mil,214.48.248.147,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,e1124.d.akamaiedge.akamai.csd.disa.mil,,,,,,,,
[x],jalogon.jag.af.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jalogon.jag.af.mil.apps.gcds.disa.mil, gcdsaf13.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1095.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],japan.usmc.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],jb-aristotle.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],jb-cbat-stg.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],jb-dmdc.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],jb.mil,,"shepherd.dma.mil, hostmaster.dma.mil",NOERROR,,,,,,"beast.dma.mil, kaucher.dma.mil, beauty.dma.mil, russell.dma.mil",,,,,
[x],jbab.joint.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],jber.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],jble.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],jbphhportal.nmci.navy.mil,138.163.146.83,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,c27spswbprlh13.nmci.navy.mil,,,,,,,,
[x],jbsa.dod.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],jbsa.mil,,"ns01.army.mil, usarmy\.huachuca\.netcom\.mesg\.epdns-global.army.mil",NOERROR,,,,v=spf1 mx include:_spf.eemsg.mail.mil ~all,,"ns02.army.mil, ns03.army.mil, ns01.army.mil",,,,,
[x],jbstg-dmdc.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],jccs-ws1.nit.disa.mil,192.207.74.2,,NOERROR,,,,,,,,,,,
[x],jcisfa.jcs.mil,143.84.167.39,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],jcoc.osd.mil,52.61.43.226,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],jcs.dod.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],jcs.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],jcs.mil,,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,v=spf1 a ip4:198.250.0.0/24 ip4:198.250.1.0/24 ip4:198.250.68.0/24 ip4:198.250.83.0/24 ip4:199.208.239.0/24 ip4:130.16.43.0/24 ip4:140.185.212.0/24 ~all,,"dns-pub-f2-u.pentagon.mil, dns-pub-f1-u.pentagon.mil, dns-pub-f3-u.pentagon.mil","mta1.js.mil, mta2.js.mil",,,,
[x],jcse-gig.rvsresolver.centcom.mil,"214.27.14.106, 214.27.14.107","localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],jcse.mil,,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,v=spf1 include:_spf.eemsg.mail.mil -all,,"dns1.nipr.mil, dns2.nipr.mil, dns3.nipr.mil, dns4.nipr.mil, dns5.nipr.mil, dns6.nipr.mil",,,,,
[x],jcu.mil,,"ns1.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,"ns.jtfgno.mil, ns.cybercom.mil, ns1.csd.disa.mil",,,,,
[x],jcw-nipr-ra01.jten.mil,199.112.136.90,"ns3.jten.mil, hostmaster.jten.mil",NOERROR,,,,,,,,,,,
[x],jcxs.etcx.dla.mil,,,NOERROR,,,jcxs.etcx.gtm-ext.dla.mil,,,,,,,,
[x],jd1110456.osd.mil,,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],jddt.osd.mil,,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],jdeis.osd.mil,,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],jdiadfs.jdi.socom.mil,"198.98.83.239, 209.22.228.134, 209.22.222.40","ns1.socom.mil, hostmaster.socom.mil",NOERROR,,,,,,"ns2.socom.mil, ns1.socom.mil",,,,,
[x],jdl-dev.jten.mil,199.112.138.77,"ns3.jten.mil, hostmaster.jten.mil",NOERROR,,,,,,,,,,,
[x],jdl-qa.jten.mil,,"ns3.jten.mil, hostmaster.jten.mil",NOERROR,,,,,,,,,,,
[x],jdms.nmci.navy.mil,138.162.9.73,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],jdmt.jitc.disa.mil,198.154.64.13,"nit-dns1.nit.disa.mil, JITCFHUNITHelpDesk2.disamil",NOERROR,,,,,,,,,,,
[x],jecc.mil,,"tcblads02.ustranscom.mil, hostmaster.ustranscom.mil",NOERROR,,,,v=spf1 ip4:214.3.17.235 ip4:214.4.156.235 -all,,"glb2.ustranscom.mil, tcblads02.ustranscom.mil, tcjcads01.ustranscom.mil, glb1.ustranscom.mil",,,,,
[x],jedmics.af.mil,214.48.244.118,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jedmics.af.mil.apps.gcds.disa.mil, gcdsaf13.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1095.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jedmics.hill.af.mil,137.241.244.105,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jedmics.robinsrrf.robins.af.mil,,,NOERROR,,,jedmics.robinsrrf.robins.af.mil.apps.gcds.disa.mil,,,,,,,,
[x],jedmicsweb.logcom.usmc.mil,192.156.74.130,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,ers1129.logcom.usmc.mil,,,,,,,,
[x],jeds.gds.disa.mil,156.112.110.124,"ns1.csd.gds.disa.mil, disa\.meade\.esd\.list\.es312-ccc-hostmaster.mail.mil",NOERROR,,,,,,,,,,,
[x],jedt3.jedt.dev.jtt.jten.mil,,"ns3.jten.mil, hostmaster.jten.mil",NOERROR,,,,,,,,,,,
[x],jenkins.cdl.af.mil,52.61.120.214,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jenkins.codenest.chs.spawar.navy.mil,163.240.7.41,"nsm.niwc.navy.mil, hostmmaster.niwc.navy.mil",NOERROR,,,,,2001:480:610:1007::41,,,,,,
[x],jenkins.devforce.disa.mil,,"ns1.csd.disa.mil, disa.tinker.ie.list.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],jenkins.lift.mhpcc.hpc.mil,140.31.204.87,"ns1.mhpcc.hpc.mil, root.ns1.mhpcc.hpc.mil",NOERROR,,,,,2001:480:120:54::87,,,,,,
[x],jenkins.oci.cdl.af.mil,,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jenkins.pica.hpc.mil,131.92.194.227,"ns01.army.mil, usarmy\.huachuca\.netcom\.mesg\.epdns-global.army.mil",NOERROR,,,,,,,,,,,
[x],jet-webnas.afwa.af.mil,131.7.251.18,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jet.afwa.af.mil,131.7.253.50,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jet15gis1.us.af.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jet15gis1.us.af.mil.apps.gcds.disa.mil, gcdsaf4.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1082.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jet15gis2.us.af.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jet15gis2.us.af.mil.apps.gcds.disa.mil, gcdsaf4.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1082.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jet15gis3.us.af.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jet15gis3.us.af.mil.apps.gcds.disa.mil, gcdsaf4.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1082.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jet15rhq.us.af.mil,140.175.210.131,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jet17gis1.us.af.mil,,,NOERROR,,,jet17gis1.us.af.mil.apps.gcds.disa.mil,,,,,,,,
[x],jet17gis2.us.af.mil,,,NOERROR,,,jet17gis2.us.af.mil.apps.gcds.disa.mil,,,,,,,,
[x],jet17gis3.us.af.mil,214.48.244.118,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jet17gis3.us.af.mil.apps.gcds.disa.mil, gcdsaf13.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1095.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jet21gis2.us.af.mil,,,NOERROR,,,jet21gis2.us.af.mil.apps.gcds.disa.mil,,,,,,,,
[x],jet21rhq.us.af.mil,131.7.251.233,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jet25gis2.us.af.mil,214.48.248.118,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jet25gis2.us.af.mil.apps.gcds.disa.mil, gcdsaf13.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1095.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jet25gis3.us.af.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jet25gis3.us.af.mil.apps.gcds.disa.mil, gcdsaf13.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1095.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jet26gis1.us.af.mil,,,NOERROR,,,jet26gis1.us.af.mil.apps.gcds.disa.mil,,,,,,,,
[x],jet26gis2.us.af.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jet26gis2.us.af.mil.apps.gcds.disa.mil, gcdsaf3.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1081.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jet28gis1.us.af.mil,153.25.187.252,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jet28gis2.sc.afcent.af.mil,,"ns1.afcent.af.mil, nest.systems.nosc.afcent.af.mil",NOERROR,,,,,,,,,,,
[x],jet28rhq.sc.afcent.af.mil,153.25.187.253,"ns1.afcent.af.mil, nest.systems.nosc.afcent.af.mil",NOERROR,,,,,,,,,,,
[x],jet28rhq.us.af.mil,153.25.187.253,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jetgis1.afwa.af.mil,,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jetgis2.afwa.af.mil,131.7.253.52,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jetows.afwa.af.mil,131.7.253.55,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],jfac.navy.mil,198.91.64.44,"ons1.nswc.navy.mil, hostmaster.nswc.navy.mil",NOERROR,,,,"v=spf1, ip4:199.10.10.25 ip6:2001:480:501:107::25, ip4:198.91.70.25 ip6:2001:480:501:1006::25, ip6:2001:480:a0:f003::234 ip6:2001:480:b0:f003::234, ip4:140.32.61.234 ip4:140.32.59.234 -all",2001:480:501:5501::44,"ons2.nswc.navy.mil, ons1.nswc.navy.mil",,,,,
[x],jfsc.dod.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],jgu-svr-smtp-01.jtfgtmo.southcom.mil,,"ehuibdns01.southcom.mil, southcom\.miami\.7-sig-cmd\.mbx\.omb-nec-southcom-netmgt.mail.mil",NOERROR,,,,,,,,,,,
[x],jgu-svr-smtp-02.jtfgtmo.southcom.mil,130.22.190.78,"ehuibdns01.southcom.mil, southcom\.miami\.7-sig-cmd\.mbx\.omb-nec-southcom-netmgt.mail.mil",NOERROR,,,,,,,,,,,
[x],jhits.nctamspac.nmci.navy.mil,138.163.146.50,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],jhns.internal.dma.mil,,"shepherd.dma.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],jhns.release.dma.mil,,"shepherd.dma.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],jiatfsvpn.jiatfs.southcom.mil,130.22.48.8,"ehuibdns01.southcom.mil, southcom\.miami\.7-sig-cmd\.mbx\.omb-nec-southcom-netmgt.mail.mil",NOERROR,,,,,,,,,,,
[x],jieengb.army.mil.apps.gcds.disa.mil,214.48.248.37,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"jieengb.army.mil.edgekey.dmz.akamai.csd.disa.mil, e1014.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],jieengb.army.mil.edgekey.dmz.akamai.csd.disa.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,e1014.d.akamaiedge.akamai.csd.disa.mil,,,,,,,,
[x],jira.devforce.disa.mil,52.222.32.18,"ns1.csd.disa.mil, disa.tinker.ie.list.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],jira.devops.nswccd.navy.mil,,"extns1.dt.navy.mil, root.extns1.dt.navy.mil",NOERROR,,,,,,,,,,,
[x],jira.jten.mil,199.112.138.64,"ns3.jten.mil, hostmaster.jten.mil",NOERROR,,,,,,,,,,,
