new,host,a,soa,status_code,ns,has_internal_ips,internal_ips,cname,cdn,cdn-name,aaaa,caa,mx,txt
,internalnpr.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,intranet.sbb.ch,52.174.193.210,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-urlredirect-api.azurewebsites.net, waws-prod-am2-115.sip.azurewebsites.windows.net, waws-prod-am2-115.westeurope.cloudapp.azure.com",True,azure,,,,
,intsmp.sbb.ch,194.150.244.196,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,mobileint.sbb.ch,,,,,,
,inverno.swisspass.ch,149.126.4.14,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,invitation.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns3.eurodns.com, ns1.eurodns.com, ns2.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,iot-device-route-prod-lpn-srv-test.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,iot.sbb.ch,52.174.193.210,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-urlredirect-api.azurewebsites.net, waws-prod-am2-115.sip.azurewebsites.windows.net, waws-prod-am2-115.westeurope.cloudapp.azure.com",True,azure,,,,
,iotsrv-dmp-distributor.dev.app.sbb.ch,"35.156.242.221, 18.197.81.16, 18.195.190.84","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,iprixe.sbb.ch,193.203.121.9,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,iprixt.sbb.ch,,,,,,
,iprixi.sbb.ch,193.203.121.79,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,iprixt.sbb.ch,193.203.121.9,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ipv-int.app.sbb.ch,"18.192.148.137, 18.193.243.116, 18.195.45.163","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ipv-int.sbb.ch,"18.192.148.137, 18.193.243.116, 18.195.45.163","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,ipv-int.app.sbb.ch,,,,,,
,ipv-test.app.sbb.ch,"18.195.190.84, 35.156.242.221, 18.197.81.16","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ipv.sbb.ch,"18.193.243.116, 18.192.148.137, 18.195.45.163","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,ipv.app.sbb.ch,,,,,,
,ipv4-c074-mci001-ix.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,ipv4-c272-lax001-ix.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns3.eurodns.com, ns1.eurodns.com, ns2.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,ipv6-c127-fra002-ix.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,,,,,
,iservice.swisspass.ch,149.96.116.100,"edns140.ultradns.com, root.service-now.com",NOERROR,,,,sbbint.service-now.com,,,,,,
,issues-i-auth.sbb.ch,193.203.121.114,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,issues-t-auth.sbb.ch,193.203.121.44,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,issues.sbb.ch,,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,issues.sbb-wzu.net,,,,,,
,istrs.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,itv.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,itzappint.sbb.ch,193.203.121.103,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,itzapptest.sbb.ch,193.203.121.33,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,jenkins-ppdocs.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,jobs.sbb.ch,54.246.222.93,"ns-1175.awsdns-18.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sbb.prospective.ch,,,,,,google-site-verification=u-bB_fMk2zQFSZR5Gp1P_bBFF2uqB8zDuR4epMmg7SI
,journey-maps-tiles.geocdn.sbb.ch,146.75.122.132,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,j.sni.global.fastly.net,True,fastly,,,,
,jrss-215-74-171-53.bin-i.sbb.ch,"10.241.20.134, 10.241.20.229, 10.241.21.12","ns-234.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.20.134, 10.241.20.229, 10.241.21.12",,,,"2a00:4bc0:2104:4:5ab4:49b0:ee0:ec6, 2a00:4bc0:2104:5:6b99:e329:c72b:e162, 2a00:4bc0:2104:3:f523:5381:c18e:ba3c",,,
,jrss-215-74-74-91.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,kaizen.sbb.ch,52.174.35.5,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"prod-o365-redirect.azurewebsites.net, waws-prod-am2-185.vip.azurewebsites.windows.net, waws-prod-am2-185.westeurope.cloudapp.azure.com",True,azure,,,,
,kennenlernapero.event.sbb.ch,"34.65.78.110, 199.167.66.107, 104.37.178.107, 199.167.66.108, 104.37.178.108","ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns4.eurodns.com, ns3.eurodns.com, ns2.eurodns.com",,,evenito.site,True,google,2610:1c8:b002::108,"sectigo.com, pki.goog",,
,kgxvxzcr.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns2.eurodns.com, ns3.eurodns.com, ns1.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,kibana-zuora-search.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,klesy-int.sbb.ch,,"bop-corens.seiler-vision.com, infrastructure-support.b-op.com",NOERROR,,,,realmstage.coloc-01.b-op.com,,,,,,
,klesy-test.sbb.ch,5.100.16.12,"bop-corens.seiler-vision.com, infrastructure-support.b-op.com",NOERROR,,,,realmstage.coloc-04.b-op.com,,,,,,v=spf1 a mx ~all
,klesy.sbb.ch,92.42.191.35,"bop-corens.seiler-vision.com, infrastructure-support.b-op.com",NOERROR,,,,"realmstage.coloc-sbb.b-op.com, realmstage.coloc-03.b-op.com",,,,,,
,klesyint.sbb.ch,80.147.199.209,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,kmsp-test.sbb.ch,194.150.244.172,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,kohoku-fd.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,kompetenzcheck-int.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,koserv.sbb.ch,"193.203.121.165, 91.230.140.140","ns.sbb.ch, admin.sbb.ch",NOERROR,"ns-1254.awsdns-28.org, ns-1739.awsdns-25.co.uk, ns-73.awsdns-09.com, ns-967.awsdns-56.net, ns.sbb.ch",,,,,,2a00:4bc0:130:333::1000,,,
,kount-beta.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,kundenstimme.sbb.ch,144.126.246.254,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,securemail.skopos-group.com,v=spf1 include:cspf.skopos-connect.de -all
,kycrzcai.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,lapis-dev.sbb.ch,193.203.120.5,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lapis-int.sbb.ch,193.203.120.88,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lapis.sbb.ch,193.203.120.154,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lax.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,lchs-ky.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ldb21.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,lea2.sbb.ch,194.150.244.117,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lea2int.sbb.ch,194.150.244.247,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leancatalog-int.ws.sbb.ch,193.203.120.83,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,leancatalog-test.ws.sbb.ch,193.203.120.28,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,leancatalog.ws.sbb.ch,193.203.120.147,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,leaprint.sbb.ch,193.203.121.146,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leaprintt.sbb.ch,193.203.121.18,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leapsyncweb.sbb.ch,194.150.244.146,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leapulldatafleei.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leapulldatafleet.sbb.ch,193.203.120.47,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leapulldatapers.sbb.ch,193.203.120.172,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leapulldatapersi.sbb.ch,193.203.120.105,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leapushdata.sbb.ch,194.150.245.41,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leapushdatai.sbb.ch,194.150.245.18,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,leapushdatat.sbb.ch,194.150.245.11,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lef15-2-pdb.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,lef7-4-gre.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,lehre-webmail.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,leisure.sbb.ch,"3.122.62.226, 3.121.36.1","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"web.ac910af4ddded6ac33b3878bde7b6c8e.customer.alturos.com, a277b9950d3054af7953492600eb04da-621437978.eu-central-1.elb.amazonaws.com",,,,,,
,lidir-testext.sbb.ch,193.203.120.26,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lidir.sbb.ch,193.203.120.149,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lip.app.sbb.ch,"18.195.45.163, 18.192.148.137, 18.193.243.116","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,lira-test.sbb.ch,217.7.111.58,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lisaint.sbb.ch,194.150.244.240,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lisaprod.sbb.ch,194.150.244.151,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lisatest.sbb.ch,194.150.245.114,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,liveticker.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,log.sbb.ch,40.68.126.219,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,True,azure,,,,
,login-int.swisspass.ch,193.203.121.116,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,login-test.swisspass.ch,193.203.121.48,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,login.swisspass.ch,193.203.121.166,"ns.sbb.ch, admin.sbb.ch",NOERROR,"ns-1021.awsdns-63.net, ns-1031.awsdns-00.org, ns-1587.awsdns-06.co.uk, ns-90.awsdns-11.com, ns.sbb.ch",,,,,,,,,
,logistik-gepaeck.sbb.ch,193.104.34.52,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,logistik-webservices.sbb.ch,193.104.34.60,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lohn.sbb.ch,157.133.206.170,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,,,,eu2286340406125.ssl.ondemand.com,,,,,,
,lon2-socialgraph-a12.bin-ext.sbb.ch,"18.156.205.46, 18.159.239.113, 18.198.186.199","ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"2a00:4bc0:2103:1:a38d:4cf6:4958:2fa2, 2a00:4bc0:2103:2:412f:4837:2217:54a0, 2a00:4bc0:2103:0:ef14:5e43:1b26:7ca9",,,
,lostandfound1.sbb.ch,193.104.34.51,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lostandfound2.sbb.ch,193.104.34.51,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lscmeeting.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,lscmp.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,lsweb.sbb.ch,194.150.244.126,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lt.sbb.ch,"18.193.243.116, 18.192.148.137, 18.195.45.163","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,lt-pub.app.sbb.ch,,,,,,
,lvs-rfe.sbb.ch,62.12.155.230,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lvsschiene-test-ws.sbb.ch,193.203.120.31,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lvsschiene-test.sbb.ch,193.203.120.193,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lvsschiene-ws.sbb.ch,193.203.120.151,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lvsschiene.sbb.ch,194.150.245.164,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,lyncdiscover.sbb.ch,52.112.192.142,"admin.nsatc.net, dns.level3.net",NOERROR,,,,webdir.online.lync.com,,,2603:1027:0:48::21,,,
,lyne.sbb.ch,"35.198.80.163, 34.141.28.239","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,lyne-documentation.netlify.app,,,"2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",,,
,m365-admin.sbb.ch,20.203.152.114,"ns1-224.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"prod-sbb-m365-admin-portal.azurewebsites.net, ssl.prod-sbb-m365-admin-portal.azurewebsites.net",,,,,,
,mail.sbb.ch,194.150.244.125,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mailing.sbb.ch,195.191.133.43,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mailing.swisspass.ch,93.191.164.121,"ns1.domains.inxserver.com, hostmaster.inxserver.com",NOERROR,"ns1.domains.inxserver.com, ns2.domains.inxserver.com, ns3.domains.inxserver.com, ns4.domains.inxserver.com",,,,,,,"letsencrypt.org, ;","mx-in-001.inxserver.de, mx-in-002.inxserver.de, mx-in-005.inxserver.de",v=spf1 include:inxserver.com -all
,maps.sbb.ch,52.174.35.5,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"prod-o365-redirect.azurewebsites.net, waws-prod-am2-185.vip.azurewebsites.windows.net, waws-prod-am2-185.westeurope.cloudapp.azure.com",True,azure,,,,
,mcg.sbb.ch,194.150.245.80,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mct.int.sbb.ch,194.150.244.208,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mcts.int.sbb.ch,194.150.244.235,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mdocs.mobiletest.sbb.ch,193.203.121.23,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mds.sbb.ch,194.6.166.170,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mdsi.sbb.ch,52.174.193.210,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-urlredirect-api.azurewebsites.net, waws-prod-am2-115.sip.azurewebsites.windows.net, waws-prod-am2-115.westeurope.cloudapp.azure.com",True,azure,,,,
,mediacenter.sbb.ch,195.49.23.122,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mediacenterint.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,meldlfi.sbb.ch,193.203.121.88,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,leaprinti.sbb.ch,,,,,,
,meldlft.sbb.ch,193.203.121.18,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,leaprintt.sbb.ch,,,,,,
,met-9-1-2.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,metermaid-alias.app.sbb.ch,"18.193.0.74, 18.195.142.222, 52.58.120.231","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,metermaid-int-alias.app.sbb.ch,"18.193.0.74, 18.195.142.222, 52.58.120.231","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,metermaid-int.app.sbb.ch,"52.58.120.231, 18.195.142.222, 18.193.0.74","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,metermaid-int.sbb.ch,"18.195.142.222, 52.58.120.231, 18.193.0.74","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,metermaid-int-alias.app.sbb.ch,,,,,,
,metermaid.app.sbb.ch,"18.195.142.222, 18.193.0.74, 52.58.120.231","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,metermaid.sbb.ch,"18.195.142.222, 18.193.0.74, 52.58.120.231","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,metermaid-alias.app.sbb.ch,,,,,,
,metrics-aws-dev-cc.kafka.sbb.ch,"10.241.29.23, 10.241.28.210, 10.241.29.112","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.29.23, 10.241.28.210, 10.241.29.112",router-default.apps.aws01t.sbb-aws-test.net,,,,,,
,metrics-aws-inte-cc.kafka.sbb.ch,"10.241.28.210, 10.241.29.23, 10.241.29.112","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.28.210, 10.241.29.23, 10.241.29.112",router-default.apps.aws01t.sbb-aws-test.net,,,,,,
,mfonline.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,mgate-int.ws.sbb.ch,193.203.120.101,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mgate-test.ws.sbb.ch,193.203.120.36,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mgate.ws.sbb.ch,,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mgatefahrplan.sbb.ch,194.150.244.34,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mgatefahrplant.sbb.ch,194.150.244.4,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mh-customerportal-client.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mi.sbb.ch,194.6.166.164,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,micdabwx.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,migame.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mii.sbb.ch,"194.6.166.165, 91.230.140.140","ns.sbb.ch, admin.sbb.ch",NOERROR,"ns-1254.awsdns-28.org, ns-1739.awsdns-25.co.uk, ns-73.awsdns-09.com, ns-967.awsdns-56.net, ns.sbb.ch",,,,,,2a00:4bc0:130:333::1000,,,
,miku-int.sbb.ch,193.203.120.80,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,miku-test.sbb.ch,193.203.120.20,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,miku2.sbb.ch,193.203.120.144,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mirain.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns4.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns1.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,mitarbeiteranlasspla.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,mobile.sbb.ch,,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-urlredirect-api.azurewebsites.net, waws-prod-am2-115.sip.azurewebsites.windows.net, waws-prod-am2-115.westeurope.cloudapp.azure.com",True,azure,,,,
,mobileint.sbb.ch,194.150.244.196,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mobilepreview.sbb.ch,"13.224.189.32, 13.224.189.105, 13.224.189.11, 13.224.189.111","ns-215.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-608.awsdns-12.net, ns-215.awsdns-26.com, ns-1531.awsdns-63.org, ns-1801.awsdns-33.co.uk",,,"pxaze45529.lithium.com, d2k4nbjbe597u4.cloudfront.net",True,cloudfront,"2600:9000:20eb:8600:2:7dc7:3b00:93a1, 2600:9000:20eb:5600:2:7dc7:3b00:93a1, 2600:9000:20eb:8200:2:7dc7:3b00:93a1, 2600:9000:20eb:a00:2:7dc7:3b00:93a1, 2600:9000:20eb:d000:2:7dc7:3b00:93a1, 2600:9000:20eb:3800:2:7dc7:3b00:93a1, 2600:9000:20eb:9800:2:7dc7:3b00:93a1, 2600:9000:20eb:5a00:2:7dc7:3b00:93a1",,,
,mobileprod.sbb.ch,194.150.245.51,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mobiletest.sbb.ch,193.203.121.23,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mobiletest2.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,mobileworkplace.sbb.ch,52.174.35.5,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"prod-o365-redirect.azurewebsites.net, waws-prod-am2-185.vip.azurewebsites.windows.net, waws-prod-am2-185.westeurope.cloudapp.azure.com",True,azure,,,,
,mobserv-partner.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mon-nonprod.sbb.ch,,"ns-267.awsdns-33.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1125.awsdns-12.org, ns-1911.awsdns-46.co.uk, ns-267.awsdns-33.com, ns-564.awsdns-06.net",,,,,,,,,
,mon.sbb.ch,,"ns-1785.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1468.awsdns-55.org, ns-1785.awsdns-31.co.uk, ns-759.awsdns-30.net, ns-113.awsdns-14.com",,,,,,,,,
