input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,tls_mismatched,tls_subject_org_,cdn_name,cdn,tls_self_signed,final_url,csp_domains_,tls_expired
antikorruption.sbb.ch,Sign in to your account,200,208719,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://antikorruption.sbb.ch:443,https,text/html,GET,13.69.68.13,/,1772087922,13.69.68.13,174,False,,HSTS,,Microsoft Corporation,azure,True,,https://login.microsoftonline.com/2cda5d11-f0ac-46b3-967d-af1b2e1bd01a/oauth2/v2.0/authorize?client_id=e071a9f4-e7ce-4e47-af33-c226bd2913f9&redirect_uri=https%3A%2F%2Fantikorruption.sbb.ch%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638206410249773213.ZDhlZmFjOGItNDg1ZC00NGM4LWE1ZWMtOWViZDhjM2Y4MGYzMmNmOTMyNDAtMGFlNC00ZjIwLWIzODQtNmE4ODFjYzNmYmE0&client_info=1&x-client-brkrver=IDWeb.1.25.10.0&state=CfDJ8NcThGjcGR5AlbX3bJSXkimCiUxKS63WxRoDO8J8_AfqVJ_FeYtWt6CzJlq3DcUuBwaCfmgg0YZslb3Wu0anzyelTN4ghUktvpi1bOHgeijEc0nia-QpcP8FOFA9T2WDj_P_bqMWWoBalv-ULoGErfZRwsECNKZkZuPIPs7mEolD9IBa4Yj2fePusyQAbBGevjAuCKDGw9jrJ2J8RyPMDhl4TxneEkVdYAiYvOzf6XJM0QDHiTAhe6gXahld74lWBqIlyytN8YdgutHKHuYEklcZA8BIdZrLoRj7K0NdmsXE&x-client-SKU=ID_NET6_0&x-client-ver=6.25.1.0,,
antivirus.commerce-dev-alias.app.sbb.ch,,503,2503,antivirus.commerce-dev-alias.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,antivirus.commerce-dev-alias.app.sbb.ch,443,https://antivirus.commerce-dev-alias.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.184.80.90,94,False,,,True,,,,,,,
api-backend.app.sbb.ch,,503,2503,api-backend.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,api-backend.app.sbb.ch,443,https://api-backend.app.sbb.ch:443,https,text/html,GET,3.75.75.100,/,1539244717,3.123.94.26,94,False,,,,,,,,,,
api-corp-database-officebackups-domain.app.sbb.ch,,503,2503,api-corp-database-officebackups-domain.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,api-corp-database-officebackups-domain.app.sbb.ch,443,https://api-corp-database-officebackups-domain.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
apim-int.app.sbb.ch,,404,,apim-int.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,apim-int.app.sbb.ch,443,https://apim-int.app.sbb.ch:443,https,application/vnd.3scale-v2.0+xml,GET,18.197.180.226,/,-1840324437,52.58.149.237,1,False,Apache,Apache,,,,,,,,
apip4.app.sbb.ch,,503,2503,apip4.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,apip4.app.sbb.ch,443,https://apip4.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
apu-p-paq.sbb.ch,,200,1670,apu-p-paq.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T10:58:57Z,2024-01-30T10:58:57Z,"CN=apu-p-paq.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",apu-p-paq.sbb.ch,apu-p-paq-i.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,e5aa842060dbbd7990ee5e21f6270ea2,01d5a8b47170b692d2ca25e8135151d579e731f5f7eda3e904a54974944b3e21,,ctls,apu-p-paq.sbb.ch,443,https://apu-p-paq.sbb.ch:443,https,text/html,GET,157.133.206.243,/,-1347459563,157.133.206.243,1,False,SAP,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
apu-p-pgv-ams-i.sbb.ch,,200,1678,apu-p-pgv-ams-i.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T11:00:22Z,2024-01-30T11:00:22Z,"CN=apu-p-pgv-ams.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",apu-p-pgv-ams.sbb.ch,apu-p-pgv-ams-i.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,dce8e78da284b0c53e46f360afc5d581,0ff567be99e7a8dab5d78505b7554a3bf2256ac2e50b05161e5a239b177fe2a5,,ctls,apu-p-pgv-ams-i.sbb.ch,443,https://apu-p-pgv-ams-i.sbb.ch:443,https,text/html,GET,157.133.205.241,/,-1033310769,157.133.205.241,1,False,SAP,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
apu-p-pgv-ams.sbb.ch,,200,1674,apu-p-pgv-ams.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T11:00:22Z,2024-01-30T11:00:22Z,"CN=apu-p-pgv-ams.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",apu-p-pgv-ams.sbb.ch,apu-p-pgv-ams-i.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,dce8e78da284b0c53e46f360afc5d581,0ff567be99e7a8dab5d78505b7554a3bf2256ac2e50b05161e5a239b177fe2a5,,ctls,apu-p-pgv-ams.sbb.ch,443,https://apu-p-pgv-ams.sbb.ch:443,https,text/html,GET,157.133.205.229,/,-1025415069,157.133.205.229,1,False,SAP,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
apu-p-qgate4-d.sbb.ch,,200,1674,apu-p-qgate4-d.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T11:01:07Z,2024-01-30T11:01:07Z,"CN=apu-p-qgate4.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",apu-p-qgate4.sbb.ch,apu-p-qgate4-i.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7449552c655d5d1d22053bf0ebfda970,67c5a53ce8887ae00131c2f3de443b21399e5c3d040f198edd5c227876360f49,,ctls,apu-p-qgate4-d.sbb.ch,443,https://apu-p-qgate4-d.sbb.ch:443,https,text/html,GET,157.133.205.185,/,-338128698,157.133.205.185,1,False,SAP,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
apu-p-qgate4.sbb.ch,,200,1674,apu-p-qgate4.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T11:01:07Z,2024-01-30T11:01:07Z,"CN=apu-p-qgate4.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",apu-p-qgate4.sbb.ch,apu-p-qgate4-i.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7449552c655d5d1d22053bf0ebfda970,67c5a53ce8887ae00131c2f3de443b21399e5c3d040f198edd5c227876360f49,,ctls,apu-p-qgate4.sbb.ch,443,https://apu-p-qgate4.sbb.ch:443,https,text/html,GET,157.133.205.180,/,1001603908,157.133.205.180,1,False,SAP,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
apu.sbb.ch,,200,1662,apu.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-15T08:19:18Z,2023-12-15T08:19:18Z,"CN=apu.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",apu.sbb.ch,apu-int.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,5a5578b3487931365db229fc06018856,b5253ab7d21652d6f99f400735bfd1cb2c960100573aae90c274ff3ac7f1c5a0,,ctls,apu.sbb.ch,443,https://apu.sbb.ch:443,https,text/html,GET,157.133.205.164,/,-494892901,157.133.205.164,1,False,SAP,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
assets-sphilosophy.app.sbb.ch,,503,2503,assets-sphilosophy.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,assets-sphilosophy.app.sbb.ch,443,https://assets-sphilosophy.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
assets-tracking-postgresmx.app.sbb.ch,,503,2503,assets-tracking-postgresmx.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,assets-tracking-postgresmx.app.sbb.ch,443,https://assets-tracking-postgresmx.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
atg.event.sbb.ch,ATG-Abschluss,200,39098,atg.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T03:18:20Z,2023-07-15T03:18:19Z,CN=atg.event.sbb.ch,atg.event.sbb.ch,atg.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,069ff5b50e7c83c873a3149b84a602c9,c900b6bb8db0cc092000bc4f63672c8879389062c63cea226695cdea8c1bf308,,ctls,atg.event.sbb.ch,443,https://atg.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,177,False,,,,,google,True,,,,
atl-prd-opscloud-01a.app.sbb.ch,,503,2503,atl-prd-opscloud-01a.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,atl-prd-opscloud-01a.app.sbb.ch,443,https://atl-prd-opscloud-01a.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
atl-prd-sa-at.app.sbb.ch,,503,2503,atl-prd-sa-at.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,atl-prd-sa-at.app.sbb.ch,443,https://atl-prd-sa-at.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
atla-xps-ag01.app.sbb.ch,,503,2503,atla-xps-ag01.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,atla-xps-ag01.app.sbb.ch,443,https://atla-xps-ag01.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
ato-ts-tcp-poc.app.sbb.ch,,503,2503,ato-ts-tcp-poc.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,ato-ts-tcp-poc.app.sbb.ch,443,https://ato-ts-tcp-poc.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
austausch-buspartner.event.sbb.ch,Austausch Buspartner,200,9419,austausch-buspartner.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T08:21:16Z,2023-06-13T08:21:15Z,CN=austausch-buspartner.event.sbb.ch,austausch-buspartner.event.sbb.ch,austausch-buspartner.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,33d001a2515140e7519b62fad0fd92ea,00e0ecd314a3bd55fe3cfd5973252f3dbb8c12776c9b2317b9d458580c9c61b5,,ctls,austausch-buspartner.event.sbb.ch,443,https://austausch-buspartner.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,120,False,,,,,google,True,,,,
auth-stats.app.sbb.ch,,503,2503,auth-stats.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,auth-stats.app.sbb.ch,443,https://auth-stats.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
auth.sbb.ch,404 Not Found,404,713,auth.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T06:04:51Z,2024-05-02T06:04:51Z,"CN=auth.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",auth.sbb.ch,authtest.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0f48ff5b11b0a6d4163481354393fff6,dcd1b12ae937e30b4f01f45529586acbebcc4322f50d2c735e84f0e998d3312a,,ctls,auth.sbb.ch,443,https://auth.sbb.ch:443,https,text/html,GET,194.150.245.39,/,-1162088727,194.150.245.39,20,False,Apache,Apache,,Schweizerische Bundesbahnen SBB,,,,,,
authtest.sbb.ch,404 Not Found,404,713,authtest.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T06:04:51Z,2024-05-02T06:04:51Z,"CN=auth.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",auth.sbb.ch,authtest.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0f48ff5b11b0a6d4163481354393fff6,dcd1b12ae937e30b4f01f45529586acbebcc4322f50d2c735e84f0e998d3312a,,ctls,authtest.sbb.ch,443,https://authtest.sbb.ch:443,https,text/html,GET,194.150.245.65,/,621588375,194.150.245.65,20,False,Apache,Apache,,Schweizerische Bundesbahnen SBB,,,,,,
autodiscover.swisspass.ch,Sign in to Outlook,200,202994,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,80,http://autodiscover.swisspass.ch:80,http,text/html,GET,40.99.150.40,/,-1249852061,2603:1026:c0d:c29::8,174,False,,HSTS,,Microsoft Corporation,,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=1a1d4f97-f481-40d7-2353-d98452af3626&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=swisspass.ch&nonce=638206410301504432.5f189102-0359-4e24-b4d9-7c6808abd501&state=DctBDsIgEEBR0LsYN7QzMFBYNJ5lChibaGg62l5fFu_vvlZKXbtLp6FHTcFFC4EQHKAHImcH_8SYEKwB55OhasksVJKZcogQeSkeUPf3PraTx8de-f2Z5VxFNhYZ8ut2lJl_31ZWye2o-x8,,
automaten.sbb.ch,SBB Login - automaten.sbb.ch,200,3821,automaten.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-11T05:22:43Z,2023-07-11T05:22:43Z,"CN=automaten.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",automaten.sbb.ch,automatenint.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9ae12ccb61b52c49511c91a916696a37,1edf06fbbee4319f3758ffb016926c2783b2a2bb045fc7905ab5d2c34e49d1c0,,ctls,automaten.sbb.ch,443,https://automaten.sbb.ch:443,https,text/html,GET,194.150.244.133,/,1050613259,194.150.244.133,199,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://automaten.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fautomaten%2Esbb%2Ech%2Fbats%2Fsolo%2Fsm%2Fadmin,,
automatenint.sbb.ch,SBB Login - automatenint.sbb.ch,200,3827,automatenint.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-11T05:22:43Z,2023-07-11T05:22:43Z,"CN=automaten.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",automaten.sbb.ch,automatenint.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9ae12ccb61b52c49511c91a916696a37,1edf06fbbee4319f3758ffb016926c2783b2a2bb045fc7905ab5d2c34e49d1c0,,ctls,automatenint.sbb.ch,443,https://automatenint.sbb.ch:443,https,text/html,GET,194.150.244.212,/,1735436204,194.150.244.212,199,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://automatenint.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fautomatenint%2Esbb%2Ech%2Fbats%2Fsolo%2Fsm%2Fadmin,,
aws.app.sbb.ch,,503,2503,aws.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,aws.app.sbb.ch,443,https://aws.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
b2p.app.sbb.ch,SBB B2P Status,200,11329,b2p.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-12-01T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c906382a38a82cef964a1686c01124d3,04eb151c75ac6cae38e3fcda4c8d2a35b476d7ed23cadbadb91c601ca13bd499,True,ctls,b2p.app.sbb.ch,443,https://b2p.app.sbb.ch:443,https,text/html,GET,35.158.149.105,/,-155053352,3.64.70.74,247,False,istio-envoy,HSTS,,,,,,https://b2p.app.sbb.ch/check/status,,
backup-office-databasevpn.app.sbb.ch,,503,2503,backup-office-databasevpn.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,backup-office-databasevpn.app.sbb.ch,443,https://backup-office-databasevpn.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
backupsauth-antiviruspre.app.sbb.ch,,503,2503,backupsauth-antiviruspre.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,backupsauth-antiviruspre.app.sbb.ch,443,https://backupsauth-antiviruspre.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
bahninfrastruktur.sbb.ch,SBB Bahninfrastruktur: Das B2B-Portal der SBB | SBB,200,113366,bahninfrastruktur.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T08:47:35Z,2023-08-09T08:47:35Z,"CN=www.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.sbb.ch,sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,614a3b337a1a627a33ec96c5cf868ef6,37ac2a275b132a52dbb3a1e5e8416079d85765ac6c8d959de84b8ea906c697d9,,ctls,bahninfrastruktur.sbb.ch,443,https://bahninfrastruktur.sbb.ch:443,https,text/html,GET,193.203.120.162,/,-491310996,193.203.120.162,2210,False,Apache,Varnish,,Schweizerische Bundesbahnen SBB,,,,,,
bahntechnikhaegendorf2.event.sbb.ch,Not Found,404,190,bahntechnikhaegendorf2.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-23T12:30:10Z,2023-08-21T12:30:09Z,CN=bahntechnikhaegendorf2.event.sbb.ch,bahntechnikhaegendorf2.event.sbb.ch,bahntechnikhaegendorf2.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,90d90a7f01de30ea445b98db4247541b,09c8fbc2bdaf0c16b7c6018227cffaa089c0acfd34bbe4e734d20119d39e23a6,,ctls,bahntechnikhaegendorf2.event.sbb.ch,443,https://bahntechnikhaegendorf2.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,11,False,,,,,google,True,,,,
