input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,lines,failed,cdn,tech_,tls_subject_org_,webserver,tls_mismatched
staging-api-gcp-east-k8s.shipt.com,403,403,134,,staging-api-gcp-east-k8s.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-api-gcp-east-k8s.shipt.com,google,443,https://staging-api-gcp-east-k8s.shipt.com:443,https,text/html,GET,34.149.35.105,/,1723221432,,34.149.35.105,1,False,True,HTTP/3,,,
staging-api-gcp.shipt.com,,403,16,,staging-api-gcp.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-api-gcp.shipt.com,cloudflare,443,https://staging-api-gcp.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-api-mesh-k8s.shipt.com,403,403,134,,staging-api-mesh-k8s.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-api-mesh-k8s.shipt.com,google,443,https://staging-api-mesh-k8s.shipt.com:443,https,text/html,GET,35.190.56.214,/,1723221432,,35.190.56.214,1,False,True,HTTP/3,,,
staging-api-west.shipt.com,,403,16,,staging-api-west.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-api-west.shipt.com,cloudflare,443,https://staging-api-west.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8654,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-api.shipt.com,,403,16,,staging-api.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-api.shipt.com,cloudflare,443,https://staging-api.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-app.shipt.com,,403,16,,staging-app.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-app.shipt.com,cloudflare,443,https://staging-app.shipt.com:443,https,text/plain,GET,162.159.135.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-envoy.shipt.com,,403,16,,staging-envoy.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-envoy.shipt.com,cloudflare,443,https://staging-envoy.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-graphql.shipt.com,,403,16,,staging-graphql.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-graphql.shipt.com,cloudflare,443,https://staging-graphql.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8654,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-images.shipt.com,,403,16,,staging-images.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-images.shipt.com,cloudflare,443,https://staging-images.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8654,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-secure.shipt.com,,403,16,,staging-secure.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-secure.shipt.com,cloudflare,443,https://staging-secure.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-shop.shipt.com,,403,16,,staging-shop.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-shop.shipt.com,cloudflare,443,https://staging-shop.shipt.com:443,https,text/plain,GET,162.159.135.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-shoppingcart.shipt.com,,403,16,,staging-shoppingcart.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-shoppingcart.shipt.com,cloudflare,443,https://staging-shoppingcart.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
staging-signup.shipt.com,,403,16,,staging-signup.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,staging-signup.shipt.com,cloudflare,443,https://staging-signup.shipt.com:443,https,text/plain,GET,162.159.135.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
support.shipt.com,Get Help With Your Questions About Shipt,200,52544,,help.shipt.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,help.shipt.com,google,443,https://support.shipt.com:443,https,text/html,GET,146.148.55.211,/,-1840324437,https://help.shipt.com,146.148.55.211,478,False,True,Nginx,,nginx,
tableau-internal.shipt.com,,403,16,,tableau-internal.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,tableau-internal.shipt.com,cloudflare,443,https://tableau-internal.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8654,1,False,True,Cloudflare Bot Management,,cloudflare,
techhub.shipt.com,,403,16,,techhub.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,techhub.shipt.com,cloudflare,443,https://techhub.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
test.staging.shipt.com,Error 404 (Not Found)!!1,404,1561,,test.staging.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:20:09Z,2023-07-31T08:20:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f3042625f7868418cccd4b1af26a486,cbcc6d5c62779b00b9c93eecfea53a7ed25cce3d42be5f75221a977848c82d88,True,ctls,test.staging.shipt.com,,443,https://test.staging.shipt.com:443,https,text/html,GET,142.250.185.174,/,302920777,,2a00:1450:4001:811::200e,12,False,,HTTP/3,,,True
test1.development.shipt.com,ERROR: The request could not be satisfied,403,986,,test1.development.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-04T23:59:59Z,CN=*.development.shipt.com,*.development.shipt.com,*.development.shipt.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6f5b86acf5ef2895f9ff4ddf9084b5bd,78133be1a76a056dc1e6d9b62e4c94ef644c7634408587fee42428ec4f7fcd3e,True,ctls,test1.development.shipt.com,cloudfront,443,https://test1.development.shipt.com:443,https,text/html,GET,18.66.122.115,/,1162772781,,2600:9000:2250:3c00:c:c753:3700:93a1,20,False,True,Amazon Web Services,,CloudFront,
vpn-api.shipt.com,,404,,,vpn-api.shipt.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,vpn-api.shipt.com,fastly,443,https://vpn-api.shipt.com:443,https,,GET,151.101.1.91,/,-1840324437,,151.101.193.91,1,False,True,HSTS,,,
vpn-east.shipt.com,Cookie support required,200,164,,vpn-east.shipt.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,vpn-east.shipt.com,google,443,https://vpn-east.shipt.com:443,https,text/html,GET,34.85.150.7,/,396533629,https://vpn-east.shipt.com/__session_start__,34.85.150.7,1,False,True,,,OpenVPN-AS,
vpn-west.shipt.com,Forbidden,403,103,,vpn-west.shipt.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,vpn-west.shipt.com,,443,https://vpn-west.shipt.com:443,https,text/html,GET,44.226.119.150,/,396533629,https://vpn-west.shipt.com/__session_start__/,44.226.119.150,1,False,,,,OpenVPN-AS,
vpn.shipt.com,Cookie support required,200,164,,vpn.shipt.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,vpn.shipt.com,google,443,https://vpn.shipt.com:443,https,text/html,GET,34.85.150.7,/,396533629,https://vpn.shipt.com/__session_start__,34.85.150.7,1,False,True,,,OpenVPN-AS,
www-dev.shipt.com,,403,16,,www-dev.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,www-dev.shipt.com,cloudflare,443,https://www-dev.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
www-stg.shipt.com,,403,16,,www-stg.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,www-stg.shipt.com,cloudflare,443,https://www-stg.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
www.shipt.com,,403,16,,www.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,www.shipt.com,cloudflare,443,https://www.shipt.com:443,https,text/plain,GET,162.159.134.84,/,1253481126,,2606:4700:7::a29f:8754,1,False,True,Cloudflare Bot Management,,cloudflare,
zendesk1.shipt.com,,403,16,,zendesk1.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,zendesk1.shipt.com,cloudflare,443,https://zendesk1.shipt.com:443,https,text/plain,GET,162.159.138.6,/,1253481126,,162.159.128.7,1,False,True,Cloudflare Bot Management,,cloudflare,
zendesk3.shipt.com,,403,16,,zendesk3.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,zendesk3.shipt.com,cloudflare,443,https://zendesk3.shipt.com:443,https,text/plain,GET,162.159.138.6,/,1253481126,,162.159.128.7,1,False,True,Cloudflare Bot Management,,cloudflare,
zendesk4.shipt.com,,403,16,,zendesk4.shipt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-30T23:59:59Z,CN=*.shipt.com,*.shipt.com,shipt.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3dfe202523edc9bcd9adfe58f474e5c7,f521dfead8ead216e53e5bca8c3ae8f36909075d5e1cf32fbd910810d5b27738,True,ctls,zendesk4.shipt.com,cloudflare,443,https://zendesk4.shipt.com:443,https,text/plain,GET,162.159.128.7,/,1253481126,,162.159.138.6,1,False,True,Cloudflare Bot Management,,cloudflare,
