input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,csp_domains_,tls_expired,final_url,tls_self_signed,location,tls_emails_
lyncdiscover.law.harvard.edu,,200,367,lyncdiscover.law.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.law.harvard.edu,443,https://lyncdiscover.law.harvard.edu:443,https,,application/json,GET,52.112.192.142,/,-886707021,2603:1027::e,Azure,1,False,True,,,,,,,,
lyncdiscover.mcb.harvard.edu,,200,367,lyncdiscover.mcb.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.mcb.harvard.edu,443,https://lyncdiscover.mcb.harvard.edu:443,https,,application/json,GET,52.112.192.142,/,-720056421,2603:1027:0:48::21,Azure,1,False,True,,,,,,,,
lyncdiscover.med.harvard.edu,,200,366,lyncdiscover.med.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.med.harvard.edu,443,https://lyncdiscover.med.harvard.edu:443,https,,application/json,GET,52.112.192.14,/,1713055725,2603:1027:0:3::e,Azure,1,False,True,,,,,,,,
lyncdiscover.mgh.harvard.edu,,200,367,lyncdiscover.mgh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.mgh.harvard.edu,443,https://lyncdiscover.mgh.harvard.edu:443,https,,application/json,GET,52.112.192.142,/,126556862,2603:1027:0:2::e,Azure,1,False,True,,,,,,,,
lyncdiscover.rmf.harvard.edu,,200,366,lyncdiscover.rmf.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.rmf.harvard.edu,443,https://lyncdiscover.rmf.harvard.edu:443,https,,application/json,GET,52.112.192.14,/,1034851743,2603:1027:0:48::21,Azure,1,False,True,,,,,,,,
lyncdiscover.wjh.harvard.edu,,200,366,lyncdiscover.wjh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.wjh.harvard.edu,443,https://lyncdiscover.wjh.harvard.edu:443,https,,application/json,GET,52.112.193.16,/,1432993162,2603:1027:0:48::21,Azure,1,False,True,,,,,,,,
lyncdiscoverinternal.harvard.edu,,200,359,lyncdiscoverinternal.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscoverinternal.harvard.edu,443,https://lyncdiscoverinternal.harvard.edu:443,https,,application/json,GET,52.112.192.142,/,-859369179,2603:1027:0:48::21,Azure,1,False,True,,,,,,,,
machineshop.med.harvard.edu,Home | Machine Shop,200,17240,machineshop.hms.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,"CN=*.hms.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.hms.harvard.edu,President and Fellows of Harvard College,*.hms.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,08355ead58992466883a8889aaf10fbb,9058db9db57f53fe0c8763ab9f3ac50bc7c7cb163fd6c76045c564a2c15d01d6,True,ctls,machineshop.hms.harvard.edu,443,https://machineshop.med.harvard.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,134.174.150.25,/,152272143,134.174.150.25,jQuery,332,False,,,,,,https://machineshop.hms.harvard.edu/,,,
madrc.mgh.harvard.edu,Site not found · DreamHost,200,864,madrc.mgh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T19:15:26Z,2033-03-31T19:15:26Z,"emailAddress=ssl@dreamhost.com, CN=sni.dreamhost.com, OU=System Engineering, O=New Dream Network LLC dba Dreamhost, L=Brea, ST=California, C=US, emailAddress=ssl@dreamhost.com",sni.dreamhost.com,New Dream Network LLC dba Dreamhost,,"emailAddress=ssl@dreamhost.com, CN=sni.dreamhost.com, OU=System Engineering, O=New Dream Network LLC dba Dreamhost, L=Brea, ST=California, C=US, emailAddress=ssl@dreamhost.com",sni.dreamhost.com,New Dream Network LLC dba Dreamhost,8ef8c390d6bf7724588faeb8d0581e48,72974a6145fd09765ef8144174f89fe9aeda5ab1efa0c9885457f5431d92d168,,ctls,madrc.mgh.harvard.edu,443,https://madrc.mgh.harvard.edu:443,https,Apache,text/html,GET,64.111.120.173,/,387041412,64.111.120.173,Apache,26,False,True,,,,,,True,,
mag.mgh.harvard.edu,Medical Analytics Group – Bringing data driven improvements to healthcare,200,59680,medicalanalytics.group,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-10T11:49:14Z,2023-09-08T11:49:13Z,CN=tls.automattic.com,tls.automattic.com,,www.viewfromthevalley.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bc2f7aa6b6fbce438abfa7438cd26e0e,ca6006399dedbf5af0302dea8d7799d62eb980ecbd65555e839291599031c021,,ctls,medicalanalytics.group,443,https://mag.mgh.harvard.edu:443,https,nginx,text/html,GET,192.0.78.13,/,1105006660,192.0.78.12,WordPress.com,526,False,,,,,,https://medicalanalytics.group/,,,
magazine.gsd.harvard.edu,,409,16,,,,,,,,,,,,,,,,,,,,80,http://magazine.gsd.harvard.edu:80,http,cloudflare,text/plain,GET,141.193.213.21,/,1000520165,141.193.213.20,Cloudflare,1,False,,,,,,,,,
magic.dfci.harvard.edu,500 Proxy Error,500,273,magic.dfci.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.dfhcc.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.dfhcc.harvard.edu,President and Fellows of Harvard College,*.dfhcc.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ce61087d4b4d8f0ecc52feb2f41e84f1,7fedeb614091056f4e54def8dc979f55d0aaecba4ad14f2d8c535a8558b26819,True,ctls,magic.dfci.harvard.edu,443,https://magic.dfci.harvard.edu:443,https,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,text/html,GET,155.52.219.206,/,1107991010,155.52.219.206,Red Hat,8,False,True,,,,,,,,
magpie.hms.harvard.edu,,200,17,magpie.hms.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,"CN=*.hms.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.hms.harvard.edu,President and Fellows of Harvard College,*.hms.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,08355ead58992466883a8889aaf10fbb,9058db9db57f53fe0c8763ab9f3ac50bc7c7cb163fd6c76045c564a2c15d01d6,True,ctls,magpie.hms.harvard.edu,443,https://magpie.hms.harvard.edu:443,https,Apache/2.4.57 (Ubuntu),text/html,GET,134.174.149.23,/,1860310342,134.174.149.23,Ubuntu,3,False,,,,,,,,,
mail.braintour.harvard.edu,"Harvard University Brain Tour – Selected discoveries, instruments and people from the Harvard brain sciences.",200,192572,braintour.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-17T19:09:54Z,2023-08-15T19:09:53Z,CN=mail.braintour.harvard.edu,mail.braintour.harvard.edu,,www.braintour.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3afc7e32e1df1ea8752933bab6dc9688,2406082d650c0a54e4b5c7b9de516dec0890d23b8385fa96874ef9c57d90cb68,,ctls,braintour.harvard.edu,443,https://mail.braintour.harvard.edu:443,https,nginx/1.21.6,text/html,GET,50.87.238.182,/,1198047028,50.87.238.182,WordPress:6.2.2,1847,False,,,,,,https://braintour.harvard.edu/,,,
mail.cfa.harvard.edu,Sign in - Google Accounts,200,1355,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:22:10Z,2023-08-21T08:22:09Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f2bd4ee4f253f14a043bfb763b9bb802,eb5a312bc993b8f3d4a0157d94b96de55cd045397026970d42984b9ae6930ac6,,ctls,www.google.com,80,http://mail.cfa.harvard.edu:80,http,GSE,text/html,GET,142.250.185.243,/,648451291,2a00:1450:4001:82a::2013,OpenGSE,32,False,,,,url=https://www.google.com/accounts/AccountChooser?hd=cfa.harvard.edu&btmpl=mobile&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&osid=1&service=mail&ss=1&ltmpl=ecobhgm,,https://www.google.com/a/cfa.harvard.edu/ServiceLogin?service=mail&passive=true&continue=https://mail.google.com/mail/&ss=1&ltmpl=ecobhgm&nui=5&btmpl=mobile&emr=1&osid=1,,,
mail.chs.harvard.edu,,200,78,mail.chs.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=*.chs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.chs.harvard.edu,President and Fellows of Harvard College,*.chs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2be436e57c1ce1a73440d6f10850c021,09254adcfe4cf944892d45b29c111af910f6f67d951666629f2e869476788d53,True,ctls,mail.chs.harvard.edu,443,https://mail.chs.harvard.edu:443,https,nginx,text/html,GET,216.151.39.126,/,1494302000,216.151.39.126,Nginx,2,False,,,,https:,,,,,
mail.hcs.harvard.edu,,503,107,mail.hcs.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-04-26T00:00:00Z,2023-04-26T23:59:59Z,"CN=hcs.harvard.edu, OU=Harvard Computer Society, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hcs.harvard.edu,President and Fellows of Harvard College,www.hcs.harvard.edu,"CN=InCommon ECC Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon ECC Server CA,Internet2,5897247020123980f344c6eb97c25df2,04cbeec2b398450b30efc5db7c640f7f3437cabf327e3f1082745e456418a1be,True,ctls,mail.hcs.harvard.edu,443,https://mail.hcs.harvard.edu:443,https,,text/html,GET,3.211.240.151,/,-1654418437,2600:1f18:4055:1::10,,4,False,,,,,True,,,,
mail.hks.harvard.edu,Sign In,200,25330,huitadfs.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=huitadfs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",huitadfs.harvard.edu,President and Fellows of Harvard College,source.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3b1b7fdd35b5d2d04c655fc5c451d6e9,0db2743a511fe268e922b031d53a3a35997d05abc2f1e9f95015d62712abe661,,ctls,huitadfs.harvard.edu,80,http://mail.hks.harvard.edu:80,http,Microsoft-HTTPAPI/2.0,text/html,GET,40.99.149.216,/,-1249852061,2603:1026:c0d:82a::8,Microsoft HTTPAPI:2.0,614,False,,,,api-7052d448.duosecurity.com,,https://huitadfs.harvard.edu/adfs/ls/?client-request-id=6104dc4e-7af7-f06b-b5c7-0d29d8204b2a&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAAjZFNTNNwAMX3X0sFBEeIB4-k8SLarR_r2i7hsG5jY8JGNyftDFnarl3LVv6j7Vo-wt1EDxwNR48cNDExMZz0ZMJFLiYGOXgkGA0xEjm6xYtHfoeXl3d5yXuzCBWn0nfJf9DEUAnSNClCN4buP9zp8anyKar-2e5cvP04ee_LzMPZfRCzOl7cUt1AdVtxo9U_ALjl-z0vnUjAvt-FsBOHpmnrBpNi4zp0EjBUE-8AOAbgDICDKJdieJoWKI5lWUbg-BTFxQ3NMGiWTxHGICSStEoSmimoBMvSpkbpFKtx5kk0Vsn0fYseCnTtbeNXdMyErtPsQc_fR56BnOKLOW-hnc_kxGVPzhe4qidXlcraitBo5J2yVg9Dqi8wue1KsaYrqhJqXehbpUZtrZKtZYqSJ7H15IYYiFI1FGsttVhlkkvO467fsSQ7sAqaKHnNnrHJE-YmqctM0OiaclPYCpi27DJ1hqDhFp8KOEk6QK618BsEGyzkwPUjBIM9Y91uHaPgGwrO0Qkymh4djU2N3InMRK5Q8HJkcMZr6RJd_YSWnn--_fNSOYkcjSSculOTyUXrkSX2hJVyexnCxAZHlaS2UGMc1i2ofLndsLO8nJ9Lpak9DOxh2CE2NopMRXAku0ydYeACA09vRA7HrvHj8U1wMpEcx_Suajve9OwObreaPuwY63h6B990vKauD12gdvuGh6ef4IMKfHV3d_f9ZOTq1ovvr35__XD6o3gee3DfJOc9t5hfKhnzi6RCblRDM1tQlnjdyyyEnJ2HQWY-WWe4LDn3Fw2,,,
mail.hmc.harvard.edu,Error,400,85,mail.hmc.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-15T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.hmc.harvard.edu, O=Harvard Management Company\, Inc., L=Boston, ST=Massachusetts, C=US",*.hmc.harvard.edu,"Harvard Management Company, Inc.",hmc.harvard.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,468ffa32f479a52ec828b7f132669ab3,7818104a849d04a086a36ed03ce9e9d382c7badcfdf659ce239a89372dccb3c9,True,ctls,mail.hmc.harvard.edu,443,https://mail.hmc.harvard.edu:443,https,,text/html,GET,47.19.203.147,/,-665196676,47.19.203.147,,4,False,,,,,,,,,
mail.hms.harvard.edu,Sign In,200,27166,sso.med.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=sso.med.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",sso.med.harvard.edu,President and Fellows of Harvard College,itwvfspp04.med.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,d677caddec24e19dd2d23c55a9a48c1d,51cdb15c55d8918dc073f5fd86076db57fc9ef33e427d030d6af68f9918571cf,,ctls,sso.med.harvard.edu,443,https://mail.hms.harvard.edu:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,134.174.145.216,/,206360530,134.174.145.216,Microsoft HTTPAPI:2.0,672,False,,,,api-2f8a17a9.duosecurity.com,,https://sso.med.harvard.edu/adfs/ls/?client-request-id=ea658d77-5c64-e299-cf86-2c9ea36dc14f&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAAjZFPTNNQAMb31q0yRLdw8mgaT4xuff2zrks4tGwMNicig7gqWUr7unVr90bblQkh3owXDVc5mKg3TupFMxMjV2IiZ9SEeCIkJuqJo1u8eOQ7fPndvuT3TREwBXM3mH9h6VHTjGlCWkcj-i_u5Hhi8wk6M-4_-_Hl0fTzV87B4h6IO8hINTU30FwjhYzePqCavt_1cuk07vk2xu0UNk1LR1xGSOnYSeNNLf0egCMATgHYD4sZLsuyEhQFQYAZNstJQorTOcYUWJY2IItoXsoYtIakIa0jE5lGFiKDPw7HF-We32RHhV1rC_0Jx0zsOvUu9vw9wsvX_FIey428rCgBLXOs3LXRkqgVrHqxWahKQYurqLOZlr1adj25pVmwWvKWysyKIvfVstXHNTgvyRUlL6822hA7jGiXxGqfX5FhZVnviT0zcEWn_EAVpKDDLqudZnafuJDItwQ5FOHgziFB4i7qWMZRBJxEwFlkggnnxsbiiei10PXQeQS8jA6df3948O7F66eVD4OTtcTnKDiMpjtztsndFb3kFlMsFTbUhfQdqbtxs8pA0d-o9blZqSHYcLXQ4CozXA7ukmCXJAdkbIxIhChi9jY8JcEvEjy-FBrELnDX0WVwPMGPk7qtWY43ObVNWUbdx23UoXLbVN_x6ro-okCze8ijcveo4QS1trOz8-lK6PzqxzeD318Pvv2cP4tPJ_lksLjQzNqy0l1hXUfxPHc9Yyf5Iq_eEl2nZStozlGtWnFz5i81,,,
mail.hsdm.harvard.edu,Sign In,200,27172,sso.med.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=sso.med.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",sso.med.harvard.edu,President and Fellows of Harvard College,itwvfspp04.med.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,d677caddec24e19dd2d23c55a9a48c1d,51cdb15c55d8918dc073f5fd86076db57fc9ef33e427d030d6af68f9918571cf,,ctls,sso.med.harvard.edu,443,https://mail.hsdm.harvard.edu:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,134.174.145.216,/,-1612168151,134.174.145.216,Microsoft HTTPAPI:2.0,672,False,,,,api-2f8a17a9.duosecurity.com,,https://sso.med.harvard.edu/adfs/ls/?client-request-id=d6cc37cc-2d08-4cff-bede-6345227015b2&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAAjZE9SBthAIbz5eI1sbYRodCxHJ1sL_eT73J3ASm5_GnMWU0wRIuEy913GnOX73I_MVaEDh06OhbHbg0UipM4SF1F0KmDltJRBKE4ubWGLh19h4d3e-F5JwkuwaWfs__C00PSrGlytI6G7b-4E6PjJ-LJ9yj9p3z4U89TzpO9XRC3kZFY09ye5hoJZAQDQK35vuOlGQYHvoVxO4FNs6WjZEpI6Nhm8IbG7ANwBsAlAIOwmEpKPC9zoiAIkBUknhUTkpyUdd5s0jLURRqaLKJlHUKaS4lQh4LMQlE4D8dfZwJ_jR8Cu6236CYcM7FrNxzs-buEn9P9cg5nVnMZpcJmfZjTlIxGW_12vqEXFbUqm91NVFab7nJFc_h6VZ2dg-ub7by02M9nSwtZL89WnaUKXVSns8q6x85s1Ct0ie_PZNqrbUHsCQHsBSm_huhmX7AKfleS5gfEvUzuEeSdCRt3jgkSO6jTMs4i4FcEXEXG2HA6Go2PjzwNPQvdRsCnkTvpF8nPr75cv1O-fpw9Wjk9DB2PMM1KvWtpbqkjWbUXVqlWUBcLXKFWNBdQzuEKXrAEVWW56dgunEqmuR0S7JDkARmLEuMhisjOc5ck-E2CDw9CB7F7_HX2EJyPwVFSt7SW7U1MblEto-HjNupQ6S2qb3sNXR-2nmYFyKPSb6i7CWple3v726PQ7ePT9_s3F0c_rqev4i-XOGVhGQlZo6jUgxrnM1W5y7T4uXpPLZU9KC5qymaJSRr5Hjv1Fw2,,,
mail.huit.harvard.edu,Sign in - Google Accounts,200,1359,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:22:10Z,2023-08-21T08:22:09Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f2bd4ee4f253f14a043bfb763b9bb802,eb5a312bc993b8f3d4a0157d94b96de55cd045397026970d42984b9ae6930ac6,,ctls,www.google.com,80,http://mail.huit.harvard.edu:80,http,GSE,text/html,GET,142.250.186.115,/,1810109107,2a00:1450:4001:830::2013,OpenGSE,32,False,,,,url=https://www.google.com/accounts/AccountChooser?hd=huit.harvard.edu&btmpl=mobile&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&osid=1&service=mail&ss=1&ltmpl=ecobhgm,,https://www.google.com/a/huit.harvard.edu/ServiceLogin?service=mail&passive=true&continue=https://mail.google.com/mail/&ss=1&ltmpl=ecobhgm&nui=5&btmpl=mobile&emr=1&osid=1,,,
mail.hupd.harvard.edu,Outlook,200,58730,mail.hupd.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-04T00:00:00Z,2023-08-04T23:59:59Z,"CN=mail.hupd.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",mail.hupd.harvard.edu,President and Fellows of Harvard College,hupdmse.hupd.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,b3ba397c62b48b5b39efb978c2a49449,bf9523dd26418aee5eb364e3c6aeef25ef2ee4905985a2edfcff49e9c3fb81fc,,ctls,mail.hupd.harvard.edu,443,https://mail.hupd.harvard.edu:443,https,Microsoft-IIS/10.0,text/html,GET,128.103.160.28,/,-2008844948,128.103.160.29,Windows Server,1404,False,,,,,,https://mail.hupd.harvard.edu/owa/auth/logon.aspx?url=https%3a%2f%2fmail.hupd.harvard.edu%2fowa%2f&reason=0,,,
mail.itatti.harvard.edu,Sign in - Google Accounts,200,1367,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:22:10Z,2023-08-21T08:22:09Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f2bd4ee4f253f14a043bfb763b9bb802,eb5a312bc993b8f3d4a0157d94b96de55cd045397026970d42984b9ae6930ac6,,ctls,www.google.com,80,http://mail.itatti.harvard.edu:80,http,GSE,text/html,GET,142.250.186.83,/,-846265178,2a00:1450:4001:82b::2013,OpenGSE,32,False,,,,url=https://www.google.com/accounts/AccountChooser?hd=itatti.harvard.edu&btmpl=mobile&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&osid=1&service=mail&ss=1&ltmpl=ecobhgm,,https://www.google.com/a/itatti.harvard.edu/ServiceLogin?service=mail&passive=true&continue=https://mail.google.com/mail/&ss=1&ltmpl=ecobhgm&nui=5&btmpl=mobile&emr=1&osid=1,,,
mail.londo.harvard.edu,Outlook,200,58716,mail.londo.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-07-08T00:00:00Z,2023-07-08T23:59:59Z,"CN=mail.londo.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",mail.londo.harvard.edu,President and Fellows of Harvard College,testmail.londo.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,c2ed5199b110f365df7ff894107ae384,ace3eee5d726103ce77153a198295f88293e26db2918b3f0984ee9f9eae54f31,,ctls,mail.londo.harvard.edu,443,https://mail.londo.harvard.edu:443,https,Microsoft-IIS/10.0,text/html,GET,134.174.190.49,/,-637435090,134.174.190.49,Windows Server,1404,False,,,,,,https://mail.londo.harvard.edu/owa/auth/logon.aspx?url=https%3a%2f%2fmail.londo.harvard.edu%2fowa%2f&reason=0,,,
