new,host,a,cname,soa,has_internal_ips,internal_ips,status_code,cdn,cdn-name,mx,aaaa,ns,txt,caa,ptr
,hedera.fas.harvard.edu,"18.210.221.183, 52.204.16.36",atg-prod-hedera-lb-1058554910.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hedgehog.harvard.edu,128.103.83.28,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hedwig.mgh.harvard.edu,132.183.240.86,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,mgbmx.partners.org,,,,,
,hegel-test.lib.harvard.edu,3.87.132.161,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,heimdall.cfa.harvard.edu,131.142.52.197,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,helenr.harvard.edu,140.247.91.76,helenr.flybase.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,helios-ps.law.harvard.edu,140.247.200.49,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,helios.cfa.harvard.edu,131.142.42.242,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,helios.dfci.harvard.edu,155.52.47.19,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,"blaise.dfci.harvard.edu, w0021387w.dfci.harvard.edu",,,,,
,helios.law.harvard.edu,140.247.200.101,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,helios.mgh.harvard.edu,155.52.172.14,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,helium.fas.harvard.edu,"185.225.250.32, 185.225.250.57","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,helium.harvard.edu,128.103.105.248,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,helium.med.harvard.edu,134.174.171.52,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,helium.mgh.harvard.edu,132.183.102.147,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,helium.rc.fas.harvard.edu,140.247.151.25,,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,,,,,,,
,helix.cfa.harvard.edu,131.142.190.180,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hello.alvarezlab.wjh.harvard.edu,140.247.95.116,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,help.environment.harvard.edu,159.89.44.251,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,help.hbsp.harvard.edu,"104.16.51.111, 104.16.53.111",hbpacademichelpcenter.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,,NOERROR,True,cloudflare,mail-pod-19.int.zendesk.com,,,"pod=19, v=spf1 include:mail.zendesk.com ~all",,
,help.itatti.harvard.edu,52.17.245.87,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,help.nic.med.harvard.edu,"104.16.53.111, 104.16.51.111",nichelp.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,,NOERROR,True,cloudflare,mail-pod-19.int.zendesk.com,,,"v=spf1 include:mail.zendesk.com ~all, pod=19",,
,help.nmr.mgh.harvard.edu,132.183.1.42,www.nmr.mgh.harvard.edu,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,mail.nmr.mgh.harvard.edu,,,,,
,helpdesk.dfci.harvard.edu,170.223.154.50,helpdesk2.partners.org,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,hemingway.cfa.harvard.edu,131.142.184.152,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,henrietta.cfa.harvard.edu,131.142.157.149,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,henschlab.mcb.harvard.edu,"192.0.78.25, 192.0.78.24",,"ns1.wordpress.com, hostmaster.wordpress.com",,,NOERROR,,,"mx0b-00171101.pphosted.com, mx0a-00171101.pphosted.com",,"ns1.wordpress.com, ns2.wordpress.com, ns3.wordpress.com",,,
,hep.gse.harvard.edu,"3.224.70.182, 34.226.3.244",hepg-lb-1706130199.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,heplpc10.harvard.edu,128.103.100.188,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,heplpc20.harvard.edu,128.103.100.75,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hera.bwh.harvard.edu,134.174.90.150,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,herbie.cfa.harvard.edu,131.142.238.79,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,herbie.mgh.harvard.edu,132.183.234.90,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,hercules.cfa.harvard.edu,131.142.8.152,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hercules.tch.harvard.edu,10.26.66.255,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.26.66.255,NOERROR,,,,,"ns5.childrenshospital.org, ns2.childrenshospital.org, ns1.childrenshospital.org",,,
,hermes.cadm.harvard.edu,128.103.69.79,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hermes.cfa.harvard.edu,131.142.9.61,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hermes.dfci.harvard.edu,155.52.5.92,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,hermes.tch.harvard.edu,10.7.46.200,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.7.46.200,NOERROR,,,,,,,,
,hesa.dce.harvard.edu,"18.210.142.31, 18.210.177.241",,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"aspmx2.googlemail.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx3.googlemail.com, aspmx.l.google.com",,,google-gws-recovery-domain-verification=41190729,,
,hesa.extension.harvard.edu,"23.72.252.90, 23.72.252.66","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,hesentc.extension.harvard.edu,,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,hesmc.extension.harvard.edu,"23.32.238.211, 23.32.238.203","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,hesmfc.extension.harvard.edu,"2.16.241.14, 2.16.241.17","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,hesvc.extension.harvard.edu,"23.32.238.121, 23.32.238.128","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,hey.cfa.harvard.edu,131.142.185.36,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hf.bwh.harvard.edu,170.223.227.29,labs.partners.org,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,hf.fas.harvard.edu,140.247.220.16,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,"a7-65.akam.net, a6-66.akam.net, a1-171.akam.net, a11-67.akam.net, a10-66.akam.net, a16-64.akam.net",,,
,hfc-admin-100.harvard.edu,128.103.142.100,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hfc-admin-110.harvard.edu,128.103.142.110,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hfc-admin-120.harvard.edu,128.103.142.120,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hfgis.fas.harvard.edu,"3.88.119.161, 34.199.130.230",hfgis-lb-pub-prod.ats.cloud.huit.harvard.edu,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,"ns-1341.awsdns-39.org, ns-2007.awsdns-58.co.uk, ns-249.awsdns-31.com, ns-581.awsdns-08.net",,,
,hgl.harvard.edu,"3.222.163.78, 52.20.190.213, 54.84.63.169","hgl.lib.harvard.edu, beta-hgl.hz.lib.harvard.edu","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hgl.lib.harvard.edu,"54.84.63.169, 3.222.163.78, 52.20.190.213",beta-hgl.hz.lib.harvard.edu,"ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hgs.vcg.rc.fas.harvard.edu,140.247.151.194,vcg.rc.fas.harvard.edu,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,,,,,,,
,hhi.harvard.edu,"23.32.238.211, 23.32.238.203","edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,higgins.hms.harvard.edu,134.174.149.198,commhosting.med.harvard.edu,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,high.fas.harvard.edu,"184.24.77.180, 184.24.77.187","projects.iq.harvard.edu, edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,highs.fas.harvard.edu,"92.122.101.57, 92.122.101.34","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,hilda.huit.harvard.edu,"34.197.33.220, 54.210.95.77, 34.206.164.57",ords-adm-new-lb-pub-prod.ats.cloud.huit.harvard.edu,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hillel.harvard.edu,"23.32.238.121, 23.32.238.128",,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mx0a-00171101.pphosted.com, mx0b-00171101.pphosted.com",,"a16-64.akam.net, a1-171.akam.net, a7-65.akam.net, a11-67.akam.net, a6-66.akam.net, a10-66.akam.net",v=spf1 redirect=_spf.harvard.edu,,
,hilo.mgh.harvard.edu,132.183.190.18,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,hilr.harvard.edu,23.185.0.1,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,"a16-64.akam.net, a7-65.akam.net, a10-66.akam.net, a6-66.akam.net, a11-67.akam.net, a1-171.akam.net",,,
,hilrreg.dce.harvard.edu,140.247.198.97,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hilt.harvard.edu,35.202.188.21,hilt.wpengine.com,"jim.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,True,google,,,,,,
,him.dfci.harvard.edu,155.52.91.175,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,hio.harvard.edu,23.185.0.3,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,"2620:12a:8000::3, 2620:12a:8001::3",,,,
,hioisdadmin-prod.prod.campusservices.cloud.huit.harvard.edu,,,"ns-1181.awsdns-19.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hioisdadmin.hio.harvard.edu,"18.213.40.192, 54.87.24.142, 54.225.207.228",issm2023-isd-adm-prod-app-pub01-1228338788.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hioisdvisitor-prod.prod.campusservices.cloud.huit.harvard.edu,,,"ns-1181.awsdns-19.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hioisdvisitor.hio.harvard.edu,"3.224.84.193, 52.54.80.67, 3.234.147.207",issm2023-isd-vis-prod-app-pub02-1727972423.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hioissm-prod.prod.campusservices.cloud.huit.harvard.edu,,,"ns-1181.awsdns-19.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hipchat.dfci.harvard.edu,155.52.47.151,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,hips.seas.harvard.edu,54.172.197.41,"web-static.seas.harvard.edu, web-static-aws.seas.harvard.edu","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hir.harvard.edu,134.209.72.237,,"ns1.digitalocean.com, hostmaster.hir.harvard.edu",,,NOERROR,,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com",,"ns1.digitalocean.com, ns2.digitalocean.com, ns3.digitalocean.com","facebook-domain-verification=8hshjckyda488osfwm3i3pa5fcyxnv, google-site-verification=SP6O5MQdWfhzl_jTkIVjERiBg-SraNfLNyPC00Uojac",,
,hisdev2.tch.harvard.edu,134.174.26.22,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,"ns2.childrenshospital.org, ns1.childrenshospital.org, ns5.childrenshospital.org",,,
,hisproddr2.tch.harvard.edu,,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,hisshad2.tch.harvard.edu,134.174.26.23,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,hisshaddr2.tch.harvard.edu,134.174.34.117,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,histest1.tch.harvard.edu,134.174.34.71,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,histopath.nmr.mgh.harvard.edu,132.183.1.40,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,history.fas.harvard.edu,"23.32.238.203, 23.32.238.211","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,hits.harvard.edu,151.101.66.159,,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,True,fastly,,,"edns1.med.harvard.edu, cdns2.med.harvard.edu, cdns1.med.harvard.edu, edns2.med.harvard.edu",,,
,hits.hms.harvard.edu,134.174.159.103,dmzlb-vip.rc.hms.harvard.edu,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,hive-demo.mgh.harvard.edu,170.223.191.141,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,hive.gse.harvard.edu,"88.221.132.162, 88.221.132.168","edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,hk20-key-idp.iam.harvard.edu,"44.198.116.219, 3.212.6.119, 3.228.140.5","key-idp1.iam.harvard.edu, key-i-hk20a-1ai1k9k971dat-291249894.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hk20-key-idp.stage.iam.harvard.edu,"3.230.253.12, 34.239.193.38","key-idp1.stage.iam.harvard.edu, key-i-hk20a-1pd07h0c9elh6-2031309051.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hk20.iam.harvard.edu,"34.236.59.160, 54.81.159.111","hk20-user-account.iam.harvard.edu, hk20-hk20a-iobv77vxmn64-2147240462.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hks.harvard.edu,20.75.233.62,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mx0b-00171101.pphosted.com, mx0a-00171101.pphosted.com",,"a1-171.akam.net, a7-65.akam.net, a16-64.akam.net, a6-66.akam.net, a11-67.akam.net, a10-66.akam.net","airtable-verification=a92cef30671587a4f6deb7951c1c3f1a, MS=C432C271A066C8BCE5FC01915056E4D8B4045FAE, obUSXwU5IyFIK2L/xCUVaGasSe9W9ItsQjjCs9ZgtvooYl5ev38GnMB00/P+P0lfrgJ6Be4QgLbhRB2cMGNc/w==, google-site-verification=Z1sjz4BsAUOhfcpflH32sQnRgXWtw9XlkFYtpD7J8nM, v=spf1 redirect=_spf.harvard.edu, webexdomainverification.4C675B8ADCC3B136E053AB06FC0A3F65=b94b7b58-3392-4b3e-8ba0-eebad135e70f, webexdomainverification.4C675B8A1AA3B136E053AB06FC0A3F65=44897f68-88c3-4d30-8adb-d5f61c9c700d, webexdomainverification.1SWE2=d553951c-c5c1-4925-8453-14a764ea1ec0.4C675B8ADCC3B136E053AB06FC0A3F65=b94b7b58-3392-4b3e-8ba0-eebad135e70f, MS=5950767B13CDC6D214DF3F6BF1ECC22304B1F0B4, sending_domain378242=81c49e74a595253a449d167ab56ace46c9dcf2ec690f935f2729b33ac44d28e0, Fastly-16327-5498",,
,hlavmass.lib.harvard.edu,"3.132.4.23, 3.17.255.9","hlavmass.aviaryplatform.com, aviary-alb-635517245.us-east-2.elb.amazonaws.com","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hlavsandbox.lib.harvard.edu,"3.132.4.23, 3.17.255.9","hlsandbox.aviaryplatform.com, aviary-alb-635517245.us-east-2.elb.amazonaws.com","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hlc.harvard.edu,23.185.0.3,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,"2620:12a:8000::3, 2620:12a:8001::3",,,,
,hlcra.harvard.edu,,"projects.iq.harvard.edu, edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,hls.harvard.edu,23.185.0.4,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,"2620:12a:8000::4, 2620:12a:8001::4","a10-66.akam.net, a1-171.akam.net, a11-67.akam.net, a6-66.akam.net, a7-65.akam.net, a16-64.akam.net",google-site-verification=w-uhZ8cOyJPxrGVtz8_kWtdjCJ_0vNtZjsjh5Yp68G0,,
,hlsclinics.law.harvard.edu,,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hlsfiletransfer.law.harvard.edu,140.247.209.71,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hmc.harvard.edu,47.19.203.141,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"us-smtp-inbound-2.mimecast.com, us-smtp-inbound-1.mimecast.com",,"a7-65.akam.net, a6-66.akam.net, a11-67.akam.net, a10-66.akam.net, a1-171.akam.net, a16-64.akam.net","174df12501784253b513546aafeda46f, atlassian-sending-domain-verification=8aa383fe-be11-43be-828d-b2482120752b, docusign=23f8d2a6-9e79-4a37-b5e2-5dd0b947663b, atlassian-domain-verification=vRWbcomAx7s1RBaCgz9a6cVWgLFaydTfUJ9SWxvbMJJRXgxgOK0rTYRQntNEDwnr, MS=CAF4816EF966CDEB81B984AB91DC77F766AE2E42, yrmb6pxlxpcvkkylf4tt0hcgz1mz5l16, 7l2wf1rhlbl9xs60d00s0l9t8qpd2gsj, docusign=90e064dc-4789-4412-9d66-79b248b7aa7a, nSdsrQYB+2GsAfGynBV59lIHfvixa9nGAM8ReuJrY5sew8CHCHleF6p5UEzvvoOerHhsAZeF9ij7w8h7EDW49g==, 2n8c7j7h1z0c6trvx875pt3xnrxq5q08, v=spf1 mx a ip4:72.22.165.250 include:us._netblocks.mimecast.com include:_spf.atlassian.net -all",,
,hmc.hmc.harvard.edu,64.72.76.194,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hmdc.harvard.edu,140.247.115.104,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mxa-00171101.gslb.pphosted.com, mxb-00171101.gslb.pphosted.com",,"a6-66.akam.net, a7-65.akam.net, a1-171.akam.net, a10-66.akam.net, a11-67.akam.net, a16-64.akam.net","ms=ms46371777, v=spf1 redirect=_spf.harvard.edu, 7vje4lGqK8WZtRSPBgAoHbwRxM4ZWKRgWbngWj7bRQA8004iWbTWKl4MZQAfHT9IRKPM9pNkBFdr5FNgtAvKhA==",,
,hmi.harvard.edu,66.132.239.185,,"edns1.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,,,,,"cdns2.med.harvard.edu, cdns1.med.harvard.edu, edns1.med.harvard.edu, edns2.med.harvard.edu",,,
,hmi.hms.harvard.edu,66.132.239.185,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,hmnh.harvard.edu,"23.32.238.203, 23.32.238.211",,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mxb-00171101.gslb.pphosted.com, mxa-00171101.gslb.pphosted.com",,"a1-171.akam.net, a6-66.akam.net, a10-66.akam.net, a11-67.akam.net, a16-64.akam.net, a7-65.akam.net","ms=ms58951264, h7fCZgGEo7EoBH8A0nfZFgEND75P2R7QkwxOJkm3ezFDMzBy3Y8X3vnZgYtIZRa86EFBJ0QMZtXdAjjYThVqSw==",,
,hms-dev.harvard.edu,108.166.92.129,,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
,hms.harvard.edu,"192.230.64.122, 185.11.124.122",,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,True,incapsula,"mx0a-00171101.pphosted.com, mx0b-00171101.pphosted.com",,"edns2.med.harvard.edu, edns1.med.harvard.edu, cdns1.med.harvard.edu, *.galileo-dev.hms.harvard.edu, cdns2.med.harvard.edu",,,
,hms2.harvard.edu,"134.174.141.37, 134.174.141.36",,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,"edns1.med.harvard.edu, cdns1.med.harvard.edu, edns2.med.harvard.edu, cdns2.med.harvard.edu",,,
,hmsc.harvard.edu,"52.202.246.166, 3.215.150.64",,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,"mxb-00171101.gslb.pphosted.com, mxa-00171101.gslb.pphosted.com",,"a7-65.akam.net, a10-66.akam.net, a16-64.akam.net, a1-171.akam.net, a6-66.akam.net, a11-67.akam.net",v=spf1 redirect=_spf.harvard.edu,,
,hmsmainstg.hms.harvard.edu,192.230.78.241,bwrsc.x.incapdns.net,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,True,incapsula,,,,,,
,hmsqa.harvard.edu,,,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,itlab1.medqa.harvard.edu,,"cdns1.med.harvard.edu, cdns2.med.harvard.edu, edns1.med.harvard.edu, edns2.med.harvard.edu",,,
,hmsspar.hms.harvard.edu,134.174.145.131,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,hmsspar.med.harvard.edu,134.174.14.13,itwebq01.medqa.harvard.edu,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
,hnl.hms.harvard.edu,134.174.150.16,orchestraweb.hms.harvard.edu,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,hochschildlab.med.harvard.edu,"198.185.159.144, 198.49.23.144, 198.49.23.145, 198.185.159.145",ext-cust.squarespace.com,"dns1.p06.nsone.net, dns-admin.squarespace.com",,,NOERROR,,,,,,,,
,hoekstrapero.rc.fas.harvard.edu,140.247.151.108,,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,,,,,,,
,hoffman.physics.harvard.edu,"54.167.191.245, 100.26.95.23, 52.1.59.229",sitesfas-repl-prod.fas.cloud.huit.harvard.edu,"ns-948.awsdns-54.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hol-hr-128-103-237-10.harvard.edu,128.103.237.10,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hol-hr-128-103-237-20.harvard.edu,128.103.237.20,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hollis.harvard.edu,66.151.7.249,primo-for-alma-01hvd.hosted.exlibrisgroup.com,"ns1.p28.dynect.net, dnsadmin.exlibrisgroup.com",,,NOERROR,,,,,,,,
,hollisarchives.lib.harvard.edu,"52.1.155.131, 34.234.7.129, 34.238.201.11",aspace-pui-prod-855290437.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,hollisclassic.harvard.edu,"3.233.30.82, 44.209.170.244","p.lib.harvard.edu, pages-prod.hz.lib.harvard.edu","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,holly.harvard.edu,128.103.35.74,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,hollywood.harvard.edu,128.103.105.157,sger6.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,holton.harvard.edu,128.103.101.230,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,home.hbsp.harvard.edu,104.199.126.122,,"ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",,,NOERROR,True,google,,,,,,
,home.hppm.harvard.edu,,"hppm-web.cadm.harvard.edu, hppm-web-lb-app-public-prod.cadm.cloud.huit.harvard.edu","ns-582.awsdns-08.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,home.mgh.harvard.edu,132.183.138.210,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,home.planningoffice.harvard.edu,"2.16.238.28, 2.16.238.19","edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,home.tch.harvard.edu,10.2.2.107,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.2.2.107,NOERROR,,,,,,3138539fedc818c450ef01523cfb9d2154,,
,homer.bwh.harvard.edu,134.174.9.24,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,honey.hfc.harvard.edu,128.103.142.60,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
