input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_expired,tech_,cdn_name,cdn,final_url,csp_domains_,tls_wildcard_certificate
hub.walmart.com,403 Not Authenticated,403,6644,hub.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-21T20:04:58Z,2024-07-22T20:04:57Z,"CN=ak-one.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-one.walmart.com,Walmart Inc.,www.walmartmexico.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3609523d59f6172b71044cc839ce5c27,6b6ef3e23db9a90bd45b41ee87d5742bfa4d2e3cd0a07b02bde8efd296c04a1d,ctls,hub.walmart.com,443,https://hub.walmart.com:443,https,,text/html,GET,23.56.206.208,/,-668217184,23.56.206.208,37,False,,ZURB Foundation,,,https://hub.walmart.com/content/hub/en_us.html,,
identity-teflon.walmart.com,Access Denied,403,279,identity-teflon.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-06T08:21:09Z,2024-07-07T08:21:08Z,"CN=ak-nonprod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod3.walmart.com,Walmart Inc.,seller.stg.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bbbc157f202ddf53663648321bece33f,877a6b838d10da9f5f0b4c7d1b219f74f6955b8e684c198fb3514a945175136a,ctls,identity-teflon.walmart.com,443,https://identity-teflon.walmart.com:443,https,AkamaiGHost,text/html,GET,2.16.187.9,/,807022357,2.16.187.115,10,False,,Akamai Bot Manager,,,,,
identity.walmart.com,Walmart.com | Save Money. Live Better,200,163181,www.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-02T18:32:20Z,2024-04-02T18:32:19Z,"CN=www.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",www.walmart.com,Walmart Inc.,walmart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,2d3680c6dcc7e5be90c4f983c7e585de,345494c2c039706df849df11e108619f0ea1597c85643f27cc060c0891ebfb0f,ctls,www.walmart.com,443,https://identity.walmart.com:443,https,,text/html,GET,2.23.209.161,/,1103847189,2.23.209.175,1,False,,React,,,https://www.walmart.com/,https://csp.walmart.com/c/r/gl,
image.sparkgood.walmart.com,Access Denied,403,279,image.sparkgood.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-05T00:00:00Z,2024-03-08T23:59:59Z,"CN=san-7-s6.tlsprovisioning.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",san-7-s6.tlsprovisioning.exacttarget.com,"Salesforce.com, Inc.",image.biogenalerts.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,bc4cb9dc656790655aa05162c7813151,f30dd0c2665c89d004eca5b6927a1d6687a84b8822f68ff0e15e845c3697e1e5,ctls,image.sparkgood.walmart.com,443,https://image.sparkgood.walmart.com:443,https,AkamaiGHost,text/html,GET,2.23.209.134,/,-237708705,2a02:26f0:480:22::1726:62cd,10,False,,,,,,,
image.walmart.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,80,http://image.walmart.com:80,http,AkamaiGHost,text/html,GET,23.55.235.154,/,-2026462237,23.55.235.144,8,False,,,,,,,
imagemgr.walmart.com,Error,503,176,imagemgr.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-03T08:48:02Z,2024-03-06T08:48:01Z,"CN=nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",nonprod.walmart.com,Walmart Inc.,www-teflon.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1fa8295498fd2b223e4bdc70e7750e43,3b495b5bf0bddf3c33c9948b1b736730c0ab68b874f684d182dfb43a9957bd86,ctls,imagemgr.walmart.com,443,https://imagemgr.walmart.com:443,https,AkamaiGHost,text/html,GET,23.196.247.226,/,-1130743821,23.196.247.226,5,False,,,,,,,
incident.uno.walmart.com,,400,82,incident.uno.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,incident.uno.walmart.com,443,https://incident.uno.walmart.com:443,https,,text/plain,GET,104.122.33.179,/,726122763,104.122.33.179,1,False,,Envoy,,,,,
indiacareers.walmart.com,"It’s not you, it’s us.",404,1963,indiacareers.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-06-24T07:03:14Z,2024-07-25T07:03:13Z,"CN=careers.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",careers.walmart.com,Walmart Inc.,interns.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6803a6fa30e2398e65b363610eed3ffd,43710e8464e37b1f0c6d5b1d5ab0bb4cd3e3093a0e345bd51ae939f25c665eb3,ctls,indiacareers.walmart.com,443,https://indiacareers.walmart.com:443,https,Apache-Coyote/1.1,text/html,GET,192.237.192.239,/,1525054125,192.237.192.239,1,False,,Java,,,,,
inhome.stg.walmart.com,Access Denied,403,275,inhome.stg.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-03T17:39:23Z,2023-11-04T17:39:22Z,"CN=ak-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod.walmart.com,Walmart Inc.,api.eclosing-stage.wal-mart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a3e20d30fe03a28a752d0611e0717509,771a116c8ebc84771c5e50f7d7f797a605715136963d5fa271bf3c3f3c0432d6,ctls,inhome.stg.walmart.com,443,https://inhome.stg.walmart.com:443,https,AkamaiGHost,text/html,GET,23.197.140.112,/,1064165222,23.197.140.112,10,False,,,,,,,
inhome.walmart.com,Walmart InHome | In Home Grocery Delivery,200,29955,inhome.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,inhome.walmart.com,443,https://inhome.walmart.com:443,https,,text/html,GET,23.197.132.23,/,-745101503,23.197.132.23,4,False,,,,,,,
integrate.walmart.com,Integrate.Walmart.com,200,712,integrate.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-03-21T19:15:37Z,2023-04-22T19:15:36Z,"CN=integrate.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",integrate.walmart.com,Walmart Inc.,integrate.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,89a926cddc71814a4da0cd5204963451,0644fe60f1a4d9158bcc3c8c21c3368adf9880b079d550f3d4b76a7be4ced277,ctls,integrate.walmart.com,443,https://integrate.walmart.com:443,https,Apache,text/html,GET,142.93.179.124,/,-1250328244,142.93.179.124,26,False,True,HSTS,,,,,
jira.walmart.com,Error,503,176,jira.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,jira.walmart.com,443,https://jira.walmart.com:443,https,AkamaiGHost,text/html,GET,23.197.132.23,/,541794909,23.197.132.23,5,False,,,,,,,
joyrun.walmart.com,Walmart Local Marketplace,200,10858,joyrun.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-20T18:26:36Z,2024-08-20T18:26:35Z,"CN=fa-prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-prod.walmart.com,Walmart Inc.,api.feedbackally.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6d5378bd6fcd4222699c53974d45c4b0,033fad5ac4a7584ed1f51124c077ea9bb59ff4dfed4f8bc1cfef89e4caf2f94e,ctls,joyrun.walmart.com,443,https://joyrun.walmart.com:443,https,,text/html,GET,151.101.2.132,/,-222497010,151.101.194.132,17,False,,Varnish,fastly,True,,https://js.appboycdn.com/,
learn.walmart.com,Robot or human?,200,15934,www.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-02T18:32:20Z,2024-04-02T18:32:19Z,"CN=www.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",www.walmart.com,Walmart Inc.,walmart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,2d3680c6dcc7e5be90c4f983c7e585de,345494c2c039706df849df11e108619f0ea1597c85643f27cc060c0891ebfb0f,ctls,www.walmart.com,80,http://learn.walmart.com:80,http,,text/html,GET,23.197.132.23,/,-807015543,23.197.132.23,524,False,,Akamai,,,https://www.walmart.com/blocked?url=L2NwL2lkZWFzLzg5MzI2MzI=&uuid=40dcd9c7-2778-11ee-aa35-6a61617a5a6a&vid=&g=b,,
learning-aem-stage.walmart.com,,503,,learning-aem-stage.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-12T17:12:58Z,2024-08-12T17:12:57Z,"CN=fa-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-nonprod.walmart.com,Walmart Inc.,edu-stage.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3e99c24712e50be347a5aacaf1070bfa,80d9a38863f3ccc30d64a6854371b7a7898d2e99adef380087d8307fa49992bc,ctls,learning-aem-stage.walmart.com,443,https://learning-aem-stage.walmart.com:443,https,Varnish,,GET,151.101.2.132,/,-1840324437,151.101.194.132,1,False,,Varnish,fastly,True,,,
library.walmart.com,,200,1331,dws.workspaceoneaccess.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-12T00:00:00Z,2023-08-12T23:59:59Z,"CN=*.workspaceoneaccess.com, O=VMware\, Inc., L=Palo Alto, ST=California, C=US",*.workspaceoneaccess.com,"VMware, Inc.",workspaceoneaccess.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2c3d7bd7f3391cf7de47afea4cde7d6b,2cd39e7a7c2199b4a2d0808bc7e6a551d7bbb3555d375e501fb628321de220eb,ctls,dws.workspaceoneaccess.com,443,https://library.walmart.com:443,https,http,text/html,GET,40.64.93.71,/,-1308821980,40.64.93.71,28,False,,HSTS,azure,True,https://dws.workspaceoneaccess.com/SAAS/auth/login?dest=https://dws.workspaceoneaccess.com/SAAS/API/1.0/GET/apps/launch/app/6f58601f-ca88-4148-a02f-f3095e8c93c3?appLaunchId=_a56ceb39f4e6e1cf78acfbf098d3adef&resourceUuid=6f58601f-ca88-4148-a02f-f3095e8c93c3&returnFailureResponse=true,https:,True
link.updates.walmart.com,404 Not Found,404,150,link.updates.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-09T00:00:00Z,2023-11-23T23:59:59Z,CN=spgo.io,spgo.io,,spgo1.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b48d2faa8da96be2c64964e60e5b333f,24aec451a732f9ce5cc82cdefd7dd980c9959bcba2bbe70c2fb5803680f2528b,ctls,link.updates.walmart.com,443,https://link.updates.walmart.com:443,https,msys-http,text/plain,GET,44.235.215.157,/,-1840324437,44.238.106.247,8,False,,,,,,,True
links.business.walmart.com,404 Not Found,404,151,links.business.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-12T22:48:55Z,2024-08-12T22:48:54Z,"CN=ak-prod4.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod4.walmart.com,Walmart Inc.,i5-me.walmartimages.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f9418d960c203554c26a724a83f6b822,551b904b4a06bd8e7566b65137975afc6b8adf31fe93cdca320fd4c9876920c7,ctls,links.business.walmart.com,443,https://links.business.walmart.com:443,https,,text/html,GET,2.16.187.139,/,672247917,2.16.187.144,4,False,,,,,,,
links.test.walmart.com,404 Not Found,404,162,links.test.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,links.test.walmart.com,443,https://links.test.walmart.com:443,https,nginx,text/html,GET,167.89.118.83,/,190856733,167.89.118.52,8,False,,Nginx,,,,,True
liquidations.walmart.com,Official Walmart Liquidation Auctions Marketplace,200,90032,liquidations.walmart.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-27T19:16:24Z,2024-05-28T19:16:23Z,"CN=liquidations.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",liquidations.walmart.com,Walmart Inc.,liquidations.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,44d5a347ea49bab171549999808fcb22,a55f8bb5b6574b20ae6b4b1503b4f39ed41685a0af11fa1a915dd11d4dff95b1,ctls,liquidations.walmart.com,443,https://liquidations.walmart.com:443,https,,text/html,GET,198.91.24.162,/,-38580010,198.91.24.162,1696,False,,PHP,,,,,
login.stage.sourcing.walmart.com,Submit Form,200,3251,pfedcert.wal-mart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-22T14:46:49Z,2023-09-23T14:46:48Z,"CN=pfedcert.wal-mart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",pfedcert.wal-mart.com,Walmart Inc.,pfedcert.mywalmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,69d742f217c65f9f27ee4578ca1fe56e,4e4bac946300c07549663d6219e4d27599b91cefc797bf237858ab39c5f14e34,ctls,pfedcert.wal-mart.com,443,https://login.stage.sourcing.walmart.com:443,https,,text/html,GET,104.18.37.104,/,-1840324437,172.64.150.152,26,False,,,cloudflare,True,https://pfedcert.wal-mart.com/as/authorization.oauth2?response_type=code&code_challenge=NWHzhZNKp8cmRMqk2LdUP6I8NWK4JWOsPrAFmIwWo7Y&code_challenge_method=S256&client_id=PA_CORP&redirect_uri=https%3A%2F%2Flogin.stage.sourcing.walmart.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoiNl9sOFNwa2w4NVRPZ2RHWkRIZkFLZ213ZUE0Iiwic3VmZml4Ijoia0NPdDRFLjE2ODk5MTEwNzkifQ..vnZf3qeDA8GiXbJFJnvMvg.YULyMoLTZaVEhqCwYAA5zj-w4lom6nVqddQWBBdHKgQAlzbQSA4EUbae08NlFl_6ew_SMSfDeBmzTF_ym3VnUAmX-SHz4LPgvEWmrSa2p4Nu9vdvVw9ZSQFR4ohiLrn3HSmad0ToRVzkKFSKTWxXHWgbxS8-8aYSg15qWY7TvADYmzJXeEs5YcQUG-weRNCw.-9J4yMVCQfdQYABQlO6srw&nonce=MK63hIdL97vPs9Plgg5WcoeObfhEsUG07-Ee85eqt_o&scope=openid%20profile%20address%20email%20phone&vnd_pi_requested_resource=https%3A%2F%2Flogin.stage.sourcing.walmart.com%2F&vnd_pi_application_name=Global+Sourcing+Partner+and+User+Management+-+Sourcing+,,
marketplace-apply.walmart.com,Marketplace Application,200,8417,marketplace-apply.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-06T08:31:25Z,2023-10-08T08:31:24Z,"CN=marketplace-apply.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",marketplace-apply.walmart.com,Walmart Inc.,marketplace-apply.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,08eaefc445eb744896d79803b99c5e21,4b49d1c0fed151f225d81424862a10bf02d627e0bcfd4c3c2faebb984e6f1153,ctls,marketplace-apply.walmart.com,80,http://marketplace-apply.walmart.com:80,http,sfdcedge,text/html,GET,85.222.140.6,/,1433417005,85.222.140.11,109,False,,Salesforce,,,https://marketplace-apply.walmart.com/,,
marketplacewp.walmart.com,Sell your products on Walmart Marketplace - Walmart.com,200,210998,marketplace.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T17:17:37Z,2024-05-21T17:17:36Z,"CN=marketplace.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",marketplace.walmart.com,Walmart Inc.,marketplace.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b8dfd1c9f928c4f11f5e590c945da1b4,6da9ab68bb125bd5bebaddfd0b1bfb13e9d9f1a0b9db636c6494e0b8bd4f75ac,ctls,marketplace.walmart.com,80,http://marketplacewp.walmart.com:80,http,nginx,text/html,GET,35.196.30.189,/,-1840324437,35.196.30.189,4462,False,,wpBakery,google,True,https://marketplace.walmart.com/,,
me.walmart.com,,200,1330,dws.workspaceoneaccess.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-12T00:00:00Z,2023-08-12T23:59:59Z,"CN=*.workspaceoneaccess.com, O=VMware\, Inc., L=Palo Alto, ST=California, C=US",*.workspaceoneaccess.com,"VMware, Inc.",workspaceoneaccess.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2c3d7bd7f3391cf7de47afea4cde7d6b,2cd39e7a7c2199b4a2d0808bc7e6a551d7bbb3555d375e501fb628321de220eb,ctls,dws.workspaceoneaccess.com,443,https://me.walmart.com:443,https,http,text/html,GET,23.56.206.208,/,-1857245578,23.56.206.208,28,False,,HSTS,,,https://dws.workspaceoneaccess.com/SAAS/auth/login?dest=https://dws.workspaceoneaccess.com/SAAS/API/1.0/GET/apps/launch/app/6f58601f-ca88-4148-a02f-f3095e8c93c3?appLaunchId=_7a5075a98523222bfc06be21b26287b4&resourceUuid=6f58601f-ca88-4148-a02f-f3095e8c93c3&returnFailureResponse=true,https:,True
merchtool.walmart.com,,200,69,merchtool.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-16T00:00:00Z,2024-07-16T23:59:59Z,"CN=*.test.edgekey.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",*.test.edgekey.net,"Akamai Technologies, Inc.",test.edgekey.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fa8afd77b32ed04c887dd028399c027,9759ec7cad270c9a524f7fd042864c4fea6aaa5e77114bb39ea65d88a7e0d524,ctls,merchtool.walmart.com,443,https://merchtool.walmart.com:443,https,AkamaiNetStorage,text/html,GET,2.23.196.5,/,1864250944,2.23.196.5,6,False,,,,,,,True
merlin-marketplace-stg.walmart.com,MERLIN,200,2561,merlin-marketplace-stg.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,merlin-marketplace-stg.walmart.com,443,https://merlin-marketplace-stg.walmart.com:443,https,cloudflare,text/html,GET,172.64.150.152,/,-2025683526,104.18.37.104,12,False,,Envoy,cloudflare,True,,,
metrics.walmart.com,,200,,metrics.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.sc.omtrdc.net,Adobe Systems Incorporated,sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5aea0482f5687fba1e7b20b2977a3e7a,1a773e957c8bb8819956df96b254fce6c3d34e51c3a7073ffe3ac7833bfc089f,ctls,metrics.walmart.com,443,https://metrics.walmart.com:443,https,jag,,GET,63.140.62.135,/,1936786007,63.140.62.164,1,False,,,,,,,True
mi.walmart.com,Movable Ink Domain,200,79,mi.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-09T09:13:13Z,2024-07-10T09:13:12Z,"CN=mi.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",mi.walmart.com,Walmart Inc.,mi.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a1dbb24a73a2031ec467dd7d51e2ceb5,b5ccb0d40fd4cca942802276b9fa765a069aa860d946492e1250942fa8b3f2ea,ctls,mi.walmart.com,443,https://mi.walmart.com:443,https,,text/html,GET,18.66.112.68,/,-1542678720,18.66.112.48,1,False,,Amazon Web Services,cloudfront,True,,,
mibono.stage.walmart.com,,526,,mibono.stage.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,mibono.stage.walmart.com,443,https://mibono.stage.walmart.com:443,https,cloudflare,,GET,104.18.37.104,/,-1840324437,172.64.150.152,1,False,,Cloudflare Bot Management,cloudflare,True,,,
mobile-e8.walmart.com,,503,62,mobile-e8.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-16T00:00:00Z,2024-07-16T23:59:59Z,"CN=*.test.edgekey.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",*.test.edgekey.net,"Akamai Technologies, Inc.",test.edgekey.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fa8afd77b32ed04c887dd028399c027,9759ec7cad270c9a524f7fd042864c4fea6aaa5e77114bb39ea65d88a7e0d524,ctls,mobile-e8.walmart.com,443,https://mobile-e8.walmart.com:443,https,,,GET,104.111.216.5,/,107704025,104.111.216.5,1,False,,,,,,,True
mobile-origin-e8.walmart.com,,503,62,mobile-origin-e8.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2016-01-22T20:17:54Z,2018-01-22T20:17:54Z,"CN=mobile-e1.walmart.com, O=Wal-Mart Stores\, Inc., L=Bentonville, ST=Arkansas, C=US",mobile-e1.walmart.com,"Wal-Mart Stores, Inc.",mobile-e3.walmart.com,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,a4ff0c32193ae5eeb4f5b3b728e9af25,65ae7cceee53c1c012570b42d1d8758dce8f30bebbd3978dca9941420e2a5b51,ctls,mobile-origin-e8.walmart.com,443,https://mobile-origin-e8.walmart.com:443,https,,,GET,161.170.241.237,/,107704025,161.170.241.237,1,False,True,,,,,,
