input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,tls_subject_org_,webserver,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_self_signed
imodelhubgrafana-san.bentley.com,Grafana,200,31260,imodelhubgrafana-san.bentley.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-05T07:32:46Z,2023-09-03T07:32:45Z,CN=imodelhubgrafana-san.bentley.com,imodelhubgrafana-san.bentley.com,imodelhubtm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3cc485216f8240b450c11f0b66670051,3abbc6f26d0d56bf63ab9019cf2cb31a4986919dc2fb19aaead131bcfdd91a5d,ctls,imodelhubgrafana-san.bentley.com,443,https://imodelhubgrafana-san.bentley.com:443,https,text/html,GET,20.87.226.232,/,514547067,20.87.226.232,Envoy,212,False,,,,istio-envoy,,,https://imodelhubgrafana-san.bentley.com/login,,
imodelschemaeditor.bentley.com,iModel Schema Explorer,200,702,imodelschemaeditor.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-05T00:00:00Z,2024-03-05T23:59:59Z,"CN=imodelschemaeditor.bentley.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",imodelschemaeditor.bentley.com,imodelschemaeditor.bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48f655ab496dde55e75803a24ac379ad,4aadbb056291f8f52de00735f076fb26171b20fc630bac3b0908a351488ca852,ctls,imodelschemaeditor.bentley.com,443,https://imodelschemaeditor.bentley.com:443,https,text/html,GET,13.107.246.45,/,-953316889,2620:1ec:bdf::45,Azure Front Door,1,False,,,Microsoft Corporation,,,,,,
imodeltransformations-cac.bentley.com,,401,,imodeltransformations-cac.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-22T08:56:38Z,2023-09-20T08:56:37Z,CN=imodeltransformations-cac.bentley.com,imodeltransformations-cac.bentley.com,imodeltransformations.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,121c91e0fbaa32b5ed6b8e8d569c61b4,b2108f475024a193423894aa86ee64fe8c6a11dd02b5eac3e5b123b5fa8b66b5,ctls,imodeltransformations-cac.bentley.com,443,https://imodeltransformations-cac.bentley.com:443,https,,GET,20.48.202.160,/,-1840324437,20.48.202.160,Microsoft ASP.NET,1,False,,,,Kestrel,,,,,
imsoidcui.bentley.com,Bentley OpenID Connect Management UI,200,21279,imsoidcui.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-12T13:49:35Z,2023-09-10T13:49:34Z,CN=imsoidcui.bentley.com,imsoidcui.bentley.com,imsoidcui.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,29820a6929d217a68dda32b40eb7e275,0510e232e8585424c2441a042f9dc75f7a208b948fb9b17cdd941aa2dab4770f,ctls,imsoidcui.bentley.com,443,https://imsoidcui.bentley.com:443,https,text/html,GET,52.170.46.174,/,-1296071757,52.170.46.174,Windows Server,15,False,azure,True,,Microsoft-IIS/10.0,,,,,
infrastructurecloud.bentley.com,SYNCHRO Control,200,24209,infrastructurecloud.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-06T13:54:36Z,2023-10-04T13:54:35Z,CN=construction.bentley.com,construction.bentley.com,infrastructurecloud.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d4676437d28d797d631776c637f3cec7,95dfb11596db1ed6b7f1b639c044b3acabe3f0db12db1f8124ea91e32bb875f4,ctls,infrastructurecloud.bentley.com,443,https://infrastructurecloud.bentley.com:443,https,text/html,GET,51.104.28.64,/,,51.104.28.64,Windows Server,33,False,azure,True,,Microsoft-IIS/10.0,,,,,
investors.bentley.com,"Investor Relations | Bentley Systems, Incorporated",200,73467,investors.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T22:58:42Z,2023-10-12T22:58:41Z,CN=leapfrog-ssl-34.gcs-web.com,leapfrog-ssl-34.gcs-web.com,zosanopharmacorporation.gcs-web.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,63192b4343d29ebea98e1a09148cbd8a,5f250bc8df2511c9531abc43ea8859c0191fe208b02b3c37b9df1331c2b8de9a,ctls,investors.bentley.com,443,https://investors.bentley.com:443,https,text/html,GET,104.126.37.170,/,,2a02:26f0:1700:11::b856:6792,ZURB Foundation,832,False,,,,,,,,,
iqacs-functions.bentley.com,Your Azure Function App is up and running.,200,150093,iqacs-functions.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-20T00:00:00Z,2023-11-20T23:59:59Z,CN=iqacs-functions.bentley.com,iqacs-functions.bentley.com,iqacs-functions.bentley.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",81ede6618421df663add3668a2245ca0,5f059e32af44cd81bf65f41d654d60106d1cfc33d0cf84cb1b80623c48ab6ad9,ctls,iqacs-functions.bentley.com,443,https://iqacs-functions.bentley.com:443,https,text/html,GET,20.119.8.0,/,,20.119.8.0,,300,False,,,,,,,,,
it.bentley.com,Home | Bentley | Società di software per l'ingegneria delle infrastrutture,200,359535,it.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=*.bentley.com,*.bentley.com,www.bentley.cn,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a05804e54b91c045b1215d7c3cd453a,3c5ecf67f8571716a353b20079aa8c1fe9937e2c481787bd6f9054f2b1ee94b1,ctls,it.bentley.com,443,https://it.bentley.com:443,https,text/html,GET,44.212.240.66,/,-245462569,34.200.174.226,WordPress,2976,False,,,,nginx,True,,,,
itwin.bentley.com,iTwin Hub - Bentley Systems,200,5418,itwin.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-03T23:59:59Z,"CN=itwin.bentley.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",itwin.bentley.com,itwin.bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,95dd07cbdc84cc69d0408e41bb6b8764,2917855a4dd435d369a674c1d6f14fd6df7ff58296c6332bb4253fbdb047465f,ctls,itwin.bentley.com,443,https://itwin.bentley.com:443,https,text/html,GET,13.107.246.45,/,2025961129,2620:1ec:bdf::45,Azure Front Door,1,False,,,Microsoft Corporation,,,,,,
ja.bentley.com,ホーム | Bentley | インフラストラクチャエンジニアリングソフトウェア,200,350706,ja.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=*.bentley.com,*.bentley.com,www.bentley.cn,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a05804e54b91c045b1215d7c3cd453a,3c5ecf67f8571716a353b20079aa8c1fe9937e2c481787bd6f9054f2b1ee94b1,ctls,ja.bentley.com,443,https://ja.bentley.com:443,https,text/html,GET,18.209.118.207,/,-245462569,44.212.240.66,WordPress,2976,False,,,,cloudflare,True,,,,
jc-pw.bentley.com,IIS Windows Server,200,703,jc-pw.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T19:09:38Z,2023-10-10T19:09:37Z,CN=pw-jcpw2.prod2-cust-eastus.bentleyhosted.com,pw-jcpw2.prod2-cust-eastus.bentleyhosted.com,pw-jcpw2.prod2-cust-eastus.bentleyhosted.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6039c173c15e8748331391000ea953a1,2f3f44800dd359a1df8c7b63f95af7d901e59986c71ab42bb759181800820832,ctls,jc-pw.bentley.com,80,http://jc-pw.bentley.com:80,http,text/html,GET,20.25.102.208,/,-709390964,20.25.102.208,Microsoft ASP.NET,32,False,,,,,,,https://jc-pw.bentley.com,,
lyncae-exton.bentley.com,,404,72,lyncae-exton.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-11-07T00:00:00Z,2023-12-08T23:59:59Z,"CN=lyncae-exton.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",lyncae-exton.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cee6abe18d2a962677b1cacba51e7523,b3c59c3093fe9383be90a927bc4cefaebde2c3d31ea5810f8e890150f4b9af1b,ctls,lyncae-exton.bentley.com,443,https://lyncae-exton.bentley.com:443,https,text/plain,GET,64.90.235.156,/,,64.90.235.156,,4,False,,,"Bentley Systems, Incorporated",RTC/6.0,,,,,
lyncav05-dublin.bentley.com,,200,,,,,,,,,,,,,,,,,,,80,http://lyncav05-dublin.bentley.com:80,http,,GET,64.90.233.140,/,-1840324437,64.90.233.140,Windows Server,1,False,,,,Microsoft-IIS/8.5,,,,,
mail.bentley.com,Sign in to Outlook,200,38831,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,80,http://mail.bentley.com:80,http,text/html,GET,40.99.150.34,/,-1249852061,2603:1026:c0d:c2f::2,HSTS,95,False,,,Microsoft Corporation,,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=6c98fb8a-6383-5081-9db4-41aacfbeda88&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=bentley.com&nonce=638257624538497632.d50951a4-bf3c-4161-83f4-631fc1037f8e&state=DYs5CsMwEACl5CHu0snWaleHC-O36ISAFIMJMf59tpiBKUYKIZ7Mg5GaJbzDYKx3hiwGWjnNXKxeLURSqWFWBA5UwEbKIbQMGn0LVfI7LccVl_2ssY8t1c-313vOx3j9yjbiu_8B,,
mobility.bentley.com,iTwin Experience,200,1183,mobility.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2023-12-01T23:59:59Z,CN=mobility.bentley.com,mobility.bentley.com,mobility.bentley.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",02c6fd77c813c8f45bd79e37839741ed,b98c284d48771cb3166e85639648e1939f5b47dcf06ccb6da98cef51e97d97b9,ctls,mobility.bentley.com,80,http://mobility.bentley.com:80,http,text/html,GET,20.119.128.0,/,,20.119.128.0,Nginx,1,False,,,,nginx,,,https://mobility.bentley.com/,,
nl.bentley.com,,404,25,nl.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=*.bentley.com,*.bentley.com,www.bentley.cn,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a05804e54b91c045b1215d7c3cd453a,3c5ecf67f8571716a353b20079aa8c1fe9937e2c481787bd6f9054f2b1ee94b1,ctls,nl.bentley.com,443,https://nl.bentley.com:443,https,text/html,GET,18.209.118.207,/,480409337,34.200.174.226,Nginx,2,False,,,,nginx,True,,,,
nldel1fwlco01.bentley.com,Document Error: Not Found,404,152,nldel1fwlco01.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-20T00:00:00Z,2023-10-12T23:59:59Z,"CN=nldel1fwlco01.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",nldel1fwlco01.bentley.com,www.nldel1fwlco01.bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b47f1e2a5f4b5b92d2c61b613c7ccf07,bc49875087b2558d97a71fe1106df8bb99cba3840594500aa6f8bde958973bf2,ctls,nldel1fwlco01.bentley.com,443,https://nldel1fwlco01.bentley.com:443,https,text/html,GET,195.35.229.210,/,593259606,195.35.229.210,HSTS,7,False,,,"Bentley Systems, Incorporated",,,,,,
office365collaboration.bentley.com,Your Azure Function App is up and running.,200,150093,office365collaboration.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-17T14:44:20Z,2023-10-15T14:44:19Z,CN=office365collaboration.bentley.com,office365collaboration.bentley.com,office365collaboration.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6183e1f5d81c315ae920a1e19b022969,772b6a3475f778550a8a07ac57bf53d21f25a76296d25bee295546f976e4e7a7,ctls,office365collaboration.bentley.com,80,http://office365collaboration.bentley.com:80,http,text/html,GET,20.49.104.7,/,,20.49.104.7,,300,False,azure,True,,,,,https://office365collaboration.bentley.com/,,
osm.opencitiesplanner.bentley.com,,200,21,,,,,,,,,,,,,,,,,,80,http://osm.opencitiesplanner.bentley.com:80,http,application/json,GET,13.80.97.83,/,422234488,13.80.97.83,Ubuntu,1,False,azure,True,,nginx/1.18.0 (Ubuntu),,,,,
payloadresolvesvc.bentley.com,Sign In,200,12910,ims.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6704d1c9bef3ce2c8c5913d68a9a1427,b90f140019fe86acf4dea4ca28cbf745d597aead2739b5a060944be5d8e185ab,ctls,ims.bentley.com,80,http://payloadresolvesvc.bentley.com:80,http,text/html,GET,40.71.11.135,/,,40.71.11.135,Java,312,False,azure,True,"Bentley Systems, Incorporated",,True,,https://ims.bentley.com/?wa=wsignin1.0&wtrealm=https%3a%2f%2fpayloadresolvesvc.bentley.com&wctx=rm%3d0%26id%3dpassive%26ru%3d%252f&wct=2023-07-24T02%3a27%3a34Z,,
pdf.qa-pwdm.bentley.com,Your Azure Function App is up and running.,200,150093,pdf.qa-pwdm.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-10T06:57:42Z,2023-09-08T06:57:41Z,CN=pdf-uks.qa-pwdm.bentley.com,pdf-uks.qa-pwdm.bentley.com,pdf.qa-pwdm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b21f94d964682158d7cf3d30ec87ef4,6b602d574d05e4c1fe1b07589341b2bbd9375b32e190343e00457e54f3f843b9,ctls,pdf.qa-pwdm.bentley.com,443,https://pdf.qa-pwdm.bentley.com:443,https,text/html,GET,51.140.59.233,/,-1840324437,51.140.59.233,,300,False,azure,True,,,,,,,
perf-connect-componentscenterprocesses.bentley.com,,403,58,,,,,,,,,,,,,,,,,,80,http://perf-connect-componentscenterprocesses.bentley.com:80,http,text/html,GET,40.71.199.117,/,-20275242,40.71.199.117,Windows Server,1,False,azure,True,,Microsoft-IIS/10.0,,,,,
perf-connect-formmanagerwebapp.bentley.com,Sign in,200,13805,qa-imsoidc.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61a4ecc1ca3ecf7546807d081c913a24,31df779c235609b38bf839a7d9e866213467625cde6e7b2109ab0e396e5ed7a5,ctls,qa-imsoidc.bentley.com,443,https://perf-connect-formmanagerwebapp.bentley.com:443,https,text/html,GET,40.85.190.10,/,,40.85.190.10,Java,330,False,azure,True,"Bentley Systems, Incorporated",,True,,https://qa-imsoidc.bentley.com/connect/authorize?client_id=forms-designer-2346&redirect_uri=https%3A%2F%2Fperf-connect-formmanagerwebapp.bentley.com%2Fsignin-oidc&response_mode=form_post&response_type=code%20id_token&scope=openid%20forms-data-access-2346%20context-registry-service%20rbac-service%20ims-user-search&state=OpenIdConnect.AuthenticationProperties%3D2GWWrrqTw9NP2vVOECByi1E-Lff7OugxQQQBCiwoDBZYKuOMzZso37LgkrmneezRK3mckoqlIsai48QdkJmS34_zKxKcKRQIet3DneVfE3Q5b8LOabL85OBjc17Gk17_b0CVcdzUH1p7cgCsV8_zQJNU4MR9CdAc1gjSIo5e0OTFWRcePc8n1sAIdeg4a19K3mvnH3zqoPgp8CakWvFWnGjJerrmLpCqohuWhzLpPaT_36vhGLUO2yepLuSX7lWqb1cdiLB_sj7kTlBdpn5Jfw7MTSyagjIRHR0frEDrXuY&nonce=638257624456354598.N2Y4MTdiODItMmYzNi00NjA5LWIzNjktMTY2YTE4MDVmMzgwYjZjNzljMWMtZjRiNS00MWJlLTgxZDQtMjBhOTIzYTRjNWE2&x-client-SKU=ID_NET451&x-client-ver=5.2.1.0,,
perf-connect-imodelhubwebsite-eus.bentley.com,,200,1355,perf-connect-imodelhubwebsite-eus.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-27T05:27:56Z,2023-08-25T05:27:55Z,CN=perf-connect-imodelhubwebsite.bentley.com,perf-connect-imodelhubwebsite.bentley.com,perf-connect-imodelhubwebsite.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,de13c0891627ad835dc27289470ab647,d17ef29eb1024c2005427e88ba448ed6e8b68e810b3a2c4614e133e265f371d4,ctls,perf-connect-imodelhubwebsite-eus.bentley.com,80,http://perf-connect-imodelhubwebsite-eus.bentley.com:80,http,text/html,GET,52.226.134.64,/,,52.226.134.64,HSTS,30,False,azure,True,,,,,https://perf-connect-imodelhubwebsite-eus.bentley.com/,,
perf-connect-realitydataviewer.bentley.com,iTwin Capture,200,3992,perf-connect-realitydataviewer.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-24T05:05:22Z,2023-09-22T05:05:21Z,CN=perf-connect-realitydataviewer.bentley.com,perf-connect-realitydataviewer.bentley.com,perf-connect-realitydataviewer.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ea36618c04537742623a45d4730310fa,6c57fc8699d7d4e9dc7778608419452c2deb411e8e7b677e1d6ca9c2b4b6ed36,ctls,perf-connect-realitydataviewer.bentley.com,443,https://perf-connect-realitydataviewer.bentley.com:443,https,text/html,GET,20.49.104.42,/,-1472954013,20.49.104.42,Windows Server,1,False,azure,True,,Microsoft-IIS/10.0,,,,,
perf-connect-storageregistryportal.bentley.com,Sign in,200,13809,qa-imsoidc.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61a4ecc1ca3ecf7546807d081c913a24,31df779c235609b38bf839a7d9e866213467625cde6e7b2109ab0e396e5ed7a5,ctls,qa-imsoidc.bentley.com,80,http://perf-connect-storageregistryportal.bentley.com:80,http,text/html,GET,104.211.26.212,/,,104.211.26.212,Java,332,False,azure,True,"Bentley Systems, Incorporated",,True,,https://qa-imsoidc.bentley.com/connect/authorize?client_id=strpl-2839&redirect_uri=https%3A%2F%2Fperf-connect-storageregistryportal.bentley.com%2Fsignin-oidc&response_type=code&scope=openid%20email%20profile%20organization%20global_roles&code_challenge=o22gLB5m7hSG7JN8a7rhQ1K0SuHLiuzk5EpeLytG4TA&code_challenge_method=S256&response_mode=form_post&nonce=638257624600865431.Zjk1N2E0OTYtODgzYi00M2ExLTg1ZjItNTdhY2NhYmVmNGI4MjdlNjkwY2QtOWZmMy00ZDQyLWEzZTctY2YzNmU1YmIwYTYw&state=CfDJ8APDgwdGZTRIvL_TlievIRn12nMdQZ94SpKvYKNcXiKLV-O3T1QdYiznPd5_q0U6WxhauPLenTH2zTQkhio3kB-Gc-Ab10U3hHsdrBtmaqbrnKuSqHdTB7phkh-IFQaDS1r6QPyKGz3cFDF7ddb8jd2nMNGdUGKsks3CRbQXDGvkj6awXRpRYa0zGvYtJd_aKLO5kvpIVSpu31V2f7g_YVy-YCdJd06bHXECB23WWvC683sTgw4dJEJfHUrWMviGrrK8JvG4_ce0VfXPueTzexg7HYhrkw5FQGpLfxa6ClrwV1E1DjxA8PBnOWHJfqFh7Na1fzxm-_fcjMoSiUFQk5WrjUv7LG5-FG3U0sRzM28y-oleKn-lI3x1J4ZR0AORJewG2nSAktzv9m3gU_q0bLHTB-aKgbwwQQnJsojSN_u7&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0,,
perf-itwineventsservice.bentley.com,iTwin Events Service,200,553,perf-itwineventsservice.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-29T16:28:51Z,2023-09-27T16:28:50Z,CN=perf-itwineventsservice.bentley.com,perf-itwineventsservice.bentley.com,perf-itwineventsservice.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,50fe56395f71d7885ad7478f2dab3cd7,12b9e82b06aa43056a6ecb309fd92b0616024b68950db91d355956a0ca4dba49,ctls,perf-itwineventsservice.bentley.com,80,http://perf-itwineventsservice.bentley.com:80,http,text/html,GET,20.119.16.25,/,-1701581870,20.119.16.25,Windows Server,1,False,,,,Microsoft-IIS/10.0,,,https://perf-itwineventsservice.bentley.com/,,
portal-cac.projectwise365.bentley.com,ProjectWise 365,200,2806,portal-cac.projectwise365.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T11:58:12Z,2023-09-13T11:58:11Z,CN=projectwise365.bentley.com,projectwise365.bentley.com,projectwise365.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4fc0166dcc68cecb19a0eb8c85122a2d,bd352966815d39bf2f80b47d85bb3214028ed7c3fbd8656a530f3dfe274797fb,ctls,portal-cac.projectwise365.bentley.com,80,http://portal-cac.projectwise365.bentley.com:80,http,text/html,GET,52.228.84.35,/,1418021665,52.228.84.35,Windows Server,84,False,azure,True,,Microsoft-IIS/10.0,,*.ngrok.com,https://portal-cac.projectwise365.bentley.com/,,
portal-cac.pwdm.bentley.com,Sign In,200,12929,imsoidc.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6704d1c9bef3ce2c8c5913d68a9a1427,b90f140019fe86acf4dea4ca28cbf745d597aead2739b5a060944be5d8e185ab,ctls,imsoidc.bentley.com,80,http://portal-cac.pwdm.bentley.com:80,http,text/html,GET,52.233.38.143,/,,52.233.38.143,Java,315,False,azure,True,"Bentley Systems, Incorporated",,True,,https://imsoidc.bentley.com/connect/authorize?client_id=connect-portal-2297&redirect_uri=https%3A%2F%2Fconnect.bentley.com%2Fsignin-oidc&response_type=code&scope=openid%20profile%20email%20organization%20global_roles%20feature_tracking&code_challenge=H4xAdoWzgWL6e8cTYV45RmcD3Nz5BZpSx5hXcro7Pr8&code_challenge_method=S256&response_mode=form_post&nonce=638257624641194113.NWU5MGMzMWEtZTZiNy00MmIwLTljOTQtNjU2YjU1ODhiNjZlZjI2Y2JmYjQtN2YyYi00YmZhLWI4NWUtMGNiMWI4ZTBlM2I0&state=CfDJ8AHcNIvi80VPlL4-Tj9IsyMH_sCXFQb6pKxZIKJT_wCquGhmAOphbvjf_rOdX6X8MXo3Tyucamy4W3hAjQEeP8BCbzHMn6X-5VhrLtegc-Ke8vddjFEVrmIQLCP7L-9OcO-sBbVZaNghSVN8sXAY8g-civhqdPgqAYGMh4gCkO5peNY4FNJECYamkLZRbqq0nOZJKwCAbk0bHsRFV9HvynBV42Kcip49RN6lrHCGkVDpm8ikWxiO63Azr4emFcKQFyv4okmWS5ofre7LTI-fVEazEmioQvc-zfwlsyf_bGEvxIQHFatHtt-e3NhU8jftlUSA2YkU3p7xEqIb0u_qoraxjCy6qGa_HApMWFOah4MA36iF1tCpIVXqiLvbsOKl6uN7mczPL8AuB3CArXzMLkc&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0,,
portal.eastus-qa.openground.bentley.com,403 Forbidden,403,146,portal.eastus-qa.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-28T12:16:22Z,2023-08-26T12:16:21Z,CN=portal.eastus-qa.openground.bentley.com,portal.eastus-qa.openground.bentley.com,portal.eastus-qa.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,17edf50dcc3a47f32be2c7926a8d9247,348c116ac3fa3d127eb07979c22e032302c62806c7227f4efc08eaeb8725c474,ctls,portal.eastus-qa.openground.bentley.com,443,https://portal.eastus-qa.openground.bentley.com:443,https,text/html,GET,40.76.74.83,/,,40.76.74.83,HSTS,8,False,azure,True,,,,,,,
