new,host,a,aaaa,soa,status_code,mx,ns,cname,has_internal_ips,internal_ips,cdn,cdn-name,caa,txt
,ibrahim-toure-playground.awscloud.external.telenet.be,,,"ns-1999.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1308.awsdns-35.org, ns-1999.awsdns-57.co.uk, ns-307.awsdns-38.com, ns-937.awsdns-53.net",,,,,,,
,identityfederation.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
,identityfederation.dvp.connect.telenet.be,195.130.147.102,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.dvp.connect.telenet.be, apawgdvip.dvp.connect.telenet.be",,,,,,
,identityfederation.edp.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be","apaexpcamvip.edp.connect.telenet.be, apawgdvip.edp.connect.telenet.be",,,,,,
,identityfederation.int.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.int.connect.telenet.be, apawgdvip.int.connect.telenet.be",,,,,,
,identityfederation.lat.connect.telenet.be,195.130.147.99,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.lat.connect.telenet.be, apawgdvip.lat.connect.telenet.be",,,,,,
,identityfederation.mre.connect.telenet.be,195.130.147.96,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.mre.connect.telenet.be, apawgdvip.mre.connect.telenet.be",,,,,,
,identityfederation.rel.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.rel.connect.telenet.be, apawgdvip.rel.connect.telenet.be",,,,,,
,identityfederation.sup.connect.telenet.be,195.130.147.101,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.sup.connect.telenet.be, apawgdvip.sup.connect.telenet.be",,,,,,
,identityfederation.uat.connect.telenet.be,195.130.147.98,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.uat.connect.telenet.be, apawgdvip.uat.connect.telenet.be",,,,,,
,idmsso.connect.telenet.be,212.123.29.172,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,ofavip.prd.connect.telenet.be,,,,,,
,idmsso.prd.connect.telenet.be,212.123.29.172,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,ofavip.prd.connect.telenet.be,,,,,,
,idp.trg.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apawgdVip.trg.connect.telenet.be,,,,,,
,iimahd.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,imap.9lives.be,188.93.85.0,,"ns1.itaf.eu, support.itaf.eu",NOERROR,,,zimbra-store.xenco.net,,,,,,
,imgcorona-spending.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,imgcorona.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,impersonation.connect.telenet.be,"15.197.195.200, 3.33.238.178",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-imp.customdomains.okta.com, ok9-custom-crtrs.okta.com, ok9-custom-crtrs.oktaedge.okta.com, ac4b547508e00da8e.awsglobalaccelerator.com",,,,,,
,impersonation.edp.connect.telenet.be,,,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-imp-edp.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,impersonation.int.connect.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-imp-int.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,impersonation.sup.connect.telenet.be,"35.71.186.154, 52.223.7.228",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-imp-sup.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,impersonationapp.connect.telenet.be,"18.184.201.249, 52.58.173.171",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.sharedalb-impersonation-269858863.eu-central-1.elb.amazonaws.com,,,,,,
,impersonationapp.edp.connect.telenet.be,"35.157.84.4, 3.77.163.255",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.sharedalb-impersonation-2104187197.eu-central-1.elb.amazonaws.com,,,,,,
,impersonationapp.int.connect.telenet.be,"3.77.163.255, 35.157.84.4",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.sharedalb-impersonation-2104187197.eu-central-1.elb.amazonaws.com,,,,,,
,impersonationapp.lat.connect.telenet.be,"52.59.117.156, 35.156.229.142",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.sharedalb-impersonation-1367843440.eu-central-1.elb.amazonaws.com,,,,,,
,impersonationapp.mre.connect.telenet.be,"35.157.84.4, 3.77.163.255",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.sharedalb-impersonation-2104187197.eu-central-1.elb.amazonaws.com,,,,,,
,impersonationapp.prd.connect.telenet.be,"52.58.173.171, 18.184.201.249",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.sharedalb-impersonation-269858863.eu-central-1.elb.amazonaws.com,,,,,,
,impersonationapp.sup.connect.telenet.be,"35.157.84.4, 3.77.163.255",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.sharedalb-impersonation-2104187197.eu-central-1.elb.amazonaws.com,,,,,,
,impersonationapp.trg.connect.telenet.be,"35.156.229.142, 52.59.117.156",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.sharedalb-impersonation-1367843440.eu-central-1.elb.amazonaws.com,,,,,,
,impersonationapp.uat.connect.telenet.be,"35.156.229.142, 52.59.117.156",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.sharedalb-impersonation-1367843440.eu-central-1.elb.amazonaws.com,,,,,,
,influx.logtools.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,influx.logtools.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,info.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,inoxdesign.be.apache52.cloud.telenet.be,,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,insideout.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,inst.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,instruxion.telenet.be,195.130.154.75,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,int.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,int.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,internet.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,internetbanking.telenet.be,212.123.1.58,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,invebelgie.be.apache52.cloud.telenet.be,85.255.199.142,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,investors.telenet.be,"23.0.174.128, 23.0.174.123","2a02:26f0:6c00::210:bb78, 2a02:26f0:6c00::210:bb68","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"investors.telenet.be.edgekey.net, e29079.dsca.akamaiedge.net",,,,,,
,iot.int.telenet.be,217.72.237.243,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,iot.prd.telenet.be,217.72.237.165,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,iot.telenet.be,217.72.237.165,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,iot.prd.telenet.be,,,,,,
,iot.uat.telenet.be,217.72.237.164,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,ipservices.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,irest-devel.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,irest-test.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,irest-vip.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,irest.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,irest.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,ise-hobo.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,ise-nocm.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,isepsn1.connect.telenet.be,212.123.29.166,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,isp-opendcim.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,ispgateway.int.digitalsecurity.telenet.be,"52.57.141.27, 54.93.135.120, 18.195.239.81",,"ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1109.awsdns-10.org, ns-1714.awsdns-22.co.uk, ns-306.awsdns-38.com, ns-854.awsdns-42.net",,,,,,,
,ispgateway.lab.digitalsecurity.telenet.be,,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"heritage=external-dns,external-dns/owner=isp-tln-lab,external-dns/resource=ingress/isp/isp-tln-lab-isp-gateway"
,ispgateway.prd.digitalsecurity.telenet.be,"3.69.97.182, 18.159.43.156, 52.29.179.215",,"ns-1646.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"heritage=external-dns,external-dns/owner=isp-tln-prod,external-dns/resource=ingress/isp/isp-tln-prod-isp-gateway"
,it.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,itk.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,iwan.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,jaarverslag2009.telenet.be,195.130.144.19,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,jaarverslag2010.telenet.be,195.130.144.19,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,jaarverslag2011.telenet.be,85.255.199.51,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,jaarverslag2012.telenet.be,85.255.199.31,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,jackson.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,jbscrtsafvip.dvp.telenet.be,195.162.204.75,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtsafvip.int.telenet.be,195.162.204.77,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrttlgvip.dvp.telenet.be,195.162.204.93,,,NOERROR,,,,,,,,,
,jbscrttlgvip.prd.telenet.be,195.162.197.118,2a02:1800:120:6001::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrttlgvip.uat.telenet.be,195.162.204.87,2a02:1800:1e1:6001::c,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtvip.dvp.telenet.be,195.162.204.91,2a02:1800:1e1:6001::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtvip.lat.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtvip.prd.telenet.be,195.162.197.117,2a02:1800:120:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtvip.trg.telenet.be,195.162.204.83,2a02:1800:1e1:6001::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtvip.uat.telenet.be,195.162.204.84,2a02:1800:1e1:6001::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtwfpvip.dvp.telenet.be,195.162.204.100,2a02:1800:1e1:6001::10,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtwfpvip.edp.telenet.be,195.162.204.101,2a02:1800:1e1:6001::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtwfpvip.int.telenet.be,195.162.204.98,2a02:1800:1e1:6001::12,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtwfpvip.prd.telenet.be,195.162.197.119,2a02:1800:120:6001::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtwfpvip.trg.telenet.be,195.162.204.95,2a02:1800:1e1:6001::15,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jbscrtwfpvip.uat.telenet.be,195.162.204.97,2a02:1800:1e1:6001::13,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,jenkins.int.test-automation.sas.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,jobs.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,k2.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,k4.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,k5.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,kaartenshop.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,karl.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,kellen.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,kerst.telenet.be,85.255.204.196,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,kibana-gsa.dvp.telenet.be,213.224.233.27,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,kibana-gsa.prd.telenet.be,213.224.232.6,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,kibana.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,kibana.logtools.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,kibana.logtools.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,kibana.logtools.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,king.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,kk.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,klant.base.be,62.213.211.34,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,customer.base.be,,,,,,
,klantenservice-be.telenet.be,"34.241.192.95, 34.241.203.157, 52.16.223.121",,"ns-603.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-be.customersaas.com, api.customersaas.com, api-lbr.customersaas.com",,,,,,
,klantenservice-fr.telenet.be,"34.241.203.157, 52.16.223.121, 34.241.192.95",,"ns-603.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-fr.customersaas.com, api.customersaas.com, api-lbr.customersaas.com",,,,,,
,klantenservice.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
,klantenservice.dvp.connect.telenet.be,195.130.147.113,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,oagdvip.dvp.connect.telenet.be,,,,,,
,klantenservice.prd.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
,klantenservice.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,knmc.be.apache54.cloud.telenet.be,85.255.199.23,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,kong.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,kotnet.dvp.telenet.be,195.162.204.157,2a02:1800:1e1:6002::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.dvp.telenet.be,,,,,,
,kotnet.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,kotnet.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.prd.telenet.be,,,,,,
,kotnet.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"kotnet.prd.telenet.be, vrnmctvip.prd.telenet.be",,,,,,
,kotnet.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.trg.telenet.be,,,,,,
,kotnet.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.uat.telenet.be,,,,,,
,kristof.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,lab.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,labo.centrex.telenet.be,212.88.238.71,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,lat.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,lat.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,lat.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,lbr.trg.connect.telenet.be,152.70.175.41,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,True,oracle,,
,lbsclient.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,lbsclient.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,lbsclient.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,lcplusm.be.apache53.cloud.telenet.be,85.255.199.22,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,lds.telenet.be,195.130.152.23,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,leads.telenet.be,195.130.144.19,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,lindenhof-olen.be.apache51.cloud.telenet.be,85.255.199.141,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,linstantaupresent.be.apache51.cloud.telenet.be,85.255.199.141,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,local.yelo.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,login-sp.prd.connect.telenet.be,212.123.29.165,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apaexpAamvip.prd.connect.telenet.be,,,,,,
,login.base.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,login.connect.telenet.be,"15.197.195.200, 3.33.238.178",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet.customdomains.okta.com, ok9-custom-crtrs.okta.com, ok9-custom-crtrs.oktaedge.okta.com, ac4b547508e00da8e.awsglobalaccelerator.com",,,,,,
,login.dvp.base.be,213.224.233.3,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.dvp.telenet.be,,,,,,
,login.dvp.telenet.be,213.224.233.3,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.dvp.telenet.be,,,,,,
,login.edp.base.be,213.224.233.2,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.edp.telenet.be,,,,,,
,login.int.base.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.int.telenet.be,,,,,,
,login.int.connect.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-int.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,login.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.int.telenet.be,,,,,,
,login.lat.base.be,213.224.233.161,2a02:1800:1e0:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.lat.telenet.be,,,,,,
,login.mail.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,login.mre.base.be,213.224.233.1,2a02:1800:1e0:6003::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.mre.telenet.be,,,,,,
,login.prd.base.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,login.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,login.preprod.connect.telenet.be,"35.71.186.154, 52.223.7.228",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-preprod.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
