input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,tls_mismatched,cdn_name,cdn,csp_domains_,final_url,tls_expired
federate.blackrock.com,Not Found,404,315,federate.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-13T15:45:43Z,2023-07-05T15:45:43Z,"CN=federate.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",federate.blackrock.com,"BlackRock Financial Management, Inc.",www.federate.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",311bb83745d29a7976bd3c5346501038,ccaf66188e61ae7b21a85738e641509166223adc2095919f73b0e79a50ebf0f9,,ctls,federate.blackrock.com,443,https://federate.blackrock.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,69.52.66.219,/,225052475,69.52.66.219,7,False,Microsoft HTTPAPI:2.0,,,,,,
federate.glbext.blackrock.com,Not Found,404,315,federate.glbext.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-13T15:45:43Z,2023-07-05T15:45:43Z,"CN=federate.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",federate.blackrock.com,"BlackRock Financial Management, Inc.",www.federate.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",311bb83745d29a7976bd3c5346501038,ccaf66188e61ae7b21a85738e641509166223adc2095919f73b0e79a50ebf0f9,,ctls,federate.glbext.blackrock.com,443,https://federate.glbext.blackrock.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,69.52.66.219,/,225052475,69.52.66.219,7,False,Microsoft HTTPAPI:2.0,True,,,,,
filetransfer.blackrock.com,,200,6206,filetransfer.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-12T15:20:17Z,2024-06-11T15:20:17Z,"CN=filetransfer.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",filetransfer.blackrock.com,"BlackRock Financial Management, Inc.",filetransfer.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",17b23e76a6cf71fa1eafbd8c37e383a2,bc86add321ee5ee2cd26235232d8fe2bf095eb91839a99857d761423cdc01d7d,,ctls,filetransfer.blackrock.com,443,https://filetransfer.blackrock.com:443,https,SecureTransport 5.5-20230223 (build: 3177) - Linux,text/html,GET,69.52.32.195,/,990416144,69.52.32.195,63,False,HSTS,,,,,,
foresight-dev.blackrock.com,Access Denied,403,280,foresight-dev.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,foresight-dev.blackrock.com,443,https://foresight-dev.blackrock.com:443,https,,text/html,GET,184.30.220.126,/,1105008867,184.30.220.126,10,False,,,,,,,
fr.blackrock.com,Gestion d'Actifs | BlackRock,200,83046,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://fr.blackrock.com:443,https,envoy,text/html,GET,184.30.220.126,/,463918809,184.30.220.126,1416,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/fr,
fr.ishares.com,Gestion d'Actifs | BlackRock,200,83046,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://fr.ishares.com:443,https,envoy,text/html,GET,104.102.19.39,/,463918809,104.102.19.39,1416,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/fr,
global.stage-origin.ishares.com,BlackRock,503,3091,maintenance-cdn.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,maintenance-cdn.blackrock.com,443,https://global.stage-origin.ishares.com:443,https,AkamaiNetStorage,text/html,GET,69.52.13.212,/,-1508215623,69.52.13.212,104,False,Akamai Bot Manager,,,,,https://maintenance-cdn.blackrock.com/,
go.blackrock.com,Redirecting...,200,740,go.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-20T17:12:37Z,2024-01-20T17:12:37Z,"CN=go.blackrock.com, serialNumber=2446204, businessCategory=Private Organization, O=BlackRock Financial Management\, Inc., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",go.blackrock.com,"BlackRock Financial Management, Inc.",www.go.blackrock.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",765d565a517c5a9bf9730cdf236c88fa,789811d938cd12714dd91551c529f3918199628ada2a06cb643d3974c4490d5d,,ctls,go.blackrock.com,443,https://go.blackrock.com:443,https,,text/html,GET,147.154.42.147,/,-1270699277,147.154.42.147,5,False,HSTS,,oracle,True,url=http://www.blackrock.com,,
hk.blackrock.com,投資管理及顧問服務| 貝萊德,200,99614,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://hk.blackrock.com:443,https,envoy,text/html,GET,184.30.220.126,/,-1120159967,184.30.220.126,1769,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/hk,
hk.ishares.com,首頁 - 貝萊德,200,108109,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://hk.ishares.com:443,https,envoy,text/html,GET,184.25.158.194,/,139835083,184.25.158.194,1910,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/hk/zh/ishares,
hkpvpn.blackrock.com,,200,315,hkpvpn.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-02-22T05:13:04Z,2026-02-21T05:13:04Z,CN=hkpvpn.blackrock.com,hkpvpn.blackrock.com,,69.52.135.20,"CN=Corporate Device CA, O=BlackRock Inc., C=US",Corporate Device CA,BlackRock Inc.,020bc2bb49209801f5ba2427b12cf1cd,8d6225b7827af3f901625e7ee73ee9984dd283db274369f12c318ae07503617f,,ctls,hkpvpn.blackrock.com,443,https://hkpvpn.blackrock.com:443,https,,text/html,GET,69.52.135.20,/,-1840324437,69.52.135.20,9,False,HSTS,,,,,,
hu.blackrock.com,Invalid URL,400,208,hu.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,hu.blackrock.com,443,https://hu.blackrock.com:443,https,AkamaiGHost,text/html,GET,184.30.220.126,/,-122108107,184.30.220.126,8,False,,,,,,,
images.aladdin.blackrock.com,404 - Not found or no permission to access,404,1330,images.aladdin.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-05T15:27:18Z,2023-09-04T15:27:18Z,"CN=images.aladdin.blackrock.com, serialNumber=2446204, businessCategory=Private Organization, O=BlackRock Financial Management\, Inc., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",images.aladdin.blackrock.com,"BlackRock Financial Management, Inc.",www.images.aladdin.blackrock.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e51190d60419060a52ff4034057c30ae,a2070c22d29fdcf30a00e2f6c08460caae2af6b27214e041dd82149edaf97e36,,ctls,images.aladdin.blackrock.com,443,https://images.aladdin.blackrock.com:443,https,,text/html,GET,23.11.206.16,/,-723685921,23.11.206.16,33,False,Bootstrap,,,,,,
images.marketing.blackrock.com,404 - Not found or no permission to access,404,1330,images.marketing.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-04T15:42:02Z,2023-10-22T15:42:02Z,"CN=images.marketing.blackrock.com, serialNumber=2446204, businessCategory=Private Organization, O=BlackRock Financial Management\, Inc., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",images.marketing.blackrock.com,"BlackRock Financial Management, Inc.",www.images.marketing.blackrock.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",64cac5590f4d5dfed497e637c3324ae6,f2f742cc826b1ac4a84e4c288f2eb34dcd27603327cdb1bc5b872d4a4e687095,,ctls,images.marketing.blackrock.com,443,https://images.marketing.blackrock.com:443,https,,text/html,GET,23.11.206.16,/,-723685921,23.11.206.16,33,False,Bootstrap,,,,,,
intl.blackrock.com,Global Website Directory | BlackRock & iShares,200,67111,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://intl.blackrock.com:443,https,envoy,text/html,GET,184.30.220.126,/,-129795214,184.30.220.126,1136,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/corporate/global-directory,
invest.blackrock.com,What is Fixed Income Investing? | BlackRock,200,126721,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,80,http://invest.blackrock.com:80,http,envoy,text/html,GET,69.52.42.253,/,-1971055602,69.52.42.253,1947,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/us/individual/education/fixed-income,
ishares.com,Vielfältige Anlagelösungen mit iShares ETFs | iShares DE - BlackRock,200,303356,www.ishares.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,2024-01-24T23:59:59Z,"CN=*.ishares.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.ishares.com,BlackRock Financial Management Inc.,ishares.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,613f5f0ed5b813d33357cd4992ba32a5,d66a3115db5caaa2e0faac0e137db2249aa3c27b13d02e8185d4a10fe5e67d5c,True,ctls,www.ishares.com,443,https://ishares.com:443,https,envoy,text/html,GET,184.25.158.194,/,664961139,184.25.158.194,3867,False,HSTS,,,,https://*.ishares.com,https://www.ishares.com/de,
it.blackrock.com,Gestione degli investimenti e servizi finanziari | BlackRock,200,112454,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://it.blackrock.com:443,https,envoy,text/html,GET,184.30.220.126,/,26674953,184.30.220.126,1786,False,HSTS,,,,https:,https://www.blackrock.com/it,
it.ishares.com,Exchange-Traded Funds (ETFs) | iShares IT – BlackRock,200,207359,www.ishares.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,2024-01-24T23:59:59Z,"CN=*.ishares.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.ishares.com,BlackRock Financial Management Inc.,ishares.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,613f5f0ed5b813d33357cd4992ba32a5,d66a3115db5caaa2e0faac0e137db2249aa3c27b13d02e8185d4a10fe5e67d5c,True,ctls,www.ishares.com,443,https://it.ishares.com:443,https,envoy,text/html,GET,184.25.158.194,/,-1646226000,184.25.158.194,2308,False,HSTS,,,,https://*.ishares.com,https://www.ishares.com/it,
jp.blackrock.com,Invalid URL,400,208,jp.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,jp.blackrock.com,443,https://jp.blackrock.com:443,https,AkamaiGHost,text/html,GET,23.201.241.164,/,-1454763234,23.201.241.164,8,False,,,,,,,
kid.blackrock.com,,404,,kid.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,kid.blackrock.com,443,https://kid.blackrock.com:443,https,envoy,,GET,184.30.220.126,/,-1840324437,184.30.220.126,1,False,Envoy,,,,,,
kr.blackrock.com,홈 | 블랙록,200,64845,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://kr.blackrock.com:443,https,envoy,text/html,GET,23.201.241.164,/,-383497004,23.201.241.164,1297,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/kr,
latam.blackrock.com,Service Unavailable - Fail to connect,503,270,latam.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,latam.blackrock.com,443,https://latam.blackrock.com:443,https,AkamaiGHost,text/html,GET,23.201.241.164,/,-811783713,23.201.241.164,9,False,Akamai Bot Manager,,,,,,
latam.stage-origin.ishares.com,BlackRock,503,3091,maintenance-cdn.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,maintenance-cdn.blackrock.com,443,https://latam.stage-origin.ishares.com:443,https,AkamaiNetStorage,text/html,GET,69.52.42.205,/,-1508215623,69.52.42.205,104,False,Akamai Bot Manager,,,,,https://maintenance-cdn.blackrock.com/,
ldgremote.blackrock.com,Citrix Gateway,200,43784,ldgremote.blackrock.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-05-24T15:13:27Z,2023-06-18T15:13:27Z,"CN=remote.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",remote.blackrock.com,"BlackRock Financial Management, Inc.",sydremote.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",53ff428fa95060006841fab112e3f50a,1ffe47d4e7655d9598bd49aa881d0a98906532308fa8bd154d34a6ebb39a0255,,ctls,ldgremote.blackrock.com,443,https://ldgremote.blackrock.com:443,https,Apache,text/html,GET,69.52.69.86,/,12023395,69.52.69.86,725,False,HSTS,,,,,https://ldgremote.blackrock.com/logon/LogonPoint/index.html,
ldgvpn.blackrock.com,,200,315,ldgvpn.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-02-22T05:13:04Z,2026-02-21T05:13:04Z,CN=ldgvpn.blackrock.com,ldgvpn.blackrock.com,,69.52.69.25,"CN=Corporate Device CA, O=BlackRock Inc., C=US",Corporate Device CA,BlackRock Inc.,769b167b47d8d0559a1ddbbc91334a88,b37f87f71f07ee49888ab38483260ad3e3e71671d622262355f42df9b784c2a1,,ctls,ldgvpn.blackrock.com,443,https://ldgvpn.blackrock.com:443,https,,text/html,GET,69.52.69.25,/,-1840324437,69.52.69.25,9,False,HSTS,,,,,,
lead.blackrock.com,Redirecting...,200,951,lead.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-24T16:09:43Z,2024-02-23T16:09:43Z,"CN=lead.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",lead.blackrock.com,"BlackRock Financial Management, Inc.",www.lead.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e6c42ea18d7732b74af4560acb59ba60,4e36e931d3af28e2efa55652a2417c3f9958587bc5f430c63d92fd1e1baacc00,,ctls,lead.blackrock.com,443,https://lead.blackrock.com:443,https,,text/html,GET,130.35.98.32,/,-1270699277,130.35.98.32,14,False,Eloqua,,oracle,True,url=http://www.blackrock.com,,
login.blackrock.com,BlackRock - Sign In,200,16102,login.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-30T15:51:40Z,2023-07-28T15:51:40Z,"CN=login.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",login.blackrock.com,"BlackRock Financial Management, Inc.",www.login.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",b475ed5761062b23a230cc9c3d5f5308,33dc2f3869a1e23e884cb98efc8e2e50aed40b6d0a58847ea2c0fb51819e6083,,ctls,login.blackrock.com,443,https://login.blackrock.com:443,https,nginx,text/html,GET,3.33.152.248,/,-599803935,15.197.151.86,367,False,Nginx,,,,,,
lu.ishares.com,Investment Management & Financial Services | BlackRock,200,63647,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://lu.ishares.com:443,https,envoy,text/html,GET,184.25.158.194,/,1151153728,184.25.158.194,1129,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/lu,
lvaremote.blackrock.com,Citrix Gateway,200,43784,lvaremote.blackrock.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-05-24T15:13:27Z,2023-06-18T15:13:27Z,"CN=remote.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",remote.blackrock.com,"BlackRock Financial Management, Inc.",sydremote.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",53ff428fa95060006841fab112e3f50a,1ffe47d4e7655d9598bd49aa881d0a98906532308fa8bd154d34a6ebb39a0255,,ctls,lvaremote.blackrock.com,443,https://lvaremote.blackrock.com:443,https,Apache,text/html,GET,69.52.66.86,/,12023395,69.52.66.86,725,False,HSTS,,,,,https://lvaremote.blackrock.com/logon/LogonPoint/index.html,
lvavpn.blackrock.com,,200,315,lvavpn.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-02-22T05:13:04Z,2026-02-21T05:13:04Z,CN=lvavpn.blackrock.com,lvavpn.blackrock.com,,69.52.66.25,"CN=Corporate Device CA, O=BlackRock Inc., C=US",Corporate Device CA,BlackRock Inc.,f36e5f5da64a2c5d65eb367652741a89,ff796c63742c8de987402a730dc23aeb2b86bb5d1682773265d8fdae84519b56,,ctls,lvavpn.blackrock.com,443,https://lvavpn.blackrock.com:443,https,,text/html,GET,69.52.66.25,/,-1840324437,69.52.66.25,9,False,HSTS,,,,,,
