new,host,ttl,a,aaaa,cname,mx,soa,txt,status_code,ns,caa
[x],f058f34b2a1f4816b781220830220bc6.bogus.conn.test-ns-signed.internet.nl,2489,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],f33ad8be87d847c5984c6784410691ea.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],f33ad8be87d847c5984c6784410691ea.bogus.conn.test-ns-signed.internet.nl,2234,,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],f4e8f1e7a8ca447c999b83e57e60c887.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],f4e8f1e7a8ca447c999b83e57e60c887.bogus.conn.test-ns-signed.internet.nl,3600,,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],f8f13dd94f0c400db8d28c174a1f6de3.a.conn.test-ns-signed.internet.nl,3600,62.204.66.10,,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],f8f13dd94f0c400db8d28c174a1f6de3.bogus.conn.test-ns-signed.internet.nl,3600,,2a00:d00:ff:162:62:204:66:10,,,"{'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'test-ns-signed.internet.nl', 'ns': 'ns.nlnetlabs.nl', 'mailbox': 'ralph.nlnetlabs.nl', 'serial': 1715773779, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",,NOERROR,,
[x],helpdesk.internet.nl,3600,,2a00:d00:ff:162:62:204:66:22,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],internet.nl,3600,62.204.66.10,2a00:d00:ff:162:62:204:66:10,,"vmx03.prolocation.net, vmx02.prolocation.nl, vmx01.prolocation.nl","{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 a include:spfinc.prolocation.net ~all,NOERROR,"ns5.sidn.nl, ns1.sidnlabs.nl, ns3.sidn.nl","letsencrypt.org, sectigo.com, ;, mailto:question@internet.nl"
[x],ipv6.acc.dashboard.internet.nl,3600,,2a01:7c8:aab2:3f::1,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",,NOERROR,,
[x],ipv6.dashboard.internet.nl,300,,,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",,NOERROR,,
[x],ipv6.dev-docker.batch.internet.nl,300,,2a00:d00:ff:162:62:204:66:15,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],ipv6.dev-docker.internet.nl,300,,2a00:d00:ff:162:62:204:66:35,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",,NOERROR,,
[x],ipv6.dev.internet.nl,300,,,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],ipv6.docker.batch.internet.nl,3600,,2a00:d00:ff:162:62:204:66:11,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],ipv6.docker.internet.nl,300,,,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],ipv6.internet.nl,3600,,2a00:d00:ff:162:62:204:66:10,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],ipv6kaart.internet.nl,2521,93.119.13.25,,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],ipv6kaartmetingen.internet.nl,2566,136.144.246.3,2a01:7c8:d006:35f:5054:ff:fe0a:8dd8,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],jail.internet.nl,300,,,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],kaart.internet.nl,300,,,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],landkaart.internet.nl,300,,,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
[x],lists.internet.nl,300,,,,,"{'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}, {'name': 'internet.nl', 'ns': 'ns1.sidnlabs.nl', 'mailbox': 'hostmaster.sidn.nl', 'serial': 3966, 'refresh': 14400, 'retry': 3600, 'expire': 604800, 'minttl': 300}",v=spf1 -all,NOERROR,,
