input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,csp_domains_,tls_expired,tls_mismatched,tls_self_signed
ns594.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns594.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns594.hostgator.com.br,,443,https://ns594.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.185,/,-1783708853,108.179.253.185,Bootstrap,44,False,,,,,,,
ns595.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns595.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns595.hostgator.com.br,,443,https://ns595.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.186,/,-1783708853,108.179.253.186,Bootstrap,44,False,,,,,,,
ns596.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns596.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns596.hostgator.com.br,,443,https://ns596.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.190,/,-1783708853,108.179.253.190,Bootstrap,44,False,,,,,,,
ns598.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns598.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns598.hostgator.com.br,,443,https://ns598.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.195,/,-1783708853,108.179.253.195,Bootstrap,44,False,,,,,,,
ns599.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns599.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns599.hostgator.com.br,,443,https://ns599.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.196,/,-1783708853,108.179.253.196,Bootstrap,44,False,,,,,,,
ns60.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns60.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns60.hostgator.com.br,,443,https://ns60.hostgator.com.br:443,https,Apache,text/html,GET,192.185.208.168,/,-1783708853,192.185.208.168,Bootstrap,44,False,,,,,,,
ns600.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns600.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns600.hostgator.com.br,,443,https://ns600.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.205,/,-1783708853,108.179.253.205,Bootstrap,44,False,,,,,,,
ns601.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns601.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns601.hostgator.com.br,,443,https://ns601.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.206,/,-1783708853,108.179.253.206,Bootstrap,44,False,,,,,,,
ns602.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns602.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns602.hostgator.com.br,,443,https://ns602.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.210,/,-1783708853,108.179.253.210,Bootstrap,44,False,,,,,,,
ns603.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns603.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns603.hostgator.com.br,,443,https://ns603.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.211,/,-1783708853,108.179.253.211,Bootstrap,44,False,,,,,,,
ns605.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns605.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns605.hostgator.com.br,,80,http://ns605.hostgator.com.br:80,http,Apache,text/html,GET,108.179.253.216,/,-1783708853,108.179.253.216,Bootstrap,44,False,,,https://ns605.hostgator.com.br/,,,,
ns607.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns607.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns607.hostgator.com.br,,443,https://ns607.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.221,/,-1783708853,108.179.253.221,Bootstrap,44,False,,,,,,,
ns608.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns608.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns608.hostgator.com.br,,443,https://ns608.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.225,/,-1783708853,108.179.253.225,Bootstrap,44,False,,,,,,,
ns609.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns609.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns609.hostgator.com.br,,443,https://ns609.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.226,/,-1783708853,108.179.253.226,Bootstrap,44,False,,,,,,,
ns61.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns61.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns61.hostgator.com.br,,443,https://ns61.hostgator.com.br:443,https,Apache,text/html,GET,192.185.208.167,/,-1783708853,192.185.208.167,Bootstrap,44,False,,,,,,,
ns610.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns610.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns610.hostgator.com.br,,443,https://ns610.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.230,/,-1783708853,108.179.253.230,Bootstrap,44,False,,,,,,,
ns612.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns612.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns612.hostgator.com.br,,443,https://ns612.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.235,/,-1783708853,108.179.253.235,Bootstrap,44,False,,,,,,,
ns613.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns613.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns613.hostgator.com.br,,443,https://ns613.hostgator.com.br:443,https,Apache,text/html,GET,108.179.253.236,/,-1783708853,108.179.253.236,Bootstrap,44,False,,,,,,,
ns614.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns614.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns614.hostgator.com.br,,80,http://ns614.hostgator.com.br:80,http,Apache,text/html,GET,108.179.253.240,/,-1783708853,108.179.253.240,Bootstrap,44,False,,,https://ns614.hostgator.com.br/,,,,
ns616.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns616.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns616.hostgator.com.br,,443,https://ns616.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.95,/,-1783708853,50.116.112.95,Bootstrap,44,False,,,,,,,
ns617.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns617.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns617.hostgator.com.br,,443,https://ns617.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.96,/,-1783708853,50.116.112.96,Bootstrap,44,False,,,,,,,
ns618.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns618.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns618.hostgator.com.br,,443,https://ns618.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.100,/,-1783708853,50.116.112.100,Bootstrap,44,False,,,,,,,
ns619.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns619.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns619.hostgator.com.br,,443,https://ns619.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.101,/,-1783708853,50.116.112.101,Bootstrap,44,False,,,,,,,
ns62.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns62.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns62.hostgator.com.br,,443,https://ns62.hostgator.com.br:443,https,Apache,text/html,GET,192.185.208.217,/,-1783708853,192.185.208.217,Bootstrap,44,False,,,,,,,
ns620.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns620.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns620.hostgator.com.br,,443,https://ns620.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.105,/,-1783708853,50.116.112.105,Bootstrap,44,False,,,,,,,
ns621.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns621.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns621.hostgator.com.br,,443,https://ns621.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.106,/,-1783708853,50.116.112.106,Bootstrap,44,False,,,,,,,
ns622.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns622.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns622.hostgator.com.br,,443,https://ns622.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.110,/,-1783708853,50.116.112.110,Bootstrap,44,False,,,,,,,
ns623.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns623.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns623.hostgator.com.br,,443,https://ns623.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.111,/,-1783708853,50.116.112.111,Bootstrap,44,False,,,,,,,
ns624.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns624.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns624.hostgator.com.br,,443,https://ns624.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.115,/,-1783708853,50.116.112.115,Bootstrap,44,False,,,,,,,
ns625.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns625.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns625.hostgator.com.br,,443,https://ns625.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.116,/,-1783708853,50.116.112.116,Bootstrap,44,False,,,,,,,
ns626.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns626.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns626.hostgator.com.br,,443,https://ns626.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.120,/,-1783708853,50.116.112.120,Bootstrap,44,False,,,,,,,
ns627.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns627.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns627.hostgator.com.br,,443,https://ns627.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.121,/,-1783708853,50.116.112.121,Bootstrap,44,False,,,,,,,
ns628.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns628.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns628.hostgator.com.br,,443,https://ns628.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.125,/,-1783708853,50.116.112.125,Bootstrap,44,False,,,,,,,
ns630.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns630.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns630.hostgator.com.br,,443,https://ns630.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.130,/,-1783708853,50.116.112.130,Bootstrap,44,False,,,,,,,
