new,host,ttl,soa,status_code,a,aaaa,cname,ns,cdn,cdn-name,has_internal_ips,internal_ips,mx,txt,ptr,caa
[x],pivauth.ssa.gov,30,"{'name': 'pivauth.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2020042208, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'pivauth.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2020042208, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'pivauth.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2020042208, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'pivauth.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2020042208, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}",NOERROR,137.200.40.11,2001:1930:d08::1a,,"gtms2.ssa.gov, gtms1.ssa.gov, gtmu1.ssa.gov, gtmu2.ssa.gov",,,,,,,,
[x],pivauthval.ssa.gov,60,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,"137.200.42.61, 137.200.43.8, 137.200.43.9, 137.200.4.30, 137.200.4.31","2001:1930:d0a::28, 2001:1930:d07:1::8, 2001:1930:d07:1::9, 2001:1930:e03::c, 2001:1930:e03::d",,"dns1.ssa.gov, dns6.ssa.gov, dns5.ssa.gov, dns2.ssa.gov",,,,,,,,
[x],policy.ssa.gov,60,"{'name': 'vanities.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024062108, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'vanities.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024062108, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'vanities.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024062108, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'vanities.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024062108, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}",NOERROR,137.200.4.21,2001:1930:d07::37,vanities.ssa.gov,,,,,,,,,
[x],prisonedata.ssa.gov,60,"{'name': 'vanities.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024062108, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'vanities.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024062108, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'vanities.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024062108, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}",NOERROR,"137.200.4.203, 137.200.4.204, 137.200.43.16, 137.200.43.17",,vanities.ssa.gov,"gtmu1.ssa.gov, gtmu2.ssa.gov, gtms1.ssa.gov, gtms2.ssa.gov",,,,,,,,
[x],pxp-meet.ssa.gov,500,"{'name': 'pxp-meet.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2024042720, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'pxp-meet.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2024042720, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'pxp-meet.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2024042720, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'pxp-meet.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2024042720, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'pxp-meet.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2024042720, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'pxp-meet.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2024042720, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,,,,,,,,,
[x],pxpint.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,"4.157.82.177, 137.200.43.8, 137.200.43.9, 137.200.4.30, 137.200.4.31","2001:1930:d07:1::8, 2001:1930:d07:1::9, 2001:1930:e03::c, 2001:1930:e03::d",,"dns2.ssa.gov, dns6.ssa.gov, dns1.ssa.gov, dns5.ssa.gov",,,,,,,57.131.30.131,
[x],pxpint2.ssa.gov,896,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,52.224.25.118,,,,,,,,,,,
[x],pxpteamsconn.ssa.gov,2948,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,20.121.102.107,,,,,,,,,,,
[x],pxpteamsconn2.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,,,,,,
[x],s3c2aba.ssa.gov,36000,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.35.130,,,,,,,,,,,
[x],search.ssa.gov,2253,"{'name': 'search.usa.gov', 'ns': 'ns-302.awsdns-37.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'search.usa.gov', 'ns': 'ns-302.awsdns-37.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'search.usa.gov', 'ns': 'ns-302.awsdns-37.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'search.usa.gov', 'ns': 'ns-302.awsdns-37.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'search.usa.gov', 'ns': 'ns-302.awsdns-37.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"3.212.98.165, 54.86.75.48, 107.23.146.145",,ssa.sites.infr.search.usa.gov,,,,,,,,,"mailto:sysadmin@search.gov, letsencrypt.org"
[x],secure.ssa.gov,30,"{'name': 'secure.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2019031404, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'secure.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2019031404, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'secure.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2019031404, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'secure.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2019031404, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}",NOERROR,,2001:1930:d08::1b,,"gtmu1.ssa.gov, gtms2.ssa.gov, gtms1.ssa.gov, gtmu2.ssa.gov",,,,,,,,
[x],secureete.ssa.gov,21600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.42.68,,,,,,,,,,,
[x],secureint.ssa.gov,30,"{'name': 'secureint.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2020031301, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'secureint.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2020031301, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'secureint.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2020031301, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'secureint.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2020031301, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'secureint.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.ssa.gov', 'serial': 2020031301, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}",NOERROR,137.200.42.66,,,"gtmu1.ssa.gov, gtms2.ssa.gov, gtmu2.ssa.gov, gtms1.ssa.gov",,,,,,,,
[x],segurosocial.gov,300,"{'name': 'segurosocial.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2021080703, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'segurosocial.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2021080703, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'segurosocial.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2021080703, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'segurosocial.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2021080703, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,,"2001:1930:d07::37, 2001:1930:e03::16",,"dns2.ssa.gov, dnspub2b-nsc.ssa.gov, dnspub1b-nsc.ssa.gov, dns1.ssa.gov, dns6.ssa.gov, dnspub1b-ssc.ssa.gov, dnspub2b-ssc.ssa.gov, dns5.ssa.gov",,,,,,v=spf1 -all,,
[x],si07165.ssa.gov,36000,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.7.165,,,,,,,,,,,
[x],si07166.ssa.gov,2158,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,,,,,,
[x],si07167.ssa.gov,885,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,,,,,,
[x],si07168.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.7.168,,,,,,,,,,,
[x],si07169.ssa.gov,36000,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.7.169,,,,,,,,,,,
