input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,tls_expired,final_url,csp_domains_,tls_mismatched,tls_subject_org_
mon.us.tiktokv.com,404 Not Found,404,162,mon.us.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T00:00:00Z,2023-10-13T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",4594fccd38e1271591675c2d5e7d1051,8e00cf93f3fb908ffba35a2cf8e86ec570d309ead942c39d580d5ce1abcfabb1,True,ctls,mon.us.tiktokv.com,443,https://mon.us.tiktokv.com:443,https,nginx,text/html,GET,151.101.10.73,/,190856733,151.101.10.73,Varnish,8,False,fastly,True,,,,,
mon15-normal-useast1a.tiktokv.com,404 Not Found,404,146,mon15-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",afbd6563119a709e115e8a7c44d8361d,22bb91e07a0ac42d227c020324b119ea2622447a31ecc452681d589897e25e6c,True,ctls,mon15-normal-useast1a.tiktokv.com,443,https://mon15-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,108.138.17.86,/,1494302000,2600:9000:2491:4400:13:48f8:7bc0:93a1,Nginx,8,False,cloudfront,True,,,,,
mon16-normal-c-useast2a.tiktokv.com,404 Not Found,404,146,mon16-normal-c-useast2a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mon16-normal-c-useast2a.tiktokv.com,443,https://mon16-normal-c-useast2a.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.176,/,1494302000,95.101.111.140,Nginx,8,False,,,,,,,
mon16-normal-useast1a.tiktokv.com,404 Not Found,404,146,mon16-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mon16-normal-useast1a.tiktokv.com,443,https://mon16-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.136,/,1494302000,95.101.111.183,Nginx,8,False,,,,,,,
mon16-platform-useast5.us.tiktokv.com,404 Not Found,404,162,mon16-platform-useast5.us.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-06-29T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8937238adccc688a2d6ab6f1406e536d,c668c34a58c45bc999f32680496da16996d5d1493d91dd01afe7ccc718c7dafd,True,ctls,mon16-platform-useast5.us.tiktokv.com,443,https://mon16-platform-useast5.us.tiktokv.com:443,https,nginx,text/html,GET,23.43.85.146,/,190856733,23.43.85.141,Nginx,8,False,,,,,,,
mon19-normal-useast1a.tiktokv.com,404 Not Found,404,146,mon19-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T00:00:00Z,2024-08-09T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",abc6a7945cf9bb661c6104af4bd8af8b,e0afafe1e6bfb37cefd850e7afcad8b51fbb5d435e1fad40834de3a7c8cb20e2,True,ctls,mon19-normal-useast1a.tiktokv.com,443,https://mon19-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,151.101.10.73,/,1494302000,151.101.10.73,Varnish,8,False,fastly,True,,,,,
mon22-normal-alisg.tiktokv.com,404 Not Found,404,146,mon22-normal-alisg.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d94ec51a5ba2d0ac1e028e69419dd4bb,d4c9df573c090b5071e0d5e086ef723a6180eb25b91b71ece63dadf131e11228,True,ctls,mon22-normal-alisg.tiktokv.com,443,https://mon22-normal-alisg.tiktokv.com:443,https,nginx,text/html,GET,34.117.139.101,/,1494302000,34.98.103.214,Nginx,8,False,google,True,,,,,
mon22-normal-useast1a.tiktokv.com,404 Not Found,404,146,mon22-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d94ec51a5ba2d0ac1e028e69419dd4bb,d4c9df573c090b5071e0d5e086ef723a6180eb25b91b71ece63dadf131e11228,True,ctls,mon22-normal-useast1a.tiktokv.com,443,https://mon22-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,34.110.200.237,/,1494302000,34.102.147.19,Nginx,8,False,google,True,,,,,
monbk.tiktokv.com,404 Not Found,404,146,monbk.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,monbk.tiktokv.com,443,https://monbk.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.145,/,1494302000,95.101.111.152,Nginx,8,False,,,,,,,
mssdk-i18n.tiktok.com,404 Not Found,404,146,mssdk-i18n.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,8d3de7433c10e8508be7eb7ae20654a2,941043800effc84c1b1817337ece8ed4822289bf660ca3eb51943c5212a397c7,True,ctls,mssdk-i18n.tiktok.com,443,https://mssdk-i18n.tiktok.com:443,https,nginx,text/html,GET,2.23.7.19,/,1494302000,2.23.7.24,Nginx,8,False,,,,,,,
mssdk-i18n.tiktokv.com,404 Not Found,404,146,mssdk-i18n.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk-i18n.tiktokv.com,443,https://mssdk-i18n.tiktokv.com:443,https,nginx,text/html,GET,2.17.100.217,/,1494302000,2.17.100.163,Nginx,8,False,,,,,,,
mssdk-ru.tiktokv.com,404 Not Found,404,146,mssdk-ru.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk-ru.tiktokv.com,443,https://mssdk-ru.tiktokv.com:443,https,nginx,text/html,GET,23.38.98.5,/,1494302000,23.38.98.53,Nginx,8,False,,,,,,,
mssdk-sg.tiktok.com,404 Not Found,404,146,mssdk-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,8d3de7433c10e8508be7eb7ae20654a2,941043800effc84c1b1817337ece8ed4822289bf660ca3eb51943c5212a397c7,True,ctls,mssdk-sg.tiktok.com,443,https://mssdk-sg.tiktok.com:443,https,nginx,text/html,GET,2.23.7.24,/,1494302000,2.23.7.19,Nginx,8,False,,,,,,,
mssdk-sg.tiktokv.com,404 Not Found,404,146,mssdk-sg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk-sg.tiktokv.com,443,https://mssdk-sg.tiktokv.com:443,https,nginx,text/html,GET,2.23.7.10,/,1494302000,2.23.7.42,Nginx,8,False,,,,,,,
mssdk-va-useast2a.tiktokv.com,404 Not Found,404,146,mssdk-va-useast2a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-13T00:00:00Z,2024-06-11T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,DigiCert Inc,66897816773f8fdbbb348086e2d36cb0,1db1030f7e30c423e9ae8bf81506203b6b2d566a5b139d4ce1f4055dfc1ed1d1,True,ctls,mssdk-va-useast2a.tiktokv.com,443,https://mssdk-va-useast2a.tiktokv.com:443,https,nginx,text/html,GET,147.160.190.10,/,1494302000,147.160.190.10,Nginx,8,False,,,,,,,
mssdk-va.tiktok.com,404 Not Found,404,146,mssdk-va.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,8d3de7433c10e8508be7eb7ae20654a2,941043800effc84c1b1817337ece8ed4822289bf660ca3eb51943c5212a397c7,True,ctls,mssdk-va.tiktok.com,443,https://mssdk-va.tiktok.com:443,https,nginx,text/html,GET,95.101.111.149,/,1494302000,95.101.111.153,Nginx,8,False,,,,,,,
mssdk-va.tiktokv.com,404 Not Found,404,146,mssdk-va.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk-va.tiktokv.com,443,https://mssdk-va.tiktokv.com:443,https,nginx,text/html,GET,2.23.7.8,/,1494302000,2.23.7.32,Nginx,8,False,,,,,,,
mssdk.us.tiktokv.com,404 Not Found,404,162,mssdk.us.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-06-29T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8937238adccc688a2d6ab6f1406e536d,c668c34a58c45bc999f32680496da16996d5d1493d91dd01afe7ccc718c7dafd,True,ctls,mssdk.us.tiktokv.com,443,https://mssdk.us.tiktokv.com:443,https,nginx,text/html,GET,184.29.143.169,/,190856733,184.29.143.170,Nginx,8,False,,,,,,,
mssdk16-normal-alisg.tiktokv.com,404 Not Found,404,146,mssdk16-normal-alisg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk16-normal-alisg.tiktokv.com,443,https://mssdk16-normal-alisg.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.163,/,1494302000,95.101.111.153,Nginx,8,False,,,,,,,
mssdk16-normal-useast1a.tiktokv.com,404 Not Found,404,146,mssdk16-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk16-normal-useast1a.tiktokv.com,443,https://mssdk16-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,2.23.7.17,/,1494302000,2.23.7.8,Nginx,8,False,,,,,,,
mssdk16-platform-useast5.us.tiktokv.com,404 Not Found,404,162,mssdk16-platform-useast5.us.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-06-29T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8937238adccc688a2d6ab6f1406e536d,c668c34a58c45bc999f32680496da16996d5d1493d91dd01afe7ccc718c7dafd,True,ctls,mssdk16-platform-useast5.us.tiktokv.com,443,https://mssdk16-platform-useast5.us.tiktokv.com:443,https,nginx,text/html,GET,104.126.118.227,/,190856733,104.126.118.248,Nginx,8,False,,,,,,,
mssdk19-normal-alisg.tiktokv.com,404 Not Found,404,146,mssdk19-normal-alisg.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T00:00:00Z,2024-08-09T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",abc6a7945cf9bb661c6104af4bd8af8b,e0afafe1e6bfb37cefd850e7afcad8b51fbb5d435e1fad40834de3a7c8cb20e2,True,ctls,mssdk19-normal-alisg.tiktokv.com,443,https://mssdk19-normal-alisg.tiktokv.com:443,https,nginx,text/html,GET,151.101.10.73,/,1494302000,151.101.10.73,Varnish,8,False,fastly,True,,,,,
mssdk22-normal-alisg.tiktokv.com,404 Not Found,404,146,mssdk22-normal-alisg.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d94ec51a5ba2d0ac1e028e69419dd4bb,d4c9df573c090b5071e0d5e086ef723a6180eb25b91b71ece63dadf131e11228,True,ctls,mssdk22-normal-alisg.tiktokv.com,443,https://mssdk22-normal-alisg.tiktokv.com:443,https,nginx,text/html,GET,34.117.139.101,/,1494302000,34.98.103.214,Nginx,8,False,google,True,,,,,
mssdk22-normal-useast1a.tiktokv.com,404 Not Found,404,146,mssdk22-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d94ec51a5ba2d0ac1e028e69419dd4bb,d4c9df573c090b5071e0d5e086ef723a6180eb25b91b71ece63dadf131e11228,True,ctls,mssdk22-normal-useast1a.tiktokv.com,443,https://mssdk22-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,34.110.200.237,/,1494302000,34.110.200.237,Nginx,8,False,google,True,,,,,
mssdk22-normal-useast2a.tiktokv.com,404 Not Found,404,146,mssdk22-normal-useast2a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d94ec51a5ba2d0ac1e028e69419dd4bb,d4c9df573c090b5071e0d5e086ef723a6180eb25b91b71ece63dadf131e11228,True,ctls,mssdk22-normal-useast2a.tiktokv.com,443,https://mssdk22-normal-useast2a.tiktokv.com:443,https,nginx,text/html,GET,34.117.199.35,/,1494302000,34.117.199.35,Nginx,8,False,google,True,,,,,
mta-sts.developer-sg.tiktok.com,404 Not Found,404,146,mta-sts.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,mta-sts.developer-sg.tiktok.com,443,https://mta-sts.developer-sg.tiktok.com:443,https,nginx,text/html,GET,23.38.98.185,/,1494302000,23.38.98.165,Nginx,8,False,,,,,,,
music.tiktok.com,,200,59260,music.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-05-17T23:59:59Z,CN=*.music.tiktok.com,*.music.tiktok.com,music.tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,bf6cf7fa7276f9b190a940a3f06088bb,5b0e1262cb3d84c90378f10adce3df89c69c1fa9871b9ce74bc95003a752b019,True,ctls,music.tiktok.com,443,https://music.tiktok.com:443,https,nginx,text/html,GET,2.23.7.24,/,-885488675,2.23.7.19,Nginx,9,False,,,,https://music.tiktok.com/au/,,,
music.tiktokv.com,404 Not Found,404,146,music.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,music.tiktokv.com,443,https://music.tiktokv.com:443,https,nginx,text/html,GET,2.23.7.43,/,1494302000,2.23.7.26,Nginx,8,False,,,,,,,
music.us.tiktokv.com,404 Not Found,404,162,music.us.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-06-29T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8937238adccc688a2d6ab6f1406e536d,c668c34a58c45bc999f32680496da16996d5d1493d91dd01afe7ccc718c7dafd,True,ctls,music.us.tiktokv.com,443,https://music.us.tiktokv.com:443,https,nginx,text/html,GET,2.16.186.26,/,190856733,2.16.186.16,Nginx,8,False,,,,,,,
newsroom.in.tiktok.com,TikTok - Make Your Day,200,881595,newsroom.in.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,CN=*.in.tiktok.com,*.in.tiktok.com,in.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,da3c7ae332340f36dc1bb469876625a6,c5b1ebb6c35e4d52b6b07b1fd549377de53ab6840e41e94c3b97ba62705d0b45,True,ctls,newsroom.in.tiktok.com,443,https://newsroom.in.tiktok.com:443,https,nginx,text/html,GET,2.23.7.26,/,1436288319,2.23.7.32,Nginx,8,False,,,,https://newsroom.in.tiktok.com/en/,*.hypstarcdn.com,,
newsroom.tiktok.com,TikTok News and Top Stories | TikTok Newsroom,200,925592,newsroom.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,e1f0416445a36c0eb6cce14ad32af7f7,c33fc9b93ada503dee1ed4a6754bf95ce49d1bcfa6674f2a353eb6f254039df4,True,ctls,newsroom.tiktok.com,443,https://newsroom.tiktok.com:443,https,nginx,text/html,GET,2.16.107.75,/,1436288319,2.16.107.43,Nginx,8,False,,,,https://newsroom.tiktok.com/en-us/,*.byted.org,,
now.tiktok.com,"TikTok Now, Share this moment",200,894839,now.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,8d3de7433c10e8508be7eb7ae20654a2,941043800effc84c1b1817337ece8ed4822289bf660ca3eb51943c5212a397c7,True,ctls,now.tiktok.com,443,https://now.tiktok.com:443,https,nginx,text/html,GET,104.126.37.178,/,-2002119376,104.126.37.123,Nginx,1,False,,,,,,,
o1.developer-sg.tiktok.com,404 Not Found,404,146,o1.developer-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:00:00Z,2024-08-16T23:59:59Z,CN=*.developer-sg.tiktok.com,*.developer-sg.tiktok.com,developer-sg.tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,b88e7f76789a5cb4223f7f02d47a5d82,7c8275acf18f711925fc081088df8007348bc838d187ca00e57bf727c1c854da,True,ctls,o1.developer-sg.tiktok.com,443,https://o1.developer-sg.tiktok.com:443,https,nginx,text/html,GET,184.86.103.137,/,1494302000,184.86.103.156,Nginx,8,False,,,,,,,
oec-api.tiktokv.com,404 Not Found,404,146,oec-api.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,oec-api.tiktokv.com,443,https://oec-api.tiktokv.com:443,https,nginx,text/html,GET,2.23.7.17,/,1494302000,2.23.7.34,Nginx,8,False,,,,,,,
oec-phx.tiktokv.com,404 Not Found,404,146,oec-phx.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,oec-phx.tiktokv.com,443,https://oec-phx.tiktokv.com:443,https,nginx,text/html,GET,104.126.37.168,/,1494302000,104.126.37.145,Nginx,8,False,,,,,,,
oec-sso.tiktok.com,,200,107,oec-sso.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-08-13T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,8d3de7433c10e8508be7eb7ae20654a2,941043800effc84c1b1817337ece8ed4822289bf660ca3eb51943c5212a397c7,True,ctls,oec-sso.tiktok.com,443,https://oec-sso.tiktok.com:443,https,nginx,application/json,GET,2.23.7.19,/,-1840324437,2.23.7.24,Nginx,1,False,,,,,,,
