input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,content_type,tech_,webserver,csp_domains_,final_url,location,tls_expired,tls_mismatched,cdn_name,cdn
ltc-apt-21.fisglobal.com,FIS Investment Risk Hub,200,18734,ltc-apt-21.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=pp-apt-enterprise.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",pp-apt-enterprise.fisglobal.com,Fidelity National Information Services,pp-apt-enterprise.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,087c124fd34faa14cfbbc2421fb99fe7,c6651a931521517e2c837a300566735a408f1ffa3e0445ce1611e04d08d82878,,ctls,ltc-apt-21.fisglobal.com,443,https://ltc-apt-21.fisglobal.com:443,https,GET,213.212.117.110,/,552597979,213.212.117.110,206,False,text/html,Sails.js,,https://fonts.gstatic.com/,,,,True,,
ltcbpyrp01.fisglobal.com,400 Bad Request,400,171,ltcbpyrp01.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,ltcbpyrp01.fisglobal.com,443,https://ltcbpyrp01.fisglobal.com:443,https,GET,156.55.203.233,/,386594154,156.55.203.233,1,False,text/html,Apache,Apache,,,,,,,
ltccrprp01.fisglobal.com,400 Bad Request,400,171,ltccrprp01.fisglobal.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-07-08T00:00:00Z,2023-08-07T23:59:59Z,"CN=*.fnfis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fnfis.com,"Fidelity National Information Services, Inc.",fnfis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0f4d66b7345b71e14548c7ef1aa4b324,2326f6252622ba0b517890eccf6425c656404baf99b90a224bd16c2eba006576,True,ctls,ltccrprp01.fisglobal.com,443,https://ltccrprp01.fisglobal.com:443,https,GET,156.55.138.16,/,386594154,156.55.138.16,1,False,text/html,Apache,Apache,,,,,True,,
ltccrtrp03.fisglobal.com,400 Bad Request,400,171,ltccrtrp03.fisglobal.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,ltccrtrp03.fisglobal.com,443,https://ltccrtrp03.fisglobal.com:443,https,GET,156.55.138.130,/,386594154,156.55.138.130,1,False,text/html,Apache,Apache,,,,,,,
ltccrtrp04.fisglobal.com,400 Bad Request,400,171,ltccrtrp04.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-02-10T00:00:00Z,2022-02-10T12:00:00Z,"CN=www.bbtcreditcardconnection.com, OU=ITSM-ADS-Bankcards, O=Branch Banking and Trust Company, L=Winston Salem, ST=North Carolina, C=US",www.bbtcreditcardconnection.com,Branch Banking and Trust Company,www.bbtcreditcardconnection.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,6734fb1df17fbe73da6a847a680c0d8c,2af60fb87c2ff1031274861c537f730880472801233028666f6d34c0d61d4b3e,,ctls,ltccrtrp04.fisglobal.com,80,http://ltccrtrp04.fisglobal.com:80,http,GET,156.55.138.114,/,386594154,156.55.138.114,1,False,text/html,HSTS,Apache,,https://ltccrtrp04.fisglobal.com/,,True,True,,
ltccrtrp05.fisglobal.com,400 Bad Request,400,171,ltccrtrp05.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=www.ezcardinfo.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.ezcardinfo.com,"Fidelity National Information Services, Inc.",ezcardinfo.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b5331016245e0ea9fcd6a3848734761d,a3eead22bcd8f7d54ac8e2abea63ecac75af741045fe7845b18c38999311633d,,ctls,ltccrtrp05.fisglobal.com,80,http://ltccrtrp05.fisglobal.com:80,http,GET,156.55.138.115,/,386594154,156.55.138.115,1,False,text/html,Apache,Apache,,https://ltccrtrp05.fisglobal.com/,,,True,,
ltccrtrp06.fisglobal.com,400 Bad Request,400,171,ltccrtrp06.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-10T23:59:59Z,"CN=mycardstatement.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",mycardstatement.com,"Fidelity National Information Services, Inc.",www.mycardstatement.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ec02903a2f440e8fb6042bebff886202,88483e75188f1672bd463b6b54635ace4b126cd32854417985c27b308e5cd750,,ctls,ltccrtrp06.fisglobal.com,443,https://ltccrtrp06.fisglobal.com:443,https,GET,156.55.138.116,/,386594154,156.55.138.116,1,False,text/html,HSTS,Apache,,,,,True,,
ltccrtrp08.fisglobal.com,400 Bad Request,400,171,ltccrtrp08.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-04-29T00:00:00Z,2021-12-31T12:00:00Z,"CN=visa.andigo.org, O=ANDIGO CREDIT UNION, L=Schaumburg, ST=Illinois, C=US, serialNumber=63799, jurisdictionStateOrProvince=Illinois, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Illinois, jurisdictionCountry=US, businessCategory=Private Organization",visa.andigo.org,ANDIGO CREDIT UNION,visa.andigo.org,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,59268a0b5c3883a4ab5068b14b52d536,b6b362efd534e8e597744ba19dee49cfb10fd843fec1e9a868e081efd2012870,,ctls,ltccrtrp08.fisglobal.com,443,https://ltccrtrp08.fisglobal.com:443,https,GET,156.55.138.148,/,386594154,156.55.138.148,1,False,text/html,HSTS,Apache,,,,True,True,,
ltccrtrp11.fisglobal.com,400 Bad Request,400,171,ltccrtrp11.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2017-07-31T00:00:00Z,2020-07-30T23:59:59Z,"CN=wtbcctracker.watrust.com, OU=Information Technology, O=Washington Trust Bank, L=Spokane, ST=Washington, C=US",wtbcctracker.watrust.com,Washington Trust Bank,wtbcctracker.watrust.com,"CN=Symantec Class 3 Secure Server SHA256 SSL CA, OU=Symantec Trust Network, O=Symantec Corporation, C=US",Symantec Class 3 Secure Server SHA256 SSL CA,Symantec Corporation,0332861e98c86b5eb4566bcf44c12770,6c587309f3627c87f9c7894cf26a6fdd406452a4fe089e981d176a6d291a80d4,,ctls,ltccrtrp11.fisglobal.com,443,https://ltccrtrp11.fisglobal.com:443,https,GET,156.55.138.216,/,386594154,156.55.138.216,1,False,text/html,HSTS,Apache,,,,True,True,,
ltccrtrp12.fisglobal.com,400 Bad Request,400,171,ltccrtrp12.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-16T00:00:00Z,2023-09-15T23:59:59Z,"CN=www.ezbusinesscardmanagement.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.ezbusinesscardmanagement.com,"Fidelity National Information Services, Inc.",ezbusinesscardmanagement.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a3d59385b84158c8195d6b6e2ce56acc,f51b70988ae6b276952da7132f11d60f3d2d747bb294fc459cd95ecb8b7a18d2,,ctls,ltccrtrp12.fisglobal.com,443,https://ltccrtrp12.fisglobal.com:443,https,GET,156.55.138.217,/,386594154,156.55.138.217,1,False,text/html,HSTS,Apache,,,,,True,,
ltccrtrp13.fisglobal.com,400 Bad Request,400,171,ltccrtrp13.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-05-20T00:00:00Z,2022-05-20T23:59:59Z,"CN=globalbusiness.prelimsite1.com, OU=FIS, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",globalbusiness.prelimsite1.com,"Fidelity National Information Services, Inc.",www.globalbusiness.prelimsite1.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fe252256433586b20683a047964c0076,1e6f2a958d048c145541236290a26a088429f759aaf4ad8f45d3101ff7903853,,ctls,ltccrtrp13.fisglobal.com,443,https://ltccrtrp13.fisglobal.com:443,https,GET,156.55.138.221,/,386594154,156.55.138.221,1,False,text/html,HSTS,Apache,,,,True,True,,
ltccrtrp15.fisglobal.com,400 Bad Request,400,171,ltccrtrp15.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-19T23:59:59Z,"CN=ecommerce-staging.metavante.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",ecommerce-staging.metavante.com,"Fidelity National Information Services, Inc.",ecommerce-staging.metavante.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,da5dea6adbb5f33c5d27cd986fae5192,4c46d1d2cbcb4e10898e8386e1b0ef3a9f5ff947f2a4a9114e6045468ffbea0d,,ctls,ltccrtrp15.fisglobal.com,443,https://ltccrtrp15.fisglobal.com:443,https,GET,156.55.138.223,/,386594154,156.55.138.223,1,False,text/html,Apache,Apache,,,,,True,,
ltccrtrp16.fisglobal.com,400 Bad Request,400,171,ltccrtrp16.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-03-10T00:00:00Z,2022-03-10T23:59:59Z,"CN=cardpro.staging.fisglobal.com, OU=Corporate Account, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",cardpro.staging.fisglobal.com,"Fidelity National Information Services, Inc.",www.cardpro.staging.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,498f139414dbb44eeb684ea97f0fcec9,8f768c26cec2ead1c7e269e7cf3f40be5f0dab1b6fe27dbac1536588552cde1c,,ctls,ltccrtrp16.fisglobal.com,443,https://ltccrtrp16.fisglobal.com:443,https,GET,156.55.138.224,/,386594154,156.55.138.224,1,False,text/html,Apache,Apache,,,,True,True,,
ltccrtrp19.fisglobal.com,400 Bad Request,400,171,ltccrtrp19.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-19T23:59:59Z,"CN=ecommerce.metavante.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",ecommerce.metavante.com,"Fidelity National Information Services, Inc.",ecommerce.metavante.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a08744a41338945bcecc9d19a122e256,ae20de167ec505303c5cb0a39447e29d6698a51b7bffa688864db26797f07d28,,ctls,ltccrtrp19.fisglobal.com,443,https://ltccrtrp19.fisglobal.com:443,https,GET,156.55.138.249,/,386594154,156.55.138.249,1,False,text/html,Apache,Apache,,,,,True,,
ltccrtrp20.fisglobal.com,400 Bad Request,400,171,ltccrtrp20.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,ltccrtrp20.fisglobal.com,443,https://ltccrtrp20.fisglobal.com:443,https,GET,156.55.138.250,/,386594154,156.55.138.250,1,False,text/html,Apache,Apache,,,,,,,
ltccrtrp22.fisglobal.com,400 Bad Request,400,171,ltccrtrp22.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-05-20T00:00:00Z,2022-05-20T23:59:59Z,"CN=globalclient.prelimsite1.com, OU=FIS, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",globalclient.prelimsite1.com,"Fidelity National Information Services, Inc.",www.globalclient.prelimsite1.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a0c4ae24545bcfa3b459e25c40362122,47a6b56433d1b586f061b753657a77e6801aed2d5c583bb89fd5bb29e67f2408,,ctls,ltccrtrp22.fisglobal.com,443,https://ltccrtrp22.fisglobal.com:443,https,GET,156.55.138.252,/,386594154,156.55.138.252,1,False,text/html,HSTS,Apache,,,,True,True,,
ltccrtrp24.fisglobal.com,400 Bad Request,400,171,ltccrtrp24.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-09-18T23:59:59Z,"CN=ssoservice.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",ssoservice.fisglobal.com,"Fidelity National Information Services, Inc.",www.ssoservice.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,81df97082c2f67df8f3ea9b3248b21c7,42fe93a42e55e0e2221752c7fa144e1879937b52965f3563a0fbb1a39b7f11d9,,ctls,ltccrtrp24.fisglobal.com,443,https://ltccrtrp24.fisglobal.com:443,https,GET,156.55.203.137,/,386594154,156.55.203.137,1,False,text/html,HSTS,Apache,,,,,True,,
ltcitbrp01.fisglobal.com,400 Bad Request,400,171,ltcitbrp01.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2017-03-02T00:00:00Z,2020-05-15T23:59:59Z,"CN=*.ebanking-services.com, OU=Corporate Account, O=Metavante Corporation, L=Milwaukee, ST=Wisconsin, C=US",*.ebanking-services.com,Metavante Corporation,*.ebanking-services.com,"CN=Symantec Class 3 Secure Server CA - G4, OU=Symantec Trust Network, O=Symantec Corporation, C=US",Symantec Class 3 Secure Server CA - G4,Symantec Corporation,9ded999c98af4b2d824076238e7a4713,3ea8b3947ecf39d8e01a752c3099b6cfd87faeb227b9e0e67ca968e4c54becbd,True,ctls,ltcitbrp01.fisglobal.com,443,https://ltcitbrp01.fisglobal.com:443,https,GET,156.55.138.45,/,386594154,156.55.138.45,1,False,text/html,Apache,Apache,,,,True,True,,
ltcitbrp02.fisglobal.com,400 Bad Request,400,171,ltcitbrp02.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2017-03-02T00:00:00Z,2020-05-15T23:59:59Z,"CN=*.ebanking-services.com, OU=Corporate Account, O=Metavante Corporation, L=Milwaukee, ST=Wisconsin, C=US",*.ebanking-services.com,Metavante Corporation,*.ebanking-services.com,"CN=Symantec Class 3 Secure Server CA - G4, OU=Symantec Trust Network, O=Symantec Corporation, C=US",Symantec Class 3 Secure Server CA - G4,Symantec Corporation,9ded999c98af4b2d824076238e7a4713,3ea8b3947ecf39d8e01a752c3099b6cfd87faeb227b9e0e67ca968e4c54becbd,True,ctls,ltcitbrp02.fisglobal.com,443,https://ltcitbrp02.fisglobal.com:443,https,GET,156.55.138.46,/,386594154,156.55.138.46,1,False,text/html,Apache,Apache,,,,True,True,,
ltclnprp01.fisglobal.com,400 Bad Request,400,171,ltclnprp01.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-10T23:59:59Z,"CN=*.fnis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fnis.com,"Fidelity National Information Services, Inc.",fnis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e4c24d192f88dfb2e48f00ed1bd3475,6c68c0bb032c3352f89a739f51a2db663ea6f3f7be69151033a91649cf721c16,True,ctls,ltclnprp01.fisglobal.com,443,https://ltclnprp01.fisglobal.com:443,https,GET,156.55.138.19,/,386594154,156.55.138.19,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp03.fisglobal.com,400 Bad Request,400,171,ltclnprp03.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2022-07-21T00:00:00Z,2023-08-20T23:59:59Z,"CN=visionarchive1-dr.sendpointimage.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",visionarchive1-dr.sendpointimage.com,"Fidelity National Information Services, Inc.",www.visionarchive1-dr.sendpointimage.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8c4d6c2aa44b33f84d149911e8fc052a,589be18f5716f4b7c9f9965aeeb47b77ec3648f351964c6618816c28b0c96290,,ctls,ltclnprp03.fisglobal.com,443,https://ltclnprp03.fisglobal.com:443,https,GET,156.55.138.105,/,386594154,156.55.138.105,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp05.fisglobal.com,400 Bad Request,400,171,ltclnprp05.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2022-07-12T00:00:00Z,2023-08-11T23:59:59Z,"CN=*.xsprisa.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.xsprisa.com,"Fidelity National Information Services, Inc.",xsprisa.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bb50fa83332f2453fcfdf9baeb1882af,bffe8640281f8337e81a236224ae2225394f4754e49bf994f7f9eb66e0705455,True,ctls,ltclnprp05.fisglobal.com,443,https://ltclnprp05.fisglobal.com:443,https,GET,156.55.138.28,/,386594154,156.55.138.28,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp06.fisglobal.com,400 Bad Request,400,171,ltclnprp06.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-21T00:00:00Z,2023-08-20T23:59:59Z,"CN=visionarchive1-dr.sendpointimage.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",visionarchive1-dr.sendpointimage.com,"Fidelity National Information Services, Inc.",www.visionarchive1-dr.sendpointimage.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8c4d6c2aa44b33f84d149911e8fc052a,589be18f5716f4b7c9f9965aeeb47b77ec3648f351964c6618816c28b0c96290,,ctls,ltclnprp06.fisglobal.com,80,http://ltclnprp06.fisglobal.com:80,http,GET,156.55.138.106,/,386594154,156.55.138.106,1,False,text/html,HSTS,Apache,,https://ltclnprp06.fisglobal.com/,,,True,,
ltclnprp07.fisglobal.com,400 Bad Request,400,171,ltclnprp07.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-15T17:53:24Z,2023-07-15T17:53:24Z,"CN=applynow.citizensbank.com, serialNumber=2048953, businessCategory=Private Organization, O=Citizens Financial Group Inc, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Providence, ST=Rhode Island, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",applynow.citizensbank.com,Citizens Financial Group Inc,applynow.citizensbank.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",0af5db5d788156355927666d966f7447,9cff2965aad1f920ad2238c54338b0e1171c06a56bef41c482081ea6a8220abd,,ctls,ltclnprp07.fisglobal.com,443,https://ltclnprp07.fisglobal.com:443,https,GET,156.55.138.107,/,386594154,156.55.138.107,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp10.fisglobal.com,400 Bad Request,400,171,ltclnprp10.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-29T21:31:24Z,2024-07-09T21:31:23Z,"CN=applynowqa.qacitizensbank.com, serialNumber=2048953, businessCategory=Private Organization, O=Citizens Financial Group Inc, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Providence, ST=Rhode Island, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",applynowqa.qacitizensbank.com,Citizens Financial Group Inc,applynowqa.qacitizensbank.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",8b9f54e548b50e7a54bcf731d24695ce,0bb3668f011bfc49c446824f430aba9afc8eebe8e0016d2899d20d6283c6877e,,ctls,ltclnprp10.fisglobal.com,443,https://ltclnprp10.fisglobal.com:443,https,GET,156.55.138.245,/,386594154,156.55.138.245,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp100.fisglobal.com,400 Bad Request,400,171,ltclnprp100.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=vcs.valutec.net, O=Fidelity National Information Services, ST=Florida, C=US",vcs.valutec.net,Fidelity National Information Services,vtmp-uat.valutec.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a5a5d270acf6f6b37a35f7d6baae1550,e7771da33cbbe41ea8cae4b21d6d5e98284894bb25e64b6fb97164fe5334615d,,ctls,ltclnprp100.fisglobal.com,443,https://ltclnprp100.fisglobal.com:443,https,GET,156.55.138.226,/,386594154,156.55.138.226,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp101.fisglobal.com,Valutec Card Solutions - Gift and Loyalty Card Programs and Merchandising for Businesses of all Sizes,200,12405,ltclnprp101.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=www.valutec.net, O=Fidelity National Information Services\, Inc., L=Jacksonville, ST=Florida, C=US",www.valutec.net,"Fidelity National Information Services, Inc.",valutec.net,"CN=DigiCert Global CA G2, O=DigiCert Inc, C=US",DigiCert Global CA G2,DigiCert Inc,20633e1e5eeead51eecf971609eaee29,1176c1437ccd90c5c19dd6e39751fc94550a132aca22cae151b5b780ddf1380b,,ctls,ltclnprp101.fisglobal.com,443,https://ltclnprp101.fisglobal.com:443,https,GET,156.55.138.227,/,-1839738251,156.55.138.227,239,False,text/html,HSTS,Server,*.tfyogurt.com,https://ltclnprp101.fisglobal.com/?AspxAutoDetectCookieSupport=1,,,True,,
ltclnprp106.fisglobal.com,400 Bad Request,400,171,ltclnprp106.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=www.valuteccardsolutions.com, O=Fidelity National Information Services\, Inc., L=Jacksonville, ST=Florida, C=US",www.valuteccardsolutions.com,"Fidelity National Information Services, Inc.",valuteccardsolutions.com,"CN=DigiCert Global CA G2, O=DigiCert Inc, C=US",DigiCert Global CA G2,DigiCert Inc,60783a37c4eb54dd1193903272361dc6,bef66cbdec276f2583a64b8a2e6617c18976cf9402365d973d406bff859df02b,,ctls,ltclnprp106.fisglobal.com,443,https://ltclnprp106.fisglobal.com:443,https,GET,156.55.138.232,/,386594154,156.55.138.232,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp107.fisglobal.com,400 Bad Request,400,171,ltclnprp107.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-06-22T00:00:00Z,2022-08-16T12:00:00Z,"CN=vt.shift4.com, O=Shift4 Payments\, LLC, L=Las Vegas, ST=Nevada, C=US, serialNumber=5504461, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization",vt.shift4.com,"Shift4 Payments, LLC",vt.harbortouch.com,"CN=GeoTrust EV RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust EV RSA CA 2018,DigiCert Inc,dc96d0bfd50ad8e6fed70a2b2b3ade1f,5d8bea1bfd24a6133edcc51eb1bb5ba2d760770e890409a62f4a379b89c8d519,,ctls,ltclnprp107.fisglobal.com,443,https://ltclnprp107.fisglobal.com:443,https,GET,156.55.138.233,/,386594154,156.55.138.233,1,False,text/html,Apache,Apache,,,,True,True,,
