new,host,ttl,a,soa,status_code,txt,cname,caa,ns,mx,aaaa,cdn,cdn-name,has_internal_ips,internal_ips
,mam-d1.portofantwerp.com,900,188.118.8.77,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,,,,
,mam-m1.portofantwerp.com,300,,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,,,,
,mam-test.portofantwerp.com,900,188.118.8.12,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,"ns2.haven.antwerpen.be, ns1.haven.antwerpen.be",,,,,,
,mdm-m1.portofantwerp.com,900,94.107.237.225,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,,,,
,media.portofantwerp.com,300,188.118.8.16,"{'name': 'getbynder.com', 'ns': 'ns-1868.awsdns-41.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'getbynder.com', 'ns': 'ns-1868.awsdns-41.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'getbynder.com', 'ns': 'ns-1868.awsdns-41.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,rr-media-portofantwerp-com.getbynder.com,amazon.com,,,,,,,
,media.portofantwerpbruges.com,900,"3.161.82.82, 3.161.82.106, 3.161.82.24, 3.161.82.89","{'name': 'getbynder.com', 'ns': 'ns-1868.awsdns-41.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'getbynder.com', 'ns': 'ns-1868.awsdns-41.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'getbynder.com', 'ns': 'ns-1868.awsdns-41.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'getbynder.com', 'ns': 'ns-1868.awsdns-41.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,rr-media-portofantwerpbruges.getbynder.com,amazon.com,,,,True,cloudfront,,
,netmonitor.portofantwerp.com,790,188.118.8.7,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,,,,
,networkaccess.portofantwerp.com,900,192.168.144.224,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,"ns1.haven.antwerpen.be, ns2.haven.antwerpen.be",,,,,True,192.168.144.224
,networkaccess.portofantwerpbruges.com,900,192.168.144.224,"{'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,,,True,192.168.144.224
,newsroom.portofantwerp.com,900,,"{'name': 'prezly.com', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357999577, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'prezly.com', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357999577, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'prezly.com', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357999577, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'prezly.com', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357999577, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,customers.prezly.com,"letsencrypt.org, entrust.net, comodoca.com, pki.goog, digicert.com, amazon.com, sectigo.com, mailto:admin@prezly.com, globalsign.com",,,"2606:4700:3108::ac42:2898, 2606:4700:3108::ac42:2b68",,,,
,newsroom.portofantwerpbruges.com,654,,"{'name': 'prezly.com', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357999577, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'prezly.com', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357999577, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'prezly.com', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357999577, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'prezly.com', 'ns': 'marty.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357999577, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,customers.prezly.com,"mailto:admin@prezly.com, amazon.com, comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org, pki.goog, sectigo.com",,,,,,,
,notula-accpt.portofantwerpbruges.com,900,,"{'name': 'ciport.be', 'ns': 'ns.cipal.be', 'mailbox': 'hostmaster.cipal.be', 'serial': 2000016297, 'refresh': 25200, 'retry': 3600, 'expire': 4406400, 'minttl': 3600}, {'name': 'ciport.be', 'ns': 'ns.cipal.be', 'mailbox': 'hostmaster.cipal.be', 'serial': 2000016297, 'refresh': 25200, 'retry': 3600, 'expire': 4406400, 'minttl': 3600}, {'name': 'ciport.be', 'ns': 'ns.cipal.be', 'mailbox': 'hostmaster.cipal.be', 'serial': 2000016297, 'refresh': 25200, 'retry': 3600, 'expire': 4406400, 'minttl': 3600}, {'name': 'ciport.be', 'ns': 'ns.cipal.be', 'mailbox': 'hostmaster.cipal.be', 'serial': 2000016297, 'refresh': 25200, 'retry': 3600, 'expire': 4406400, 'minttl': 3600}",NOERROR,,cs_idmz_gv.ciport.be,,,,,,,,
,notula.portofantwerpbruges.com,900,193.190.121.207,"{'name': 'ciport.be', 'ns': 'ns.cipal.be', 'mailbox': 'hostmaster.cipal.be', 'serial': 2000016297, 'refresh': 25200, 'retry': 3600, 'expire': 4406400, 'minttl': 3600}, {'name': 'ciport.be', 'ns': 'ns.cipal.be', 'mailbox': 'hostmaster.cipal.be', 'serial': 2000016297, 'refresh': 25200, 'retry': 3600, 'expire': 4406400, 'minttl': 3600}, {'name': 'ciport.be', 'ns': 'ns.cipal.be', 'mailbox': 'hostmaster.cipal.be', 'serial': 2000016297, 'refresh': 25200, 'retry': 3600, 'expire': 4406400, 'minttl': 3600}, {'name': 'ciport.be', 'ns': 'ns.cipal.be', 'mailbox': 'hostmaster.cipal.be', 'serial': 2000016297, 'refresh': 25200, 'retry': 3600, 'expire': 4406400, 'minttl': 3600}, {'name': 'ciport.be', 'ns': 'ns.cipal.be', 'mailbox': 'hostmaster.cipal.be', 'serial': 2000016297, 'refresh': 25200, 'retry': 3600, 'expire': 4406400, 'minttl': 3600}",NOERROR,,cs_idmz_gv.ciport.be,,,,,,,,
,ns1.portofantwerpbruges.com,900,94.107.237.194,"{'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,,,,
,ns2.portofantwerpbruges.com,797,188.118.8.124,"{'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerpbruges.com', 'ns': 'ns2.portofantwerpbruges.com', 'mailbox': 'noc.portofantwerp.com', 'serial': 371, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,,,,
,opendata-stg.portofantwerp.com,900,52.166.182.144,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,letsencrypt.org,"ns2.haven.antwerpen.be, ns1.haven.antwerpen.be",,,,,,
,outlook.portofantwerp.com,900,188.118.8.61,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,mail-d1.portofantwerp.com,,"ns2.haven.antwerpen.be, ns1.haven.antwerpen.be",,,,,,
,potf19.portofantwerp.com,900,52.51.215.23,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,,,,
,press.portofantwerp.com,300,,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,v=spf1 include:spf.protection.outlook.com include:customers.prezly.io -all,,,,,,,,,
,relay.portofantwerp.com,900,"188.118.8.8, 94.107.237.200","{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,v=spf1 a ip4:94.107.237.200 ip4:188.118.8.8 -all,,,,,,,,,
,s.portofantwerp.com,188,,"{'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}, {'name': 'portofantwerp.com', 'ns': 'ns2.haven.antwerpen.be', 'mailbox': 'noc.portofantwerp.com', 'serial': 2008062020, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,,,,
,sentry.droneportal-test.portofantwerp.com,900,20.71.75.76,"{'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,,poa-uat.unifly.tech,letsencrypt.org,,,,,,,
,sentry.droneportal-test.portofantwerpbruges.com,900,20.71.75.76,"{'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,,poa-uat.unifly.tech,letsencrypt.org,,,,,,,
,sentry.droneportal.portofantwerp.com,900,,"{'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,,poa-prd.unifly.tech,,,,,,,,
,sentry.droneportal.portofantwerpbruges.com,900,20.76.27.235,"{'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'unifly.tech', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,,poa-prd.unifly.tech,letsencrypt.org,,,,,,,
