input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_mismatched,tls_expired,final_url
mm-preprod.oyorooms.com,Service Unavailable,503,267,mm-preprod.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,mm-preprod.oyorooms.com,443,https://mm-preprod.oyorooms.com:443,https,AkamaiGHost,text/html,GET,2.17.184.252,/,-1972796716,2.17.184.252,9,False,,,,,,,,
mm.oyorooms.com,Service Unavailable,503,267,mm.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,mm.oyorooms.com,443,https://mm.oyorooms.com:443,https,AkamaiGHost,text/html,GET,2.17.184.252,/,847936898,2.17.184.252,9,False,,,,,,,,
mmapi.oyorooms.com,Service Unavailable,503,267,mmapi.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,mmapi.oyorooms.com,443,https://mmapi.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.3.110.40,/,-1626589862,23.3.110.40,9,False,,,,,,,,
mpower.oyorooms.com,MPOWER : Login,200,70793,oyo.darwinbox.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.darwinbox.in, O=Darwinbox Digital Solutions Private Limited, L=Hyderabad, ST=Telangana, C=IN",*.darwinbox.in,Darwinbox Digital Solutions Private Limited,darwinbox.in,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fa27d7ac2840bd725812bc0f0920356e,caee0c6703d48f7b63e1294b52507769d16009d7aef5839f8b07cf00929809b7,ctls,oyo.darwinbox.in,443,https://mpower.oyorooms.com:443,https,cloudflare,text/html,GET,2.17.22.33,/,-1164194428,2.17.22.51,331,False,viewlicense.adobe.io,,HSTS,,True,,,https://oyo.darwinbox.in/user/login
msoid.oyorooms.com,Sign in to your account,200,44255,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,443,https://msoid.oyorooms.com:443,https,,text/html,GET,20.190.159.2,/,-1840324437,2603:1026:3000:150::5,95,False,,azure,HSTS,True,,,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638242080947964383.ZGViNGZkMzAtM2I2NS00ZjA3LTkxYTUtM2NkZTc4MDAyZWVjMzkxOTk5NjYtYjgzNy00MjhlLWJiMTgtZjFhN2IzYWNmNDNj&ui_locales=en-US&mkt=en-US&state=aqNltKlvDIRf14rg4jWVjBMkmcCUDBbw-U4r8hrNgkvzXw40ZzFA77JUywZEf971CoCDBEK7Jx5UY-VoLTRVUOMtcXJk8sz9V8nKWgkVlY8DW8tn02N_tONu8qKgeBZfgEMeUuSsJqYVYU_dsH2GZeQVUSHNmPhFE2ylarD4iCy1kut5Bzvg6jhUM7OIYhhbwPE6sVdQMtnEko28L0fMKP3uvytTsAj9Pp4QIANWRtOfUsuMMz__OKQymhrOOfLMvUnTavkBtzoVxL0DdQnJew&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0
ops.oyorooms.com,,404,104,ops.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,ops.oyorooms.com,443,https://ops.oyorooms.com:443,https,,application/json,GET,104.75.89.223,/,116323821,104.75.89.223,1,False,,,Spring,,,,,
original.oyorooms.com,Invalid URL,400,207,original.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,original.oyorooms.com,443,https://original.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.50.55.42,/,-135688591,23.50.55.48,8,False,,,,,True,,,
oyorooms.com,OYO Hotels UK - Last Minute Hotel Deals with Free Cancellation,200,96781,www.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-11-02T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,www.vacation-apartments.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0627847ab46001d3de74cbc03a70fe56,f638e47fde090996f6abd7eb5af8a3d31e343a82d18b444ce88d778a606fe63e,ctls,www.oyorooms.com,443,https://oyorooms.com:443,https,,text/html,GET,104.85.5.69,/,-950898810,104.85.5.69,293,False,https://www.top10coupons.in,,React,,,,,https://www.oyorooms.com/gb/
partner.oyorooms.com,Partner with OYO Germany - List your Hotels and Home properties on OYO now,200,15596,patron.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,patron.oyorooms.com,443,https://partner.oyorooms.com:443,https,,text/html,GET,2.17.184.252,/,-1852855464,2.17.184.252,56,False,fonts.googleapis.com,,React,,True,,,https://patron.oyorooms.com/de
partners-admin.oyorooms.com,Service Unavailable,503,267,partners-admin.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,partners-admin.oyorooms.com,443,https://partners-admin.oyorooms.com:443,https,AkamaiGHost,text/html,GET,104.75.89.223,/,-129872433,104.75.89.223,9,False,,,,,,,,
partners.oyorooms.com,Copy Patron Landing Page,200,53020,partners.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:28:34Z,2023-08-08T02:28:33Z,CN=partners.oyorooms.com,partners.oyorooms.com,,partners.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf643c6963ade1ea5d1b24b1531210ed,c996f053039bb06c08f8a25fe1bcfced732d2f7f97f55edec68afd622f6691a1,ctls,partners.oyorooms.com,443,https://partners.oyorooms.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,1810476518,2606:4700::6812:1abd,694,False,,cloudflare,YouTube,True,,,,
partnersapi.oyorooms.com,GET - Hotels Listing,200,142389,partnersapi.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=partnersapi.oyorooms.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",partnersapi.oyorooms.com,"Cloudflare, Inc.",partnersapi.oyorooms.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",cd1c2f8bd0d790e257b933a2a7ce8433,4c4617c6872d9534d3f03507db2953bf0b35863873e99a37d15244e5986d18ec,ctls,partnersapi.oyorooms.com,443,https://partnersapi.oyorooms.com:443,https,cloudflare,text/html,GET,104.18.210.56,/,-1972962719,2606:4700::6812:d238,433,False,,cloudflare,Heroku,True,,,,https://partnersapi.oyorooms.com/docs
patron.oyorooms.com,Partner with OYO Germany - List your Hotels and Home properties on OYO now,200,15596,patron.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,patron.oyorooms.com,443,https://patron.oyorooms.com:443,https,,text/html,GET,2.20.142.64,/,-1852855464,2.20.143.89,56,False,snap.licdn.com,,React,,True,,,https://patron.oyorooms.com/de
pay.oyorooms.com,404 Not Found,404,146,pay.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,pay.oyorooms.com,443,https://pay.oyorooms.com:443,https,,text/html,GET,104.75.89.223,/,1494302000,104.75.89.223,8,False,,,,,,,,
plugin.oyorooms.com,Service Unavailable,503,267,plugin.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,plugin.oyorooms.com,443,https://plugin.oyorooms.com:443,https,AkamaiGHost,text/html,GET,104.75.89.223,/,-341826583,104.75.89.223,9,False,,,,,,,,
quotation.oyorooms.com,Service Unavailable,503,269,quotation.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,quotation.oyorooms.com,443,https://quotation.oyorooms.com:443,https,AkamaiGHost,text/html,GET,95.101.54.233,/,-284660614,2.16.202.74,9,False,,,,,True,True,,
r.email1.oyorooms.com,Brevo (formerly Sendinblue) | CRM Suite,200,248548,www.brevo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T18:45:09Z,2023-10-01T18:45:08Z,CN=brevo.com,brevo.com,,*.brevo.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,0185f20f5da136da563acd7b79fafe98,406e72a844e524d47ffe3ec809ae2c6f9ba056ddbdc32ebf2402d08162e59d7b,ctls,www.brevo.com,443,https://r.email1.oyorooms.com:443,https,cloudflare,text/html,GET,1.179.112.195,/,-1840324437,1.179.112.197,22,False,,,webpack,,True,,,https://www.brevo.com/
refunds.oyorooms.com,Access Denied,403,269,refunds.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,refunds.oyorooms.com,443,https://refunds.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.213.161.226,/,856992708,23.213.161.208,10,False,,,,,True,,,
rm.oyorooms.com,,409,16,,,,,,,,,,,,,,,,,,,80,http://rm.oyorooms.com:80,http,cloudflare,text/plain,GET,104.18.27.189,/,1000520165,2606:4700::6812:1bbd,1,False,,cloudflare,Cloudflare,True,,,,
scan.oyorooms.com,,404,104,scan.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,scan.oyorooms.com,443,https://scan.oyorooms.com:443,https,,application/json,GET,2.16.97.193,/,116323821,2.16.97.193,1,False,,,HSTS,,,,,
scm-api.oyorooms.com,Service Unavailable,503,267,scm-api.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,scm-api.oyorooms.com,443,https://scm-api.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.206.209.188,/,1183111121,23.206.209.188,9,False,,,,,,,,
searchapi.oyorooms.com,,404,104,searchapi.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,searchapi.oyorooms.com,443,https://searchapi.oyorooms.com:443,https,,application/json,GET,2.17.100.209,/,307083394,2.17.100.144,1,False,,,HSTS,,True,,,
seo.oyorooms.com,Error,503,174,seo.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,seo.oyorooms.com,443,https://seo.oyorooms.com:443,https,,text/html,GET,2.20.143.89,/,364574009,2.20.142.64,5,False,,,,,True,,,
services.oyorooms.com,,403,23,services.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-03-05T12:52:15Z,2022-04-17T23:44:01Z,"CN=*.oyorooms.com, O=ORAVEL STAYS PRIVATE LIMITED, L=Gurgaon, ST=Haryana, C=IN",*.oyorooms.com,ORAVEL STAYS PRIVATE LIMITED,oyorooms.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",6586ae3436901ca81a878b8e1c516777,f9dfb156dd54204f6d0b1f5f6f8d82bac4b9dec69d45e6efbd72432a1dcbdb2d,ctls,services.oyorooms.com,443,https://services.oyorooms.com:443,https,,application/json,GET,143.204.215.60,/,968070783,143.204.215.82,1,False,,cloudfront,Amazon Web Services,True,True,,True,
share.oyorooms.com,OYO Hotels UK - Last Minute Hotel Deals with Free Cancellation,200,96900,www.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-11-02T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,www.vacation-apartments.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0627847ab46001d3de74cbc03a70fe56,f638e47fde090996f6abd7eb5af8a3d31e343a82d18b444ce88d778a606fe63e,ctls,www.oyorooms.com,443,https://share.oyorooms.com:443,https,,text/html,GET,52.8.254.74,/,1274734426,204.236.186.163,293,False,https://www.top10coupons.in,,React,,,,,https://www.oyorooms.com/gb/
staff.oyorooms.com,HTTP Status 404 – Not Found,404,431,staff.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,staff.oyorooms.com,443,https://staff.oyorooms.com:443,https,,text/html,GET,95.101.111.156,/,-230353730,95.101.111.182,1,False,,,HSTS,,True,,,
techvpn.oyorooms.com,,200,170,techvpn.oyorooms.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-31T12:10:14Z,2024-04-17T23:44:01Z,"CN=*.oyorooms.com, O=ORAVEL STAYS LIMITED, L=Gurugram, ST=Haryana, C=IN",*.oyorooms.com,ORAVEL STAYS LIMITED,oyorooms.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",283b11da6f44bc856b9016bcaf7dc591,5f58347d926ba75b3adc332a76366474530bed46a16095d42b1c2cd1ff9dcf19,ctls,techvpn.oyorooms.com,443,https://techvpn.oyorooms.com:443,https,,text/html,GET,54.254.201.43,/,593259606,54.254.201.43,4,False,,,HSTS,,True,,,
test12.oyorooms.com,Invalid URL,400,208,test12.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,test12.oyorooms.com,443,https://test12.oyorooms.com:443,https,AkamaiGHost,text/html,GET,2.17.100.209,/,663776654,2.17.100.144,8,False,,,,,True,,,
testbff.oyorooms.com,Service Unavailable,503,267,testbff.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,testbff.oyorooms.com,443,https://testbff.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.206.209.188,/,-415273874,2a02:26f0:3500:894::a38,9,False,,,,,,,,
tms-api.oyorooms.com,,200,2,tms-api.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,tms-api.oyorooms.com,443,https://tms-api.oyorooms.com:443,https,,text/plain,GET,2.20.143.89,/,116323821,2.20.142.64,1,False,,,HSTS,,True,,,
transformation.oyorooms.com,,404,13,transformation.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,transformation.oyorooms.com,443,https://transformation.oyorooms.com:443,https,,,GET,2.19.96.194,/,285775083,2.19.97.11,1,False,https:,,HSTS,,True,,,
travelagent.oyorooms.com,OYO for Travel Agent | Exclusive Prices & Exciting Commissions,200,46994,travelagent.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,travelagent.oyorooms.com,443,https://travelagent.oyorooms.com:443,https,,text/html,GET,23.213.161.208,/,1581180687,23.213.161.226,1044,False,,,HSTS,,True,,,https://travelagent.oyorooms.com/superAgent/landing
vikreta.oyorooms.com,Service Unavailable,503,267,vikreta.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,vikreta.oyorooms.com,443,https://vikreta.oyorooms.com:443,https,,text/html,GET,104.75.89.223,/,304121201,104.75.89.223,9,False,,,,,,,,
