new,host,status_code,a,soa,cdn,cdn-name,mx,txt,cname,aaaa,has_internal_ips,internal_ips,ns,caa,ptr
[x],carrier-edlweb.access.nokia.com,NOERROR,192.100.130.18,"admin.nsatc.net, dns.level3.net",,,,,access.nokia.com.nsatc.net,,,,,,
[x],cb2beg.qa.ext.net.nokia.com,NOERROR,20.8.16.217,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cbrs.sectest.iot.nokia.com,NOERROR,"10.4.90.31, 10.4.90.32, 10.4.90.33, 10.4.90.30","ns7.nokia.com, dns.cloudflare.com",,,,,,,True,"10.4.90.31, 10.4.90.32, 10.4.90.33, 10.4.90.30",,,
[x],cc.forum.nokia.com,NOERROR,62.61.85.154,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cc.qa.nokia.com,NOERROR,62.61.85.161,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cccp.ext.nokia.com,NOERROR,147.243.251.148,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ccdm-msmanager.nokia.com,NOERROR,147.243.14.144,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ccdm-registration.nokia.com,NOERROR,147.243.14.137,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ccdm.nokia.com,NOERROR,147.243.14.138,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ccib.care-gc.nokia.com,NOERROR,211.151.66.204,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cdbhits.ncd.nokia.com,NOERROR,213.157.88.3,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cdn.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,This domain is reserved for MCA,,,,,,,
[x],cdp1.trial.nokia.com,NOERROR,3.223.9.54,"dns-external-master.amazon.com, root.amazon.com",,,,,ec2-3-223-9-54.compute-1.amazonaws.com,,,,,,
[x],cdp11.trial.nokia.com,NOERROR,52.71.154.179,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cdp3.trial.nokia.com,NOERROR,3.222.241.156,,,,,,,,,,,,
[x],cdp4.trial.nokia.com,NOERROR,3.224.202.12,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cdp6.trial.nokia.com,NOERROR,3.217.63.53,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cdp7.trial.nokia.com,NOERROR,35.165.133.157,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cdp8.trial.nokia.com,NOERROR,34.196.168.60,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ce-webcenter.ext.net.nokia.com,NOERROR,131.228.6.33,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cgw-qa.ext.net.nokia.com,NOERROR,20.50.147.46,"ns7.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],ch.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,mc-405-978836690.us-east-1.elb.amazonaws.com,,,,,,
[x],ch.trade.online.nokia.com,NOERROR,147.243.3.138,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],chswww.ext.nokia.com,NOERROR,147.243.160.108,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cia.nokia.com,NOERROR,147.243.198.203,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cic.nokia.com,NOERROR,147.243.248.141,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cig.impactiot.saas.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cinfo.nuke-gcp.labs.cns.nokia.com,NOERROR,34.36.69.112,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",True,google,,,,,,,,,
[x],cloud-lab.ext.net.nokia.com,NOERROR,87.254.192.57,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cloud12.xpress.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],cloud5.wp.xpress.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],cloudedh-dsp-os-prod.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],cloudnra-mum-india.net.nokia.com,NOERROR,,"tm1.dns-tm.com, hostmaster.trafficmanager.net",,,,,euragw.trafficmanager.net,2406:da1a:b8:6501:1e32:1179:36:3631,,,,,
[x],clp-qa.europe.online.nokia.com,NOERROR,147.243.168.19,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],club.nokia.com,NOERROR,147.243.3.88,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cluster6.nokia.com,NOERROR,147.243.3.108,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cluster7.nokia.com,NOERROR,147.243.3.107,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cm.forum.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cm.nokia.com,NOERROR,147.243.45.51,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cm.qa.nokia.com,NOERROR,62.61.85.162,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cmail.nokia.com,NOERROR,136.147.129.27,"ns2.nokia.com, dns.cloudflare.com",,,reply-mx.s7.exacttarget.com,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",,,,,,,
[x],cmd.idc.nokia.com,NOERROR,192.11.138.75,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cmd.impact.idc.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],cmd.nokia.com,NOERROR,147.243.14.100,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cms.appsocial.nokia.com,NOERROR,162.13.47.149,"ns2.nokia.com, dns.cloudflare.com",,,,,n-a-domain.nokia.com,,,,,,
[x],cms.qa.nokia.com,NOERROR,147.243.8.116,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cms.tr.nokia.com,NOERROR,147.243.8.113,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cmsprev.st.mobile.nokia.com,NOERROR,147.243.8.75,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cmsprev.tr.mobile.nokia.com,NOERROR,147.243.8.112,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cn-pek-slc-inetrtr01.nokia.com,NOERROR,147.243.236.134,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cn-pek-slc-inetrtr02.nokia.com,NOERROR,147.243.236.138,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],co-marketing.nokia.com,NOERROR,"172.66.40.154, 172.66.43.102","ns1.cloudflare.net, dns.cloudflare.com",True,cloudflare,,,co-marketing.nokia.com.cdn.cloudflare.net,,,,,,
[x],codi-dev.net.nokia.com,NOERROR,131.228.6.94,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],codi.net.nokia.com,NOERROR,131.228.3.181,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],collab.partner.nokia.com,NOERROR,74.119.206.13,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],collaboration-ad.ext.nokia.com,NOERROR,131.228.2.229,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],collaboration.nokia.com,NOERROR,147.243.45.25,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],comarketing.nokia.com,NOERROR,"172.66.43.102, 172.66.40.154","ns1.cloudflare.net, dns.cloudflare.com",True,cloudflare,,,comarketing.nokia.com.cdn.cloudflare.net,"2606:4700:3108::ac42:289a, 2606:4700:3108::ac42:2b66",,,,,
[x],community-esstx01.nokia.com,NOERROR,192.100.121.27,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],commuter.ext.net.nokia.com,NOERROR,20.193.137.157,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],company.nokia.com,NOERROR,34.107.106.80,"ns2.nokia.com, dns.cloudflare.com",True,google,,,,,,,,,
[x],companyregister.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],confluence.ext.net.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"confluence-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],connectivity-test.ext.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],console.dac.nokia.com,NOERROR,87.108.35.9,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],console.eu.dac.nokia.com,NOERROR,87.108.35.9,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],console.jp.dac.nokia.com,NOERROR,115.69.198.41,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],console.push.nokia.com,NOERROR,147.243.176.69,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],console.saas.nokia.com,NOERROR,148.139.8.1,"edns140.ultradns.com, root.service-now.com",,,,,nokiacnsprod.service-now.com,,,,,,
[x],console.west.us.dac.nokia.com,NOERROR,149.97.162.201,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],contenthub-origin-34599.nokia.com,NOERROR,52.31.60.123,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],contenthub.nokia.com,NOERROR,52.31.60.123,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],controlroom.nokia.com,NOERROR,207.194.61.102,"ns2.nokia.com, dns.cloudflare.com",,,"controlroom-01.vc.noklab.net, controlroom.nokia.com",,,,,,,,
[x],coreportal.developer.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],corporates.ext.nokia.com,NOERROR,195.212.37.111,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],csgeu.europe.nokia.com,NOERROR,147.243.253.13,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],css.nokia.com,NOERROR,172.16.126.150,"ns2.nokia.com, dns.cloudflare.com",,,,,,,True,172.16.126.150,,,
[x],cstest.nokia.com,NOERROR,147.243.138.135,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ct.sandbox.developer.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],ct.sandbox.forum.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ctlivrdev.hc-vlab.saas.nokia.com,NOERROR,,"ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],ctt.nokia.com,NOERROR,147.243.205.18,"ns2.nokia.com, dns.cloudflare.com",,,"smtp2-64.nmg.nokia.com, smtp3-64.nmg.nokia.com, smtp2-63.nmg.nokia.com, smtp3-63.nmg.nokia.com",v=spf1 include:_spf.nmg.nokia.com -all,,,,,,,
[x],curbei.net.nokia.com,NOERROR,189.50.64.27,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],curirv.net.nokia.com,NOERROR,189.50.64.28,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],curlacap.net.nokia.com,NOERROR,189.50.64.30,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],curwar.net.nokia.com,NOERROR,189.50.64.29,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],cust01-cucm-pub-01-cl6.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],cust01-cucm-sub-07-cl6.int.net.nokia.com,NOERROR,,,,,,,,,,,,,
[x],cust01-cucm-sub-08-cl3.int.net.nokia.com,NOERROR,,,,,,,,,,,,,
[x],cust01-cucm-sub-09-cl9.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],cust01-cucm-sub-10-cl9.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],cust01-cucm-tftp-01-cl8.int.net.nokia.com,NOERROR,,,,,,,,,,,,,
[x],cust01-expc-cl2-e01.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],cust1.hc-qa.saas.nokia.com,NOERROR,,"ns-1834.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",,,,,preprod2.hc-qa.saas.nokia.com,,,,,,
[x],customer.nokia.com,NOERROR,"85.222.140.13, 85.222.140.10, 85.222.140.11","dns1.p02.nsone.net, hostmaster.nsone.net",,,,,"customer.nokia.com.00d58000000t8dkeai.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,
[x],cx.app.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],da-idsmgmt01.nokia.com,NOERROR,147.243.69.80,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],da-nssl-gw02.americas.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],dacnflup01.nokia.com,NOERROR,147.243.131.19,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daeagp02.nokia.com,NOERROR,147.243.130.14,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daecapp03-1.nokia.com,NOERROR,147.243.131.155,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daecapp04-1.nokia.com,NOERROR,147.243.131.157,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daecapzp01.nokia.com,NOERROR,147.243.131.71,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daecapzp010.nokia.com,NOERROR,147.243.131.80,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daecapzp012.nokia.com,NOERROR,147.243.131.82,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daecapzp02.nokia.com,NOERROR,147.243.131.72,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daehltp002.nokia.com,NOERROR,147.243.131.111,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daeindtvmp02.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daeindtvmq02.nokia.com,NOERROR,147.243.129.181,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daeltaq01.nokia.com,NOERROR,147.243.129.140,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daepafvmp90.nokia.com,NOERROR,147.243.131.145,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daevctrvmp01.nokia.com,NOERROR,147.243.131.100,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daevmp001.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daevmp012.nokia.com,NOERROR,147.243.131.124,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daewemvmp01.nokia.com,NOERROR,147.243.131.94,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dafil001.nokia.com,NOERROR,147.243.131.25,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dafw04.ext.nokia.com,NOERROR,208.242.36.109,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dafwauth.ext.nokia.com,NOERROR,"63.78.179.3, 208.242.36.110","ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daglb01.nokia.com,NOERROR,192.100.108.101,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daglb02.nokia.com,NOERROR,192.100.108.102,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daisgw000.nokia.com,NOERROR,147.243.131.95,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],daitmsq001.nokia.com,NOERROR,147.243.129.79,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],damtsgwp12.nokia.com,NOERROR,147.243.131.43,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dansas01b.ext.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dasap.nokia.com,NOERROR,194.41.21.6,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],data.it.nokia.com,NOERROR,209.128.109.86,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],data.qa.nokia.com,NOERROR,209.128.76.18,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],datasubmission.fastrac4.nokia.com,NOERROR,147.243.224.118,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dav.qa.nokia.com,NOERROR,62.61.85.194,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dav.sandbox.forum.nokia.com,NOERROR,62.61.85.130,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dav.sandbox.qa.developer.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],davcdbp001.nokia.com,NOERROR,147.243.131.37,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],davcwebp001.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],davcwebq001.nokia.com,NOERROR,147.243.129.68,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],davcwebs001.nokia.com,NOERROR,147.243.129.69,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dawwwgw01x.nokia.com,NOERROR,208.242.36.101,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dbspdsmp.saas.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dbspdsmprpt.saas.nokia.com,NOERROR,68.235.22.159,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dc1-ems.edge.dac.nokia.com,NOERROR,87.108.35.11,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dclab.net.nokia.com,NOERROR,87.254.196.44,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dcs.nokia.com,NOERROR,62.61.69.103,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ddodigicert.saas.nokia.com,NOERROR,207.71.32.237,"ns3.motive.com, hostmaster.motive.com",,,,,ddodigicert.do.motive.com,2620:12b::23,,,,,
[x],ddodigicertg4.saas.nokia.com,NOERROR,207.71.32.227,"ns3.motive.com, hostmaster.motive.com",,,,,ddodigicertg4.do.motive.com,2620:12b::24,,,,,
[x],ddodigicertroot.saas.nokia.com,NOERROR,,"ns3.motive.com, hostmaster.motive.com",,,,,ddodigicertroot.do.motive.com,2620:12b::25,,,"ns8.motive.com, ns7.motive.com, ns3.motive.com, ns4.motive.com",,
[x],ddovzwhdm.saas.nokia.com,NOERROR,68.235.22.16,"ns3.motive.com, hostmaster.motive.com",,,,,ddovzwhdm.do.motive.com,,,,,,
[x],ddovzwhdmw.saas.nokia.com,NOERROR,,"ns3.motive.com, hostmaster.motive.com",,,,,ddovzwhdmw.do.motive.com,,,,,,
[x],de.mapwiki.nokia.com,NOERROR,66.54.66.19,"ns2.nokia.com, dns.cloudflare.com",,,,,mapwiki.nokia.com,,,,,,
[x],de.mapwiki.st.nokia.com,NOERROR,66.54.66.20,"ns2.nokia.com, dns.cloudflare.com",,,,,mapwiki.st.nokia.com,,,,,,
[x],de.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],deliveryquality.nokia.com,NOERROR,147.243.111.79,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],demo-mika.nokia.com,NOERROR,157.55.213.54,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],demo-smp19.hc-vlab.saas.nokia.com,NOERROR,192.11.161.168,"ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,"ns-1165.awsdns-17.org, ns-12.awsdns-01.com, ns-1737.awsdns-25.co.uk, ns-607.awsdns-11.net",,
[x],demo.impact.idc.nokia.com,NOERROR,"135.245.86.45, 135.245.86.42","ns7.nokia.com, dns.cloudflare.com",,,,,impact.idc.nokia.com,,,,,,
[x],demo.scene.iot.nokia.com,NOERROR,,"ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com",,,,,,,,,"ns-1042.awsdns-02.org, ns-703.awsdns-23.net, ns-147.awsdns-18.com, ns-1847.awsdns-38.co.uk",,
[x],demo.tracks.public.devbln.europe.nokia.com,NOERROR,,,,,,,,,,,,,
[x],demo003.ext.nokia.com,NOERROR,194.41.31.250,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],demo1.hc-trials.saas.nokia.com,NOERROR,,"ns-1196.awsdns-21.org, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],dena.nokia.com,NOERROR,135.245.1.64,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dena.uat.nokia.com,NOERROR,135.245.1.63,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],deploy.demo.isa.iot.nokia.com,NOERROR,35.162.225.202,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],deploy.demo.scene.iot.nokia.com,NOERROR,35.164.212.42,"ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],deploy.dev.isa.iot.nokia.com,NOERROR,35.163.220.244,"ns-392.awsdns-49.com, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],deploy.eu.services.iot.nokia.com,NOERROR,54.93.203.128,"ns-1083.awsdns-07.org, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],deploy.sademo.isa.iot.nokia.com,NOERROR,3.120.14.71,"ns-1611.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],deploy.services.sa.iot.nokia.com,NOERROR,13.57.9.60,"ns-1247.awsdns-27.org, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],designsystem.nokia.com,NOERROR,63.35.34.86,"ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",,,,,glorious-elephant-bronze.custom.supernova-docs.io,,,,,,
[x],dev-apportal.net.nokia.com,NOERROR,131.228.2.252,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev-blog.nokia.com,NOERROR,54.217.203.107,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev-on-dac.nokia.com,NOERROR,34.254.107.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev-on-tools.nokia.com,NOERROR,,,,,,,,,,,,,
[x],dev.contenthub.nokia.com,NOERROR,52.49.209.176,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev.developer.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev.int.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev.networks.nokia.com,NOERROR,54.83.17.127,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev.nops-web.nokia.com,NOERROR,147.243.108.228,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev.p2p.supplier.nokia.com,NOERROR,2.23.138.99,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,,,,"stageb-on-about.nokia.com.edgekey.net, e2759.dsca.akamaiedge.net","2001:2030:21:194::ac7, 2001:2030:21:1a1::ac7",,,,,
[x],dev2-on-dac.nokia.com,NOERROR,34.254.107.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev2-on-infocenter.nokia.com,NOERROR,34.254.107.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev2-publish.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,dualstack.mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],dev2-www.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,dualstack.mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],dev2.analytics.b2bcrm.nokia.com,NOERROR,147.243.253.170,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev3-on-dac.nokia.com,NOERROR,34.254.107.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dev3-publish.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,dualstack.mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],dev3-www.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,dualstack.mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],dev4-publish.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,dualstack.mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],dev4-www.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,dualstack.mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],dev5-publish.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,dualstack.mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],dev5-www.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,dualstack.mc-2201-752027336.us-east-1.elb.amazonaws.com,,,,,,
[x],devana.rnet20.nokia.com,NOERROR,147.243.108.209,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],developer.nokia.com,NOERROR,34.254.107.40,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],deveo.partner.nokia.com,NOERROR,74.119.206.13,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],devext.cmd.idc.nokia.com,NOERROR,10.76.159.104,"ns7.nokia.com, dns.cloudflare.com",,,,,,,True,10.76.159.104,,,
[x],devremote.rnet20.nokia.com,NOERROR,147.243.108.212,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],devzone.nokia.com,NOERROR,131.228.152.23,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com, us-qas99-colo-ucs01ib.as1248.net",,,,,"devzone.it.here.com, devzone-ams.it.here.com",,,,,,
[x],dialin.nokia.com,NOERROR,65.54.30.217,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],direct-online.networks.nokia.com,NOERROR,93.183.1.23,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],direct.b2b.nokia.com,NOERROR,147.243.3.210,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],direct.b2bqa.online.nokia.com,NOERROR,93.183.1.40,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
