input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_issuer_org_,webserver,tech_,final_url,cdn_name,cdn,tls_subject_org_,csp_domains_
featureweb2380osopzetwidgetpagi.next.nos.nl,,503,2503,featureweb2380osopzetwidgetpagi.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2380osopzetwidgetpagi.next.nos.nl,443,https://featureweb2380osopzetwidgetpagi.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
featureweb2381addhybridpages.next.nos.nl,,503,2503,featureweb2381addhybridpages.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2381addhybridpages.next.nos.nl,443,https://featureweb2381addhybridpages.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,3.121.124.228,94,False,,,,,,,,
featureweb2381osopzetwidgetpagi.next.nos.nl,,503,2503,featureweb2381osopzetwidgetpagi.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2381osopzetwidgetpagi.next.nos.nl,443,https://featureweb2381osopzetwidgetpagi.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,52.57.112.111,94,False,,,,,,,,
featureweb2383osbanner.next.nos.nl,,503,2503,featureweb2383osbanner.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2383osbanner.next.nos.nl,443,https://featureweb2383osbanner.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.68.44.35,94,False,,,,,,,,
featureweb2386osheader.next.nos.nl,,503,2503,featureweb2386osheader.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2386osheader.next.nos.nl,443,https://featureweb2386osheader.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.121.124.228,94,False,,,,,,,,
featureweb2387osstraksbijdeno.next.nos.nl,,503,2503,featureweb2387osstraksbijdeno.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2387osstraksbijdeno.next.nos.nl,443,https://featureweb2387osstraksbijdeno.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,3.120.103.242,94,False,,,,,,,,
featureweb2389osvideosliderino.next.nos.nl,,503,2503,featureweb2389osvideosliderino.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2389osvideosliderino.next.nos.nl,443,https://featureweb2389osvideosliderino.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
featureweb2390osfilteroppopula.next.nos.nl,,503,2503,featureweb2390osfilteroppopula.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2390osfilteroppopula.next.nos.nl,443,https://featureweb2390osfilteroppopula.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.121.124.228,94,False,,,,,,,,
featureweb2391osprogrammapagina.next.nos.nl,,503,2503,featureweb2391osprogrammapagina.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2391osprogrammapagina.next.nos.nl,443,https://featureweb2391osprogrammapagina.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,52.57.112.111,94,False,,,,,,,,
featureweb2395osanalytics.next.nos.nl,,503,2503,featureweb2395osanalytics.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2395osanalytics.next.nos.nl,443,https://featureweb2395osanalytics.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.67.232.176,94,False,,,,,,,,
featureweb2403nieuwsuurcookiebar.next.nos.nl,,503,2503,featureweb2403nieuwsuurcookiebar.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2403nieuwsuurcookiebar.next.nos.nl,443,https://featureweb2403nieuwsuurcookiebar.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.68.44.35,94,False,,,,,,,,
featureweb2405osstylenwidgetpag.next.nos.nl,,503,2503,featureweb2405osstylenwidgetpag.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2405osstylenwidgetpag.next.nos.nl,443,https://featureweb2405osstylenwidgetpag.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
featureweb2406osstylenwidgetpag.next.nos.nl,,503,2503,featureweb2406osstylenwidgetpag.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2406osstylenwidgetpag.next.nos.nl,443,https://featureweb2406osstylenwidgetpag.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
featureweb2409osbasiscomponente.next.nos.nl,,503,2503,featureweb2409osbasiscomponente.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2409osbasiscomponente.next.nos.nl,443,https://featureweb2409osbasiscomponente.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.68.44.35,94,False,,,,,,,,
featureweb2420osingangen.next.nos.nl,,503,2503,featureweb2420osingangen.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2420osingangen.next.nos.nl,443,https://featureweb2420osingangen.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
featureweb2425pruneenvs.next.nos.nl,,503,2503,featureweb2425pruneenvs.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2425pruneenvs.next.nos.nl,443,https://featureweb2425pruneenvs.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,3.120.103.242,94,False,,,,,,,,
featureweb2426themagenerator.next.nos.nl,,503,2503,featureweb2426themagenerator.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2426themagenerator.next.nos.nl,443,https://featureweb2426themagenerator.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,35.158.83.254,94,False,,,,,,,,
featureweb2430osprogrammapagina.next.nos.nl,,503,2503,featureweb2430osprogrammapagina.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2430osprogrammapagina.next.nos.nl,443,https://featureweb2430osprogrammapagina.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
featureweb2432osnlinactieopv.next.nos.nl,,503,2503,featureweb2432osnlinactieopv.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2432osnlinactieopv.next.nos.nl,443,https://featureweb2432osnlinactieopv.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,3.67.232.176,94,False,,,,,,,,
featureweb2433osnlinactieempt.next.nos.nl,,503,2503,featureweb2433osnlinactieempt.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2433osnlinactieempt.next.nos.nl,443,https://featureweb2433osnlinactieempt.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.121.124.228,94,False,,,,,,,,
featureweb2439osnlinactiemeda.next.nos.nl,,503,2503,featureweb2439osnlinactiemeda.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2439osnlinactiemeda.next.nos.nl,443,https://featureweb2439osnlinactiemeda.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,35.158.83.254,94,False,,,,,,,,
featureweb2468storytelltexttor.next.nos.nl,,503,2503,featureweb2468storytelltexttor.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2468storytelltexttor.next.nos.nl,443,https://featureweb2468storytelltexttor.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
featureweb2468textcomponentrech.next.nos.nl,,503,2503,featureweb2468textcomponentrech.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2468textcomponentrech.next.nos.nl,443,https://featureweb2468textcomponentrech.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
featureweb2484osemptystatenieu.next.nos.nl,,503,2503,featureweb2484osemptystatenieu.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2484osemptystatenieu.next.nos.nl,443,https://featureweb2484osemptystatenieu.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,3.67.232.176,94,False,,,,,,,,
featureweb2486nieuwsuuraspectra.next.nos.nl,,503,2503,featureweb2486nieuwsuuraspectra.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2486nieuwsuuraspectra.next.nos.nl,443,https://featureweb2486nieuwsuuraspectra.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,52.57.112.111,94,False,,,,,,,,
featureweb2486normalizeraspectr.next.nos.nl,,503,2503,featureweb2486normalizeraspectr.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2486normalizeraspectr.next.nos.nl,443,https://featureweb2486normalizeraspectr.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.121.124.228,94,False,,,,,,,,
featureweb2487addfiltertonews.next.nos.nl,,503,2503,featureweb2487addfiltertonews.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2487addfiltertonews.next.nos.nl,443,https://featureweb2487addfiltertonews.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,52.57.112.111,94,False,,,,,,,,
featureweb2487addsportsfilter.next.nos.nl,,503,2503,featureweb2487addsportsfilter.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2487addsportsfilter.next.nos.nl,443,https://featureweb2487addsportsfilter.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,3.121.124.228,94,False,,,,,,,,
featureweb2487addusefetchdata.next.nos.nl,,503,2503,featureweb2487addusefetchdata.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2487addusefetchdata.next.nos.nl,443,https://featureweb2487addusefetchdata.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,3.121.124.228,94,False,,,,,,,,
featureweb2487ignoreparamsinol.next.nos.nl,,503,2503,featureweb2487ignoreparamsinol.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2487ignoreparamsinol.next.nos.nl,443,https://featureweb2487ignoreparamsinol.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,52.57.112.111,94,False,,,,,,,,
featureweb2487osdropdownelement.next.nos.nl,,503,2503,featureweb2487osdropdownelement.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2487osdropdownelement.next.nos.nl,443,https://featureweb2487osdropdownelement.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.121.124.228,94,False,,,,,,,,
featureweb2487useclickoutsideh.next.nos.nl,,503,2503,featureweb2487useclickoutsideh.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2487useclickoutsideh.next.nos.nl,443,https://featureweb2487useclickoutsideh.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,52.57.112.111,94,False,,,,,,,,
featureweb2487usedistancefromt.next.nos.nl,,503,2503,featureweb2487usedistancefromt.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2487usedistancefromt.next.nos.nl,443,https://featureweb2487usedistancefromt.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.121.124.228,94,False,,,,,,,,
featureweb2497nieuwsuurpaginatio.next.nos.nl,,503,2503,featureweb2497nieuwsuurpaginatio.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2497nieuwsuurpaginatio.next.nos.nl,443,https://featureweb2497nieuwsuurpaginatio.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
featureweb2498nieuwsuurarchiefp.next.nos.nl,,503,2503,featureweb2498nieuwsuurarchiefp.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2498nieuwsuurarchiefp.next.nos.nl,443,https://featureweb2498nieuwsuurarchiefp.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,52.57.112.111,94,False,,,,,,,,
featureweb2502typescriptsportpa.next.nos.nl,,503,2503,featureweb2502typescriptsportpa.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2502typescriptsportpa.next.nos.nl,443,https://featureweb2502typescriptsportpa.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,35.158.83.254,94,False,,,,,,,,
featureweb2504ossocialshareima.next.nos.nl,,503,2503,featureweb2504ossocialshareima.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2504ossocialshareima.next.nos.nl,443,https://featureweb2504ossocialshareima.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,35.158.83.254,94,False,,,,,,,,
featureweb2506oserrorstatetoev.next.nos.nl,,503,2503,featureweb2506oserrorstatetoev.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,featureweb2506oserrorstatetoev.next.nos.nl,443,https://featureweb2506oserrorstatetoev.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.120.103.242,94,False,,,,,,,,
