input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,tls_expired,final_url,csp_domains_,location
hii-device-api.mobile.security.trellix.com,,404,1266,hii-device-api.mobile.security.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=*.mobile.security.trellix.com, O=Musarubra US LLC, ST=California, C=US",*.mobile.security.trellix.com,mobile.security.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5f5930de537d4d132da0fddad348c161,b4f82806751c03cb12b1d35f3bfd01e53028c1107e2f203339bfda580e56d26e,True,ctls,hii-device-api.mobile.security.trellix.com,,443,https://hii-device-api.mobile.security.trellix.com:443,https,,text/html,GET,52.222.19.211,/,-30948016,15.205.224.58,,54,False,,Musarubra US LLC,,,,,
hoot.trellix.com,TRELLIX - Sign In,200,24042,trellix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,trellix.okta.com,,443,https://hoot.trellix.com:443,https,nginx,text/html,GET,136.179.57.107,/,-1554622693,136.179.57.107,Nginx,502,False,,"Okta, Inc.",,,https://trellix.okta.com/app/trellix_hoot_1/exk1w7yha4xk4Yry9697/sso/saml?SAMLRequest=jZJfa8IwFMXfB%2FsOIe%2Ba%2FrNdgxVEGQhuDN0G24vEGmmwTbrc21m%2F%2FVKnOF9krzf3d88952YIoiqDmo8bLPRCfjUSkLRVqYH%2FvmS0sZobAQq4FpUEjjlfjp%2FmPOh7vLYGTW5K%2Bpe5jQgAaVEZTclsmlG1idLET7fxOo3TOErXQojNJnoI%2FHzgDWSSxpS8SwsOyKjjHQXQyJkGFBpdyQvCnhf3%2FPDVC7kf8sj%2FpGTqbCgt8EgViDVwxtDKslRt3%2BxQ9HNTMVHX5%2BKqMAZXPpPtzt8nh0JE7S76sAe3VMIADOucUTI%2BLz8xGppK2qW03yqXb4v5Racb1T%2BLdTpduKdGYOMc6Oj%2BjpDhMSx%2BtGNH%2F4KH7Iq5TKn5swt6Nn0xpcoP5NHYSuDtO3QVteltj6287iIGlBqdybI0%2B4mVAmVG0TaSEua0TuLXf2X0Aw%3D%3D&RelayState=rYzmtQT_r_wlmEGZhjXnOj8A8wZQklqaMVRnhxDXAEXaj7DJ3k4c6-5Q,cdn.pendo.io,
insights.trellix.com,McAfee: Insights,200,804,insights.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,"CN=insights.trellix.com, O=Musarubra US LLC, ST=California, C=US",insights.trellix.com,www.insights.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5a1aab19d73ed43e34556a888e531121,09832b7f38fd4e09a431b584d4d20896a7b5392794370e8c8d1f8dec6cd30856,,ctls,insights.trellix.com,cloudfront,443,https://insights.trellix.com:443,https,AmazonS3,text/html,GET,13.225.78.26,/,-247491902,2600:9000:21f3:d400:1b:f447:8a00:93a1,Amazon Web Services,23,False,True,Musarubra US LLC,,,,,
kbim.trellix.com,Service Portal - Login,200,13557,550g.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=550g.trellix.com, O=Musarubra US LLC, ST=California, C=US",550g.trellix.com,www.550g.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,970c354ecf0436e3044968f9402cc70a,12a8c89064f72f4dc98244c62e2b2238e0e51601b0f60282e70a7692857a0a88,,ctls,550g.trellix.com,,443,https://kbim.trellix.com:443,https,,text/html,GET,161.69.38.128,/,2057435881,161.69.38.128,Oracle Dynamic Monitoring Service,279,False,,Musarubra US LLC,,,https://550g.trellix.com/McfIAM/loginInquira.jsp?env=PROD&bmctx=A7FB41DA1C5A0FC63BE33D3BE39DFCC6E1F84AB57074448BA7CCA174228A26FD&password=secure_string&contextType=external&contextValue=%2Foam&ssoCookie=Secure%3Bhttponly&username=string&challenge_url=https%3A%2F%2F550g.trellix.com%2FMcfIAM%2FloginInquira.jsp%3Fenv%3DPROD&request_id=4731202274556830151&authn_try_count=0&locale=en_US&resource_url=https%253A%252F%252Fkbim.trellix.com%252F,,
kbm.trellix.com,McAfee,200,233,kbm.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-07-05T23:59:59Z,"CN=supportm.trellix.com, OU=IT, O=Musarubra US LLC, ST=California, C=US",supportm.trellix.com,kcm.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ab486aebab6e21a21755ccf6ec3ba862,eb9f2c5d77ceffab1e581b50707046c7cddbb4495da398186d8cb59acba3ca59,,ctls,kbm.trellix.com,,443,https://kbm.trellix.com:443,https,,text/html,GET,161.69.38.127,/,1283798503,161.69.38.127,,9,False,,Musarubra US LLC,,,,url=https://agentm.trellix.com/AgentPortal/faces/knowledgecenter,
kcm.trellix.com,Trellix,200,4754,kcm.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-07-05T23:59:59Z,"CN=supportm.trellix.com, OU=IT, O=Musarubra US LLC, ST=California, C=US",supportm.trellix.com,kcm.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ab486aebab6e21a21755ccf6ec3ba862,eb9f2c5d77ceffab1e581b50707046c7cddbb4495da398186d8cb59acba3ca59,,ctls,kcm.trellix.com,,443,https://kcm.trellix.com:443,https,,text/html,GET,161.69.38.126,/,-366337701,161.69.38.126,,197,False,,Musarubra US LLC,,,,,
lc.trellix.com,403 - Forbidden: Access is denied.,403,1233,lc.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T00:00:00Z,2023-10-19T23:59:59Z,"CN=lc.trellix.com, O=Musarubra US LLC, ST=California, C=US",lc.trellix.com,lc.mcafee.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,783946882f681a875df7aceb59e56b20,ff7ea74f9af45c5464738aae57a7cdcfdf3693c7cf32382e9b21e72e7799509d,,ctls,lc.trellix.com,,443,https://lc.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,136.179.57.115,/,1631801191,136.179.57.115,Windows Server,30,False,,Musarubra US LLC,,,,,
login-internal.beta.manage.trellix.com,403 Forbidden,403,118,login-internal.beta.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.beta.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.beta.manage.trellix.com,saaspartner.api.beta.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0a68108dfac92b191c11e940dd551f0c,172045b3a0110ce08eacde82df7f7430a51e82d0f78da557e8ce94d5e28fd25c,,ctls,login-internal.beta.manage.trellix.com,,443,https://login-internal.beta.manage.trellix.com:443,https,awselb/2.0,text/html,GET,34.209.35.127,/,1344368402,52.33.2.139,,7,False,,Musarubra US LLC,,,,,
login-internal.manage.trellix.com,403 Forbidden,403,118,login-internal.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.manage.trellix.com,saaspartner.api.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bc53bd5971b75cc2a98f1a2633c83a0e,2310ce7e5cc9776092db06aaa8309e8c4219e3fb75e4864ae883c1147bea383c,,ctls,login-internal.manage.trellix.com,,443,https://login-internal.manage.trellix.com:443,https,awselb/2.0,text/html,GET,54.69.130.184,/,1344368402,52.33.251.125,,7,False,,Musarubra US LLC,,,,,
login.beta.manage.trellix.com,403 - Forbidden: Access is denied.,403,1233,login.beta.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.beta.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.beta.manage.trellix.com,saaspartner.api.beta.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0a68108dfac92b191c11e940dd551f0c,172045b3a0110ce08eacde82df7f7430a51e82d0f78da557e8ce94d5e28fd25c,,ctls,login.beta.manage.trellix.com,,443,https://login.beta.manage.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,34.209.35.127,/,1631801191,52.33.2.139,Windows Server,30,False,,Musarubra US LLC,,,,,
login.staging.auth.ui.trellix.com,McAfee - Sign In,200,18743,login.staging.auth.ui.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-10-17T23:59:59Z,"CN=login.staging.auth.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",login.staging.auth.ui.trellix.com,www.login.staging.auth.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c1674353b2359baaea7346d2a5d5c643,2c1462a738447fb7a79d298db07e29445cfd7a70451a0ae0575beeffe0c3dd73,,ctls,login.staging.auth.ui.trellix.com,,443,https://login.staging.auth.ui.trellix.com:443,https,nginx,text/html,GET,13.248.236.251,/,-599803935,76.223.106.183,Nginx,495,False,,Musarubra US LLC,,,,,
login.trellix.com,Trellix - Sign In,200,9400,login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-21T23:59:59Z,"CN=login.trellix.com, O=Musarubra US LLC, ST=California, C=US",login.trellix.com,login.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9481bfaac834fd1baca29433a9b80ebb,1d53d7431895348e5d22a2119dd58bc2b9a9157e8e32cb119d32b7b2f265d697,,ctls,login.trellix.com,,443,https://login.trellix.com:443,https,nginx,text/html,GET,99.83.239.254,/,-599803935,75.2.114.79,Nginx,201,False,,Musarubra US LLC,,,,,
lvsvpn1.trellix.com,,200,315,lvsvpn1.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_CBC_SHA,2023-03-04T00:00:00Z,2024-03-03T23:59:59Z,"CN=vpn.trellix.com, O=Musarubra US LLC, ST=California, C=US",vpn.trellix.com,pavvpn1.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0d47b25df02120995236d76e1308a7ce,8b2b78c2ccd91423d7f15092a92f464befd6122194d9a8eb90113560d5537dcb,,ctls,lvsvpn1.trellix.com,,443,https://lvsvpn1.trellix.com:443,https,,text/html,GET,136.179.57.148,/,-1840324437,136.179.57.148,HSTS,9,False,,Musarubra US LLC,,,,,
marketplace.manage.trellix.com,Trellix Marketplace,200,1428,marketplace.manage.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-12-09T23:59:59Z,CN=*.manage.trellix.com,*.manage.trellix.com,*.mvision.mcafee.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7b3b4ce4b51a39a1fc8dce48a25ea37e,099b8e565874f7148ec71fa7635cfcdf2ff9412f09b15925aec0d940f305bb4a,True,ctls,marketplace.manage.trellix.com,cloudfront,443,https://marketplace.manage.trellix.com:443,https,AmazonS3,text/html,GET,18.66.122.14,/,1283798503,18.66.122.38,Amazon Web Services,26,False,True,,,,,,
mepo.provisioning.dev.insights.trellix.com,,403,42,mepo.provisioning.dev.insights.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=mepo.provisioning.dev.insights.trellix.com, O=Musarubra US LLC, ST=California, C=US",mepo.provisioning.dev.insights.trellix.com,www.mepo.provisioning.dev.insights.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e1ba4b4525d590791367cb190e4f6f5,8c5b26cc96d2a58ea7bd9626177dcdca73ccb2c4362426b621257f7f221e22b8,,ctls,mepo.provisioning.dev.insights.trellix.com,,443,https://mepo.provisioning.dev.insights.trellix.com:443,https,,application/json,GET,34.210.44.43,/,768769774,52.37.128.50,,1,False,,Musarubra US LLC,,,,,
metrics.trellix.com,,200,,metrics.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.sc.omtrdc.net,sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5aea0482f5687fba1e7b20b2977a3e7a,1a773e957c8bb8819956df96b254fce6c3d34e51c3a7073ffe3ac7833bfc089f,True,ctls,metrics.trellix.com,,443,https://metrics.trellix.com:443,https,jag,,GET,63.140.62.160,/,1936786007,63.140.62.135,,1,False,,Adobe Systems Incorporated,True,,,,
mobile-support.trellix.com,403 - Forbidden: Access is denied.,403,1233,mobile-support.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-06T23:59:59Z,"CN=mobile-support.trellix.com, O=Musarubra US LLC, ST=California, C=US",mobile-support.trellix.com,www.mobile-support.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b80cd3e08b7caaa6ee2605cd7eac9b13,3edfa05b67132e2d54b590a0586b37a0c5b5e6b83b44f534ebff9e8134b819c9,,ctls,mobile-support.trellix.com,,443,https://mobile-support.trellix.com:443,https,,text/html,GET,161.69.141.60,/,1631801191,161.69.141.60,,30,False,,Musarubra US LLC,,,,,
notifications.manage.trellix.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://notifications.manage.trellix.com:80,http,CloudFront,text/html,GET,52.222.236.58,/,-460453499,52.222.236.37,Amazon Web Services,20,False,True,,,,,,
nspupdate.trellix.com,Access Denied,401,270,nspupdate.trellix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=nspupdate.trellix.com, O=Musarubra US LLC, ST=California, C=US",nspupdate.trellix.com,www.nspupdate.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,737c1cd451f713101862a72cabe02c66,7b23ff098c07477f87d61a862e8b493087b686d55b8ad04b716e50afcd5b9049,,ctls,nspupdate.trellix.com,,443,https://nspupdate.trellix.com:443,https,AkamaiGHost,text/html,GET,2.23.209.22,/,1613173732,2a02:26f0:480:25::1726:6227,Basic,10,False,,Musarubra US LLC,,,,,
origin-www.trellix.com,403,403,134,origin-www.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2023-12-07T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,www.origin-www.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5d997e4f0c446cabaf840c3436470340,ee0a271acdd0c6151cc8542dc636f24193474a5b161833e11020b8bfc127db2b,,ctls,origin-www.trellix.com,google,443,https://origin-www.trellix.com:443,https,,text/html,GET,34.102.130.47,/,1723221432,34.102.130.47,HTTP/3,1,False,True,Musarubra US LLC,,,,,
packages.xconsole.trellix.com,,403,243,packages.xconsole.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=packages.xconsole.trellix.com,packages.xconsole.trellix.com,packages.xconsole.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,72e01e93bd79fef778b2dd7dcdfb4e46,8c4e44b3bb22765f51945dd6db63c4d2e2daed4c480467d8ad4ccc3e30267bf9,,ctls,packages.xconsole.trellix.com,cloudfront,443,https://packages.xconsole.trellix.com:443,https,AmazonS3,application/xml,GET,52.222.236.56,/,1716497831,52.222.236.27,Amazon Web Services,2,False,True,,,,,,
partnernews.trellix.com,Partner Portal | SkyHigh Security,200,19192,550g.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=550g.trellix.com, O=Musarubra US LLC, ST=California, C=US",550g.trellix.com,www.550g.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,970c354ecf0436e3044968f9402cc70a,12a8c89064f72f4dc98244c62e2b2238e0e51601b0f60282e70a7692857a0a88,,ctls,550g.trellix.com,,80,http://partnernews.trellix.com:80,http,,text/html,GET,23.239.25.111,/,-1840324437,2600:3c00::f03c:92ff:feaa:1532,Oracle Dynamic Monitoring Service,296,False,,Musarubra US LLC,,,https://550g.trellix.com/McfIAM/shsPartnerLogin.jsp?env=PROD&bmctx=6B4B9BF89613D6DEDC611B8D6D7019C1A28E3C14095CCEDE4B741856CF5DD8012B0F2062E8CF7802B9C4A677970C41B2&password=secure_string&contextType=external&contextValue=%2Foam&ssoCookie=Secure%3Bhttponly&username=string&challenge_url=https%3A%2F%2F550g.trellix.com%2FMcfIAM%2FshsPartnerLogin.jsp%3Fenv%3DPROD&request_id=-4332317604056571748&authn_try_count=0&locale=en_US&resource_url=%252Fuser%252Floginsso,,
partners-uat.trellix.com,POST data,200,1741,partners-uat.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T00:00:00Z,2024-05-29T23:59:59Z,"CN=partners-uat.trellix.com, O=Musarubra US LLC, ST=California, C=US",partners-uat.trellix.com,www.partners-uat.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1259c42a57f86835527b380fac61888d,ad7ec4875ab3d0c23f9d7d423acaade48697606cf4cf0edde21cc87fdb695aba,,ctls,partners-uat.trellix.com,google,443,https://partners-uat.trellix.com:443,https,Apache,text/html,GET,34.111.35.32,/,2116877167,34.111.35.32,Java,11,False,True,Musarubra US LLC,,,https://partners-uat.trellix.com/partner,,
partners.trellix.com,POST data,200,1730,partners.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,2023-07-13T23:59:59Z,"CN=partners.trellix.com, O=Musarubra US LLC, ST=California, C=US",partners.trellix.com,www.partners.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f616424d919d0789130d45d0ea261372,2272cd873d1596146a51eb9716b5cfc3bbc700b2da06bf2e8db4894c3b584986,,ctls,partners.trellix.com,google,443,https://partners.trellix.com:443,https,Apache,text/html,GET,35.190.63.45,/,2116877167,35.190.63.45,Java,10,False,True,Musarubra US LLC,,,https://partners.trellix.com:443/partner/,,
pdt.skyhighsecurity.com,Living Security | Trellix,200,141511,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,,ctls,www.trellix.com,,443,https://pdt.skyhighsecurity.com:443,https,,text/html,GET,18.208.125.13,/,-1840324437,3.92.120.28,HSTS,1129,False,,Musarubra US LLC,,,https://www.trellix.com/en-us/index.html,,
pdt.trellix.com,Living Security | Trellix,200,141511,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,,ctls,www.trellix.com,,443,https://pdt.trellix.com:443,https,,text/html,GET,34.237.219.119,/,-1840324437,52.54.96.194,HSTS,1129,False,,Musarubra US LLC,,,https://www.trellix.com/en-us/index.html,,
pdtqa.skyhighsecurity.com,,200,,pdtqa.skyhighsecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:47:13Z,2023-07-23T08:47:12Z,CN=pdtqa.skyhighsecurity.com,pdtqa.skyhighsecurity.com,pdtqa.skyhighsecurity.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d5ae18abb130d055879fe48867848bdf,f896c4e835120b8e808799dff6330c980d63815b811ca7efb45d78160503c35a,,ctls,pdtqa.skyhighsecurity.com,,443,https://pdtqa.skyhighsecurity.com:443,https,PardotServer,text/html,GET,52.204.164.236,/,-1840324437,54.81.98.132,Pardot,1,False,,,,,,,
pdtqa.trellix.com,,200,,pdtqa.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T17:46:27Z,2023-07-16T17:46:26Z,CN=pdtqa.trellix.com,pdtqa.trellix.com,pdtqa.trellix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bb891a03b156ceebfdae3699c229c246,fe54c1ef1055db4166e085ac7b04c355719c75553e8d5723ba648f8dbadb7ce7,,ctls,pdtqa.trellix.com,,443,https://pdtqa.trellix.com:443,https,PardotServer,text/html,GET,52.204.164.236,/,-1840324437,54.81.98.132,Pardot,1,False,,,,,,,
preprod.auth.trellix.com,,200,1087,preprod.auth.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-21T23:59:59Z,"CN=preprod.auth.trellix.com, O=Musarubra US LLC, ST=California, C=US",preprod.auth.trellix.com,www.preprod.auth.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0927c8508e9b1141378706b9330974e4,2ed43c6e6ee60a830b3018ed8652cc3e7acf225328e41efa45e35c2ce0db9ed4,,ctls,preprod.auth.trellix.com,,443,https://preprod.auth.trellix.com:443,https,,text/html,GET,44.225.244.152,/,-1463124301,100.21.32.163,,31,False,,Musarubra US LLC,,,,,
preprod.manage.trellix.com,,200,5021,preprod.auth.ui.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=preprod.auth.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",preprod.auth.ui.trellix.com,www.preprod.auth.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0d29e9782c483f9589aac58498e430f8,fce1aa49793192c0b6c26afb5dbc748330df0b048b788b4149ab9073783bc4ce,,ctls,preprod.auth.ui.trellix.com,cloudfront,443,https://preprod.manage.trellix.com:443,https,AmazonS3,text/html,GET,65.9.66.103,/,768769774,65.9.66.38,Amazon Web Services,3,False,True,Musarubra US LLC,,,https://preprod.auth.ui.trellix.com?redirect_uri=https%3A%2F%2Fpreprod.manage.trellix.com,,
qa-login.trellix.com,Trellix QA - Sign In,200,8879,qa-login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,2023-09-20T23:59:59Z,"CN=qa-login.trellix.com, O=Musarubra US LLC, ST=California, C=US",qa-login.trellix.com,www.qa-login.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c602385d9fde7b30b3dc6d0507b1248a,48cd8f3a2c32e0c9d242ecbf2f9bea819f2b3fef053359c42c5bf5922414dc81,,ctls,qa-login.trellix.com,,443,https://qa-login.trellix.com:443,https,nginx,text/html,GET,75.2.114.79,/,-599803935,99.83.239.254,Nginx,199,False,,Musarubra US LLC,,,,,
