input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_expired,final_url,location,tls_emails_
isp-maa.ikea.com,MAA 2.0,200,5286,isp-maa.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2023-10-13T23:59:59Z,CN=isp-maa.ikea.com,isp-maa.ikea.com,,isp-maa.ikea.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",b1a6639b851627e59250b4fb0799eac5,ba464841478c1ba370752970e5240a386d1aa9a62afce47f1c5bb40f487a84ea,ctls,isp-maa.ikea.com,443,https://isp-maa.ikea.com:443,https,text/html,GET,13.107.246.45,/,-1050636153,2620:1ec:46::43,React,1,False,,,,,,,,,,
itm.apps.ikea.com,,200,106,itm.apps.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,itm.apps.ikea.com,443,https://itm.apps.ikea.com:443,https,,GET,192.71.68.160,/,-980558980,192.71.68.160,,1,False,,iWAD v6.2.0,,url=//iwad-dc7.apps.ikea.com,,True,,,,
iwad-dc7.apps.ikea.com,,200,106,iwad-dc7.apps.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,iwad-dc7.apps.ikea.com,443,https://iwad-dc7.apps.ikea.com:443,https,,GET,192.71.68.160,/,-980558980,192.71.68.160,,1,False,,iWAD v6.2.0,,url=//iwad-dc7.apps.ikea.com,,True,,,,
iwad-dc8.apps.ikea.com,,200,106,iwad-dc8.apps.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,iwad-dc8.apps.ikea.com,443,https://iwad-dc8.apps.ikea.com:443,https,,GET,192.71.68.89,/,-980558980,192.71.68.89,,1,False,,iWAD v6.2.0,,url=//iwad-dc8.apps.ikea.com,,True,,,,
iwww.webshop.ims.ikea.com,IKEA,400,2439,ingka-icow-prod.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T01:40:08Z,2023-09-02T01:40:07Z,CN=eu.auth0.com,eu.auth0.com,,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,238bc435086302ddd07b3a92d53e4655,f73a97c3e1377649b8776ac60d4d365d4de5648be53132e86e7f8e70def5f353,ctls,ingka-icow-prod.eu.auth0.com,443,https://iwww.webshop.ims.ikea.com:443,https,text/html,GET,104.17.14.37,/,-1947467271,2606:4700::6811:f25,HTTP/3,62,False,cloudflare,cloudflare,True,,,True,,https://ingka-icow-prod.eu.auth0.com/u/login/identifier?state=hKFo2SBNbzNSaU16RFBYNGQ3bnUwcE42UUpHWnRKaDVaSzNQOaFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIEJaaWZwemJoR2xKLWZIQy1ZWThqbENiYWtPcmtSdE1Jo2NpZNkgbUF6UnR1dG5oZ0V2REtIZnF0Mk1PQng1N2RUaDg1aEM,,
jira-test.build.ingka.ikea.com,Service Unavailable,503,269,jira-test.build.ingka.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-26T00:00:00Z,2024-01-03T23:59:59Z,"CN=ikeadt.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikeadt.com,Inter IKEA Systems B.V.,www.ppe.ikeadt.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73a5910d2221c3195998fb88d0712fcd,0ee148cf0410339b375d2a772dd68c5b9296ba156052fd106b4f2c4a5891b50c,ctls,jira-test.build.ingka.ikea.com,443,https://jira-test.build.ingka.ikea.com:443,https,text/html,GET,23.212.215.33,/,2095024073,23.212.215.33,HSTS,9,False,,JIRA Server,,,,,,,,
jirastatic.ingka.ikea.com,Service Unavailable,503,269,jirastatic.ingka.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2023-12-13T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,www.dexf.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2efe1270864611a2549da09baa9cca4c,d9545360241fd139688fc1ee00b03a595ef2dbc3ec4329bd635bb5e3adecf930,ctls,jirastatic.ingka.ikea.com,443,https://jirastatic.ingka.ikea.com:443,https,text/html,GET,23.212.216.222,/,47174205,2a02:26f0:1700:391::2ef1,HSTS,9,False,,,,,,,,,,
jobs.ikea.com,Site Under Construction,200,473,jobs.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-31T13:38:30Z,2023-10-29T13:38:29Z,CN=jobs.ikea.com,jobs.ikea.com,,jobs.ikea.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6336e07230d8d871848f4f89e33a8d90,dffa63327a808a6b20cf6ed3d94d96e9d0c12fb566bf9e022d5d2466821a586c,ctls,jobs.ikea.com,443,https://jobs.ikea.com:443,https,text/html,GET,95.101.111.182,/,-674532093,95.101.111.153,Microsoft ASP.NET,14,False,,Kestrel,,,,,,,,
jp.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://jp.accounts.ikea.com:443,https,text/plain,GET,23.212.220.64,/,-738705486,2a02:26f0:1700:390::3781,HSTS,1,False,,IKEA Server,,https://fonts.googleapis.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
knowledge.api.inter.ikea.com,Access Denied,403,285,knowledge.api.inter.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2023-12-13T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,www.dexf.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2efe1270864611a2549da09baa9cca4c,d9545360241fd139688fc1ee00b03a595ef2dbc3ec4329bd635bb5e3adecf930,ctls,knowledge.api.inter.ikea.com,443,https://knowledge.api.inter.ikea.com:443,https,text/html,GET,104.102.43.33,/,901442925,2a02:26f0:480:986::2ef1,HSTS,10,False,,AkamaiGHost,,,,,,,,
knowledge.ikea.com,404 Page not found,404,272,knowledge.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-26T13:07:16Z,2023-10-24T13:50:43Z,CN=knowledge.ikea.com,knowledge.ikea.com,,knowledge.ikea.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,a1098831152ae697f3a726bd47f79fbb,d6473773cb1bc13a228e39a8b1edd85c1a9f1c6a435d19bd59416aaba3a618f6,ctls,knowledge.ikea.com,443,https://knowledge.ikea.com:443,https,text/html,GET,142.250.186.115,/,-1320609807,2a00:1450:4001:829::2013,,11,False,,,,,,,,,,
kr.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://kr.accounts.ikea.com:443,https,text/plain,GET,104.102.50.85,/,-738705486,2a02:26f0:480:9ac::3781,HSTS,1,False,,IKEA Server,,https://*.ikeadt.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
kronos.apps.ikea.com,,200,106,kronos.apps.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,kronos.apps.ikea.com,443,https://kronos.apps.ikea.com:443,https,,GET,192.71.68.160,/,-980558980,192.71.68.160,,1,False,,iWAD v6.2.0,,url=//iwad-dc7.apps.ikea.com,,True,,,,
lifeathome.ikea.com,Home - IKEA Life at Home,200,60554,lifeathome.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,lifeathome.ikea.com,443,https://lifeathome.ikea.com:443,https,text/html,GET,23.212.218.20,/,1899745911,2a02:26f0:1700:393::3252,Yoast SEO:17.0,779,False,,INGKA Server,,,,True,,,,
lifeathome2018.ikea.com,Home - IKEA Life at Home,200,60554,lifeathome.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,lifeathome.ikea.com,80,http://lifeathome2018.ikea.com:80,http,text/html,GET,204.74.99.103,/,704230056,204.74.99.103,Yoast SEO:17.0,779,False,,INGKA Server,,,,True,,https://lifeathome.ikea.com/,,
lwc.ikea.com,Hej! Welcome to IKEA Global,200,118202,www.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=www.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",www.ikea.com,Inter IKEA Systems B.V.,www.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8096d2ab7d14817ba67ed490fb78974d,23297b5cf22e3ebcc59359c80da293fbbdc139bdcae492c72f3a991f432bfbdf,ctls,www.ikea.com,80,http://lwc.ikea.com:80,http,text/html,GET,204.74.99.103,/,47357728,204.74.99.103,Sentry:7.53.1,3,False,,IKEA Server,,,,,,https://www.ikea.com/,,
lyncdiscover.ingka.ikea.com,,200,354,lyncdiscover.ingka.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.ingka.ikea.com,443,https://lyncdiscover.ingka.ikea.com:443,https,application/json,GET,52.112.196.45,/,-166029691,2603:1027::e,Azure,1,False,,,,,True,True,,,,
m.qr.ikea.com,IKEA Manuals,200,9966,manuals.ingka.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-22T04:41:07Z,2023-09-20T05:35:01Z,CN=manuals.ingka.dev,manuals.ingka.dev,,manuals.ingka.dev,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,846f3ecbfa08594bb6407b4929e30269,6f2b1e15cdb7f918dfaccd48d8d744abe99b4cbe60a1153c3b848fa91fbfc7f7,ctls,manuals.ingka.dev,443,https://m.qr.ikea.com:443,https,text/html,GET,34.160.109.53,/,-1427874354,2600:1901:0:7512::,webpack,1,False,google,Google Frontend,True,,,,,https://manuals.ingka.dev/?step=1,,
m2.ikea.com,,410,9,m2.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL, serialNumber=27232886, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",ikea.com,Inter IKEA Systems B.V.,www.ikea.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,28cdf6742cf1636f2e0db50e57ad79c9,2f63dccac1b55767d42c8f953fd87863c93e7f7f3b86c46cd1297f59fff1b2ca,ctls,m2.ikea.com,443,https://m2.ikea.com:443,https,text/html,GET,104.102.42.228,/,1257725933,2a02:26f0:480:986::2eb6,HSTS,1,False,,,,,,,,,,
manuals.homesmart.ikea.com,IKEA Home Smart,200,1244,manuals.homesmart.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-29T06:03:39Z,2023-09-27T06:03:38Z,CN=static.homesmart.ikea.com,static.homesmart.ikea.com,,static.homesmart.ikea.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2bb06a3bfb0435b879941c811be843f6,69d3464ff01134abd0366972fb5671c855c0b189045f842165f3aadbf2e10481,ctls,manuals.homesmart.ikea.com,443,https://manuals.homesmart.ikea.com:443,https,text/html,GET,23.32.238.18,/,-439626968,23.32.238.11,HSTS,30,False,,,,,,,,,,
mfa.apps.ikea.com,,200,106,mfa.apps.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,mfa.apps.ikea.com,443,https://mfa.apps.ikea.com:443,https,,GET,192.71.68.89,/,-980558980,192.71.68.89,,1,False,,iWAD v6.2.0,,url=//iwad-dc8.apps.ikea.com,,True,,,,
mobil.ikea.com,,410,9,,,,,,,,,,,,,,,,,,,80,http://mobil.ikea.com:80,http,text/html,GET,204.74.99.103,/,1257725933,204.74.99.103,,1,False,,IKEA Server,,,,,,http://m.ikea.com/,,
my.videocall.ikea.com,Pexip,200,4084,my.videocall.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-09T00:00:00Z,2023-05-31T23:59:59Z,CN=*.videxio.com,*.videxio.com,,videxio.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,ee98fa537085b1739787929a8f253004,87e3e0e0c7b8e84deb6eb5a28b4649b6732eb1d808f472d777d7535c33900cbf,ctls,my.videocall.ikea.com,443,https://my.videocall.ikea.com:443,https,text/html,GET,91.240.204.28,/,1453328556,91.240.204.28,Nginx,125,False,,nginx,,,True,True,True,,,
mylearningdataproduct-gqlapi.inter.ikea.com,Home Page - GraphQlServiceV6,200,3273,mylearningdataproduct-gqlapi.inter.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-11-02T23:59:59Z,"CN=mylearningdataproduct-gqlapi.inter.ikea.com, O=Inter IKEA Systems B.V., ST=Zuid-Holland, C=NL",mylearningdataproduct-gqlapi.inter.ikea.com,Inter IKEA Systems B.V.,www.mylearningdataproduct-gqlapi.inter.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,2087df9e36fea95a3cd64b36a4351cc4,1cb444f979f678eed5e3b7c8fed4f562043dfdc66df67ba59e0fa1f98f404818,ctls,mylearningdataproduct-gqlapi.inter.ikea.com,443,https://mylearningdataproduct-gqlapi.inter.ikea.com:443,https,text/html,GET,20.50.64.18,/,1908147121,20.50.64.18,Microsoft ASP.NET,73,False,azure,Kestrel,True,,,,,,,
mypassword.apps.ikea.com,403 - Forbidden: Access is denied.,403,1233,mypassword.apps.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,mypassword.apps.ikea.com,443,https://mypassword.apps.ikea.com:443,https,text/html,GET,192.71.68.89,/,1631801191,192.71.68.89,HSTS,30,False,,iWAD v6.2.0-dc8,,,,True,,,,
mypassword.ikea.com,,200,1514,mypassword.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-07T00:00:00Z,2023-10-07T23:59:59Z,"CN=mypassword.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",mypassword.ikea.com,IKEA IT AB,www.mypassword.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,bfc849abd8b270f631a7568e44a99af6,0a04db2cc2ba1c61cc44c504e1b62f7b687fba2a86fb63033d1a84b5fed122db,ctls,mypassword.ikea.com,443,https://mypassword.ikea.com:443,https,,GET,192.71.69.49,/,1631801191,192.71.69.49,,19,False,,,,,,,,https://mypassword.ikea.com/pmuser,,
myprinters.ikea.com,MyPrinters,200,665,myprinters.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-08-15T23:59:59Z,"CN=myprinters.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",myprinters.ikea.com,IKEA IT AB,www.myprinters.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,0e6a5deec45b25e217f9b732a5ac75c3,dcd6c9c9ff02f538e51c2ade7373af6251d5433717f58f2a0aae8151ecc1327b,ctls,myprinters.ikea.com,443,https://myprinters.ikea.com:443,https,text/html,GET,192.71.69.109,/,1631801191,192.71.69.109,Microsoft ASP.NET,20,False,,,,URL=https://myprinters.ikea.com/lrs/nlrswc2.exe/VPSX,,,,,,
news-inter.ikea.com,,200,16688,inter.ikea.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-09-08T23:59:59Z,"CN=inter.ikea.net, O=Inter IKEA Systems B.V., ST=Zuid-Holland, C=NL",inter.ikea.net,Inter IKEA Systems B.V.,www.inter.ikea.net,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,6165ec12f510b6bf5794c28ddf76d0a9,0ceb92ee40ecd5cf656ef53147482bfaf69ca2b602ae294f4745c3865555e664,ctls,inter.ikea.net,443,https://news-inter.ikea.com:443,https,text/html,GET,23.212.216.222,/,714869495,23.212.216.222,Sitecore,72,False,,,,,,,,https://inter.ikea.net/home/sitecore/content/IPP/Master/Home/Login?returnUrl=%2Fen%2Fhome,,
news.inter.ikea.com,,200,16456,inter.ikea.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-09-08T23:59:59Z,"CN=inter.ikea.net, O=Inter IKEA Systems B.V., ST=Zuid-Holland, C=NL",inter.ikea.net,Inter IKEA Systems B.V.,www.inter.ikea.net,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,6165ec12f510b6bf5794c28ddf76d0a9,0ceb92ee40ecd5cf656ef53147482bfaf69ca2b602ae294f4745c3865555e664,ctls,inter.ikea.net,443,https://news.inter.ikea.com:443,https,text/html,GET,13.248.160.137,/,-20275242,76.223.34.124,Sitecore,72,False,,,,,,,,https://inter.ikea.net/news/sitecore/content/IPP/Master/Home/Login?returnUrl=%2Fnews,,
nl.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://nl.accounts.ikea.com:443,https,text/plain,GET,2.20.221.39,/,-738705486,2a02:26f0:3400:2a0::3781,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
officeplanner.ikea.com,IKEA Planner,200,8054,officeplanner.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-06T00:00:00Z,2023-12-06T23:59:59Z,"CN=officeplanner.ikea.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",officeplanner.ikea.com,Microsoft Corporation,officeplanner.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,791bc2085887ba860793f8359a74b6d0,d7828df4773b5592fb686904a5219db3914b0435b8988574e90bf147851d70e9,ctls,officeplanner.ikea.com,443,https://officeplanner.ikea.com:443,https,text/html,GET,13.107.246.45,/,-253572522,2620:1ec:46::45,HSTS,223,False,,,,,,,,,,
optiva.food.inter.ikea.com,503 Service Temporarily Unavailable,503,162,optiva.food.inter.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-05-17T00:00:00Z,2022-06-17T23:59:59Z,"CN=optiva.food.inter.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",optiva.food.inter.ikea.com,Inter IKEA Systems B.V.,www.optiva.food.inter.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,7e73e97bbe9a8988d4671e08d507719d,26aadb6fe610fb308a8e839174b27f625836629ddfac7fe2c4acdb5e9dca5f3f,ctls,optiva.food.inter.ikea.com,443,https://optiva.food.inter.ikea.com:443,https,text/html,GET,52.211.150.159,/,1862162275,52.19.173.60,,7,False,,awselb/2.0,,,,,True,,,
order-history.ocp.ingka.ikea.com,Error,503,176,order-history.ocp.ingka.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,*.accounts.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1009ebccb117d717e9566a02382a8dd0,c0e724ee26a628cb08476317ace7ff23a675681492b755adc0650ad8bb8eded8,ctls,order-history.ocp.ingka.ikea.com,443,https://order-history.ocp.ingka.ikea.com:443,https,text/html,GET,23.212.220.64,/,1276412668,2a02:26f0:1700:381::3781,HTTP/3,5,False,,AkamaiGHost,,,True,True,,,,
