input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,location
admin.acc.upp.op.europa.eu,Admin Portal,200,7039,admin.acc.upp.op.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2023-11-10T23:59:59Z,CN=admin.acc.upp.op.europa.eu,admin.acc.upp.op.europa.eu,,admin.acc.upp.op.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",da6ec9ae3c1788d29a99317f8bf92916,acd9401022da5f79d3764093aa6ab519d5090f338fe7f715d5936fe88b8de2f7,ctls,admin.acc.upp.op.europa.eu,443,https://admin.acc.upp.op.europa.eu:443,https,,text/html,GET,13.107.246.45,/,178080099,2620:1ec:46::44,22,False,,Microsoft ASP.NET,,,,,,,,
admin.ew.scic.tech.ec.europa.eu,EU Login,200,22296,ecas.acceptance.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T11:46:13Z,2024-07-07T11:46:12Z,"CN=*.acceptance.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",*.acceptance.ec.europa.eu,European Commission,acceptance.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6db624da53f1019fe8cdb4f298f7c0ca,d122f05c3cb5a2b95f37ba04cd1c2404cb22058e648a67c45584bc5dcebaf9b1,ctls,ecas.acceptance.ec.europa.eu,443,https://admin.ew.scic.tech.ec.europa.eu:443,https,Zeus,text/html,GET,13.107.246.45,/,-780928015,2620:1ec:46::45,156,False,https://webgate.acceptance.ec.testa.eu,Bootstrap:3.4.1,True,,,,https://ecas.acceptance.ec.europa.eu/cas/login?loginRequestId=ECAS_LR-7459108-8yLgQwC5qcCASnLPBXML1EKat839MGvkasEevbZijcpaxhoEoll6NAWVzYzNsEiu6SHhp40l5x8S7glpF7PvT2-ra8gnCF1lWa2wXVyBckDuG-LnBHlLic9SbUTzQXvJUV3wGypeXXaIzQ2cacU79y9xSpLMsVRyD4w1KEPmuw8zajorbAlRAQkOC8xzkwKO4mhzK,,,
admin.ifado.consilium.europa.eu,Browser check - Consilium,403,17003,www.consilium.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-01-22T23:59:59Z,"CN=consilium.europa.eu, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",consilium.europa.eu,"Cloudflare, Inc.",*.prado.consilium.europa.eu,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",481abbac5cd5a119436b9afdf20ff047,8f32e03347a29a7e3f837202cdaf7a8f211eb1aa2c9c30c9f74f9a3755076384,ctls,www.consilium.europa.eu,443,https://admin.ifado.consilium.europa.eu:443,https,cloudflare,text/html,GET,170.255.252.3,/,-1260882633,170.255.252.3,89,False,,Cloudflare Bot Management,True,,,,https://www.consilium.europa.eu/ifado/ifadocontacts.htm,,,
admin.int.upp.op.europa.eu,Admin Portal,200,7039,admin.int.upp.op.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2023-10-25T23:59:59Z,CN=admin.int.upp.op.europa.eu,admin.int.upp.op.europa.eu,,admin.int.upp.op.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",411a2da029e0a7813142ad92dcd4ca5f,44781e420906abe2d090fb5a2c6079eb71d9229a21f94b2761d9dc3a01c19ba6,ctls,admin.int.upp.op.europa.eu,443,https://admin.int.upp.op.europa.eu:443,https,,text/html,GET,13.107.246.45,/,-1339964862,2620:1ec:46::45,22,False,,Microsoft ASP.NET,,,,,,,,
admin.recreational-fishing.test.ec.europa.eu,RecFishing EU,200,1034,admin.recreational-fishing.test.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-28T23:12:05Z,2023-08-26T23:12:04Z,CN=admin.recreational-fishing.test.ec.europa.eu,admin.recreational-fishing.test.ec.europa.eu,,admin.recreational-fishing.test.ec.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6ff75a099311460a7dd42eff5eb28b53,46a1072a27a9cd697fda39b708d39ebaed87cca50229f35106f604790daf7ba0,ctls,admin.recreational-fishing.test.ec.europa.eu,443,https://admin.recreational-fishing.test.ec.europa.eu:443,https,Cowboy,text/html,GET,54.73.26.109,/,2056082294,108.128.72.146,1,False,,Node.js,,,,,,,,
ag.enisa.europa.eu,AG Portal,200,9860,ag.enisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T12:22:02Z,2024-01-14T12:04:17Z,CN=*.enisa.europa.eu,*.enisa.europa.eu,,enisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,198523c289c537d1c8ce8deaa959df00,3aedec2411c2c10898fb80ce3640eaa928e950aa3fdedb3e6abe6169f1ae6306,ctls,ag.enisa.europa.eu,443,https://ag.enisa.europa.eu:443,https,waitress,text/html,GET,212.146.105.104,/,1482591128,212.146.105.104,182,False,,Python,True,,,,https://ag.enisa.europa.eu/login?came_from=/,,,
agri-food-phytosanitary-seminar-south-africa.campaign.europa.eu,European Union Seminar on Standards for Agri-food products,200,65067,wayback.archive-it.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-16T07:46:02Z,2024-02-21T23:09:06Z,CN=*.archive-it.org,*.archive-it.org,,archive-it.org,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",275817fdc34292fc4a9011285592ec1c,7bb2c510773a39cbc325d04ce1f9f4c48bf56e244f9cb7e048710606441e4815,ctls,wayback.archive-it.org,443,https://agri-food-phytosanitary-seminar-south-africa.campaign.europa.eu:443,https,gunicorn/19.10.0,text/html,GET,52.222.236.118,/,688352617,2600:9000:223e:1c00:3:4d29:6ec0:93a1,788,False,archive-it.org,gunicorn:19.10.0,True,,cloudfront,True,https://wayback.archive-it.org:443/12090/20220913091745/https://agri-food-phytosanitary-seminar-south-africa.campaign.europa.eu/index_en,,,
agridata.ec.europa.eu,Qlik Sense Hub,200,1862,agridata.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T16:49:45Z,2024-02-12T16:49:44Z,"CN=agridata.ec.europa.eu, O=Directorate-General for Agriculture and Rural Development, L=Brussels, ST=Brussels-Capital Region, C=BE",agridata.ec.europa.eu,Directorate-General for Agriculture and Rural Development,agridata.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,72c43e7e25b35331943e523161ec34f7,2024342d2debd310f46683679861af9d6e786f5f1f23ff41312e198b605f020e,ctls,agridata.ec.europa.eu,443,https://agridata.ec.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,13.95.216.63,/,-1138845181,13.95.216.63,39,False,http-equiv=,Microsoft HTTPAPI:2.0,,,azure,True,https://agridata.ec.europa.eu/hub/,,,
ahp.eba.europa.eu,Citrix Gateway,200,49536,ahp.eba.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-13T18:07:02Z,2024-01-14T13:41:21Z,"CN=eportal.eba.europa.eu, O=European Banking Authority (EBA), L=Paris, ST=Île-de-France, C=FR",eportal.eba.europa.eu,European Banking Authority (EBA),eba.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,67b0398a9504c7c3e6aac61c2f32173a,d3658486ada4b362c36faa39ef2dcaadd97a23067cbfc2696d072cce6c239059,ctls,ahp.eba.europa.eu,443,https://ahp.eba.europa.eu:443,https,Apache,text/html,GET,195.94.71.19,/,12023395,195.94.71.19,846,False,,HSTS,,,,,https://ahp.eba.europa.eu/logon/LogonPoint/index.html,,,
aide.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://aide.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,Nginx:1.21.1,True,,,,https://status.eea.europa.eu/error/?code=503,,,
aideb.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://aideb.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,Nginx:1.21.1,True,,,,https://status.eea.europa.eu/error/?code=503,,,
aidecpre.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://aidecpre.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,Nginx:1.21.1,True,,,,https://status.eea.europa.eu/error/?code=503,,,
aided.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://aided.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,Nginx:1.21.1,True,,,,https://status.eea.europa.eu/error/?code=503,,,
aideg.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://aideg.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,Nginx:1.21.1,True,,,,https://status.eea.europa.eu/error/?code=503,,,
aidei.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://aidei.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,Nginx:1.21.1,True,,,,https://status.eea.europa.eu/error/?code=503,,,
aidej.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://aidej.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,Nginx:1.21.1,True,,,,https://status.eea.europa.eu/error/?code=503,,,
aidek.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://aidek.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,Nginx:1.21.1,True,,,,https://status.eea.europa.eu/error/?code=503,,,
aima.emsa.europa.eu,EMSA - AIMA,200,523,aima.emsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-26T00:00:00Z,2023-10-26T23:59:59Z,CN=aima.emsa.europa.eu,aima.emsa.europa.eu,,aima.emsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",8a6780ddf89f8ef01ff6b477b0a80a71,24dd23913c7ff399ef9c479e9ffbfea3b606b09c7c63ee04755ae7a866ea0542,ctls,aima.emsa.europa.eu,443,https://aima.emsa.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,20.105.216.6,/,-1840324437,20.105.216.6,19,False,https://login.microsoftonline.com/,Windows Server,,,,,,,,
alin.dev2aws.eea.europa.eu,,503,108,alin.dev2aws.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T08:07:31Z,2023-05-18T08:07:30Z,CN=riot.dev2aws.eea.europa.eu,riot.dev2aws.eea.europa.eu,,zotya.dev2aws.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,47c0062b82c2a8273f8e6cfe155a403b,d1dc90703a1458d1b54907e0f9f613147513627c190bd684057009651f77166f,ctls,alin.dev2aws.eea.europa.eu,443,https://alin.dev2aws.eea.europa.eu:443,https,,text/html,GET,52.211.199.223,/,1960059964,52.211.199.223,5,False,,,,,,,,True,,
alma-test.curia.europa.eu,BIG-IP logout page,200,5341,alma-test.curia.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-05-11T23:59:59Z,"CN=alma-test.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",alma-test.curia.europa.eu,Cour de Justice de l'Union Européenne,alma-test.curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7e4481fed35542ce3634e69630d9864,78b22508394b1cea6e0e21d7f8a4af92556387c1d47853a60cff4fa94ed254e6,ctls,alma-test.curia.europa.eu,443,https://alma-test.curia.europa.eu:443,https,BigIP,text/html,GET,80.246.97.158,/,878647854,80.246.97.158,131,False,,F5 BigIP,,,,,https://alma-test.curia.europa.eu/my.logout.php3?errorcode=19,True,,
alumni.europa.eu,EU Alumni,200,37032,alumni.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-11-08T23:59:59Z,CN=alumni.europa.eu,alumni.europa.eu,,*.alumni.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0a57473706d3811fc962f310055d6f9b,021d7b69378f209f55dff6bce326aed39778ddb3981735d29bef8943c332aef2,ctls,alumni.europa.eu,443,https://alumni.europa.eu:443,https,Apache/2.4.54 (Debian),text/html,GET,52.49.226.217,/,2126690293,63.32.193.125,811,False,,Yii,True,,,,,,,
am3.emsa.europa.eu,European Maritime Safety Agency - Maintenance Warning,200,1467,am3.emsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T15:19:52Z,2024-03-24T15:19:51Z,"CN=*.emsa.europa.eu, O=European Maritime Safety Agency (EMSA), L=Lisbon, ST=Lisbon, C=PT",*.emsa.europa.eu,European Maritime Safety Agency (EMSA),emsa.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c613d6add38d42f4eb01b2ab823da4a5,3c023403ce2403e2eb6c50f205c813df5324dd670a5788fb1900b768073141d4,ctls,am3.emsa.europa.eu,443,https://am3.emsa.europa.eu:443,https,Apache,text/html,GET,91.231.216.235,/,759002212,91.231.216.235,43,False,,Apache,True,,,,,,,
amora.europol.europa.eu,Bad Request,400,65,amora.europol.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-04T07:57:57Z,2023-11-05T07:57:56Z,CN=amora.europol.europa.eu,amora.europol.europa.eu,,vcop-bpl.europol.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,f0a34181c6da7ba22a6f21a31a3d0db3,349b1614c89b8358adc845d8550aeb7ff2212ded64a80de3dc0c2e60afd68f88,ctls,amora.europol.europa.eu,443,https://amora.europol.europa.eu:443,https,CE_E,text/html,GET,91.205.194.87,/,2024762623,91.205.194.87,1,False,,HSTS,,,,,,,,
analytics.easo.europa.eu,404 Not Found,404,179,,,,,,,,,,,,,,,,,,,80,http://analytics.easo.europa.eu:80,http,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.82.215.7,/,-1646985303,20.82.215.7,8,False,,,,,,,,,,
analytics.ecdc.europa.eu,Sign in - Matomo,200,156583,analytics.ecdc.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T07:55:44Z,2023-08-15T07:55:43Z,"CN=*.ecdc.europa.eu, O=ECDC, L=Solna, ST=Stockholm, C=SE",*.ecdc.europa.eu,ECDC,ecdc.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ae342ed86a110af9a2778f8a2badef66,b41c04381e9c23450651922bab837c63b90f475df8bdeb53c9daaaa744324024,ctls,analytics.ecdc.europa.eu,443,https://analytics.ecdc.europa.eu:443,https,,text/html,GET,108.142.238.175,/,-1840324437,108.142.238.175,282,False,,Matomo Analytics,True,,,,,,,
analytics.enisa.europa.eu,403 Forbidden,403,321,analytics.enisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T12:22:02Z,2024-01-14T12:04:17Z,CN=*.enisa.europa.eu,*.enisa.europa.eu,,enisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,198523c289c537d1c8ce8deaa959df00,3aedec2411c2c10898fb80ce3640eaa928e950aa3fdedb3e6abe6169f1ae6306,ctls,analytics.enisa.europa.eu,443,https://analytics.enisa.europa.eu:443,https,Apache,text/html,GET,212.146.105.104,/,-1659550982,212.146.105.104,5,False,,HSTS,True,,,,,,,
analytics.euaa.europa.eu,Sign in - Matomo,200,109353,analytics.euaa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,analytics.euaa.europa.eu,443,https://analytics.euaa.europa.eu:443,https,nginx/1.22.1,text/html,GET,20.82.215.7,/,-1840324437,20.82.215.7,283,False,,PHP:8.1.18,True,,,,,,,
analytics.eulisa.europa.eu,,403,113,analytics.eulisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-15T08:50:58Z,2024-01-16T08:50:57Z,CN=eulisa.europa.eu,eulisa.europa.eu,,10.eulisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e45b8311323fa03f06d789fb957cbf35,a53ef2623d849358aedafa750c433d619405da515549923a51410f5c7eb54342,ctls,analytics.eulisa.europa.eu,443,https://analytics.eulisa.europa.eu:443,https,,text/html,GET,185.78.44.244,/,1875236724,185.78.44.244,10,False,,,,,,,,,,
anaplan.esma.europa.eu,Sign in to your account,200,39994,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://anaplan.esma.europa.eu:443,https,,text/html,GET,51.105.229.179,/,,51.105.229.179,95,False,,HSTS,,,azure,True,https://login.microsoftonline.com/e406f268-4ae7-4c80-8994-02493da00c03/saml2?SAMLRequest=lVPLbtswEPwVgXdJFKXIJmHZUOMGNWA3RuQURS8FTdE2UYpUuVSc%2FH0V%2BZHm0KK9LmdndmeWk9lzo4Mn6UBZU6AkwiiQRthamX2BHjd34RjNphPgjSYtKzt%2FMA%2FyZyfBB32jAXZ6KVDnDLMcFDDDGwnMC1aVqyUjEWats94Kq1FQAkjne6lba6BrpKuke1JCPj4sC3TwvgUWxx0kPOJtG3HDW81NJGwTv%2BpAG2u7VyYWXOstFz9mwhojxSth8bFalWFV3aNg3k%2BnDB%2BqV9KhMWqUcBbszlujlZEDs8xwviP5OMy4HIWZGONwTGkWYpLRtOYYC5wO8gQFd9YJObhQoB3XIFGwmBfoe5rT7W6UjqggnOaUYko5pzSvc0lusoT3MFhzAPUk3xoBOrkw4LnxBSKYpCHOQzLeYMJIyrKbbyhYn537oMwpkb%2FZvD2BgH3abNbh%2Br7aoODLJdkegK45DtLuPxLkl9zQ9GIo1O8CmsTvuK9Sn3uuxXxttRIvQam1Pd46yf2bDb2lDfd%2Flk%2BiZKioOtwNUCYbrnRZ104CoPMSz6BOWfeTHY%2FH6JhG1u1jgnESf10tK3Hou0I1uC161R7PYCgurTifyj%2BdcDy9bvr7b5j%2BAg%3D%3D&RelayState=_ojMQ4XOdPdKxDQJxXdpqvjvUDn1ndge&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=iVegSJmTszpnV%2Bay5A60aMYVJN0AmtHbKy%2F%2FOLfa5z33lzKRopK%2F7PzA12zFuNA%2BKRz%2BZrxzmGocX0ncf8XVJ1xJaKP0hVATGTOiccaWVVA503Z9XW678GnZjbWH1zfepTUgxXTG3nfCaUdq0bSLE6fLpegY0BFZYCPLC0sZxWjZk0ZAIG7ODhZzM1xARujcRyMUg7dEtwM61RonSW72X2PJbErmTA8sR3EIszG%2FKmFvHu3ntGF3IHBWjngx8PeMUz7T%2B1dsDMe1h%2Bmwn663GTI8hW3rT3U0g53JYvqcB7vWcTrAd9rx3k2mCAvUFyqojijql1Gf3YE%2Fu%2B9o4b7qvg%3D%3D,,,
annualreport.emcdda.europa.eu,Publications | www.emcdda.europa.eu,200,214170,www.emcdda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-02T11:04:46Z,2024-06-02T11:04:45Z,CN=*.emcdda.europa.eu,*.emcdda.europa.eu,,emcdda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,d96549ac76521dbadc3f6ad2ad02ddcf,c074159a5e19a4d0e68f9d7fe1441bafe64a41e13153047496ba5cf2195f8b0d,ctls,www.emcdda.europa.eu,443,https://annualreport.emcdda.europa.eu:443,https,Apache,text/html,GET,185.41.117.229,/,-522344093,185.41.117.229,2706,False,,PHP,True,,,,https://www.emcdda.europa.eu/publications_en,,,
