input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,final_url
go.trustpilot.com,Trustpilot Business Blog: Get the Most out of your Reviews,200,209737,business.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.business.trustpilot.com,*.business.trustpilot.com,business.trustpilot.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,70d00a9c6fa289d9232ca0d43997a042,bc3404f6c7cadbde2c58b7a65cff7df27c87f73ed8fc819c5c2cd44e22056eee,True,ctls,business.trustpilot.com,,443,https://go.trustpilot.com:443,https,,text/html,GET,52.16.81.76,/,495354357,52.17.39.33,HSTS,770,False,,,,https://business.trustpilot.com/reviews
gq1-as-cas.business-preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://gq1-as-cas.business-preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.81,/,906058321,18.66.122.122,Amazon Web Services,20,False,True,,,
gr.business.trustpilot.com,Trustpilot Business: Collect Customer Service & Product Reviews,200,368729,business.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.business.trustpilot.com,*.business.trustpilot.com,business.trustpilot.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,70d00a9c6fa289d9232ca0d43997a042,bc3404f6c7cadbde2c58b7a65cff7df27c87f73ed8fc819c5c2cd44e22056eee,True,ctls,business.trustpilot.com,,443,https://gr.business.trustpilot.com:443,https,,text/html,GET,52.49.46.67,/,909536006,52.215.48.151,HSTS,886,False,,,,https://business.trustpilot.com/
gr.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,,443,https://gr.trustpilot.com:443,https,,text/html,GET,34.252.82.225,/,-1383922597,52.16.81.76,HSTS,36,False,,,,https://www.trustpilot.com/
gwintuit.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://gwintuit.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.107,/,299704532,18.66.122.17,Amazon Web Services,20,False,True,,,
h-135-207-181-73.business-preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://h-135-207-181-73.business-preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.81,/,211837476,18.66.122.115,Amazon Web Services,20,False,True,,,
h-135-207-57-77.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://h-135-207-57-77.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.83,/,438508254,18.66.122.107,Amazon Web Services,20,False,True,,,
h135-207-19-80.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://h135-207-19-80.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.119,/,230470488,18.66.122.17,Amazon Web Services,20,False,True,,,
hk.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,,443,https://hk.trustpilot.com:443,https,,text/html,GET,52.16.81.76,/,-1383922597,52.17.39.33,HSTS,36,False,,,,https://www.trustpilot.com/
home.trustpilot.com,ERROR: The request could not be satisfied,403,919,home.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,home.trustpilot.com,cloudfront,443,https://home.trustpilot.com:443,https,CloudFront,text/html,GET,13.224.189.36,/,1805950613,13.224.189.73,Amazon Web Services,20,False,True,,,
hootsuite.trustpilot.com,,403,42,hootsuite.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,hootsuite.trustpilot.com,cloudfront,443,https://hootsuite.trustpilot.com:443,https,,application/json,GET,143.204.215.83,/,768769774,143.204.215.87,Amazon Web Services,1,False,True,,,
httpredirect-blogredirector.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,,443,https://httpredirect-blogredirector.trustpilot.com:443,https,,text/html,GET,54.216.219.30,/,-1383922597,52.16.24.192,HSTS,36,False,,,,https://www.trustpilot.com/
httpredirect-legalredirector.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,,443,https://httpredirect-legalredirector.trustpilot.com:443,https,,text/html,GET,34.255.211.190,/,-1383922597,52.18.173.89,HSTS,36,False,,,,https://www.trustpilot.com/
hu.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,,443,https://hu.trustpilot.com:443,https,,text/html,GET,52.16.81.76,/,-1383922597,34.252.82.225,HSTS,36,False,,,,https://www.trustpilot.com/
hubbleif-pvcm.business-preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://hubbleif-pvcm.business-preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.115,/,588264585,18.66.122.81,Amazon Web Services,20,False,True,,,
ie.business.trustpilot.com,Trustpilot Business: Collect Customer Service & Product Reviews,200,366528,ie.business.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.business.trustpilot.com,*.business.trustpilot.com,business.trustpilot.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,70d00a9c6fa289d9232ca0d43997a042,bc3404f6c7cadbde2c58b7a65cff7df27c87f73ed8fc819c5c2cd44e22056eee,True,ctls,ie.business.trustpilot.com,cloudfront,443,https://ie.business.trustpilot.com:443,https,,text/html,GET,13.32.99.84,/,909536006,13.32.99.48,HSTS,883,False,True,,,
ie.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,213794,ie.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,ie.trustpilot.com,cloudfront,443,https://ie.trustpilot.com:443,https,,text/html,GET,108.138.17.60,/,-1383922597,108.138.17.129,HSTS,32,False,True,,,
il.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,,443,https://il.trustpilot.com:443,https,,text/html,GET,52.17.39.33,/,-1383922597,52.16.81.76,HSTS,36,False,,,,https://www.trustpilot.com/
images-static.trustpilot.com,,403,243,images-static.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,images-static.trustpilot.com,cloudfront,443,https://images-static.trustpilot.com:443,https,AmazonS3,application/xml,GET,99.86.4.45,/,-18196844,99.86.4.30,Amazon Web Services,2,False,True,,,
in.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,,443,https://in.trustpilot.com:443,https,,text/html,GET,52.16.81.76,/,-1383922597,52.17.39.33,HSTS,36,False,,,,https://www.trustpilot.com/
indusnet.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://indusnet.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.107,/,1156998201,18.66.122.17,Amazon Web Services,20,False,True,,,
integrations-zendesk.trustpilot.com,Error,404,139,integrations-zendesk.trustpilot.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6bf2f6bf9857054f62406480e67d20df,44df2148195b7f7fcc795d679e33bb8eb85b7eb04e19227ca3bd0def82dcb062,True,ctls,integrations-zendesk.trustpilot.com,,443,https://integrations-zendesk.trustpilot.com:443,https,,text/html,GET,54.170.147.234,/,1593207841,54.229.190.122,Node.js,11,False,,,,
investors.trustpilot.com,Trustpilot Investor Relations,200,191372,investors.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,investors.trustpilot.com,cloudfront,443,https://investors.trustpilot.com:443,https,,text/html,GET,65.9.66.80,/,,65.9.66.67,HSTS,752,False,True,,,
invitations-replytoemailverification.trustpilot.com,,200,68,invitations-replytoemailverification.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,invitations-replytoemailverification.trustpilot.com,cloudfront,443,https://invitations-replytoemailverification.trustpilot.com:443,https,AmazonS3,,GET,99.86.4.50,/,1306059067,99.86.4.58,Amazon Web Services,1,False,True,,,
invitejs.trustpilot.com,,403,,invitejs.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,invitejs.trustpilot.com,cloudfront,443,https://invitejs.trustpilot.com:443,https,AmazonS3,text/plain,GET,108.138.17.12,/,-1840324437,108.138.17.88,Amazon Web Services,1,False,True,,,
ip-153-14.business-preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://ip-153-14.business-preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.107,/,1500604032,18.66.122.81,Amazon Web Services,20,False,True,,,
ipo.trustpilot.com,Trustpilot IPO - Review our disclaimer policy,200,43479,ipo.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,ipo.trustpilot.com,cloudfront,443,https://ipo.trustpilot.com:443,https,,text/html,GET,13.32.99.119,/,848192740,13.32.99.79,HSTS,434,False,True,,,
ipv4-c040-mia006-ix.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://ipv4-c040-mia006-ix.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.107,/,-178188645,18.66.122.119,Amazon Web Services,20,False,True,,,
is.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,,443,https://is.trustpilot.com:443,https,,text/html,GET,52.16.81.76,/,-1383922597,52.17.39.33,HSTS,36,False,,,,https://www.trustpilot.com/
it.blog.trustpilot.com,Il Blog di Trustpilot: ottieni il massimo dalle tue recensioni,200,213800,it.business.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.business.trustpilot.com,*.business.trustpilot.com,business.trustpilot.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,70d00a9c6fa289d9232ca0d43997a042,bc3404f6c7cadbde2c58b7a65cff7df27c87f73ed8fc819c5c2cd44e22056eee,True,ctls,it.business.trustpilot.com,,443,https://it.blog.trustpilot.com:443,https,,text/html,GET,54.216.219.30,/,84502713,52.16.24.192,HSTS,770,False,,,,https://it.business.trustpilot.com/reviews
it.business.trustpilot.com,Trustpilot Business: Raccogli le Recensioni dei Servizi e dei Prodotti,200,314050,it.business.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.business.trustpilot.com,*.business.trustpilot.com,business.trustpilot.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,70d00a9c6fa289d9232ca0d43997a042,bc3404f6c7cadbde2c58b7a65cff7df27c87f73ed8fc819c5c2cd44e22056eee,True,ctls,it.business.trustpilot.com,cloudfront,443,https://it.business.trustpilot.com:443,https,,text/html,GET,13.32.99.48,/,909536006,13.32.99.107,HSTS,861,False,True,,,
it.legal.trustpilot.com,Linee guida e politiche aziendali di Trustpilot,200,98891,it.legal.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.legal.trustpilot.com,*.legal.trustpilot.com,legal.trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee0bead4c21c67c7ac83b65fc4eb74d8,1d051a2a0b350a24e9f27173da9a43daf507fe53dbcb8b4725883cf9fe03b1a2,True,ctls,it.legal.trustpilot.com,cloudfront,443,https://it.legal.trustpilot.com:443,https,,text/html,GET,13.32.121.75,/,-911306082,13.32.121.21,HSTS,511,False,True,,,
it.trustpilot.com,Recensioni di Trustpilot: scopri il potere delle recensioni,200,215007,it.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,it.trustpilot.com,cloudfront,443,https://it.trustpilot.com:443,https,,text/html,GET,108.138.17.106,/,-1383922597,108.138.17.60,HSTS,54,False,True,,,
jerry08.business-preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://jerry08.business-preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.107,/,-2036095429,18.66.122.115,Amazon Web Services,20,False,True,,,
jobs.trustpilot.com,Trustpilot jobs: Latest careers & vacancies,200,272836,business.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.business.trustpilot.com,*.business.trustpilot.com,business.trustpilot.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,70d00a9c6fa289d9232ca0d43997a042,bc3404f6c7cadbde2c58b7a65cff7df27c87f73ed8fc819c5c2cd44e22056eee,True,ctls,business.trustpilot.com,,443,https://jobs.trustpilot.com:443,https,,text/html,GET,52.17.39.33,/,1502145901,52.16.81.76,HSTS,786,False,,,,https://business.trustpilot.com/jobs
jp.legal.trustpilot.com,Trustpilot legal guidelines and policies,200,97950,legal.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.legal.trustpilot.com,*.legal.trustpilot.com,legal.trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee0bead4c21c67c7ac83b65fc4eb74d8,1d051a2a0b350a24e9f27173da9a43daf507fe53dbcb8b4725883cf9fe03b1a2,True,ctls,legal.trustpilot.com,,443,https://jp.legal.trustpilot.com:443,https,,text/html,GET,52.18.173.89,/,,34.255.211.190,HSTS,511,False,,,,https://legal.trustpilot.com/
jp.trustpilot.com,Trustpilot レビュー: 消費者レビューのパワーを体験,200,191891,jp.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,jp.trustpilot.com,cloudfront,443,https://jp.trustpilot.com:443,https,,text/html,GET,108.138.17.70,/,-1383922597,108.138.17.129,HSTS,102,False,True,,,
jul.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://jul.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.107,/,1821869417,18.66.122.83,Amazon Web Services,20,False,True,,,
k8s.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://k8s.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.119,/,-2031610169,18.66.122.107,Amazon Web Services,20,False,True,,,
kg.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,,443,https://kg.trustpilot.com:443,https,,text/html,GET,52.17.39.33,/,-1383922597,34.252.82.225,HSTS,36,False,,,,https://www.trustpilot.com/
legal-preview.trustpilot.com,ERROR: The request could not be satisfied,403,919,legal-preview.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.legal-preview.trustpilot.com,*.legal-preview.trustpilot.com,legal-preview.trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,372fa5573bd8af7a67b81f00058dc1dd,46db9cc25abfcd8692c1dfd554c2bc5be033d6bbd876d8a18fc15d9adbb31c9e,True,ctls,legal-preview.trustpilot.com,cloudfront,443,https://legal-preview.trustpilot.com:443,https,CloudFront,text/html,GET,65.9.66.120,/,-592219091,65.9.66.83,Amazon Web Services,20,False,True,,,
legal.trustpilot.com,Trustpilot legal guidelines and policies,200,97950,legal.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.legal.trustpilot.com,*.legal.trustpilot.com,legal.trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee0bead4c21c67c7ac83b65fc4eb74d8,1d051a2a0b350a24e9f27173da9a43daf507fe53dbcb8b4725883cf9fe03b1a2,True,ctls,legal.trustpilot.com,cloudfront,443,https://legal.trustpilot.com:443,https,,text/html,GET,13.32.121.75,/,714759001,13.32.121.96,HSTS,511,False,True,,,
links1.trustpilot.com,404 Not Found,404,150,links1.trustpilot.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-11-23T23:59:59Z,CN=spgo.io,spgo.io,spgo1.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b48d2faa8da96be2c64964e60e5b333f,24aec451a732f9ce5cc82cdefd7dd980c9959bcba2bbe70c2fb5803680f2528b,True,ctls,links1.trustpilot.com,,443,https://links1.trustpilot.com:443,https,msys-http,text/plain,GET,52.41.4.174,/,-1840324437,44.235.215.157,,8,False,,,True,
lon3-adrequestservice-a1.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://lon3-adrequestservice-a1.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.119,/,864815525,18.66.122.107,Amazon Web Services,20,False,True,,,
mail-ecommplugins-mailchimpfeed.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://mail-ecommplugins-mailchimpfeed.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.17,/,1254993548,18.66.122.83,Amazon Web Services,20,False,True,,,
marketing-assets.trustpilot.com,,403,243,marketing-assets.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,marketing-assets.trustpilot.com,cloudfront,443,https://marketing-assets.trustpilot.com:443,https,AmazonS3,application/xml,GET,52.222.214.76,/,1159090054,52.222.214.119,Amazon Web Services,2,False,True,,,
mobile-api.trustpilot.com,,401,150,mobile-api.trustpilot.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-28T00:00:00Z,2024-03-30T23:59:59Z,"CN=mobile-api.trustpilot.com, O=Trustpilot A/S, L=København K, C=DK",mobile-api.trustpilot.com,www.mobile-api.trustpilot.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2199a234bd19bf2b606ff070d107a73d,5cc4dc2e7d987f249a284e68359e23b9e00c583edad93683fb27699e570f248b,,ctls,mobile-api.trustpilot.com,,443,https://mobile-api.trustpilot.com:443,https,,application/json,GET,34.241.162.176,/,1247967966,34.241.162.176,,1,False,,Trustpilot A/S,,
mrdev01c2.business-preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://mrdev01c2.business-preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.81,/,-2850085,18.66.122.107,Amazon Web Services,20,False,True,,,
