new,host,a,soa,status_code,cname,aaaa,cdn,cdn-name,ns,txt,has_internal_ips,internal_ips,mx,caa
,media-ncache2.canary.airbnb.com,18.206.40.130,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com",,,,,,,,,
,media-ncache3.canary.airbnb.com,34.224.61.99,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-0a95c7f51175fe8ad.inst.aws.us-east-1.prod.musta.ch, ec2-54-167-91-171.compute-1.amazonaws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-07a67e3d389c41559.inst.aws.us-east-1.prod.musta.ch, ec2-3-82-209-38.compute-1.amazonaws.com",,,,,,,,,
,media-ncache4.canary.airbnb.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0c478dc1ff433ce87.inst.aws.us-east-1.prod.musta.ch, ec2-54-242-98-155.compute-1.amazonaws.com",,,,,,,,,
,media-ncache8.canary.airbnb.com,54.198.229.131,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com",,,,,,,,,
,media-router-fp3.canary.airbnb.com,34.224.61.99,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com, i-07a67e3d389c41559.inst.aws.us-east-1.prod.musta.ch, ec2-3-82-209-38.compute-1.amazonaws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com",,,,,,,,,
,media-router-fp4.canary.airbnb.com,54.198.229.131,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com",,,,,,,,,
,media-router-fp5.canary.airbnb.com,44.206.224.209,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com",,,,,,,,,
,media-router-fp6.canary.airbnb.com,34.227.26.97,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com, i-0b4153b0f5dd86e4b.inst.aws.us-east-1.prod.musta.ch, ec2-3-89-149-13.compute-1.amazonaws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com",,,,,,,,,
,media-router-fp7.canary.airbnb.com,18.206.40.130,,NOERROR,"orthrus.airbnb-aws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com",,,,,,,,,
,media-router-fp8.canary.airbnb.com,3.82.209.38,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-07a67e3d389c41559.inst.aws.us-east-1.prod.musta.ch, ec2-3-82-209-38.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com",,,,"ns1.amzndns.org, ns1.amzndns.net, ns2.amzndns.org, ns2.amzndns.com, ns1.amzndns.com, ns2.amzndns.co.uk, ns1.amzndns.co.uk, ns2.amzndns.net",,,,,
,media-router1.canary.airbnb.com,34.228.189.34,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com",,,,,,,,,
,media-router10.canary.airbnb.com,34.228.189.34,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com, i-0b4153b0f5dd86e4b.inst.aws.us-east-1.prod.musta.ch, ec2-3-89-149-13.compute-1.amazonaws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com",,,,,,,,,
,media-router3.canary.airbnb.com,3.89.149.13,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0b4153b0f5dd86e4b.inst.aws.us-east-1.prod.musta.ch, ec2-3-89-149-13.compute-1.amazonaws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com",,,,,,,,,
,media-router4.canary.airbnb.com,34.228.189.34,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com",,,,,,,,,
,media-router9.canary.airbnb.com,18.206.40.130,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com",,,,,,,,,
,media.ncache.fp3.canary.airbnb.com,3.82.209.38,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-07a67e3d389c41559.inst.aws.us-east-1.prod.musta.ch, ec2-3-82-209-38.compute-1.amazonaws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-0b4153b0f5dd86e4b.inst.aws.us-east-1.prod.musta.ch, ec2-3-89-149-13.compute-1.amazonaws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com",,,,,,,,,
,media.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,media.router.fp1.canary.airbnb.com,34.235.171.72,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com",,,,,,,,,
,media.router.fp2.canary.airbnb.com,34.235.171.72,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-0c478dc1ff433ce87.inst.aws.us-east-1.prod.musta.ch, ec2-54-242-98-155.compute-1.amazonaws.com, i-07a67e3d389c41559.inst.aws.us-east-1.prod.musta.ch, ec2-3-82-209-38.compute-1.amazonaws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com",,,,,,,,,
,media.router.fp6.canary.airbnb.com,54.242.98.155,,NOERROR,"orthrus.airbnb-aws.com, i-0c478dc1ff433ce87.inst.aws.us-east-1.prod.musta.ch, ec2-54-242-98-155.compute-1.amazonaws.com",,,,"ns2.amzndns.co.uk, ns1.amzndns.org, ns1.amzndns.net, ns1.amzndns.co.uk, ns2.amzndns.com, ns2.amzndns.net, ns1.amzndns.com, ns2.amzndns.org",,,,,
,media.router6.canary.airbnb.com,34.224.61.99,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com",,,,,,,,,
,media.router7.canary.airbnb.com,3.82.209.38,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-07a67e3d389c41559.inst.aws.us-east-1.prod.musta.ch, ec2-3-82-209-38.compute-1.amazonaws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com",,,,,,,,,
,members.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mendeddrum.evd.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,merchandising-preview.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,merchdirect.next.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,metrics.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mi6.evd.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,michaelkkors1.admin-next.airbnb.com,34.120.23.133,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,"iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz",2600:1901:0:7a6a::,True,google,,,,,,
,middleman.airbnb.com,54.87.43.141,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-0315b121fd7f1ebf4.inst.aws.us-east-1.prod.musta.ch, ec2-54-87-43-141.compute-1.amazonaws.com, i-081567a46e05c4a01.inst.aws.us-east-1.prod.musta.ch, ec2-54-175-123-66.compute-1.amazonaws.com, i-0bc901cfc5c1f1681.inst.aws.us-east-1.prod.musta.ch, ec2-3-91-214-154.compute-1.amazonaws.com, i-03823972fd94e8446.inst.aws.us-east-1.prod.musta.ch, ec2-3-83-12-59.compute-1.amazonaws.com, i-0e389adc442874421.inst.aws.us-east-1.prod.musta.ch, ec2-52-91-4-203.compute-1.amazonaws.com, i-0239ad6b9040ff4e5.inst.aws.us-east-1.prod.musta.ch, ec2-3-86-66-53.compute-1.amazonaws.com, i-03588c110f35240a8.inst.aws.us-east-1.prod.musta.ch, ec2-34-207-101-21.compute-1.amazonaws.com",,,,,,,,,
,milan.airbnbcitizen.com,,,NOERROR,,,,,,,,,,
,mimosa.evd.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,minibird.mail31.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ministryofsound.merchdirect.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mk.airbnb.com,"173.222.106.194, 173.222.106.146, 173.222.106.138, 173.222.106.167","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net",,,,,,,,,
,mmedia.optustvnow.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mmmobile.invenio.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mobile-rest.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mobile.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mobilegwstg.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mongo.next.airbnb.com,"104.126.37.154, 104.126.37.162",,NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mongodb.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,monicahair.merchdirect.next.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,monitorizacion.new.next.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mononoke.dev.next.airbnb.com,"23.12.147.38, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,moodle.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,moorootr.merchdirect.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,morrow.mail35.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mosh.mystique.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ms.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mssql.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mt.airbnb.com,"104.126.37.179, 104.126.37.147, 104.126.37.162, 104.126.37.160, 104.126.37.185, 104.126.37.153, 104.126.37.144, 104.126.37.155, 104.126.37.184","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net",,,,,,,,,
,mta-sts.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mta.mail.airbnb.com,13.111.122.72,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,mta.mail.luxuryretreats.com,13.111.27.188,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,multifamily-stage.withairbnb.com,,,NOERROR,,,,,,,,,,
,multifamily.withairbnb.com,"52.217.66.139, 52.216.251.35, 52.216.219.245, 52.217.166.109, 52.217.166.221, 54.231.229.117, 52.216.10.130, 52.216.206.146","ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mundoanime.rkai.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mx1.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mx2.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,my.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mycareer.merchdirect.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mylure.mystique.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mypopcase.mail31.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mysql-1.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,mysql.next.airbnb.com,"184.51.149.50, 184.51.149.97","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,mystique.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,naira.mail31.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nairsuite.next.airbnb.com,"23.0.174.82, 23.0.174.120","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,napi.admin.airbnb.com,34.120.23.133,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,"admin.airbnb.com, admin-airbnb-com.airbnb.tools, iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz",2600:1901:0:7a6a::,True,google,,,,,,
,nbeta.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ncam.next.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ncatalog.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nde.prod.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,neditorial.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,neon.1.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,netherlands.tl-region-covid19.next.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,neu.pictures.next.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,new-south-wales.airbnbcitizen.com,,,NOERROR,,,,,,,,,,
,new.next.airbnb.com,"23.0.174.82, 23.0.174.120","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,news.airbnb.com,"184.27.45.73, 184.27.45.56","dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,letsencrypt.org
,next-branch.airbnb.com,34.227.26.97,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com",,,,,,,,,
,next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nfling.next.airbnb.com,"184.51.149.97, 184.51.149.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nfraud.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nfrontend.prod.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nfunctions.next.airbnb.com,"104.110.240.75, 104.110.240.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ngdo.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nginx-newest.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nginx.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nicaragua.new.next.airbnb.com,"184.51.149.50, 184.51.149.97","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nikorinoie-com.moodle.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ninfo.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ninstwww.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ninvenio.next.airbnb.com,"23.12.147.38, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,nirwana.optustvnow.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
