input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url,tls_expired
defenseshare.mod.uk,Kahootz.com,410,7790,signup.kahootz.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T16:06:33Z,2024-02-10T16:06:32Z,CN=*.kahootz.com,*.kahootz.com,,kahootz.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,af2f2ea1a4c3df0745f070428cf63061,a0678928ac7227e55b469c933330aa778854508b00391f6fc5e29d046ea3bd2a,True,ctls,signup.kahootz.com,,443,https://defenseshare.mod.uk:443,https,Occluded,text/html,GET,31.25.189.123,/,390560741,31.25.189.123,Java,147,False,,,,https://signup.kahootz.com/system/siteMessage/siteNotFound,
deployments.maf.dev.iace.mod.gov.uk,502 Bad Gateway,502,183,deployments.maf.dev.iace.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-11T16:57:00Z,2023-05-11T16:57:00Z,CN=deployments.maf.dev.iace.mod.gov.uk,deployments.maf.dev.iace.mod.gov.uk,,www.deployments.maf.dev.iace.mod.gov.uk,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",78ca3fdb3753438ee613be5fb8b5b986,576b7d1d3ade30717e1b97156068306c45a62d60e473c3a3b65de4b1cec148cc,,ctls,deployments.maf.dev.iace.mod.gov.uk,azure,443,https://deployments.maf.dev.iace.mod.gov.uk:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.49.157.82,/,1689593728,20.49.157.82,,8,False,True,,,,True
des.mod.uk,403 Forbidden,403,146,des.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2024-05-19T23:59:59Z,CN=des.mod.uk,des.mod.uk,,*.des.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8b4b3b5aa9e81f6119070fc2ecb39293,4ddccec0141f0cdf37b53b4cbed801d797bcee6ce0b02a8bf3c5337b69338d8d,True,ctls,des.mod.uk,,443,https://des.mod.uk:443,https,nginx,text/html,GET,18.133.24.75,/,-1561873722,18.169.27.60,Nginx,8,False,,,,,
design-system.service.mod.gov.uk,MOD.UK Design System,200,39141,design-system.service.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,CN=*.service.mod.gov.uk,*.service.mod.gov.uk,,service.mod.gov.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,52cb8dc96ba711d919572fa7d3d1e291,ead51e9390a290147361a6a7196dbe4d6f68a21542b88b302c7cba3e5ed55016,True,ctls,design-system.service.mod.gov.uk,,443,https://design-system.service.mod.gov.uk:443,https,nginx,text/html,GET,20.90.66.223,/,28283689,20.90.66.223,UIKit,8,False,,,https://*.analytics.google.com,,
dev-cms.army.mod.uk,,403,16,dev-cms.army.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T00:00:00Z,2023-08-18T23:59:59Z,"CN=army.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",army.mod.uk,"Cloudflare, Inc.",army.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fe2df73ad3b1e8cb346129ebc7d9168c,5b1207fb18a27fec8a6edd8e4693709d58699ee1590f168ed4fb4ef7e71cfa3b,True,ctls,dev-cms.army.mod.uk,cloudflare,443,https://dev-cms.army.mod.uk:443,https,cloudflare,text/plain,GET,104.18.23.40,/,1253481126,2606:4700::6812:1628,Cloudflare Bot Management,1,False,True,,,,
dev-cms.royalnavy.mod.uk,,403,16,dev-cms.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,dev-cms.royalnavy.mod.uk,cloudflare,443,https://dev-cms.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.16.76,/,1253481126,2606:4700::6812:114c,Cloudflare Bot Management,1,False,True,,,,
dev-sitecore.royalnavy.mod.uk,,403,16,dev-sitecore.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,dev-sitecore.royalnavy.mod.uk,cloudflare,443,https://dev-sitecore.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.17.76,/,1253481126,2606:4700::6812:114c,Cloudflare Bot Management,1,False,True,,,,
dev-www.army.mod.uk,,403,16,dev-www.army.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T00:00:00Z,2023-08-18T23:59:59Z,"CN=army.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",army.mod.uk,"Cloudflare, Inc.",army.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fe2df73ad3b1e8cb346129ebc7d9168c,5b1207fb18a27fec8a6edd8e4693709d58699ee1590f168ed4fb4ef7e71cfa3b,True,ctls,dev-www.army.mod.uk,cloudflare,443,https://dev-www.army.mod.uk:443,https,cloudflare,text/plain,GET,104.18.23.40,/,1253481126,2606:4700::6812:1628,Cloudflare Bot Management,1,False,True,,,,
dev-www.royalnavy.mod.uk,,403,16,dev-www.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,dev-www.royalnavy.mod.uk,cloudflare,443,https://dev-www.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.16.76,/,1253481126,2606:4700::6812:104c,Cloudflare Bot Management,1,False,True,,,,
dev.bader.mod.uk,Just a moment...,403,7077,dev.bader.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=bader.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bader.mod.uk,"Cloudflare, Inc.",*.bader.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",363ea6c354f47fde1c19227f10e2c3a1,5fbf6bdb6ace7b0d9f3f68f3f1840134ab2bdbb6ba9b780138d525b16d0b79aa,True,ctls,dev.bader.mod.uk,cloudflare,443,https://dev.bader.mod.uk:443,https,cloudflare,text/html,GET,104.18.21.53,/,-535432837,2606:4700::6812:1435,HTTP/3,88,False,True,,,,
dev.raf.mod.uk,,403,16,dev.raf.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=raf.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",raf.mod.uk,"Cloudflare, Inc.",*.raf.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",148f1cbcf150ff9fb37e193e4e15d298,cae3dfad76b325ecd875d978be2581dc8f0f4b681c5fe2de7baccc30b459e535,True,ctls,dev.raf.mod.uk,cloudflare,443,https://dev.raf.mod.uk:443,https,cloudflare,text/plain,GET,104.18.14.16,/,1253481126,2606:4700::6812:f10,Cloudflare Bot Management,1,False,True,,,,
devsecops.digital.mod.uk,Defence DevSecOps Service,200,11509,devsecops.digital.mod.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T13:22:41Z,2023-08-28T13:22:40Z,CN=devsecops.digital.mod.uk,devsecops.digital.mod.uk,,devsecops.digital.mod.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,50e8d9f08556f6e5e74b4738c38ca9ad,3d55f5de1d1ade39bf11a5752a0395a2643345bbaad53e6d376ba80992387eea,,ctls,devsecops.digital.mod.uk,,443,https://devsecops.digital.mod.uk:443,https,GitHub.com,text/html,GET,185.199.109.153,/,21201349,2606:50c0:8001::153,Varnish,267,False,,,url=https://devsecops.service.mod.gov.uk,,
devsecops.service.mod.gov.uk,Ministry of Defence,200,17371,devsecops.service.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,CN=*.service.mod.gov.uk,*.service.mod.gov.uk,,service.mod.gov.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,52cb8dc96ba711d919572fa7d3d1e291,ead51e9390a290147361a6a7196dbe4d6f68a21542b88b302c7cba3e5ed55016,True,ctls,devsecops.service.mod.gov.uk,,443,https://devsecops.service.mod.gov.uk:443,https,nginx/1.20.1,text/html,GET,20.90.66.223,/,-1298480087,20.90.66.223,Nginx:1.20.1,369,False,,,,,
discovermybenefits-dev-api.mod.gov.uk,,404,,discovermybenefits-dev-api.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-01-23T23:59:59Z,"CN=discovermybenefits-dev-api.mod.gov.uk, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",discovermybenefits-dev-api.mod.gov.uk,Microsoft Corporation,discovermybenefits-dev-api.mod.gov.uk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e007f7be1c1093256784cd26810b95da,d97170d7d9dd594eb57eb16f639a09461ff1fdb6eb12603835af12806fde008f,,ctls,discovermybenefits-dev-api.mod.gov.uk,,443,https://discovermybenefits-dev-api.mod.gov.uk:443,https,,,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,Azure Front Door,1,False,,,,,
discovermybenefits-uat.mod.gov.uk,Discover My Benefits,200,4015,discovermybenefits-uat.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-01-23T23:59:59Z,"CN=discovermybenefits-uat.mod.gov.uk, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",discovermybenefits-uat.mod.gov.uk,Microsoft Corporation,discovermybenefits-uat.mod.gov.uk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,de5e7b580f5d181ea458288916aa0510,ce5edb616ae6380c11be60d7bb9398844fc4a25b7a79d9a5ef64a6d00bbcdaec,,ctls,discovermybenefits-uat.mod.gov.uk,,443,https://discovermybenefits-uat.mod.gov.uk:443,https,,text/html,GET,13.107.246.45,/,1673899352,2620:1ec:bdf::45,HSTS,1,False,,,stats.g.doubleclick.net,,
discovermybenefits.mod.gov.uk,Discover My Benefits | Find out what you’re entitled to,200,10227,discovermybenefits.mod.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-22T23:59:59Z,CN=discovermybenefits.mod.gov.uk,discovermybenefits.mod.gov.uk,,dmb.mod.gov.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,092df992b2910ee745c386fef0367c27,77dfdc0191746f21e22c762cb9aaaced0cf137fc0ad4a84aff0b005e79de062f,,ctls,discovermybenefits.mod.gov.uk,cloudfront,443,https://discovermybenefits.mod.gov.uk:443,https,nginx,text/html,GET,52.222.214.11,/,1673899352,2600:9000:223d:6000:15:9fd7:b000:93a1,Nginx,205,False,True,,,,
display-staging.da.mod.uk,Web App - Unavailable,403,1892,display-staging.da.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-28T00:00:00Z,2023-08-28T23:59:59Z,CN=display-staging.da.mod.uk,display-staging.da.mod.uk,,display-staging.da.mod.uk,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",1391324042b8f46659d188d0b7b46536,a7fa434f675f5dab72f8ee0bfb3338150c35b5aff03d0bf54bcfa55ce9fdd72e,,ctls,display-staging.da.mod.uk,azure,443,https://display-staging.da.mod.uk:443,https,,text/html,GET,51.104.28.74,/,-237335256,51.104.28.74,,74,False,True,,,,
display.da.mod.uk,Web App - Unavailable,403,1892,display.da.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-28T00:00:00Z,2023-08-28T23:59:59Z,CN=display.da.mod.uk,display.da.mod.uk,,display.da.mod.uk,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",aa8de2b8c825b3c41d827e17ac0c0e3a,cba869274bf7936ae1cebdc89fe035fcca87016cd0b4aa270c6decd0c8e84b4d,,ctls,display.da.mod.uk,azure,443,https://display.da.mod.uk:443,https,,text/html,GET,51.104.28.74,/,-237335256,51.104.28.74,,74,False,True,,,,
dle-dev.ice.mod.gov.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,,443,https://dle-dev.ice.mod.gov.uk:443,https,cloudflare,text/html,GET,35.176.238.10,/,1992744764,3.8.67.109,HSTS,1,False,,,*.gov.uk,https://sso.defencegateway.mod.uk/adfs/ls/?SAMLRequest=hZLNcoIwFEZfhckeAkGtZoQZqos6Y1tGaBfddCJchWlIKDdoffsi9Mdu7Db57rn5zmSOopI1j1pTqA28t4DG%2BqikQt5fBKRtFNcCS%2BRKVIDcZDyJ7tecOS6vG210piWxIkRoTKnVQitsK2gSaA5lBk%2BbdUAKY2rklOYS7BwOTnfuVDp39vrgtG80KcrtVkswhYOo6ZnOaPyYpMRads8plTiDfzFdyMlhByqDvTBwFKee1pFEvkMqkRJrtQzIK8s94Y3GzJ%2BMpr4vhAeeL9xs4k1vxjPmz7oYYgsrhUYoExDmMt92J7Y3Tl3G2YyP3BdixV8lb0uVl2p%2F3ch2CCG%2FS9PYHko8Q4N9gS5AwvnZK%2B8XNxemr2PFt14S%2FiMTf2TO6cWmYW3NHzr0ahlrWWYnK5JSHxcNdBID4hEaDiN%2Ff0P4CQ%3D%3D&RelayState=ss%3Amem%3Aec0a0860183c7afcbad3087cc4e4dea92a5ebfe59d182162cfa0f7b5d2384811,
dle-stg.ice.mod.gov.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,,443,https://dle-stg.ice.mod.gov.uk:443,https,cloudflare,text/html,GET,35.176.218.235,/,-1920957772,18.132.218.235,HSTS,1,False,,,*.gov.uk,https://sso.defencegateway.mod.uk/adfs/ls/?SAMLRequest=hZLLboMwEEV%2FBXkP5pGQxApINFk0UtpGhXbRTWVgAqjGpoxJmr8vgT7STbq175zxPfISeS0aFnW6lI%2Fw3gFq46MWEtlwEZCulUxxrJBJXgMynbE4utsy17JZ0yqtMiWIESFCqyslV0piV0MbQ3uoMnh63Aak1LpBRmkuwERdWP25VavcKtTB6t5oXFZpqgTo0kJU9Ex36e4hToix7p9TSX4G%2F2L6kJXDHmQGBddw5KeB1pN4vkcqkBJjsw7Ia%2B7a6WTvLmZOOp96nu179nw2XaQzDn6e%2Bk4fQ%2BxgI1FzqQPi2q5n2r7pTBPbZe6CTewXYuy%2BSt5UMq9kcd1IOoaQ3SbJzhxLPEOLQ4E%2BQMLl2SsbFrcXpq9j%2BbdeEv4jE39kLunFpnFtw%2B579Ga9U6LKTkYkhDquWuglBsQhNBxH%2Fv6G8BM%3D&RelayState=ss%3Amem%3Aa5488357075147c67a17dee28a2cd36656b383bb35f745592a55169627cf07c2,
dle.ice.mod.gov.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,,443,https://dle.ice.mod.gov.uk:443,https,cloudflare,text/html,GET,18.169.78.232,/,-1433246136,35.178.145.49,HSTS,1,False,,,*.defencegateway.mod.uk,https://sso.defencegateway.mod.uk/adfs/ls/?SAMLRequest=fZLNcoIwFEZfhcleEiJamxFmqC7qjG0ZoV100wkQhGlIaG7Q%2BvZF6I%2FduE2%2Be26%2BM1kCb2TLos5Waic%2BOgHW%2BWykAjZcBKgzimkONTDFGwHM5iyJHraMuoS1Rluda4mcCEAYW2u10gq6RphEmEOdi%2BfdNkCVtS0wjAsp3P7MbXTh7vXB7d5xUtVZpqWwlQug8ZlMcfyUpMhZ90%2BpFT9D%2FxB9yC1EKVQu9tyKIz8NtJ7EixKwBIyczTpAb5QubucFnZYe8annl8XNrJguMup7hGQ5JX0MoBMbBZYrGyBK6HRC5hNvlhLK6C3zZ6%2FIib8L3tWqqNX%2Buo1sDAG7T9N4MpZ4EQaGAn0AhcuzUzYsNheWr2P5j1oUXhEJvyKX%2BGLLuLJljz12s461rPOTE0mpjysjeoEB8hAOx5H%2FvyD8Ag%3D%3D&RelayState=ss%3Amem%3A6c798a1079849710ed81503785b2d4478715cf003391630fbedfeb52bb05bbfd,
doctrine.mod.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,cloudflare,443,https://doctrine.mod.uk:443,https,cloudflare,text/html,GET,104.18.7.106,/,447938186,2606:4700::6812:66a,HSTS,1,False,True,,*.gov.uk,https://sso.defencegateway.mod.uk/adfs/ls/?SAMLRequest=fZFBU8IwEIX%2FSid3mjRA1QxlpsJBZlA7UD14cdJ2gYxpUrOpyL%2B3gCge5Lxv39v37QhlrRuRtn5jFvDeAvrgs9YGxWGQkNYZYSUqFEbWgMKXYpnezwUPmWic9ba0mgQpIjivrJlYg20NbgnuQ5XwtJgnZON9g4LSypbeKQNhbauwfaPLjSoKq8FvQkRL97acZo%2FLnATT7g5l5N7xd78ThRWswJSwlh62cndyktUKqUZKgtk0Ia%2F9q2LAeSSHELFCcnYdM1bFN8MVDCUv4qqTIbYwM%2Bil8QnhjPd7LO5Fw5xxwW%2FEgL2QIPtud6tMpcz6MoriKEJxl%2BdZ71jiGRweCnQCMh7tgYpDsDtDfNlWnriS8X8U8YfiiJ5FHPMa8dB5zqaZ1arcBanWdjtx0NFLSETo%2BLjy9%2F%2FjLw%3D%3D&RelayState=cookie%3A1686796180_d8b8&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=kRAiyuR1QEVEnbl13X1HBuomlT%2Bf%2BePR5V8RD5K91ENS%2Bw%2FU1uogdpizptpZjaevPR%2Bj%2F3ZE20Y%2FvNUPxy1iAHnKgBOwftSgelzxmO0aGstAqHojrsI2oGf%2F87Z64MC%2FuU2rCxjP0CZpLzMUFQKQAA6M8cS33EKyvWdVK5nq2uc6xTXguA1ZCu6bwrHvpKE3cpWf62vGSl21G164LNj51j3gfVJlxU3DmDu0Zz2R1pfSXFnL9Hn5YaeikLfuLBprlJCimpHWPkdUbGL83GEeXqk6xlfEKWIH5UclYsfuvnrpf04Gw9jgVSS0jIMVS4F99vpdDdS32Uh14xUSquyJlg%3D%3D,
dpki.mod.uk,Test Page for the HTTP Server on Red Hat Enterprise Linux,403,5159,dpki.mod.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2023-09-10T23:59:59Z,"CN=mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mod.uk,"Cloudflare, Inc.",*.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",62d123665a2bede51e4ca83afa93b9de,ae4155bff10ae4075b8a39e304486c7c909da814a853ae8fe9689c942778cb3c,True,ctls,dpki.mod.uk,cloudflare,443,https://dpki.mod.uk:443,https,cloudflare,text/html,GET,104.18.7.106,/,582446048,2606:4700::6812:66a,HSTS,148,False,True,,,,
element.defencegateway.mod.uk,403 Forbidden,403,146,element.defencegateway.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-02-16T23:59:59Z,CN=*.defencegateway.mod.uk,*.defencegateway.mod.uk,,*.defencegateway.mod.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,76d0634d5c48836d108601684eaee4be,fd460d62c59f92fbbd3b798fa12c3e539de74ab30ae02878cef6e7eff863be2b,True,ctls,element.defencegateway.mod.uk,,443,https://element.defencegateway.mod.uk:443,https,nginx,text/html,GET,35.178.48.72,/,-1561873722,35.178.58.21,Nginx,8,False,,,,,
email.royalnavy.mod.uk,403 Forbidden,403,199,email.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2024-03-06T23:59:59Z,CN=secure.ecircle-ag.com,secure.ecircle-ag.com,,www.secure.ecircle-ag.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",1673c7fc41edc601c18652f3dc1b30af,5ac37b2162b42d086a3664e6ba970ea019d0c7374fc22199f7b3504626d55a34,,ctls,email.royalnavy.mod.uk,,443,https://email.royalnavy.mod.uk:443,https,Apache,text/html,GET,91.192.43.152,/,-855688948,91.192.43.151,Apache,8,False,,True,,,
enterpriseenrollment.bader.mod.uk,Microsoft Intune admin center,200,40557,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,azure,443,https://enterpriseenrollment.bader.mod.uk:443,https,,text/html,GET,13.74.111.192,/,1631801191,13.74.111.192,HSTS,4,False,True,,,https://intune.microsoft.com/,
enterpriseenrollment.da.mod.uk,Microsoft Intune admin center,200,40557,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,azure,443,https://enterpriseenrollment.da.mod.uk:443,https,,text/html,GET,13.74.111.192,/,1631801191,13.74.111.192,HSTS,4,False,True,,,https://intune.microsoft.com/,
