input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_expired
eu-west-1.reverse.geocoder.sit.ls.hereapi.com,,401,68,eu-west-1.reverse.geocoder.sit.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-05-11T18:39:03Z,2023-06-12T12:16:07Z,"CN=reverse.geocoder.ls.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",reverse.geocoder.ls.hereapi.com,HERE Global BV,reverse.geocoder.sit.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dff1ba56d7c238ff5cdb024a20d52f75,11884d3982e02a3cae24ff4fd4f5bd492dfaa1a3a0c9ce027702eb2a9ecda20c,,ctls,eu-west-1.reverse.geocoder.sit.ls.hereapi.com,,443,https://eu-west-1.reverse.geocoder.sit.ls.hereapi.com:443,https,openresty,application/json,GET,52.49.49.51,/,1324589589,52.19.110.56,OpenResty,2,False,,,,
eu-west-1.search.hereapi.com,,404,82,eu-west-1.search.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-15T18:16:20Z,2024-06-15T18:16:19Z,"CN=search.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",search.hereapi.com,HERE Global BV,places.hybrid.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e0db8fc520878954d74ce93314d2035,1c35fb0d6ec61a0c527d6d56312bd2c0e06ddac0a0471144cb1bb5576d0e4183,True,ctls,eu-west-1.search.hereapi.com,,443,https://eu-west-1.search.hereapi.com:443,https,openresty,application/json,GET,99.80.168.16,/,773716359,34.243.147.88,OpenResty,2,False,,,,
eu-west-1.st.p.account.here.com,,200,18560,eu-west-1.st.p.account.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-05-16T11:21:05Z,2023-06-17T11:21:04Z,"CN=st.p.account.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",st.p.account.here.com,HERE Global BV,eu-west-1.st.p.account.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ea6401db86ef1d5e1d2d2f4ae108bc4f,8388a9fdb30114be6775a1207a1cd77965370ccb4d156ce0329b2308cf3e5288,,ctls,eu-west-1.st.p.account.here.com,,443,https://eu-west-1.st.p.account.here.com:443,https,nginx,text/html,GET,34.240.138.154,/,-278107170,34.250.32.97,Nginx,1,False,,http:,https://eu-west-1.st.p.account.here.com/sign-in,
eu.platform.here.com,,404,,eu.platform.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-06T12:16:21Z,2024-03-09T12:16:20Z,"CN=platform.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",platform.here.com,HERE Global BV,platform-test.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c0bfd6e0189b2652e7ae5e7aa6f8495b,937ae197541515e0cde90f44c3729a9672b118975896ae1887e4faab077cf6bc,,ctls,eu.platform.here.com,,443,https://eu.platform.here.com:443,https,openresty,,GET,34.249.12.203,/,-1840324437,52.30.222.227,OpenResty,1,False,,https://mapcreator-news-e2e-s3bucket-pvn5gfclvffa.s3.amazonaws.com/,,
eu.slosweb-cit.api-gateway.ls.hereapi.com,,404,82,eu.slosweb-cit.api-gateway.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-25T13:00:05Z,2023-12-27T12:16:05Z,"CN=eu.slosweb-cit.api-gateway.ls.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",eu.slosweb-cit.api-gateway.ls.hereapi.com,HERE Global BV,*.eu.slosweb-cit.api-gateway.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,deda3e00535f112e13b6e8bb81d1b70c,b827289bbbd782f49b2d5c7617b0d235b367d21b30af3a575425d76bbb58ba4b,True,ctls,eu.slosweb-cit.api-gateway.ls.hereapi.com,,443,https://eu.slosweb-cit.api-gateway.ls.hereapi.com:443,https,openresty,application/json,GET,108.128.92.245,/,773716359,34.248.94.2,OpenResty,2,False,,,,
eu.tpeg-oet.hybrid.cc.api.here.com,,404,82,eu.tpeg-oet.hybrid.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-24T12:16:03Z,2024-04-24T12:16:02Z,"CN=tpeg-oet.hybrid.cc.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",tpeg-oet.hybrid.cc.api.here.com,HERE Global BV,rw.tpeg-oet.hybrid.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,71d0aaea4c3656fd659ebd2370de2f26,896117b9ef340fe038238e3d436394c850233d8e443601c4c94b636a06f601e4,,ctls,eu.tpeg-oet.hybrid.cc.api.here.com,,443,https://eu.tpeg-oet.hybrid.cc.api.here.com:443,https,openresty,application/json,GET,34.253.102.230,/,773716359,54.195.214.110,OpenResty,2,False,,,,
eu.tpeg-set.cit.hybrid.cc.api.here.com,,404,82,eu.tpeg-set.cit.hybrid.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-24T18:16:20Z,2024-03-27T18:16:19Z,"CN=eu.tpeg-set.cit.hybrid.cc.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",eu.tpeg-set.cit.hybrid.cc.api.here.com,HERE Global BV,eu.tpeg-set.cit.hybrid.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,18bc7f2e906ecc7e1108d8c62ca906ca,dd9c1c84e5247af123964fac25f2a8271f6077ca53650da6f064e62f31ed4119,,ctls,eu.tpeg-set.cit.hybrid.cc.api.here.com,,443,https://eu.tpeg-set.cit.hybrid.cc.api.here.com:443,https,openresty,application/json,GET,52.213.52.10,/,773716359,34.241.198.121,OpenResty,2,False,,,,
eu.tpeg-set.ctt.hybrid.cc.api.here.com,,404,82,eu.tpeg-set.ctt.hybrid.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-22T12:16:29Z,2024-03-25T12:16:28Z,"CN=eu.tpeg-set.ctt.hybrid.cc.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",eu.tpeg-set.ctt.hybrid.cc.api.here.com,HERE Global BV,eu.tpeg-set.ctt.hybrid.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,05facdcbfcf36b5bb0f590ff105480c8,0408748036a343711b48c54b4a44fbc158187d82cbc802820d76a7d811f56ad5,,ctls,eu.tpeg-set.ctt.hybrid.cc.api.here.com,,443,https://eu.tpeg-set.ctt.hybrid.cc.api.here.com:443,https,openresty,application/json,GET,54.86.179.199,/,773716359,18.210.131.205,OpenResty,2,False,,,,
eu.tpeg-set.nxt.hybrid.cc.api.here.com,,404,82,eu.tpeg-set.nxt.hybrid.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-22T12:11:02Z,2024-03-25T12:11:01Z,"CN=eu.tpeg-set.nxt.hybrid.cc.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",eu.tpeg-set.nxt.hybrid.cc.api.here.com,HERE Global BV,eu.tpeg-set.nxt.hybrid.cc.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a54494f2c0cef327a79d66bfc278817d,511668ae7c983a7810ac03a7e2692c4143b3b6222e44a4030d9d0366691df318,,ctls,eu.tpeg-set.nxt.hybrid.cc.api.here.com,,443,https://eu.tpeg-set.nxt.hybrid.cc.api.here.com:443,https,openresty,application/json,GET,54.86.123.255,/,773716359,54.146.63.97,OpenResty,2,False,,,,
explore.api.here.com,Places API,200,166681,explore.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-11T12:36:08Z,2023-08-12T12:36:07Z,"CN=*.places.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",*.places.api.here.com,HERE Global BV,places.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3ba03b111e6b4a740f5aa58ab90f922f,ff4b8d89fbc04dc6ed246e4678dffc1a24b994ce282da7c8a783bb25ee69edc5,True,ctls,explore.api.here.com,,443,https://explore.api.here.com:443,https,nginx,text/html,GET,34.255.222.123,/,,2a01:578:3::22ff:de7b,Nginx,2179,False,,,https://explore.api.here.com/places/,
explore.cit.api.here.com,Places API,200,170372,explore.cit.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-05T13:01:25Z,2023-08-06T13:01:24Z,"CN=places.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",places.cit.api.here.com,HERE Global BV,places.sit.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,00c4f96717e380c8435ba687631be0d6,99955cbc6d4dcb6314f975b22b70ca7f559db48803d9900702aa5d154d431393,,ctls,explore.cit.api.here.com,,443,https://explore.cit.api.here.com:443,https,nginx,text/html,GET,52.212.123.176,/,,2a01:578:3::34d4:7bb0,Nginx,2167,False,,,https://explore.cit.api.here.com/places/,
explore.pit.api.here.com,Places API,200,170372,explore.pit.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-05T13:01:25Z,2023-08-06T13:01:24Z,"CN=places.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",places.cit.api.here.com,HERE Global BV,places.sit.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,00c4f96717e380c8435ba687631be0d6,99955cbc6d4dcb6314f975b22b70ca7f559db48803d9900702aa5d154d431393,,ctls,explore.pit.api.here.com,,443,https://explore.pit.api.here.com:443,https,nginx,text/html,GET,52.212.123.176,/,1680944290,2a01:578:3::34d4:7bb0,Nginx,2167,False,,,https://explore.pit.api.here.com/places/,
feedback.here.com,,403,42,feedback.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-11T12:16:02Z,2023-09-12T12:16:01Z,"CN=feedback.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",feedback.here.com,HERE Global BV,feedback.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3fdace4acfb90c88b52ba4af37137616,ec1d46d567eafab6885d87b4d5de7258a3a04e88666b0d10319375e2d498ce0a,,ctls,feedback.here.com,cloudfront,443,https://feedback.here.com:443,https,,application/json,GET,13.32.99.77,/,768769774,13.32.99.53,Amazon Web Services,1,False,True,,,
fleet.api-gateway.ls.hereapi.com,,404,82,fleet.api-gateway.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-07T19:02:03Z,2023-10-09T00:16:04Z,"CN=routematching.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",routematching.hereapi.com,HERE Global BV,fleet.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c2f9e12bb8e57d74a8399c51c42a8764,97708fca9ef82cfb22a2b32c6450ec53d290640ea07136e6532693933af0eb02,True,ctls,fleet.api-gateway.ls.hereapi.com,,443,https://fleet.api-gateway.ls.hereapi.com:443,https,openresty,application/json,GET,63.35.96.107,/,773716359,34.249.3.22,OpenResty,2,False,,,,
fleet.api.here.com,,404,82,fleet.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-09-07T19:02:03Z,2023-10-09T00:16:04Z,"CN=routematching.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",routematching.hereapi.com,HERE Global BV,fleet.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c2f9e12bb8e57d74a8399c51c42a8764,97708fca9ef82cfb22a2b32c6450ec53d290640ea07136e6532693933af0eb02,True,ctls,fleet.api.here.com,,443,https://fleet.api.here.com:443,https,openresty,application/json,GET,34.249.3.22,/,773716359,63.35.96.107,OpenResty,2,False,,,,
fleet.cit.api.here.com,,404,82,fleet.cit.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-07T19:02:03Z,2023-10-09T00:16:04Z,"CN=routematching.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",routematching.hereapi.com,HERE Global BV,fleet.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c2f9e12bb8e57d74a8399c51c42a8764,97708fca9ef82cfb22a2b32c6450ec53d290640ea07136e6532693933af0eb02,True,ctls,fleet.cit.api.here.com,,443,https://fleet.cit.api.here.com:443,https,openresty,application/json,GET,52.208.113.33,/,773716359,63.35.96.107,OpenResty,2,False,,,,
fleet.hereapi.com,,404,82,fleet.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-07T19:02:03Z,2023-10-09T00:16:04Z,"CN=routematching.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",routematching.hereapi.com,HERE Global BV,fleet.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c2f9e12bb8e57d74a8399c51c42a8764,97708fca9ef82cfb22a2b32c6450ec53d290640ea07136e6532693933af0eb02,True,ctls,fleet.hereapi.com,,443,https://fleet.hereapi.com:443,https,openresty,application/json,GET,52.208.113.33,/,773716359,63.35.96.107,OpenResty,2,False,,,,
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,True,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.74.202,/,-606046040,2a00:1450:4001:80b::200a,HTTP/3,1,False,,,,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,172.217.23.99,/,302920777,2a00:1450:4001:829::2003,HTTP/3,12,False,,,,
forum.mapcreator.here.com,HERE Map Creator Discussion board - Forums,200,61069,forum.mapcreator.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-03T18:16:15Z,2024-03-06T18:16:14Z,"CN=mapcreator.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",mapcreator.here.com,HERE Global BV,*.mapcreator.in.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,04991aeb153288520152fd73431c94c2,1232bac8d6be4ae2ee42928601bdf9d64164ebb0a2a903b6e7778599efa521b6,True,ctls,forum.mapcreator.here.com,cloudfront,443,https://forum.mapcreator.here.com:443,https,Apache,text/html,GET,18.66.97.105,/,-24994570,18.66.97.20,WordPress:6.1.1,824,False,True,,,
fuel.hereapi.com,,404,82,fuel.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-09T06:14:04Z,2024-02-07T12:16:07Z,"CN=fuel.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",fuel.hereapi.com,HERE Global BV,fuel.cit.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,42aace43ca6865094b46eb334722b242,58621dc9653449b55381df1a4b6563661d316f1abd5316ef9cd38eac24925006,,ctls,fuel.hereapi.com,,443,https://fuel.hereapi.com:443,https,openresty,application/json,GET,52.16.17.154,/,773716359,34.249.230.136,OpenResty,2,False,,,,
fuel.sit.hereapi.com,,404,82,fuel.sit.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-12-16T00:16:13Z,2024-01-17T00:16:12Z,"CN=fuel.sit.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",fuel.sit.hereapi.com,HERE Global BV,fuel.sit.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,db38a0295b334fe49263425aad78fb8d,f1dc08a47161b7595d28cf4cd445f12c55fd2ed4d36ebad448befee63c8247f9,,ctls,fuel.sit.hereapi.com,,443,https://fuel.sit.hereapi.com:443,https,openresty,application/json,GET,52.208.160.161,/,773716359,52.50.133.168,OpenResty,2,False,,,,
fwdkim1.here.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://fwdkim1.here.com:80,http,CloudFront,text/html,GET,13.225.78.38,/,-1345426711,13.225.78.59,Amazon Web Services,20,False,True,,,
geo.cit.hybrid.api.here.com,,404,166,geo.cit.hybrid.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-03-21T12:16:03Z,2024-04-21T12:16:02Z,"CN=geocoder.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.cit.api.here.com,HERE Global BV,*.geocoder.sit.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4f2d3299dee9cf4c73f81d9256d09314,3bff0cafc1e5f9daf0842415180adae7df1fbb6e912842e5ab982f8b0d98fd8f,True,ctls,geo.cit.hybrid.api.here.com,,443,https://geo.cit.hybrid.api.here.com:443,https,openresty,application/xml,GET,52.209.92.35,/,94263619,34.247.132.127,OpenResty,1,False,,,,
geo.cit.hybrid.cc.api.here.com,,404,166,geo.cit.hybrid.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-03-21T12:16:03Z,2024-04-21T12:16:02Z,"CN=geocoder.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.cit.api.here.com,HERE Global BV,*.geocoder.sit.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4f2d3299dee9cf4c73f81d9256d09314,3bff0cafc1e5f9daf0842415180adae7df1fbb6e912842e5ab982f8b0d98fd8f,True,ctls,geo.cit.hybrid.cc.api.here.com,,443,https://geo.cit.hybrid.cc.api.here.com:443,https,openresty,application/xml,GET,52.209.92.35,/,94263619,34.247.132.127,OpenResty,1,False,,,,
geo.hybrid.api.here.com,,404,166,geo.hybrid.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-01-16T12:16:02Z,2024-02-17T12:16:01Z,"CN=geocoder.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.api.here.com,HERE Global BV,rev.hybrid.ccv.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,735310f688773f998c8a2a5330691db1,8a1564bc268cb9fb4657e5af4b0c37824870518661e3b1ef4b3584a922cfecdf,True,ctls,geo.hybrid.api.here.com,,443,https://geo.hybrid.api.here.com:443,https,openresty,application/xml,GET,52.30.31.222,/,94263619,54.194.186.210,OpenResty,1,False,,,,
geo.hybrid.cc.api.here.com,,404,166,geo.hybrid.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-01-16T12:16:02Z,2024-02-17T12:16:01Z,"CN=geocoder.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.api.here.com,HERE Global BV,rev.hybrid.ccv.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,735310f688773f998c8a2a5330691db1,8a1564bc268cb9fb4657e5af4b0c37824870518661e3b1ef4b3584a922cfecdf,True,ctls,geo.hybrid.cc.api.here.com,,443,https://geo.hybrid.cc.api.here.com:443,https,openresty,application/xml,GET,52.30.31.222,/,94263619,34.252.95.156,OpenResty,1,False,,,,
geocoder.api.here.com,,404,166,geocoder.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-16T12:16:02Z,2024-02-17T12:16:01Z,"CN=geocoder.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.api.here.com,HERE Global BV,rev.hybrid.ccv.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,735310f688773f998c8a2a5330691db1,8a1564bc268cb9fb4657e5af4b0c37824870518661e3b1ef4b3584a922cfecdf,True,ctls,geocoder.api.here.com,,443,https://geocoder.api.here.com:443,https,openresty,application/xml,GET,34.253.26.80,/,94263619,52.215.240.87,OpenResty,1,False,,,,
geocoder.bulk.api.here.com,,404,166,geocoder.bulk.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-01-16T12:16:02Z,2024-02-17T12:16:01Z,"CN=geocoder.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.api.here.com,HERE Global BV,rev.hybrid.ccv.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,735310f688773f998c8a2a5330691db1,8a1564bc268cb9fb4657e5af4b0c37824870518661e3b1ef4b3584a922cfecdf,True,ctls,geocoder.bulk.api.here.com,,443,https://geocoder.bulk.api.here.com:443,https,openresty,application/xml,GET,34.223.205.126,/,94263619,52.40.72.220,OpenResty,1,False,,,,
geocoder.cc.api.here.com,,404,166,geocoder.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-01-16T12:16:02Z,2024-02-17T12:16:01Z,"CN=geocoder.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.api.here.com,HERE Global BV,rev.hybrid.ccv.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,735310f688773f998c8a2a5330691db1,8a1564bc268cb9fb4657e5af4b0c37824870518661e3b1ef4b3584a922cfecdf,True,ctls,geocoder.cc.api.here.com,,443,https://geocoder.cc.api.here.com:443,https,openresty,application/xml,GET,52.215.240.87,/,94263619,52.214.183.45,OpenResty,1,False,,,,
geocoder.cit.api.here.com,,404,166,geocoder.cit.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T12:16:03Z,2024-04-21T12:16:02Z,"CN=geocoder.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.cit.api.here.com,HERE Global BV,*.geocoder.sit.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4f2d3299dee9cf4c73f81d9256d09314,3bff0cafc1e5f9daf0842415180adae7df1fbb6e912842e5ab982f8b0d98fd8f,True,ctls,geocoder.cit.api.here.com,,443,https://geocoder.cit.api.here.com:443,https,openresty,application/xml,GET,34.243.237.152,/,94263619,34.240.56.53,OpenResty,1,False,,,,
geocoder.cit.cc.api.here.com,,404,166,geocoder.cit.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-03-21T12:16:03Z,2024-04-21T12:16:02Z,"CN=geocoder.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",geocoder.cit.api.here.com,HERE Global BV,*.geocoder.sit.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4f2d3299dee9cf4c73f81d9256d09314,3bff0cafc1e5f9daf0842415180adae7df1fbb6e912842e5ab982f8b0d98fd8f,True,ctls,geocoder.cit.cc.api.here.com,,443,https://geocoder.cit.cc.api.here.com:443,https,openresty,application/xml,GET,63.34.159.38,/,94263619,34.243.237.152,OpenResty,1,False,,,,
