new,host,a,cname,soa,txt,status_code,cdn,cdn-name,ns,aaaa,has_internal_ips,internal_ips,caa,mx
,package-download-prd-use1.mdd.ds.data.here.com,"3.232.188.247, 34.200.99.47, 34.236.127.57",,"ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-package-download-prd/packagedownload-prd-use1",NOERROR,,,,,,,,
,package.dev.navigation-voice.data.here.com,"18.66.147.95, 18.66.147.85, 18.66.147.119, 18.66.147.44",d1lzr8u3ze6wcm.cloudfront.net,"ns-879.awsdns-45.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1346.awsdns-40.org, ns-1917.awsdns-47.co.uk, ns-277.awsdns-34.com, ns-879.awsdns-45.net",,,,,
,package.navigation-voice.data.here.com,"143.204.89.63, 143.204.89.34, 143.204.89.112, 143.204.89.84",,"ns-2043.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,package.stg.navigation-voice.data.here.com,"52.85.242.93, 52.85.242.52, 52.85.242.97, 52.85.242.49",,"ns-2043.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,pamsmta01.it.here.com,131.228.158.35,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,parking-wrapper.cit.ls.hereapi.com,"52.214.178.70, 52.18.154.23, 52.19.93.120",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/krpark-cit-gtw-de63e019-564d-11eb-8c21-4ad1c29510d9-sentry",NOERROR,,,,,,,,
,partners.here.com,"85.222.140.13, 85.222.140.11, 85.222.140.10","partners.here.com.00d3000000002omeaq.live.siteforce.com, 1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",,NOERROR,,,,,,,,
,pde.api.here.com,"52.208.113.33, 34.249.3.22, 63.35.96.107","routematching.hereapi.com, routematching.hereapi.com.a1187.p01.hereglb.com, fleet.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/fta-gateway-prd-2281bae9-e84b-11ea-a735-3ebe1f72fbcd-sentry",NOERROR,,,,,,,,
,pde.cit.api.here.com,"52.208.113.33, 63.35.96.107, 34.249.3.22","routematching.hereapi.com, routematching.hereapi.com.a1187.p01.hereglb.com, fleet.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/fta-gateway-prd-2281bae9-e84b-11ea-a735-3ebe1f72fbcd-sentry",NOERROR,,,,,,,,
,pdx-sdaa.api-gateway.ls.hereapi.com,"52.38.61.76, 54.186.199.90, 35.164.218.63",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-2-aws-us-west-2.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ols-sdaa-prd-e9467cab-825a-11eb-8c2a-d2fb75c25b3e-sentry",NOERROR,,,,,,,,
,pep.ext.here.com,"34.235.179.1, 52.4.236.102",pep-production-2022820702.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pi.hybrid.api.here.com,"54.229.166.115, 54.72.17.182","search.api.here.com.a121.p01.hereglb.com, cluster-1.eu-west-1.pr.gate5.us","ns-920.awsdns-51.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pic.it.here.com,131.228.152.38,,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,piclet.image.cpt.api.here.com,,,"ns-1788.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-434.awsdns-54.com, ns-568.awsdns-07.net, ns-1365.awsdns-42.org, ns-1788.awsdns-31.co.uk",,,,,
,piclet.image.sit.api.here.com,,,"ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pidx.hybrid.api.here.com,"52.51.92.18, 34.251.179.201, 34.248.113.108","pidx.mos.svc.ovi.com.a662.p01.hereglb.com, pidx.prd.eu-west-1.ds.data.here.com, patch-index-server-prd-euw1.mdd.ds.data.here.com","ns-1313.awsdns-36.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-patch-index-server-prd/patchindexserver-prd-euw1",NOERROR,,,,,,,,
,pidx.hybrid.cc.api.here.com,"52.51.92.18, 34.251.179.201, 34.248.113.108","pidx.mos.svc.ovi.com.a662.p01.hereglb.com, pidx.prd.eu-west-1.ds.data.here.com, patch-index-server-prd-euw1.mdd.ds.data.here.com",,,NOERROR,,,"ns-1313.awsdns-36.org, ns-1915.awsdns-47.co.uk, ns-588.awsdns-09.net, ns-59.awsdns-07.com",,,,,
,pidx.nxt.hybrid.api.here.com,131.228.152.32,pidx.sit.hybrid.api.here.com,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,pidx.nxt.hybrid.cc.api.here.com,131.228.152.32,"pidx.nxt.hybrid.api.here.com, pidx.sit.hybrid.api.here.com","gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com, us-qas99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,pidx.pit.hybrid.api.here.com,46.137.177.227,pidx.pit.eu-west-1.dv.ds.data.here.com,"ns-1809.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pidx.sit.hybrid.api.here.com,131.228.152.32,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,pipelines.api.platform.here.com,"54.246.209.255, 52.212.127.231, 34.253.23.164",,"ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pit.access.hub.api.here.com,54.210.167.56,qa.us-east-1.access.hub.api.here.com,"ns-1534.awsdns-63.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pit.hybrid.api.here.com,131.228.152.31,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,pit.ppc.hub.api.here.com,44.198.227.93,pit.us-east-1.ppc.hub.api.here.com,"ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pit.us-east-1.ppc.hub.api.here.com,44.198.227.93,,"ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pit.us-east-1.sentry.hub.pit.api.here.com,,,"ns-1089.awsdns-08.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,place.here.com,"35.157.85.172, 3.124.22.197, 3.75.127.193",redirect.here.com,"ns-995.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1771.awsdns-29.co.uk, ns-479.awsdns-59.com, ns-1392.awsdns-46.org, ns-995.awsdns-60.net",,,,,
,places.api.here.com,"54.86.218.24, 3.209.192.91, 205.251.192.91, 205.251.195.223, 205.251.196.212, 205.251.199.71",,"ns-1236.awsdns-26.org, awsdns-hostmaster.amazon.com",loaderio=4ff645e0a2acf700085166fbc7a85fd9,NOERROR,,,"ns-991.awsdns-59.net, ns-1236.awsdns-26.org, ns-1863.awsdns-40.co.uk, ns-91.awsdns-11.com","2406:da00:ff00::3656:da18, 2406:da00:ff00::3d1:c05b",,,,
,places.ccv.api.here.com,34.255.222.123,,"ns-1854.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-152.awsdns-19.com, ns-1854.awsdns-39.co.uk, ns-976.awsdns-58.net, ns-1149.awsdns-15.org",2a01:578:3::22ff:de7b,,,,
,places.cit.api.here.com,52.212.123.176,,"ns-1880.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",loaderio=6941e27b1d8674e6f9d5a9f76bfe1133,NOERROR,,,"ns-1064.awsdns-05.org, ns-1880.awsdns-43.co.uk, ns-183.awsdns-22.com, ns-992.awsdns-60.net","2a01:578:3::34d4:7bb0, 2a01:578:3::364d:388b",,,,
,places.cit.cc.api.here.com,54.77.56.139,,"ns-640.awsdns-16.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-640.awsdns-16.net, ns-1047.awsdns-02.org, ns-1919.awsdns-47.co.uk, ns-480.awsdns-60.com",2a01:578:3::364d:388b,,,,
,places.cit.flame.api.here.com,,,"ns-1613.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,places.cit.hybrid.cc.api.here.com,54.77.56.139,,"ns-999.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-309.awsdns-38.com, ns-999.awsdns-60.net, ns-1116.awsdns-11.org, ns-1679.awsdns-17.co.uk",2a01:578:3::34d4:7bb0,,,,
,places.cpt.api.here.com,"205.251.192.123, 205.251.194.56, 205.251.196.178, 205.251.199.24",,"ns-123.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1816.awsdns-35.co.uk, ns-123.awsdns-15.com, ns-568.awsdns-07.net, ns-1202.awsdns-22.org",,,,,
,places.demo.api.here.com,"52.212.123.176, 205.251.193.64, 205.251.195.213, 205.251.196.186, 205.251.198.119",,"ns-1655.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1210.awsdns-23.org, ns-320.awsdns-40.com, ns-981.awsdns-58.net, ns-1655.awsdns-14.co.uk",2a01:578:3::34d4:7bb0,,,,
,places.here.com,"3.124.22.197, 3.75.127.193, 35.157.85.172",redirect.here.com,"ns-995.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1392.awsdns-46.org, ns-479.awsdns-59.com, ns-1771.awsdns-29.co.uk, ns-995.awsdns-60.net",,,,,
,places.ls.hereapi.com,"54.194.97.109, 34.243.147.88, 99.80.168.16","places.ls.hereapi.com.a1971.p01.hereglb.com, eu-west-1-prd-opensearch.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hgsv7-prd-2f6f6387-361e-11eb-a41b-0e081c257876-sentry",NOERROR,,,,,,,,
,places.nightly.api.here.com,52.212.123.176,,"ns-1479.awsdns-56.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-326.awsdns-40.com, ns-699.awsdns-23.net, ns-1479.awsdns-56.org, ns-1617.awsdns-10.co.uk",2a01:578:3::364d:388b,,,,
,places.nxt.api.here.com,52.17.0.122,,"ns-1405.awsdns-47.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1405.awsdns-47.org, ns-1583.awsdns-05.co.uk, ns-436.awsdns-54.com, ns-740.awsdns-28.net",2a01:578:3::3411:7a,,,,
,places.nxt.cc.api.here.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-821.awsdns-38.net, ns-1198.awsdns-21.org, ns-22.awsdns-02.com, ns-2019.awsdns-60.co.uk",,,,,
,places.nxt.hybrid.api.here.com,52.17.0.122,,"ns-1330.awsdns-38.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1790.awsdns-31.co.uk, ns-611.awsdns-12.net, ns-1330.awsdns-38.org, ns-499.awsdns-62.com",2a01:578:3::3411:7a,,,,
,places.pre.flame.api.here.com,52.17.0.122,"pre.places.cit.flame.api.here.com, places.nxt.api.here.com","ns-1405.awsdns-47.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1405.awsdns-47.org, ns-1583.awsdns-05.co.uk, ns-436.awsdns-54.com, ns-740.awsdns-28.net",2a01:578:3::3411:7a,,,,
,places.sit.ls.hereapi.com,"54.72.91.68, 52.17.115.126, 54.194.60.132","places.sit.ls.hereapi.com.a1971.p01.hereglb.com, eu-west-1.places.sit.ls.hereapi.com","ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/sit-299-gateway-sentry",NOERROR,,,,,,,,
,places.stg.api.here.com,,,"ns-1942.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,places.tools.api.here.com,,,"ns-241.awsdns-30.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-241.awsdns-30.com, ns-1985.awsdns-56.co.uk, ns-525.awsdns-01.net, ns-1321.awsdns-37.org",,,,,
,placescontent.ext.here.com,66.54.70.136,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,placesmanager.api.here.com,66.54.70.148,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,placesmanager.data.here.com,10.196.18.210,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,True,10.196.18.210,,
,placesmanager.int.api.here.com,,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,placesmanager.stg.api.here.com,66.54.70.235,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,platform.here.com,"54.189.125.20, 54.184.147.2, 54.149.208.174",,"ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-65.awsdns-08.com, ns-1785.awsdns-31.co.uk, ns-978.awsdns-58.net, ns-1329.awsdns-38.org",,,,,
,pm-bounces.here.com,138.197.30.54,pm.mtasv.net,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com","mailru-verification: 7e478ddcd067e847, google-site-verification=2ltbW8iunE_pv1YaZoVYbntlT_hNyiAaBkhcO9fgZ8s, google-site-verification=pViDNqSauXskObXnIyWwa2KxIP-CAA9GWpasGALiYek, v=spf1 include:spf.mtasv.net -all",NOERROR,,,,,,,,"p-pm-bounce-smtp01a-aws-useast2a.mtasv.net, p-pm-bounce-smtp01c-aws-useast2c.mtasv.net"
,pnav-set.cc.api.here.com,"205.251.192.229, 205.251.195.117, 205.251.196.24, 205.251.198.39",,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1575.awsdns-04.co.uk, ns-229.awsdns-28.com, ns-885.awsdns-46.net, ns-1048.awsdns-03.org",,,,,
,pnav-set.sit.cc.api.here.com,,,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1048.awsdns-03.org, ns-1575.awsdns-04.co.uk, ns-229.awsdns-28.com, ns-885.awsdns-46.net",,,,,
,poi.cit.hybrid.ccv.api.here.com,"54.155.75.87, 52.214.255.51, 52.18.160.211","search.sit.hereapi.com, eu-west-1-sit-opensearch.api-gateway.sit.ls.hereapi.com","ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/hgsv7-sit-8afe38fb-3332-11eb-9ba5-2604aff828dd-sentry",NOERROR,,,,,,,,
,poi.hybrid.api.here.com,"54.229.166.115, 54.72.17.182","search.api.here.com.a121.p01.hereglb.com, cluster-1.us-east-1.pr.gate5.us","ns-920.awsdns-51.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,poict.api.here.com,66.54.78.21,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,poict.cit.api.here.com,66.54.78.20,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,portal.hnod.here.com,"52.49.92.245, 52.208.51.198, 52.213.226.28",,"ns-1094.awsdns-08.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-hnod-prod/hnodportal-prod-sentry",NOERROR,,,"ns-146.awsdns-18.com, ns-996.awsdns-60.net, ns-1094.awsdns-08.org, ns-1681.awsdns-18.co.uk",,,,,
,pos.api.here.com,"52.16.165.154, 54.217.207.88, 54.154.135.237","pos.api.here.com.a2298.p01.hereglb.com, eu-west-1-positioning-v1.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/posapi-aws-v1-prd-1635938543184-sentry",NOERROR,,,,,,,,
,pos.cit.api.here.com,"54.154.135.237, 52.16.165.154, 54.217.207.88","pos.api.here.com, pos.api.here.com.a2298.p01.hereglb.com, eu-west-1-positioning-v1.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/posapi-aws-v1-prd-1635938543184-sentry",NOERROR,,,,,,,,
,pos.here.com,,,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-309.awsdns-38.com, ns-667.awsdns-19.net, ns-1504.awsdns-60.org, ns-1587.awsdns-06.co.uk",,,,,
,pos.ls.hereapi.com,"54.217.207.88, 52.16.165.154, 54.154.135.237","pos.ls.hereapi.com.a2298.p01.hereglb.com, eu-west-1-positioning-v1.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/posapi-aws-v1-prd-1635938543184-sentry",NOERROR,,,,,,,,
,positioning.here.com,"172.67.199.243, 104.21.50.31",www.here.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,positioning.hereapi.com,"52.211.101.179, 52.30.240.237, 52.215.65.135","positioning.hereapi.com.a2298.p01.hereglb.com, eu-west-1-positioning.api-gateway.ls.hereapi.com, us-east-1-positioning.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/posapi-aws-prd-ddbbd276-2ffc-11eb-a0cf-dec644fd2540-sentry",NOERROR,,,,,,,,
,potassium.slp.pos.here.com,127.0.0.1,,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,True,127.0.0.1,,
,ppc.hub.api.here.com,"52.19.201.206, 52.50.104.40","ppc.hub.api.here.com.a331.p01.hereglb.com, prd.eu-west-1.ppc.hub.api.here.com","ns-127.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pr-probewsrest.traffic.data.here.com,66.54.70.177,apr-probewsrest.traffic.data.here.com,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com, us-qas99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,pr-probewssoap.traffic.data.here.com,66.54.70.171,apr-probewssoap.traffic.data.here.com,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com, gb-lon99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,prd.ap-southeast-1.account.here.com,,,"ns-85.awsdns-10.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.ap-southeast-1.scbe.api.here.com,"18.139.234.208, 13.251.215.36, 52.220.204.114",,"ns-1895.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.api.ap-southeast-1.account.here.com,"52.76.197.87, 54.254.82.238, 54.255.24.82",,"ns-85.awsdns-10.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.api.eu-west-1.account.here.com,"52.210.96.237, 52.209.27.55, 34.246.146.168",,"ns-1269.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.api.us-east-1.account.here.com,"3.217.61.85, 44.208.215.45, 3.225.231.155",,"ns-624.awsdns-14.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.api.us-west-2.account.here.com,,,"ns-1451.awsdns-53.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.backend.locationgraph.hereapi.com,,,"ns-520.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1589.awsdns-06.co.uk, ns-399.awsdns-49.com, ns-520.awsdns-01.net, ns-1225.awsdns-25.org",,,,,
,prd.binary.eu-west-1.scbe.api.here.com,"13.227.219.69, 13.227.219.120, 13.227.219.94, 13.227.219.86",,"ns-1047.awsdns-02.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1047.awsdns-02.org, ns-2030.awsdns-61.co.uk, ns-243.awsdns-30.com, ns-826.awsdns-39.net",,,,,
,prd.binary.us-west-2.scbe.api.here.com,"13.225.78.10, 13.225.78.26, 13.225.78.24, 13.225.78.66",,"ns-131.awsdns-16.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,prd.eu-west-1.access.hub.api.here.com,"52.215.42.91, 52.17.249.96",,"ns-1556.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.eu-west-1.account.here.com,"34.246.146.168, 52.210.96.237, 52.209.27.55",,"ns-1269.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.eu-west-1.ppc.hub.api.here.com,"52.19.201.206, 52.50.104.40",,"ns-127.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.eventbroker.api.here.com,"54.86.28.9, 35.169.169.75",,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.stream.us-east-1.scbe.api.here.com,"13.32.99.100, 13.32.99.74, 13.32.99.66, 13.32.99.102",,"ns-1766.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,prd.stream.us-west-2.scbe.api.here.com,"99.84.191.118, 99.84.191.121, 99.84.191.55, 99.84.191.87",,"ns-131.awsdns-16.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,prd.us-east-1.access.hub.api.here.com,"54.234.20.91, 52.4.124.189, 54.81.60.224, 54.236.76.91",,"ns-1534.awsdns-63.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.us-east-1.ppc.hub.api.here.com,"75.101.151.37, 54.204.218.143",,"ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.us-east-1.scbe.api.here.com,"3.224.47.48, 44.207.148.56, 3.213.46.8",,"ns-1766.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.us-west-2.access.api.here.com,,,"ns-183.awsdns-22.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prd.us-west-2.scbe.api.here.com,"54.68.255.164, 54.184.228.78, 35.160.191.252",,"ns-131.awsdns-16.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prediction.api-gateway.sit.ls.hereapi.com,"54.154.250.254, 34.250.202.210, 54.229.209.218",,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/sit-predictions-1636994243479-sentry",NOERROR,,,,,,,,
,predictor.mobilitygraph.hereapi.com,"34.242.20.50, 18.200.193.67, 52.213.119.156","predictor.mobilitygraph.hereapi.com.a2305.p01.hereglb.com, eu-west-1-predictor.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/prd-predictions-1620314958201-sentry",NOERROR,,,,,,,,
,prime.data.here.com,,,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,probewsrest.traffic.data.here.com,,"proxy.proberest.pr.aws01.traffic.data.here.com, nginxproxyproberest-pr1-639-1363026303.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,probewssoap.traffic.data.here.com,"3.211.27.196, 44.195.159.43","proxy.probesoap.pr.aws01.traffic.data.here.com, nginxproxyprobesoap-pr1-639-820404251.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prod-gw-service.api-gateway.ls.hereapi.com,"52.213.36.131, 108.128.73.158, 34.249.49.132",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/gw-mkt-prod-09ac5fd6-2a3f-11eb-8c68-8ee7902a0644-sentry",NOERROR,,,,,,,,
,prod.eu-west-1.accounting.api.here.com,,,"ns-1197.awsdns-21.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prod.us-west-2.accounting.api.here.com,"52.41.212.63, 44.238.214.199",,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,profile.api-gateway.sit.ls.hereapi.com,"52.215.139.129, 34.251.120.190, 63.32.174.118",,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/sit-62305-gateway-sentry",NOERROR,,,,,,,,
,profile.mobilitygraph.cit.hereapi.com,"52.213.161.217, 54.194.184.229, 34.242.183.243",profile-cit-iam.api-gateway.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/cit-profile-1656666671650-sentry",NOERROR,,,"ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,,,
,profile.mobilitygraph.sit.hereapi.com,"52.215.139.129, 63.32.174.118, 34.251.120.190",profile.api-gateway.sit.ls.hereapi.com,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/sit-62305-gateway-sentry",NOERROR,,,,,,,,
