new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,txt,mx,ns,has_internal_ips,internal_ips
,scscr02.intel.com,192.55.35.7,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scscr21.intel.com,192.55.35.9,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsdnv01.intel.com,192.55.61.6,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsdnv02.intel.com,192.55.61.7,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfc.intel.com,192.102.182.8,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfc01.intel.com,192.102.182.6,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm01.intel.com,192.55.54.23,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm02.intel.com,192.55.54.24,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm04.intel.com,192.55.54.27,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm05.intel.com,192.55.54.29,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm10.intel.com,192.55.54.20,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm11.intel.com,192.55.54.10,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm12.intel.com,192.55.54.11,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm13.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm14.intel.com,192.55.54.5,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm15.intel.com,192.55.54.6,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm17.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm18.intel.com,192.55.54.30,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm19.intel.com,192.55.54.22,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm20.intel.com,192.55.54.25,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm21.intel.com,192.55.54.141,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm22.intel.com,192.55.54.142,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm23.intel.com,192.55.54.143,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm25.intel.com,192.55.54.145,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfm26.intel.com,192.55.54.149,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfmint01-a.intel.com,192.55.54.78,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfmint01.intel.com,192.55.54.78,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsfmint02.intel.com,192.55.54.77,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scshd-2c.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scshd.intel.com,192.52.57.25,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scshd01.intel.com,192.52.57.23,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scshd02.intel.com,192.52.57.24,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsidcint01-a.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsigk01.intel.com,134.191.196.5,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsigk02.intel.com,134.191.196.6,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsigk10.intel.com,134.191.196.8,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsiil01.intel.com,134.191.232.120,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsiil02.intel.com,134.191.232.121,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsiind-1.intel.com,192.55.79.38,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsiind-2.intel.com,192.55.79.39,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsiind03.intel.com,192.55.79.41,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsiind05.intel.com,192.55.79.43,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsir.intel.com,192.198.151.87,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsir01.intel.com,192.198.151.88,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsir02.intel.com,192.198.151.89,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsir05.intel.com,192.198.151.92,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsir10.intel.com,192.198.151.77,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsir11.intel.com,192.198.151.78,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsir12.intel.com,192.198.151.79,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsir13.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsisw-1.intel.com,192.55.37.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsisw-2.intel.com,192.55.37.75,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf01.intel.com,134.134.137.25,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf02.intel.com,134.134.137.28,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf03.intel.com,134.134.137.17,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf04.intel.com,134.134.137.16,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf10.intel.com,134.134.137.20,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf11.intel.com,134.134.137.21,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf12.intel.com,134.134.137.22,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf13.intel.com,134.134.137.23,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf14.intel.com,134.134.137.24,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf15.intel.com,134.134.137.26,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf16.intel.com,134.134.137.27,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf17.intel.com,134.134.137.29,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf21.intel.com,134.134.137.6,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf22.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf23.intel.com,134.134.137.8,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf24.intel.com,134.134.137.9,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf25.intel.com,134.134.137.10,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf26.intel.com,134.134.137.13,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf27.intel.com,134.134.137.14,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjf28.intel.com,134.134.137.15,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjp01.intel.com,192.198.148.70,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsjp02.intel.com,192.198.148.71,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scskh01.intel.com,134.191.224.39,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scslc02.intel.com,134.191.254.8,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsmu.intel.com,134.191.220.97,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsnn01.intel.com,134.191.208.11,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsnn02.intel.com,134.191.208.12,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn01.intel.com,192.198.147.38,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn02.intel.com,192.198.147.39,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn03.intel.com,192.198.147.41,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn10.intel.com,192.198.147.42,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn11.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn12.intel.com,192.198.147.44,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn13.intel.com,192.198.147.45,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn14.intel.com,192.198.147.46,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn15.intel.com,192.198.147.47,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn16.intel.com,192.198.147.48,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scspn17.intel.com,192.198.147.49,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsshm01.intel.com,192.55.46.68,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsshm03.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsshz01.intel.com,192.102.204.68,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsshz02.intel.com,192.102.204.69,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scsshz03.intel.com,192.102.204.72,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scssrr10.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scssrr11.intel.com,192.55.79.45,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scssrr12.intel.com,192.55.79.46,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scssrr13.intel.com,192.55.79.47,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scssrr14.intel.com,192.55.79.48,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scssrr15.intel.com,192.55.79.49,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scssrr16.intel.com,192.55.79.52,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scssrr17.intel.com,192.55.79.53,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scstw01.intel.com,192.102.199.35,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scstw02.intel.com,192.102.199.36,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,scszpn02.intel.com,192.198.171.7,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sdp.intel.com,146.152.205.100,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sdpconnect.eglb.intel.com,146.152.205.11,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sdpconnect.intel.com,146.152.205.11,sdpconnect.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sdsi-prx.intel.com,"18.233.219.110, 3.224.70.31, 34.230.151.79",sdsi-prx.skunp.adsdcsp.com,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sdsi-test.intel.com,"54.197.176.143, 34.233.239.48, 18.211.79.119",sdsi-test.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sdsi.intel.com,"54.160.56.209, 50.17.65.137, 44.207.226.92",sdsi.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1421.awsdns-49.org, ns-1647.awsdns-13.co.uk, ns-254.awsdns-31.com, ns-527.awsdns-01.net",,
,secprofile.cps.intel.com,192.198.165.43,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,secprofile.intel.com,192.198.165.43,secprofile.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,secure-int2-agr.intel.com,,,,NOERROR,,,,,,,,
,secure-odata.intel.com,198.175.96.186,lbauto-198-175-96-186.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,secure.dev-plan.intel.com,130.35.231.63,"s1743629666.hs.eloqua.com, p03j.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,True,oracle,,,,,,
,secureftp.intel.com,192.198.164.123,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,secureftpdr.intel.com,198.175.98.68,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,secureintelinside.cps.intel.com,198.175.96.201,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,secureintelinsideorigin.intel.com,198.175.96.201,secureintelinside.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,security-center.cps.intel.com,192.198.164.161,prd1lz1.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,security.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,seek.intel.com,130.35.201.120,"s334284386.hs.eloqua.com, p03h.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,True,oracle,,,,,,
,seims-prd.cps.intel.com,192.198.164.131,lbauto-192-198-164-131.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,seims-tst.cps.intel.com,198.175.98.104,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,seims.intel.com,198.175.98.104,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,seimspp.intel.com,198.175.98.104,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,serverconfigurator.intel.com,13.91.95.74,cloudrebounder.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,servermarketinglibrary.intel.com,67.227.227.218,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,serverservices.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,serversrock.intel.com,23.42.205.82,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:c900:290::1ea2, 2a02:26f0:c900:29b::1ea2",,,,,
,servertools.eglb.intel.com,198.175.98.31,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,servicerequestmgmtcons.intel.com,192.198.167.251,fmqawti2w.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,servsvcsw.cps.intel.com,192.198.165.203,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sfederationcca.cps.intel.com,192.198.144.26,sfederationcca.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sfederationcca.eglb.intel.com,134.191.246.30,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sfederationir.cps.intel.com,134.191.246.30,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sfederationpg.cps.intel.com,192.198.144.26,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sfederationpreprod.cps.intel.com,192.198.166.169,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sffncpoc.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sffpoc.intel.com,192.55.54.147,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sfftap.intel.com,192.55.54.148,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,shale08.intel.com,192.55.52.59,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,share.gameplay.intel.com,,share-gameplay.infra-host.com,"ns-790.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1508.awsdns-60.org, ns-1740.awsdns-25.co.uk, ns-505.awsdns-63.com, ns-790.awsdns-34.net",,
,share.intel.com,161.129.72.21,intel.voicestorm.com,"ns-1637.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 ip4:208.117.58.65 ip4:198.21.0.79 ip4:149.72.232.189 ~all,,"ns-1142.awsdns-14.org, ns-1637.awsdns-12.co.uk, ns-85.awsdns-10.com, ns-997.awsdns-60.net",,
,shopadminaccess.intel.com,52.24.244.76,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,shoppercampaigns.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,shz-content-sync.cps.intel.com,192.198.164.30,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,shz-content-sync.intel.com,192.198.164.30,shz-content-sync.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sienna.cps.intel.com,198.175.96.198,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,signin-origin.intel.com,198.175.96.122,signin.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,signin-test.intel.com,,"intel11.edgekey-staging.net, e7842.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3100:680::1ea2, 2a02:26f0:3100:684::1ea2",,,,,
,signin.intelondemand-prx.intel.com,"52.222.139.84, 52.222.139.44, 52.222.139.16, 52.222.139.126",signin.intelondemand-prx.skunp.adsdcsp.com,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,signin.intelondemand-test.intel.com,"18.66.97.100, 18.66.97.125, 18.66.97.87, 18.66.97.110",signin.intelondemand-test.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,signin.intelondemand.intel.com,"13.32.99.61, 13.32.99.120, 13.32.99.123, 13.32.99.30",signin.intelondemand.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,signin.sdsi-prx.intel.com,"18.66.147.95, 18.66.147.104, 18.66.147.21, 18.66.147.57",signin.sdsi-prx.skunp.adsdcsp.com,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,signin.sdsi-test.intel.com,"18.244.146.123, 18.244.146.37, 18.244.146.22, 18.244.146.24",signin.sdsi-test.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,signinpp.intel.com,192.198.167.234,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,simplecore-dev-gar.intel.com,"18.136.147.210, 13.250.143.176",simplecore-dev-gar-240767341.ap-southeast-1.elb.amazonaws.com,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,simplecore-dev-ger.intel.com,,ec2-52-31-48-144.eu-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,
,simplecore-dev.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:480:286::1ea2, 2a02:26f0:480:290::1ea2",,,,,
,simplecore-gar.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:885::1ea2, 2a02:26f0:3500:89b::1ea2",,,,,
,simplecore-ger.intel.com,2.23.141.119,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2001:2030:15:1ab::1ea2, 2001:2030:15:193::1ea2",,,,,
,simplecore-stg.intel.com,52.7.127.0,ec2-52-7-127-0.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,
,simplecore.intel.com,104.81.225.45,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:d200:483::1ea2, 2a02:26f0:d200:493::1ea2",,,,,
,sip.corpint.intel.com,52.112.192.11,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,2603:1027:0:48::20,,,,,
,sip.intel.com,52.112.70.75,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,"2603:1037:0:7::b, 2603:1037::b, 2603:1037:0:c::f, 2603:1037:0:15::c, 2603:1037:0:2::b, 2603:1037:0:a::b, 2603:1037:0:5::b, 2603:1037:0:8::b",,,,,
,sipdpfm.intel.com,192.198.166.218,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sipdpir.intel.com,134.191.246.26,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sipfed.intel.com,"192.198.164.221, 198.175.96.232",,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sipor.intel.com,198.175.96.232,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sitemap.intel.com,192.198.165.195,aemdb-sitemap-prd.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sites-internal-software.intel.com,54.163.252.82,ec2-54-163-252-82.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,
,slate.intel.com,192.55.52.40,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,smgawards.intel.com,50.21.166.31,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,social.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,socialcookie.intel.com,"54.88.149.194, 18.210.153.8, 18.206.141.83, 107.23.67.121, 52.2.141.183, 18.209.204.66, 18.211.61.121, 107.23.218.60, 18.205.77.36, 18.210.235.241","intel-san.sslproxy.gigya.com, sslproxy.us1.gigya.com, farm5.us1.gigya.com, lb-d.us1.gigya.com","dns1.p01.nsone.net, hostmaster.nsone.net, ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,socialcookiedev.intel.com,18.206.141.83,"intel-san.sslproxy.gigya.com, sslproxy.us1.gigya.com, farm5.us1.gigya.com, lb-d.us1.gigya.com","ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,socialcookiepp.intel.com,"18.211.61.121, 107.23.218.60, 18.209.204.66, 18.206.141.83, 107.23.67.121, 54.88.149.194, 52.2.141.183, 18.205.77.36, 18.210.235.241, 18.210.153.8","intel-san.sslproxy.gigya.com, sslproxy.us1.gigya.com, farm5.us1.gigya.com, lb-d.us1.gigya.com","ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,socialsignin.intel.com,"18.209.204.66, 18.211.61.121, 54.88.149.194, 18.210.235.241, 107.23.67.121, 18.206.141.83, 107.23.218.60, 18.210.153.8, 52.2.141.183, 18.205.77.36","intel-san.sslproxy.gigya.com, sslproxy.us1.gigya.com, farm5.us1.gigya.com, lb-d.us1.gigya.com","ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,socialsignindev.intel.com,"52.2.141.183, 18.210.235.241, 18.209.204.66, 107.23.67.121, 18.210.153.8, 18.206.141.83, 107.23.218.60, 18.211.61.121, 18.205.77.36, 54.88.149.194","intel-san.sslproxy.gigya.com, sslproxy.us1.gigya.com, farm5.us1.gigya.com, lb-d.us1.gigya.com","ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,socialsigninpp.intel.com,,"intel-san.sslproxy.gigya.com, sslproxy.us1.gigya.com, farm5.us1.gigya.com, lb-d.us1.gigya.com","dns1.p01.nsone.net, hostmaster.nsone.net, ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,software-dispatch.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,software-stg.intel.com,23.222.53.96,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:c900:29b::1ea2, 2a02:26f0:c900:290::1ea2",,,,,
,softwareoffer.intel.com,40.118.246.51,"intelredemption.azurewebsites.net, waws-prod-bay-083.sip.azurewebsites.windows.net, waws-prod-bay-083.westus.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,softwarestore.intel.com,173.251.66.159,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,solutionfinder.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,solutions.intel.com,,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,solutionsdirectory.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,soporte.intel.com,192.198.165.191,bouncer.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,speechcollector.intel.com,198.175.96.214,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,speedrail.intel.com,134.134.139.9,"speedrail.intel.com.srip.net, a882.srip1.akasrip.net.098b8686.1.cn.akasripcn.net, orrailotp.intel.com","ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,spiderfoot.mwb-threatintel.com,,,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
