input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,webserver,tls_self_signed,tls_expired,final_url,csp_domains_,location
https://maps.googleapis.com/maps/api/geocode/json,,400,167,maps.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,ctls,maps.googleapis.com,,443,https://maps.googleapis.com:443/maps/api/geocode/json,https,application/json,GET,142.250.185.138,/maps/api/geocode/json,302920777,2a00:1450:4001:809::200a,HTTP/3,6,False,,,,True,mafe,,,,,
https://maps.gstatic.com/,Error 404 (Not Found)!!1,404,1561,maps.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,ctls,maps.gstatic.com,,443,https://maps.gstatic.com:443,https,text/html,GET,142.250.186.67,/,2029750701,2a00:1450:4001:830::2003,HTTP/3,12,False,,,,True,sffe,,,,,
ictp.t-mobile.cz,Document moved,302,1233,ictp.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-03T12:46:23Z,2024-02-03T23:59:59Z,"L=Prague, ST=capital city Prague, CN=ictp.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ictp.t-mobile.cz,ticket.t-systems.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,f91975f732c54838735baca0f51baac7,2dd7832de201f1b66d7d58f64eb652a6fdf83e6324438cddd03c99b67475f501,ctls,ictp.t-mobile.cz,,80,http://ictp.t-mobile.cz:80,http,text/html,GET,93.153.116.76,/,1718558177,93.153.116.76,Java,7,False,,,T-Mobile Czech Republic a.s.,,ICTP0,,,https://ictp.t-mobile.cz/ICTP/action/Login/?actionId=68919494232400&step=0&ts=1689650809446&hash=kb+XNxBtPVVaLk4TabcYevyyTv9R1s4sxaCnxnE+BQU=&nbl=true&actionId=68919132020200&step=0&ts=1689650809073&hash=CZVizLhO0w06KjWsas79Z0gUBB8ktEFv8/fGm60cFOs=&nbl=true&actionId=1312958914173600&step=0&ts=1689650808736&hash=OJnUjbKgVnpRfntY/cvVKcEO8H5A/WQDxwtoEQTuhJs=&nbl=true&actionId=1312958682431700&step=0&ts=1689650808501&hash=Ac06pErO9vqsVkz5DuI4wL712EghjjPdN017jqBc0t8=&nbl=true&actionId=68918178803799&step=0&ts=1689650808118&hash=bgx/fZT05ofYzM3BFmdoqGwqvT2Z1xeemK1W18n78yE=&nbl=true&actionId=1312957905090200&step=0&ts=1689650807720&hash=QUmDszLVDIPtNrKlgs4KKz6cVf3v0UJ0EP9n2eGj3MY=&nbl=true&actionId=68917227695900&step=0&ts=1689650807171&hash=5EDRm5fhWtM+WTYI68ACeUsbscM+Gssm1SJ4/iBfc/8=&nbl=true,,https://ictp.t-mobile.cz/ICTP/action/Login/?actionId=1312959871666900&step=0&ts=1689650809683&hash=VwwEn8Tygu03WyS1eQRfd8+KOIBVscmhSSstSclxN7M=&nbl=true&actionId=68919494232400&step=0&ts=1689650809446&hash=kb+XNxBtPVVaLk4TabcYevyyTv9R1s4sxaCnxnE+BQU=&nbl=true&actionId=68919132020200&step=0&ts=1689650809073&hash=CZVizLhO0w06KjWsas79Z0gUBB8ktEFv8/fGm60cFOs=&nbl=true&actionId=1312958914173600&step=0&ts=1689650808736&hash=OJnUjbKgVnpRfntY/cvVKcEO8H5A/WQDxwtoEQTuhJs=&nbl=true&actionId=1312958682431700&step=0&ts=1689650808501&hash=Ac06pErO9vqsVkz5DuI4wL712EghjjPdN017jqBc0t8=&nbl=true&actionId=68918178803799&step=0&ts=1689650808118&hash=bgx/fZT05ofYzM3BFmdoqGwqvT2Z1xeemK1W18n78yE=&nbl=true&actionId=1312957905090200&step=0&ts=1689650807720&hash=QUmDszLVDIPtNrKlgs4KKz6cVf3v0UJ0EP9n2eGj3MY=&nbl=true&actionId=68917227695900&step=0&ts=1689650807171&hash=5EDRm5fhWtM+WTYI68ACeUsbscM+Gssm1SJ4/iBfc/8=&nbl=true
info.t-mobile.cz,T-Mobile Info,200,11801,info.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T22:51:04Z,2023-09-01T22:51:03Z,CN=info.t-mobile.cz,info.t-mobile.cz,m.info.t-mobile.cz,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,84647e3a0526dc6bef48dc3cedca26fd,58efc0a0d1f884eb5ce38f3d933bd514e3d4860a8b2863bee9c0002ec1695f07,ctls,info.t-mobile.cz,,443,https://info.t-mobile.cz:443,https,text/html,GET,31.15.12.13,/,4998826,2a02:4a8:ac24:129::12:13,PHP,218,False,,,,,nginx,,,,,
iot.t-mobile.cz,,200,2823,iot.t-mobile.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-01T11:11:27Z,2023-09-29T11:11:26Z,CN=iot.t-mobile.cz,iot.t-mobile.cz,iot.t-mobile.cz,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6d1d6d82fbe7d3eb66bfcd729fc15656,2c0c296104b4dd014392ddfd43c60e3dae73444bce77085ec95409bc174da717,ctls,iot.t-mobile.cz,,443,https://iot.t-mobile.cz:443,https,text/html,GET,195.144.127.99,/,1273181680,195.144.127.99,,90,False,,,,,,,,,,
ipsec.t-mobile.cz,,200,315,ipsec.t-mobile.cz,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-03-29T14:04:16Z,2024-04-28T23:59:59Z,"L=Prague, ST=capital city Prague, CN=rzt-vpn-cus.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",rzt-vpn-cus.t-mobile.cz,rzt-vpn-cus.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,01c264040766c0ef7a3427a978413e16,c8a7055f6f63bd4c526b48b9d8dc83ba56e3ff6d175db40834c857f30c0159e2,ctls,ipsec.t-mobile.cz,,443,https://ipsec.t-mobile.cz:443,https,text/html,GET,62.141.0.90,/,1878261793,62.141.0.90,HSTS,9,False,,True,T-Mobile Czech Republic a.s.,,,,,,,
m-platba.t-mobile.cz,Error report,404,109,m-platba.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-29T09:55:57Z,2023-12-28T09:55:57Z,"CN=m-platba.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha, C=CZ",m-platba.t-mobile.cz,www.m-platba.t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5385a3040fc39be05088d51f3c65eff8,bfa0a17dca4cff176dfb2bdfce690ff9fbd6ae3603a3a8c3bc162c926985c839,ctls,m-platba.t-mobile.cz,,443,https://m-platba.t-mobile.cz:443,https,text/html,GET,62.141.14.26,/,-97574270,62.141.14.26,,1,False,,,T-Mobile Czech Republic a.s.,,,,,,,
m.aplikace.t-mobile.cz,"Apky, hry a vychytávky",200,79671,www.applikace.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T02:17:23Z,2023-10-08T02:17:22Z,CN=www.applikace.cz,www.applikace.cz,www.applikace.cz,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4b555ebedba56d8a6bda3647b7f84df1,403d9dd591433429d33fb0d5c04f685e08dba295e71eefae7f94c2c45280352d,ctls,www.applikace.cz,,443,https://m.aplikace.t-mobile.cz:443,https,text/html,GET,83.167.225.218,/,-1048014319,83.167.225.218,Apache,753,False,,,,,Apache,,,https://www.applikace.cz/,,
m.b2bapps.t-mobile.cz,Error 404 | Applikace,404,62679,www.applikace.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T02:17:23Z,2023-10-08T02:17:22Z,CN=www.applikace.cz,www.applikace.cz,www.applikace.cz,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4b555ebedba56d8a6bda3647b7f84df1,403d9dd591433429d33fb0d5c04f685e08dba295e71eefae7f94c2c45280352d,ctls,www.applikace.cz,,443,https://m.b2bapps.t-mobile.cz:443,https,text/html,GET,83.167.225.218,/,1553983474,83.167.225.218,Apache,503,False,,,,,Apache,,,https://www.applikace.cz/katalog-aplikaci?os=&pay=&cat=21,,
m.t-mobile.cz,Spolehlivý operátor pro mobilní i pevné služby - T-Mobile.cz,200,146037,www.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T08:47:37Z,2024-06-20T08:47:37Z,"CN=www.t-mobile.cz, serialNumber=64949681, businessCategory=Private Organization, O=T-Mobile Czech Republic a.s., jurisdictionCountry=CZ, L=Praha 4, C=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e8b3cb899e7dbd38d55d31bd8ddfdf19,8388ba7ef595350c9434b8de95ea45b2883482601f41c6b6f1910ac29223b8a2,ctls,www.t-mobile.cz,,443,https://m.t-mobile.cz:443,https,text/html,GET,62.141.14.37,/,664870818,62.141.14.37,Java,8411,False,,,T-Mobile Czech Republic a.s.,,,,,https://www.t-mobile.cz/osobni,,
m2m-portal.t-mobile.cz,M2M Service Portal,200,15728,m2m-portal.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T14:23:52Z,2024-06-03T23:59:59Z,"CN=m2m-portal.t-mobile.cz, L=Bonn, ST=North Rhine-Westphalia, O=Deutsche Telekom IoT GmbH, C=DE",m2m-portal.t-mobile.cz,m2m-portal.t-mobile.cz,"CN=Telekom Security ServerID OV Class 2 CA, O=Deutsche Telekom Security GmbH, C=DE",Telekom Security ServerID OV Class 2 CA,Deutsche Telekom Security GmbH,78588c29a817bae0e6dd17f9299ff706,1e97afcc71f2c7feb12a149cc495b139cfdc2022b3374ec98427b5cce9262bca,ctls,m2m-portal.t-mobile.cz,,443,https://m2m-portal.t-mobile.cz:443,https,text/html,GET,80.158.66.96,/,9266751,80.158.66.96,OpenSSL:1.1.1k,582,False,,,Deutsche Telekom IoT GmbH,,Apache/2.4.37 (Oracle Linux) OpenSSL/1.1.1k,,,https://m2m-portal.t-mobile.cz/m2m-customer-portal/login,,
mcc-mr.t-mobile.cz,403 Forbidden,403,153,mcc-mr.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T07:21:35Z,2024-07-23T23:59:59Z,"ST=capital city Prague, CN=mcc-mr.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",mcc-mr.t-mobile.cz,mcc-mr.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,dad1a609c4000f56e80e89a0dca290dd,6ff6d1a31539525b9ee9c15267ddd8e64b286c2da34f9db2d35b80a95fb01a36,ctls,mcc-mr.t-mobile.cz,,443,https://mcc-mr.t-mobile.cz:443,https,text/html,GET,195.144.122.160,/,1503975126,195.144.122.168,Nginx:1.20.1,8,False,,,T-Mobile Czech Republic a.s.,,nginx/1.20.1,,,,,
meet.t-mobile.cz,Web App - Unavailable,403,2342,meet.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-11-11T15:33:14Z,2022-11-11T23:59:59Z,"L=Prague, ST=capital city Prague, CN=meet.t-mobile.cz, OU=TMCZ SSL, OU=ssl1.telekom.com, O=T-Mobile Czech Republic a.s., C=CZ",meet.t-mobile.cz,meet.t-mobile.cz,"CN=TeleSec Business CA 1, OU=T-Systems Trust Center, O=T-Systems International GmbH, C=DE",TeleSec Business CA 1,T-Systems International GmbH,296994aed1f8471927f5c4616fa249b5,eb73d19b49ba294631fc01d9add046251d2d685941fae64139d726f2e781ea97,ctls,meet.t-mobile.cz,azure,443,https://meet.t-mobile.cz:443,https,text/html,GET,104.40.191.174,/,-1111039167,104.40.191.174,,75,False,True,,T-Mobile Czech Republic a.s.,,,,True,,,
mex.t-mobile.cz,,404,74,mex.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T07:22:58Z,2024-07-23T23:59:59Z,"ST=capital city Prague, CN=mex.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",mex.t-mobile.cz,mex.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,89bb612e432371a9cbc805e4704ef0b9,61d44b212a04641da5d14ba838930a6a76701a578d683fb95539ec2698387361,ctls,mex.t-mobile.cz,,443,https://mex.t-mobile.cz:443,https,application/json,GET,195.144.122.160,/,-841557405,195.144.122.168,Node.js,1,False,,,T-Mobile Czech Republic a.s.,,nginx/1.20.1,,,,,
moje-firma.t-mobile.cz,,200,3848,moje-firma.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-12T10:35:48Z,2024-07-12T23:59:59Z,"L=Prague, ST=capital city Prague, CN=moje-firma.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",moje-firma.t-mobile.cz,mojefirma.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,29e6bcc5b07afba527f5467405cd3ac4,f44610112164cc115efb3eae57f178696a0cb783b7ff1ca761fd9ef7806795bf,ctls,moje-firma.t-mobile.cz,,443,https://moje-firma.t-mobile.cz:443,https,text/html,GET,62.141.14.80,/,-1694621478,2001:1ae8:2:4860::20,HSTS,67,False,,,T-Mobile Czech Republic a.s.,,,,,,,
moje-pokladna.t-mobile.cz,Portál T-Mobile,200,28145,moje-pokladna.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-31T19:26:11Z,2023-08-31T23:59:59Z,"L=Prague, ST=capital city Prague, CN=moje-pokladna.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",moje-pokladna.t-mobile.cz,moje-pokladna.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,82776dc5449efdb2fe7ce907cf1da774,370c0d5f1e581a8d96ebf63fd0cd4d398cc1d3ce745c062e2e3231a2d689b45c,ctls,moje-pokladna.t-mobile.cz,,443,https://moje-pokladna.t-mobile.cz:443,https,text/html,GET,195.144.124.195,/,-993820318,195.144.124.195,Orchard Core,619,False,,,T-Mobile Czech Republic a.s.,,,,,,,
mojefirma.t-mobile.cz,,200,3848,moje-firma.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-12T10:35:48Z,2024-07-12T23:59:59Z,"L=Prague, ST=capital city Prague, CN=moje-firma.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",moje-firma.t-mobile.cz,mojefirma.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,29e6bcc5b07afba527f5467405cd3ac4,f44610112164cc115efb3eae57f178696a0cb783b7ff1ca761fd9ef7806795bf,ctls,moje-firma.t-mobile.cz,,443,https://mojefirma.t-mobile.cz:443,https,text/html,GET,62.141.14.80,/,-1694621478,2001:1ae8:2:4860::20,HSTS,67,False,,,T-Mobile Czech Republic a.s.,,,,,https://moje-firma.t-mobile.cz/,,
msoid.cloud.t-mobile.cz,Sign in to your account,200,44029,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,azure,443,https://msoid.cloud.t-mobile.cz:443,https,text/html,GET,40.126.31.71,/,-1840324437,2603:1026:3000:c8::b,HSTS,95,False,True,,Microsoft Corporation,,,,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638252475984007090.MDM3OGE1YTctYzE3Yi00NWVlLTg1YTktMTk3NDMwMzJkMDM5NmNmZGFmNWYtYThhNy00ODBiLTgwZDItMzYwZjYwNjIwYzli&ui_locales=en-US&mkt=en-US&state=est5lvuYXdtHj43alPMq9YPT2nDMO8XeHv8YHZdDj0e-_rH3iLWWhu_jEwx4Gl6bQ7zNBop0pgackR1baqSj6QrhdG0qvnG4ZgiGZKYDk8d8CNZSmR87H9deJfdRnvkmWaecd0_9wUIrdEMNW27VhM8QZrBaOf7tBf5I5oaif9c4Ho94MZF8pXpnezEyw1SxX34fTwJG2cD8vVdrRbxAXOpetZ5V9Za-KDD6CMSTCiJYiEqG-30NQUv67z1tyo0pNTP0eqiy3X44n8oaKzD0xA&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0,,
msoid.prodejna.t-mobile.cz,Sign in to your account,200,44114,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,azure,443,https://msoid.prodejna.t-mobile.cz:443,https,text/html,GET,40.126.32.134,/,-1840324437,2603:1026:3000:148::10,HSTS,95,False,True,,Microsoft Corporation,,,,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638252475987267019.NjE0NzIzMTctOGVjMC00MDQ5LWE1MmYtMDk1YzA3MGFiZDA5NzEwNDc3YzUtNDgxZS00NmEzLWIyYWMtODNiOWEzODM0ZTNm&ui_locales=en-US&mkt=en-US&state=WutxWrZ3zspiNJksLokLqL2fS8o3y2GOWRzSE0OoMnrUR9TSZzZpm6u3R1duwn7dxVcJBNQxPTR7DTuKXKOGs285FlYK9sCLp7D-ou6e4-iiZcnICsYSNpGh6eAuMW0sJLg70apdtxRfRK09K3uJm1vOD9svWQSk_uIlG_OVU1eTTXTgWJYQ7e8ElA319HmLbzQI9ZILE_L6Du1hlqo-Sh9vn_cjuFcp5QYEABFaIuvYVlZVot83ZgZ5KuWno3X8Ai_HPJypjDUNdUVqL9mcjQ&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0,,
muj.t-mobile.cz,Můj T-Mobile - T-Mobile.cz,200,127794,www.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T08:47:37Z,2024-06-20T08:47:37Z,"CN=www.t-mobile.cz, serialNumber=64949681, businessCategory=Private Organization, O=T-Mobile Czech Republic a.s., jurisdictionCountry=CZ, L=Praha 4, C=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e8b3cb899e7dbd38d55d31bd8ddfdf19,8388ba7ef595350c9434b8de95ea45b2883482601f41c6b6f1910ac29223b8a2,ctls,www.t-mobile.cz,,443,https://muj.t-mobile.cz:443,https,text/html,GET,62.141.14.47,/,1718558177,62.141.14.47,Java,6222,False,,,T-Mobile Czech Republic a.s.,,,,,https://www.t-mobile.cz/muj-t-mobile,,
mxconnect1.t-mobile.cz,IIS Windows Server,200,703,mxconnect1.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T10:18:08Z,2024-06-08T23:59:59Z,"L=Prague, ST=capital city Prague, CN=mxconnect.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",mxconnect.t-mobile.cz,mxconnect3.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,6f6707787b95bb8e08b90db2c7166ecf,2b0b68f851e2b33275aba4e896b1c7cb8c1d8886d4a8b4fc58f39a0c9c1b41ee,ctls,mxconnect1.t-mobile.cz,,443,https://mxconnect1.t-mobile.cz:443,https,text/html,GET,195.144.126.242,/,1631801191,195.144.126.242,Windows Server,32,False,,,T-Mobile Czech Republic a.s.,,Microsoft-IIS/10.0,,,,,
mxconnect2.t-mobile.cz,IIS Windows Server,200,703,mxconnect2.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T10:18:08Z,2024-06-08T23:59:59Z,"L=Prague, ST=capital city Prague, CN=mxconnect.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",mxconnect.t-mobile.cz,mxconnect3.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,6f6707787b95bb8e08b90db2c7166ecf,2b0b68f851e2b33275aba4e896b1c7cb8c1d8886d4a8b4fc58f39a0c9c1b41ee,ctls,mxconnect2.t-mobile.cz,,443,https://mxconnect2.t-mobile.cz:443,https,text/html,GET,195.144.126.243,/,1631801191,195.144.126.243,Windows Server,32,False,,,T-Mobile Czech Republic a.s.,,Microsoft-IIS/10.0,,,,,
mxconnect3.t-mobile.cz,IIS Windows Server,200,703,mxconnect3.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-09T10:18:08Z,2024-06-08T23:59:59Z,"L=Prague, ST=capital city Prague, CN=mxconnect.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",mxconnect.t-mobile.cz,mxconnect3.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,6f6707787b95bb8e08b90db2c7166ecf,2b0b68f851e2b33275aba4e896b1c7cb8c1d8886d4a8b4fc58f39a0c9c1b41ee,ctls,mxconnect3.t-mobile.cz,,443,https://mxconnect3.t-mobile.cz:443,https,text/html,GET,195.144.126.244,/,1631801191,195.144.126.244,Windows Server,32,False,,,T-Mobile Czech Republic a.s.,,Microsoft-IIS/10.0,,,,,
my.t-mobile.cz,Spolehlivý operátor pro mobilní i pevné služby - T-Mobile.cz,200,146037,www.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T08:47:37Z,2024-06-20T08:47:37Z,"CN=www.t-mobile.cz, serialNumber=64949681, businessCategory=Private Organization, O=T-Mobile Czech Republic a.s., jurisdictionCountry=CZ, L=Praha 4, C=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e8b3cb899e7dbd38d55d31bd8ddfdf19,8388ba7ef595350c9434b8de95ea45b2883482601f41c6b6f1910ac29223b8a2,ctls,www.t-mobile.cz,,443,https://my.t-mobile.cz:443,https,text/html,GET,62.141.14.37,/,664870818,62.141.14.37,Java,8411,False,,,T-Mobile Czech Republic a.s.,,,,,https://www.t-mobile.cz/osobni,,
