input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,webserver,csp_domains_,cdn_name,cdn,tls_self_signed,location,tls_expired
istalentmatchinghub.ibm.com,IBM Services Talent Matching Hub,200,828,istalentmatchinghub.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-27T00:00:00Z,2023-11-27T23:59:59Z,"CN=istalentmatchinghub.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",istalentmatchinghub.ibm.com,*.istalentmatchinghub.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",54dca2ed29f5e40bf82557666e89de90,706d09f466e4285bf3017bb16e1f1f8359fe18c2874ab0ddc6a76bd1d029411d,ctls,istalentmatchinghub.ibm.com,443,https://istalentmatchinghub.ibm.com:443,https,text/html,GET,104.18.26.124,/,-33028257,2606:4700::6812:1b7c,Node.js,22,False,,,"Cloudflare, Inc.",True,cloudflare,,cloudflare,True,,,
it-asset-recovery.ibm.com,,503,107,it-asset-recovery.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-07T14:59:02Z,2023-05-08T14:59:01Z,CN=*.12return.com,*.12return.com,*.12return.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,938c9598ead3ac3d698703256d9f69d0,ac426b22b095fb113e94e83fd5b40673f444fcfff8a8704e271f3ee77e6622a0,ctls,it-asset-recovery.ibm.com,443,https://it-asset-recovery.ibm.com:443,https,text/html,GET,169.50.151.253,/,-1654418437,169.50.151.253,,4,False,,True,,True,,,,,,,True
itz-instana-prod.techzone.ibm.com,Unauthorized - Instana,401,486,itz-instana-prod.techzone.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-15T07:17:25Z,2023-09-13T07:17:24Z,CN=itz-instana-prod.techzone.ibm.com,itz-instana-prod.techzone.ibm.com,itz-instana-prod.techzone.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3538857d5cd5db3d60dcc19ab6ea8e6b,b436af300b4d197ff6484d3679ca222030e9862841464816421dccedf23600c4,ctls,itz-instana-prod.techzone.ibm.com,80,http://itz-instana-prod.techzone.ibm.com:80,http,text/html,GET,67.228.105.181,/,530477776,67.228.105.181,Nginx,21,False,https://itz-instana-prod.techzone.ibm.com/,,,,nginx,,,,,,
iwm.dhe.ibm.com,IBM Software,200,6306,iwm.dhe.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-01T00:00:00Z,2023-11-01T23:59:59Z,"CN=downloads.dhe.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",downloads.dhe.ibm.com,ak-delivery04-mul.dhe.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d38a5e38a942eb948562f046fd5e3e6c,f0aac60ad60d740fc18ab285b709aab94b0b2984f3b7cfa52948fd66136e55b2,ctls,iwm.dhe.ibm.com,443,https://iwm.dhe.ibm.com:443,https,text/html,GET,2.17.180.130,/,567683375,2.17.180.130,HSTS,104,False,,,International Business Machines Corporation,,,"""http://www.rsac.org/ratingsv01.html""",,,,,
jenkins.watsonmedia.ibm.com,,403,548,jenkins.watsonmedia.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-22T13:29:02Z,2023-08-20T13:29:01Z,CN=jenkins.watsonmedia.ibm.com,jenkins.watsonmedia.ibm.com,jenkins.watsonmedia.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f4fc20913fdb1507595ceba367317e5b,6ef4e3c5df01da129bea040ac74fd6a2369f6e7d7db57812ef47eb46ee66b2f3,ctls,jenkins.watsonmedia.ibm.com,443,https://jenkins.watsonmedia.ibm.com:443,https,text/html,GET,67.228.215.116,/,81586312,67.228.215.116,Windows Server,8,False,,,,,Microsoft-IIS/10.0,,,,,,
jp-osa.devops.cloud.ibm.com,,404,,jp-osa.devops.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-26T00:00:00Z,2023-12-26T23:59:59Z,"CN=jp-osa.devops.cloud.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",jp-osa.devops.cloud.ibm.com,*.jp-osa.devops.cloud.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eb3b63947919cc32b551472da97c0aa2,381839d3b0b8a41cd653dd4a5ea005ce320d72a71db6a8e644766fa9e5d1a04d,ctls,jp-osa.devops.cloud.ibm.com,80,http://jp-osa.devops.cloud.ibm.com:80,http,,GET,104.18.30.141,/,-1840324437,104.18.31.141,Cloudflare,1,False,https://jp-osa.devops.cloud.ibm.com/,,"Cloudflare, Inc.",True,cloudflare,,cloudflare,True,,,
jp-osa.devopsinsights.cloud.ibm.com,,525,,jp-osa.devopsinsights.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2023-12-27T23:59:59Z,"CN=jp-osa.devopsinsights.cloud.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",jp-osa.devopsinsights.cloud.ibm.com,jp-osa.devopsinsights.cloud.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",46cd474f7f28b1705f1cf958e71bc47f,6e5a8eb074c1f25bcb9821e56dcbc9c58f21871580638c6dd9574f2a6753754f,ctls,jp-osa.devopsinsights.cloud.ibm.com,443,https://jp-osa.devopsinsights.cloud.ibm.com:443,https,,GET,104.18.20.94,/,-1840324437,104.18.21.94,Cloudflare,1,False,,,"Cloudflare, Inc.",True,cloudflare,,cloudflare,True,,,
jp-tok.appid.cloud.ibm.com,,404,19,jp-tok.appid.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-05-07T23:59:59Z,"CN=jp-tok.appid.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",jp-tok.appid.cloud.ibm.com,appid-prod-tok05.jp-tok.bluemix.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3ecc64d1a8537920fd4b64913e99f131,77ff82cacc1c4e07cf0a0df9731bb2eb66878ab0107803ac771f3393614af67d,ctls,jp-tok.appid.cloud.ibm.com,443,https://jp-tok.appid.cloud.ibm.com:443,https,text/plain,GET,104.19.245.85,/,1593207841,2606:4700::6813:f555,Envoy,2,False,,,International Business Machines Corporation,,cloudflare,,cloudflare,True,,,
jp-tok.containers.cloud.ibm.com,,200,149,jp-tok.containers.cloud.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T00:00:00Z,2024-03-12T23:59:59Z,"CN=containers.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",containers.cloud.ibm.com,*.us-south.containers.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1ad128a83389803a29fc2efa273a022c,0c28a772b67103b108a1121bf68384afbc01e948c443d56e16cef773adba7f73,ctls,jp-tok.containers.cloud.ibm.com,80,http://jp-tok.containers.cloud.ibm.com:80,http,application/json,GET,104.126.37.128,/,-1840324437,2a02:26f0:1700:11::b856:6798,HSTS,1,False,https://jp-tok.containers.cloud.ibm.com/global/v1/build,,International Business Machines Corporation,True,,,,,,,
jp-tok.devops.cloud.ibm.com,,404,,jp-tok.devops.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=jp-tok.devops.cloud.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",jp-tok.devops.cloud.ibm.com,*.jp-tok.devops.cloud.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",65cbff79ce93b66e7db3c7258bfd18ee,334e4a2c07a3d1dfec1b77bff51c7dbdee3e4950404a3ad251773f312835a79c,ctls,jp-tok.devops.cloud.ibm.com,443,https://jp-tok.devops.cloud.ibm.com:443,https,,GET,104.18.21.99,/,-1840324437,104.18.20.99,Cloudflare,1,False,,,"Cloudflare, Inc.",True,cloudflare,,cloudflare,True,,,
jp-tok.devopsinsights.cloud.ibm.com,,525,,jp-tok.devopsinsights.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-09-30T23:59:59Z,"CN=jp-tok.devopsinsights.cloud.ibm.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",jp-tok.devopsinsights.cloud.ibm.com,*.jp-tok.devopsinsights.cloud.ibm.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8ca7d139450790d2fa9f28c7d3776563,f2d5ebd35f027355bfd5077e26ec8db209f7e28363ad74b64302775537c76389,ctls,jp-tok.devopsinsights.cloud.ibm.com,443,https://jp-tok.devopsinsights.cloud.ibm.com:443,https,,GET,104.18.20.79,/,-1840324437,104.18.21.79,Cloudflare,1,False,,,"Cloudflare, Inc.",True,cloudflare,,cloudflare,True,,,
jp-tok.ml.cloud.ibm.com,404 Not Found,404,146,jp-tok.ml.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-07T00:00:00Z,2023-08-07T23:59:59Z,"CN=us-south.ml.cloud.ibm.com, O=IBM Polska Sp. z o.o., L=Warszawa, C=PL",us-south.ml.cloud.ibm.com,private.jp-tok.ml.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5164c46666d360c80afa4b5628a0a60a,459b2148c0d1fb1f3418ff255fb0d6bbc7fb07f0ae9620e232ea880623d39a61,ctls,jp-tok.ml.cloud.ibm.com,443,https://jp-tok.ml.cloud.ibm.com:443,https,text/html,GET,104.17.183.188,/,1494302000,2606:4700::6811:b7bc,HSTS,8,False,,,IBM Polska Sp. z o.o.,,cloudflare,,cloudflare,True,,,
jp-tok.secrets-manager.cloud.ibm.com,,403,16,,,,,,,,,,,,,,,,,,80,http://jp-tok.secrets-manager.cloud.ibm.com:80,http,text/plain,GET,104.18.7.14,/,1253481126,2606:4700::6812:70e,Cloudflare,1,False,,,,,cloudflare,,cloudflare,True,,,
jsw.ibm.com,Select Identity Provider - Jira@IBM,200,44663,jsw.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T00:00:00Z,2023-09-25T23:59:59Z,"CN=*.jsw.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",*.jsw.ibm.com,dev.jsw.ibm.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,12e024dc09a856b25be12fdc3a7e19e0,905f144c03bac302d3f318cafefb36943d6ec2848acc8b7da3729e37dfcb89dd,ctls,jsw.ibm.com,443,https://jsw.ibm.com:443,https,text/html,GET,104.17.61.195,/,855273746,2606:4700::6811:3ec3,Java,418,False,https://jsw.ibm.com/plugins/servlet/samlsso?redirectTo=%2F,,International Business Machines Corporation,True,cloudflare,files-workboard-prod.s3.amazonaws.com,cloudflare,True,,,
kiwi.res.ibm.com,Almaden Cloud Support Portal,200,3892,acs.res.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=*.res.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",*.res.ibm.com,res.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ade6fac8c5ff29356dd788baa722a1c9,4742d5602f4b42649602da5e781fdab3d53573179a74a98de872157636be7c07,ctls,acs.res.ibm.com,443,https://kiwi.res.ibm.com:443,https,text/html,GET,129.34.40.80,/,-366337701,129.34.40.80,HSTS,111,False,https://acs.res.ibm.com/ACS,,International Business Machines Corporation,True,Apache,,,,,,
kong.au-syd.logging.cloud.ibm.com,,404,66,kong.au-syd.logging.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=api.au-syd.logging.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",api.au-syd.logging.cloud.ibm.com,admin.au-syd.logging.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,620f2631064294a711fc85bb86f224d5,3d4e789eaafa034615a67838b60e88099dce8a50daaeaa7bb7670454a6bafaa1,ctls,kong.au-syd.logging.cloud.ibm.com,443,https://kong.au-syd.logging.cloud.ibm.com:443,https,application/json,GET,135.90.89.221,/,777598672,135.90.92.246,HSTS,1,False,,True,International Business Machines Corporation,,restify,,,,,,
kong.eu-gb.logging.cloud.ibm.com,,404,66,kong.eu-gb.logging.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2023-08-19T23:59:59Z,"CN=api.eu-gb.logging.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",api.eu-gb.logging.cloud.ibm.com,sparkpost-monitoring.eu-gb.logging.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bdb3ffb7742aa80053ab8d4fe7b691ef,50a274ca76c9139547fab1c93dedbf747ef68b0cf6fa72ef79ca784e818eab14,ctls,kong.eu-gb.logging.cloud.ibm.com,443,https://kong.eu-gb.logging.cloud.ibm.com:443,https,application/json,GET,158.176.142.2,/,777598672,158.175.91.91,HSTS,1,False,,True,International Business Machines Corporation,,restify,,,,,,
kong.jp-osa.logging.cloud.ibm.com,,404,66,kong.jp-osa.logging.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2023-08-01T23:59:59Z,"CN=jp-osa.logging.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",jp-osa.logging.cloud.ibm.com,sparkpost-monitoring.jp-osa.logging.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,69624472c20b3573dc4f19cc9b7cd497,b548c1d7891a3867feb864c282091b9330c53da6f2795ea5649e248b23fa94c3,ctls,kong.jp-osa.logging.cloud.ibm.com,80,http://kong.jp-osa.logging.cloud.ibm.com:80,http,application/json,GET,163.68.75.68,/,777598672,163.69.70.155,HSTS,1,False,https://kong.jp-osa.logging.cloud.ibm.com/,True,International Business Machines Corporation,,restify,,,,,,
kong.jp-tok.logging.cloud.ibm.com,,404,66,kong.jp-tok.logging.cloud.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2023-08-01T23:59:59Z,"CN=api.jp-tok.logging.cloud.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",api.jp-tok.logging.cloud.ibm.com,admin.jp-tok.logging.cloud.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3ea002d5fe44a5bf2a23c57309e1f7ce,5d8002d2bd104fd77621a4f7041ea4cbe528893495c0ddc90938216cf13b4dd4,ctls,kong.jp-tok.logging.cloud.ibm.com,443,https://kong.jp-tok.logging.cloud.ibm.com:443,https,application/json,GET,128.168.96.179,/,777598672,165.192.111.36,HSTS,1,False,,True,International Business Machines Corporation,,restify,,,,,,
kube-bv8722ud0tcih5kd9k70-gen2perf-db2dedi-00000e84.sl1399257.sl.edst.ibm.com,,200,724,,,,,,,,,,,,,,,,,,443,https://kube-bv8722ud0tcih5kd9k70-gen2perf-db2dedi-00000e84.sl1399257.sl.edst.ibm.com:443,https,text/html,GET,52.116.242.13,/,1494302000,52.116.242.13,Nginx,16,False,http://kube-bv8722ud0tcih5kd9k70-gen2perf-db2dedi-00000e84.sl1399257.sl.edst.ibm.com/,,,,nginx,,,,,,
kube-bv8722ud0tcih5kd9k70-gen2perf-portwor-00000b35.sl1399257.sl.edst.ibm.com,,200,724,,,,,,,,,,,,,,,,,,443,https://kube-bv8722ud0tcih5kd9k70-gen2perf-portwor-00000b35.sl1399257.sl.edst.ibm.com:443,https,text/html,GET,52.116.242.7,/,1494302000,52.116.242.7,Nginx,16,False,http://kube-bv8722ud0tcih5kd9k70-gen2perf-portwor-00000b35.sl1399257.sl.edst.ibm.com/,,,,nginx,,,,,,
kube-c349urtd0232kgeu8a6g-myclusterda-micista-0000051c.podbtest.sl.edst.ibm.com,bfj2,200,59,kube-c349urtd0232kgeu8a6g-myclusterda-micista-0000051c.podbtest.sl.edst.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-22T00:00:00Z,2024-01-22T23:59:59Z,"CN=*.bitam.com, O=BITAM DE MEXICO S.A. DE C.V., L=Tampico, ST=Tamaulipas, C=MX",*.bitam.com,bitam.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,03b9fc892c2bb841c9bce5cc1d442399,afb68f72ff183710670590d42126ea574b60969c6f750d8dbdf69f7f079e8c34,ctls,kube-c349urtd0232kgeu8a6g-myclusterda-micista-0000051c.podbtest.sl.edst.ibm.com,443,https://kube-c349urtd0232kgeu8a6g-myclusterda-micista-0000051c.podbtest.sl.edst.ibm.com:443,https,text/html,GET,67.228.125.213,/,-2131252075,67.228.125.213,Windows Server,6,False,,True,BITAM DE MEXICO S.A. DE C.V.,True,Microsoft-IIS/10.0,,,,,,
labor.ibm.com,Contingent Labor on IBM Blockchain,200,729,labor.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-06T23:59:59Z,"CN=*.labor.ibm.com, O=International Business Machines Corp, L=Durham, ST=North Carolina, C=US",*.labor.ibm.com,labor.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,75d9c70d7e699325c870b4fe307f3e23,184c429a3acc9c0ef590b5d200f2a8b1c427971c6d187459596ee0e1dec95051,ctls,labor.ibm.com,443,https://labor.ibm.com:443,https,text/html,GET,52.116.223.197,/,-1822344123,169.46.27.10,HSTS,18,False,,,International Business Machines Corp,True,,,,,,,
labs.developer.ibm.com,IBM Developer,200,2249,developer.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-08T00:00:00Z,2023-09-08T23:59:59Z,"CN=www.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",www.ibm.com,1.cms.s81c.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a715ac3d011814dad5b61f3b8e71874d,4f97235890ce447d9145b7bf4518b4e0893b92883cd7a65fa68e814e9f7153a1,ctls,developer.ibm.com,80,http://labs.developer.ibm.com:80,http,text/html,GET,104.102.19.133,/,1592764840,2a02:26f0:480:996::6c1,Nginx:1.24.0,1,False,https://developer.ibm.com/,,International Business Machines Corporation,,nginx/1.24.0,,,,,,
language-translator.watson.ibm.com,,404,86,language-translator.watson.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2016-10-06T00:00:00Z,2019-10-11T12:00:00Z,"CN=*.watson.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=NY, C=US",*.watson.ibm.com,watson.ibm.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,2aa50fe35d20cc19b3d0af1529396ebe,5fa4525388a509a5be630f6f3da2f638972493bca4c19be2a9623f314e1d50cf,ctls,language-translator.watson.ibm.com,443,https://language-translator.watson.ibm.com:443,https,text/plain,GET,169.46.89.151,/,-1950730885,169.62.254.80,IBM DataPower,2,False,,,International Business Machines Corporation,True,,,,,,,True
laptops.ibm.com,IBM - Deutschland | IBM,200,85683,www.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=www.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=NEW YORK, C=US",www.ibm.com,wwwtest.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c0f36c9641c620ec98fae1d76ff9d758,267bc7481f34a63e1bb106c1c257d01faf29536a8102c54d622bd01c5e78bc1f,ctls,www.ibm.com,443,https://laptops.ibm.com:443,https,text/html,GET,199.46.34.76,/,415924996,199.46.34.76,Varnish,1982,False,https://www.ibm.com/de-de,,International Business Machines Corporation,,Apache,,,,,,
launch.ace.ibm.com,,404,29,launch.ace.ibm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-09T00:00:00Z,2023-10-10T23:59:59Z,"CN=*.ace.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",*.ace.ibm.com,ace.ibm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7336eb342b69a937bb5ac11a1a4477ef,32681f58f0a1a7d0de959d312e3425cb1d4077248f66daef984baba3d41f51cf,ctls,launch.ace.ibm.com,443,https://launch.ace.ibm.com:443,https,text/html text/plain,GET,169.46.120.190,/,1177253310,169.48.246.222,HSTS,1,False,,,International Business Machines Corporation,True,,,,,,,
liareports.ibm.com,,521,,,,,,,,,,,,,,,,,,,80,http://liareports.ibm.com:80,http,,GET,104.20.6.24,/,-1840324437,2606:4700:10::6814:718,Cloudflare,1,False,,,,,cloudflare,,cloudflare,True,,,
lime.watson.ibm.com,,404,71,lime.watson.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-05-16T23:59:59Z,"CN=*.mybluemix.net, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",*.mybluemix.net,mybluemix.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,7fcd5bd90f506691a980aa1ce7f0afeb,1253aaf4c3c2949561c09768be52f80d9069deefeb87c40843c61550a2a0ed2e,ctls,lime.watson.ibm.com,443,https://lime.watson.ibm.com:443,https,text/plain,GET,169.46.89.149,/,-2667507,169.47.124.22,IBM DataPower,2,False,,True,International Business Machines Corporation,True,,,,,,,
lindsey.boulder.ibm.com,,200,,lindsey.boulder.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T04:00:00Z,2025-05-04T03:59:59Z,"mail=dan@us.ibm.com, UID=C-EDK0897, CN=lindsey.cpc.limited-use.ibm.com, OU=eDelivery, O=ibm.com, L=Dallas\, TX, ST=Dallas\, TX, C=US, mail=dan@us.ibm.com, UID=C-EDK0897",lindsey.cpc.limited-use.ibm.com,y53pa00005284.az13.dal.cpc.ibm.com,"CN=IBM INTERNAL INTERMEDIATE CA, O=International Business Machines Corporation, C=US",IBM INTERNAL INTERMEDIATE CA,International Business Machines Corporation,9bd6e639cf1ac0c82f7b1b772092e94f,9fe350fcd9121ff81401614c6122fd6b291385b485fea25e796de6877b3af80a,ctls,lindsey.boulder.ibm.com,443,https://lindsey.boulder.ibm.com:443,https,text/html,GET,170.225.126.25,/,-780928015,170.225.126.25,HSTS,1,False,,,ibm.com,,,,,,,,
links.spop.ibm.com,Anti-Spam and Privacy,200,3323,links.spop.ibm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-17T23:59:59Z,CN=*.spop.ibm.com,*.spop.ibm.com,*.spop.ibm.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6f78d23bf24cd5e069ebb9b4e16767ae,ac24290da01310e05c55c21ed08752485e53a2d2723e557bc91b523ec708e51d,ctls,links.spop.ibm.com,443,https://links.spop.ibm.com:443,https,text/html,GET,52.222.214.43,/,-1182956792,52.222.214.74,Apache,149,False,,,,True,Apache,,cloudfront,True,,,
livesend.ibm.com,,200,370,livesend.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-08T10:56:33Z,2023-09-06T10:56:32Z,CN=livesend.ibm.com,livesend.ibm.com,livesend.ibm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,180dcffd930d0a22fcd68b50f9bce4f6,463034aa9b7536873d997a695b4d3e4fb7e24172bb9ce3789effcfeb91d8db77,ctls,livesend.ibm.com,443,https://livesend.ibm.com:443,https,text/html,GET,52.188.201.96,/,-777600206,52.188.201.96,HSTS,13,False,,,,,,http:,azure,True,,,
lnxiesvpn.im-ies.ibm.com,,200,315,lnxiesvpn.im-ies.ibm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,2024-03-11T23:59:59Z,"CN=msciftpgw.im-ies.ibm.com, O=International Business Machines Corporation, L=Armonk, ST=New York, C=US",msciftpgw.im-ies.ibm.com,mscifm.msci.svl.ibm.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,197c2ddd1a8dddc5ab1aafc3fb18c038,4c5c191d1b1eeb91a2f11339b558b187616b40441fc573fc0ba51afbfe1e1d55,ctls,lnxiesvpn.im-ies.ibm.com,443,https://lnxiesvpn.im-ies.ibm.com:443,https,text/html,GET,170.225.222.21,/,-1840324437,170.225.222.21,HSTS,9,False,,True,International Business Machines Corporation,,,,,,,,
