input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,location,tls_subject_org_,tls_expired,tls_mismatched,final_url,tls_self_signed
gws-rds-external-readonly-uat.federalist-proxy.app.cloud.gov,,404,112,gws-rds-external-readonly-uat.federalist-proxy.app.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T16:55:12Z,2023-07-17T16:55:11Z,CN=*.app.cloud.gov,*.app.cloud.gov,*.app.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,78adbdaeebd5a7ec0c28fb4c065e446c,8bfde0ae9ef144948465e1bedb66cf01e31634abce065654ea762a006472d46a,True,ctls,gws-rds-external-readonly-uat.federalist-proxy.app.cloud.gov,,443,https://gws-rds-external-readonly-uat.federalist-proxy.app.cloud.gov:443,https,,text/plain,GET,3.30.11.103,/,-741693268,2600:1f12:18a:7d01:fa52:a7cf:b300:6b6b,HSTS,2,False,,,,,,True,,
gws-rds-external-readonly-uat.grafana.fr.cloud.gov,,404,102,gws-rds-external-readonly-uat.grafana.fr.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T16:55:17Z,2023-07-18T16:55:16Z,CN=*.fr.cloud.gov,*.fr.cloud.gov,*.fr.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9d4ebd9d60645431e2f5118a28259d,ad9b4582949ad03bf3ec951188515e5b30f5d4cfa2f1d8063c829758079ec0e1,True,ctls,gws-rds-external-readonly-uat.grafana.fr.cloud.gov,,443,https://gws-rds-external-readonly-uat.grafana.fr.cloud.gov:443,https,,text/plain,GET,3.30.253.88,/,-1658159184,2600:1f12:18a:7d00:1f73:2567:647c:88f0,HSTS,2,False,,,,,,True,,
gws-rds-external-readonly-uat.host120.udemy.com,403 Forbidden,403,151,gws-rds-external-readonly-uat.host120.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-04-07T00:00:00Z,2020-10-14T23:59:59Z,CN=ssl826386.cloudflaressl.com,ssl826386.cloudflaressl.com,ssl826386.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,651266b29091fb462badf4c1766cabcc,8aa186031abb4b4cf06016b7a42fc42c5058b72dacfe402eca8f497e3264a4bf,,ctls,gws-rds-external-readonly-uat.host120.udemy.com,cloudflare,443,https://gws-rds-external-readonly-uat.host120.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,1210513009,2606:4700::6812:a05a,Cloudflare,8,False,True,,,,True,True,,
gws-rds-external-readonly-uat.idp.fr.cloud.gov,,404,98,gws-rds-external-readonly-uat.idp.fr.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T16:55:17Z,2023-07-18T16:55:16Z,CN=*.fr.cloud.gov,*.fr.cloud.gov,*.fr.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9d4ebd9d60645431e2f5118a28259d,ad9b4582949ad03bf3ec951188515e5b30f5d4cfa2f1d8063c829758079ec0e1,True,ctls,gws-rds-external-readonly-uat.idp.fr.cloud.gov,,443,https://gws-rds-external-readonly-uat.idp.fr.cloud.gov:443,https,,text/plain,GET,15.205.11.215,/,360554130,2600:1f12:18a:7d01:f27c:9787:253b:82ac,HSTS,2,False,,,,,,True,,
gws-rds-external-readonly-uat.login.fr.cloud.gov,cloud.gov,404,16605,gws-rds-external-readonly-uat.login.fr.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T16:55:17Z,2023-07-18T16:55:16Z,CN=*.fr.cloud.gov,*.fr.cloud.gov,*.fr.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9d4ebd9d60645431e2f5118a28259d,ad9b4582949ad03bf3ec951188515e5b30f5d4cfa2f1d8063c829758079ec0e1,True,ctls,gws-rds-external-readonly-uat.login.fr.cloud.gov,,443,https://gws-rds-external-readonly-uat.login.fr.cloud.gov:443,https,,text/html,GET,15.205.11.215,/,-1229107459,2600:1f12:18a:7d00:1f73:2567:647c:88f0,HSTS,50,False,,,,,,True,,
gws-rds-external-readonly-uat.logs-platform.fr.cloud.gov,,404,108,gws-rds-external-readonly-uat.logs-platform.fr.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T16:55:17Z,2023-07-18T16:55:16Z,CN=*.fr.cloud.gov,*.fr.cloud.gov,*.fr.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9d4ebd9d60645431e2f5118a28259d,ad9b4582949ad03bf3ec951188515e5b30f5d4cfa2f1d8063c829758079ec0e1,True,ctls,gws-rds-external-readonly-uat.logs-platform.fr.cloud.gov,,443,https://gws-rds-external-readonly-uat.logs-platform.fr.cloud.gov:443,https,,text/plain,GET,15.205.11.215,/,360315015,2600:1f12:18a:7d00:1f73:2567:647c:88f0,HSTS,2,False,,,,,,True,,
gws-rds-external-readonly-uat.logs.fr.cloud.gov,,404,99,gws-rds-external-readonly-uat.logs.fr.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T16:55:17Z,2023-07-18T16:55:16Z,CN=*.fr.cloud.gov,*.fr.cloud.gov,*.fr.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9d4ebd9d60645431e2f5118a28259d,ad9b4582949ad03bf3ec951188515e5b30f5d4cfa2f1d8063c829758079ec0e1,True,ctls,gws-rds-external-readonly-uat.logs.fr.cloud.gov,,443,https://gws-rds-external-readonly-uat.logs.fr.cloud.gov:443,https,,text/plain,GET,15.205.11.215,/,-911958355,2600:1f12:18a:7d00:1f73:2567:647c:88f0,HSTS,2,False,,,,,,True,,
gws-rds-external-readonly-uat.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110447,gws-rds-external-readonly-uat.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:55:43Z,2023-07-17T11:55:42Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,36d1833ce54286e4593696e0979d6fe2,7b100ed7d5eef7c75ff28ac36712a40e9daaca1f4575d7f007995485fd88a1b0,True,ctls,gws-rds-external-readonly-uat.mailfoogae.appspot.com,,443,https://gws-rds-external-readonly-uat.mailfoogae.appspot.com:443,https,nginx/1.13.12,,GET,142.250.185.180,/,918633918,2a00:1450:4001:811::2014,Webflow,691,False,,,,,,True,,
gws-rds-external-readonly-uat.md-in-62.hostgator.in,,404,583,gws-rds-external-readonly-uat.md-in-62.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T00:00:00Z,2023-06-30T23:59:59Z,CN=*.webhostbox.net,*.webhostbox.net,webhostbox.net,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,91426c7236d587a2f1811410e9319104,d7b520986830ffc763d095cc59d63f3312307c36003b5f322f756235bba4b765,True,ctls,gws-rds-external-readonly-uat.md-in-62.hostgator.in,,443,https://gws-rds-external-readonly-uat.md-in-62.hostgator.in:443,https,Apache,text/html,GET,103.53.43.36,/,2074280923,103.53.43.36,Apache,14,False,,,,,,True,https://gws-rds-external-readonly-uat.md-in-62.hostgator.in/404.html,
gws-rds-external-readonly-uat.media.muslimpro.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,80,http://gws-rds-external-readonly-uat.media.muslimpro.com:80,http,ghs,text/html,GET,142.250.185.147,/,302920777,2a00:1450:4001:810::2013,,12,False,,,,,,,,
gws-rds-external-readonly-uat.my.auvik.com,Not Found,404,2376,gws-rds-external-readonly-uat.my.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=my.auvik.com,my.auvik.com,*.my.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb673f63d6c28ea6884ad9c8bf8b58aa,9b3a371744da34315e374fcb8d6aeb455a18f004d3c1085d25edcd1dc3595dc0,True,ctls,gws-rds-external-readonly-uat.my.auvik.com,,443,https://gws-rds-external-readonly-uat.my.auvik.com:443,https,envoy,text/html,GET,52.20.95.196,/,546076808,3.229.71.193,HSTS,65,False,,gws-rds-external-readonly-uat.my.auvik.com,,,,,https://gws-rds-external-readonly-uat.my.auvik.com/auth/login,
gws-rds-external-readonly-uat.nessus.fr.cloud.gov,,404,101,gws-rds-external-readonly-uat.nessus.fr.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T16:55:17Z,2023-07-18T16:55:16Z,CN=*.fr.cloud.gov,*.fr.cloud.gov,*.fr.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9d4ebd9d60645431e2f5118a28259d,ad9b4582949ad03bf3ec951188515e5b30f5d4cfa2f1d8063c829758079ec0e1,True,ctls,gws-rds-external-readonly-uat.nessus.fr.cloud.gov,,443,https://gws-rds-external-readonly-uat.nessus.fr.cloud.gov:443,https,,text/plain,GET,15.205.11.215,/,1651259127,2600:1f12:18a:7d00:1f73:2567:647c:88f0,HSTS,2,False,,,,,,True,,
gws-rds-external-readonly-uat.opslogin.fr.cloud.gov,,404,103,gws-rds-external-readonly-uat.opslogin.fr.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T16:55:17Z,2023-07-18T16:55:16Z,CN=*.fr.cloud.gov,*.fr.cloud.gov,*.fr.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9d4ebd9d60645431e2f5118a28259d,ad9b4582949ad03bf3ec951188515e5b30f5d4cfa2f1d8063c829758079ec0e1,True,ctls,gws-rds-external-readonly-uat.opslogin.fr.cloud.gov,,443,https://gws-rds-external-readonly-uat.opslogin.fr.cloud.gov:443,https,,text/plain,GET,3.30.253.88,/,-605188122,2600:1f12:18a:7d00:1f73:2567:647c:88f0,HSTS,2,False,,,,,,True,,
gws-rds-external-readonly-uat.prometheus.fr.cloud.gov,,404,105,gws-rds-external-readonly-uat.prometheus.fr.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T16:55:17Z,2023-07-18T16:55:16Z,CN=*.fr.cloud.gov,*.fr.cloud.gov,*.fr.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9d4ebd9d60645431e2f5118a28259d,ad9b4582949ad03bf3ec951188515e5b30f5d4cfa2f1d8063c829758079ec0e1,True,ctls,gws-rds-external-readonly-uat.prometheus.fr.cloud.gov,,443,https://gws-rds-external-readonly-uat.prometheus.fr.cloud.gov:443,https,,text/plain,GET,3.30.253.88,/,-1858138940,2600:1f12:18a:7d01:f27c:9787:253b:82ac,HSTS,2,False,,,,,,True,,
gws-rds-external-readonly-uat.quora.com,Quora,200,154448,de.quora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T16:14:07Z,2023-07-15T16:14:06Z,CN=quora.com,quora.com,quora.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,17280cfc4ac28b38cd5cbd961fc89688,a07ae6d7380e9e34600726331b14919beba608877648979da75fc85cf852b709,True,ctls,de.quora.com,cloudflare,443,https://gws-rds-external-readonly-uat.quora.com:443,https,cloudflare,text/html,GET,162.159.153.247,/,-1958196763,162.159.152.17,PayPal,52,False,True,https://*.stripe.com,,,,True,https://de.quora.com/,
gws-rds-external-readonly-uat.rivals.com,Rivals.com: Rivals  football & basketball recruiting,200,88297,n.rivals.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2023-10-04T23:59:59Z,"CN=www.intheknow.com, O=Oath Holdings Inc., L=Sunnyvale, ST=California, C=US",www.intheknow.com,*.aol.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,f3630aaadc35c76f07b236984a39bd2f,2f8ab8bec70f12cacf6502b282aae7f58a551fba1f7158c181ea36fec2a05275,True,ctls,n.rivals.com,,80,http://gws-rds-external-readonly-uat.rivals.com:80,http,ATS,text/html,GET,152.199.16.86,/,-1840324437,152.199.16.86,Ruby on Rails,503,False,,https://csp.rivals.com/api/v1/content_security_policy_reports,,Oath Holdings Inc.,,True,https://n.rivals.com/,
gws-rds-external-readonly-uat.runbot108.odoo.com,404 Not Found,404,153,gws-rds-external-readonly-uat.runbot108.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-17T11:01:30Z,2023-06-15T11:01:29Z,CN=*.runbot108.odoo.com,*.runbot108.odoo.com,runbot108.odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6d330be997fb8fc2d98e98c9b14a3499,9da38db8913990f4c4fa6d6a0ada37847823ca9e4c30f62a0d427351da16f924,True,ctls,gws-rds-external-readonly-uat.runbot108.odoo.com,,443,https://gws-rds-external-readonly-uat.runbot108.odoo.com:443,https,nginx,text/html,GET,141.95.203.16,/,163078286,141.95.203.16,Nginx,8,False,,,,,,,,
gws-rds-external-readonly-uat.sandbox.directly.com,Sign up | Directly,200,10530,gws-rds-external-readonly-uat.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,gws-rds-external-readonly-uat.sandbox.directly.com,,443,https://gws-rds-external-readonly-uat.sandbox.directly.com:443,https,Apache,text/html,GET,35.168.33.143,/,1899044793,3.224.175.215,Pure CSS,283,False,,*.doubleclick.net,,,,,https://gws-rds-external-readonly-uat.sandbox.directly.com/login/auth,
gws-rds-external-readonly-uat.secure.showmax.com,Showmax,200,6528,www.showmax.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-10T10:49:12Z,2024-03-13T10:49:12Z,CN=*.showmax.com,*.showmax.com,showmax.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b1f4bfe62c7dbeb0a2f8b60d0d8b5358,ccdc42092182dbbd935d16988a972dcad05ede3d798832c2328fa5c53a6d06a8,True,ctls,www.showmax.com,,443,https://gws-rds-external-readonly-uat.secure.showmax.com:443,https,,text/html,GET,3.11.144.82,/,-691092624,18.168.28.22,Ruby on Rails,172,False,,,,,,,https://www.showmax.com/v1.0/default/eng,
gws-rds-external-readonly-uat.sg-dev.seek.com,,418,31,gws-rds-external-readonly-uat.sg-dev.seek.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:11:51Z,2023-07-11T00:54:39Z,CN=*.sg-dev.seek.com,*.sg-dev.seek.com,*.sg-dev.seek.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,62957cde799fbb44d2a6cb2f7ed2bc95,8bc3458824dc5e1c9f6b5aa5b6dcdf2affba1d6e51a06d8688a63893cfa672df,True,ctls,gws-rds-external-readonly-uat.sg-dev.seek.com,cloudflare,443,https://gws-rds-external-readonly-uat.sg-dev.seek.com:443,https,cloudflare,text/plain,GET,104.18.0.110,/,-2113662151,2606:4700::6812:16e,HSTS,2,False,True,,,,,,,
gws-rds-external-readonly-uat.snappublisher.snapchat.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,80,http://gws-rds-external-readonly-uat.snappublisher.snapchat.com:80,http,ghs,text/html,GET,142.250.185.115,/,302920777,2a00:1450:4001:806::2013,,12,False,,,,,,,,
gws-rds-external-readonly-uat.ssh.fr.cloud.gov,,404,98,gws-rds-external-readonly-uat.ssh.fr.cloud.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T16:55:17Z,2023-07-18T16:55:16Z,CN=*.fr.cloud.gov,*.fr.cloud.gov,*.fr.cloud.gov,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd9d4ebd9d60645431e2f5118a28259d,ad9b4582949ad03bf3ec951188515e5b30f5d4cfa2f1d8063c829758079ec0e1,True,ctls,gws-rds-external-readonly-uat.ssh.fr.cloud.gov,,443,https://gws-rds-external-readonly-uat.ssh.fr.cloud.gov:443,https,,text/plain,GET,15.205.11.215,/,-1128037840,2600:1f12:18a:7d00:1f73:2567:647c:88f0,HSTS,2,False,,,,,,True,,
gws-rds-external-readonly-uat.stage.auvik.com,Not Found,404,2379,gws-rds-external-readonly-uat.stage.auvik.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=stage.auvik.com,stage.auvik.com,*.stage.auvik.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6be14d8abc1feffb842c6d6e5a4bc306,fd66296d348dede5c23d4a2a50ec36cdd8f5e05f0d05a2690a014001edee0d1d,True,ctls,gws-rds-external-readonly-uat.stage.auvik.com,,443,https://gws-rds-external-readonly-uat.stage.auvik.com:443,https,envoy,text/html,GET,184.73.119.215,/,-1366262953,54.156.106.63,HSTS,65,False,,gws-rds-external-readonly-uat.stage.auvik.com,,,,,https://gws-rds-external-readonly-uat.stage.auvik.com/auth/login,
gws-rds-external-readonly-uat.stage.twilio.com,ERROR: The request could not be satisfied,403,919,gws-rds-external-readonly-uat.stage.twilio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T00:00:00Z,2024-06-10T23:59:59Z,CN=*.stage.twilio.com,*.stage.twilio.com,stage.twilio.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8fd682dfc1719bab2c00428161c730f7,146bba01e6f08311eb6af4d1760c23e0ed95fd297f9b15b1b3a767a98d146144,True,ctls,gws-rds-external-readonly-uat.stage.twilio.com,cloudfront,443,https://gws-rds-external-readonly-uat.stage.twilio.com:443,https,CloudFront,text/html,GET,13.32.99.43,/,-1591650030,13.32.99.92,Amazon Web Services,20,False,True,,,,,,,
gws-rds-external-readonly-uat.staging-airtableblocks.com,Airtable,406,1265,alt.staging-airtableblocks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,*.alt.staging-airtableblocks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bfd507e2516c82dbb31099a2f3c0e5d,d60512b9b5d5b3b7675c38beb2f15390fe6ade984fce242b84913a87d682b987,True,ctls,alt.staging-airtableblocks.com,,443,https://gws-rds-external-readonly-uat.staging-airtableblocks.com:443,https,nginx,text/html,GET,52.204.72.164,/,-304007040,3.222.42.155,Nginx,29,False,,,,,,True,https://alt.staging-airtableblocks.com:443/,
gws-rds-external-readonly-uat.test.sketch.com,,404,,gws-rds-external-readonly-uat.test.sketch.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=test.sketch.com,test.sketch.com,resources-test.sketch.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5fb3ae8293d5a73354349ce05a13f047,ae5f654de1db8b38e20d162118bba26853b048595ce627894ffc9863e0bccec0,True,ctls,gws-rds-external-readonly-uat.test.sketch.com,,443,https://gws-rds-external-readonly-uat.test.sketch.com:443,https,awselb/2.0,text/plain,GET,34.225.184.154,/,-1840324437,34.199.58.92,,1,False,,,,,,,,
gws-rds-external-readonly-uat.test.sqills.com,404 Not Found,404,548,gws-rds-external-readonly-uat.test.sqills.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-02-05T23:59:59Z,CN=*.test.sqills.com,*.test.sqills.com,test.sqills.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3375b0465f4cf1bfe0b54b5284458140,91b9df573b798d8fb5cd9cb23bcda79f7145fd841a62f430e6af0429c73804dd,True,ctls,gws-rds-external-readonly-uat.test.sqills.com,,443,https://gws-rds-external-readonly-uat.test.sqills.com:443,https,nginx,text/html,GET,84.241.158.137,/,566218143,84.241.158.137,Nginx,14,False,,,,,,,,
gws-rds-external-readonly-uat.unified.seek.com,,403,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://gws-rds-external-readonly-uat.unified.seek.com:80,http,cloudflare,text/plain,GET,104.18.22.53,/,1253481126,104.18.23.53,Cloudflare Bot Management,1,False,True,,,,,,,
heal-beta-readonly.corp.amazon.com,Midway Authentication Portal,403,2690,midway-auth.amazon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-06T00:00:00Z,2024-03-16T23:59:59Z,CN=midway-auth.dub.amazon.com,midway-auth.dub.amazon.com,auth.midway.amazon.dev,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6abbada5033f941ea267562b71a6e818,421d23be721014d1d89684afa588755a72f9e19c18fd4600046e7af2a7d3242d,,ctls,midway-auth.amazon.com,,443,https://heal-beta-readonly.corp.amazon.com:443,https,Server,text/html,GET,18.202.10.137,/,147225033,54.78.120.223,Ruby on Rails,47,False,,https://unagi-na.amazon.com,,,,,https://midway-auth.amazon.com/SSO/redirect?redirect_uri=https%3A%2F%2Fheal-beta-readonly.corp.amazon.com%2F&client_id=https%3A%2F%2Fheal-beta-readonly.corp.amazon.com%3A443&scope=openid&response_type=id_token&nonce=0aceb378811324868e92aed18d8494aa8f969ad319ba9ff629e9ca10cbd41c61&sentry_handler_version=midwaygateway&response_mode=query&state=%2F,
heal-readonly-ncl.aka.amazon.com,Midway Authentication Portal,200,7289,midway-auth.amazon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-06T00:00:00Z,2024-03-16T23:59:59Z,CN=midway-auth.dub.amazon.com,midway-auth.dub.amazon.com,auth.midway.amazon.dev,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6abbada5033f941ea267562b71a6e818,421d23be721014d1d89684afa588755a72f9e19c18fd4600046e7af2a7d3242d,,ctls,midway-auth.amazon.com,,443,https://heal-readonly-ncl.aka.amazon.com:443,https,Server,text/html,GET,54.77.238.162,/,-2070956571,176.34.194.33,Ruby on Rails,112,False,,https://unagi-na.amazon.com,,,,,https://midway-auth.amazon.com/login?next=%2FSSO%2Fredirect%3Fredirect_uri%3Dhttps%253A%252F%252Fheal-readonly-ncl.aka.amazon.com%252F%26client_id%3Dhttps%253A%252F%252Fheal-readonly-ncl.aka.amazon.com%253A443%26scope%3Dopenid%26response_type%3Did_token%26nonce%3D850f2ec0e8819ead37b480043c8be302df2f31117ffdbc3c90d3239836fd77e2%26sentry_handler_version%3Dmidwaygateway%26response_mode%3Dquery%26state%3D%252F&require_digital_identity=false,
hk24p01ad.nl-uk.deezer.com,Deezer.com,200,32479,hk24p01ad.nl-uk.deezer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-06-02T05:41:49Z,2030-05-31T05:41:49Z,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,testexample,9442ef3f2ff45957b8819ddd5c7ee549,db5792efac6d5770c2e0fab4920333beda922e4bb98e589e3e8f07683c5e8973,,ctls,hk24p01ad.nl-uk.deezer.com,,443,https://hk24p01ad.nl-uk.deezer.com:443,https,openresty,text/html,GET,208.91.197.27,/,-1919887028,208.91.197.27,OpenResty,233,False,,,,testexample,,True,,True
horoscoop.ad.nl,,200,44,horoscoop.ad.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.cobytes.io,*.cobytes.io,cobytes.io,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,10fe39e7d0cc7005a58a85edcb481286,70d206198cafcd9da0a10cdffd2d970b5256fb3b6a070b30b0a17995262ee8d4,True,ctls,horoscoop.ad.nl,,443,https://horoscoop.ad.nl:443,https,Apache/2,text/html,GET,185.71.61.104,/,-1812417198,2a03:38a0:61:104::1,HSTS,2,False,,,,,,True,,
horoscoop.www.ad.nl,,200,44,horoscoop.www.ad.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,2024-04-26T23:59:59Z,CN=*.cobytes.io,*.cobytes.io,cobytes.io,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,10fe39e7d0cc7005a58a85edcb481286,70d206198cafcd9da0a10cdffd2d970b5256fb3b6a070b30b0a17995262ee8d4,True,ctls,horoscoop.www.ad.nl,,443,https://horoscoop.www.ad.nl:443,https,Apache/2,text/html,GET,185.71.61.104,/,-1812417198,2a03:38a0:61:104::1,HSTS,2,False,,,,,,True,,
