input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,csp_domains_,final_url,tls_expired,location
monassurancecpo.td.com,404 - Not Found,404,433,monassurancecpo.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T13:25:32Z,2023-09-24T13:25:32Z,"CN=myinsurance.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myinsurance.td.com,The Toronto-Dominion Bank,monassurance-st.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",be5fdf0e4ee9942007a0aae0599a92af,5e72bc5972e62fda5c3ba32eb4d84ba55ed1616c633395ab993c96fd7ce269e8,ctls,monassurancecpo.td.com,,443,https://monassurancecpo.td.com:443,https,EOS (teb/AA48),text/html,GET,152.199.16.245,/,-8208978,152.199.16.245,,13,False,,True,,,,,
monassurancesoc.td.com,404 - Not Found,404,433,monassurancesoc.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T13:25:32Z,2023-09-24T13:25:32Z,"CN=myinsurance.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myinsurance.td.com,The Toronto-Dominion Bank,monassurance-st.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",be5fdf0e4ee9942007a0aae0599a92af,5e72bc5972e62fda5c3ba32eb4d84ba55ed1616c633395ab993c96fd7ce269e8,ctls,monassurancesoc.td.com,,443,https://monassurancesoc.td.com:443,https,EOS (teb/AA48),text/html,GET,152.199.16.245,/,-8208978,152.199.16.245,,13,False,,True,,,,,
mtpxy-ext.pat.td.com,,401,211,mtpxy-ext.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T15:13:56Z,2024-01-10T15:13:56Z,"CN=mtpxy-ext.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",mtpxy-ext.pat.td.com,The Toronto-Dominion Bank,mtpxy-ext.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",ce15789c192d0ff80ce5e6f77ec522a2,6a7f52fc3067fa8334fa9c9cf0ba75d10927f1e9a148ec8df62f66fb6d8c2f7b,ctls,mtpxy-ext.pat.td.com,,80,http://mtpxy-ext.pat.td.com:80,http,,application/json,GET,95.101.111.173,/,314837645,95.101.111.165,HSTS,1,False,,,,,https://mtpxy-ext.pat.td.com/,,
mtpxy-ext.td.com,,401,211,mtpxy-ext.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T15:13:50Z,2024-02-10T15:13:49Z,"CN=mtpxy-ext.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",mtpxy-ext.td.com,The Toronto-Dominion Bank,mtpxy-ext.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6ca654d8a560360691bad8f56811b3ad,2c3b46226e543cdd51c27aecf39b7930b2493bc2be4740ac51bbe3702aaa7bd3,ctls,mtpxy-ext.td.com,,443,https://mtpxy-ext.td.com:443,https,,application/json,GET,95.101.111.163,/,314837645,95.101.111.157,HSTS,1,False,,,,,,,
mydrive.td.com,Sign in to your account,200,205442,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,443,https://mydrive.td.com:443,https,,text/html,GET,52.104.68.27,/,-1840324437,52.104.68.27,HSTS,174,False,,,,,https://login.microsoftonline.com:443/d9da684f-2c03-432a-a7b6-ed714ffc7683/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=6FF10FA7F15134C4B3A1F54D87D80DFDB5D92CFB0AD30D02%2D341268A294399D376B5996C256EFEB075F0C496D755C4498540175E9826F3587&redirect%5Furi=https%3A%2F%2Fmydrive%2Etd%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=8ab6b6a0%2D40be%2D3000%2D9c81%2D747d31ac2b54&popupui=1,,
myfeed.dev.td.com,ERROR: The request could not be satisfied,403,919,myfeed.dev.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-24T13:06:26Z,2023-09-24T13:06:26Z,"CN=myfeed.dev.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myfeed.dev.td.com,The Toronto-Dominion Bank,myfeed.dev.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",f12bf772c7e220e88c14852d825318a2,b2f22046f21ed178c1b0df8d92fcf8d80547217ec0b697057127aa31e1cb4bb3,ctls,myfeed.dev.td.com,cloudfront,443,https://myfeed.dev.td.com:443,https,CloudFront,text/html,GET,99.86.4.64,/,1067775189,2600:9000:2057:ce00:15:c32c:cd00:93a1,Amazon Web Services,20,False,True,,,,,,
myfeed.td.com,ERROR: The request could not be satisfied,403,919,myfeed.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-02T14:20:10Z,2023-09-01T14:20:10Z,"CN=myfeed.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myfeed.td.com,The Toronto-Dominion Bank,myfeed.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1f4d21e2fab29da194f67dd23d72ce6e,ee95e700bb0ad74e7484c8b8c2697c1ea785d1992f08f31d79a68f43269a3bba,ctls,myfeed.td.com,cloudfront,443,https://myfeed.td.com:443,https,CloudFront,text/html,GET,13.32.121.52,/,977641061,2600:9000:2240:c00:16:5749:9840:93a1,Amazon Web Services,20,False,True,,,,,,
myinsurance.td.com,My Insurance / Mon Assurance,200,5169,myinsurance.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T13:25:32Z,2023-09-24T13:25:32Z,"CN=myinsurance.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myinsurance.td.com,The Toronto-Dominion Bank,monassurance-st.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",be5fdf0e4ee9942007a0aae0599a92af,5e72bc5972e62fda5c3ba32eb4d84ba55ed1616c633395ab993c96fd7ce269e8,ctls,myinsurance.td.com,,443,https://myinsurance.td.com:443,https,ECD (nya/1C38),text/html,GET,152.199.16.245,/,-8208978,152.199.16.245,Java,40,False,,,,,https://myinsurance.td.com/waw/ins/pol/application/login,,
myinsurance1.pat.td.com,My Insurance / Mon Assurance,200,5172,myinsurance1.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T02:50:46Z,2023-08-20T02:50:46Z,"CN=myinsurance.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myinsurance.pat.td.com,The Toronto-Dominion Bank,monassurance3.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e1f42076bd0c1fd69ddeeb25643dc419,05c1cee904c11ac897d2cd156c9d229b511e4b0af5cd3d6b738d464a2b1d2fa4,ctls,myinsurance1.pat.td.com,,443,https://myinsurance1.pat.td.com:443,https,ECD (dcc/4365),text/html,GET,152.199.16.247,/,-1463124301,152.199.16.247,Java,40,False,,,,,https://myinsurance1.pat.td.com/waw/ins/pol/application/login,,
myinsurance12.pat.td.com,My Insurance / Mon Assurance,200,5170,myinsurance12.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T02:50:46Z,2023-08-20T02:50:46Z,"CN=myinsurance.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myinsurance.pat.td.com,The Toronto-Dominion Bank,monassurance3.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e1f42076bd0c1fd69ddeeb25643dc419,05c1cee904c11ac897d2cd156c9d229b511e4b0af5cd3d6b738d464a2b1d2fa4,ctls,myinsurance12.pat.td.com,,443,https://myinsurance12.pat.td.com:443,https,ECD (nya/1C38),text/html,GET,152.199.16.247,/,-1463124301,152.199.16.247,Java,40,False,,,,,https://myinsurance12.pat.td.com/waw/ins/pol/application/login,,
myinsurance2.pat.td.com,My Insurance / Mon Assurance,200,5173,myinsurance2.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T02:50:46Z,2023-08-20T02:50:46Z,"CN=myinsurance.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myinsurance.pat.td.com,The Toronto-Dominion Bank,monassurance3.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e1f42076bd0c1fd69ddeeb25643dc419,05c1cee904c11ac897d2cd156c9d229b511e4b0af5cd3d6b738d464a2b1d2fa4,ctls,myinsurance2.pat.td.com,,443,https://myinsurance2.pat.td.com:443,https,ECD (nya/1C38),text/html,GET,152.199.16.247,/,-1463124301,152.199.16.247,Java,40,False,,,,,https://myinsurance2.pat.td.com/waw/ins/pol/application/login,,
myinsurancecpo.td.com,404 - Not Found,404,433,myinsurancecpo.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T13:25:32Z,2023-09-24T13:25:32Z,"CN=myinsurance.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myinsurance.td.com,The Toronto-Dominion Bank,monassurance-st.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",be5fdf0e4ee9942007a0aae0599a92af,5e72bc5972e62fda5c3ba32eb4d84ba55ed1616c633395ab993c96fd7ce269e8,ctls,myinsurancecpo.td.com,,443,https://myinsurancecpo.td.com:443,https,EOS (teb/AA48),text/html,GET,152.199.16.245,/,-8208978,152.199.16.245,,13,False,,True,,,,,
myinsurancesoc.td.com,404 - Not Found,404,433,myinsurancesoc.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T13:25:32Z,2023-09-24T13:25:32Z,"CN=myinsurance.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",myinsurance.td.com,The Toronto-Dominion Bank,monassurance-st.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",be5fdf0e4ee9942007a0aae0599a92af,5e72bc5972e62fda5c3ba32eb4d84ba55ed1616c633395ab993c96fd7ce269e8,ctls,myinsurancesoc.td.com,,443,https://myinsurancesoc.td.com:443,https,EOS (teb/AA48),text/html,GET,152.199.16.245,/,-8208978,152.199.16.245,,13,False,,True,,,,,
myteam.td.com,Sign in to your account,200,205517,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,443,https://myteam.td.com:443,https,,text/html,GET,52.104.68.27,/,-1840324437,52.104.68.27,HSTS,174,False,,,,,https://login.microsoftonline.com:443/d9da684f-2c03-432a-a7b6-ed714ffc7683/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=A0E552B7EC68EC3183994CC4FC31F1FA7505B00096D5992A%2D46441FD6017BA53CDFD09CD60C4D35CDF160C556484FE8222364EACEBEBBE43C&redirect%5Furi=https%3A%2F%2Fmyteam%2Etd%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=8bb6b6a0%2D801b%2D3000%2D9da9%2Dd1c3a6dc3850&popupui=1,,
negocititrestd.td.com,Opérations sans commission | NégociTitres TD,200,210925,www.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T19:57:15Z,2024-03-13T19:57:14Z,"CN=td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",td.com,The Toronto-Dominion Bank,www.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",99b7094d83d37bdf079f11c62e1d4609,4f714aa5b632a8e79c37fef6939a86dcc4d80e629926d20e231cbb4a68d702c7,ctls,www.td.com,,443,https://negocititrestd.td.com:443,https,Apache,text/html,GET,18.205.36.100,/,755107399,54.162.128.250,Java,4237,False,,,,,https://www.td.com/ca/fr/investir/placement-en-direct/services/negocititres,,
newsroom.td.com,TD Stories | TD Stories,200,101602,stories.td.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T02:09:54Z,2023-12-15T02:09:54Z,"CN=stories.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",stories.td.com,The Toronto-Dominion Bank,www.stories.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6bf104968571f931bdebd6b26d69dbf9,fbe607a8333f743fed3202c29ae52398a7d2d4cec0ca14852ebf3e2816b279b0,ctls,stories.td.com,,443,https://newsroom.td.com:443,https,,text/html,GET,52.60.219.22,/,2055973433,52.60.219.22,Yii,2431,False,,,,,https://stories.td.com/us/en/,,
nexus.td.com,,204,,nexus.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2019-02-22T00:00:00Z,2021-02-20T12:00:00Z,"CN=nexus.td.com, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA, serialNumber=1010197, jurisdictionStateOrProvince=Nova Scotia, jurisdictionCountry=CA, businessCategory=Private Organization, jurisdictionStateOrProvince=Nova Scotia, jurisdictionCountry=CA, businessCategory=Private Organization",nexus.td.com,The Toronto-Dominion Bank,nexus.td.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,45212a43c7a913972346a19f5162e8fa,f0374cd6a29bf60e45c6f7d58529a5d7c037b086fdd92d2755b45a083cecab00,ctls,nexus.td.com,,443,https://nexus.td.com:443,https,nginx,,GET,3.124.173.63,/,-1840324437,3.124.173.63,Nginx,1,False,,,,,,True,
northservices.pat.td.com,Access Denied,403,278,northservices.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-28T14:02:38Z,2024-04-27T14:02:38Z,"CN=northservices.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",northservices.pat.td.com,The Toronto-Dominion Bank,northservices-b.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",f903cc21887df321769a647fe4548016,283d0d154c35fcef53b2644e3b31d540fa2637a2fae2d7618d4ae03ba9c4f0d8,ctls,northservices.pat.td.com,,443,https://northservices.pat.td.com:443,https,AkamaiGHost,text/html,GET,95.101.111.132,/,1600079031,95.101.111.174,HSTS,10,False,,,,,,,
northservices.td.com,403 - Forbidden,403,345,northservices.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-17T20:22:50Z,2024-02-17T20:22:49Z,"CN=northservices.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",northservices.td.com,The Toronto-Dominion Bank,northservices.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d32307889763e33c92d82406f1557adc,381036ac79e9c72582c97efb682917ba2dc7c133b6b2222f9d3fc249bf926694,ctls,northservices.td.com,,443,https://northservices.td.com:443,https,ECD (frb/670F),text/html,GET,152.199.16.144,/,1839503686,152.199.16.144,Azure CDN,12,False,,,,,,,
online1.pat.td.com,Access Denied,403,272,online1.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-22T16:35:18Z,2024-01-22T16:35:18Z,"CN=online1.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",online1.pat.td.com,The Toronto-Dominion Bank,online2.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",81020b3cc2ffc3453a9f66f890da9f72,c4b368a62e137948a5367fa84d45c06049a26ab280e831ea8005f82e9560fc43,ctls,online1.pat.td.com,,443,https://online1.pat.td.com:443,https,AkamaiGHost,text/html,GET,95.101.111.185,/,1984857760,95.101.111.138,HSTS,10,False,,,,,,,
online3.pat.td.com,Access Denied,403,271,online3.pat.td.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-22T16:35:18Z,2024-01-22T16:35:18Z,"CN=online1.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",online1.pat.td.com,The Toronto-Dominion Bank,online2.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",81020b3cc2ffc3453a9f66f890da9f72,c4b368a62e137948a5367fa84d45c06049a26ab280e831ea8005f82e9560fc43,ctls,online3.pat.td.com,,443,https://online3.pat.td.com:443,https,AkamaiGHost,text/html,GET,2.16.187.91,/,927086939,2.16.187.35,HSTS,10,False,,,,,,,
onlinea2a.pat.td.com,Page not available,404,661,onlinea2a.pat.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-02T14:31:24Z,2023-06-14T14:31:24Z,"CN=onlinea2a.pat.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",onlinea2a.pat.td.com,The Toronto-Dominion Bank,onlinea2a.pat.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",5943c1dbc28ffb315a19aa0564d4667c,e0685ffb6d40e79dc9e9c9c154c96a980a65e5f975548871a6441cc3f0623143,ctls,onlinea2a.pat.td.com,,443,https://onlinea2a.pat.td.com:443,https,,text/html,GET,167.16.22.176,/,-2010350229,167.16.22.176,HSTS,25,False,,,,https:,,,
onlinea2a.sit.td.com,Page not available,404,661,onlinea2a.sit.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-02T14:30:56Z,2023-06-15T14:30:56Z,"CN=onlinea2a.sit.td.com, serialNumber=1223766, businessCategory=Private Organization, O=The Toronto-Dominion Bank, jurisdictionCountry=CA, L=Toronto, ST=Ontario, C=CA, businessCategory=Private Organization, jurisdictionCountry=CA",onlinea2a.sit.td.com,The Toronto-Dominion Bank,onlinea2a.sit.td.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e21170504000f13988443f19386b626b,3d8399e4cd9fe46dcb7a1f2afcbfd48a027c59444c750ab298633f1afcfb8d77,ctls,onlinea2a.sit.td.com,,443,https://onlinea2a.sit.td.com:443,https,,text/html,GET,167.16.58.177,/,-2010350229,167.16.58.177,HSTS,25,False,,,,https:,,,
onlinebillpay.pilotqa.td.com,,500,75,onlinebillpay.pilotqa.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2018-03-27T00:00:00Z,2019-03-28T12:00:00Z,"CN=onlinebillpay.pilotqa.td.com, OU=DCTS, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",onlinebillpay.pilotqa.td.com,The Toronto-Dominion Bank,onlinebillpay.pilotqa.td.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,8d1438fee30f4878a8ce9a2d268e7d56,b0416f5b3c28eaa8d970e56b49752adc4f567f494a6a7ce37064c97077c2d0ca,ctls,onlinebillpay.pilotqa.td.com,,443,https://onlinebillpay.pilotqa.td.com:443,https,,text/html,GET,166.73.12.13,/,-20275242,166.73.12.13,HSTS,1,False,,,,,,True,
onlinebillpay.pilotqaconv.td.com,,500,75,onlinebillpay.pilotqaconv.td.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2018-03-27T00:00:00Z,2019-03-28T12:00:00Z,"CN=onlinebillpay.pilotqaconv.td.com, OU=DCTS, O=The Toronto-Dominion Bank, L=Toronto, ST=Ontario, C=CA",onlinebillpay.pilotqaconv.td.com,The Toronto-Dominion Bank,onlinebillpay.pilotqaconv.td.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,70f83affb7be201af88e870f05f278a2,53315dd3804b743f541d8fcca0314598d68c5214a84996316b16fff68ea7c281,ctls,onlinebillpay.pilotqaconv.td.com,,443,https://onlinebillpay.pilotqaconv.td.com:443,https,,text/html,GET,166.73.12.23,/,-20275242,166.73.12.23,HSTS,1,False,,,,,,True,
