new,host,ttl,a,aaaa,cname,soa,status_code,cdn,cdn-name,mx,caa,ns,txt
[x],main.cluster-api-ibmcloud.sigs.k8s.io,20,"3.10.126.228, 3.9.51.5",,,"{'name': 'cluster-api-ibmcloud.sigs.k8s.io', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1692804727, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'cluster-api-ibmcloud.sigs.k8s.io', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1692804727, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'cluster-api-ibmcloud.sigs.k8s.io', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1692804727, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'cluster-api-ibmcloud.sigs.k8s.io', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1692804727, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'cluster-api-ibmcloud.sigs.k8s.io', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1692804727, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,
[x],main.cluster-api.sigs.k8s.io,3600,"3.70.101.28, 18.192.231.252",,main--kubernetes-sigs-cluster-api.netlify.app,"{'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],managementclub.gcr.io,300,172.253.115.82,2607:f8b0:4004:c07::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],marajane01.gcr.io,300,,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mars70.gcr.io,300,172.253.115.82,2a00:1450:400c:c0d::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],maxcoin.gcr.io,248,74.125.205.82,2a00:1450:4010:c05::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],maxxie68-8.gcr.io,300,142.250.110.82,2a00:1450:4025:402::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mediclic-6333457.gcr.io,300,64.233.163.82,2a00:1450:4013:c1a::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],memo-those-who-play-occasionally-the-wccf.gcr.io,300,,2a00:1450:4025:401::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],merchantaccount-stgl.gcr.io,300,,2a00:1450:4010:c0b::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],messagecenterq5.gcr.io,300,,2a00:1450:4010:c06::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],metrika-ng-ps.gcr.io,300,173.194.76.82,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mez34-2-7ess.gcr.io,300,172.253.122.82,2a00:1450:400c:c00::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mfg-tnj.gcr.io,300,142.251.31.82,2a00:1450:4010:c0f::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],michaelbachatlanta.gcr.io,246,64.233.162.82,2a00:1450:4010:c06::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],migr.gcr.io,300,,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],minikube.sigs.k8s.io,1224,"3.72.140.173, 3.70.101.28",,kubernetes-sigs-minikube.netlify.app,"{'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],mirror.gcr.io,300,,2a00:1450:4013:c1a::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],missioncontrol.gcr.io,217,64.233.165.82,2a00:1450:4025:402::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mmail.gcr.io,300,,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mmi401.gcr.io,300,,2a00:1450:400c:c06::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mobilerel2.gcr.io,300,172.253.122.82,2a00:1450:400c:c00::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],moh.gcr.io,300,172.253.115.82,2a00:1450:400c:c04::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],moloch-dass-sjg06.gcr.io,300,74.125.133.82,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 657133547, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],monitoring-eks.prow.k8s.io,3600,,,a263543bde23d465583081052e18b3e3-1240977898.us-east-2.elb.amazonaws.com,"{'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,
[x],monitoring-gke.prow.k8s.io,300,,,,"{'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,True,google,,,,
[x],monitoring.prow-canary.k8s.io,3600,34.102.128.31,,,"{'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,True,google,,,,
[x],monitoring.prow.k8s.io,3600,130.211.20.136,,,"{'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,True,google,,,,
[x],monsterboard-ios-facade.gcr.io,300,64.233.163.82,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 657133547, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],moodledev.gcr.io,300,64.233.167.82,2a00:1450:400c:c0d::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mp3center.gcr.io,300,74.125.71.82,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mr-1350.gcr.io,300,142.250.110.82,2a00:1450:4013:c1a::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mr-1845.gcr.io,300,142.250.27.82,2a00:1450:4013:c1a::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 657133547, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mr-63.gcr.io,300,172.253.122.82,2a00:1450:4013:c1a::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],mr-715.gcr.io,300,142.250.110.82,2a00:1450:400c:c0d::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
