input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_mismatched,final_url,tls_self_signed,csp_domains_
sandbox.api.cash.app,,404,,sandbox.api.cash.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-01T14:59:04Z,2023-07-30T14:59:03Z,CN=sandbox.api.cash.app,sandbox.api.cash.app,sandbox.api.cash.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,83fe3739eb5f545c86aa108bf87fb389,92ce9ceaecfae58f6633ae29311c4f782c08e3b90505c09af6324a08c860e28b,ctls,sandbox.api.cash.app,fastly,443,https://sandbox.api.cash.app:443,https,istio-envoy,,GET,146.75.122.133,/,-1840324437,146.75.122.133,Varnish,1,False,True,,,,,,
sandbox.api.cashstaging.app,,404,,,,,,,,,,,,,,,,,,,fastly,80,http://sandbox.api.cashstaging.app:80,http,istio-envoy,,GET,146.75.122.133,/,-1840324437,146.75.122.133,Varnish,1,False,True,,,,,,
sandbox.global-network-api.cashstaging.app,,404,,sandbox.global-network-api.cashstaging.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-16T15:03:15Z,2023-06-14T15:03:14Z,CN=sandbox.global-network-api.cashstaging.app,sandbox.global-network-api.cashstaging.app,sandbox.global-network-api.cashstaging.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba863e59ed6b05c7ba61e91c12e2106d,e7bc2ad64a4bb67877e754b279f92da9e6365e88b8e5e79aea5ad07514891df0,ctls,sandbox.global-network-api.cashstaging.app,fastly,443,https://sandbox.global-network-api.cashstaging.app:443,https,istio-envoy,,GET,151.101.2.133,/,-1840324437,151.101.194.133,Varnish,1,False,True,,,,,,
sandbox.kit.cash.app,,403,243,sandbox.kit.cash.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-10T23:59:59Z,CN=sandbox.kit.cash.app,sandbox.kit.cash.app,sandbox.kit.cash.app,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b486c128db05478c64a1defde8735d4d,a8f3e1e2e29d9fd76027473a2e6cde8d4a015c5c5399f0b218b6622cee25ed78,ctls,sandbox.kit.cash.app,cloudfront,443,https://sandbox.kit.cash.app:443,https,AmazonS3,application/xml,GET,65.9.66.38,/,1006964419,2600:9000:206f:3400:3:2f6b:4d80:93a1,Amazon Web Services,2,False,True,,,,,,
sandbox.pay.cash.app,Attention Required! | Cloudflare,403,4521,sandbox.pay.cash.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-04-25T23:59:59Z,"CN=sandbox.pay.cash.app, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sandbox.pay.cash.app,sandbox.pay.cash.app,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0343c4aef4128f83b7ea8956793e6633,cbaa71320fa790e602a93e6a63b160ddf39faef76a67ed61fe0f516f95b7eb32,ctls,sandbox.pay.cash.app,cloudflare,443,https://sandbox.pay.cash.app:443,https,cloudflare,text/html,GET,162.159.140.45,/,-1538096671,172.66.0.45,Cloudflare Bot Management,94,False,True,,"Cloudflare, Inc.",,,,
secured-user-images.githubusercontent.com/,,403,243,secured-user-images.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,ctls,secured-user-images.githubusercontent.com,,443,https://secured-user-images.githubusercontent.com:443,https,GitHub Cloud,application/xml,GET,185.199.109.133,/,831057628,185.199.111.133,Varnish,2,False,,True,"GitHub, Inc.",True,,,
shop.cash.app,Cash by Cash App | Cash By Cash App,200,81145,www.cashbycashapp.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-23T22:11:03Z,2023-06-21T22:11:02Z,CN=www.cashbycashapp.com,www.cashbycashapp.com,www.cashbycashapp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,db330907626436eeef22f7be664a27e9,28e8432e0ef616df87b4c8ab76f43b03ec952bb237947d85c518aa7f72680587,ctls,www.cashbycashapp.com,,80,http://shop.cash.app:80,http,nginx,text/html,GET,13.248.205.93,/,-84580739,76.223.91.57,Nginx,456,False,,,,,https://www.cashbycashapp.com,,
spotlights-feed.github.com,Published spotlights,200,186406,spotlights-feed.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,ctls,spotlights-feed.github.com,,443,https://spotlights-feed.github.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,-1493334710,2606:50c0:8003::153,Varnish,3607,False,,True,"GitHub, Inc.",True,,,
status.cash.app,Cash App Status,200,49070,status.cash.app,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-07T02:44:14Z,2023-08-05T02:44:13Z,CN=amosstatus.ifsleasing.com,amosstatus.ifsleasing.com,www.localizestatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,562eb0240b9a99e930f6ce000c0610c4,655abb8135ce8bc6dcd25d2b458e8ac0e2c0ee3f4b5a8da6f7e8185cb314beff,ctls,status.cash.app,,443,https://status.cash.app:443,https,,text/html,GET,52.215.192.131,/,-1840324437,52.215.192.131,HSTS,1355,False,,,,,,,
triple.api.joinverse.com,,404,74,triple.api.joinverse.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T04:22:34Z,2023-07-23T04:22:33Z,CN=triple.api.joinverse.com,triple.api.joinverse.com,triple.api.joinverse.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89948983236a66c964f190b17fb2704e,59d74dfbc90460d69087730dac9c5edacb5f92432a2b42b9909d2cb60325ba52,ctls,triple.api.joinverse.com,google,443,https://triple.api.joinverse.com:443,https,,text/plain,GET,34.160.253.154,/,-1446740353,34.160.253.154,HTTP/3,2,False,True,,,,,,
uploads.github.com,GitHub: Let’s build from here · GitHub,200,224864,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,ctls,github.com,,443,https://uploads.github.com:443,https,GitHub.com,text/html,GET,140.82.121.13,/,-1840324437,140.82.121.13,HSTS,2366,False,,,"GitHub, Inc.",,https://github.com,,objects.githubusercontent.com
user-images.githubusercontent.com/,,403,255,user-images.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,ctls,user-images.githubusercontent.com,,443,https://user-images.githubusercontent.com:443,https,GitHub Cloud,application/xml,GET,185.199.110.133,/,1561751962,2606:50c0:8002::154,Varnish,2,False,,True,"GitHub, Inc.",True,,,
verse.events,,200,,verse.events,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T00:29:47Z,2023-06-23T00:29:46Z,CN=verse.events,verse.events,verse.events,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8faeb187815c7cb1ca4e64fbd110f7df,f9c837f26ee364b95ef7705c01a257d608a4231b049015849a54a7c8a977acef,ctls,verse.events,google,443,https://verse.events:443,https,nginx,application/octet-stream,GET,35.244.155.140,/,-909858089,35.244.155.140,Nginx,1,False,True,,,,,,
verse.me,Hello - Verse,200,146311,verse.me,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T00:29:51Z,2023-06-23T00:29:50Z,CN=verse.me,verse.me,verse.me,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,91cd771c1f65cd8959de660259854dc3,15dc87daf6e9d059980bb9fc9be7374d48eb84b77f15856ecdb16e5170778352,ctls,verse.me,google,80,http://verse.me:80,http,nginx,text/html,GET,35.241.43.191,/,-1840324437,35.241.43.191,Yoast SEO:20.1,433,False,True,,,,https://verse.me/en/,,
viewscreen.githubusercontent.com,,404,19,viewscreen.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.githubusercontent.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubusercontent.com,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,21a7ae1b042531ebe0631a0de672847a,56a9ff4b6f33f556da01b740ef74ae8689a581f65e7fdce828675dd65e83bd82,ctls,viewscreen.githubusercontent.com,,443,https://viewscreen.githubusercontent.com:443,https,,text/plain,GET,140.82.112.21,/,-138391155,140.82.112.21,GitHub Pages,2,False,,True,"GitHub, Inc.",,,,
www.githubstatus.com,GitHub Status,200,119151,www.githubstatus.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-22T07:43:54Z,2023-07-21T07:43:53Z,CN=apistatus.chorus.co.nz,apistatus.chorus.co.nz,www.githubstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba597573d90bf57cd7e9b9e2d299d910,c5637019972997373031cb77015e38379d697d4fac129f4c469d4f5b4acc7af3,ctls,www.githubstatus.com,,443,https://www.githubstatus.com:443,https,,text/html,GET,52.215.192.132,/,-1840324437,52.215.192.132,HSTS,2779,False,,,,,,,
www.joinverse.com,Hello - Verse,200,146332,joinverse.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T00:27:57Z,2023-06-23T00:27:56Z,CN=joinverse.com,joinverse.com,joinverse.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5f7aa05897428b7dcad79bfcd9775b60,b0528bbe21d7dbde8b8350128add0c5b3fd2a242b9cfc99f75505bd0bc253b96,ctls,joinverse.com,google,443,https://www.joinverse.com:443,https,nginx,text/html,GET,35.241.43.191,/,-1840324437,35.241.43.191,Yoast SEO:20.1,433,False,True,,,,https://joinverse.com/en/,,
www.verse.me,Hello - Verse,200,146332,verse.me,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T00:29:51Z,2023-06-23T00:29:50Z,CN=verse.me,verse.me,verse.me,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,91cd771c1f65cd8959de660259854dc3,15dc87daf6e9d059980bb9fc9be7374d48eb84b77f15856ecdb16e5170778352,ctls,verse.me,google,80,http://www.verse.me:80,http,nginx,text/html,GET,35.241.43.191,/,-1840324437,35.241.43.191,Yoast SEO:20.1,433,False,True,,,,https://verse.me/en/,,
