input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,tls_mismatched,final_url,csp_domains_
liveupdate.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,liveupdate.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,liveupdate.mailfoogae.appspot.com,google,443,https://liveupdate.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:812::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
localhost.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,localhost.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,localhost.mailfoogae.appspot.com,google,443,https://localhost.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.18.20,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:812::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
login.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,login.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,login.mailfoogae.appspot.com,google,443,https://login.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.180,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:806::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
lon2-pl4cassandra-a28.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,lon2-pl4cassandra-a28.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,lon2-pl4cassandra-a28.mailfoogae.appspot.com,google,443,https://lon2-pl4cassandra-a28.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.16.148,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:808::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
m.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,m.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,m.mailfoogae.appspot.com,google,443,https://m.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80b::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
m7s.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,m7s.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,m7s.mailfoogae.appspot.com,google,443,https://m7s.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.148,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:81d::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mail.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mail.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mail.mailfoogae.appspot.com,google,443,https://mail.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.148,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80b::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mail1.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mail1.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mail1.mailfoogae.appspot.com,google,443,https://mail1.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.184.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:831::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mail2.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mail2.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mail2.mailfoogae.appspot.com,google,443,https://mail2.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.16.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82f::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:16Z,2025-04-21T08:35:15Z,CN=*.appspot.com,*.appspot.com,*.app.google,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,1af40b1c30987573b7a3e6e2c0c39ba0,763b6dba059589cc2f21d7b8f117924554a576ebf1249c232edab234444f6fa3,True,ctls,mailfoogae.appspot.com,google,443,https://mailfoogae.appspot.com,https,Google Frontend,text/html,GET,142.250.186.180,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:801::2014,Linkedin Ads,687,False,True,other,0,122795989,,,
mailserver.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mailserver.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mailserver.mailfoogae.appspot.com,google,443,https://mailserver.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:831::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mdm.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mdm.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mdm.mailfoogae.appspot.com,google,443,https://mdm.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:827::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
media.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,media.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,media.mailfoogae.appspot.com,google,443,https://media.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.184.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80e::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
merchandising-preview.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,merchandising-preview.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,merchandising-preview.mailfoogae.appspot.com,google,443,https://merchandising-preview.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,216.58.212.148,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:831::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
metrics.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,metrics.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,metrics.mailfoogae.appspot.com,google,443,https://metrics.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.184.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:830::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
ml.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,ml.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,ml.mailfoogae.appspot.com,google,443,https://ml.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.18.20,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82b::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mobile-rest.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mobile-rest.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mobile-rest.mailfoogae.appspot.com,google,443,https://mobile-rest.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.23.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:828::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mobile.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mobile.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mobile.mailfoogae.appspot.com,google,443,https://mobile.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:813::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mongo.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mongo.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mongo.mailfoogae.appspot.com,google,443,https://mongo.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.74.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:803::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mongodb.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mongodb.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mongodb.mailfoogae.appspot.com,google,443,https://mongodb.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.18.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:809::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mssql.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mssql.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mssql.mailfoogae.appspot.com,google,443,https://mssql.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.84,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:811::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mta-sts.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mta-sts.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mta-sts.mailfoogae.appspot.com,google,443,https://mta-sts.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.16.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80e::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mwfcim.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mwfcim.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mwfcim.mailfoogae.appspot.com,google,443,https://mwfcim.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:806::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mx.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mx.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mx.mailfoogae.appspot.com,google,443,https://mx.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,216.58.206.52,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82f::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mx01.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mx01.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mx01.mailfoogae.appspot.com,google,443,https://mx01.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.181.244,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:808::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mx1.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mx1.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mx1.mailfoogae.appspot.com,google,443,https://mx1.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.244,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:811::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mx2.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mx2.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mx2.mailfoogae.appspot.com,google,443,https://mx2.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.16.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:806::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
mysql.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,mysql.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,mysql.mailfoogae.appspot.com,google,443,https://mysql.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.184.244,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:831::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
new.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,new.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,new.mailfoogae.appspot.com,google,443,https://new.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,216.58.212.148,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:802::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
news.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,news.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,news.mailfoogae.appspot.com,google,443,https://news.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.244,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82f::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
nginx-newest.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,nginx-newest.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,nginx-newest.mailfoogae.appspot.com,google,443,https://nginx-newest.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.52,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:812::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
nginx-newest1.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,nginx-newest1.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,nginx-newest1.mailfoogae.appspot.com,google,443,https://nginx-newest1.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.184.244,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:81d::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
nginx.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,nginx.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,nginx.mailfoogae.appspot.com,google,443,https://nginx.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.180,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82a::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
