new,host,ttl,a,soa,status_code,aaaa,cname,has_internal_ips,internal_ips,txt,caa,cdn,cdn-name,ns
[x],search.dell.com,600,"143.166.224.207, 143.166.83.39","{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,search.ins.dell.com,,,,,,,
[x],search.us.dell.com,566,"143.166.224.207, 143.166.83.39","{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,search.ins.dell.com,,,,,,,
[x],stage.dell.com,600,2.18.160.13,"{'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953762, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953762, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953762, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953762, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953762, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,"stage.dell.com.edgekey.net, e13665.x.akamaiedge.net",,,,,,,
[x],test.dell.com,600,143.166.136.7,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,www1.ins.dell.com,,,,,,,
[x],www-core.pro2.fotocasa.es,300,,"{'name': 'fotocasa.es', 'ns': 'ns-2031.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fotocasa.es', 'ns': 'ns-2031.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fotocasa.es', 'ns': 'ns-2031.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fotocasa.es', 'ns': 'ns-2031.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'fotocasa.es', 'ns': 'ns-2031.awsdns-61.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,True,cloudfront,
[x],www.dell.com,13858,2.23.197.134,"{'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724952945, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953761, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953761, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953763, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1724953763, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,"www1.dell-cidr.akadns.net, cdn-www.dell.com-v2.edgekey.net, cdn-www.dell.com-v2.edgekey.net.globalredir.akadns.net, e13665.x.akamaiedge.net",,,,,,,
[x],www.quantopian.com,1799,192.64.119.105,"{'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}, {'name': 'quantopian.com', 'ns': 'dns1.registrar-servers.com', 'mailbox': 'hostmaster.registrar-servers.com', 'serial': 1724643494, 'refresh': 43200, 'retry': 3600, 'expire': 604800, 'minttl': 3601}",NOERROR,,,,,,,,,"dns1.registrar-servers.com, dns2.registrar-servers.com"
[x],www.quantshack.com,300,"188.114.97.11, 188.114.96.11","{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],www1.us.dell.com,600,143.166.136.7,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,www1.ins.dell.com,,,,,,,
[x],www2.dell.com,600,143.166.30.167,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,www1.ins.dell.com,,,,,,,
