input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,tls_subject_org_,final_url,cdn_name,cdn,tls_expired,tls_self_signed,location
jupyter.snellius.surf.nl,JupyterHub,200,5530,jupyter.snellius.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=snellius.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",snellius.surf.nl,local.snellius.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,0d7f9799cf23bdc3377d6c7ea554842e,f9aea326f7443466b3a05b0a6e04919d00587d9e4c977745dce51482ac12a249,True,ctls,jupyter.snellius.surf.nl,443,https://jupyter.snellius.surf.nl:443,https,TornadoServer/6.2,text/html,GET,145.136.63.202,/,-780928015,145.136.63.202,TornadoServer:6.2,225,False,,SURF B.V.,https://jupyter.snellius.surf.nl/2021/hub/login?next=%2F2021%2Fhub%2F,,,,,
keeweb.exp.sram.lab.surf.nl,,404,19,,,,,,,,,,,,,,,,,,,,80,http://keeweb.exp.sram.lab.surf.nl:80,http,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
keycloak.exp.sram.lab.surf.nl,Welcome to Keycloak,200,3882,keycloak.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-23T07:44:53Z,2023-07-22T07:44:52Z,CN=keycloak.exp.sram.lab.surf.nl,keycloak.exp.sram.lab.surf.nl,keycloak.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4bcc6f269bbd5b0f3b25e9116135bbd3,dd0c7aa3660a25d2233d9726847aae574648aa0da1b1e5f8ee858cca46128e08,,ctls,keycloak.exp.sram.lab.surf.nl,443,https://keycloak.exp.sram.lab.surf.nl:443,https,,text/html,GET,145.101.114.8,/,1305162894,145.101.114.8,HSTS,88,False,,,,,,,,
keycloak2.exp.sram.lab.surf.nl,,404,19,keycloak2.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-04T07:44:50Z,2023-09-02T07:44:49Z,CN=keycloak2.exp.sram.lab.surf.nl,keycloak2.exp.sram.lab.surf.nl,keycloak2.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b28fcc30744f8290d5fab48471388ec9,68a45cc2d10625d7a2c7d4a8df921a76caa8080db8e5e02894dd6050076505f1,,ctls,keycloak2.exp.sram.lab.surf.nl,443,https://keycloak2.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
krakend.exp.sram.lab.surf.nl,,404,19,krakend.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-11T07:48:14Z,2023-09-09T07:48:13Z,CN=krakend.exp.sram.lab.surf.nl,krakend.exp.sram.lab.surf.nl,krakend.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b446b9709eca93d8efbb11a825ac72e4,c227675dbbd2774e3ac0e35e55008d1ce54862aa44ad9e252f5f2a0361473108,,ctls,krakend.exp.sram.lab.surf.nl,443,https://krakend.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
lam.exp.sram.lab.surf.nl,,404,19,lam.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-06T07:45:39Z,2023-08-04T07:45:38Z,CN=lam.exp.sram.lab.surf.nl,lam.exp.sram.lab.surf.nl,lam.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e9f1961fe5147029de701cc277b938e6,74a7d1b3e6162e7badf4d2cb36bf3ef235ffe444d8e937259bb4c9b4b74f5009,,ctls,lam.exp.sram.lab.surf.nl,443,https://lam.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
lb1.sram.surf.nl,SURF Research Access Management,503,42895,lb1.sram.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=sram.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",sram.surf.nl,www.sram.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,8b59160276e89eeed0e04fc06424245a,eb20a52b95060ff280fae87857f4a86b6b35ea86eb440ae956d1e00e5869f15d,,ctls,lb1.sram.surf.nl,443,https://lb1.sram.surf.nl:443,https,,text/html,GET,3.126.192.219,/,-12306727,2a05:d014:3c2:1300::20,HSTS,407,False,,SURF B.V.,,,,,,
lb2.sram.surf.nl,SURF Research Access Management,503,42895,lb2.sram.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=sram.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",sram.surf.nl,www.sram.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,8b59160276e89eeed0e04fc06424245a,eb20a52b95060ff280fae87857f4a86b6b35ea86eb440ae956d1e00e5869f15d,,ctls,lb2.sram.surf.nl,443,https://lb2.sram.surf.nl:443,https,,text/html,GET,18.184.55.203,/,-12306727,2a05:d014:3c2:1301::20,HSTS,407,False,,SURF B.V.,,,,,,
ldap.acc.sram.surf.nl,SURF Research Access Management,503,42895,ldap.acc.sram.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=acc.sram.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",acc.sram.surf.nl,www.acc.sram.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,2491d1dc05419fe8799e6b0204918638,ee0d5b72ab20a09811d80313b1a56640eacb82c96cb059c4760cc29c0678411a,,ctls,ldap.acc.sram.surf.nl,443,https://ldap.acc.sram.surf.nl:443,https,,text/html,GET,18.157.150.148,/,-12306727,2a05:d014:81f:be00::20,HSTS,407,False,,SURF B.V.,,,,,,
ldap.exp.sram.lab.surf.nl,,403,9,ldap.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-06T07:45:11Z,2023-08-04T07:45:10Z,CN=ldap.exp.sram.lab.surf.nl,ldap.exp.sram.lab.surf.nl,ldap.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,230961fdbca0d7fdeec59098ee0eacaa,00423737c601976cbedf32438fe7cd7f2168e8216d7f5b9d50f801b3d8d49387,,ctls,ldap.exp.sram.lab.surf.nl,443,https://ldap.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-942874359,145.101.114.8,,1,False,,,,,,,,
ldap.sram.surf.nl,SURF Research Access Management,503,42895,ldap.sram.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=sram.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",sram.surf.nl,www.sram.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,8b59160276e89eeed0e04fc06424245a,eb20a52b95060ff280fae87857f4a86b6b35ea86eb440ae956d1e00e5869f15d,,ctls,ldap.sram.surf.nl,443,https://ldap.sram.surf.nl:443,https,,text/html,GET,3.126.192.219,/,-12306727,2a05:d014:3c2:1301::20,HSTS,407,False,,SURF B.V.,,,,,,
login.surf.nl,Not Found,404,315,login.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-07T00:00:00Z,2024-06-06T23:59:59Z,"CN=login.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",login.surf.nl,enterpriseregistration.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,f5fd370ff284acc5cac089d5bdff7ca3,b1654be370a5e378ff52a24e9405d1cf514cb089d88026ca1532c0d1d8df2567,,ctls,login.surf.nl,443,https://login.surf.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,145.100.182.52,/,225052475,2001:610:188:177:145:101:113:68,Microsoft HTTPAPI:2.0,7,False,,SURF B.V.,,,,,,
lum.exp.sram.lab.surf.nl,,404,19,lum.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-06T07:45:01Z,2023-08-04T07:45:00Z,CN=lum.exp.sram.lab.surf.nl,lum.exp.sram.lab.surf.nl,lum.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a6182353b40d810cb37d44860fb8400f,4e6144ab43f3b4c089a368783052eb061dd9248a218c8f539c409d8833356e5d,,ctls,lum.exp.sram.lab.surf.nl,443,https://lum.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
lyncdiscover.surf.nl,,200,352,lyncdiscover.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.surf.nl,443,https://lyncdiscover.surf.nl:443,https,,application/json,GET,52.112.193.16,/,-1830731687,2603:1027:0:48::21,Azure,1,False,,Microsoft Corporation,,,,,,
mail.surf.nl,Sign In,200,23724,login.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-07T00:00:00Z,2024-06-06T23:59:59Z,"CN=login.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",login.surf.nl,enterpriseregistration.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,f5fd370ff284acc5cac089d5bdff7ca3,b1654be370a5e378ff52a24e9405d1cf514cb089d88026ca1532c0d1d8df2567,,ctls,login.surf.nl,443,https://mail.surf.nl:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,145.100.182.53,/,,2001:610:508:174:145:100:182:53,Microsoft HTTPAPI:2.0,626,False,,SURF B.V.,https://login.surf.nl/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fmail.surf.nl%2fowa%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fowa%252f&wct=2023-06-20T03%3a34%3a20Z,,,,,
manage.dev.surfeduhub.surf.nl,,404,19,manage.dev.surfeduhub.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-19T00:00:00Z,2024-05-18T23:59:59Z,"CN=manage.dev.surfeduhub.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",manage.dev.surfeduhub.surf.nl,manage.dev.surfeduhub.surf.nl,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,34e01b5966268efecc0c5567f1da7020,5096e92c59e72eff9ca934bb1b43002edaeabb6ba9ede9a082f9f377156f09ca,,ctls,manage.dev.surfeduhub.surf.nl,443,https://manage.dev.surfeduhub.surf.nl:443,https,,text/plain,GET,145.100.178.108,/,-138391155,2001:610:188:171:145:100:178:108,,2,False,,SURF B.V.,,,,,,
manager.exp.sram.lab.surf.nl,,404,19,manager.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-03T07:44:56Z,2023-09-01T07:44:55Z,CN=manager.exp.sram.lab.surf.nl,manager.exp.sram.lab.surf.nl,manager.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e46c7fab578d4086f4c4eb2d15f5ad5b,9cde1f56704d12c7b6e745d65c66e68b16fda824fa206da8ae98f8e94afcaac8,,ctls,manager.exp.sram.lab.surf.nl,443,https://manager.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
matomo.surf.nl,Sign in - Matomo,200,202662,matomo.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-06-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=webstats.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",webstats.surf.nl,webstats.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,2bf059d8f687baea6702f6cc3da27bb3,2150f5493e52a3d944e4e8e4e54af76090e050f3fe7a31c30a5a0c8431407f47,,ctls,matomo.surf.nl,443,https://matomo.surf.nl:443,https,Apache,text/html,GET,145.0.7.62,/,-1840324437,2001:610:188:419:145:0:7:62,HSTS,177,False,,SURF B.V.,,,,,,
mautic.surf.nl,Mautic,200,14065,mautic.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-12-08T10:12:48Z,2023-12-08T10:12:48Z,"emailAddress=info@plesk.com, CN=Plesk, O=Plesk, L=Schaffhausen, C=CH, emailAddress=info@plesk.com",Plesk,,"emailAddress=info@plesk.com, CN=Plesk, O=Plesk, L=Schaffhausen, C=CH, emailAddress=info@plesk.com",Plesk,Plesk,b75e2504ca249d6b7cc23d511f787461,2367fd461e646286320cfe3d3219319c29e9af32b4cba45440a8a19d671b8efd,,ctls,mautic.surf.nl,443,https://mautic.surf.nl:443,https,nginx,text/html,GET,145.100.190.11,/,1273982002,2001:610:188:412:145:100:190:11,PHP:8.0.29,171,False,,Plesk,https://mautic.surf.nl/s/login,,,,True,
merkportaal.surf.nl,SURF Merkportaal - SURF Merkportaal,200,41937,merkportaal.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-14T22:30:48Z,2023-08-12T22:30:47Z,CN=merkportaal.surf.nl,merkportaal.surf.nl,merkportaal.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,17627f1fc63d735ec6215645da69b6bd,8d3dfece79bcd86e812939b14f081216793beb7bc27e12b9f4fe39d2e2192f7d,,ctls,merkportaal.surf.nl,443,https://merkportaal.surf.nl:443,https,openresty,text/html,GET,62.221.215.122,/,2144078065,2a0d:7980:202:1:1c00:eff:fe00:1df4,Yoast SEO:20.9,321,False,*.gravatar.com,,,,,,,
mlflow.exp.sram.lab.surf.nl,,404,19,mlflow.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-25T07:44:51Z,2023-07-24T07:44:50Z,CN=mlflow.exp.sram.lab.surf.nl,mlflow.exp.sram.lab.surf.nl,mlflow.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,46c8ac19da3d8a77d2ef549fcd1b2bd2,60c03f8b7361ac29b58202c1175af03c25048b4438d0863507c4aacf7b409929,,ctls,mlflow.exp.sram.lab.surf.nl,443,https://mlflow.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
mount.exp.sram.lab.surf.nl,,404,19,mount.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-11T07:47:08Z,2023-09-09T07:47:07Z,CN=mount.exp.sram.lab.surf.nl,mount.exp.sram.lab.surf.nl,mount.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e7e8dcf7cd8514746ba8f0f2ec4cd93f,c00f5f384bf8b8bcd5aceb6078a2ee0470a2b3f1acc715089f5ce45ad2424861,,ctls,mount.exp.sram.lab.surf.nl,443,https://mount.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
naar.surf.nl,naar.surf.nl,200,1536,naar.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=naar.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",naar.surf.nl,naar.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,23a8ad89ef6f8418e568a18f12e86f2e,717ec367eb9b2f83a531c2a10cf344eccc5218d69f226228a4724cfb99d20174,,ctls,naar.surf.nl,443,https://naar.surf.nl:443,https,Apache/2.4.38 (Debian),text/html,GET,145.0.6.77,/,-1422597385,2001:610:188:418::9100:64d,HSTS,51,False,,SURF B.V.,,,,,,
nc1.surf.nl,Sign In,200,24384,login.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-07T00:00:00Z,2024-06-06T23:59:59Z,"CN=login.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",login.surf.nl,enterpriseregistration.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,f5fd370ff284acc5cac089d5bdff7ca3,b1654be370a5e378ff52a24e9405d1cf514cb089d88026ca1532c0d1d8df2567,,ctls,login.surf.nl,443,https://nc1.surf.nl:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,82.94.183.165,/,1815554484,82.94.183.165,Microsoft HTTPAPI:2.0,626,False,,SURF B.V.,https://login.surf.nl/adfs/ls/?SAMLRequest=lZJBU4MwEIX%2FCpM7DYWW1gwwg%2B3BzlTLtOjBWwxLm5mQYDZo%2Ffci6FgvnfG62e%2FtvrdJkDeqZXnnTnoPrx2g886N0siGh5R0VjPDUSLTvAFkTrBDfr9l4SRgrTXOCKPIBXKd4IhgnTSaeJt1Sla7fbkTPJzHIQSwmEIMdTVfiGkUi2DOl9FsGsc3C5jeLKuaeE9gsWdT0kv1AogdbDQ6rl1fCsLID2I%2FDMogYtGMheEz8da9H6m5G6iTcy0ySpU5Sj3BztYTrSivaqQKKfHyn%2BVWRmPXgD2AfZMCHvfbXxh0D8NAC6Ph7AaNPj7QTophEsWWilHCvzBcfKd1K3Ul9fF6UC9jE7K7siz8YncoSZZ85csG2zb75z4NOF5xxxN6KZKM13%2Fox2%2FWhVFSfHi5UuZ9ZYE7SImzHRCajdTfb5J9Ag%3D%3D,,,,,
nddho.surf.nl,Home - Groene Peper,200,193219,groenepeper.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=groenepeper.com, O=SURF B.V., ST=Utrecht, C=NL",groenepeper.com,www.groenepeper.com,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,e7d270f5d353b723a844fc20db396a65,a857f6e49b868fb6ef624ba34c9af8d038d56954ec3492f001e64219ae9e01f9,,ctls,groenepeper.com,443,https://nddho.surf.nl:443,https,Apache,text/html,GET,145.100.190.243,/,303860770,2001:610:508:108:192:87:108:15,wpBakery,2268,False,,SURF B.V.,https://groenepeper.com,,,,,
netwerkdag.surf.nl,SURF Netwerkdag | SURF.nl,200,146367,www.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-19T00:00:00Z,2024-05-18T23:59:59Z,"CN=surfnet.nl, O=SURF B.V., ST=Utrecht, C=NL",surfnet.nl,www.surfwireless.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,fe8ced06e515f3d13a8131c37392be9d,86b6c37ffcae161d13b6e3443d8a5efa6d2dc0d2771aa2758b723d51794b6fce,,ctls,www.surf.nl,443,https://netwerkdag.surf.nl:443,https,nginx,text/html,GET,145.100.190.243,/,-1723890149,2001:610:508:108:192:87:108:15,PHP,1249,False,use.typekit.net,SURF B.V.,https://www.surf.nl/agenda/surf-netwerkdag,,,,,
networkdashboard.surf.nl,404 Not Found,404,146,networkdashboard.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-06-14T00:00:00Z,2024-06-13T23:59:59Z,"CN=netwerkdashboard.surfnet.nl, O=SURF B.V., ST=Utrecht, C=NL",netwerkdashboard.surfnet.nl,netwerkdashboard.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,bd757ed33c34031da4a95f70546bd1d2,875ee9031ffa4e6f8ff64e5bfbbf4b6fa337003e893cbb50d0e7df263e823d5c,,ctls,networkdashboard.surf.nl,443,https://networkdashboard.surf.nl:443,https,,text/html,GET,145.101.126.150,/,1494302000,145.101.126.150,HSTS,8,False,,SURF B.V.,,,,,,
oauth-poc.exp.sram.lab.surf.nl,,404,19,oauth-poc.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-26T07:44:50Z,2023-07-25T07:44:49Z,CN=oauth-poc.exp.sram.lab.surf.nl,oauth-poc.exp.sram.lab.surf.nl,oauth-poc.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,83b6027ebd4860f8331d9442c715d534,3048fb7e5910b766b79b81c863273cb9477caffb035b839233fa81b0a8b70520,,ctls,oauth-poc.exp.sram.lab.surf.nl,443,https://oauth-poc.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
ocs.exp.sram.lab.surf.nl,,404,19,ocs.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-11T07:45:41Z,2023-09-09T07:45:40Z,CN=ocs.exp.sram.lab.surf.nl,ocs.exp.sram.lab.surf.nl,ocs.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d9710f9ff76b5757e246b9e206226714,59837a056468a88bffa3050bad737b56d33bdead62309a8c80d7f564110aaf62,,ctls,ocs.exp.sram.lab.surf.nl,443,https://ocs.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
openleermaterialen.surf.nl,Starten met open leermaterialen | SURF.nl,200,162025,www.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-19T00:00:00Z,2024-05-18T23:59:59Z,"CN=surfnet.nl, O=SURF B.V., ST=Utrecht, C=NL",surfnet.nl,www.surfwireless.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,fe8ced06e515f3d13a8131c37392be9d,86b6c37ffcae161d13b6e3443d8a5efa6d2dc0d2771aa2758b723d51794b6fce,,ctls,www.surf.nl,443,https://openleermaterialen.surf.nl:443,https,nginx,text/html,GET,145.100.190.243,/,-361510658,2001:610:508:108:192:87:108:15,PHP,1599,False,surf.mediamission.nl,SURF B.V.,https://www.surf.nl/starten-met-open-leermaterialen,,,,,
openproject.exp.sram.lab.surf.nl,,404,19,,,,,,,,,,,,,,,,,,,,80,http://openproject.exp.sram.lab.surf.nl:80,http,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
owncloud.exp.sram.lab.surf.nl,,404,19,,,,,,,,,,,,,,,,,,,,80,http://owncloud.exp.sram.lab.surf.nl:80,http,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
pea.surf.nl,Page not found,200,1070,pea.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2021-12-10T00:00:00Z,2023-01-07T23:59:59Z,CN=*.way2web.nl,*.way2web.nl,way2web.nl,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,4b4adeb723abd6ac1ff04d0a721027f1,b7c334caad25e98fa2967565fff48b80fcf25343727f85c806591833e31193fd,True,ctls,pea.surf.nl,443,https://pea.surf.nl:443,https,nginx,text/html,GET,178.22.60.78,/,-563584799,2a00:1e28:3:2494::78,Nginx,27,False,,,,,,True,,
pgp.surf.nl,OpenPGP Keyserver,200,9817,pgp.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-07T00:00:00Z,2024-05-06T23:59:59Z,"CN=pgp.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",pgp.surf.nl,pgp.surfnet.nl,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,9628d774896b19b7bf96b269cbb5353d,b3067922480e4aeadf66dba57f3eae235fab9d3e1f060d3dc675ff277f294f92,,ctls,pgp.surf.nl,443,https://pgp.surf.nl:443,https,Hockeypuck/2.1.0-222-g25248d4,text/html,GET,145.100.176.15,/,-1915980189,2001:610:188:452:145:100:176:15,HSTS,205,False,,SURF B.V.,,,,,,
pi-web2.ia.surf.nl,privacyIDEA Authentication System,200,9242,pi-web2.ia.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-13T00:00:00Z,2024-06-12T23:59:59Z,"CN=pi-web2.surfsara.nl, O=SURF B.V., ST=Utrecht, C=NL",pi-web2.surfsara.nl,pi-web2.int.ia.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,dd624759530adca0f577505a51da3feb,204e6e51aa1fec517ef36ca9269516db551991d4fccf7d6f5471aa5978c20ee1,,ctls,pi-web2.ia.surf.nl,443,https://pi-web2.ia.surf.nl:443,https,Apache,text/html,GET,145.100.43.36,/,-986470109,145.100.43.36,HSTS,147,False,*.cloudflare.com,SURF B.V.,,,,,,
pim.surf.nl,,404,14,pim.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-05T00:00:00Z,2023-09-05T23:59:59Z,"CN=pim.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",pim.surf.nl,pim.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,cc5d4572ba95034299f5ff6708c6607c,9e3c17b482843423d4f3fc6594044a9560c140855748e0212471bb02ff40c91d,,ctls,pim.surf.nl,443,https://pim.surf.nl:443,https,Apache/2.4.29 (Ubuntu),text/html,GET,178.251.196.114,/,1386433686,178.251.196.114,Ubuntu,1,False,https:,SURF B.V.,,,,,,
