new,host,a,soa,status_code,ns,has_internal_ips,internal_ips,cname,mx,txt,cdn,cdn-name,aaaa,caa
[x],httpdns.basic.oppomobile.com,106.3.18.135,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],httpdns.ocloud.heytapmobi.com,34.160.24.1,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,True,google,,
[x],httpdns.ocloud.oppomobile.com,34.160.98.58,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,True,google,,
[x],httpshttp-www-googlehiphop-com-1-4.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],htwww-httest32.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],htwww-httest32.wanyol.com,183.6.232.15,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hu-mg30.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],huanxin.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns4.dnsv3.com, ns3.dnsv3.com",,,,,,,,,
[x],hudong.redirectme.net.0.oppofind.com,,,NOERROR,,,,,,,,,2a03:2880:f11f:83:face:b00c:0:25de,
[x],hudong.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],huertos-verticales-reciclados.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hukusyumibozin.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],humb-stg.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hummingbirdwebsocket-va7.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hunter.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],husecuritycovid19.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hvitoria.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hwallet.finzfin.com,106.38.236.194,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hxe.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hxyhdqwoey.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hybrid.oppo.cn,"101.226.27.234, 101.226.27.239, 101.226.27.237, 101.226.27.240, 101.226.27.233, 101.226.27.235, 101.226.27.236, 101.226.27.238","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,hybrid.oppo.cn.w.alikunlun.com,,,,,,
[x],hyperledger-02.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hyperledger-08.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],hyperwalletpayouts.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-api.oppo.cn,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-cn01a.ocloud.heytapmobi.com,106.3.16.32,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-dev-search.wanyol.com,183.6.232.30,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-fin-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-grom.apps.coloros.com,119.147.175.70,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-in-browser.realmemobile.com,129.227.29.93,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-in.browser.heytapmobile.com,129.227.195.181,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],i-in.magazine.heytapmobile.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],i-in01a-ocloud.heytapmobile.com,129.227.195.13,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],i-msg.oppo.cn,106.38.236.118,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-music.heytapdownload.com,"182.40.45.97, 182.40.45.98, 182.40.45.96, 182.40.45.95, 182.40.45.94","ns1.ctdns.cn, root.ctdns.cn",NOERROR,,,,i-music.heytapdownload.com.ctdns.cn,,,,,,
[x],i-pre.bot.heytapmobi.com,106.3.18.185,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-pre.search.heytapmobi.com,106.39.247.191,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,,
[x],i-pre.search.oppomobile.com,106.3.18.194,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-sg.browser.heytapmobile.com,"52.77.196.43, 54.255.196.181, 54.179.180.21, 52.76.45.185","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-browser-heytapmobile-pubgw-201027486.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],i-sg.magazine.heytapmobile.com,"54.179.75.107, 18.136.242.199, 54.251.208.159","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1082.awsdns-07.org, ns-1873.awsdns-42.co.uk, ns-448.awsdns-56.com, ns-928.awsdns-52.net",,,sgp-magazine-oppomobile-sacnf5g-fcb91694231b1933.elb.ap-southeast-1.amazonaws.com,,,,,,
[x],i-sign.oppo.cn,106.38.236.118,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-thread.oppo.cn,106.38.236.118,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i-topic.oppo.cn,106.38.236.118,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.bot.heytapmobi.com,49.7.118.8,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.bot.oppomobile.com,106.3.18.51,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.browser.heytapmobi.com,106.3.18.112,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.browser.oppomobile.com,106.3.18.111,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.credits.ucnewtest.wanyol.com,10.36.232.7,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,True,10.36.232.7,,,,,,,
[x],i.eaplog.romtest.wanyol.com,223.202.200.71,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.flow.browser.oppomobile.com,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.instant.oppomobile.com,106.3.18.144,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.mobileapi.ucnewtest.wanyol.com,10.36.232.7,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,True,10.36.232.7,,,,,,,
[x],i.msg.oppo.cn,106.38.236.118,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.oau.foreign.oppomobile.com,"18.138.174.240, 54.151.138.221","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-esa-oppomobile-pubgw-680013015.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],i.ocloud.oppomobile.com,106.3.18.100,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.open.game.oppomobile.com,106.38.236.142,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.ota.coloros.com,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.ota.foreign.coloros.com,"52.77.188.39, 54.169.25.177, 18.136.64.250, 18.136.94.127, 3.1.224.95, 52.220.77.255, 54.251.104.202, 54.254.239.15","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-allawn-gauss-coloros-com-pub-78940157.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],i.ota.nearme.com.cn,106.3.18.170,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.push.nearme.com.cn,106.3.18.187,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.rus.coloros.com,106.3.18.170,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.sau.coloros.com,106.3.18.239,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.search.heytapmobi.com,49.7.118.26,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.search.oppomobile.com,106.38.236.154,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.sso.basic.oppoer.me,10.66.222.85,"f1g1ns1.dnspod.net, freednsadmin.dnspod.com",NOERROR,,True,10.66.222.85,,,,,,,
[x],i.test3-credits.ucnewtest.wanyol.com,10.36.232.7,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,True,10.36.232.7,,,,,,,
[x],i.theme.exapi.oppo.com,"54.179.127.206, 13.251.62.207","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-theme-other-pubgw-1984905758.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],i.theme.nearme.com.cn,106.3.18.152,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.theme.oppomobile.com,106.3.18.131,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.topic.oppo.cn,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.uc-mobileapi.ucnewtest.wanyol.com,10.36.232.7,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,True,10.36.232.7,,,,,,,
[x],i.uc-oversea.mobileapi.ucnewtest.wanyol.com,183.6.232.15,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.uc.nearme.com.cn,106.3.18.77,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.upgrade.nearme.com.cn,106.3.18.145,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,,,
[x],i.vc.nearme.com.cn,106.3.18.54,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i.video.oppomobile.com,106.38.236.205,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i1.weather.oppomobile.com,"180.101.197.188, 180.101.197.189, 180.101.197.190, 180.101.197.191, 180.101.197.192, 180.101.197.185, 180.101.197.186, 180.101.197.187","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,i1.weather.oppomobile.com.w.alikunlun.com,,,,,,
[x],i18n02.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i2.browser.oppomobile.com,106.3.18.111,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i2.weather.oppomobile.com,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i3.browser.oppomobile.com,106.3.18.111,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i5.weather.oppomobile.com,"23.213.161.31, 23.213.161.17","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,"i5.weather.oppomobile.com.edgesuite.net, a1876.dscd.akamai.net",,,,,"2a02:26f0:1700:15::b856:fb89, 2a02:26f0:1700:15::b856:fb94",
[x],i6-in.weather.oppomobile.com,129.227.195.172,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],i6.weather.oppomobile.com,"13.39.145.27, 13.38.231.75","ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,eu-allawn-fourier-oppomobile-pub-497796124.eu-west-3.elb.amazonaws.com,,,,,,
[x],ia.wanyol.com,183.6.232.15,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iackamload-uswest2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iacl-ota.coloros.com,"119.147.175.175, 106.3.16.25","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iactivity.cdo.oppomobile.com,106.3.18.146,,NOERROR,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,,,
[x],iad2d1-iadctest.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iad2s2-oo.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iad2s3-iadsdk.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iad2s4-newssdk.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iad2v1-cf.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iad2v1-pass.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iad2v3-chalkboard.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iad2v3-newssdk.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iad2v5-oo.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iampwd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ianrmedia.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ias.feeds.heytapmobi.com,49.7.118.57,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ibm-power-systems.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ibmbgr01.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ibmcoders.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ibmstf01-ius-01-001-axss.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ibrowser.feeds.heytapmobi.com,49.7.118.57,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ichbiah.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iconkit.oppoer.me,10.66.222.37,"f1g1ns1.dnspod.net, freednsadmin.dnspod.com",NOERROR,,True,10.66.222.37,,,,,,,
[x],icontributor.coloros.com,"106.3.18.159, 119.147.175.93","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],icosa-eu.coloros.com,"15.188.225.26, 13.36.126.141","ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,eu-devsforce-coloros-pubgw-797685853.eu-west-3.elb.amazonaws.com,,,,,,
[x],icosa-sg.coloros.com,"54.169.127.104, 54.255.38.94, 13.251.203.186, 52.74.47.240, 175.41.142.241, 54.254.104.30, 18.138.92.221, 54.169.85.107","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-allawn-lagrange-coloros-pub-384179146.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],icp-sjc03-g-ingtest.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns3.dnsv3.com, ns4.dnsv3.com",,,,,,,,,
[x],icredits.heytapmobi.com,"13.39.91.225, 15.188.204.42","ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,eu-user-account-heytap-pubgw-355863056.eu-west-3.elb.amazonaws.com,,,,,,
[x],icsm-test.myoas.com,13.232.194.228,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id-asvt-directvcommercial.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id-covid19-service.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id-mg4.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id-store.oppomobile.com,"52.77.166.166, 54.169.219.35","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-appstore-global-pub-vnvhgtl-45506644.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],id-store.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id-theme.realmemobile.com,"54.254.116.55, 54.251.140.31","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-theme-realmemobi-pubgw-349787737.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],id-vgdc.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id.finzfin.com,106.3.18.71,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id.heytap.com,"13.39.91.225, 15.188.204.42","ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,eu-user-account-heytap-pubgw-355863056.eu-west-3.elb.amazonaws.com,,,,,,
[x],id.heytapmobi.com,106.3.18.68,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id.oppo.com,,"ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,eu-user-account-oppo-pubgw-1939425677.eu-west-3.elb.amazonaws.com,,,,,,
[x],id.oppomobile.com,106.3.18.67,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id.opposhop.cn,106.3.18.71,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],id.push.heytapmobi.com,,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-opush-heytapmobi-pubgw-2138487350.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],id.push.oppomobile.com,"52.221.129.123, 54.169.43.210","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-opush-oppomobile-pubgw-1432067008.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],id.realme.com,"15.236.109.35, 13.39.135.162","ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,eu-sharecost-realme-pubgw-1663723436.eu-west-3.elb.amazonaws.com,,,,,,
[x],idapi.open.oppomobile.com,"52.77.177.104, 54.179.250.163, 18.136.139.97, 13.229.171.199","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,shop-open-heytapmobile-pubgw-772960591.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],idapi.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],idator.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],idcjoyprofiles-analytics.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],idcvpnfreedp2www-wwwenticate.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iddxnet.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],identity-qa2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],identity-st-carry.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],idmdev.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns3.dnsv3.com, ns4.dnsv3.com",,,,,,,,,
[x],idna.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],idownload.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],idp-fie.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],idsagency.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],idsru-hd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],idsru-testing-console.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ie-activity-cn.heytapimage.com,"101.226.27.237, 101.226.27.233, 101.226.27.236, 101.226.27.239, 101.226.27.235, 101.226.27.238, 101.226.27.240, 101.226.27.234","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,ie-activity-cn.heytapimage.com.w.alikunlun.com,,,,,,
[x],ie-activity-cn.heytapmobi.com,106.3.18.115,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iespccu.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iesporza.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iexa.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],if-sg.browser.oppomobile.com,"122.248.207.154, 52.76.187.166","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-browser-oppomobile-pubgw-1324186298.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],if.magzine.oppomobile.com,129.227.195.14,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ifcontributor.coloros.com,"54.254.239.15, 13.228.42.102, 18.140.127.95, 54.169.25.177, 54.251.104.202, 54.179.137.6, 18.136.94.127, 18.136.64.250","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-allawn-gauss-coloros-com-pub-78940157.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],ifind.oppomobile.com,106.3.16.136,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iflow-in-browser.realmemobile.com,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iflow-in.browser.heytapmobile.com,,"ns-939.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],iflow-sg-browser.realmemobile.com,"54.255.136.11, 54.254.150.229","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-feeds-realmemobile-pubgw-890207770.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],iflow-sg.browser.heytapmobile.com,"13.213.195.202, 54.179.187.194","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-feeds-heytapmobile-pubgw-9123605.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],iflow-th.browser.oppomobile.com,"18.142.40.66, 13.251.155.237","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-feeds-oppomobile-pubgw-363804120.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],iflow.browser.heytapmobi.com,49.7.118.57,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],iflow.browser.oppomobile.com,"13.251.155.237, 18.142.40.66","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-feeds-oppomobile-pubgw-363804120.ap-southeast-1.elb.amazonaws.com,,,,,,
