new,host,a,cname,soa,status_code,aaaa,cdn,cdn-name,mx,txt,ns,has_internal_ips,internal_ips,caa
,https-abs-twimg-com54.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com55.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com56.0.freebasics.com,157.240.195.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f128:84:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com57.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:185:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com58.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com6-0.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com6-1.0.freebasics.com,157.240.253.37,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com6-2.0.freebasics.com,157.240.196.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f142:184:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com6-2.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com60.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com63.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com7-0.0.freebasics.com,,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com7-0.standvirtual.com,"108.156.60.54, 108.156.60.49, 108.156.60.83, 108.156.60.109",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,"ns-1869.awsdns-41.co.uk, ns-364.awsdns-45.com, ns-611.awsdns-12.net, ns-1447.awsdns-52.org",,,
,https-abs-twimg-com7-1.0.freebasics.com,157.240.195.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com7-4.0.freebasics.com,,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,,,,,,,,,
,https-abs-twimg-com7.0.freebasics.com,157.240.229.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f103:184:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com71.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com71.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com74.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com75.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com8-2.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com8-4.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com8-5.0.freebasics.com,157.240.196.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f142:184:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com8-5.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com8-6.0.freebasics.com,,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,,,,,,,,,
,https-abs-twimg-com8.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com80.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com83.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com84.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com9-0.0.freebasics.com,,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f12c:184:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com9-1.api.zynga.com,"54.149.61.178, 54.148.155.92, 52.25.126.167, 52.42.78.225, 52.26.181.104, 35.165.47.11, 52.27.44.23, 34.223.120.124",api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-200.awsdns-25.com, ns-527.awsdns-01.net, ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk",,,
,https-abs-twimg-com9-1.assessments.indeed.tech,"10.116.32.79, 10.116.163.141, 10.116.99.124",,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.116.32.79, 10.116.163.141, 10.116.99.124",
,https-abs-twimg-com9-1.beta.opera-mini.net,82.145.209.241,,,NOERROR,,,,,,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",,,
,https-abs-twimg-com9-1.dashboard.omise.co,"99.83.137.20, 75.2.26.122",,"ns-679.awsdns-20.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9-1.md-in-62.hostgator.in,103.53.43.36,,"andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9-1.media.muslimpro.com,,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9-1.mini5-1.opera-mini.net,,,,NOERROR,,,,,,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",,,
,https-abs-twimg-com9-1.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9-1.prod.sqills.com,84.241.158.135,ext-135.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9-1.runbot105.odoo.com,,runbot105.odoo.com,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9-1.runbot107.odoo.com,141.95.172.236,runbot107.odoo.com,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9-1.search.qwant.com,194.187.168.99,qwant.com,"gns21.cloudns.net, support.cloudns.net",NOERROR,,,,qwant-com.mail.protection.outlook.com,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net",,,"letsencrypt.org, sectigo.com"
,https-abs-twimg-com9-1.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:16e, 2606:4700::6812:6e",True,cloudflare,,,,,,
,https-abs-twimg-com9-1.stage.twilio.com,,dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,"ns-1221.awsdns-24.org, ns-616.awsdns-13.net, ns-1903.awsdns-45.co.uk, ns-111.awsdns-13.com",,,
,https-abs-twimg-com9-1.test.sqills.com,,ext-137.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9-1.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,True,cloudflare,,,,,,
,https-abs-twimg-com9-2.0.freebasics.com,157.240.27.37,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com9-3.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com9-3.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9-4.0.freebasics.com,157.240.195.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com9-6.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com9-8.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com9-8.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com9.0.freebasics.com,157.240.196.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f142:184:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com90.0.freebasics.com,157.240.27.37,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com91.0.freebasics.com,31.13.81.37,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f116:84:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com92.0.freebasics.com,,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f13f:85:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com93.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com94.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,https-abs-twimg-com95.0.freebasics.com,157.240.253.37,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com96.0.freebasics.com,157.240.252.40,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f177:88:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com97.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-abs-twimg-com99.0.freebasics.com,157.240.251.36,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f176:83:face:b00c:0:14c9,,,,,,,,
,https-twitter-com.0.freebasics.com,31.13.81.37,z-m.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f116:84:face:b00c:0:14c9,,,,,,,,
,iap.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,ie.pscp.tv,"54.229.131.130, 54.246.147.228, 34.252.230.27",vidman-eu-west-1.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,iem.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,ifl.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,ifyoucanbeanythingbekindpic.twitter.com,,,,NOERROR,,,,,,,,,
,ign.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,ijf.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,images.mopub.com,,d30x8mtr3hjnzo.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
,imaginedragons.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,imdboscars.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,inauguration2017.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,infosecpic.twitter.com,,,,NOERROR,,,,,,,,,
,innovators-dev.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,innovators-staging.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,innovators.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,insights.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,inspirationpic.twitter.com,,,,NOERROR,,,,,,,,,
,integratedsearch.twitter.com,199.16.156.11,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,interactive.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,internationaletrendspic.twitter.com,,,,NOERROR,,,,,,,,,
,intopic.twitter.com,,,,NOERROR,,,,,,,,,
,investor.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,ipg.twitterflightschool.com,"3.210.133.202, 3.210.179.40, 3.219.255.224",exceed-primary-production-lb.intellum.com,"ns-327.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ipic.twitter.com,,,,NOERROR,,,,,,,,,
,ittechawardspic.twitter.com,,,,NOERROR,,,,,,,,,
,ittr.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,jleague.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,jobs.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,jointaddress.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,jp.pscp.tv,"52.198.177.148, 52.197.239.27, 52.198.220.189, 35.79.114.158, 52.194.103.146, 18.181.20.69, 54.238.210.146, 35.74.192.187",vidman-ap-northeast-1.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1333.awsdns-38.org, ns-163.awsdns-20.com, ns-2034.awsdns-62.co.uk, ns-615.awsdns-12.net",,,
,jpmccpic.twitter.com,,,,NOERROR,,,,,,,,,
,jtbc.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,judo.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,katyperry.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,kbs.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,kentuckyderby.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,khalid.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,kindpic.twitter.com,,,,NOERROR,,,,,,,,,
,koreanelection.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,koreanelections.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,kr.pscp.tv,"13.124.185.24, 3.34.157.8, 43.201.225.223, 13.209.90.213, 13.125.53.243, 13.125.128.243",vidman-ap-northeast-2.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,l.twimg.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,laliga.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,leagueoflegends.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,legacy-api.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131","probe.twitter.com, probe-t.twitter.com","a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,legal-dev.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,legal.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,
,legalrequests-dev.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,legalrequests-staging.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,legalrequests.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,lettinggoishardpic.twitter.com,,,,NOERROR,,,,,,,,,
,lex-us-west-2.video.periscope.tv,152.199.20.136,cs1137.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,,,,,
,lex-us-west-2.video.pscp.tv,152.195.19.153,"cs1138.wpc.edgecastcdn.net, l-1138.apr-89155.edgecastdns.net, cs01138.wpc.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,,,,,
,linkedinpic.twitter.com,,,,NOERROR,,,,,,,,,
,lite-dev.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.131, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,lite-staging.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,lite.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,live.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,livecampaign-staging.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,lnb.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,lol.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,loveconnection.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,lvmh.twitterflightschool.com,"3.219.255.224, 3.210.133.202, 3.210.179.40","www.twitterflightschool.com, exceed-primary-production-lb.intellum.com","ns-327.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,m.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,m.twitter.com.sia.kiatv.truelife.com.kiatstatic.tlcdn4.com.line.naver.jp.fb.me,157.240.195.35,"www.facebook.com, star-mini.c10r.facebook.com","a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,2a03:2880:f142:82:face:b00c:0:25de,,,,,,,,
,ma-0.twimg.com,104.244.43.195,ma-zero.twimg.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, d.r06.twtrdns.net, a.r06.twtrdns.net",,,
,ma-ak.twimg.com,199.232.16.159,"wildcard.twimg.com, twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,ma-fastly.twimg.com,"104.244.43.67, 104.244.43.99, 104.244.43.131, 104.244.43.163, 104.244.43.195, 104.244.43.227, 104.244.43.3, 104.244.43.35",zero.twimg.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,ma-o-ak.twimg.com,"104.244.42.201, 104.244.42.73, 104.244.42.137, 104.244.42.9",ma-o.twimg.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,ma-o-ec.twimg.com,"104.244.42.137, 104.244.42.9, 104.244.42.201, 104.244.42.73",ma-o.twimg.com,,NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,ma-o-ft.twimg.com,"104.244.42.9, 104.244.42.137, 104.244.42.73, 104.244.42.201",ma-o.twimg.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,ma-o.twimg.com,"104.244.42.73, 104.244.42.137, 104.244.42.9, 104.244.42.201",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,ma-zero.twimg.com,104.244.43.195,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,ma.twimg.com,152.199.21.140,cs511.wpc.edgecastcdn.net,"ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,2606:2800:233:7ee2:97c:ab4c:6c70:be36,,,,,,,,
,ma0.twimg.com,151.101.84.159,"wildcard.twimg.com, twimg.twitter.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
