input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,location,tls_expired,tls_self_signed
m.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98224,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://m.chase.com:443,https,text/html,GET,159.53.96.200,/,417886931,159.53.96.200,Java,1773,False,,,,,,https://www.chase.com,,,,
m.jpmorganchase.com,401 Unauthorized,401,381,m.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T10:00:47Z,2024-02-10T10:00:45Z,"CN=getappstore.jpmchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",getappstore.jpmchase.com,JPMorgan Chase and Co.,apps.jpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",96a5b9c8d9dc28a63c797c44e2795b76,1f12a1ba3dcc5012030b3a330f687de832970765d45366762b6e1b38095a840a,ctls,m.jpmorganchase.com,443,https://m.jpmorganchase.com:443,https,text/html,GET,159.53.44.100,/,-392200610,159.53.44.100,HSTS,13,False,,,,,,,,,,
mcusa.chase.com,Financing a Maserati | Maserati Capital USA,200,46349,maseraticapitalusa.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-04T07:01:15Z,2023-07-04T07:01:15Z,"CN=www.maseraticapitalusa.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.maseraticapitalusa.com,JPMorgan Chase and Co.,mcusa.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",238628dff3debcd8b2c26f85307536b3,b333013e70edbf9437e0c1a3fd331db4ab40afacb75e694933ba95a22b3a1bcf,ctls,maseraticapitalusa.com,443,https://mcusa.chase.com:443,https,text/html,GET,159.53.76.238,/,-1609759796,159.53.76.238,Vue.js,14,False,,,,,,https://maseraticapitalusa.com:443/,,,,
me-cdc1.jpmorganchase.com,HR Technology | me@jpmc,200,149,me.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T11:35:50Z,2024-01-25T11:35:49Z,"CN=me-legacy.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",me-legacy.jpmorganchase.com,JPMorgan Chase and Co.,me.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",8a22c27665771e52b69470e139b36402,dc8c6f12a23063e99cc5e888d712fdc5b6afed900c5f92bd3fb0fe26ed468025,ctls,me.jpmorganchase.com,80,http://me-cdc1.jpmorganchase.com:80,http,text/html,GET,159.53.34.12,/,-780928015,159.53.34.12,HSTS,11,False,,,,,,https://me.jpmorganchase.com/,,,,
me-cdc2.jpmorganchase.com,HR Technology | me@jpmc,200,149,me.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T11:35:50Z,2024-01-25T11:35:49Z,"CN=me-legacy.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",me-legacy.jpmorganchase.com,JPMorgan Chase and Co.,me.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",8a22c27665771e52b69470e139b36402,dc8c6f12a23063e99cc5e888d712fdc5b6afed900c5f92bd3fb0fe26ed468025,ctls,me.jpmorganchase.com,80,http://me-cdc2.jpmorganchase.com:80,http,text/html,GET,159.53.64.254,/,-780928015,159.53.64.254,HSTS,11,False,,,,,,https://me.jpmorganchase.com/,,,,
me-prod.jpmorganchase.com,,503,19,me-prod.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T22:03:43Z,2024-01-11T22:03:41Z,"CN=me-prod.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",me-prod.jpmorganchase.com,JPMorgan Chase and Co.,me.jpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",37abb7691c6618c0002ccfdc2bb836e6,0f26bde09c2adfb37792e5cdff36c639d2dca0e16dab4f4843222f610eb7a2c8,ctls,me-prod.jpmorganchase.com,443,https://me-prod.jpmorganchase.com:443,https,text/plain,GET,3.88.80.234,/,87638684,3.211.244.14,HSTS,1,False,,,,,,,,,,
me.jpmorganchase.com,HR Technology | me@jpmc,200,147,me.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T11:35:50Z,2024-01-25T11:35:49Z,"CN=me-legacy.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",me-legacy.jpmorganchase.com,JPMorgan Chase and Co.,me.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",8a22c27665771e52b69470e139b36402,dc8c6f12a23063e99cc5e888d712fdc5b6afed900c5f92bd3fb0fe26ed468025,ctls,me.jpmorganchase.com,80,http://me.jpmorganchase.com:80,http,text/html,GET,159.53.34.12,/,-780928015,159.53.34.12,HSTS,10,False,,,,,,https://me.jpmorganchase.com/,,,,
measure.chase.com,,404,11,measure.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T07:50:51Z,2024-05-15T07:50:51Z,"CN=measure.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",measure.chase.com,JPMorgan Chase and Co.,measure.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",eb917d41ee0b3cb5e1af075984b13cf8,a74585f8bb5d87155724e9d96a6afa1f26f0ccce96e05e9778d48b25221dee81,ctls,measure.chase.com,443,https://measure.chase.com:443,https,,GET,23.36.162.72,/,1864250944,23.36.162.74,,2,False,,,,,,,,,,
media.chase.com,Media Center Home,200,43311,media.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-17T14:17:33Z,2023-10-17T14:17:33Z,"CN=cws-other.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",cws-other.jpmorgan.com,JPMorgan Chase and Co.,identity.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d62ea1ec11dacf8cf385aa37f532ef9d,8b1d8f6e15e8ad3e026849818b7aff0df2a0ff7456f1759b7a9d15949b97f410,ctls,media.chase.com,80,http://media.chase.com:80,http,text/html,GET,170.148.240.201,/,689507035,170.148.240.201,Java,1325,False,,,,,,https://media.chase.com/,,,,
merchantservices.jpmorganchase.com,Payment Solutions | Chase for Business | chase.com,200,247054,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://merchantservices.jpmorganchase.com:443,https,text/html,GET,206.253.176.61,/,-1812417198,206.253.176.61,HSTS,638,False,,,,,,https://www.chase.com/business/payments,,,,
messagecenter.chase.com,404 Not Found,404,196,messagecenter.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T15:57:37Z,2024-02-14T15:57:37Z,"CN=messagecenter.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",messagecenter.chase.com,JPMorgan Chase and Co.,messagecenter.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",0d042f5b8995ffd2ff9e3b47c429023a,4ee52a5ea898e3429d43708d5017dfb0e477a69493a4edf34082213bb9606574,ctls,messagecenter.chase.com,443,https://messagecenter.chase.com:443,https,text/html,GET,159.53.84.145,/,-594228876,159.53.84.145,,8,False,,,,,,,,,,
mfasa.chase.com,404 Not Found,404,196,mfasa.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-23T06:04:36Z,2024-03-22T06:04:35Z,"CN=mfasa.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",mfasa.chase.com,JPMorgan Chase and Co.,mfasa.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",fb4f23c54bed3eb2e34f1dc2393fdcde,d74649c07b5c9de3d3578bfb55306ebde4e34494e54127624fbe61bb5abf96b6,ctls,mfasa.chase.com,443,https://mfasa.chase.com:443,https,text/html,GET,159.53.116.245,/,-780928015,159.53.116.245,HSTS,8,False,,,,,,,,,,
mfs.chase.com,Financing a McLaren - McLaren Financial Services,200,66446,mclarenfinancialservices.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:08:39Z,2024-04-13T00:08:39Z,"CN=www.mclarenfinancialservices.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.mclarenfinancialservices.com,JPMorgan Chase and Co.,mfs.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3a87bb0751e28c017ce374929580dd59,c7ec3c46339855ee9826c8f68a2a4ed7cdb90971a02dc45009058fba1602fe65,ctls,mclarenfinancialservices.com,443,https://mfs.chase.com:443,https,text/html,GET,159.53.75.2,/,758076859,159.53.75.2,Vue.js,129,False,,,,,,https://mclarenfinancialservices.com:443/,,,,
mobilebanking.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98224,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://mobilebanking.chase.com:443,https,text/html,GET,159.53.85.76,/,417886931,159.53.85.76,Java,1773,False,,,,,,https://www.chase.com,,,,
mortgage.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98223,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://mortgage.chase.com:443,https,text/html,GET,159.53.96.200,/,957174374,159.53.96.200,Java,1773,False,,,,,,https://www.chase.com,,,,
mws-api.jpmorganchase.com,,200,15898,mws.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-23T03:32:14Z,2023-09-23T03:32:14Z,"CN=mws.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",mws.jpmorganchase.com,JPMorgan Chase and Co.,mws.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1e8221ac7fdb481a4e85f3c7819b1d6d,986edff9fcd719b69d7e58309bbbd71c572045432cecbb54014cd70100138c41,ctls,mws.jpmorganchase.com,80,http://mws-api.jpmorganchase.com:80,http,text/html,GET,159.53.117.236,/,321909464,159.53.117.236,Microsoft ASP.NET,351,False,,,,,,https://mws.jpmorganchase.com/DeviceManagement/Enrollment/,,,,
mws-awcm.jpmorganchase.com,,200,2,mws-awcm.jpmorganchase.com,8443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-23T03:47:08Z,2023-09-23T03:47:08Z,"CN=mws-awcm.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",mws-awcm.jpmorganchase.com,JPMorgan Chase and Co.,mws-awcm.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",5f4f0c7ba615a2fee2649f71fa195b19,40a5d5dae06bf9af9e141e182c8c2317d7def8e0efaefbbe746e4ca548e3e0df,ctls,mws-awcm.jpmorganchase.com,80,http://mws-awcm.jpmorganchase.com:80,http,text/plain,GET,159.53.34.117,/,,159.53.34.117,HSTS,1,False,,,,,,https://mws-awcm.jpmorganchase.com:8443/,,,,
mws-uat-api.jpmorganchase.com,,200,15898,mws-uat.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-04T09:56:20Z,2023-08-04T09:56:20Z,"CN=mws-uat.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",mws-uat.jpmorganchase.com,JPMorgan Chase and Co.,mws-uat.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",25d957b1753403fd0fa68f706881d4ba,4f98936ee96e06a13b8c884870046ae6c400c109aef7b3a576ef7399e3dfec6e,ctls,mws-uat.jpmorganchase.com,80,http://mws-uat-api.jpmorganchase.com:80,http,text/html,GET,159.53.64.63,/,321909464,159.53.64.63,Microsoft ASP.NET,351,False,,,,,,https://mws-uat.jpmorganchase.com/DeviceManagement/Enrollment/,,,,
mws-uat.jpmorganchase.com,,200,15898,mws-uat.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-04T09:56:20Z,2023-08-04T09:56:20Z,"CN=mws-uat.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",mws-uat.jpmorganchase.com,JPMorgan Chase and Co.,mws-uat.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",25d957b1753403fd0fa68f706881d4ba,4f98936ee96e06a13b8c884870046ae6c400c109aef7b3a576ef7399e3dfec6e,ctls,mws-uat.jpmorganchase.com,443,https://mws-uat.jpmorganchase.com:443,https,text/html,GET,159.53.33.107,/,321909464,159.53.33.107,Microsoft ASP.NET,351,False,,,,,,https://mws-uat.jpmorganchase.com/DeviceManagement/Enrollment/,,,,
mws-vpn.jpmorganchase.com,,404,,mws-vpn.jpmorganchase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-28T06:02:31Z,2025-05-02T06:02:31Z,"OU=self-signed, CN=localhost",localhost,,,"OU=self-signed, CN=localhost",localhost,,a6d5e94a6d93dae8aa85032d7bb07452,d265dfbd71bae91b47d3452c64bfa8e178e737c1f6adc7d20d4c6b8e297f0722,ctls,mws-vpn.jpmorganchase.com,443,https://mws-vpn.jpmorganchase.com:443,https,,GET,159.53.61.167,/,1274734426,159.53.61.167,HSTS,1,False,,,,True,,,,,,True
mws.jpmorganchase.com,,200,15898,mws.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-23T03:32:14Z,2023-09-23T03:32:14Z,"CN=mws.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",mws.jpmorganchase.com,JPMorgan Chase and Co.,mws.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1e8221ac7fdb481a4e85f3c7819b1d6d,986edff9fcd719b69d7e58309bbbd71c572045432cecbb54014cd70100138c41,ctls,mws.jpmorganchase.com,443,https://mws.jpmorganchase.com:443,https,text/html,GET,159.53.117.242,/,321909464,159.53.117.242,Microsoft ASP.NET,351,False,,,,,,https://mws.jpmorganchase.com/DeviceManagement/Enrollment/,,,,
myhealth-aws-prod.jpmorganchase.com,MyHealth,200,1716,myhealth-aws-prod.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T10:46:44Z,2024-02-09T10:46:43Z,"CN=myhealth-aws-prod.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",myhealth-aws-prod.jpmorganchase.com,JPMorgan Chase and Co.,myhealth.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",9662750a85692f1632cb51d2229f559b,835b9e4294f4f58aadba5150b9cead6086d237fe251af1f875648eefc7ffe73c,ctls,myhealth-aws-prod.jpmorganchase.com,443,https://myhealth-aws-prod.jpmorganchase.com:443,https,text/html,GET,3.221.145.83,/,-1644631767,107.23.34.200,HSTS,1,False,,,,,,,https://idauat.jpmorganchase.com,,,
myhealth-aws-uat.jpmorganchase.com,502 Bad Gateway,502,150,myhealth-aws-uat.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T15:28:17Z,2023-11-15T15:28:17Z,"CN=myhealth-aws-uat.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",myhealth-aws-uat.jpmorganchase.com,JPMorgan Chase and Co.,myhealth-uatext.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4b6b711093a69bca290e4d8d1a7f59a8,0537b9cd2797602450955c0b78251b5fe465a571c15178b1cb40b5402f5c2eef,ctls,myhealth-aws-uat.jpmorganchase.com,443,https://myhealth-aws-uat.jpmorganchase.com:443,https,text/html,GET,34.225.76.199,/,-803400545,50.19.29.168,HSTS,8,False,,,,,,,,,,
myhealth.jpmorganchase.com,MyHealth,200,1716,myhealth.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T10:46:44Z,2024-02-09T10:46:43Z,"CN=myhealth-aws-prod.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",myhealth-aws-prod.jpmorganchase.com,JPMorgan Chase and Co.,myhealth.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",9662750a85692f1632cb51d2229f559b,835b9e4294f4f58aadba5150b9cead6086d237fe251af1f875648eefc7ffe73c,ctls,myhealth.jpmorganchase.com,443,https://myhealth.jpmorganchase.com:443,https,text/html,GET,3.221.145.83,/,-1644631767,107.23.34.200,HSTS,1,False,,,,,,,assets.adobedtm.com,,,
