new,host,ttl,a,cname,soa,status_code,aaaa,txt,ns,caa,mx,cdn,cdn-name,has_internal_ips,internal_ips
,ebpp4.chase.com,3600,,,"{'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,ec-dcm.jpmorganchase.com,3600,,ec-dcm.amer-c2.gslbjpmchase.com,"{'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,,,
,ec-uat-dcm.jpmorganchase.com,3600,,ec-uat-dcm.amer-c2.gslbjpmchase.com,"{'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,,,
,ec-uat.jpmorganchase.com,3599,,ec-uat.amer-c2.gslbjpmchase.com,"{'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,,,
,ec.jpmorganchase.com,3600,146.143.134.156,ec-gos.amer-c2.gslbjpmchase.com,"{'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,,,
,ecap.chase.com,3600,170.148.38.246,,"{'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,ecdc-waf-infra-uataws.chase.com,174,,,"{'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,v=spf1 -all,,,,,,,
,ecfinancialservices.chase.com,3600,170.148.0.21,,"{'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,ecftp.jpmorganchase.com,3600,170.148.0.5,,"{'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,ecftpdr.jpmorganchase.com,3600,,,"{'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,ecftpqa.jpmorganchase.com,3600,,,"{'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,ecweb.jpmorganchase.com,3600,170.148.0.8,,"{'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,ecwebdr.jpmorganchase.com,3600,170.148.129.33,,"{'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,ecwebdrx.jpmorganchase.com,3600,170.148.129.34,,"{'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,ecwebqa.jpmorganchase.com,3600,170.148.9.8,,"{'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'jpmorganchase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656929681, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,educationoneqa.chase.com,3600,170.148.179.163,,"{'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,,
,efs.jpmorganchase.com,3600,"184.86.103.211, 184.86.103.222","efs.jpmorganchase.com.edgekey.net, e187466.a.akamaiedge.net","{'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1727626801, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1727626811, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1727626811, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1727626811, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'a.akamaiedge.net', 'ns': 'n0a.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1727626811, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,,
,efx.chase.com,3166,,chasemarkets.chase.com,"{'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}, {'name': 'chase.com', 'ns': 'ns1.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 656930710, 'refresh': 10800, 'retry': 1800, 'expire': 1209600, 'minttl': 3600}",NOERROR,,v=spf1 -all,,,,,,,
,eisp-dev.jpmorganchase.com,3600,,eisp-dev.amer-c2.gslbjpmchase.com,"{'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,,,
,eisp-dev1.jpmorganchase.com,3600,,eisp-dev1.amer-c2.gslbjpmchase.com,"{'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,,,
,eisp-dev2.jpmorganchase.com,3600,,eisp-dev2.amer-c2.gslbjpmchase.com,"{'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'amer-c2.gslbjpmchase.com', 'ns': 'dbws1adcx202.jpmorganchase.com', 'mailbox': 'hostmaster.jpmchase.com', 'serial': 2024092804, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,,,
