input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,cdn_name,final_url,cdn,tls_subject_org_,tls_mismatched,tls_expired
fintech-dev.api.arrival.co,,526,,fintech-dev.api.arrival.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,"CN=arrival.co, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.co,*.api.arrival.co,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dd5de44ba22aa3747f9aa668998f780e,23e1002dee55db80ebfc68ee136143586ebe776acb05f1fc596b5835cab8caed,True,ctls,fintech-dev.api.arrival.co,443,https://fintech-dev.api.arrival.co:443,https,cloudflare,,GET,172.64.150.243,/,-1840324437,2606:4700:4400::6812:250d,Cloudflare Bot Management,1,False,,cloudflare,,True,"Cloudflare, Inc.",,
fintech-staging.api.arrival.co,Origin DNS error | fintech-staging.api.arrival.co | Cloudflare,530,6241,fintech-staging.api.arrival.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,"CN=arrival.co, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.co,*.api.arrival.co,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dd5de44ba22aa3747f9aa668998f780e,23e1002dee55db80ebfc68ee136143586ebe776acb05f1fc596b5835cab8caed,True,ctls,fintech-staging.api.arrival.co,443,https://fintech-staging.api.arrival.co:443,https,cloudflare,text/html,GET,172.64.150.243,/,-178414179,2606:4700:4400::ac40:96f3,Cloudflare,93,False,,cloudflare,,True,"Cloudflare, Inc.",,
fintech-test.api.arrival.co,,526,,fintech-test.api.arrival.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,"CN=arrival.co, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.co,*.api.arrival.co,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dd5de44ba22aa3747f9aa668998f780e,23e1002dee55db80ebfc68ee136143586ebe776acb05f1fc596b5835cab8caed,True,ctls,fintech-test.api.arrival.co,443,https://fintech-test.api.arrival.co:443,https,cloudflare,,GET,104.18.37.13,/,-1840324437,2606:4700:4400::ac40:96f3,Cloudflare Bot Management,1,False,,cloudflare,,True,"Cloudflare, Inc.",,
firstbus.arrival.com,Origin DNS error | firstbus.arrival.com | Cloudflare,530,6211,firstbus.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,*.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2fb8d8cfd1fd4efc3f97c288fd5df585,e278c4dd94381834c34f607cb9e61e4ab46580f24f6dffa35ee4d0d8c806080a,True,ctls,firstbus.arrival.com,443,https://firstbus.arrival.com:443,https,cloudflare,text/html,GET,172.64.149.29,/,-1626583375,2606:4700:4400::6812:26e3,Cloudflare,93,False,,cloudflare,,True,"Cloudflare, Inc.",,
fleet.arrival.com,Arrival | Fleet Studio,200,3720,fleet.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,api.firstbus.fleet.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ea332177c649cf4dc69b174a6ea0e4d9,1af7d1b4065ed0258a5131cf5d5e5a931bb60142619c8eaa705ffbf15636c6ad,,ctls,fleet.arrival.com,443,https://fleet.arrival.com:443,https,cloudflare,text/html,GET,104.18.38.227,/,2132118838,2606:4700:4400::ac40:951d,Envoy,12,False,,cloudflare,,True,"Cloudflare, Inc.",,
flounder.test.asp.arrival.co,Sign in ・ Cloudflare Access,200,29586,arrival.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,arrival.cloudflareaccess.com,443,https://flounder.test.asp.arrival.co:443,https,cloudflare,text/html,GET,104.18.37.13,/,532019097,2606:4700:4400::ac40:96f3,HSTS,67,False,https:,cloudflare,https://arrival.cloudflareaccess.com/cdn-cgi/access/login/flounder.test.asp.arrival.co?kid=f1eb31b0a9c372e5ee388b2e75ad94d03aa9c346b04742faedb3f44d03b981c0&redirect_url=%2F&meta=eyJraWQiOiJjYTkyYWEwMGViNTM0MjRlNzM5YjkzNzI4MDQxMDM4NDZiYWMwNzY4MTIwMTgzMTU4ZGVlZTMyZDJkOGI4OWEyIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NjM2NjU0NSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImYxZWIzMWIwYTljMzcyZTVlZTM4OGIyZTc1YWQ5NGQwM2FhOWMzNDZiMDQ3NDJmYWVkYjNmNDRkMDNiOTgxYzAiLCJob3N0bmFtZSI6ImZsb3VuZGVyLnRlc3QuYXNwLmFycml2YWwuY28iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiZWU3NjkyOGNlNzU1OWEzNmQ5MmE0NTllMDEzNjdkNzA1YjcyMzY1MTMwMjI0ZmFhZGUwOTg4NjZjMzU0YzgxZCIsIm5iZiI6MTY4NjM2NjU0NSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.PBWGY_FXS7MLHxbcqX1sE-3LzoVxsTpR--TRETaDK2-plnUCbGHX2TOcjkhOntCi3ZFQ9Z5TVb0RU0j-1NoBNdUgR_zhHOAQfCexHCrlAnoMZeWRGa6tm_3wRcijZt_FMWQPybkP9TDps5wJSE2LlCyAQQlJv86RHWQI4pFtm4Z0YcKeRQxudEWXFYWO7EgyEq6uNlp54RTLFwFHGho9PEYXlthpLeogNk9978nJbFLZM8wi3OnSwn0zCcuuPy74Uo5U90_72L-Gauy5MkGYiPqOd5qnADmGsC8qWSbxMtENUVVgyPpQG-PlC2XKk1VddDeU8yQ7hJ-VeYsIv6F-SA,True,,,
flt.in.arrival.com,Fireware XTM User Authentication,200,727,flt.in.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-08-30T10:59:48Z,2021-11-28T10:59:47Z,CN=in.arrival.com,in.arrival.com,in.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2b25282a37e0a38aac2244f2d6a90298,73d524b944d87b3132c2f969b667413fa06ad6a4d37f0ccb16a6236fcf6a9b8d,True,ctls,flt.in.arrival.com,443,https://flt.in.arrival.com:443,https,,text/html,GET,195.89.243.10,/,2087014467,195.89.243.10,HSTS,25,False,,,,,,,True
forms.arrival.co,404 Not Found,404,1331,forms.arrival.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=arrival.co, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.co,fog.prod.cloud.arrival.co,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",983259cb096ffc0da126acb60384c192,0972bdb30ebe1d28b688acad4c246621b5b66dfd9ff131500f863d72108e1a28,True,ctls,forms.arrival.co,443,https://forms.arrival.co:443,https,cloudflare,text/html,GET,104.18.37.13,/,1494302000,2606:4700:4400::ac40:96f3,HSTS,8,False,,cloudflare,,True,"Cloudflare, Inc.",,
forms.arrival.com,Arrival | Zero-emission solutions,200,84541,arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-02T00:00:00Z,2024-06-01T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,*.api.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f9128fd51bb3fa667ad8f98c072d54c,b138d49c8d5aed201a1ddb4d56a35350e084854ca7e514dcd9cbc4ed19c0fa63,True,ctls,arrival.com,443,https://forms.arrival.com:443,https,cloudflare,text/html,GET,172.64.149.29,/,1257725933,2606:4700:4400::ac40:951d,HSTS,224,False,,cloudflare,https://arrival.com/,True,"Cloudflare, Inc.",,
ge.vpn.arrival.com,Forbidden,403,103,ge.vpn.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-21T06:05:16Z,2023-08-19T06:05:15Z,CN=vpn.arrival.com,vpn.arrival.com,vpn.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b755d5e6ae988f6996bbfd07b765f4d6,53149f60a748965433bfefee639224a569ec9bcef3effc9081d0ab4f0d887e3b,,ctls,ge.vpn.arrival.com,443,https://ge.vpn.arrival.com:443,https,nginx,text/html,GET,77.92.224.227,/,396533629,77.92.224.227,Nginx,1,False,,,https://ge.vpn.arrival.com/__session_start__,,,True,
gitlab-stg.cloud.arrival.com,,404,21,gitlab-stg.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,gitlab-stg.cloud.arrival.com,443,https://gitlab-stg.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,54.171.157.32,/,-1669793162,52.51.224.239,Nginx:1.19.1,1,False,,,,,,,
h-135-207-138-54.cloud.arrival.com,,404,21,h-135-207-138-54.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,h-135-207-138-54.cloud.arrival.com,443,https://h-135-207-138-54.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,52.51.224.239,/,-1669793162,54.171.157.32,Nginx:1.19.1,1,False,,,,,,,
h-135-207-172-9.cloud.arrival.com,,404,21,h-135-207-172-9.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,h-135-207-172-9.cloud.arrival.com,443,https://h-135-207-172-9.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,54.171.157.32,/,-1669793162,52.51.224.239,Nginx:1.19.1,1,False,,,,,,,
h-135-207-52-30.cloud.arrival.com,,404,21,h-135-207-52-30.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,h-135-207-52-30.cloud.arrival.com,443,https://h-135-207-52-30.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,52.51.224.239,/,-1669793162,54.171.157.32,Nginx:1.19.1,1,False,,,,,,,
help.arrival.com,Arrival | Help,200,81927,arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-02T00:00:00Z,2024-06-01T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,*.api.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f9128fd51bb3fa667ad8f98c072d54c,b138d49c8d5aed201a1ddb4d56a35350e084854ca7e514dcd9cbc4ed19c0fa63,True,ctls,arrival.com,443,https://help.arrival.com:443,https,cloudflare,text/html,GET,172.64.149.29,/,-877423664,2606:4700:4400::ac40:951d,HSTS,219,False,,cloudflare,https://arrival.com/faq,True,"Cloudflare, Inc.",,
helpdesk.arrival.co,Sign in ・ Cloudflare Access,200,31021,arrival.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,arrival.cloudflareaccess.com,443,https://helpdesk.arrival.co:443,https,cloudflare,text/html,GET,104.18.37.13,/,-1805578194,2606:4700:4400::ac40:96f3,HSTS,67,False,https:,cloudflare,https://arrival.cloudflareaccess.com/cdn-cgi/access/login/jira.arrival.com?kid=7716ee5e17cf9916af329ccd1f938c442f250b9b511a68110cd35276c35b0a3f&redirect_url=%2Fservicedesk%2Fcustomer%2Fportal%2F4&meta=eyJraWQiOiJjYTkyYWEwMGViNTM0MjRlNzM5YjkzNzI4MDQxMDM4NDZiYWMwNzY4MTIwMTgzMTU4ZGVlZTMyZDJkOGI4OWEyIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NjM2Njc0Mywic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6Ijc3MTZlZTVlMTdjZjk5MTZhZjMyOWNjZDFmOTM4YzQ0MmYyNTBiOWI1MTFhNjgxMTBjZDM1Mjc2YzM1YjBhM2YiLCJob3N0bmFtZSI6ImppcmEuYXJyaXZhbC5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiMTExYmIyNjRiMWUxYTNjNDBjM2JlMzA5OTI0NjJlYTEzZWZjNTBkNjAyYjlmMDFkMTkwMDIyNzcyMGFkMmQ1OSIsIm5iZiI6MTY4NjM2Njc0MywiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6Ilwvc2VydmljZWRlc2tcL2N1c3RvbWVyXC9wb3J0YWxcLzQiLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.eJXLgsIKW01FLM3mSS7vGrkYitOdLchHBUfbZbOtHsyFZXHJz48azReXANuJRN2FNg_ePNKpgKVltIPIyuqjF1DDxivLNGJ77Drtsqv6PkZZHcyd6rzVVSflj30yJ8HX1E2h4LIWx0aN3piA8w7Xyjq5hboksMcfzFOnUqT7uf7auI3w7V5J9l4HDnLNLu9PlqE8rW3XmJ0LjrjmI8a0hyCgsL5D5YquGv3146zU7IXIPGwNYH5J8WQ0wWCu8-ZB6_o8KnS8-_CM9HWyau5XyzDPEjFAqZhbtVW-VpgKCpRgej1GMZM9Q1RZ7QuRQtPic0SAgfW2zsdTCmYXLm4MKw,True,,,
hibooks.cloud.arrival.com,,404,21,hibooks.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,hibooks.cloud.arrival.com,443,https://hibooks.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,54.171.157.32,/,-1669793162,52.51.224.239,Nginx:1.19.1,1,False,,,,,,,
https-abs-twimg-com5-2.cloud.arrival.com,,404,21,https-abs-twimg-com5-2.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,https-abs-twimg-com5-2.cloud.arrival.com,443,https://https-abs-twimg-com5-2.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,54.171.157.32,/,-1669793162,52.51.224.239,Nginx:1.19.1,1,False,,,,,,,
id.arrival.com,Arrival | Profiles,200,2995,profile.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,*.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2fb8d8cfd1fd4efc3f97c288fd5df585,e278c4dd94381834c34f607cb9e61e4ab46580f24f6dffa35ee4d0d8c806080a,True,ctls,profile.arrival.com,443,https://id.arrival.com:443,https,cloudflare,text/html,GET,104.18.38.227,/,1198388745,2606:4700:4400::ac40:951d,HSTS,47,False,,cloudflare,https://profile.arrival.com/,True,"Cloudflare, Inc.",,
id.cloud.arrival.com,Sign in to Arrival,200,4183,id.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,id.cloud.arrival.com,443,https://id.cloud.arrival.com:443,https,nginx/1.19.1,text/html,GET,52.51.224.239,/,-1463124301,54.171.157.32,Nginx:1.19.1,100,False,,,https://id.cloud.arrival.com/auth/realms/Arrival/protocol/openid-connect/auth?client_id=account&redirect_uri=https%3A%2F%2Fid.cloud.arrival.com%2Fauth%2Frealms%2FArrival%2Faccount%2Flogin-redirect&state=0%2F45804f63-f32a-4c1d-a640-8100d5c08cb8&response_type=code&scope=openid,,,,
id.cloud.sandbox.core.arrival.co,Sign in to Arrival,200,3583,id.cloud.sandbox.core.arrival.co,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-03T03:59:23Z,2023-09-01T03:59:22Z,CN=id.cloud.sandbox.core.arrival.co,id.cloud.sandbox.core.arrival.co,id.cloud.sandbox.core.arrival.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2535551a7ad2c62ad1199024d2ea8740,37d1ae522fc05426d45c7ec34e20e64128db239bd6623a97c42ebcc7785e0bc2,,ctls,id.cloud.sandbox.core.arrival.co,443,https://id.cloud.sandbox.core.arrival.co:443,https,,text/html,GET,52.208.88.119,/,-1463124301,63.35.150.219,HSTS,89,False,,,https://id.cloud.sandbox.core.arrival.co/auth/realms/Arrival/protocol/openid-connect/auth?client_id=account&redirect_uri=https%3A%2F%2Fid.cloud.sandbox.core.arrival.co%2Fauth%2Frealms%2FArrival%2Faccount%2Flogin-redirect&state=0%2Fb17d6ce2-496a-40b0-b4bf-cc29a98a393e&response_type=code&scope=openid,,,,
id.dev.cloud.arrival.co,Sign in to Arrival,200,4186,id.dev.cloud.arrival.co,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T07:04:09Z,2023-07-16T07:04:08Z,CN=id.dev.cloud.arrival.co,id.dev.cloud.arrival.co,id.dev.cloud.arrival.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b834caee94ca53e7a8793a9072f003b,14db10bd6215da0105125bb23b0e3b953d12973bd972008b16f73df22d67d967,,ctls,id.dev.cloud.arrival.co,443,https://id.dev.cloud.arrival.co:443,https,,text/html,GET,52.51.1.79,/,-1463124301,34.240.182.149,HSTS,100,False,,,https://id.dev.cloud.arrival.co/auth/realms/Arrival/protocol/openid-connect/auth?client_id=account&redirect_uri=https%3A%2F%2Fid.dev.cloud.arrival.co%2Fauth%2Frealms%2FArrival%2Faccount%2Flogin-redirect&state=0%2F946a5047-77b7-42e4-8e87-866db442001f&response_type=code&scope=openid,,,,
id.firstbus.device.arrival.co,Origin DNS error | id.firstbus.device.arrival.co | Cloudflare,530,6238,id.firstbus.device.arrival.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-16T00:00:00Z,2023-08-15T23:59:59Z,"CN=arrival.co, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.co,cloud-v2.staging-ups.device.arrival.co,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",81c73693b5d2d7f1a253f13f27c43e9c,f1ccdab9d2a793a20e1d6006e28419b8f99793444a8a203f70978de91989fa64,,ctls,id.firstbus.device.arrival.co,443,https://id.firstbus.device.arrival.co:443,https,cloudflare,text/html,GET,104.18.37.13,/,98962179,2606:4700:4400::ac40:96f3,Cloudflare,93,False,,cloudflare,,True,"Cloudflare, Inc.",,
id.mobility-simulation.cloud.core.arrival.co,503 Service Temporarily Unavailable,503,190,id.mobility-simulation.cloud.core.arrival.co,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-23T03:12:35Z,2023-07-22T03:12:34Z,CN=id.mobility-simulation.cloud.core.arrival.co,id.mobility-simulation.cloud.core.arrival.co,id.mobility-simulation.cloud.core.arrival.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0613eee3c5efdff0d412b2b60286f535,f89e1590c077e8b1079351e162333ff1b2c29e89f82e4451f0150a984555073a,,ctls,id.mobility-simulation.cloud.core.arrival.co,443,https://id.mobility-simulation.cloud.core.arrival.co:443,https,,text/html,GET,52.51.1.79,/,1457316476,34.240.182.149,HSTS,8,False,,,https://id.mobility-simulation.cloud.core.arrival.co/auth/realms/Arrival/account/,,,,
id.simulation.cloud.core.arrival.co,Sign in to Arrival,400,1855,id.simulation.cloud.core.arrival.co,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-12T15:47:55Z,2023-08-10T15:47:54Z,CN=id.simulation.cloud.core.arrival.co,id.simulation.cloud.core.arrival.co,id.simulation.cloud.core.arrival.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,daa751074095cbc70b81eba72844f132,67355c96df00eb1b6e0f8d0e038ee7e9e0076c121c7e35ef6a71822bf36c7ff4,,ctls,id.simulation.cloud.core.arrival.co,443,https://id.simulation.cloud.core.arrival.co:443,https,,text/html,GET,34.240.182.149,/,-1463124301,54.171.92.207,HSTS,46,False,,,https://id.simulation.cloud.core.arrival.co/auth/realms/Arrival/broker/ims/login?session_code=gxd0_CRRhw8bKRHNQgv7-SJ8iYcu0N-T8-_m2bDAKb0&client_id=account&tab_id=iYtnrbEHhe8,,,,
id.test1.cloud.core.arrival.co,Sign in to Arrival,400,1850,id.test1.cloud.core.arrival.co,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-11T11:16:58Z,2023-08-09T11:16:57Z,CN=id.test1.cloud.core.arrival.co,id.test1.cloud.core.arrival.co,id.test1.cloud.core.arrival.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6edc2a318316a14274be67c25dd3441f,a49d02a75e00b26795d3f9361c7702091460c16f5526605f3d5578420ab88cfd,,ctls,id.test1.cloud.core.arrival.co,443,https://id.test1.cloud.core.arrival.co:443,https,,text/html,GET,52.51.1.79,/,-1463124301,54.171.92.207,HSTS,46,False,,,https://id.test1.cloud.core.arrival.co/auth/realms/Arrival/broker/ims/login?session_code=4dDE5O624MNPxHO6YMZSFpvML_mqhpIZjEltgP3m5po&client_id=account&tab_id=m4a-S8g-Kbs,,,,
idscgrcilosecurity.cloud.arrival.com,,404,21,idscgrcilosecurity.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,idscgrcilosecurity.cloud.arrival.com,443,https://idscgrcilosecurity.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,52.51.224.239,/,-1669793162,54.171.157.32,Nginx:1.19.1,1,False,,,,,,,
