input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_self_signed,final_url,tls_expired
distribution.zgold-dev.razer.com,Razer Gold Distribution Hub,200,6385,distribution.zgold-dev.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-05-13T23:59:59Z,CN=*.zgold-dev.razer.com,*.zgold-dev.razer.com,,*.zgold-dev.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,62ed96437f2863ace869624ccb2eab08,c13429bf7b33de3669f603bb2afe44fd1b780ab4a0233686bd0cf42d14338119,ctls,distribution.zgold-dev.razer.com,,443,https://distribution.zgold-dev.razer.com:443,https,,text/html,GET,52.74.230.76,/,-1252041730,52.76.242.113,HSTS,1,False,,,True,,,,
dl.razer.com,,403,243,dl.razerzone.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-02-07T23:59:59Z,"CN=razerapi.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",razerapi.com,Razer (Asia-Pacific) Pte. Ltd.,www.razerzone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7101d44d0c34eb338a9eb76a60f2e974,238626cf8fc9b233bdf70dbcdd8c55575097b30b99af452b0200c63ebe094550,ctls,dl.razerzone.com,cloudflare,443,https://dl.razer.com:443,https,AmazonS3,application/xml,GET,104.16.191.67,/,-1292463860,2606:4700::6810:be43,Amazon Web Services,2,False,True,,,,,https://dl.razerzone.com/,
drone.m.razer.com,Drone CI,200,2304,drone.m.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-01-18T23:59:59Z,CN=*.m.razer.com,*.m.razer.com,,*.prerc.svc.us-west-2.in.m.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,21ed1ad19dfc834829bcb1138cdf87f6,3658c098e8019336b25a103ea0532835346768a6f2d79dbb28d38b046f115837,ctls,drone.m.razer.com,,443,https://drone.m.razer.com:443,https,,text/html,GET,52.32.171.67,/,1643461971,54.148.68.145,,1,False,,,True,,,https://drone.m.razer.com/welcome,
ec.razer.com,,200,,ec.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,CN=*.razer.com,*.razer.com,,*.razerzone.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65ee08530694d09e07df5e0c99131615,ed5cdb1358bb1acbb714e6bc537e3160c6adc2f8caa3c7418725280596e3b293,ctls,ec.razer.com,,443,https://ec.razer.com:443,https,nginx,text/html,GET,3.225.6.128,/,506635676,3.210.130.35,Nginx,1,False,,,True,,,,
edmconsole.gold.razer.com,Sign in to your account,200,41737,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,,443,https://edmconsole.gold.razer.com:443,https,,text/html,GET,95.101.111.151,/,-2053394104,2a02:26f0:ab00::5c7a:d722,HSTS,95,False,,,,,,https://login.microsoftonline.com/fdadce6e-7f5e-49db-8f22-6a87331a9135/oauth2/authorize?client_id=4f3bf107-edb5-4202-b990-b233d075462e&redirect_uri=https%3A%2F%2Fedmconsole.gold.razer.com%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=Nk%2FLXl8sGFs1ZeLJfJ984k35LclqUnu0laeSHjxvCgSXpLlm8o19NY5WG67k2No9iJc90hElkWkt6Mc7tGYfFwJ7%2FABJ5VRYZSidGIalR0PxmPFvi8ZzbhcV4ai19P7aPWdBDwL3hsFFdOL7U%2BrASB7sKZWLxa0l60%2FUBqYtwyXkKHXN6elBtZDhJp%2FXINtxyFYaLLLt8QGhq8ZbiS8uMViPtNDlCqfvoemo1YsAxXC7YFVy2gg%3D,
edmconsole.zgold-qa.razer.com,Sign in to your account,200,41764,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,443,https://edmconsole.zgold-qa.razer.com:443,https,,text/html,GET,2.17.100.217,/,2035349081,2a02:26f0:ab00::214:8e59,HSTS,95,False,,,,,,https://login.microsoftonline.com/fdadce6e-7f5e-49db-8f22-6a87331a9135/oauth2/authorize?client_id=4f3bf107-edb5-4202-b990-b233d075462e&redirect_uri=https%3A%2F%2Fedmconsole.zgold-qa.razer.com%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=4NPaa4aFMWwG6vwPChUOleCw1c3Gx3tU82fqZ7fnCE1hHjSRJt2UTBiUCOlacZWPJSmcNQywOwi9%2FxntbbdQ3QcYBaYohB4h81k%2F125r%2Bj5H%2FKkzbA9Yyxq504qBITLJSz7HU8yuwCQn%2F6HRFlZAZ8syGn4KoENZRrio%2FviWj5xifdxqPo0RuMTmcArXfg8mKGuD5T%2BdI%2FaqY7RE92NG6%2BBGAuhYxvI6xo1gasGr61YxjiSSq0c%3D,
eform-ops.merchant.razer.com,RazerMS Booster Version 2.1 : LOGIN,200,41363,eform-ops.merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T00:00:00Z,2024-05-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",cffca5e362269236c627983f095ed0d8,9c90199ba4ced5126eaba5105c821f5e80767921c5a502453c92949702e17a84,ctls,eform-ops.merchant.razer.com,cloudflare,443,https://eform-ops.merchant.razer.com:443,https,cloudflare,text/html,GET,104.22.66.239,/,-506348301,2606:4700:10::ac43:621,PHP,301,False,True,,,https://oss.maxcdn.com,,,
eform.merchant.razer.com,RazerMS Booster Version 2.1 : LOGIN,200,41363,eform.merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T00:00:00Z,2024-05-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",95d5a63029fe4287da128f3d5cc5b277,85283e3d20579ce34bfed91639c7393216ed33eece4bb42c8be607bb947b8ac6,ctls,eform.merchant.razer.com,cloudflare,443,https://eform.merchant.razer.com:443,https,cloudflare,text/html,GET,104.22.66.239,/,-506348301,2606:4700:10::ac43:621,PHP,301,False,True,,,https://www.google.com.my/,,,
enterpriseenrollment.razer.com,Microsoft Intune admin center,200,42377,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-15T23:09:38Z,2024-06-27T23:59:59Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,cc05305937f68a7eea27d9d7af0caa65,110faef00876766ade3550f2f7525379d91c5b3f225fef3ca414db8c9620b49b,ctls,intune.microsoft.com,azure,443,https://enterpriseenrollment.razer.com:443,https,,text/html,GET,52.236.189.96,/,1631801191,52.236.189.96,HSTS,4,False,True,,,,,https://intune.microsoft.com/,
enterpriseregistration.razer.com,Service,404,1565,enterpriseregistration.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-03T00:00:00Z,2024-07-03T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,Microsoft Corporation,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,e7df1f16e52638c1dfeed42ec0ca9590,2ac4f3864729a635125d556395e9307bc2967b6675fdc970a1d9e7daad887c7f,ctls,enterpriseregistration.razer.com,azure,443,https://enterpriseregistration.razer.com:443,https,,text/html,GET,40.126.32.129,/,-2070773535,2603:1026:3000:150::2,HSTS,14,False,True,True,True,,,,
epay-posa.gold.razer.com,Access Denied,403,281,epay-posa.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-06-13T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f9d2190633a090a506628c3a39101b1c,0a5ec07b5efc4b2579b792f0204df60afe17ede0b1e8130bae6f0b212d81dec9,ctls,epay-posa.gold.razer.com,,443,https://epay-posa.gold.razer.com:443,https,AkamaiGHost,text/html,GET,23.3.88.25,/,1179687615,2a02:26f0:ab00::214:8e68,,10,False,,,,,,,
epay-posa.zgold-dev.razer.com,,200,,epay-posa.zgold-dev.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-01T00:00:00Z,2023-07-01T23:59:59Z,CN=*.zgold-dev.razer.com,*.zgold-dev.razer.com,,zgold-dev.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,6ff8e7fa837965aa50e8c1afda2c15e0,b18e9deefd1fcfb7d6a546b3e019d29c85a98fc2c0cbb04a950e2f2a2158a389,ctls,epay-posa.zgold-dev.razer.com,,443,https://epay-posa.zgold-dev.razer.com:443,https,Microsoft-IIS/10.0,,GET,54.251.139.10,/,-1840324437,54.251.139.10,Windows Server,1,False,,,True,,,,True
epic-gateway.gold.razer.com,,404,,epic-gateway.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-06-13T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f9d2190633a090a506628c3a39101b1c,0a5ec07b5efc4b2579b792f0204df60afe17ede0b1e8130bae6f0b212d81dec9,ctls,epic-gateway.gold.razer.com,,443,https://epic-gateway.gold.razer.com:443,https,,,GET,95.101.111.165,/,-1840324437,2a02:26f0:480:23::1726:629a,HSTS,1,False,,,,,,,
epic-gateway.zgold-qa.razer.com,,404,,epic-gateway.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7f502855ec5fee08e3035ac7e8cec952,ce3595afde3af3b9db06dc679841731626d74aa6ad8a914405da6b13db6f4bdb,ctls,epic-gateway.zgold-qa.razer.com,,443,https://epic-gateway.zgold-qa.razer.com:443,https,,,GET,3.227.67.228,/,-1840324437,3.223.225.82,HSTS,1,False,,,True,,,,
familymart-proxy.gold.razer.com,,404,,familymart-proxy.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-06-13T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f9d2190633a090a506628c3a39101b1c,0a5ec07b5efc4b2579b792f0204df60afe17ede0b1e8130bae6f0b212d81dec9,ctls,familymart-proxy.gold.razer.com,,443,https://familymart-proxy.gold.razer.com:443,https,,,GET,95.101.111.151,/,-1840324437,2a02:26f0:480:23::1726:62b8,HSTS,1,False,,,,,,,
familymart-proxy.zgold-qa.razer.com,,404,,familymart-proxy.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7f502855ec5fee08e3035ac7e8cec952,ce3595afde3af3b9db06dc679841731626d74aa6ad8a914405da6b13db6f4bdb,ctls,familymart-proxy.zgold-qa.razer.com,,443,https://familymart-proxy.zgold-qa.razer.com:443,https,,,GET,52.54.247.232,/,-1840324437,3.212.195.120,HSTS,1,False,,,True,,,,
fintech.razer.com,Access Denied,403,266,fintech.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-08-30T23:59:59Z,"CN=www.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",www.razer.com,Razer (Asia-Pacific) Pte. Ltd.,www2.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b91c77f9384c5ed8bd624e642706c7dc,a2314316b52c5b3e214b4857bed6412785ff81ab7afe7df9d32ff03c6684f472,ctls,fintech.razer.com,,443,https://fintech.razer.com:443,https,AkamaiGHost,text/html,GET,95.101.111.138,/,-74025379,2a02:26f0:ab00::5c7a:d732,,10,False,,,,,,,
fslink.razer.com,,404,,fslink.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-15T23:59:59Z,CN=*.freshsales.io,*.freshsales.io,,connect.citihabitats.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,de9eb0806168954cd3d967ac852ff473,a29d73417279976667420341565c6b1e6d0344a5d927007ca1aa1480d0775ddd,ctls,fslink.razer.com,,443,https://fslink.razer.com:443,https,,text/plain,GET,44.217.84.42,/,-1840324437,54.163.166.32,,1,False,,True,True,,,,
fwtrack1.razer.com,404 Not Found,404,162,fwtrack1.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,fwtrack1.razer.com,,443,https://fwtrack1.razer.com:443,https,nginx,text/html,GET,167.89.118.83,/,190856733,167.89.115.56,Nginx,8,False,,True,True,,,,
game.razer.com,,403,243,game.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-05-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",game.razer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",42c297d1becfcfaef4683e0a42ef182d,9998c2e705c5eb01c27dd68e91eff21e96debcbb26d43adcbba1e30d481fe8ac,ctls,game.razer.com,cloudflare,443,https://game.razer.com:443,https,cloudflare,application/xml,GET,104.16.190.67,/,290471066,2606:4700::6810:bf43,Cloudflare,2,False,True,,,,,,
gamestore.razer.com,,403,669719,www.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T00:00:00Z,2024-05-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",www.razer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",489be1d31a575a836f6f1ebabbb5e25e,2c1dfd0838964c35201a12de26b28f4b7554d55d49c129914e0e454f5b40104a,ctls,www.razer.com,,443,https://gamestore.razer.com:443,https,cloudflare,text/html,GET,44.242.81.131,/,820481611,44.241.218.120,Cloudflare,40,False,,,,,,https://www.razer.com:443/gamestore/closure,
git2u.merchant.razer.com,The Leading Payment Gateway in Southeast Asia | Razer Merchant Services,200,284927,merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=*.merchant.razer.com, O=Razer Merchant Services SDN. BHD., ST=Selangor, C=MY",*.merchant.razer.com,Razer Merchant Services SDN. BHD.,merchant.razer.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ad76e87c2331bc901c2e713ff92d30b8,2766bc6e3ab1cc8b54d69204e40cd6a8157bab660d4ca42585ce6827e2b798d4,ctls,merchant.razer.com,,443,https://git2u.merchant.razer.com:443,https,cloudflare,text/html,GET,52.74.88.145,/,1737335015,13.228.218.88,WordPress,5657,False,,,True,,,https://merchant.razer.com/v3/,
global.gold-sandbox.razer.com,,404,,global.gold-sandbox.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-18T23:59:59Z,CN=gold-sandbox.razer.com,gold-sandbox.razer.com,,*.silver-sandbox.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,237f424aa7bd7d623ace21cde8785af3,5b5e81dc253f9dc0984fe3e5b8800ff42de82cd7eaad21fe53d8d1cd99812a50,ctls,global.gold-sandbox.razer.com,,443,https://global.gold-sandbox.razer.com:443,https,awselb/2.0,text/plain,GET,52.73.222.58,/,-1840324437,44.196.236.225,,1,False,,,True,,,,
global.zgold-qa.razer.com,403 - Forbidden: Access is denied.,403,1233,global.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7f502855ec5fee08e3035ac7e8cec952,ce3595afde3af3b9db06dc679841731626d74aa6ad8a914405da6b13db6f4bdb,ctls,global.zgold-qa.razer.com,,443,https://global.zgold-qa.razer.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.54.247.232,/,1631801191,3.227.67.228,Windows Server,30,False,,,True,,,,
globalapi.gold.razer.com,,404,,globalapi.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-06-13T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f9d2190633a090a506628c3a39101b1c,0a5ec07b5efc4b2579b792f0204df60afe17ede0b1e8130bae6f0b212d81dec9,ctls,globalapi.gold.razer.com,,443,https://globalapi.gold.razer.com:443,https,awselb/2.0,text/plain,GET,95.101.111.165,/,-1840324437,95.101.111.151,,1,False,,,,,,,
gold-sandbox.razer.com,502 Bad Gateway,502,122,gold-sandbox.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-18T23:59:59Z,CN=gold-sandbox.razer.com,gold-sandbox.razer.com,,*.silver-sandbox.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,237f424aa7bd7d623ace21cde8785af3,5b5e81dc253f9dc0984fe3e5b8800ff42de82cd7eaad21fe53d8d1cd99812a50,ctls,gold-sandbox.razer.com,,443,https://gold-sandbox.razer.com:443,https,awselb/2.0,text/html,GET,100.26.113.45,/,590066698,34.225.248.188,,7,False,,,True,,,,
gold.razer.com,The New Razer Gold & Silver,200,16027,gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-06-13T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f9d2190633a090a506628c3a39101b1c,0a5ec07b5efc4b2579b792f0204df60afe17ede0b1e8130bae6f0b212d81dec9,ctls,gold.razer.com,,443,https://gold.razer.com:443,https,,text/html,GET,95.101.111.165,/,-1334232070,2a02:26f0:480:23::1726:629a,HSTS,1,False,,,,https://miniapp.gold.razer.com,,,
harmony.razer.com,,404,9,harmony.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,CN=*.razer.com,*.razer.com,,*.razerzone.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65ee08530694d09e07df5e0c99131615,ed5cdb1358bb1acbb714e6bc537e3160c6adc2f8caa3c7418725280596e3b293,ctls,harmony.razer.com,,443,https://harmony.razer.com:443,https,awselb/2.0,text/plain,GET,54.224.243.91,/,1257725933,3.225.101.54,,1,False,,,True,,,,
hello.merchant.razer.com,,200,,hello.merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",hello.merchant.razer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c4d72f71273f5c0309796b7b68af86bb,c3f0078d25e2eb2af6552394cef3620a805567032d0a2ff97642e919ac2ddd35,ctls,hello.merchant.razer.com,cloudflare,443,https://hello.merchant.razer.com:443,https,cloudflare,text/html,GET,104.22.67.239,/,-1840324437,2606:4700:10::ac43:621,HSTS,1,False,True,,,,,,
https://miniapp.gold.razer.com,,404,,miniapp.gold.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-30T00:00:00Z,2024-07-28T23:59:59Z,CN=gold.razer.com,gold.razer.com,,silver.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,88f6d9b8ea0f780511bbdf3b9581bb86,e6b16b78985c0061fb6028b9b03f1cc46b63a6e3578e9f756bc85214f7590ea2,ctls,miniapp.gold.razer.com,,443,https://miniapp.gold.razer.com:443,https,awselb/2.0,text/plain,GET,3.93.203.79,/,-1840324437,3.216.165.241,,1,False,,True,True,,,,
https://webapp.gameloop.com,,403,449,webapp.gameloop.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=gameloop.fun, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",gameloop.fun,Shenzhen Tencent Computer Systems Company Limited,www.gameloop.fun,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,b2238d23035b7b6247855eaa2a9a5190,1a7862ca9ccbf21622e449bfa4f72092e18b038c1dc922e3ef2df1d026eb5496,ctls,webapp.gameloop.com,,443,https://webapp.gameloop.com:443,https,tencent-cos,application/xml,GET,43.152.42.140,/,-1443148995,43.152.44.81,,11,False,,,True,,,,
https://www.facebook.com,Facebook - log in or sign up,200,59314,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2023-07-29T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0d49ee08f471cb006f49923f424f8749,065ee6cee2ca2ce23f531299c71389cab0401bf916d5c988e6e96c5fe633465f,ctls,m.facebook.com,,443,https://www.facebook.com:443,https,,text/html,GET,157.240.253.35,/,142313513,2a03:2880:f176:84:face:b00c:0:25de,HTTP/3,19,False,,,True,*.facebook.net,,https://m.facebook.com/?wtsid=rdr_0tlK0UDzbhjzoFPyY,
