new,host,a,cname,soa,ns,status_code,aaaa,cdn,cdn-name,mx,txt,has_internal_ips,internal_ips,caa
[x],ics-speech.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],icse.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],id-a09.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],id-uat-duogateway-m01.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],id-uat-duogateway-m02.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],id-uat-duogateway-m02.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],id-uat-duoproxy.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],id-uat3.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],id1.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ida-fraud.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],idas.gcsonp.cbre.com,,kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],idb.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],idb.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],identitycloudservice-globalized-gamma.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],identitycloudservice-globalized-gamma.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],idowww.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],idp-dpldatarouter-da1prod.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],idp-eu-west-1.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],idp-soa-p1c.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],idsbrapr.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ieork1-extranet-gw-v666-hsrp.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ieu.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ifd.gcsonp.cbre.com,,kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ifsuat.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],iga-bld-tve-04p.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],iga-bld-tve-04p.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],ihmcharlotte.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ihmclowncar.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ihop.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],iiwc1-dlc-dlife.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ikeda.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],iko45czb1uk.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],im-api.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],images.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],imagesearchbling26.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],imap-4.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],imap-4.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],imexgroup.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],img1-cache.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],immunophys.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],impops.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ims-dashboard.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],imsdk.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],in2smpafloatingmobil.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],in2smpafloatingmobil.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],inbom2-corpclient-vpni1.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],indoor-wc.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],inetsys.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],inetsys.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],infamousthegame.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],infocapca.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],infocash99.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],infrabeta.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ingacc.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],inggn1-swupd.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],inisghtreporting.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],innogames.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],insmbook.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],inspector-fips.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],instatouch-qa.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],instituicaoespiritanossolarce-privacy.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],int-ari.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],int-osb1-v-sbx.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],integration-oauth-client-service.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],integration-oauth-client-service.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],internal-bucket-m.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],internal-customersdev-customers-config-meta.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],internal-dsearningguild.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],internalapp-emc01.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],internalcmsarchive-dns.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],internalfc.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],internalfc.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],internalslaveb2bmy-oceania.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],internalstart-clients.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],internaltemp.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],internaltemp.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],internetma.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],intervals.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],interview.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],intjbsanidm-qa.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],intl-box.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],intlweb1.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],intra-temp-examplestunnel-mx.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],intra-temp-examplestunnel-mx.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],intra3.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],intranet-csdockerintra-backups-www-test.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],intranet-csdockerintra-backups-www-test.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],inttest-739ea89.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],inttest-e0e449a.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],inttestsg-5e59fab.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],inttestsy-645dd2a.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],inttestsy-645dd2a.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],intuitconnect.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],invistanet.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],invoice-gen.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],invoice-gen.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],ioceania-mx.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],ios-1-1-9.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ios-1-2-6.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ios-1-2-6.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],ios-7-6-2.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ioss.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ioss.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],iostoragemx.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],iostoragemx.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],ip-139-13.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ip-139-35.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ip-139-47.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ip-142-12.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ip-142-21.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ip-142-56.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],ip-142-56.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
