input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,location,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_mismatched,final_url
nieuws.hln.be,DPG Media Privacy Gate,200,8812,,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://nieuws.hln.be:443,,https,text/html,GET,146.185.53.23,/,757209713,146.185.53.23,Google Tag Manager,278,False,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=Uqxf9TXhjmaG4pbQ&callbackUrl=https%3A%2F%2Fwww.hln.be%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F
office.tickets.hln.be,Tickoweb,200,239,,office.tickets.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T10:55:39Z,2023-08-23T10:55:38Z,CN=00tickoweb.tickoweb.be,00tickoweb.tickoweb.be,,00tickoweb.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba33862ca573ea6708ad8f9b0c1549fc,4da547a8e076ca9aeaa0094880ec5b12f4fd927e28dce1f1b8bdb264d370a791,,ctls,office.tickets.hln.be,443,https://office.tickets.hln.be:443,,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,,15,False,,,,True,
prod.tickets.hln.be,Tickoweb,200,239,,prod.tickets.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T10:55:39Z,2023-08-23T10:55:38Z,CN=00tickoweb.tickoweb.be,00tickoweb.tickoweb.be,,00tickoweb.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba33862ca573ea6708ad8f9b0c1549fc,4da547a8e076ca9aeaa0094880ec5b12f4fd927e28dce1f1b8bdb264d370a791,,ctls,prod.tickets.hln.be,443,https://prod.tickets.hln.be:443,,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,,15,False,,,,True,
regiojobs.hln.be,"Vacatures zoeken in Vlaanderen, Brussel en Wallonië | Jobat.be",200,347476,,www.jobat.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=jobat.be, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",jobat.be,"Cloudflare, Inc.",*.jobat.be,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",45ff67dd99aca52c4a5ab7b03c91d282,1396684caef807dd4f836b85da628547dcae13366ea64095a7274d44c953ff9b,True,ctls,www.jobat.be,443,https://regiojobs.hln.be:443,,https,text/html,GET,146.185.53.23,/,-1929684680,146.185.53.23,Sitecore,5694,False,,cloudflare,,,https://www.jobat.be/nl
s.hln.be,DPG Media Privacy Gate,200,8812,,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://s.hln.be:443,,https,text/html,GET,2.16.1.59,/,-29356378,2a02:26f0:1700:5::5f65:1b6e,Google Tag Manager,278,False,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=Uqxf9TXhjmaG4pbQ&callbackUrl=https%3A%2F%2Fwww.hln.be%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F
service.hln.be,DPG Media Privacy Gate,200,8825,,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://service.hln.be:443,,https,text/html,GET,146.185.53.23,/,-1458810725,146.185.53.23,Google Tag Manager,278,False,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=uqxf9txhjmag4pbq&callbackUrl=https%3A%2F%2Fmyaccount.hln.be%2Fprivacygate-confirm%3FredirectUri%3D%252F
shop.hln.be,DPG Media Privacy Gate,200,8804,,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://shop.hln.be:443,,https,text/html,GET,2.17.100.184,/,817976998,2a02:26f0:480:23::1726:628b,Google Tag Manager,278,False,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=uqxf9txhjmag4pbq&callbackUrl=https%3A%2F%2Fshop.hln.be%2Fprivacygate-confirm%3FredirectUri%3D%252F
socialize.hln.be,,200,,,socialize.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-26T00:00:00Z,2023-11-22T23:59:59Z,CN=socialize.hln.be,socialize.hln.be,,socialize.hln.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,b5c6c9a3dd46daf6e49c1fddb0362193,62c1f00e363151b27ec714055c98dd916366d1e4868f635c77fbb63fdd0020f0,,ctls,socialize.hln.be,443,https://socialize.hln.be:443,,https,text/html,GET,54.229.120.124,/,-1516177449,54.229.120.124,,1,False,,,,,
sport.hln.be,DPG Media Privacy Gate,200,8941,,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://sport.hln.be:443,,https,text/html,GET,146.185.53.23,/,354899391,146.185.53.23,Google Tag Manager,278,False,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=Uqxf9TXhjmaG4pbQ&callbackUrl=https%3A%2F%2Fwww.hln.be%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252Fhln%252Fnl%252F923%252FKanaal-Sport%252Findex.dhtml
statics.hln.be,,200,,,statics.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.hln.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.hln.be,DPG Media Services N.V.,hln.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b4a7161105e124fe24ece50af3d72c55,b44b6568ec50bbc6ef42f6d17fcf93afd28ade3cdf5196f2b381b399dc81c914,True,ctls,statics.hln.be,443,https://statics.hln.be:443,,https,application/octet-stream,GET,95.101.111.131,/,-1742482155,2a02:26f0:480:23::1726:629d,Amazon Web Services,1,False,,AmazonS3,,,
stories.hln.be,HLN,200,991,,stories.hln.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-27T23:59:59Z,CN=stories.hln.be,stories.hln.be,,stories.hln.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,96e46de7ee5df84993e0bcade78076d6,1c56d426bdc7baff71181df9c35afb93a0b7c793a6810229be2d43298a93501d,,ctls,stories.hln.be,443,https://stories.hln.be:443,,https,text/html,GET,13.225.78.47,/,-2029875281,2600:9000:21f3:4800:15:5f99:34c0:93a1,Amazon Web Services,27,False,cloudfront,intentionally-undisclosed,True,,
t.hln.be,,400,,,t.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-03T01:48:52Z,2023-09-01T01:48:51Z,CN=t.hln.be,t.hln.be,,t.hln.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4cb2761db39bf8684b7525a412deb49e,d3ba71556831ddf7aab7f9ca1dd3c250e6d3c52294af4d3937c2955196191419,,ctls,t.hln.be,443,https://t.hln.be:443,,https,,GET,23.213.161.28,/,-1840324437,2a02:26f0:3500:11::215:14c8,,1,False,,,,,
temp.tickets.hln.be,Tickoweb,200,239,,temp.tickets.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T10:55:39Z,2023-08-23T10:55:38Z,CN=00tickoweb.tickoweb.be,00tickoweb.tickoweb.be,,00tickoweb.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba33862ca573ea6708ad8f9b0c1549fc,4da547a8e076ca9aeaa0094880ec5b12f4fd927e28dce1f1b8bdb264d370a791,,ctls,temp.tickets.hln.be,443,https://temp.tickets.hln.be:443,,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,,15,False,,,,True,
temptation.hln.be,,403,255,,temptation.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.hln.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.hln.be,DPG Media Services N.V.,hln.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b4a7161105e124fe24ece50af3d72c55,b44b6568ec50bbc6ef42f6d17fcf93afd28ade3cdf5196f2b381b399dc81c914,True,ctls,temptation.hln.be,443,https://temptation.hln.be:443,,https,application/xml,GET,2.17.100.184,/,486341686,2a02:26f0:480:23::1726:629d,HSTS,2,False,,AmazonS3,,,
unsubscribe.hln.be,Weet u zeker dat u wilt gaan?,200,84595,https:,unsubscribe.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T14:29:55Z,2023-08-16T14:29:54Z,CN=unsubscribe.hln.be,unsubscribe.hln.be,,unsubscribe.hln.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,00d1045439023fbc233f6385d56c2801,f0cb9776b720f216af7f0ebeeb1d7b4c0296f1b63f943044f36763a777c7f31f,,ctls,unsubscribe.hln.be,443,https://unsubscribe.hln.be:443,,https,text/html,GET,2.16.187.9,/,102855332,2a02:26f0:ab00::214:8e79,Vue.js,213,False,,,,,
valley.hln.be,Graphic Valley: 404,403,1094,,valley.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.hln.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.hln.be,DPG Media Services N.V.,hln.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b4a7161105e124fe24ece50af3d72c55,b44b6568ec50bbc6ef42f6d17fcf93afd28ade3cdf5196f2b381b399dc81c914,True,ctls,valley.hln.be,443,https://valley.hln.be:443,,https,text/html,GET,2.23.209.57,/,956842856,2a02:26f0:480:25::1726:621b,Amazon Web Services,28,False,,AmazonS3,,,
video-nina.hln.be,,404,10,,video-nina.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:02:15Z,2023-08-17T00:02:14Z,CN=video.topics.be,video.topics.be,,video.volkskrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01b4a8bc46f08a359545263a30d0214a,52046a552b08fd0334bfe22d2829c6b59cd611aed8b6db9c602e8beb5141419b,,ctls,video-nina.hln.be,443,https://video-nina.hln.be:443,,https,,GET,2.16.1.10,/,1864250944,2a02:26f0:1700:5::5f65:1b78,,2,False,,AkamaiNetStorage,,,
video-showbizz.hln.be,,404,10,,video-showbizz.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:02:15Z,2023-08-17T00:02:14Z,CN=video.topics.be,video.topics.be,,video.volkskrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01b4a8bc46f08a359545263a30d0214a,52046a552b08fd0334bfe22d2829c6b59cd611aed8b6db9c602e8beb5141419b,,ctls,video-showbizz.hln.be,443,https://video-showbizz.hln.be:443,,https,,GET,2.16.1.67,/,1864250944,2a02:26f0:1700:5::5f65:1b46,,2,False,,AkamaiNetStorage,,,
video-sport.hln.be,,404,10,,video-sport.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:02:15Z,2023-08-17T00:02:14Z,CN=video.topics.be,video.topics.be,,video.volkskrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01b4a8bc46f08a359545263a30d0214a,52046a552b08fd0334bfe22d2829c6b59cd611aed8b6db9c602e8beb5141419b,,ctls,video-sport.hln.be,443,https://video-sport.hln.be:443,,https,,GET,2.16.186.219,/,1864250944,2a02:26f0:1700:5::5f65:1b46,,2,False,,AkamaiNetStorage,,,
video.nina.hln.be,,404,10,,video.nina.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:02:15Z,2023-08-17T00:02:14Z,CN=video.topics.be,video.topics.be,,video.volkskrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01b4a8bc46f08a359545263a30d0214a,52046a552b08fd0334bfe22d2829c6b59cd611aed8b6db9c602e8beb5141419b,,ctls,video.nina.hln.be,443,https://video.nina.hln.be:443,,https,,GET,95.101.111.135,/,1864250944,2a02:26f0:480:23::1726:6292,,2,False,,AkamaiNetStorage,,,
video.showbizz.hln.be,,404,10,,video.showbizz.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:02:15Z,2023-08-17T00:02:14Z,CN=video.topics.be,video.topics.be,,video.volkskrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01b4a8bc46f08a359545263a30d0214a,52046a552b08fd0334bfe22d2829c6b59cd611aed8b6db9c602e8beb5141419b,,ctls,video.showbizz.hln.be,443,https://video.showbizz.hln.be:443,,https,,GET,23.213.161.202,/,1864250944,2a02:26f0:480:23::1726:62a8,,2,False,,AkamaiNetStorage,,,
video.sport.hln.be,,404,10,,video.sport.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:02:15Z,2023-08-17T00:02:14Z,CN=video.topics.be,video.topics.be,,video.volkskrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01b4a8bc46f08a359545263a30d0214a,52046a552b08fd0334bfe22d2829c6b59cd611aed8b6db9c602e8beb5141419b,,ctls,video.sport.hln.be,443,https://video.sport.hln.be:443,,https,,GET,2.16.1.10,/,1864250944,2a02:26f0:1700:5::5f65:1b46,,2,False,,AkamaiNetStorage,,,
voordelen.hln.be,DPG Media Privacy Gate,200,8812,,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://voordelen.hln.be:443,,https,text/html,GET,2.17.100.186,/,-1109285816,2a02:26f0:ab00::214:8e53,Google Tag Manager,278,False,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=Uqxf9TXhjmaG4pbQ&callbackUrl=https%3A%2F%2Fwww.hln.be%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F
voorpagina-api.hln.be,,200,2,https:,voorpagina-api.hln.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T14:23:49Z,2023-08-23T14:53:28Z,CN=dpg-hln135-api.lwprod.nl,dpg-hln135-api.lwprod.nl,,voorpagina-api.hln.be,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,6abcbbafb6afdb865b6add354470c5c2,8c43f65b4e57ad303d4dbd061dc60e990e3b87b82c38a79f0431a9f5092edfba,,ctls,voorpagina-api.hln.be,443,https://voorpagina-api.hln.be:443,,https,application/json,GET,34.117.134.166,/,603855016,34.117.134.166,HTTP/3,1,False,google,Google Frontend,True,,
welkom.hln.be,DPG Media Privacy Gate,200,8810,,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://welkom.hln.be:443,,https,text/html,GET,95.101.111.131,/,-780928015,2a02:26f0:480:23::1726:628b,Google Tag Manager,278,False,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=uqxf9txhjmag4pbq&callbackUrl=https%3A%2F%2Fwelkom.hln.be%2Fprivacygate-confirm%3FredirectUri%3D%252F
welkom.staging.hln.be,Index of /,200,481,,welkom.staging.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-30T04:53:52Z,2023-09-28T04:53:51Z,CN=persgroep.be,persgroep.be,,www.willy.radio,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9996f325023724981564f1b5e3038f54,b79475021f3b18e6a1886e25e3455da88bfd5ac20a7c37525853f0263a64421d,,ctls,welkom.staging.hln.be,443,https://welkom.staging.hln.be:443,,https,text/html,GET,95.101.111.152,/,-780928015,2a02:26f0:480:23::1726:62a1,Apache,14,False,,Apache,,,
www.hln.be,DPG Media Privacy Gate,200,8806,,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,DPG Media Services nv,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,True,ctls,myprivacy.dpgmedia.be,443,https://www.hln.be:443,,https,text/html,GET,23.213.161.196,/,757209713,2a02:26f0:480:23::1726:629d,Google Tag Manager,278,False,,,,,https://myprivacy.dpgmedia.be/consent?siteKey=Uqxf9TXhjmaG4pbQ&callbackUrl=https%3A%2F%2Fwww.hln.be%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F
www.tickets.hln.be,Tickoweb,200,239,,www.tickets.hln.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T10:55:39Z,2023-08-23T10:55:38Z,CN=00tickoweb.tickoweb.be,00tickoweb.tickoweb.be,,00tickoweb.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba33862ca573ea6708ad8f9b0c1549fc,4da547a8e076ca9aeaa0094880ec5b12f4fd927e28dce1f1b8bdb264d370a791,,ctls,www.tickets.hln.be,443,https://www.tickets.hln.be:443,,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,,15,False,,,,True,
zendesk1.hln.be,,409,16,,,,,,,,,,,,,,,,,,,,,80,http://zendesk1.hln.be:80,,http,text/plain,GET,162.159.128.7,/,1000520165,162.159.138.6,Cloudflare,1,False,cloudflare,cloudflare,True,,
zendesk2.hln.be,,409,16,,,,,,,,,,,,,,,,,,,,,80,http://zendesk2.hln.be:80,,http,text/plain,GET,162.159.128.7,/,1000520165,162.159.138.6,Cloudflare,1,False,cloudflare,cloudflare,True,,
zendesk3.hln.be,,409,16,,,,,,,,,,,,,,,,,,,,,80,http://zendesk3.hln.be:80,,http,text/plain,GET,162.159.128.7,/,1000520165,162.159.138.6,Cloudflare,1,False,cloudflare,cloudflare,True,,
zendesk4.hln.be,,409,16,,,,,,,,,,,,,,,,,,,,,80,http://zendesk4.hln.be:80,,http,text/plain,GET,162.159.138.6,/,1000520165,162.159.128.7,Cloudflare,1,False,cloudflare,cloudflare,True,,
zomerbar.hln.be,De leukste zomerbar - HLN,200,1790,,zomerbar.hln.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T08:54:58Z,2023-08-28T09:47:51Z,CN=mijnzomerbar.hln.be,mijnzomerbar.hln.be,,zomerbar.hln.be,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,e66de36eea72898a032266751737696f,2b63d5f7b03ec9ff1ca3bf69c3acccc3d50cfa3320880991a84834330db15ea1,,ctls,zomerbar.hln.be,443,https://zomerbar.hln.be:443,,https,text/html,GET,34.95.120.186,/,757209713,34.95.120.186,HTTP/3,5,False,google,Google Frontend,True,,
