input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_wildcard_certificate,final_url,tls_mismatched,location,tls_self_signed
meeting.flexport.com,404 Not Found,404,146,meeting.flexport.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T09:45:14Z,2024-07-11T09:45:14Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,281ff28d8ffed99fbf78b43488c2d5eb,be1071d35e38d625bdf6a7fc594a67b2a8397223e9b9cc610d0ab41d0f440179,ctls,meeting.flexport.com,,443,https://meeting.flexport.com:443,https,,text/html,GET,44.240.114.100,/,1494302000,52.42.82.141,HSTS,8,False,,,,,True,,True
mic.us-east-elb.flexport.com,,302,107,www.mic.us-east-elb.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.flexport.com,*.flexport.com,,flexport.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8c6286277e3a61fb54349ff4c337c22,cf9a22714fcb727bacad5558fcd0bcba51d0f1a5c8b5053a7d00484a113aaa94,ctls,www.mic.us-east-elb.flexport.com,,443,https://mic.us-east-elb.flexport.com:443,https,envoy,text/html,GET,18.213.212.17,/,-1840324437,18.214.205.53,Phusion Passenger,1,False,,,True,https://www.mic.us-east-elb.flexport.com/,True,https://www.mic.us-east-elb.flexport.com/,
moon-eu.us-east-elb.flexport.com,,302,111,www.moon-eu.us-east-elb.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.flexport.com,*.flexport.com,,flexport.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8c6286277e3a61fb54349ff4c337c22,cf9a22714fcb727bacad5558fcd0bcba51d0f1a5c8b5053a7d00484a113aaa94,ctls,www.moon-eu.us-east-elb.flexport.com,,443,https://moon-eu.us-east-elb.flexport.com:443,https,envoy,text/html,GET,18.213.212.17,/,-1840324437,3.218.74.145,Phusion Passenger,1,False,,,True,https://www.moon-eu.us-east-elb.flexport.com/,True,https://www.moon-eu.us-east-elb.flexport.com/,
mymy.us-east-elb.flexport.com,,302,108,www.mymy.us-east-elb.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.flexport.com,*.flexport.com,,flexport.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8c6286277e3a61fb54349ff4c337c22,cf9a22714fcb727bacad5558fcd0bcba51d0f1a5c8b5053a7d00484a113aaa94,ctls,www.mymy.us-east-elb.flexport.com,,443,https://mymy.us-east-elb.flexport.com:443,https,envoy,text/html,GET,3.218.74.145,/,-1840324437,18.214.205.53,Phusion Passenger,1,False,,,True,https://www.mymy.us-east-elb.flexport.com/,True,https://www.mymy.us-east-elb.flexport.com/,
news.flexport.com,404 - Page not found,404,1505,news.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=news.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",news.flexport.com,"Cloudflare, Inc.",news.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fd244256621c6f8461d0c48406bc3c3c,b453ffbd69800fbdf6ce5183569b285769498a990eb61216dd5c258e065c9862,ctls,news.flexport.com,cloudflare,443,https://news.flexport.com:443,https,cloudflare,text/html,GET,104.17.73.206,/,-1652635829,104.17.71.206,Cloudflare Bot Management,52,False,True,,,,,,
ocean.flexport.com,404 - Page not found,404,1505,ocean.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=ocean.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ocean.flexport.com,"Cloudflare, Inc.",ocean.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f8955f26d71b2817f6bb5f5415f3d1c5,ddaa4c03247a6fc5fdc26acc4cf4a1933e8e81c396d93f04bc7c8a110cabf23b,ctls,ocean.flexport.com,cloudflare,443,https://ocean.flexport.com:443,https,cloudflare,text/html,GET,104.17.73.206,/,-1652635829,104.17.71.206,Cloudflare Bot Management,52,False,True,,,,,,
offers.flexport.com,404 - Page not found,404,1505,offers.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=offers.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",offers.flexport.com,"Cloudflare, Inc.",offers.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",24c09328d6d1a040ccd362022b094f0f,2f42f4e3952ae01d05287df3013997a42ef273fda533555be64607128d2f0d1c,ctls,offers.flexport.com,cloudflare,443,https://offers.flexport.com:443,https,cloudflare,text/html,GET,104.17.71.206,/,-1652635829,104.17.72.206,Cloudflare Bot Management,52,False,True,,,,,,
origin.flexport.com,,302,107,app.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-23T00:00:00Z,2024-06-20T23:59:59Z,CN=app.flexport.com,app.flexport.com,,*.app.flexport.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c139cef206de08fa4d95a1b6ddd2e32,8cd5e72511e7822f884e0517f945338016fda42758a6b8b6986423259016053a,ctls,app.flexport.com,,443,https://origin.flexport.com:443,https,envoy,text/html,GET,18.214.205.53,/,-1840324437,18.213.212.17,Phusion Passenger,1,False,,https://*.flexport.internal,True,https://app.flexport.com/login_with_auth0?iss=https%3A%2F%2Flogin.flexport.com%2F,,https://app.flexport.com/users/auth/auth0,
pm-bounces.flexport.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,,,80,http://pm-bounces.flexport.com:80,http,nginx/1.25.1,text/html,GET,3.20.135.122,/,-1457628171,18.118.245.208,Nginx:1.25.1,85,False,,,,,,,
portal.flexport.com,Flexport Seller Portal,200,8487,sellerportal.deliverr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-22T21:11:54Z,2023-09-20T21:11:53Z,CN=*.deliverr.dev,*.deliverr.dev,,sellerportal.deliverr.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308941d75d1fe5b9aa852df6cc9fba32,9b66c2c56ee113944e4d741dc2d5e8d238ed4dcb6d2843535ac7f92301fdd174,ctls,sellerportal.deliverr.com,,443,https://portal.flexport.com:443,https,Netlify,text/html,GET,18.214.205.53,/,138526154,3.218.74.145,Netlify,48,False,,*.myshopify.com,True,https://sellerportal.deliverr.com:443/,True,,
promo.flexport.com,404 - Page not found,404,1505,promo.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=promo.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",promo.flexport.com,"Cloudflare, Inc.",promo.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0e399b3202b834f42c4933085b6852ff,88328b3e7faae95828de847e6d6ab80718b3c19854886ee30643b36f75ca5ca9,ctls,promo.flexport.com,cloudflare,443,https://promo.flexport.com:443,https,cloudflare,text/html,GET,104.17.74.206,/,-1652635829,104.17.70.206,Cloudflare Bot Management,52,False,True,,,,,,
referral.flexport.com,404 - Page not found,404,1505,referral.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-04-06T23:59:59Z,"CN=referral.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",referral.flexport.com,"Cloudflare, Inc.",referral.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a28ebeab387e06a0179eb6dd109d180b,fa48339a7e5ccd145b617c26753d6386d18c2dec7da68daba889d3d271113232,ctls,referral.flexport.com,cloudflare,443,https://referral.flexport.com:443,https,cloudflare,text/html,GET,104.17.71.206,/,-1652635829,104.17.74.206,Cloudflare Bot Management,52,False,True,,,,,,
ship.flexport.com,404 - Page not found,404,1505,ship.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=ship.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ship.flexport.com,"Cloudflare, Inc.",ship.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",060637f1d28294654cf6e7599ed23499,e51e733dd3c7af09ef14f7cad6a4fabe617a1c012252bdf027a636a7c85db421,ctls,ship.flexport.com,cloudflare,443,https://ship.flexport.com:443,https,cloudflare,text/html,GET,104.17.71.206,/,-1652635829,104.17.74.206,Cloudflare Bot Management,52,False,True,,,,,,
signup.flexport.com,404 - Page not found,404,1505,signup.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=signup.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",signup.flexport.com,"Cloudflare, Inc.",signup.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e75e21e04d68840236a2e2c330480b97,40e0abe9217781bdd6170467ee311a1527ea66a90d5eb8c0e3f9400a239f21b5,ctls,signup.flexport.com,cloudflare,443,https://signup.flexport.com:443,https,cloudflare,text/html,GET,104.17.72.206,/,-1652635829,104.17.70.206,Cloudflare Bot Management,52,False,True,,,,,,
sjc1-riemann-a1.us-east-elb.flexport.com,,302,119,www.sjc1-riemann-a1.us-east-elb.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.flexport.com,*.flexport.com,,flexport.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8c6286277e3a61fb54349ff4c337c22,cf9a22714fcb727bacad5558fcd0bcba51d0f1a5c8b5053a7d00484a113aaa94,ctls,www.sjc1-riemann-a1.us-east-elb.flexport.com,,443,https://sjc1-riemann-a1.us-east-elb.flexport.com:443,https,envoy,text/html,GET,3.218.74.145,/,-1840324437,34.224.108.9,Phusion Passenger,1,False,,,True,https://www.sjc1-riemann-a1.us-east-elb.flexport.com/,True,https://www.sjc1-riemann-a1.us-east-elb.flexport.com/,
sslwww.us-east-elb.flexport.com,,302,110,www.sslwww.us-east-elb.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.flexport.com,*.flexport.com,,flexport.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8c6286277e3a61fb54349ff4c337c22,cf9a22714fcb727bacad5558fcd0bcba51d0f1a5c8b5053a7d00484a113aaa94,ctls,www.sslwww.us-east-elb.flexport.com,,443,https://sslwww.us-east-elb.flexport.com:443,https,envoy,text/html,GET,3.218.74.145,/,-1840324437,34.224.108.9,Phusion Passenger,1,False,,,True,https://www.sslwww.us-east-elb.flexport.com/,True,https://www.sslwww.us-east-elb.flexport.com/,
staging-files.flexport.com,,403,243,staging-files.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,ctls,staging-files.flexport.com,,443,https://staging-files.flexport.com:443,https,AmazonS3,application/xml,GET,52.216.49.185,/,1094806513,16.182.69.153,Amazon Web Services,2,False,,,True,,True,,
start.transmissionapp.com,,409,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://start.transmissionapp.com:80,http,cloudflare,text/plain,GET,104.18.26.189,/,1000520165,2606:4700::6812:1abd,Cloudflare,1,False,True,,,,,,
static.flexport.com,,200,246424,static.flexport.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",static.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dacc1b4f67f9db5655d8842f003e1abc,fc8d52f6cd7cdb8f35f180eb49c6c7902fffe335e83d6a1d47abc0155f7e9ce9,ctls,static.flexport.com,cloudflare,443,https://static.flexport.com:443,https,cloudflare,application/xml,GET,104.18.9.42,/,1064475598,2606:4700::6812:82a,Cloudflare,2,False,True,,,,,,
static.staging.flexport.com,,200,262248,static.staging.flexport.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",static.staging.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",29051ca41a22785e0c494d950c72d5f5,4fa9a408a59ff217b9997b28e607133ccc58e11f42423a0d8140b69a3eba8980,ctls,static.staging.flexport.com,cloudflare,443,https://static.staging.flexport.com:443,https,cloudflare,application/xml,GET,104.18.8.42,/,-673960186,2606:4700::6812:92a,Cloudflare,2,False,True,,,,,,
sto3-vectors-a1.us-east-elb.flexport.com,,302,119,www.sto3-vectors-a1.us-east-elb.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.flexport.com,*.flexport.com,,flexport.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8c6286277e3a61fb54349ff4c337c22,cf9a22714fcb727bacad5558fcd0bcba51d0f1a5c8b5053a7d00484a113aaa94,ctls,www.sto3-vectors-a1.us-east-elb.flexport.com,,443,https://sto3-vectors-a1.us-east-elb.flexport.com:443,https,envoy,text/html,GET,18.213.212.17,/,-1840324437,18.214.205.53,Phusion Passenger,1,False,,,True,https://www.sto3-vectors-a1.us-east-elb.flexport.com/,True,https://www.sto3-vectors-a1.us-east-elb.flexport.com/,
test-de.flexport.com,Flexport: Technologieplattform für globale Logistik,200,1052697,test-de.flexport.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-02T23:59:59Z,"CN=de.flexport.com, O=Flexport\, Inc., L=San Francisco, ST=California, C=US",de.flexport.com,"Flexport, Inc.",test-de.flexport.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,634c60483585815394e1955a5df69188,f4fe38e084218228d6430126562742485494c2b8aa549494a172d1c01645ba3c,ctls,test-de.flexport.com,google,443,https://test-de.flexport.com:443,https,Netlify,text/html,GET,34.141.28.239,/,-1629501320,2a05:d014:275:cb01::c8,webpack,27,False,True,*.linkedin.com,,,,,
test-portal.flexport.com,Flexport Seller Portal,200,8436,test-portal.flexport.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-14T13:05:49Z,2023-10-12T13:05:48Z,CN=test-portal.flexport.com,test-portal.flexport.com,,test-portal.flexport.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dceaad73b0faaa3d258a092a2706ff30,acbb0cbbb248fc23d9b5483ae58d92560d896fc10db14679b6354e070d476b78,ctls,test-portal.flexport.com,,443,https://test-portal.flexport.com:443,https,Netlify,text/html,GET,3.72.140.173,/,-234276200,2a05:d014:275:cb02::c8,Netlify,48,False,,*.myshopify.com,,,,,
test-www.flexport.com,,200,790456,test-www.flexport.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-02T23:59:59Z,"CN=flexport.com, O=Flexport\, Inc., L=San Francisco, ST=California, C=US",flexport.com,"Flexport, Inc.",test-www.flexport.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3d6d5a2163e9e3b6ceb38c9f6a816bb3,be40b6542b787d40165d9ea165954e0c42aea5a42fcec47aab1e2b9750bee95f,ctls,test-www.flexport.com,google,443,https://test-www.flexport.com:443,https,Netlify,text/html,GET,34.141.55.250,/,-369876395,2a05:d014:275:cb01::c8,webpack,26,False,True,*.google.al,,,,,
tor411-443-gre.identity.flexport.com,400 The plain HTTP request was sent to HTTPS port,400,253,,,,,,,,,,,,,,,,,,,cloudflare,443,http://tor411-443-gre.identity.flexport.com:443,http,cloudflare,text/html,GET,104.18.4.107,/,-142158896,2606:4700::6812:46b,Cloudflare,9,False,True,,,,,,
tr.flexport.com,404 Not Found,404,162,tr.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,tr.flexport.com,,443,https://tr.flexport.com:443,https,nginx,text/html,GET,167.89.123.54,/,190856733,167.89.123.124,Nginx,8,False,,,True,,True,,
tracker.flexport.com,Tracker,200,4448,tracker.flexport.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-14T13:07:04Z,2023-10-12T13:07:03Z,CN=tracker.flexport.com,tracker.flexport.com,,tracker.flexport.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fab2bcdca3428e9129e0c2ddc39bd01f,477990b3f89ecad7d7f67b7b3f82a224640bc78255670e731981d57de7a28612,ctls,tracker.flexport.com,google,443,https://tracker.flexport.com:443,https,Netlify,text/html,GET,34.159.137.246,/,24301888,2a05:d014:275:cb02::c8,Netlify,36,False,True,,,,,,
trade.flexport.com,,302,,trade.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2024-01-06T23:59:59Z,CN=trade.flexport.com,trade.flexport.com,,*.trade-dev.flexport.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c995aca28ba479a4943325abd3d27742,a6c094fc8bb708bbe83dddbf6e3ad5066eb59498a92a0ddb70f8471c92c421a3,ctls,trade.flexport.com,,443,https://trade.flexport.com:443,https,,,GET,75.2.101.131,/,-1840324437,99.83.132.4,Algolia,1,False,,https://rs.fullstory.com,True,https://trade.flexport.com/api/auth/login?returnTo=%2F%3Fiss%3Dhttps%253A%252F%252Flogin.flexport.com%252F,,https://login.flexport.com/authorize?client_id=KMSIBxHFwf7MIBSTdwKhC0EcuYMgnTzI&scope=openid%20read%20profile%20email%20offline_access&response_type=code&redirect_uri=https%3A%2F%2Ftrade.flexport.com%2Fapi%2Fauth%2Fcallback&audience=https%3A%2F%2Fgraphql.flexport.com&nonce=RLkEK9CEXnV96DBh8N5fZsojG6l1d99mjmXKzrgtrX8&state=eyJyZXR1cm5UbyI6Ii8_aXNzPWh0dHBzJTNBJTJGJTJGbG9naW4uZmxleHBvcnQuY29tJTJGIn0&code_challenge=hsY5g1wbJePmUqFQDfPPVR7V9e_uA-KLM1RDN7q7PvI&code_challenge_method=S256,
trucking.flexport.com,404 - Page not found,404,1505,trucking.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=trucking.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",trucking.flexport.com,"Cloudflare, Inc.",trucking.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7d211a458c45e794576645cbe3eff28a,86889d23690c469be70b6935b61dd0c99a714535dddf4896d234ef056f162721,ctls,trucking.flexport.com,cloudflare,443,https://trucking.flexport.com:443,https,cloudflare,text/html,GET,104.17.72.206,/,-1652635829,104.17.73.206,Cloudflare Bot Management,52,False,True,,,,,,
update.flexport.com,404 - Page not found,404,1505,update.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=update.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",update.flexport.com,"Cloudflare, Inc.",update.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f3d864ffa5d7bab5f068552a922e8217,d696839250bcee9f9af1f8b40bd0283ebc0a0e94ba543f0eb60bd45648270e0e,ctls,update.flexport.com,cloudflare,443,https://update.flexport.com:443,https,cloudflare,text/html,GET,104.17.73.206,/,-1652635829,104.17.71.206,Cloudflare Bot Management,52,False,True,,,,,,
uversecentral.us-east-elb.flexport.com,,302,117,www.uversecentral.us-east-elb.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.flexport.com,*.flexport.com,,flexport.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8c6286277e3a61fb54349ff4c337c22,cf9a22714fcb727bacad5558fcd0bcba51d0f1a5c8b5053a7d00484a113aaa94,ctls,www.uversecentral.us-east-elb.flexport.com,,443,https://uversecentral.us-east-elb.flexport.com:443,https,envoy,text/html,GET,18.213.212.17,/,-1840324437,18.214.205.53,Phusion Passenger,1,False,,,True,https://www.uversecentral.us-east-elb.flexport.com/,True,https://www.uversecentral.us-east-elb.flexport.com/,
web.transmissionapp.com,Transmission,200,162002,web.transmissionapp.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,CN=*.transmissionapp.com,*.transmissionapp.com,,transmissionapp.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eacbe9d09654ecb9e7b2da26c5f16b1c,62ba7e0a6ffcc6b040810854c8e592142a8d7f55c6682d5598946e03b1de0551,ctls,web.transmissionapp.com,,443,https://web.transmissionapp.com:443,https,envoy,text/html,GET,18.213.212.17,/,-1840324437,18.214.205.53,Ruby on Rails,71,False,,,True,https://web.transmissionapp.com/users/sign_in,,,
webinar.flexport.com,404 - Page not found,404,1505,webinar.flexport.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=webinar.flexport.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",webinar.flexport.com,"Cloudflare, Inc.",webinar.flexport.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4202554224446b4aca575afc116e3907,c9ce53f09b4562face0c2fa529c9c7f059234d94460d029db8fe913c192e4776,ctls,webinar.flexport.com,cloudflare,443,https://webinar.flexport.com:443,https,cloudflare,text/html,GET,104.17.74.206,/,-1652635829,104.17.71.206,Cloudflare Bot Management,52,False,True,,,,,,
www.flexport.com,,200,790456,www.flexport.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-02T23:59:59Z,"CN=flexport.com, O=Flexport\, Inc., L=San Francisco, ST=California, C=US",flexport.com,"Flexport, Inc.",test-www.flexport.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3d6d5a2163e9e3b6ceb38c9f6a816bb3,be40b6542b787d40165d9ea165954e0c42aea5a42fcec47aab1e2b9750bee95f,ctls,www.flexport.com,,443,https://www.flexport.com:443,https,Netlify,text/html,GET,18.198.108.208,/,-369876395,2a05:d014:275:cb00:e22:a0eb:c3d5:ad2e,webpack,26,False,,snap.licdn.com,,,,,
www.prodi.us-east-elb.flexport.com,,302,109,www.prodi.us-east-elb.flexport.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.flexport.com,*.flexport.com,,flexport.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8c6286277e3a61fb54349ff4c337c22,cf9a22714fcb727bacad5558fcd0bcba51d0f1a5c8b5053a7d00484a113aaa94,ctls,www.prodi.us-east-elb.flexport.com,,443,https://www.prodi.us-east-elb.flexport.com:443,https,envoy,text/html,GET,3.218.74.145,/,-1840324437,18.214.205.53,Phusion Passenger,1,False,,,True,https://www.prodi.us-east-elb.flexport.com/,True,https://www.prodi.us-east-elb.flexport.com/,
