input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_expired,tls_mismatched,tls_self_signed,tls_subject_org_
ns665.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns665.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns665.hostgator.com.br,,443,https://ns665.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.101,/,-1783708853,108.179.192.101,Bootstrap,44,False,,,,,,,
ns666.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns666.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns666.hostgator.com.br,,443,https://ns666.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.105,/,-1783708853,108.179.192.105,Bootstrap,44,False,,,,,,,
ns667.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns667.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns667.hostgator.com.br,,443,https://ns667.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.106,/,-1783708853,108.179.192.106,Bootstrap,44,False,,,,,,,
ns669.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns669.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns669.hostgator.com.br,,80,http://ns669.hostgator.com.br:80,http,Apache,text/html,GET,108.179.192.111,/,-1783708853,108.179.192.111,Bootstrap,44,False,,https://ns669.hostgator.com.br/,,,,,
ns670.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns670.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns670.hostgator.com.br,,443,https://ns670.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.115,/,-1783708853,108.179.192.115,Bootstrap,44,False,,,,,,,
ns671.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns671.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns671.hostgator.com.br,,443,https://ns671.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.116,/,-1783708853,108.179.192.116,Bootstrap,44,False,,,,,,,
ns674.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns674.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns674.hostgator.com.br,,443,https://ns674.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.125,/,-1783708853,108.179.192.125,Bootstrap,44,False,,,,,,,
ns675.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns675.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns675.hostgator.com.br,,443,https://ns675.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.126,/,-1783708853,108.179.192.126,Bootstrap,44,False,,,,,,,
ns676.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns676.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns676.hostgator.com.br,,80,http://ns676.hostgator.com.br:80,http,Apache,text/html,GET,108.179.192.130,/,-1783708853,108.179.192.130,Bootstrap,44,False,,https://ns676.hostgator.com.br/,,,,,
ns677.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns677.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns677.hostgator.com.br,,443,https://ns677.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.131,/,-1783708853,108.179.192.131,Bootstrap,44,False,,,,,,,
ns68.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns68.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns68.hostgator.com.br,,443,https://ns68.hostgator.com.br:443,https,Apache,text/html,GET,192.185.177.122,/,-1783708853,192.185.177.122,Bootstrap,44,False,,,,,,,
ns680.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns680.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns680.hostgator.com.br,,443,https://ns680.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.185,/,-1783708853,108.179.192.185,Bootstrap,44,False,,,,,,,
ns681.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns681.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns681.hostgator.com.br,,443,https://ns681.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.186,/,-1783708853,108.179.192.186,Bootstrap,44,False,,,,,,,
ns682.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns682.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns682.hostgator.com.br,,443,https://ns682.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.190,/,-1783708853,108.179.192.190,Bootstrap,44,False,,,,,,,
ns684.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns684.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns684.hostgator.com.br,,443,https://ns684.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.195,/,-1783708853,108.179.192.195,Bootstrap,44,False,,,,,,,
ns685.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns685.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns685.hostgator.com.br,,443,https://ns685.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.196,/,-1783708853,108.179.192.196,Bootstrap,44,False,,,,,,,
ns686.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns686.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns686.hostgator.com.br,,443,https://ns686.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.200,/,-1783708853,108.179.192.200,Bootstrap,44,False,,,,,,,
ns688.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns688.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns688.hostgator.com.br,,443,https://ns688.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.1,/,-1783708853,108.179.193.1,Bootstrap,44,False,,,,,,,
ns689.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns689.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns689.hostgator.com.br,,443,https://ns689.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.2,/,-1783708853,108.179.193.2,Bootstrap,44,False,,,,,,,
ns690.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns690.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns690.hostgator.com.br,,443,https://ns690.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.6,/,-1783708853,108.179.193.6,Bootstrap,44,False,,,,,,,
ns691.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns691.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns691.hostgator.com.br,,443,https://ns691.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.7,/,-1783708853,108.179.193.7,Bootstrap,44,False,,,,,,,
ns692.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns692.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns692.hostgator.com.br,,443,https://ns692.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.11,/,-1783708853,108.179.193.11,Bootstrap,44,False,,,,,,,
ns693.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns693.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns693.hostgator.com.br,,443,https://ns693.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.12,/,-1783708853,108.179.193.12,Bootstrap,44,False,,,,,,,
ns694.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns694.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns694.hostgator.com.br,,443,https://ns694.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.16,/,-1783708853,108.179.193.16,Bootstrap,44,False,,,,,,,
ns695.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns695.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns695.hostgator.com.br,,443,https://ns695.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.17,/,-1783708853,108.179.193.17,Bootstrap,44,False,,,,,,,
ns696.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns696.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns696.hostgator.com.br,,80,http://ns696.hostgator.com.br:80,http,Apache,text/html,GET,108.179.193.21,/,-1783708853,108.179.193.21,Bootstrap,44,False,,https://ns696.hostgator.com.br/,,,,,
ns697.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns697.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns697.hostgator.com.br,,443,https://ns697.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.22,/,-1783708853,108.179.193.22,Bootstrap,44,False,,,,,,,
ns698.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns698.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns698.hostgator.com.br,,443,https://ns698.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.26,/,-1783708853,108.179.193.26,Bootstrap,44,False,,,,,,,
ns699.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns699.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns699.hostgator.com.br,,443,https://ns699.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.27,/,-1783708853,108.179.193.27,Bootstrap,44,False,,,,,,,
ns70.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns70.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns70.hostgator.com.br,,443,https://ns70.hostgator.com.br:443,https,Apache,text/html,GET,192.185.177.199,/,-1783708853,192.185.177.199,Bootstrap,44,False,,,,,,,
ns700.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns700.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns700.hostgator.com.br,,443,https://ns700.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.31,/,-1783708853,108.179.193.31,Bootstrap,44,False,,,,,,,
ns701.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns701.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns701.hostgator.com.br,,443,https://ns701.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.32,/,-1783708853,108.179.193.32,Bootstrap,44,False,,,,,,,
ns702.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns702.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns702.hostgator.com.br,,80,http://ns702.hostgator.com.br:80,http,Apache,text/html,GET,108.179.193.36,/,-1783708853,108.179.193.36,Bootstrap,44,False,,https://ns702.hostgator.com.br/,,,,,
ns703.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns703.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns703.hostgator.com.br,,443,https://ns703.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.37,/,-1783708853,108.179.193.37,Bootstrap,44,False,,,,,,,
