input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,final_url,tls_self_signed,tls_expired
p1-smn5-backoffice-cdn.shop.samsung.com,Access Denied,403,305,p1-smn5-backoffice-cdn.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-24T00:00:00Z,2023-11-21T23:59:59Z,"CN=shop.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",shop.samsung.com,"Samsung SDS Co., Ltd.",v3.shop.samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6857c3893618d82bf589eaf5c9dcccc6,fd7503916ff8fab28fa4edaea2b45d248d8ca211ec723832c6071fd4e7903796,,ctls,p1-smn5-backoffice-cdn.shop.samsung.com,,443,https://p1-smn5-backoffice-cdn.shop.samsung.com:443,https,text/html,GET,23.37.57.190,/,450870526,23.37.57.190,,10,False,,,,,,,
p1-smr-api-cdn.shop.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://p1-smr-api-cdn.shop.samsung.com:443,https,text/html,GET,23.37.57.190,/,676954042,23.37.57.190,Java,1721,False,,,,,https://www.samsung.com/shop/,,
p1-smr-backoffice-cdn.shop.samsung.com,Access Denied,403,304,p1-smr-backoffice-cdn.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-24T00:00:00Z,2023-11-21T23:59:59Z,"CN=shop.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",shop.samsung.com,"Samsung SDS Co., Ltd.",v3.shop.samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6857c3893618d82bf589eaf5c9dcccc6,fd7503916ff8fab28fa4edaea2b45d248d8ca211ec723832c6071fd4e7903796,,ctls,p1-smr-backoffice-cdn.shop.samsung.com,,443,https://p1-smr-backoffice-cdn.shop.samsung.com:443,https,text/html,GET,23.37.57.190,/,254625617,23.37.57.190,,10,False,,,,,,,
p1-sms-backoffice-cdn.shop.samsung.com,Access Denied,403,304,p1-sms-backoffice-cdn.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,p1-sms-backoffice-cdn.shop.samsung.com,,443,https://p1-sms-backoffice-cdn.shop.samsung.com:443,https,text/html,GET,23.37.38.27,/,-1805617940,23.37.38.27,,10,False,,,,,,,
p1.ecom.samsung.com,Access Denied,403,3548,p1.ecom.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,p1.ecom.samsung.com,,443,https://p1.ecom.samsung.com:443,https,text/html,GET,23.37.38.27,/,1494302000,23.37.38.27,HSTS,12,False,,,,*.seasam.org,,,
p2-smn-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://p2-smn-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.38.27,/,676954042,23.37.38.27,Java,1721,False,,,,,https://www.samsung.com/shop/,,
p2-smn2-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://p2-smn2-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.38.27,/,676954042,23.37.38.27,Java,1721,False,,,,,https://www.samsung.com/shop/,,
p2-smn5-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://p2-smn5-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.57.190,/,676954042,23.37.57.190,Java,1721,False,,,,,https://www.samsung.com/shop/,,
p2-smr-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://p2-smr-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.57.190,/,676954042,23.37.57.190,Java,1721,False,,,,,https://www.samsung.com/shop/,,
p2-sms-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://p2-sms-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,95.101.176.135,/,676954042,95.101.176.135,Java,1721,False,,,,,https://www.samsung.com/shop/,,
pages.samsung.com,Samsung Campaign,200,10397,pages.samsung.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-05-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co., Ltd.",samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e1c5bf6bb7dc78f1d326bbdfbdde271b,d1c9cb4384ddab1a8724c7b7f01d04d376b06f728d2edeeb82635a449ff3638c,True,ctls,pages.samsung.com,,443,https://pages.samsung.com:443,https,text/html,GET,206.67.236.26,/,346146808,206.67.236.26,,360,False,,,,,,,
parentalcare.samsung.com,,404,71,parentalcare.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,2023-11-11T23:59:59Z,"CN=parentalcare.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",parentalcare.samsung.com,"Samsung Electronics Co., Ltd.",www.parentalcare.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d087ed87611bcf82f0bd632aa1dc5b8b,697781ae138d2a24aa5427a9ca60b1e07065fc5b9554402ad76e935daaf929be,,ctls,parentalcare.samsung.com,,443,https://parentalcare.samsung.com:443,https,application/json,GET,54.164.146.35,/,-1730718949,44.208.237.241,,1,False,,,,,,,
partnerportal.samsung.com,partnerlounge.samsung.de,200,494,partner.samsung.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-21T00:00:00Z,2023-10-10T23:59:59Z,"CN=*.samsung.de, O=Samsung Electronics GmbH, L=Schwalbach am Taunus, ST=Hessen, C=DE",*.samsung.de,Samsung Electronics GmbH,samsung.de,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,9971c405f64b9fc4ec904c737c9b130e,d02897fe9bc703725a6b812da9f3062e1a64bfff8ca49e89e8084e0d364c9f13,True,ctls,partner.samsung.de,,443,https://partnerportal.samsung.com:443,https,text/html,GET,184.25.219.69,/,-1402386673,184.25.219.69,,20,False,,,,,https://partner.samsung.de/,,
partnerscn.sec.samsung.com,Global ERP Partners Portal,200,5069,partnerscn.sec.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-12-12T23:59:59Z,"CN=partnerscn.sec.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",partnerscn.sec.samsung.com,"Samsung Electronics Co., Ltd.",www.partnerscn.sec.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d8e7b0add3e5bd65b9013e148f293ad6,d43954fee5e14260b90f4d92f1bfbcdbf7585d4ed02b1428baa332c463645b87,,ctls,partnerscn.sec.samsung.com,,80,http://partnerscn.sec.samsung.com:80,http,text/html,GET,112.106.141.12,/,767380764,112.106.141.12,,122,False,,,,,https://partnerscn.sec.samsung.com/irj/portal,,
partnerseu.sec.samsung.com,Global ERP Partners Portal,200,5069,partnerseu.sec.samsung.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-11-28T00:00:00Z,2023-12-12T23:59:59Z,"CN=partnerseu.sec.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",partnerseu.sec.samsung.com,"Samsung Electronics Co., Ltd.",www.partnerseu.sec.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c6d4cd9d5fd3d8a314e5ea095360f1de,3519ffa141b81c30a3ffe066411951aecc069e3f2faa7e993ef9e63db244dc82,,ctls,partnerseu.sec.samsung.com,,80,http://partnerseu.sec.samsung.com:80,http,text/html,GET,210.118.76.139,/,623508317,210.118.76.139,,122,False,,,,,https://partnerseu.sec.samsung.com/irj/portal,,
pim.samsung.com,Service Unavailable,503,274,pim.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-16T23:59:59Z,"CN=*.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",*.samsung.com,"Samsung SDS Co., Ltd.",samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,85b5da115b56f40b1a0a8e82e15ae38f,3e89f6d5617e797562a206673b8d8cfb45115b0bcb32806446c1d3e83c17d931,True,ctls,pim.samsung.com,,443,https://pim.samsung.com:443,https,text/html,GET,23.37.36.147,/,,23.37.36.147,,9,False,,AkamaiGHost,,,,,
pjt.ecom-stg.samsung.com,403 Forbidden,403,146,pjt.ecom-stg.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,CN=*.ecom-stg.samsung.com,*.ecom-stg.samsung.com,,ecom-stg.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,18861acb97059a648877d87910163d97,3903114f5a416ab36254c7439030e018dc92c7749353f5ac0d334548f635f94b,True,ctls,pjt.ecom-stg.samsung.com,azure,443,https://pjt.ecom-stg.samsung.com:443,https,text/html,GET,51.105.202.154,/,-1561873722,51.105.202.154,HSTS,8,False,True,,,*.seasam.org,,,
pki-stg.digitalkey.samsung.com,400 No required SSL certificate was sent,400,237,pki-stg.digitalkey.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-28T23:59:59Z,"CN=pki-stg.digitalkey.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",pki-stg.digitalkey.samsung.com,"Samsung Electronics Co., Ltd.",www.pki-stg.digitalkey.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,11bf849eeb7d364401a80bc07b0abb7f,404e7d213cee17d24a609ebeda347d97eeeba5626f0b5a53f32f7f8dafedc81b,,ctls,pki-stg.digitalkey.samsung.com,,443,https://pki-stg.digitalkey.samsung.com:443,https,text/html,GET,3.35.145.114,/,-1767405882,3.35.145.114,Nginx:1.19.3,9,False,,nginx/1.19.3,,,,,
pki.digitalkey.samsung.com,400 No required SSL certificate was sent,400,237,pki.digitalkey.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-28T23:59:59Z,"CN=pki.digitalkey.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",pki.digitalkey.samsung.com,"Samsung Electronics Co., Ltd.",www.pki.digitalkey.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d3d68c8e97cf394736b6e141444c9390,cfe6d641880f0431bc7f6bf2b1cbaeda804b246db60199fa64e6e33ffca034fc,,ctls,pki.digitalkey.samsung.com,,443,https://pki.digitalkey.samsung.com:443,https,text/html,GET,3.37.125.56,/,-1767405882,54.180.36.215,Nginx:1.19.3,9,False,,nginx/1.19.3,,,,,
policies.account.samsung.com,Consent,200,4344,policies.account.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-05T00:00:00Z,2023-10-04T23:59:59Z,"CN=*.account.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.account.samsung.com,"Samsung Electronics Co.,Ltd.",*.account.samsung.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,a7d1c31aa5e5428f81c7c90f86f09d83,e8017ba99e24fa0e0dd5fe58dcc603d445df31feed672a05f563d3bc49cfffbb,True,ctls,policies.account.samsung.com,cloudfront,443,https://policies.account.samsung.com:443,https,text/html,GET,65.9.66.103,/,-1361332109,65.9.66.19,Amazon Web Services,1,False,True,AmazonS3,,,,,
prd.sca.samsung.com,,200,85,prd.sca.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-08-02T23:59:59Z,"CN=*.sca.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.sca.samsung.com,"Samsung Electronics Co., Ltd.",sca.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,50b26b52cb4a5f3d3431e544a015aec4,a148ce6a7e93606da31e5ce5d71ecc7352e3fc5871f39c977490f010691e7640,True,ctls,prd.sca.samsung.com,,443,https://prd.sca.samsung.com:443,https,text/plain,GET,52.209.14.13,/,1190673054,54.171.130.69,,1,False,,,,,,,
printingapps.samsung.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://printingapps.samsung.com:80,http,text/html,GET,13.32.110.15,/,-138515305,13.32.110.20,Amazon Web Services,20,False,True,CloudFront,,,,,
privacy.samsung.com,Samsung Privacy,200,4068,privacy.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-15T00:00:00Z,2023-09-30T23:59:59Z,"CN=*.privacy.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.privacy.samsung.com,"Samsung Electronics Co., Ltd.",privacy.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,002d1f2a900629de23795b7d41ff76a8,b1e5541ae9fe6732ee1212518d655e6c70557c3a8f676b19fe47366b772b735a,True,ctls,privacy.samsung.com,cloudfront,443,https://privacy.samsung.com:443,https,text/html,GET,52.222.214.112,/,-136528391,2600:9000:223d:ce00:4:917d:8c0:93a1,Amazon Web Services,1,False,True,AmazonS3,,,,,
pushmessage.samsung.com,SMP | Samsung Messaging Platform,200,2517,pushmessage.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-11-30T23:59:59Z,"CN=*.pushmessage.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.pushmessage.samsung.com,"Samsung Electronics Co., Ltd.",pushmessage.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,63255f6e39e522a4062b6b42c9beaefe,3a1a073801d68941c9739a6c42b9507e839b68a0e375df3a2aa68c332e6f5cc0,True,ctls,pushmessage.samsung.com,,443,https://pushmessage.samsung.com:443,https,text/html,GET,54.76.11.75,/,2093572412,34.249.236.183,,59,False,,,,,,,
pvi.samsung.com,,200,332,pvi.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co., Ltd.",samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e1c5bf6bb7dc78f1d326bbdfbdde271b,d1c9cb4384ddab1a8724c7b7f01d04d376b06f728d2edeeb82635a449ff3638c,True,ctls,pvi.samsung.com,incapsula,443,https://pvi.samsung.com:443,https,text/html,GET,45.223.19.142,/,462357257,45.223.19.142,Microsoft ASP.NET,12,False,True,,,,,,
qa.semiconductor.samsung.com,AEM Sign In,200,16113,qa.semiconductor.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,qa.semiconductor.samsung.com,,443,https://qa.semiconductor.samsung.com:443,https,text/html,GET,2.23.196.47,/,93097426,2a02:26f0:480:992::6ba,Amazon Web Services,170,False,,,,,https://qa.semiconductor.samsung.com/libs/granite/core/content/login.html?resource=%2Fcontent%2Fsemiconductor%2Fglobal.html&$$login$$=%24%24login%24%24&j_reason=unknown&j_reason_code=unknown,,
qa1.shop.samsung.com,Service Unavailable,503,268,qa1.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,qa1.shop.samsung.com,,443,https://qa1.shop.samsung.com:443,https,text/html,GET,23.37.38.27,/,676954042,23.37.38.27,,9,False,,,,,,,
queue-fra-admin1.shop.samsung.com,Access Denied,403,294,queue-fra-admin1.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,queue-fra-admin1.shop.samsung.com,,443,https://queue-fra-admin1.shop.samsung.com:443,https,text/html,GET,23.56.201.142,/,1389198921,23.56.201.142,,10,False,,AkamaiGHost,,,,,
queue-fra-admin2.shop.samsung.com,Access Denied,403,295,queue-fra-admin2.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,queue-fra-admin2.shop.samsung.com,,443,https://queue-fra-admin2.shop.samsung.com:443,https,text/html,GET,23.37.38.27,/,-1706878502,23.37.38.27,,10,False,,AkamaiGHost,,,,,
queue-sin-admin1.shop.samsung.com,Access Denied,403,294,queue-sin-admin1.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,queue-sin-admin1.shop.samsung.com,,443,https://queue-sin-admin1.shop.samsung.com:443,https,text/html,GET,23.56.201.142,/,489066599,23.56.201.142,,10,False,,AkamaiGHost,,,,,
queue-sin-admin2.shop.samsung.com,Access Denied,403,295,queue-sin-admin2.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,queue-sin-admin2.shop.samsung.com,,443,https://queue-sin-admin2.shop.samsung.com:443,https,text/html,GET,23.37.38.27,/,1623079363,23.37.38.27,,10,False,,AkamaiGHost,,,,,
